SA4_CODE_2016,C06_P_FoodHos_PS_15_19,C06_P_FoodHos_PS_20_24,C06_P_FoodHos_PS_25_34,C06_P_FoodHos_PS_35_44,C06_P_FoodHos_PS_45_54,C06_P_FoodHos_PS_55_64,C06_P_FoodHos_PS_65_74,C06_P_FoodHos_PS_75_84,C06_P_FoodHos_PS_85o,C06_P_Foo_hos_pers_S_Tot,C06_P_MixFld_pr_15_19,C06_P_MixFld_pr_20_24,C06_P_MixFld_pr_25_34,C06_P_MixFld_pr_35_44,C06_P_MixFld_pr_45_54,C06_P_MixFld_pr_55_64,C06_P_MixFld_pr_65_74,C06_P_MixFld_pr_75_84,C06_P_MixFld_pr_85_ov,C06_P_MixFld_pr_Tot,C06_P_FldStu_ID_15_19,C06_P_FldStu_ID_20_24,C06_P_FldStu_ID_25_34,C06_P_FldStu_ID_35_44,C06_P_FldStu_ID_45_54,C06_P_FldStu_ID_55_64,C06_P_FldStu_ID_65_74,C06_P_FldStu_ID_75_84,C06_P_FldStu_ID_85o,C06_P_FldStu_ID_Tot,C06_P_FldStu_NS_15_19,C06_P_FldStu_NS_20_24,C06_P_FldStu_NS_25_34,C06_P_FldStu_NS_35_44,C06_P_FldStu_NS_45_54,C06_P_FldStu_NS_55_64,C06_P_FldStu_NS_65_74,C06_P_FldStu_NS_75_84,C06_P_FldStu_NS_85o,C06_P_FldStu_NS_T,C06_P_Tot_15_19,C06_P_Tot_20_24,C06_P_Tot_25_34,C06_P_Tot_35_44,C06_P_Tot_45_54,C06_P_Tot_55_64,C06_P_Tot_65_74,C06_P_Tot_75_84,C06_P_Tot_85o,C06_P_T_T,C11_P_NatPhy_sci_15_19,C11_P_NatPhy_sci_20_24,C11_P_NatPhy_sci_25_34,C11_P_NatPhy_sci_35_44,C11_P_NatPhy_sci_45_54,C11_P_NatPhy_sci_55_64,C11_P_NatPhy_sci_65_74,C11_P_NatPhy_sci_75_84,C11_P_NatPhy_sci_85_ov,C11_P_NatPhy_sci_Tot,C11_P_InfTec_15_19,C11_P_InfTec_20_24,C11_P_InfTec_25_34,C11_P_InfTec_35_44,C11_P_InfTec_45_54,C11_P_InfTec_55_64,C11_P_InfTec_65_74,C11_P_InfTec_75_84,C11_P_InfTec_85_ov,C11_P_InfTec_Tot,C11_P_EngRT_15_19,C11_P_EngRT_20_24,C11_P_EngRT_25_34,C11_P_EngRT_35_44,C11_P_EngRT_45_54,C11_P_EngRT_55_64,C11_P_EngRT_65_74,C11_P_EngRT_75_84,C11_P_EngRT_85_ov,C11_P_EngRT_Tot,C11_P_ArchBuild_15_19,C11_P_ArchBuild_20_24,C11_P_ArchBuild_25_34,C11_P_ArchBuild_35_44,C11_P_ArchBuild_45_54,C11_P_ArchBuild_55_64,C11_P_ArchBuild_65_74,C11_P_ArchBuild_75_84,C11_P_ArchBuild_85o,C11_P_Arch_building_Tot,C11_P_AgEnv_RS_15_19,C11_P_AgEnv_RS_20_24,C11_P_AgEnv_RS_25_34,C11_P_AgEnv_RS_35_44,C11_P_AgEnv_RS_45_54,C11_P_AgEnv_RS_55_64,C11_P_AgEnv_RS_65_74,C11_P_AgEnv_RS_75_84,C11_P_AgEnv_RS_85o,C11_P_AgEnv_RS_Tot,C11_P_Health_15_19,C11_P_Health_20_24,C11_P_Health_25_34,C11_P_Health_35_44,C11_P_Health_45_54,C11_P_Health_55_64,C11_P_Health_65_74,C11_P_Health_75_84,C11_P_Health_85o,C11_P_Healt_To,C11_P_Educ_15_19,C11_P_Educ_20_24,C11_P_Educ_25_34,C11_P_Educ_35_44,C11_P_Educ_45_54,C11_P_Educ_55_64,C11_P_Educ_65_74,C11_P_Educ_75_84,C11_P_Educ_85o,C11_P_Educ_Tot,C11_P_MngtCom_15_19,C11_P_MngtCom_20_24,C11_P_MngtCom_25_34,C11_P_MngtCom_35_44,C11_P_MngtCom_45_54,C11_P_MngtCom_55_64,C11_P_MngtCom_65_74,C11_P_MngtCom_75_84,C11_P_MngtCom_85o,C11_P_MngtCom_T,C11_P_Soc_cult_15_19,C11_P_Soc_cult_20_24,C11_P_Soc_cult_25_34,C11_P_Soc_cult_35_44,C11_P_Soc_cult_45_54,C11_P_Soc_cult_55_64,C11_P_Soc_cult_65_74,C11_P_Soc_cult_75_84,C11_P_Soc_cult_85o,C11_P_Soc_cult_T,C11_P_Creative_art_15_19,C11_P_Creative_art_20_24,C11_P_Creative_art_25_34,C11_P_Creative_art_35_44,C11_P_Creative_art_45_54,C11_P_Creative_art_55_64,C11_P_Creative_art_65_74,C11_P_Creative_art_75_84,C11_P_Creative_arts_85o,C11_P_Creative_arts_Tot,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85o,C11_P_FoodHos_PS_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85_ov,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85o,C11_P_FldStu_ID_T,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85o,C11_P_FldStu_NS_T,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85o,C11_P_T_T
111,267,991,1780,1406,903,674,308,166,43,6555,22,22,14,23,20,12,13,9,9,146,26,83,261,282,259,204,91,64,12,1282,2360,1769,2776,3411,3484,3261,3592,4542,1805,26993,3729,10669,25939,27623,27970,20129,12461,9530,2855,140899,8,281,780,799,676,626,319,111,31,3630,67,294,930,681,423,237,60,11,0,2717,158,1730,4990,5590,6420,5720,3779,2063,627,31078,97,770,1948,1964,1905,1483,1015,571,175,9935,35,159,588,591,426,261,152,63,13,2283,88,962,3376,3697,3950,2864,1357,721,204,17211,19,392,2131,2422,2803,3135,1532,697,170,13309,402,2123,5675,5714,5021,3779,1813,748,236,25518,185,1145,3161,3235,2904,2192,979,363,86,14246,81,611,1346,791,600,409,239,93,34,4197,234,948,1927,1623,1122,765,441,217,54,7330,17,33,19,13,20,20,11,20,3,156,19,94,218,289,308,221,124,66,28,1367,1859,1440,2445,2773,3185,2970,3270,3655,2187,23792,3265,10988,29526,30195,29777,24674,15098,9406,3844,156773
112,196,557,1174,1146,880,544,250,172,29,4947,0,8,13,12,19,12,11,15,12,105,17,40,156,206,211,148,75,66,14,933,1699,922,1633,2344,2716,2294,2641,3366,1351,18970,2528,4668,12357,17489,20681,13906,8680,6685,2069,89064,3,45,220,389,389,442,193,84,29,1796,45,127,244,327,330,232,56,10,3,1364,76,508,1436,2051,2986,2893,2047,1161,390,13560,61,381,1014,1497,1721,1448,787,426,105,7434,64,179,618,813,721,513,201,91,19,3212,45,311,1375,2229,2980,2405,1092,542,174,11147,10,173,1008,1681,2197,2634,1154,463,120,9430,195,820,2357,3028,3214,2596,1279,615,201,14305,128,486,1566,2258,2484,2022,746,238,37,9975,52,263,783,969,826,634,223,97,34,3881,187,556,1339,1337,1105,715,375,194,42,5855,14,18,17,22,19,22,15,4,7,130,10,42,130,201,240,207,90,63,37,1015,1386,805,1473,1940,2387,2354,2376,2776,1546,17052,2269,4724,13571,18742,21603,19113,10639,6748,2736,100147
113,143,420,728,553,401,261,105,62,15,2687,0,10,4,15,19,8,4,0,0,66,18,56,128,102,123,78,39,12,6,564,1217,780,1579,1751,1637,1468,1626,1619,576,12253,2017,4447,10523,11036,10670,7042,4184,2844,836,53593,8,75,233,255,208,156,71,29,11,1031,25,71,233,151,119,88,29,6,0,712,135,731,1701,1802,2003,1499,833,332,90,9132,70,352,628,592,736,572,262,157,31,3385,71,222,577,764,682,519,282,106,25,3254,55,335,1005,1164,1245,978,506,248,103,5633,9,179,842,1118,1103,1070,437,193,58,5007,145,749,2015,2095,1969,1357,538,199,75,9134,98,398,1107,1120,946,642,224,90,17,4637,26,145,311,211,171,116,61,27,3,1069,134,447,803,646,510,317,161,52,12,3084,11,11,5,10,13,9,7,0,0,71,7,35,125,125,136,88,37,17,0,575,1102,860,1468,1568,1677,1524,1599,1472,689,11964,1887,4604,11053,11620,11515,8932,5031,2931,1115,58682
114,105,329,621,638,454,391,199,112,22,2871,8,0,7,11,15,5,7,7,0,64,11,29,62,112,134,102,77,60,15,600,1029,398,914,1303,1365,1531,1845,1875,630,10884,1491,2563,6987,10259,11305,9770,7240,4555,1132,55298,4,45,114,172,236,261,192,89,22,1144,12,47,128,134,145,105,57,13,0,639,83,451,1160,1682,2315,2187,1991,1081,283,11235,40,229,611,811,954,844,638,318,75,4527,40,107,300,412,376,266,166,69,14,1763,28,191,633,1061,1464,1331,772,433,100,6013,3,104,456,802,1160,1480,819,350,53,5236,85,485,1151,1737,1943,1877,1397,512,150,9339,64,333,796,1197,1363,1173,654,240,49,5882,16,106,251,381,357,299,229,89,19,1744,110,365,679,743,595,417,306,114,25,3355,6,6,11,9,16,10,12,8,6,83,7,25,69,123,156,134,86,44,13,659,962,589,1015,1307,1589,1530,1854,1943,1039,11827,1473,3097,7376,10572,12669,11933,9181,5294,1856,63449
115,160,443,887,887,619,461,123,60,22,3659,7,8,7,11,17,15,14,4,0,90,16,83,179,241,256,163,50,32,9,1033,1607,832,1353,1781,1795,1545,1016,960,490,11385,2401,6425,16168,22145,21876,14711,5620,3020,1082,93454,3,212,461,872,979,714,321,99,15,3671,31,263,1059,1385,1006,388,73,6,0,4211,66,611,1801,3571,4319,3329,1928,714,221,16564,61,512,937,1501,1284,853,528,173,37,5884,33,153,385,438,374,239,102,36,12,1767,39,452,1194,2003,2175,1702,827,312,125,8810,4,306,1142,1821,2085,2057,917,312,103,8747,199,1665,4389,6679,6225,4496,1811,550,184,26185,119,884,1744,2234,2027,1525,548,201,63,9349,64,599,856,766,528,305,158,59,20,3362,130,494,748,1045,725,489,234,84,23,3971,3,4,12,12,20,18,6,3,7,85,10,75,179,253,273,195,95,36,12,1132,1074,613,950,1488,1567,1440,1220,956,821,10121,1836,6835,15855,24062,23590,17736,8763,3534,1646,103862
116,208,619,1372,886,620,347,125,56,9,4234,18,24,32,34,47,23,12,16,0,200,21,95,353,360,254,147,42,23,7,1309,2695,1901,3779,4136,3554,2925,2280,1667,466,23402,3802,9077,25526,24023,19152,11282,5319,2904,713,101799,3,245,890,906,724,434,132,26,10,3372,82,464,2863,1972,643,217,31,4,0,6283,106,943,3699,4998,5004,3420,1552,633,124,20478,84,411,1287,1306,941,721,379,170,31,5329,37,129,402,386,309,140,59,12,4,1472,68,671,2220,2307,1942,1189,357,142,41,8950,16,350,1803,1788,1395,1195,458,187,46,7241,358,2361,8173,7051,4957,2927,832,237,68,26967,210,1101,3066,2664,1935,1139,388,99,17,10623,64,534,1059,622,299,227,93,22,3,2914,199,836,1813,1205,763,437,188,69,15,5531,25,24,32,38,43,29,20,5,4,227,18,111,470,483,380,194,84,24,3,1769,2194,1659,3278,3282,3046,2678,2101,1549,622,20411,3474,9839,31064,29017,22380,14951,6674,3190,993,121572
117,111,772,1917,1179,555,311,103,45,12,4999,38,95,35,36,26,23,16,3,0,275,20,247,785,558,307,165,89,30,19,2219,2545,6762,13688,8303,5892,4533,3263,2345,924,48257,3213,17742,53357,32253,19660,12512,6505,3777,1289,150302,16,626,2183,1385,745,508,216,71,6,5758,18,499,3847,1818,652,226,46,5,0,7116,41,841,3936,2628,2083,1502,937,471,102,12542,36,390,1878,1458,907,577,297,140,23,5698,8,90,453,375,220,121,37,21,4,1330,27,632,3381,2306,1574,1096,514,214,80,9826,7,252,1737,1621,1378,1362,546,204,50,7155,170,3722,16077,8584,4125,2188,812,246,68,35994,71,1763,8542,5570,3433,2510,926,265,47,23145,90,1910,6654,3317,1684,705,225,86,16,14700,87,935,2475,1535,809,405,180,48,21,6501,55,80,58,31,22,16,8,12,0,291,9,234,855,666,424,236,119,38,15,2605,1515,4196,9340,5200,3825,3148,2363,1728,846,32148,2153,16172,61426,36493,21874,14596,7226,3560,1290,164802
118,65,485,1340,1011,536,496,183,138,53,4314,41,58,23,16,26,24,12,15,7,214,37,177,598,527,349,272,97,66,20,2148,1972,3012,7144,5158,4038,3617,2774,2976,1345,32035,2500,11154,39781,29944,21309,16062,8412,6479,2437,138082,13,430,1531,1152,798,610,344,127,65,5067,12,241,1610,1171,677,254,52,3,3,4014,36,846,3157,2198,2102,1816,1297,773,342,12555,19,453,1849,1431,1026,748,430,189,70,6221,9,83,433,315,204,103,61,36,7,1254,15,512,3139,2652,2292,1800,1090,636,263,12395,10,209,1591,1479,1593,1762,834,430,165,8068,120,2347,11401,9042,5345,3153,1488,665,320,33871,53,1248,6230,5255,3702,2835,1342,537,166,21377,64,1049,4223,2731,1475,663,282,144,65,10691,44,485,1370,1159,680,482,257,135,54,4670,46,58,20,15,14,21,18,13,7,212,8,161,532,597,419,252,151,71,33,2217,1429,2465,6185,4391,3314,2795,2433,2002,1302,26310,1874,10571,43280,33576,23647,17283,10080,5757,2858,148929
119,316,1212,2353,1902,1119,775,332,197,80,8286,51,75,75,80,106,60,36,29,9,524,27,191,625,625,445,240,128,81,37,2408,4229,3786,7230,7749,6964,5496,4918,5634,2460,48473,5891,17648,49024,44782,34244,21883,13423,10904,3853,201650,17,460,1549,1550,1448,731,355,133,34,6272,62,756,5196,2981,1370,372,60,12,3,10815,140,1343,5377,6760,7305,5117,3385,2143,737,32310,111,817,2379,2480,1894,1282,871,531,179,10543,17,137,422,363,361,199,97,41,15,1656,95,1128,3789,3294,2917,1849,943,502,152,14664,36,737,2740,2883,2796,2385,1103,526,152,13354,506,5229,17485,12995,8749,4942,1887,958,408,53153,232,1937,5892,4838,3826,2350,764,315,81,20247,105,929,2322,1564,958,496,245,106,41,6767,266,1489,3571,2457,1517,927,466,241,67,11011,51,89,61,62,96,76,32,31,14,506,20,210,694,692,541,299,135,104,38,2730,3459,3188,6842,6209,6069,5166,4408,4303,2576,42221,5120,18454,58310,49135,39854,26198,14754,9938,4493,226255
120,117,514,1306,1082,575,382,164,78,25,4254,28,59,26,24,29,22,14,22,0,229,15,162,524,468,384,176,72,39,16,1867,1760,2123,4350,3911,3422,2728,2253,2456,1286,24293,2332,9929,35434,31194,22640,14283,6804,4882,2038,129533,7,326,1437,1302,1065,676,297,93,22,5229,27,384,3241,1894,915,293,52,7,0,6813,33,539,2951,3025,3119,2181,1347,762,239,14204,18,321,1273,1500,1169,762,452,219,42,5752,3,78,342,305,243,161,50,21,5,1203,29,642,2909,2712,2400,1790,826,399,132,11834,6,287,1652,1798,1998,2172,864,356,120,9263,146,2971,11880,9478,6000,3314,1099,403,204,35495,64,1097,5006,4989,3560,2704,925,306,79,18733,68,971,3098,2351,1412,653,198,98,34,8883,84,789,1921,1273,760,426,185,87,35,5567,12,61,30,23,33,16,8,11,4,196,17,130,497,512,429,258,109,55,13,2019,1282,1759,4192,3282,2838,2283,2000,2066,1419,21133,1799,10361,40421,34460,25938,17682,8415,4889,2350,146326
121,139,577,1399,1216,704,528,192,126,63,4938,28,33,13,28,25,17,28,7,13,210,19,204,599,661,566,431,230,152,59,2917,2236,1953,4491,3824,3439,3022,2171,2805,1993,25940,2969,12289,43372,45083,39405,29443,14873,10497,4341,202268,8,460,1707,2056,2074,1576,1095,432,166,9564,30,327,3609,3330,2070,747,145,21,5,10296,44,589,3414,4300,4597,3508,2683,1557,611,21298,18,378,1306,1629,1550,1204,742,374,112,7316,14,141,547,557,461,308,188,101,30,2351,32,715,3485,4117,4397,3419,2336,1439,521,20456,9,305,1942,2600,3149,3444,2061,969,317,14788,136,3068,14030,15978,12512,8357,4266,1841,834,61021,88,1482,6296,7400,6513,5071,2621,1138,360,30967,98,1243,3495,2588,1839,1105,505,315,108,11290,115,575,1466,1384,915,555,267,121,59,5457,29,13,23,26,23,37,28,11,3,194,16,171,603,749,617,467,243,117,71,3048,1670,1436,3703,3355,3006,2532,2065,2055,1796,21620,2296,10891,45619,50078,43718,32316,19246,10507,4993,219665
122,109,478,1270,1203,721,549,211,130,51,4724,10,20,15,13,10,10,4,17,10,109,22,67,244,350,268,160,83,65,25,1280,1511,1110,2704,2746,2369,2067,1717,2481,1749,18459,2130,6476,24328,27676,21931,16083,9070,6770,2910,117370,0,152,673,1111,946,652,390,133,55,4113,21,181,1024,1237,934,361,72,7,3,3849,37,449,2116,3189,3440,2569,2083,1196,409,15486,31,393,1629,1985,1554,1071,661,371,124,7816,12,115,502,570,408,175,122,69,26,1996,31,323,1751,2258,2280,1631,1057,619,186,10139,8,182,1483,1938,1998,2050,1133,483,148,9419,122,1468,6173,9016,6629,4468,2564,1080,433,31969,85,836,2836,3994,2841,2017,1036,392,119,14155,49,695,2003,1780,1096,613,318,151,74,6787,102,491,1316,1352,915,507,383,147,56,5255,11,7,13,19,15,14,12,12,4,104,15,72,234,413,296,219,113,61,33,1454,1009,798,2009,2146,1974,1701,1616,1711,1717,14677,1529,6166,23764,31017,25329,18044,11559,6418,3385,127216
123,208,576,1160,857,570,329,101,52,11,3867,9,13,23,26,25,22,7,3,3,131,16,63,231,216,226,102,41,17,5,918,2295,1490,2486,2859,2822,2258,1603,1456,625,17889,3357,7559,17778,18409,17387,10725,4376,2547,876,83004,9,175,392,486,392,320,97,30,11,1909,59,248,1001,662,373,163,29,5,0,2540,135,1015,2877,3831,4232,3474,1638,562,145,17910,106,580,1340,1322,1002,810,388,142,29,5720,44,158,426,331,303,182,73,19,4,1547,71,477,1471,1683,1577,1124,430,148,47,7024,10,329,1516,1629,1479,1383,480,158,34,7024,296,1571,4402,4249,3675,2502,751,211,51,17714,195,1037,2493,2193,1742,1020,297,77,20,9080,61,448,625,376,291,210,88,25,11,2137,206,642,1268,1076,656,499,187,61,9,4609,24,12,12,30,29,16,15,3,0,139,28,70,208,274,237,175,56,24,11,1084,1895,1186,2085,2406,2481,2239,1644,1279,690,15903,3145,7954,20120,20561,18462,14126,6160,2751,1058,94339
124,290,895,1535,1100,749,496,179,82,23,5353,21,11,21,24,30,18,4,7,5,134,26,77,255,290,281,175,84,37,9,1228,2407,1708,2896,3295,3079,2664,2055,2200,1041,21346,3842,9754,22912,23667,23303,15381,7157,4525,1551,112093,6,170,482,609,597,476,224,67,14,2649,80,299,924,667,454,268,65,5,0,2760,158,1304,3570,4357,4872,3998,2084,796,234,21374,99,684,1663,1639,1360,1067,567,232,73,7387,56,285,611,587,444,284,130,47,19,2460,66,582,1965,2142,2395,1832,824,376,140,10324,13,387,1854,2169,2423,2452,915,339,78,10623,373,1869,4906,4966,4653,3468,1322,441,162,22161,204,1257,2964,2783,2581,2026,807,265,49,12938,70,540,1059,909,688,490,211,108,30,4100,271,950,1711,1287,900,623,259,91,36,6136,21,25,20,24,20,30,10,3,3,173,18,85,247,339,288,245,99,53,11,1390,1861,1577,2567,2764,3004,2755,2177,1771,969,19442,3296,10015,24538,25255,24674,20018,9693,4591,1819,123909
125,230,798,1685,1138,663,472,187,107,15,5296,39,58,49,62,42,37,21,10,9,324,34,196,494,439,321,192,101,52,16,1842,3366,3618,7089,6327,4925,3750,3194,3344,1515,37116,4687,14713,40276,33120,24911,16299,9260,6359,2217,151840,18,484,1780,1522,1174,708,314,115,19,6140,59,717,5707,2828,1095,321,52,4,0,10779,102,1087,5187,5242,5360,3871,2445,1274,367,24926,80,576,1849,1692,1262,881,553,284,88,7271,19,96,414,349,310,156,74,52,3,1477,55,1041,3819,2843,2260,1615,745,327,94,12793,29,469,2201,2073,1943,1706,926,402,88,9841,322,4053,15142,9542,6028,3710,1581,642,185,41206,176,1455,4628,3568,2767,1809,677,229,66,15375,69,712,1715,1067,599,389,155,75,21,4800,164,1386,2752,1535,884,545,256,110,37,7667,44,55,71,55,63,48,41,5,0,387,12,169,716,555,390,247,92,58,12,2248,2622,3286,6976,5134,4492,3404,2800,2762,1612,33092,3771,15583,52953,38008,28630,19402,10708,6346,2606,178003
126,70,293,584,569,335,233,97,78,31,2294,24,34,6,9,19,14,7,8,4,121,8,95,209,253,227,128,50,40,21,1033,1091,1168,1651,1785,1710,1287,1185,1507,822,12209,1505,6715,16700,18372,15980,10631,5797,4456,1677,81840,3,219,822,921,957,675,370,161,40,4170,16,207,1936,1475,960,308,46,11,0,4957,23,327,1870,2265,2651,1947,1188,827,290,11386,6,187,558,736,668,451,287,187,59,3143,8,48,205,219,217,135,60,31,16,931,15,346,1378,1552,1719,1324,743,408,167,7660,8,170,914,1125,1400,1453,832,420,142,6466,155,2364,6031,5604,4419,2836,1235,646,313,23602,35,717,2253,2295,1996,1566,701,322,91,9975,46,498,1086,826,572,321,134,93,39,3615,51,302,701,651,471,260,143,72,26,2680,21,43,10,10,33,21,8,9,3,154,5,99,236,240,227,167,70,50,24,1120,678,883,1282,1059,1129,1051,930,1118,1050,9194,1079,6419,19276,18971,17421,12513,6749,4349,2253,89038
127,263,821,1515,1344,772,450,144,65,12,5377,34,34,47,87,58,55,19,14,4,349,25,106,319,375,295,158,64,25,3,1365,3575,2652,5120,5908,5068,3820,3114,2330,702,32287,4963,11746,27002,25867,20382,12403,6394,3560,913,113212,18,351,747,759,604,318,104,28,4,2924,80,595,2181,1230,546,179,29,0,0,4840,159,1134,3602,4803,5264,3649,1772,724,146,21246,97,611,1455,1505,1276,844,494,204,39,6525,20,85,237,217,224,152,41,24,4,1000,58,748,1936,1939,1525,1005,311,129,33,7689,25,549,1686,1619,1441,1156,486,152,21,7131,461,2800,7907,6294,4426,2324,670,222,47,25147,222,1354,2848,2297,1886,1072,299,85,23,10091,58,593,1058,570,352,187,91,19,5,2927,194,872,1759,1571,1030,576,218,62,15,6301,40,34,49,46,67,53,12,6,0,311,22,105,320,351,321,190,79,31,10,1436,3044,2161,4345,4582,4694,3842,3100,2238,854,28858,4500,11986,30122,27784,23653,15545,7707,3933,1205,126431
128,167,568,1139,979,588,462,190,115,30,4231,8,5,4,10,11,14,9,7,0,77,14,70,198,207,209,142,42,53,9,940,1477,1037,1834,2006,1945,1733,1603,2016,942,14595,2251,7236,19800,20889,19920,13697,7187,5282,1586,97845,4,192,483,660,576,500,258,107,23,2802,26,181,753,693,472,242,43,9,0,2424,62,928,2550,3755,4236,3490,2383,1328,404,19130,60,599,1521,1638,1350,910,548,319,92,7036,17,89,338,338,265,131,65,27,9,1292,40,511,1535,1867,1938,1222,636,363,92,8204,12,335,1557,1776,2181,2122,817,322,86,9196,207,1548,4803,5843,5226,3955,1735,814,269,24396,128,984,2418,2367,1738,1314,485,199,46,9681,53,588,1077,735,424,290,182,87,25,3451,138,542,1184,1097,720,531,303,150,26,4701,6,9,13,11,16,13,10,3,3,92,11,54,180,251,212,175,55,30,15,985,941,695,1507,1565,1632,1557,1361,1686,1031,11962,1708,7255,19917,22592,20991,16456,8884,5422,2124,105349
197,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,9,3,8,17,7,0,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,4,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,19,0,0,3,7,7,12,15,14,0,63
199,12,40,98,41,38,22,3,0,0,254,0,4,4,3,0,0,3,0,0,12,5,8,22,14,9,9,3,0,0,76,63,157,349,268,211,184,128,77,20,1454,126,582,1586,1069,795,652,307,119,33,5250,0,22,59,33,17,12,11,4,0,150,0,21,67,28,15,12,4,0,0,143,0,62,197,121,143,144,106,13,3,799,8,21,83,76,57,45,42,3,0,336,7,18,30,29,16,14,11,0,0,121,3,33,123,70,79,83,27,5,4,426,3,14,79,36,50,63,19,10,3,273,14,111,279,179,118,110,42,4,3,863,11,72,192,104,86,73,28,3,0,569,0,50,113,52,37,17,11,0,0,287,18,47,101,45,38,20,16,0,0,286,0,0,0,3,0,3,0,0,0,13,0,8,25,23,9,9,4,0,0,83,143,222,592,623,602,406,243,93,56,2983,213,692,1941,1417,1270,1020,562,139,74,7324
201,137,421,715,600,428,289,120,55,10,2780,8,13,5,6,3,5,4,10,0,50,5,35,120,129,142,103,38,30,11,620,1016,625,1056,1443,1467,1565,1867,2186,900,12133,1680,4100,9124,10394,10585,7991,4923,3592,1211,53601,0,58,201,279,231,201,82,28,13,1097,17,148,429,285,207,110,31,0,0,1232,87,513,1311,1791,1894,1715,1168,513,140,9134,103,437,842,734,723,534,358,147,28,3907,29,133,398,469,464,271,147,49,15,1976,20,399,1132,1428,1678,1371,666,289,80,7064,6,165,871,991,1166,1527,803,291,69,5876,113,659,1959,1979,1735,1132,473,181,67,8294,81,478,1165,1446,1415,1200,434,112,15,6347,38,206,447,421,313,289,158,33,12,1910,152,424,876,747,532,407,203,71,20,3432,4,18,7,8,4,10,4,6,0,71,14,39,155,193,160,130,54,25,7,773,1021,647,963,1225,1496,1644,1714,1686,879,11276,1693,4318,10750,12001,12013,10548,6287,3439,1342,62387
202,121,457,689,602,406,302,147,61,13,2798,4,5,4,11,6,11,3,3,0,40,3,37,130,140,151,89,43,21,9,626,988,598,966,1375,1400,1347,1634,1979,1024,11312,1567,3716,8501,10254,10946,7960,4705,3408,1361,52422,0,56,197,302,241,219,131,37,14,1198,23,114,322,264,205,120,31,0,0,1078,77,485,1244,1646,1948,1777,1118,516,145,8956,88,368,740,789,732,570,371,173,33,3854,24,133,435,547,485,294,125,47,14,2107,29,343,1121,1418,1852,1380,673,308,82,7208,6,175,813,991,1232,1555,849,271,73,5960,108,547,1641,1724,1538,1153,467,169,70,7415,84,493,1107,1431,1452,1289,518,118,33,6524,29,177,413,443,327,301,163,56,21,1917,118,471,825,681,536,334,187,70,20,3234,0,9,3,7,10,8,7,4,0,43,8,30,146,200,172,135,69,40,7,815,888,579,1017,1265,1352,1441,1545,1736,1044,10865,1496,3989,10004,11714,12073,10574,6244,3535,1547,61175
