SA4_CODE_2016,C06_P_FoodHos_PS_15_19,C06_P_FoodHos_PS_20_24,C06_P_FoodHos_PS_25_34,C06_P_FoodHos_PS_35_44,C06_P_FoodHos_PS_45_54,C06_P_FoodHos_PS_55_64,C06_P_FoodHos_PS_65_74,C06_P_FoodHos_PS_75_84,C06_P_FoodHos_PS_85o,C06_P_Foo_hos_pers_S_Tot,C06_P_MixFld_pr_15_19,C06_P_MixFld_pr_20_24,C06_P_MixFld_pr_25_34,C06_P_MixFld_pr_35_44,C06_P_MixFld_pr_45_54,C06_P_MixFld_pr_55_64,C06_P_MixFld_pr_65_74,C06_P_MixFld_pr_75_84,C06_P_MixFld_pr_85_ov,C06_P_MixFld_pr_Tot,C06_P_FldStu_ID_15_19,C06_P_FldStu_ID_20_24,C06_P_FldStu_ID_25_34,C06_P_FldStu_ID_35_44,C06_P_FldStu_ID_45_54,C06_P_FldStu_ID_55_64,C06_P_FldStu_ID_65_74,C06_P_FldStu_ID_75_84,C06_P_FldStu_ID_85o,C06_P_FldStu_ID_Tot,C06_P_FldStu_NS_15_19,C06_P_FldStu_NS_20_24,C06_P_FldStu_NS_25_34,C06_P_FldStu_NS_35_44,C06_P_FldStu_NS_45_54,C06_P_FldStu_NS_55_64,C06_P_FldStu_NS_65_74,C06_P_FldStu_NS_75_84,C06_P_FldStu_NS_85o,C06_P_FldStu_NS_T,C06_P_Tot_15_19,C06_P_Tot_20_24,C06_P_Tot_25_34,C06_P_Tot_35_44,C06_P_Tot_45_54,C06_P_Tot_55_64,C06_P_Tot_65_74,C06_P_Tot_75_84,C06_P_Tot_85o,C06_P_T_T,C11_P_NatPhy_sci_15_19,C11_P_NatPhy_sci_20_24,C11_P_NatPhy_sci_25_34,C11_P_NatPhy_sci_35_44,C11_P_NatPhy_sci_45_54,C11_P_NatPhy_sci_55_64,C11_P_NatPhy_sci_65_74,C11_P_NatPhy_sci_75_84,C11_P_NatPhy_sci_85_ov,C11_P_NatPhy_sci_Tot,C11_P_InfTec_15_19,C11_P_InfTec_20_24,C11_P_InfTec_25_34,C11_P_InfTec_35_44,C11_P_InfTec_45_54,C11_P_InfTec_55_64,C11_P_InfTec_65_74,C11_P_InfTec_75_84,C11_P_InfTec_85_ov,C11_P_InfTec_Tot,C11_P_EngRT_15_19,C11_P_EngRT_20_24,C11_P_EngRT_25_34,C11_P_EngRT_35_44,C11_P_EngRT_45_54,C11_P_EngRT_55_64,C11_P_EngRT_65_74,C11_P_EngRT_75_84,C11_P_EngRT_85_ov,C11_P_EngRT_Tot,C11_P_ArchBuild_15_19,C11_P_ArchBuild_20_24,C11_P_ArchBuild_25_34,C11_P_ArchBuild_35_44,C11_P_ArchBuild_45_54,C11_P_ArchBuild_55_64,C11_P_ArchBuild_65_74,C11_P_ArchBuild_75_84,C11_P_ArchBuild_85o,C11_P_Arch_building_Tot,C11_P_AgEnv_RS_15_19,C11_P_AgEnv_RS_20_24,C11_P_AgEnv_RS_25_34,C11_P_AgEnv_RS_35_44,C11_P_AgEnv_RS_45_54,C11_P_AgEnv_RS_55_64,C11_P_AgEnv_RS_65_74,C11_P_AgEnv_RS_75_84,C11_P_AgEnv_RS_85o,C11_P_AgEnv_RS_Tot,C11_P_Health_15_19,C11_P_Health_20_24,C11_P_Health_25_34,C11_P_Health_35_44,C11_P_Health_45_54,C11_P_Health_55_64,C11_P_Health_65_74,C11_P_Health_75_84,C11_P_Health_85o,C11_P_Healt_To,C11_P_Educ_15_19,C11_P_Educ_20_24,C11_P_Educ_25_34,C11_P_Educ_35_44,C11_P_Educ_45_54,C11_P_Educ_55_64,C11_P_Educ_65_74,C11_P_Educ_75_84,C11_P_Educ_85o,C11_P_Educ_Tot,C11_P_MngtCom_15_19,C11_P_MngtCom_20_24,C11_P_MngtCom_25_34,C11_P_MngtCom_35_44,C11_P_MngtCom_45_54,C11_P_MngtCom_55_64,C11_P_MngtCom_65_74,C11_P_MngtCom_75_84,C11_P_MngtCom_85o,C11_P_MngtCom_T,C11_P_Soc_cult_15_19,C11_P_Soc_cult_20_24,C11_P_Soc_cult_25_34,C11_P_Soc_cult_35_44,C11_P_Soc_cult_45_54,C11_P_Soc_cult_55_64,C11_P_Soc_cult_65_74,C11_P_Soc_cult_75_84,C11_P_Soc_cult_85o,C11_P_Soc_cult_T,C11_P_Creative_art_15_19,C11_P_Creative_art_20_24,C11_P_Creative_art_25_34,C11_P_Creative_art_35_44,C11_P_Creative_art_45_54,C11_P_Creative_art_55_64,C11_P_Creative_art_65_74,C11_P_Creative_art_75_84,C11_P_Creative_arts_85o,C11_P_Creative_arts_Tot,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85o,C11_P_FoodHos_PS_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85_ov,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85o,C11_P_FldStu_ID_T,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85o,C11_P_FldStu_NS_T,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85o,C11_P_T_T
306,173,632,1611,1420,748,475,151,38,12,5262,8,14,22,19,11,9,14,9,0,98,10,47,167,240,199,130,56,29,7,885,2019,1612,3221,3543,3317,2783,2174,1760,756,21184,2842,5831,16332,18415,16958,11581,5892,3188,1071,82106,9,81,424,517,412,318,163,40,16,1980,62,105,333,291,201,99,32,7,0,1132,163,900,2629,3477,3836,3097,1842,690,149,16773,94,451,1067,1443,1502,1189,673,243,41,6710,49,156,587,622,519,307,156,49,6,2448,46,363,1497,1906,2158,1469,684,285,87,8502,31,184,1169,1620,1753,1556,677,183,44,7222,367,1039,3127,3327,2711,1740,696,177,51,13233,208,543,1903,2195,1810,1271,474,96,26,8532,50,157,503,504,373,285,135,44,10,2056,306,753,1709,1660,1062,593,262,77,15,6446,15,12,30,31,16,13,14,11,3,141,22,48,183,293,234,156,75,31,9,1051,1898,1441,3024,3314,3249,2814,2076,1543,783,20144,3327,6240,18184,21196,19849,14912,7956,3475,1242,96371
307,120,217,481,409,298,202,66,23,7,1826,0,0,8,15,3,14,0,4,0,37,0,20,70,79,77,46,21,5,11,325,794,472,870,1095,1199,1193,1286,1246,534,8684,1406,2727,6468,7264,6835,5120,3139,1901,699,35552,0,24,119,126,84,102,49,9,0,521,28,48,76,63,59,47,19,0,0,339,139,604,1395,1461,1495,1231,714,278,64,7381,33,198,413,460,457,428,249,103,20,2365,104,216,744,721,558,329,132,61,14,2874,23,175,555,801,971,765,452,168,62,3976,7,153,747,813,800,798,390,114,38,3858,177,428,1267,1314,991,666,266,92,22,5227,93,266,617,719,697,560,223,68,6,3258,12,42,117,111,90,94,51,16,14,552,138,335,588,528,344,288,114,25,4,2362,12,4,10,12,11,5,4,3,3,55,11,21,74,115,84,70,34,21,6,430,974,517,1122,1427,1407,1361,1332,1105,530,9778,1753,3035,7836,8668,8055,6743,4036,2073,787,42979
308,166,494,998,860,469,308,92,39,11,3431,4,8,10,14,19,20,21,3,0,96,13,35,128,175,166,115,42,20,10,696,1831,1215,2362,2720,2611,2070,1949,1779,822,17357,2762,5747,13962,14777,13862,8601,4784,2883,1026,68396,0,88,293,301,277,186,87,17,0,1251,49,110,343,250,157,93,20,0,0,1027,246,1560,4292,4312,4142,2973,1396,573,103,19588,79,484,1013,1112,1120,918,431,199,27,5383,108,186,583,551,365,206,82,37,4,2114,30,384,1201,1389,1635,1063,501,170,40,6416,14,286,1444,1421,1395,1048,460,145,33,6251,365,1022,2701,2484,1998,1220,350,109,15,10266,149,457,1327,1316,1182,799,266,58,9,5558,18,121,319,256,165,119,52,18,6,1084,267,531,1213,1111,667,396,153,48,16,4396,24,13,21,16,19,9,19,6,0,123,20,47,155,221,222,127,48,17,3,860,1762,1408,2770,2883,3044,2339,2058,1777,875,18914,3124,6691,17672,17612,16383,11501,5926,3172,1141,83217
309,503,1610,3750,3217,2066,1566,575,273,70,13639,30,37,31,32,52,32,42,38,3,290,33,170,349,450,415,317,168,102,29,2031,3902,3881,6575,6474,6276,5961,5397,6005,2743,47223,6092,16029,38800,38717,35081,27482,16292,11448,3914,193858,26,449,890,758,695,555,300,109,39,3822,186,401,1420,1173,716,322,71,14,0,4299,274,1583,5082,6120,6730,5890,4167,1995,594,32438,208,1237,3585,4174,3738,2873,1755,724,163,18453,92,270,865,935,686,406,216,83,28,3577,171,1346,4124,4554,4674,3325,1652,734,208,20782,44,467,2889,3516,3342,3044,1562,527,163,15546,912,3557,10260,9666,7598,5647,2821,1104,329,41886,616,2027,5358,5183,4098,2950,1216,375,90,21922,271,1103,2286,1643,980,675,371,195,47,7571,635,1994,4284,4172,2667,1882,985,343,78,17045,56,64,59,32,43,53,48,20,13,384,27,155,413,532,473,382,211,113,41,2337,3315,3439,6356,6078,5730,5342,4968,4611,2858,42692,6821,18084,47868,48535,42166,33340,20340,10949,4653,232761
310,214,636,1338,920,600,396,155,57,12,4336,28,13,23,18,14,18,18,7,4,136,12,60,224,284,225,140,62,21,5,1047,2191,1595,3336,3664,2934,2469,2111,1991,810,21113,3366,7053,17524,18558,15480,10677,5875,3513,1138,83185,9,151,629,581,391,281,97,33,9,2180,176,238,970,670,372,134,32,0,4,2592,217,1235,3837,4193,4154,3164,1859,744,158,19565,104,539,1225,1195,1053,924,588,220,43,5904,76,175,491,511,357,217,89,29,11,1959,58,536,1713,1899,1832,1353,674,250,65,8382,12,271,1400,1634,1552,1255,599,169,50,6940,515,1656,4718,4024,3053,1689,594,212,62,16534,253,1018,2895,2572,2161,1349,487,134,26,10905,114,332,690,527,299,198,105,43,10,2315,359,881,1745,1405,775,533,206,81,22,5999,25,20,32,39,18,10,17,4,3,179,21,66,249,304,294,191,98,22,20,1259,2261,1880,3624,3740,3192,2473,2140,1754,892,21954,4188,9012,24209,23303,19514,13777,7591,3711,1369,106675
311,279,689,1454,1133,718,569,187,61,13,5096,10,22,25,27,20,23,11,3,0,139,18,81,221,243,236,174,46,23,4,1045,2653,1659,3141,3604,3228,2852,2011,1525,585,21247,4054,7872,18602,18974,17561,12591,5443,2798,827,88724,12,138,413,415,289,258,92,23,5,1648,193,239,913,670,370,159,37,3,0,2583,245,1264,3608,4114,4295,3781,1981,702,136,20124,160,698,1722,1701,1524,1261,687,215,41,8001,56,131,452,419,335,178,91,26,3,1700,71,451,1538,1654,1788,1307,538,202,56,7611,16,281,1485,1606,1557,1337,546,128,34,6997,620,1781,4916,4207,3240,2089,761,216,64,17901,342,1099,2988,2535,1953,1268,369,96,19,10656,138,376,741,481,296,227,96,33,16,2407,344,906,1601,1475,880,616,308,92,17,6233,24,31,29,29,27,20,13,11,3,184,24,62,253,292,254,172,80,33,12,1182,2534,1734,3013,3325,3038,2741,2139,1546,778,20836,4785,9206,23671,22915,19844,15412,7746,3325,1168,108072
312,140,475,1034,779,462,279,87,32,11,3297,6,10,0,9,11,3,3,3,5,51,10,28,94,138,109,92,27,5,0,507,1430,1294,2462,2932,2633,1957,1456,1285,439,15891,2137,5134,12319,12887,11418,7045,3469,2046,578,57028,4,93,238,237,166,113,63,25,4,939,58,71,191,138,94,50,8,0,0,614,214,1505,4257,4230,3878,2478,1081,404,73,18125,72,431,1014,977,946,766,394,106,18,4721,32,115,409,359,280,119,46,15,12,1391,23,296,949,976,1282,772,293,114,40,4745,12,177,1044,1129,1007,737,291,102,22,4525,227,900,2390,1965,1567,806,283,78,15,8249,116,362,1034,1023,832,480,147,29,7,4030,29,113,293,226,145,101,36,6,0,952,187,568,1228,1019,642,379,132,45,15,4204,11,6,16,3,21,10,3,9,0,70,17,49,141,166,168,88,33,21,4,675,1130,1314,2796,2669,2710,2017,1303,1046,480,15459,2129,5992,15997,15119,13733,8916,4116,2003,691,68689
313,187,465,1003,818,575,444,209,100,21,3823,10,7,9,12,20,17,12,9,5,101,13,51,125,175,164,133,54,44,10,762,1516,1033,2007,2269,2132,2131,2150,2418,1116,16776,2478,4553,11008,13265,12666,10585,6590,4549,1586,67276,22,66,213,250,207,210,125,44,12,1147,158,147,418,372,267,154,31,4,3,1549,165,746,2056,2984,3065,2982,2169,952,246,15365,108,497,1103,1305,1193,1062,733,334,94,6426,69,108,393,398,340,174,120,36,7,1647,52,300,1031,1585,1664,1440,781,330,102,7287,21,152,804,1139,1160,1202,700,242,75,5488,429,1062,2687,2795,2522,1792,878,300,84,12551,314,760,1805,1836,1599,1282,507,139,25,8267,76,221,385,356,255,174,129,69,17,1679,268,585,1210,1178,719,557,309,110,31,4972,23,22,17,8,16,24,17,9,7,136,12,32,149,191,214,163,78,42,7,896,1613,1198,2185,2493,2295,2176,2211,2108,1079,17357,3327,5896,14444,16892,15504,13397,8798,4733,1791,84770
314,132,319,856,733,447,311,79,30,9,2924,11,5,3,13,8,8,0,0,0,46,8,46,136,184,158,111,41,12,4,691,937,526,998,1277,1181,999,707,705,368,7695,1645,3887,11849,13604,11201,7382,2816,1456,547,54390,12,92,343,468,337,220,93,20,0,1595,72,137,591,685,380,131,32,0,0,2034,129,648,2229,3144,2974,2208,1176,353,108,12963,71,429,1062,1202,903,673,393,118,36,4898,32,69,344,369,232,135,59,18,3,1262,37,355,1226,1824,1623,987,404,142,40,6642,20,138,1087,1548,1332,1052,441,103,19,5747,299,969,3287,3903,2863,1678,546,150,34,13716,226,617,1900,1914,1375,899,263,73,10,7279,100,308,532,511,287,167,67,45,9,2032,217,504,1045,1018,584,379,152,43,10,3942,12,4,14,13,6,9,6,8,5,69,7,28,162,244,175,104,51,12,3,794,853,530,1015,1251,1187,989,771,693,439,7731,2075,4846,14838,18099,14249,9644,4463,1781,713,70697
315,54,151,284,272,156,96,26,4,0,1045,0,4,9,10,4,0,0,3,0,34,10,28,78,68,61,27,16,6,3,286,871,773,1617,1584,1339,955,686,484,158,8461,1283,2590,6391,5774,4730,2962,1381,717,197,26013,0,29,149,99,62,40,16,3,0,403,20,21,83,38,29,23,3,0,0,212,80,520,1392,1260,1154,797,321,77,18,5622,37,166,397,379,323,284,126,42,3,1765,104,173,361,334,262,129,51,15,3,1433,24,133,495,554,587,417,144,35,12,2390,8,190,713,503,458,305,94,29,9,2303,100,308,891,767,609,288,81,23,0,3059,56,180,619,496,418,263,83,18,8,2130,4,43,117,78,56,31,15,7,0,355,78,182,395,349,218,138,36,13,0,1412,8,8,9,4,7,7,3,0,0,45,8,19,74,79,74,40,18,3,3,316,838,932,1918,1712,1469,1113,741,460,122,9303,1358,2909,7599,6659,5732,3870,1742,710,178,30751
316,357,815,1945,1933,1161,850,360,151,44,7611,21,15,17,19,24,21,18,21,5,157,18,77,193,241,252,212,145,80,22,1242,2228,1265,2246,3120,3158,2831,2888,3310,1589,22632,3658,6757,17768,23602,23606,18494,12013,7720,2498,116117,9,112,381,511,475,471,331,132,33,2456,128,164,402,450,347,245,83,18,0,1846,198,831,2436,3713,4607,4237,3391,1738,478,21622,105,720,1988,2663,2601,2110,1194,614,159,12169,59,204,704,851,725,470,291,126,29,3461,80,494,2065,3241,3781,2729,1625,774,257,15048,20,214,1465,2597,2916,2862,1729,582,137,12520,581,1306,3561,4743,4338,3604,2061,857,236,21289,292,800,2307,2913,2752,2450,1153,330,76,13074,131,415,988,980,755,585,363,144,33,4385,364,879,1991,2391,1625,1105,588,202,50,9188,40,15,20,15,20,20,28,19,9,186,26,63,178,364,321,269,179,88,25,1516,1766,1038,1988,2748,2872,2664,2908,2915,1804,20702,3798,7244,20467,28191,28137,23819,15937,8545,3313,139461
317,188,404,711,507,359,206,70,35,7,2498,11,20,13,16,9,4,3,4,3,88,10,40,104,125,132,71,33,15,4,536,1011,665,1073,1186,1246,1119,1167,1467,748,9686,1891,4419,9034,9714,9365,6250,3613,2706,1000,47995,8,98,258,261,226,156,89,25,7,1134,60,117,308,207,135,69,18,4,0,915,130,700,1813,1772,1863,1358,833,412,93,8982,65,374,653,670,689,545,323,140,33,3492,59,130,385,431,412,226,130,38,9,1822,37,358,1126,1297,1451,1141,618,274,95,6401,5,158,889,1142,1278,1123,587,214,45,5451,298,910,2099,2018,1608,1018,405,155,43,8557,146,421,1216,1170,1063,760,333,113,24,5245,42,175,344,282,210,122,71,30,6,1285,238,481,809,673,433,274,147,44,16,3114,16,25,27,12,11,9,5,3,3,113,12,36,114,148,166,106,56,26,11,671,908,623,1156,1172,1187,1156,1154,1349,871,9570,2016,4599,11195,11272,10731,8068,4772,2834,1262,56758
318,221,577,1136,912,583,344,120,36,19,3942,8,11,11,22,9,12,11,3,0,90,16,74,179,242,199,111,50,17,10,896,1710,1374,2468,2538,2345,1920,1780,1733,739,16603,2669,6665,16061,15647,14092,9144,4790,2943,982,72984,10,218,686,528,446,293,127,24,6,2337,84,208,400,284,179,79,19,4,0,1256,207,1363,3634,3689,3580,2724,1500,589,96,17379,89,485,1138,1142,1183,998,518,210,43,5801,59,170,510,414,326,159,82,31,5,1762,52,637,1981,2021,1887,1206,531,225,60,8600,9,244,1258,1503,1441,1164,523,177,24,6347,359,1123,3100,2898,2375,1342,411,131,48,11785,204,762,1907,1808,1583,1069,397,84,20,7829,63,229,465,349,262,152,89,29,8,1647,236,681,1305,1196,734,459,182,45,12,4846,22,18,12,17,7,9,12,4,0,104,30,39,212,271,219,125,71,22,15,994,1742,1561,2779,2815,2719,2109,1733,1541,810,17799,3158,7736,19381,18933,16946,11897,6185,3116,1135,88492
319,269,598,1197,1062,824,703,267,121,39,5078,11,9,11,17,17,13,22,11,0,112,11,41,127,178,208,192,100,34,11,898,1854,992,2010,2669,2716,3215,3686,3375,1429,21948,2958,5120,12443,15863,17140,14874,10195,5994,1939,86528,3,48,188,279,255,292,157,54,13,1291,95,108,277,219,206,168,46,7,0,1133,286,852,2090,2967,3831,4202,3308,1305,282,19125,99,397,912,1247,1511,1584,1188,447,86,7455,93,197,597,739,639,402,228,91,15,3003,50,348,1244,1837,2422,2106,1184,470,85,9757,18,239,1260,1834,2001,1842,1073,307,83,8649,524,1067,2488,2745,2583,2135,1048,346,68,13011,211,520,1607,1988,2103,1664,619,144,28,8884,58,124,281,285,246,274,179,66,24,1540,390,689,1380,1433,1073,867,476,128,40,6477,18,10,12,19,15,31,21,9,5,140,15,34,104,187,215,228,143,62,7,1000,1713,1055,1929,2604,2901,3244,3949,3387,1711,22493,3585,5687,14374,18384,20012,19036,13614,6816,2447,103962
397,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,9,0,3,14,8,15,9,8,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,13,13,8,12,4,0,65,0,3,3,0,3,3,0,3,0,22,0,3,0,0,3,0,0,0,0,4,0,3,3,3,3,0,0,0,0,12,0,0,4,0,6,0,0,0,0,15,0,3,12,3,3,4,0,0,0,26,0,4,0,0,8,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,6,6,15,14,21,12,9,7,0,90,4,33,52,41,64,33,24,22,9,273
399,22,58,85,49,40,59,16,3,0,326,0,0,4,0,0,0,3,0,0,13,3,13,19,18,18,12,14,3,0,99,86,174,347,292,338,297,174,56,24,1790,160,662,1447,1013,1057,1192,548,103,35,6215,0,23,53,36,8,29,10,6,0,157,3,4,32,22,14,14,6,0,0,92,9,74,197,156,144,309,195,37,0,1112,3,22,95,56,68,113,55,17,0,437,8,21,38,32,30,29,9,4,0,160,3,32,100,63,94,122,48,10,5,479,3,21,53,42,56,96,42,9,0,313,15,82,204,99,124,149,61,13,0,741,11,64,138,77,75,103,33,3,0,508,0,26,85,30,22,26,11,6,0,217,16,50,63,50,47,61,32,3,3,326,4,4,3,0,0,0,0,0,0,15,4,3,14,18,9,16,5,3,0,77,132,204,372,344,323,348,196,66,16,2007,197,633,1447,1016,1022,1421,713,170,27,6639
401,231,684,1285,1294,733,551,193,100,36,5102,39,47,22,27,27,11,17,15,16,204,29,182,347,354,361,254,116,72,29,1737,1910,1769,2380,2533,2552,2225,2106,2703,1713,19883,2836,10072,24406,26306,26031,18986,9279,6976,3102,128001,14,395,1312,1325,1205,1023,495,190,79,6045,25,250,1277,958,630,324,66,3,0,3534,87,918,2809,3415,3557,2852,1781,1072,393,16885,68,506,1095,1325,1201,941,617,312,108,6179,31,189,549,651,580,343,167,91,27,2620,60,1006,3512,3849,4170,3315,1761,921,354,18948,15,255,1334,1887,2684,3534,1698,556,249,12214,235,2187,6065,6221,5076,3591,1635,627,278,25911,121,1236,3746,3640,3586,3469,1531,501,157,17988,67,740,1774,1318,1009,592,308,136,47,5992,194,700,1364,1289,996,604,303,143,49,5654,27,55,19,25,17,20,16,10,3,200,18,108,378,397,368,302,178,66,39,1848,1284,1415,2229,2089,2249,1994,1886,2175,1793,17109,2251,9957,27454,28391,27332,22911,12446,6805,3583,141130
402,417,1166,1951,1536,1032,680,268,111,24,7192,22,26,33,47,29,33,19,27,5,242,21,113,274,301,263,167,80,47,10,1270,2892,2062,3791,4315,3828,3498,3549,3693,1324,28957,4622,11475,26496,26397,23221,17020,10174,6768,1918,128095,13,244,1022,813,547,412,175,72,17,3308,80,377,1750,985,552,285,56,9,0,4092,243,1721,5405,5998,5757,5061,3243,1617,391,29443,165,774,1459,1392,1277,1100,878,427,83,7543,77,275,685,532,435,278,104,50,6,2436,113,930,3086,3007,3114,2051,796,371,91,13543,11,341,1702,1688,1576,1801,897,301,67,8394,443,2377,7339,5869,4395,2803,1083,421,116,24843,338,1657,4302,3779,3144,2041,664,197,34,16156,86,490,1076,662,420,283,159,53,18,3242,387,1242,2430,1903,1291,792,377,135,40,8595,20,35,46,53,48,35,26,12,8,274,22,99,465,424,362,244,96,86,23,1825,2638,2053,3657,3765,3662,3239,3267,3396,1761,27438,4642,12623,34413,30868,26566,20416,11820,7140,2642,151140
403,275,975,1877,1515,1083,791,309,158,52,7031,16,23,24,32,31,30,15,23,15,208,20,118,321,325,298,256,102,67,32,1547,2059,1294,2127,2582,2934,2458,2619,3899,1699,21672,3363,10017,24509,26566,28328,20535,10830,9003,3004,136153,9,423,1173,1092,946,827,432,136,40,5068,49,265,1135,899,647,324,66,9,0,3387,151,1123,3723,4766,5214,4836,3037,1794,575,25215,143,779,1580,1584,1553,1336,810,465,162,8406,33,255,715,665,562,309,126,70,30,2757,53,868,3472,3777,4389,3209,1416,752,283,18212,8,274,1660,1969,2536,3276,1639,583,207,12154,353,1906,6308,6118,5290,3781,1654,826,306,26550,218,1423,3949,4111,3808,3098,1249,450,119,18425,60,597,1327,996,661,500,252,106,40,4547,308,1021,2068,1840,1166,932,500,185,62,8080,14,23,28,31,35,34,20,13,11,203,16,102,328,399,350,309,155,91,32,1788,1713,1233,2214,2255,2690,2580,2453,3073,2198,20405,3128,10294,29691,30486,29850,25343,13810,8542,4073,155204
404,182,625,1169,1070,657,459,206,124,27,4527,15,22,17,23,26,19,14,16,9,155,13,83,239,201,192,106,68,35,15,950,1378,1174,1992,2328,2242,2036,2293,3293,1434,18174,2090,6632,16893,16554,14873,10159,6440,6041,2149,81837,0,228,851,684,453,330,134,46,7,2740,39,186,1079,618,358,156,26,3,0,2466,88,902,2806,3159,3184,2580,1681,1118,408,15933,64,402,909,946,825,564,373,280,86,4439,8,135,337,291,229,129,56,28,5,1213,37,594,2267,1927,1824,1289,508,283,88,8831,6,196,1069,1132,1396,1485,636,236,93,6249,222,1532,4786,3878,2734,1709,731,360,136,16090,107,776,2819,2324,1975,1386,471,165,33,10065,19,419,1070,686,419,248,105,44,11,3013,180,754,1423,1190,830,547,278,121,39,5360,17,31,23,15,29,19,15,17,9,180,18,84,329,333,230,144,63,59,13,1267,1190,1018,2041,1976,2147,1937,1959,2420,1742,16430,1997,7257,21819,19160,16615,12521,7039,5184,2669,94266
405,78,221,475,419,335,254,82,35,5,1893,0,0,3,8,9,10,3,10,5,51,12,13,40,62,70,49,31,12,3,290,710,311,602,952,960,1051,1175,1491,615,7871,1118,1963,5068,6550,7247,5578,3362,2390,816,34090,0,23,139,159,153,156,73,18,0,716,7,34,85,82,57,30,12,0,0,315,59,463,1039,1354,1567,1486,1088,487,102,7636,30,145,252,298,414,365,312,110,37,1967,39,160,518,530,429,272,99,35,9,2090,11,128,467,727,1237,982,439,180,61,4228,0,97,506,519,605,864,457,127,41,3226,103,276,1019,1128,955,710,345,121,31,4687,71,230,599,745,841,678,249,76,8,3513,11,44,127,117,85,105,61,24,6,584,95,243,539,520,371,289,138,57,7,2263,3,6,12,15,4,3,7,8,3,62,4,8,49,86,69,61,47,22,10,355,570,292,501,712,927,1027,1068,1184,532,6827,1015,2141,5848,6992,7732,7037,4389,2449,860,38469
406,74,198,391,303,218,144,54,20,9,1415,8,5,0,8,9,11,7,3,3,46,13,17,50,58,41,29,13,9,3,217,703,552,1099,1198,1122,974,913,854,291,7708,1027,2241,5632,5994,5549,3870,2229,1381,416,28348,0,29,115,77,64,58,17,4,0,359,3,33,88,45,45,22,10,0,0,252,77,543,1373,1525,1579,1173,685,289,70,7313,27,147,274,291,337,335,195,89,17,1712,44,122,310,294,180,120,52,14,3,1139,5,134,453,641,753,519,189,88,16,2801,8,155,552,459,398,475,211,73,22,2356,70,317,942,916,647,458,145,34,17,3540,32,207,595,639,617,382,127,25,5,2626,3,29,105,91,73,44,24,3,0,374,50,193,471,378,243,170,76,28,3,1608,4,0,11,12,13,6,0,0,0,45,0,10,63,73,71,42,25,3,0,289,650,550,1118,1190,1239,1032,952,806,333,7865,969,2478,6456,6627,6256,4847,2711,1452,481,32269
407,124,426,915,843,524,396,173,78,21,3490,14,13,13,24,16,21,8,6,6,107,7,40,73,91,85,87,51,35,5,474,1237,684,1415,1922,1836,1870,2000,2288,974,14234,1880,3778,9276,11174,11252,9187,5634,4160,1321,57661,0,37,192,204,194,210,123,38,11,1010,24,64,159,119,89,95,18,3,0,569,106,637,1646,2096,2298,2219,1691,737,199,11632,65,319,578,590,696,593,404,234,64,3548,73,294,870,983,736,518,243,81,19,3816,34,221,803,1173,1718,1464,758,361,111,6646,5,153,762,836,894,1443,788,216,81,5169,241,560,1863,1930,1702,1274,694,255,70,8588,138,402,1017,1212,1321,1148,487,123,20,5866,16,83,225,207,162,164,117,44,22,1038,176,464,972,941,629,499,272,89,19,4065,3,9,14,22,23,17,12,9,7,120,9,36,99,135,129,126,67,42,24,667,1074,594,1286,1662,1740,1913,2033,2032,1033,13368,1958,3857,10490,12117,12333,11686,7706,4278,1684,66098
