SA4_CODE_2016,C16_75_79_N_mar_M,C16_75_79_N_mar_F,C16_75_79_T_M,C16_75_79_T_F,C16_75_79_T_P,C16_80_84_Mar_RegM_M,C16_80_84_Mar_RegM_F,C16_80_84_Mar_DFM_M,C16_80_84_Mar_DFM_F,C16_80_84_N_mar_M,C16_80_84_N_mar_F,C16_80_84_T_M,C16_80_84_T_F,C16_80_84_T_P,C16_85o_Mar_RegM_M,C16_85o_Mar_RegM_F,C16_85o_Mar_DFM_M,C16_85o_Mar_DFM_F,C16_85o_N_mar_M,C16_85o_N_mar_F,C16_85o_T_M,C16_85o_T_F,C16_85o_T_P,C16_T_Marr_reg_marr_M,C16_T_Marr_reg_marr_F,C16_T_Mar_de_fa_mar_M,C16_T_Mar_de_fa_mar_F,C16_Tot_N_mar_M,C16_Tot_N_mar_F,C16_Tot_T_M,C16_Tot_T_F,C16_Tot_T_P
212,1613,4118,7588,8550,16138,3783,2284,99,36,1232,3811,5111,6133,11244,2289,997,39,25,1455,4260,3782,5283,9069,140059,140923,19524,19991,113827,118549,273408,279456,552870
213,1266,3299,5296,6057,11353,2214,1385,62,38,1029,2910,3308,4332,7638,1334,573,27,23,1018,3077,2370,3670,6048,127021,127956,23427,23600,106846,113199,257296,264749,522040
214,1063,2362,4226,4844,9070,1908,1276,74,43,819,2092,2802,3407,6211,1300,603,52,25,988,2452,2338,3080,5414,49281,49759,11642,11991,38847,47627,99772,109376,209148
215,653,1277,2366,2638,4999,1089,690,27,21,458,1230,1583,1942,3524,745,379,17,12,553,1519,1314,1914,3230,25629,25922,5158,5287,20712,22330,51493,53547,105038
216,518,960,1998,2073,4070,883,592,31,17,395,966,1300,1570,2873,595,292,20,14,358,1023,974,1326,2298,22327,22547,4468,4544,17534,18954,44325,46042,90366
217,472,1017,1714,2033,3747,792,505,21,13,351,982,1166,1502,2669,485,243,18,14,385,1130,885,1381,2273,21039,21275,4560,4661,16499,18219,42101,44156,86254
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,595,1528,2659,3003,5661,1134,704,49,29,501,1311,1680,2047,3729,720,336,23,15,568,1549,1310,1901,3211,41238,42069,8465,8757,28896,34138,78602,84956,163557
302,577,1502,2168,2832,4998,1103,762,25,8,456,1492,1586,2263,3849,779,359,18,11,564,1954,1363,2327,3685,35198,35775,8856,9057,29621,35699,73672,80529,154201
303,714,1802,2981,3487,6471,1337,871,29,16,553,1736,1919,2631,4549,942,422,25,8,674,2212,1639,2647,4282,58383,59192,11838,12073,53042,58892,123259,130159,253417
304,320,938,1738,1987,3724,783,484,12,12,230,865,1029,1360,2383,558,294,7,0,362,1202,935,1498,2431,32708,33557,5518,5665,23687,28470,61908,67694,129604
305,550,931,1579,1653,3231,565,365,15,13,328,869,912,1241,2156,398,191,17,4,367,1238,784,1433,2218,33124,33893,13786,13318,43256,45958,90173,93165,183339
306,864,1342,2719,2586,5304,1039,565,45,17,572,1024,1653,1610,3262,541,229,25,4,483,1231,1047,1467,2521,34613,35723,11202,11623,33254,36340,79079,83689,162764
307,533,882,1857,1852,3702,782,434,24,12,359,731,1161,1185,2347,402,183,14,8,294,805,713,995,1709,21625,22126,4564,4808,15743,15835,41930,42772,84703
308,620,1156,2140,2295,4433,815,499,31,15,477,986,1319,1500,2819,445,212,15,6,401,1045,867,1257,2129,34406,36168,9196,9893,28030,27704,71630,73766,145401
309,1747,3750,7025,7456,14482,2831,1719,148,71,1217,3115,4193,4909,9098,1836,914,84,32,1347,3862,3265,4805,8069,92209,93995,25154,25674,78099,94042,195464,213707,409171
310,827,1729,2914,3232,6145,1108,677,25,20,559,1355,1693,2053,3747,644,284,17,0,532,1426,1191,1716,2905,49565,50564,13009,13532,43945,49243,106518,113337,219851
311,726,1533,2757,2889,5645,963,593,45,12,467,1215,1466,1824,3294,568,247,20,23,456,1195,1040,1456,2500,50142,50913,13037,13538,44867,48949,108046,113395,221440
312,464,807,1562,1558,3121,578,374,28,21,319,672,921,1068,1982,329,148,8,3,284,721,616,873,1492,25664,27522,7255,7921,20819,20128,53738,55564,109304
313,874,1777,3413,3678,7085,1347,848,46,26,640,1505,2037,2378,4417,821,350,20,14,698,1644,1537,2012,3553,38715,39491,9642,10110,32518,38634,80878,88232,169110
314,303,813,1560,1640,3201,560,348,10,10,190,631,760,986,1747,333,157,11,3,244,795,586,951,1537,35717,36637,7932,8323,22854,26729,66497,71686,138191
315,279,283,652,499,1152,162,82,9,7,167,250,340,338,678,86,35,8,11,118,206,207,246,461,9045,9187,4645,4818,11145,10195,24832,24196,49035
316,1066,2711,5419,5945,11362,2616,1664,107,49,905,2243,3631,3958,7587,1579,768,36,23,1031,2823,2640,3620,6259,61961,63769,13814,14448,42621,54113,118397,132329,250730
317,426,1083,1806,2151,3956,839,567,23,9,317,1036,1182,1614,2797,539,230,9,12,379,1262,929,1501,2432,25364,26049,4980,5162,18730,23440,49076,54652,103729
318,673,1279,2309,2534,4843,909,560,33,13,457,1109,1393,1678,3072,557,234,16,16,433,1195,1008,1446,2460,33910,35525,10171,10973,31417,33845,75496,80351,155849
319,1490,2501,5642,5482,11125,2153,1326,104,54,1036,1988,3291,3369,6657,1222,518,45,27,901,2243,2172,2791,4963,49774,51012,10739,11268,38258,43842,98766,106115,204880
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,774,2237,3768,4508,8277,1790,1120,43,31,694,2074,2532,3228,5758,1346,615,31,8,882,2912,2257,3533,5794,51837,52797,9722,9834,41234,49433,102794,112069,214867
402,1058,2735,4703,5432,10131,2147,1398,52,47,915,2329,3106,3773,6881,1263,591,41,24,908,2498,2206,3110,5322,70673,71684,15277,15771,64687,70387,150633,157834,308467
403,944,2426,4309,5136,9448,2185,1453,52,44,810,2393,3045,3893,6941,1574,801,38,23,1086,3401,2694,4225,6925,62958,64088,13555,14119,49905,60136,126414,138337,264754
404,751,1983,2811,3801,6612,1662,1018,40,29,598,1870,2303,2913,5214,1137,541,30,19,854,2523,2014,3084,5099,37334,37903,8434,8820,38485,43208,84248,89931,174174
405,482,890,1866,1990,3857,808,507,39,9,409,812,1260,1333,2587,476,218,9,13,372,984,859,1209,2068,20360,20800,4129,4318,14898,14986,39393,40107,79502
406,323,530,1070,1046,2116,380,238,14,11,216,450,613,696,1310,241,113,9,14,219,517,466,641,1108,12244,12461,3777,3944,11497,11150,27512,27558,55075
407,705,1429,3239,3434,6675,1479,950,56,32,551,1304,2086,2287,4370,963,462,35,23,614,1670,1615,2150,3764,33350,33744,7028,7298,24735,25818,65109,66856,131964
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,445,1042,2115,2236,4350,911,606,27,17,334,921,1276,1550,2822,601,248,18,13,339,1042,963,1305,2262,29524,31135,7243,7831,20454,22925,57227,61895,119116
502,343,768,1822,1889,3716,814,558,24,21,272,687,1110,1268,2381,489,225,9,9,289,729,785,964,1748,16536,17500,3770,4254,11779,14333,32086,36089,68174
503,450,998,1640,1925,3572,764,523,41,11,299,957,1108,1490,2594,579,260,16,5,385,1412,986,1682,2665,26725,27504,7215,7144,24710,27347,58655,61993,120654
504,563,1297,2418,2649,5063,1025,647,28,12,459,1103,1510,1761,3269,635,251,22,17,411,1271,1060,1539,2600,42088,43611,10156,10838,35099,37647,87344,92096,179442
505,1031,3046,5116,6134,11250,2481,1686,64,39,838,2679,3380,4407,7788,1605,707,44,20,880,2987,2526,3710,6240,95662,99192,19940,21161,71982,80811,187586,201162,388755
506,1097,2712,4530,5257,9783,1942,1241,59,24,761,2333,2758,3597,6357,1265,602,38,24,930,2738,2231,3365,5594,82622,85491,17526,18568,73108,74969,173251,179023,352277
507,903,2301,4037,4699,8736,2005,1304,65,40,712,2089,2782,3425,6212,1229,607,35,20,858,2619,2124,3248,5368,67939,71406,15828,17104,52286,60280,136055,148791,284853
509,537,946,2031,2029,4060,843,493,38,21,356,812,1235,1327,2566,502,236,20,8,363,860,876,1098,1979,23055,23672,5406,5725,16711,16324,45163,45720,90881
510,109,108,197,155,351,29,9,0,8,58,80,84,91,182,11,3,4,0,42,51,53,51,107,9112,9278,5083,5287,9666,8889,23863,23456,47317
511,390,539,1130,1097,2225,411,255,27,19,208,465,644,729,1376,239,96,12,4,198,420,448,524,964,16591,17289,5617,5997,15252,14293,37466,37584,75044
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,713,1789,2771,3307,6079,1166,746,43,22,544,1549,1754,2323,4074,792,365,25,13,621,1824,1432,2205,3636,34920,35316,10166,10392,31390,38163,76470,83871,160345
602,509,1182,1982,2243,4225,805,541,32,15,427,972,1258,1530,2791,491,244,27,14,410,1079,924,1338,2260,23344,23597,5788,5870,19314,22371,48444,51831,100278
603,186,238,622,523,1148,211,113,12,0,135,205,361,324,681,102,47,3,3,105,175,211,227,441,6493,6535,1916,1913,5149,4628,13559,13075,26637
604,448,929,1721,1827,3547,702,440,22,22,321,836,1042,1301,2340,413,176,12,3,284,879,712,1058,1775,18451,18754,4645,4831,14386,16989,37480,40572,78056
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,251,420,716,673,1391,188,89,16,5,114,266,317,360,674,84,33,3,0,113,204,196,243,438,18754,19093,7429,7664,18549,16788,44735,43539,88273
702,154,213,324,309,640,47,34,10,4,85,147,143,187,333,33,12,3,4,42,104,81,118,200,10318,10426,3649,3802,12141,12863,26110,27094,53202
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,699,1978,3286,3923,7204,1530,992,45,36,534,1632,2108,2658,4771,1020,484,29,10,671,1957,1717,2450,4167,67493,68210,16057,16444,52959,60773,136508,145427,281932
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,15,23,45,46,96,13,8,0,0,8,19,22,29,53,14,4,0,0,6,18,24,23,46,693,689,150,163,460,493,1300,1340,2639
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
