SA4_CODE_2016,C16_OTT_DS_FUA,C16_OTT_DS_OD,C16_OTT_DS_NS_,C16_OTT_Tot,C16_TT_NS_DS_Sep_house,C16_TT_NS_DS_SemiDRTHT,C16_TT_NS_DS_FUA,C16_TT_NS_DS_OD,C16_TT_NS_DS_NS_,C16_TT_NS_T,C16_Tot_DS_Sep_house,C16_Tot_DS_SemiDRTHT,C16_Tot_DS_FUA,C16_Tot_DS_OD,C16_Tot_DS_NS_,C16_T_T
121,817,3,13,1238,2603,789,5549,81,85,9101,73621,12598,67560,352,455,154586
122,669,15,8,1431,2261,711,2713,261,77,6018,52279,8371,30628,716,400,92390
123,151,3,61,907,3775,1187,326,82,42,5416,71947,11111,2748,351,300,86467
124,59,3,3,696,4988,1196,809,170,72,7229,91269,11788,5486,483,444,109467
125,664,0,9,1275,4380,1664,4985,163,189,11379,75461,23079,48781,781,706,148804
126,244,3,19,618,1355,550,1324,23,66,3321,34999,9544,20199,202,287,65229
127,108,8,0,809,5930,1242,2349,137,194,9856,91720,14034,16452,661,604,123470
128,334,0,3,593,1654,697,1586,79,51,4070,49528,10843,17947,442,209,78968
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,10,15,15,506,3928,577,229,145,104,4983,54478,6235,1575,838,418,63553
202,14,3,6,383,4222,508,209,117,76,5127,55618,4093,933,534,372,61546
203,34,15,12,865,5779,982,432,220,49,7458,93245,10930,3019,913,383,108491
204,100,19,11,674,4798,548,463,355,66,6231,61865,3981,2402,1014,504,69767
205,74,18,22,821,8190,671,528,325,194,9906,100713,5036,3814,1380,702,111647
206,898,15,26,1649,3586,4360,18942,738,239,27852,56101,60388,152878,2016,1336,272721
207,316,3,11,1375,3579,1645,2016,43,128,7419,82738,28504,21923,279,476,133921
208,414,4,21,1204,4100,2361,3031,126,100,9719,84937,38902,31590,962,627,157012
209,197,5,8,1166,8119,2194,1161,62,83,11631,139931,26544,9515,381,453,176823
210,37,12,7,746,6395,1793,510,202,72,8967,99905,19404,4253,773,335,124667
211,237,8,9,1919,7159,1476,440,151,96,9320,158003,18820,3530,754,500,181602
212,385,18,9,2118,12463,2630,1407,355,116,16972,205791,31607,15272,1202,603,254462
213,116,15,21,1478,13129,3185,1998,259,102,18672,191645,40568,15728,998,568,249511
214,84,10,11,1574,5992,1350,643,353,26,8372,92524,15263,4528,1240,258,113807
215,18,29,23,593,4498,414,494,477,87,5972,53918,3132,2918,1318,513,61802
216,24,4,4,465,3745,479,209,320,38,4784,44926,3596,1252,902,260,50937
217,31,18,10,452,3335,383,302,261,53,4334,44517,2983,1449,691,348,49993
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,286,13,12,1121,2998,935,290,187,97,4507,68415,9192,3625,766,327,82331
302,306,8,6,870,2580,741,1161,142,86,4701,58269,9913,12181,496,318,81179
303,286,8,16,866,4346,1384,1708,255,187,7883,87962,16344,16556,1120,577,122566
304,132,0,8,518,1566,309,787,4,83,2748,49239,3933,9858,34,234,63293
305,271,10,5,540,2385,603,6141,328,342,9799,41936,7668,54760,549,776,105682
306,53,71,28,755,6024,931,2331,1099,416,10796,71114,7331,13699,4665,1072,97883
307,18,33,16,509,4143,237,234,398,82,5098,44958,1689,1429,1475,470,50019
308,92,95,28,788,5623,549,820,897,239,8128,71654,4376,4795,4027,984,85829
309,486,33,6,1603,8243,4086,6325,862,469,19979,126936,44232,45495,3211,1179,221060
310,126,11,7,715,7211,1499,285,385,102,9485,100106,9298,1795,1080,431,112711
311,117,0,15,678,6506,1248,372,164,69,8358,92491,11487,3052,830,345,108198
312,71,50,19,622,4258,664,696,882,356,6851,52480,5291,3819,3153,850,65594
313,191,22,9,891,4545,846,765,339,64,6570,72052,9064,6839,1582,322,89855
314,137,3,0,671,2473,687,148,34,18,3361,57620,8284,1257,288,128,67581
315,16,124,20,480,2651,283,233,1478,379,5015,23196,2259,1285,4611,1092,32436
316,179,48,18,2407,5329,1540,1958,650,261,9738,100294,17132,16374,3793,931,138529
317,94,4,14,584,2913,753,372,162,172,4369,46048,7153,2938,615,425,57181
318,44,49,14,778,4990,881,1053,500,232,7666,71144,7664,6836,2722,541,88899
319,135,82,27,1325,7806,885,638,1380,259,10964,101951,7315,4545,6220,884,120917
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,475,6,21,2167,3280,1542,1491,182,86,6583,77480,21515,16331,533,471,116325
402,170,6,9,2115,6807,2012,589,95,61,9564,132406,21946,5634,582,403,160970
403,571,12,37,2438,5064,1688,954,85,52,7838,110955,21122,9650,559,446,142735
404,85,4,9,1291,2870,1710,876,92,42,5580,60433,23544,10004,373,352,94704
405,45,33,6,648,2574,231,90,266,41,3194,42399,2228,600,1026,333,46588
406,22,77,12,348,1976,612,188,696,92,3569,25672,5597,1329,2086,418,35101
407,40,20,18,1263,4481,487,266,309,82,5616,68355,4724,2230,1293,509,77114
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,146,28,6,789,4384,577,185,374,75,5593,60050,5060,1342,1503,342,68294
502,315,4,3,1039,2002,477,168,229,8,2894,31673,4738,1398,638,85,38531
503,508,0,10,818,1762,907,3660,306,49,6680,33947,11209,24833,428,222,70634
504,16,8,6,536,4497,1144,417,148,43,6243,76027,12814,3301,485,229,92847
505,193,3,6,1912,7856,3367,770,128,48,12175,150662,40968,6532,568,327,199058
506,211,9,8,1922,8464,2784,1455,205,93,12994,141564,28426,9304,699,483,180472
507,285,11,9,1347,7280,1864,1215,231,173,10767,121964,20328,7227,787,493,150809
509,3,47,15,654,4618,303,95,275,103,5398,50164,2115,459,1223,503,54469
510,25,183,23,462,2713,490,424,1510,167,5299,21929,2721,1946,6683,492,33762
511,16,121,16,449,3752,683,185,1353,346,6312,37555,4455,993,5353,864,49218
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,161,3,3,785,4234,535,834,142,42,5786,75850,5507,8089,517,242,90210
602,20,8,4,526,3439,393,427,113,46,4417,50432,3606,3489,484,279,58281
603,4,3,6,150,1179,20,19,43,11,1278,14945,161,144,256,106,15618
604,26,7,3,331,2650,342,115,109,28,3245,41011,3060,796,462,170,45502
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,47,48,9,290,3118,647,1664,896,105,6424,29873,5201,11715,2638,341,49770
702,17,223,20,575,2645,642,433,1278,111,5103,18277,3828,1780,5088,505,29476
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,244,0,4,1021,4607,2012,2626,120,42,9408,99109,26915,24069,300,302,150693
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,3,5,0,55,104,10,32,13,3,163,1241,102,159,29,20,1556
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
