SA4_CODE_2016,C16_F_CL_C_I_II_15_19,C16_F_CL_C_I_II_20_24,C16_F_CL_C_I_II_25_34,C16_F_CL_C_I_II_35_44,C16_F_CL_C_I_II_45_54,C16_F_CL_C_I_II_55_64,C16_F_CL_C_I_II_65_74,C16_F_CL_C_I_II_75_84,C16_F_CL_C_I_II_85_ov,C16_F_CL_C_I_II_Tot,C16_F_CL_CL_nfd_15_19,C16_F_CL_CL_nfd_20_24,C16_F_CL_CL_nfd_25_34,C16_F_CL_CL_nfd_35_44,C16_F_CL_CL_nfd_45_54,C16_F_CL_CL_nfd_55_64,C16_F_CL_CL_nfd_65_74,C16_F_CL_CL_nfd_75_84,C16_F_CL_CL_nfd_85_ov,C16_F_CL_CL_nfd_Tot,C16_F_CL_T_15_19,C16_F_CL_T_20_24,C16_F_CL_T_25_34,C16_F_CL_T_35_44,C16_F_CL_T_45_54,C16_F_CL_T_55_64,C16_F_CL_T_65_74,C16_F_CL_T_75_84,C16_F_CL_T_85_ov,C16_F_CL_T_Tot,C16_F_LE_ID_15_19,C16_F_LE_ID_20_24,C16_F_LE_ID_25_34,C16_F_LE_ID_35_44,C16_F_LE_ID_45_54,C16_F_LE_ID_55_64,C16_F_LE_ID_65_74,C16_F_LE_ID_75_84,C16_F_LE_ID_85o,C16_F_LE_ID_Tot,C16_F_LE_NS_15_19,C16_F_LE_NS_20_24,C16_F_LE_NS_25_34,C16_F_LE_NS_35_44,C16_F_LE_NS_45_54,C16_F_LE_NS_55_64,C16_F_LE_NS_65_74,C16_F_LE_NS_75_84,C16_F_LE_NS_85_ov,C16_F_LE_NS_T,C16_F_Tot_15_19_yrs,C16_F_Tot_20_24_yrs,C16_F_Tot_25_34_yrs,C16_F_Tot_35_44_yrs,C16_F_Tot_45_54_yrs,C16_F_Tot_55_64_yrs,C16_F_Tot_65_74_yrs,C16_F_Tot_75_84_yrs,C16_F_Tot_85o,C16_F_T_T,C06_P_Post_Deg_15_19_yrs,C06_P_Post_Deg_20_24_yrs,C06_P_Post_Deg_25_34_yrs,C06_P_Post_Deg_35_44_yrs,C06_P_Post_Deg_45_54_yrs,C06_P_Post_Deg_55_64_yrs,C06_P_Post_Deg_65_74_yrs,C06_P_Post_Deg_75_84_yrs,C06_P_Post_Deg_85o,C06_P_Post_Deg_Tot,C06_P_GrDip_GrCe_15_19,C06_P_GrDip_GrCe_20_24,C06_P_GrDip_GrCe_25_34,C06_P_GrDip_GrCe_35_44,C06_P_GrDip_GrCe_45_54,C06_P_GrDip_GrCe_55_64,C06_P_GrDip_GrCe_65_74,C06_P_GrDip_GrCe_75_84,C06_P_GrDip_GrCe_85ov,C06_P_GrDip_GrCe_Tot,C06_P_BD_15_19,C06_P_BD_20_24,C06_P_BD_25_34,C06_P_BD_35_44,C06_P_BD_45_54,C06_P_BD_55_64,C06_P_BD_65_74,C06_P_BD_75_84,C06_P_BD_85o,C06_P_BD_Tot,C06_P_AdD_DL_15_19,C06_P_AdD_DL_20_24,C06_P_AdD_DL_25_34,C06_P_AdD_DL_35_44,C06_P_AdD_DL_45_54,C06_P_AdD_DL_55_64,C06_P_AdD_DL_65_74,C06_P_AdD_DL_75_84,C06_P_AdD_DL_85o,C06_P_AdD_DL_Tot,C06_P_CL_C_III_IV_15_19,C06_P_CL_C_III_IV_20_24,C06_P_CL_C_III_IV_25_34,C06_P_CL_C_III_IV_35_44,C06_P_CL_C_III_IV_45_54,C06_P_CL_C_III_IV_55_64,C06_P_CL_C_III_IV_65_74,C06_P_CL_C_III_IV_75_84,C06_P_CL_C_III_IV_85_ov,C06_P_CL_C_III_IV_Tot,C06_P_CL_C_I_II_15_19,C06_P_CL_C_I_II_20_24,C06_P_CL_C_I_II_25_34,C06_P_CL_C_I_II_35_44,C06_P_CL_C_I_II_45_54,C06_P_CL_C_I_II_55_64,C06_P_CL_C_I_II_65_74,C06_P_CL_C_I_II_75_84,C06_P_CL_C_I_II_85_ov,C06_P_CL_C_I_II_Tot,C06_P_CL_CL_nfd_15_19,C06_P_CL_CL_nfd_20_24,C06_P_CL_CL_nfd_25_34,C06_P_CL_CL_nfd_35_44,C06_P_CL_CL_nfd_45_54,C06_P_CL_CL_nfd_55_64,C06_P_CL_CL_nfd_65_74,C06_P_CL_CL_nfd_75_84,C06_P_CL_CL_nfd_85_ov,C06_P_CL_CL_nfd_Tot,C06_P_CL_T_15_19,C06_P_CL_T_20_24,C06_P_CL_T_25_34,C06_P_CL_T_35_44,C06_P_CL_T_45_54,C06_P_CL_T_55_64,C06_P_CL_T_65_74,C06_P_CL_T_75_84,C06_P_CL_T_85_ov,C06_P_CL_T_Tot,C06_P_LE_ID_15_19,C06_P_LE_ID_20_24,C06_P_LE_ID_25_34,C06_P_LE_ID_35_44,C06_P_LE_ID_45_54,C06_P_LE_ID_55_64,C06_P_LE_ID_65_74,C06_P_LE_ID_75_84,C06_P_LE_ID_85o,C06_P_LE_ID_Tot,C06_P_LE_NS_15_19,C06_P_LE_NS_20_24,C06_P_LE_NS_25_34,C06_P_LE_NS_35_44,C06_P_LE_NS_45_54,C06_P_LE_NS_55_64,C06_P_LE_NS_65_74,C06_P_LE_NS_75_84,C06_P_LE_NS_85_ov,C06_P_LE_NS_T,C06_P_Tot_15_19_yrs,C06_P_Tot_20_24_yrs,C06_P_Tot_25_34_yrs,C06_P_Tot_35_44_yrs,C06_P_Tot_45_54_yrs,C06_P_Tot_55_64_yrs,C06_P_Tot_65_74_yrs,C06_P_Tot_75_84_yrs,C06_P_Tot_85o,C06_P_T_T,C11_P_Post_Deg_15_19_yrs,C11_P_Post_Deg_20_24_yrs,C11_P_Post_Deg_25_34_yrs,C11_P_Post_Deg_35_44_yrs,C11_P_Post_Deg_45_54_yrs,C11_P_Post_Deg_55_64_yrs,C11_P_Post_Deg_65_74_yrs,C11_P_Post_Deg_75_84_yrs,C11_P_Post_Deg_85o,C11_P_Post_Deg_Tot,C11_P_GrDip_GrCe_15_19,C11_P_GrDip_GrCe_20_24,C11_P_GrDip_GrCe_25_34,C11_P_GrDip_GrCe_35_44,C11_P_GrDip_GrCe_45_54,C11_P_GrDip_GrCe_55_64,C11_P_GrDip_GrCe_65_74,C11_P_GrDip_GrCe_75_84,C11_P_GrDip_GrCe_85ov,C11_P_GrDip_GrCe_Tot,C11_P_BD_15_19,C11_P_BD_20_24,C11_P_BD_25_34,C11_P_BD_35_44,C11_P_BD_45_54,C11_P_BD_55_64,C11_P_BD_65_74,C11_P_BD_75_84,C11_P_BD_85o,C11_P_BD_Tot
203,125,171,302,280,257,227,130,39,8,1534,57,135,304,404,491,471,361,152,58,2425,603,1829,3746,3374,3612,2632,1372,417,151,17732,8,32,97,92,113,144,154,106,51,805,719,598,1121,1103,1373,1651,1909,1692,1161,11316,1397,4567,13866,13783,12262,10621,7076,3463,1769,68807,0,19,444,784,806,579,219,84,21,2952,0,38,482,766,947,495,160,51,5,2935,5,1511,5062,4143,4028,2241,944,468,108,18511,47,900,2444,2865,3032,2414,1262,657,162,13774,562,2551,5599,6562,5873,4067,2420,1308,275,29221,250,442,493,376,282,144,43,32,8,2071,61,246,483,549,568,433,214,113,24,2696,872,3238,6573,7496,6726,4647,2677,1453,308,33984,42,136,337,425,480,413,301,223,63,2424,1555,1033,1990,2575,2694,2687,2992,3549,1504,20582,2523,6862,17338,19045,18708,13471,8559,6480,2163,95159,0,70,881,1254,1173,896,438,105,21,4833,0,63,683,1046,1009,884,324,74,20,4105,7,1759,6541,5971,4377,3533,1607,606,176,24581
204,102,141,221,224,232,199,109,23,15,1264,36,77,196,289,339,366,247,86,45,1686,401,1125,2360,2275,2386,2030,976,235,125,11906,3,14,51,51,74,99,112,65,28,491,604,378,726,870,1143,1403,1571,1154,724,8575,1047,2319,6751,7417,7490,7372,4953,2220,1108,40669,0,10,159,335,386,304,87,39,4,1323,0,29,275,464,652,379,126,26,5,1954,3,518,2061,2015,2323,1512,579,257,49,9315,34,342,1129,1695,2009,1690,711,341,71,8025,425,1655,3856,4885,4526,2962,1469,762,131,20660,237,370,385,326,292,153,32,25,5,1818,39,130,340,349,344,313,135,70,20,1739,698,2152,4582,5556,5167,3423,1633,852,153,24221,30,71,217,282,359,298,210,130,30,1614,1082,521,1003,1585,1901,1996,2011,2133,863,13099,1843,3644,9424,11928,12805,9597,5350,3778,1185,59548,0,11,236,405,476,463,194,49,7,1847,0,20,304,522,619,590,219,26,6,2313,0,427,2336,2506,2221,2139,979,354,96,11055
205,115,225,396,363,327,324,165,38,10,1966,36,172,350,439,465,550,414,122,43,2600,448,1884,4081,3460,3635,3101,1649,423,148,18829,7,35,83,76,117,139,202,88,57,800,863,655,1231,1351,1832,2355,2699,2143,1171,14291,1371,3794,10810,10490,10910,11303,8060,3781,1699,62227,0,9,212,395,502,441,149,42,6,1766,0,32,348,549,814,510,142,42,0,2443,9,800,2804,2613,3342,2083,865,353,67,12931,40,526,1505,2134,2659,2494,1222,549,97,11225,646,2860,5763,7705,7131,5056,2892,1441,240,33736,232,502,550,405,392,224,57,16,4,2387,55,220,435,463,530,455,208,120,12,2515,938,3588,6744,8578,8056,5734,3159,1579,260,38637,44,136,333,405,555,522,355,200,53,2588,1825,1026,2080,2790,3158,3282,3564,3789,1563,23086,2855,6115,14034,17458,19084,15059,9455,6560,2050,92669,0,20,400,562,583,654,315,87,18,2650,0,51,478,691,823,863,310,58,14,3288,3,908,3636,3319,3222,3120,1467,513,121,16316
206,114,248,358,272,235,164,107,22,10,1532,59,270,690,642,718,538,369,160,84,3528,522,2322,4974,3147,2876,1910,1006,398,209,17371,104,238,573,307,260,255,245,112,63,2161,1509,3360,8099,4154,3119,2765,2240,1695,1186,28130,2481,20974,72376,38839,25785,18526,10461,4384,2188,196004,12,719,8963,7298,4817,3261,869,286,71,26304,11,297,4531,4012,3011,1392,286,91,13,13647,95,12121,43267,20688,11380,6305,2220,999,274,97333,272,3845,9432,6745,4740,3439,1452,735,185,30843,536,3181,7767,6055,4165,2653,1549,1065,294,27274,162,570,857,411,265,150,35,31,7,2481,76,466,1304,1183,754,531,203,134,27,4677,779,4214,9924,7655,5184,3333,1784,1228,331,34428,121,461,1466,1104,784,555,342,210,77,5117,3569,7490,13690,8702,6638,5634,4637,4778,2425,57561,4853,29151,91285,56197,36547,23911,11594,8328,3372,265241,3,977,14863,10151,6636,4624,1818,451,96,39622,3,365,5245,4771,3422,2335,601,137,21,16898,71,13420,53871,26209,13862,9117,3671,1306,385,121911
207,80,95,94,129,202,186,122,48,24,976,38,95,210,303,589,555,507,274,197,2772,320,923,1429,1498,2310,1887,1356,654,370,10747,20,66,204,226,275,255,260,200,114,1615,586,653,1355,1119,1309,1321,1668,1680,1455,11135,1030,7038,21160,20267,20338,14769,9869,5467,3132,103069,5,306,3340,4676,4352,2861,942,414,99,17005,3,125,1504,2503,2433,1368,462,159,23,8587,30,5679,16181,14813,12192,7228,3091,1779,471,61464,169,2211,3913,5174,5315,4487,2656,1566,469,25955,359,1644,3320,4451,3630,3146,2434,1461,410,20852,120,258,320,295,265,185,96,63,16,1635,55,230,583,886,861,759,346,277,95,4085,534,2129,4226,5629,4754,4089,2879,1804,521,26568,53,213,497,762,816,680,484,395,176,4074,2162,1708,2493,2732,2960,2940,3059,4018,2503,24568,2953,12377,32156,36290,32828,23650,13567,10130,4271,168219,3,466,5351,5703,5360,3616,1707,568,150,22928,0,148,1505,2521,2668,2009,723,226,55,9861,29,6203,17590,16220,13891,9126,4413,2106,742,70309
208,89,120,143,237,273,205,146,50,16,1286,43,111,285,490,766,679,574,266,210,3421,357,1057,2325,2555,3428,2526,1600,697,434,14982,26,75,215,235,306,258,301,187,130,1741,594,689,1651,1564,1742,1753,1867,1883,1738,13493,1093,6595,23354,25253,23297,16335,9987,5283,3279,114481,0,349,3439,3871,3346,1993,643,260,64,13964,0,118,1622,2507,2247,1139,364,136,30,8161,32,4454,15787,15251,11590,6016,2502,1456,401,57491,120,1799,4840,6258,5740,4431,2106,1401,415,27106,371,1892,5053,6696,5713,3945,2613,1875,594,28743,111,268,451,396,342,214,88,58,17,1938,54,268,655,1070,992,715,346,270,83,4459,541,2423,6165,8154,7046,4875,3045,2198,692,35141,48,195,691,1022,834,694,424,408,166,4478,2546,2015,3681,4188,4098,3976,3778,5811,3405,33515,3287,11350,36235,41252,34897,23129,12861,11666,5172,179850,0,358,5300,5623,4399,2880,1171,391,108,20223,3,124,1642,2944,2717,1831,595,170,40,10073,28,4845,17409,18623,13523,8557,3596,1677,607,68859
209,146,247,428,469,424,319,148,26,9,2217,72,246,622,780,915,753,445,152,62,4053,669,2427,5437,5010,5055,3384,1472,459,175,24097,11,89,299,300,270,266,228,112,51,1613,1081,1105,2641,2207,2319,2269,2296,1853,1263,17027,1923,8904,30927,27551,20717,14520,7869,3565,1815,117787,6,160,1896,2200,1996,1192,385,85,25,7950,0,123,1211,1782,1716,772,180,55,11,5851,34,3914,12107,8935,7158,3580,1115,479,112,37431,114,2309,5498,5409,4819,3003,1105,530,142,22934,778,3683,8565,10065,8160,5538,2814,1469,261,41331,274,502,682,521,389,181,51,17,7,2626,83,407,1017,1233,982,606,224,111,24,4690,1134,4591,10264,11814,9536,6329,3094,1600,292,48646,58,301,666,868,757,533,268,200,51,3696,3301,2412,3992,5042,4915,4424,3815,4240,1735,33888,4649,13816,35634,36047,30893,19835,9958,7191,2372,160390,3,308,4396,3686,2636,1810,690,165,38,13735,3,182,1777,2284,1879,1354,353,88,9,7933,15,4482,16470,12910,8163,5383,1825,640,169,50057
210,72,213,376,361,359,238,88,23,6,1734,57,200,511,609,680,469,292,112,48,2968,461,1788,4236,3764,3750,2307,953,330,110,17707,7,67,236,199,159,167,135,54,39,1060,906,820,2001,1767,1819,1732,1812,1466,865,13184,1519,6077,20422,17780,13440,8745,4817,2468,1174,76443,0,45,764,913,760,352,75,33,6,2952,0,68,586,790,744,318,85,33,7,2635,24,1868,6553,4930,3622,1547,528,230,37,19335,73,1446,3418,3537,2855,1710,737,333,72,14172,648,2628,6223,7594,5871,3982,2289,1229,205,30669,215,427,632,415,306,159,27,17,3,2201,90,260,768,839,628,385,145,78,25,3199,957,3307,7623,8851,6804,4530,2456,1320,227,36070,45,200,522,633,482,327,216,134,28,2589,2652,1750,3136,4191,3609,3360,3376,3044,983,26105,3750,8679,22606,23838,18882,12147,7464,5130,1358,103851,3,112,2045,1636,1141,631,190,42,13,5808,0,78,838,1077,921,625,160,52,6,3761,18,2435,9013,7089,4434,2475,924,295,64,26749
211,158,252,364,466,451,382,234,55,22,2392,73,220,506,725,1050,995,746,322,144,4774,754,2534,5293,5304,6264,4647,2418,793,331,28338,13,64,178,243,288,348,381,195,76,1784,850,699,1683,1738,2030,2247,2465,2258,1699,15665,1783,7920,26017,26861,23575,18304,11131,5183,2670,123440,0,61,1440,2019,2087,1312,392,153,26,7492,0,113,1258,1733,1973,1153,335,81,8,6659,27,3743,12177,10386,9143,5236,1820,772,202,43505,136,2519,6035,7040,7006,5394,2225,994,217,31563,1003,4901,11166,13828,11813,8471,4499,1962,416,58066,317,650,893,633,632,289,98,55,11,3589,124,513,1154,1455,1377,1087,437,230,45,6423,1449,6068,13221,15919,13829,9843,5036,2249,472,68082,69,284,779,1064,1120,996,607,358,102,5385,3445,1937,3409,4794,4845,4938,4226,4580,2367,34538,5121,14726,38318,42964,40002,28878,14638,9187,3399,197228,3,122,2732,3321,2714,1949,735,222,48,11846,3,119,1546,2308,2099,1719,627,133,21,8565,17,4033,14660,13532,9950,7149,3003,1004,279,53642
212,205,407,704,734,713,487,236,42,23,3560,118,382,896,1223,1315,1068,703,299,110,6115,1047,3860,8759,8145,7780,4945,2365,807,287,37994,39,180,516,478,437,415,335,188,68,2660,1665,1783,3700,3188,3321,3285,3338,2839,2024,25148,3078,14099,44066,37565,28401,19141,11002,5777,2870,165989,7,285,3217,3065,2456,1373,454,126,22,11011,4,150,1204,1541,1508,808,274,62,11,5557,77,5534,15983,11495,8861,4501,1797,794,150,49202,272,3897,7614,7631,6510,4486,2148,1006,198,33764,1190,5165,12404,14499,11959,8225,4636,2100,354,60531,386,799,1144,821,641,285,95,29,9,4222,169,641,1444,1616,1246,896,434,188,41,6674,1745,6607,14990,16931,13845,9408,5166,2328,406,71422,126,436,1213,1404,1217,912,562,323,80,6288,5206,3991,6836,8038,7549,6779,5951,5936,2492,52785,7441,20904,51059,50110,41955,28277,16352,10571,3360,230024,0,418,6643,4849,3427,1901,865,254,39,18399,3,170,1700,2061,1729,1250,481,111,14,7523,53,6688,21936,16108,10741,6671,2682,1135,301,66305
213,186,392,705,710,619,431,164,28,0,3243,91,385,1053,1329,1211,898,438,114,42,5555,1046,3647,9001,8357,6896,4256,1567,375,156,35302,32,111,556,442,351,320,207,65,38,2125,1643,1888,4717,3990,3492,3269,2997,2019,1240,25253,2978,12665,48556,40569,25607,16016,7794,3214,1659,159051,12,261,2754,2178,1409,564,141,49,7,7365,6,133,1353,1596,1271,440,102,21,7,4924,49,4071,15720,10100,6009,2472,632,253,57,39372,177,2904,7209,6333,4624,2338,763,322,71,24750,1060,4983,11866,12481,10256,6243,2827,1443,261,51417,255,743,1231,805,554,224,50,18,3,3885,139,563,1567,1426,1054,486,156,84,20,5486,1450,6292,14666,14718,11864,6950,3028,1544,281,60788,80,419,1159,1172,1026,585,268,169,39,4923,4770,3868,7516,8149,7164,5925,4670,4427,1636,48128,6542,17946,50369,44249,33373,19273,9599,6798,2105,190259,3,311,7410,4760,2332,1092,319,71,9,16319,8,156,2190,2435,1652,884,203,48,8,7585,39,5225,24279,17113,8394,4449,1316,362,86,61260
214,106,184,292,328,332,272,182,47,11,1754,44,192,344,483,617,567,483,181,95,3005,458,1729,3832,3815,4100,3037,1752,539,222,19486,14,28,91,128,157,199,253,149,62,1073,657,596,1210,1353,1594,1801,2286,2012,1239,12757,1225,4221,12576,13954,13234,11008,8275,4186,1915,70590,0,13,299,577,635,566,298,130,15,2533,0,37,456,672,818,545,190,82,4,2796,5,986,3851,3777,3593,2585,1311,662,149,16915,51,953,2538,3177,3191,2861,1588,868,140,15373,669,2605,6499,7722,6693,4763,3097,1631,328,34016,198,372,556,414,318,189,72,39,8,2166,61,257,578,653,618,553,282,160,25,3199,930,3232,7636,8792,7630,5509,3457,1829,361,39386,46,158,402,542,535,513,396,302,72,2968,2222,1294,2484,3577,3542,3526,3699,4263,2168,26773,3260,6671,17660,21119,19952,16100,10940,8137,2910,106743,0,26,562,942,881,823,497,158,32,3926,3,40,596,873,901,845,342,92,13,3705,9,1123,4798,5347,4048,3343,2074,905,221,21871
215,93,145,220,190,201,156,82,4,9,1101,30,90,184,236,253,267,147,36,18,1257,297,982,1986,1846,1957,1544,678,152,70,9516,5,18,46,48,60,58,65,34,15,357,583,383,772,754,1013,1294,1420,1192,805,8221,902,2135,5756,5569,5741,5431,3517,1873,1049,31968,0,3,112,177,196,134,46,15,3,683,0,31,263,363,402,203,64,16,5,1338,0,499,1954,1596,1629,918,373,167,44,7186,21,296,1042,1181,1532,1126,505,257,55,6018,385,1501,3269,4085,3593,2213,1096,501,105,16745,149,301,359,284,252,106,26,16,3,1495,39,129,297,299,303,185,74,44,10,1375,576,1931,3925,4669,4150,2505,1194,560,116,19624,35,69,184,281,283,245,131,106,29,1364,1112,629,1206,1624,1792,1871,2180,2547,885,13838,1744,3449,8683,9891,9984,7009,4503,3661,1127,50046,0,10,192,238,210,189,77,14,6,936,0,23,246,368,394,348,108,23,4,1513,4,515,2071,1902,1573,1303,534,234,54,8187
216,48,107,163,137,170,132,65,16,7,848,34,71,145,176,236,174,141,43,29,1046,253,850,1689,1628,1689,1274,586,165,64,8195,3,14,65,56,39,38,65,48,15,342,472,294,669,672,846,1052,1210,987,597,6785,754,1802,5213,5065,5000,4429,2935,1598,782,27570,0,4,106,192,194,111,32,11,0,662,0,24,240,300,341,176,43,11,5,1145,0,414,1642,1331,1310,732,284,125,39,5866,20,301,786,1021,1141,854,409,219,37,4777,304,1351,2833,3545,2991,1910,1012,514,83,14551,95,212,270,180,150,77,31,9,0,1023,28,114,282,235,228,159,64,30,13,1159,426,1679,3387,3967,3367,2142,1111,550,91,16727,21,73,161,189,214,191,117,76,25,1062,940,456,929,1380,1373,1437,1659,1726,695,10591,1406,2955,7246,8379,7941,5643,3648,2723,887,40836,0,3,202,241,239,182,69,26,3,963,0,22,244,301,341,268,80,11,3,1272,3,453,1855,1650,1305,1125,395,157,43,6989
217,59,118,179,153,148,130,57,10,0,857,30,68,150,185,220,221,136,42,15,1071,236,809,1660,1604,1751,1364,576,147,56,8203,3,19,27,24,41,61,61,30,17,284,441,264,469,563,798,1019,1086,943,570,6154,707,1679,4661,4975,5270,4973,3171,1605,812,27858,0,6,110,155,244,172,71,12,3,780,0,10,186,329,417,209,59,25,0,1242,0,427,1633,1558,1679,932,354,180,34,6807,20,300,838,1138,1338,1078,504,221,52,5482,341,1461,3103,3551,2984,1780,859,462,85,14626,157,282,305,180,186,69,26,8,0,1215,31,89,220,243,245,193,72,31,14,1133,530,1841,3627,3973,3408,2041,961,502,92,16969,15,54,140,239,286,201,133,79,39,1187,894,424,795,1158,1433,1466,1768,1925,748,10618,1461,3063,7333,8553,8809,6097,3846,2952,973,43083,0,18,140,284,291,270,111,34,6,1153,0,24,222,355,385,332,104,23,4,1447,7,415,1892,1842,1576,1502,566,225,48,8067
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,3,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,13,0,0,6,8,3,8,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,3,4,8,6,3,3,0,0,0,36,0,3,16,10,6,12,3,0,0,52,5,62,100,59,44,41,12,3,0,327,0,3,5,5,0,0,3,0,0,16,41,99,200,148,89,85,45,16,10,742,54,293,640,356,230,211,95,23,16,1920,0,8,71,41,22,13,0,0,0,155,0,3,25,27,16,7,6,0,0,77,0,125,384,120,58,40,14,5,0,755,4,42,114,85,53,59,4,6,0,363,25,121,231,177,102,83,30,5,0,780,10,30,20,7,6,4,0,0,0,74,3,10,25,16,5,8,3,0,0,82,40,157,276,210,110,97,34,5,0,936,6,17,36,15,7,7,3,0,0,95,51,103,216,131,100,89,59,46,22,810,101,453,1122,621,372,307,121,63,25,3185,0,16,130,55,30,13,10,0,0,244,0,4,38,34,10,17,3,0,0,100,3,119,448,192,91,64,17,4,7,941
301,162,167,205,219,213,193,116,29,13,1313,70,114,268,410,500,541,319,108,64,2397,780,1356,2778,2955,3115,2465,1123,297,146,15016,8,26,65,75,152,172,166,61,33,750,355,279,675,759,871,974,1103,1021,826,6867,1285,3272,9399,11332,10627,8010,4671,2134,1217,51930,0,13,307,734,680,465,157,47,7,2418,0,17,250,489,583,267,99,32,8,1738,14,1000,3277,3547,3039,1719,616,310,74,13595,143,708,2075,2922,2736,1812,819,369,112,11695,520,2006,4611,5728,5580,4073,1994,975,212,25699,239,318,381,306,261,131,38,17,4,1695,67,209,543,560,607,363,171,77,31,2628,823,2530,5539,6587,6448,4567,2199,1071,246,30019,45,116,311,488,495,381,267,158,50,2312,1361,779,1402,2052,2084,1955,1756,2023,985,14396,2384,5162,13149,16826,16077,11166,5916,4019,1472,76179,0,32,588,1074,1099,706,274,87,21,3876,0,39,348,705,696,481,147,56,10,2483,10,1175,4390,5306,3875,2595,1071,388,119,18935
302,101,165,211,174,161,126,65,10,5,1022,35,115,269,313,372,314,196,83,38,1730,555,1416,2657,2235,2129,1601,688,215,96,11592,11,39,99,98,115,114,95,75,38,683,308,465,982,818,806,760,833,967,1051,6987,1005,4098,13399,11988,9075,6348,3468,2023,1447,52853,0,29,614,920,832,424,152,50,11,3028,0,32,440,682,583,278,110,31,6,2154,13,1679,5763,4252,3051,1584,672,327,93,17438,110,775,2345,2569,2214,1492,722,433,104,10765,393,1709,4194,4206,3777,2713,1655,989,171,19805,154,345,383,233,179,88,37,14,3,1441,51,175,508,490,463,302,137,85,23,2227,598,2221,5081,4929,4418,3102,1832,1087,197,23472,35,107,295,398,352,276,194,164,58,1878,1143,776,1526,1706,1749,1561,1737,2451,1577,14227,1901,5618,16060,15462,13195,8708,5431,4549,2052,72966,0,73,1478,1549,1117,743,253,92,9,5315,0,63,670,927,715,482,140,34,15,3044,10,1852,8059,6504,3878,2359,1014,452,139,24263
303,191,249,257,233,230,173,81,25,12,1449,71,174,344,459,545,471,317,110,53,2539,857,1776,3071,2749,2773,2025,966,304,135,14654,24,88,271,197,196,222,144,69,49,1263,543,909,1883,1338,1313,1142,1094,1087,952,10255,1689,8259,25318,19826,14922,10029,5236,2503,1483,89257,3,234,2511,2711,2033,1024,300,90,18,8925,5,94,968,1304,1043,525,148,43,3,4147,45,4707,13253,9132,6305,3253,1158,514,139,38504,285,2091,4129,4295,3714,2467,1034,505,123,18640,654,2663,6066,5869,5255,3731,2247,1195,275,27965,271,532,612,368,279,144,54,23,4,2286,95,362,810,757,687,456,165,114,21,3461,1018,3555,7485,6999,6221,4333,2470,1334,301,33710,69,225,537,668,624,451,291,187,50,3112,1868,2033,3127,3032,2729,2616,2338,2779,1397,21910,3297,12941,32010,28135,22665,14672,7747,5446,2038,128951,0,394,5353,4094,2943,1597,558,152,21,15118,3,136,1323,1662,1345,848,245,64,9,5628,55,5478,17380,12395,7502,4714,1760,693,167,50139
304,137,122,88,80,82,90,70,14,3,694,37,61,105,190,276,280,221,91,50,1308,594,832,1145,1200,1412,1044,609,184,107,7125,23,42,50,79,123,103,86,69,28,608,274,445,574,519,575,475,597,591,707,4755,1018,4060,9411,11070,9757,6924,4369,1923,1179,49718,0,118,1632,2476,2506,1696,588,239,38,9296,5,69,609,897,952,564,166,53,9,3320,26,3623,7673,6311,5375,3482,1274,605,134,28509,127,1113,1816,2517,2574,2018,907,454,117,11646,298,1232,2477,2582,2366,1721,865,504,128,12172,159,254,210,141,153,122,38,16,0,1094,52,162,349,392,410,339,151,75,19,1953,506,1643,3031,3122,2923,2188,1057,599,156,15223,38,98,216,369,341,316,191,158,42,1768,1108,1092,1252,1337,1370,1191,931,1339,1114,10740,1817,7754,16226,17026,16042,11453,5115,3455,1603,80499,0,181,2395,3120,3021,2211,1002,319,58,12316,5,78,680,1165,1079,781,272,67,19,4138,24,3379,8366,8017,5939,4266,2077,783,208,33060
