SA4_CODE_2016,Ag_forest_fish_C06_M,Ag_forest_fish_C06_F,Ag_forest_fish_C06_P,Ag_forest_fish_C11_M,Ag_forest_fish_C11_F,Ag_forest_fish_C11_P,Ag_forest_fish_C16_M,Ag_forest_fish_C16_F,Ag_forest_fish_C16_P,Mining_C06_M,Mining_C06_F,Mining_C06_P,Mining_C11_M,Mining_C11_F,Mining_C11_P,Mining_C16_M,Mining_C16_F,Mining_C16_P,Manuf_C06_M,Manuf_C06_F,Manuf_C06_P,Manuf_C11_M,Manuf_C11_F,Manuf_C11_P,Manuf_C16_M,Manuf_C16_F,Manuf_C16_P,Ele_gas_wat_was_ser_01_Cen_M,Ele_gas_wat_was_ser_01_Cen_F,Ele_gas_wat_was_ser_01_Cen_P,Ele_gas_wat_was_ser_06_Cen_M,Ele_gas_wat_was_ser_06_Cen_F,Ele_gas_wat_was_ser_06_Cen_P,Ele_gas_wat_was_ser_11_Cen_M,Ele_gas_wat_was_ser_11_Cen_F,Ele_gas_wat_was_ser_11_Cen_P,Constr_C06_M,Constr_C06_F,Constr_C06_P,Constr_C11_M,Constr_C11_F,Constr_C11_P,Constr_C16_M,Constr_C16_F,Constr_C16_P,Whlesale_tde_C06_M,Whlesale_tde_C06_F,Whlesale_tde_C06_P,Whlesale_tde_C11_M,Whlesale_tde_C11_F,Whlesale_tde_C11_P,Whlesale_tde_C16_M,Whlesale_tde_C16_F,Whlesale_tde_C16_P,Retail_tde_C06_M,Retail_tde_C06_F,Retail_tde_C06_P,Retail_tde_C11_M,Retail_tde_C11_F,Retail_tde_C11_P,Retail_tde_C16_M,Retail_tde_C16_F,Retail_tde_C16_P,Accom_food_S_C06_M,Accom_food_S_C06_F,Accom_food_S_C06_P,Accom_food_S_C11_M,Accom_food_S_C11_F,Accom_food_S_C11_P,Accom_food_S_C16_M,Accom_food_S_C16_F,Accom_food_S_C16_P,Tpt_post_ware_C06_M,Tpt_post_ware_C06_F,Tpt_post_ware_C06_P,Tpt_post_ware_C11_M,Tpt_post_ware_C11_F,Tpt_post_ware_C11_P,Tpt_post_ware_C16_M,Tpt_post_ware_C16_F,Tpt_post_ware_C16_P,Inf_Medi_Tele_C06_M,Inf_Medi_Tele_C06_F,Inf_Medi_Tele_C06_P,Inf_Medi_Tele_C11_M,Inf_Medi_Tele_C11_F,Inf_Medi_Tele_C11_P,Inf_Medi_Tele_C16_M,Inf_Medi_Tele_C16_F,Inf_Medi_Tele_C16_P,Finan_Insu_S_C06_M,Finan_Insu_S_C06_F,Finan_Insu_S_C06_P,Finan_Insu_S_C11_M,Finan_Insu_S_C11_F,Finan_Insu_S_C11_P,Finan_Insu_S_C16_M,Finan_Insu_S_C16_F,Finan_Insu_S_C16_P,Rent_hir_re_est_S_01_Cen_M,Rent_hir_re_est_S_01_Cen_F,Rent_hir_re_est_S_01_Cen_P,Rent_hir_re_est_S_06_Cen_M,Rent_hir_re_est_S_06_Cen_F,Rent_hir_re_est_S_06_Cen_P,Rent_hir_re_est_S_11_Cen_M,Rent_hir_re_est_S_11_Cen_F,Rent_hir_re_est_S_11_Cen_P,Prof_scie_tech_S_01_Cens_M,Prof_scie_tech_S_01_Cens_F,Prof_scie_tech_S_01_Cens_P,Prof_scie_tech_S_06_Cens_M,Prof_scie_tech_S_06_Cens_F,Prof_scie_tech_S_06_Cens_P,Prof_scie_tech_S_11_Cens_M,Prof_scie_tech_S_11_Cens_F,Prof_scie_tech_S_11_Cens_P,Admin_supp_S_C06_M,Admin_supp_S_C06_F,Admin_supp_S_C06_P,Admin_supp_S_C11_M,Admin_supp_S_C11_F,Admin_supp_S_C11_P,Admin_supp_S_C16_M,Admin_supp_S_C16_F,Admin_supp_S_C16_P,Pub_admin_safet_C06_M,Pub_admin_safet_C06_F,Pub_admin_safet_C06_P,Pub_admin_safet_C11_M,Pub_admin_safet_C11_F,Pub_admin_safet_C11_P,Pub_admin_safet_C16_M,Pub_admin_safet_C16_F,Pub_admin_safet_C16_P,Educ_trn_C06_M,Educ_trn_C06_F,Educ_trn_C06_P,Educ_trn_C11_M,Educ_trn_C11_F,Educ_trn_C11_P,Educ_trn_C16_M,Educ_trn_C16_F,Educ_trn_C16_P,Hea_car_soc_assist_01_Cens_M,Hea_car_soc_assist_01_Cens_F,Hea_car_soc_assist_01_Cens_P,Hea_car_soc_assist_06_Cens_M,Hea_car_soc_assist_06_Cens_F,Hea_car_soc_assist_06_Cens_P,Hea_car_soc_assist_11_Cens_M,Hea_car_soc_assist_11_Cens_F,Hea_car_soc_assist_11_Cens_P,Arts_rec_S_C06_M,Arts_rec_S_C06_F,Arts_rec_S_C06_P,Arts_rec_S_C11_M,Arts_rec_S_C11_F,Arts_rec_S_C11_P,Arts_rec_S_C16_M,Arts_rec_S_C16_F,Arts_rec_S_C16_P,Oth_services_C06_M,Oth_services_C06_F,Oth_services_C06_P,Oth_services_C11_M,Oth_services_C11_F,Oth_services_C11_P,Oth_services_C16_M,Oth_services_C16_F,Oth_services_C16_P,Inad_descr_Ns_C06_M,Inad_descr_Ns_C06_F,Inad_descr_Ns_C06_P,Inad_descr_Ns_C11_M,Inad_descr_Ns_C11_F,Inad_descr_Ns_C11_P,Inad_descr_Ns_C16_M,Inad_descr_Ns_C16_F,Inad_descr_Ns_C16_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P
404,331,129,464,323,151,476,448,199,644,306,98,401,547,173,722,552,164,721,9235,3088,12324,8342,2714,11053,6262,2203,8461,782,245,1033,1025,385,1412,976,404,1379,4956,804,5763,6163,963,7130,6543,1065,7601,2750,1249,4000,2842,1303,4143,2316,963,3273,4671,5944,10621,4835,6124,10961,4979,6193,11169,2492,3094,5589,3185,3647,6827,3674,4115,7784,3752,1045,4796,4088,1100,5194,4101,1160,5260,928,730,1654,1038,669,1714,1030,603,1638,1340,1982,3321,1454,2007,3464,1394,1864,3255,690,662,1353,644,705,1353,730,732,1463,2593,2339,4936,3156,2863,6014,3401,2977,6374,1432,1842,3279,1620,1995,3616,1777,2071,3846,3266,3008,6276,3911,3761,7674,4094,4131,8230,2006,4319,6326,2256,5073,7321,2595,5970,8562,2327,8414,10737,2883,10275,13161,3500,11679,15183,711,691,1403,883,817,1699,1030,933,1958,2062,1754,3815,2192,1957,4155,2220,2164,4378,1139,781,1922,1258,795,2053,2230,1263,3494,47782,42227,90010,52652,47483,100135,53842,50843,104681
405,5505,2080,7585,4985,1733,6713,4914,1695,6613,490,31,522,764,62,835,757,49,807,4636,1588,6221,4462,1638,6100,4017,1511,5526,356,40,394,512,66,574,465,52,519,2314,305,2615,2785,339,3128,2709,368,3076,885,349,1238,939,406,1346,821,306,1130,1885,2655,4548,1928,2936,4868,1815,2743,4554,782,1829,2618,891,2060,2957,969,2018,2991,1396,383,1786,1620,372,1992,1510,410,1914,160,145,312,160,163,323,150,129,280,242,417,661,201,421,618,179,368,554,163,235,397,163,216,382,156,226,381,437,546,984,479,634,1114,546,674,1223,552,690,1241,604,762,1364,724,836,1559,1065,744,1809,1168,916,2087,1157,942,2098,865,2209,3068,879,2508,3394,895,2725,3618,618,4099,4718,763,4725,5496,749,4952,5703,138,131,270,171,153,318,178,179,356,837,527,1362,951,612,1563,956,636,1590,505,418,922,474,346,826,903,598,1499,23850,19424,43272,24901,21085,45985,24567,21415,45980
406,3381,1047,4428,2996,917,3909,2956,930,3888,1746,286,2036,2736,519,3254,2538,388,2926,2769,505,3273,2735,545,3277,1764,393,2160,617,68,684,562,60,622,336,51,381,2065,292,2354,2359,311,2668,2043,304,2349,561,215,775,711,261,970,542,227,767,1529,2396,3930,1363,2391,3758,1260,2194,3452,769,1599,2365,874,1825,2707,884,1564,2451,1122,307,1424,1407,352,1762,1181,282,1463,109,113,225,102,124,220,82,82,168,172,335,510,154,349,504,105,299,405,145,197,347,145,209,358,142,213,352,377,397,775,431,425,860,370,417,786,460,611,1074,565,661,1224,453,649,1106,1295,1045,2343,1183,1038,2221,1119,1083,2199,761,2136,2892,680,2253,2931,701,2332,3032,733,3206,3936,738,3612,4352,639,3472,4112,90,105,200,108,172,274,116,176,293,701,478,1178,828,528,1356,724,519,1243,618,407,1029,499,303,803,718,395,1120,20025,15741,35763,21163,16869,38034,18670,15985,34650
407,9972,3993,13962,9176,3360,12536,9271,3342,12611,303,30,334,634,62,693,644,77,717,7381,2688,10069,6481,2196,8677,5282,1956,7243,599,85,680,685,118,808,667,120,791,4358,655,5010,4959,733,5694,4922,718,5637,1664,795,2460,1720,789,2505,1624,658,2279,3598,5057,8656,3581,5275,8858,3369,5124,8496,1535,3263,4797,1784,3539,5323,1805,3369,5172,2329,778,3112,2453,770,3226,2401,758,3158,320,337,655,264,302,567,245,259,510,418,748,1159,368,771,1138,318,727,1038,370,532,898,359,517,877,320,502,820,788,924,1710,857,1105,1961,882,1244,2127,1117,1329,2440,1003,1350,2356,1114,1433,2546,1734,1243,2978,1872,1553,3426,1874,1682,3558,1163,3391,4551,1268,3786,5052,1232,4174,5403,1062,5992,7059,1362,7360,8724,1453,7851,9308,282,270,552,359,305,665,343,333,674,1494,1028,2524,1718,1220,2934,1732,1158,2892,997,726,1720,957,639,1597,1668,1018,2686,41463,33855,75314,41864,35747,77607,41173,36505,77675
497,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,5,6,0,3
499,58,39,102,43,23,69,64,40,105,27,5,30,25,9,32,13,3,16,93,34,126,79,7,83,50,12,61,11,0,11,7,3,6,12,0,12,72,6,81,96,4,100,66,3,70,21,15,27,19,11,31,20,3,19,34,41,74,30,28,59,19,23,42,26,40,70,35,43,84,32,32,60,42,0,41,52,6,59,43,4,46,12,9,22,6,3,8,3,0,3,4,5,11,10,7,15,5,0,11,4,0,9,0,0,5,3,0,4,24,16,44,23,16,31,21,9,31,28,20,54,31,27,63,15,15,33,29,17,50,33,19,56,17,17,40,18,21,32,21,21,45,12,19,32,11,56,65,20,55,73,15,51,64,3,8,10,9,5,18,9,6,14,18,7,23,18,16,29,14,3,23,28,12,37,35,6,48,37,10,46,567,354,920,590,317,911,465,263,734
501,3299,1548,4847,2918,1288,4210,3307,1501,4810,2276,281,2556,3279,453,3730,4497,495,4997,6392,1718,8114,6862,1845,8708,5051,1645,6698,794,130,927,1068,209,1276,1135,205,1338,6679,972,7655,8221,1255,9475,7244,1110,8362,1141,630,1764,1128,581,1709,825,381,1209,2737,4843,7576,2827,5453,8286,2895,5478,8374,1451,3078,4528,1722,3483,5209,2095,3600,5694,1697,534,2232,2057,635,2696,2040,641,2684,250,234,490,252,259,514,272,232,502,328,688,1017,346,718,1068,331,673,999,567,723,1294,563,664,1230,544,693,1233,1090,1040,2128,1435,1351,2791,1254,1393,2643,809,932,1744,962,1163,2130,1121,1467,2588,1731,1376,3109,1823,1658,3479,1685,1805,3489,1116,3270,4387,1324,4224,5547,1309,5122,6435,914,4483,5396,1041,5781,6817,1352,7056,8405,242,295,535,273,333,606,522,528,1052,1233,1108,2337,1472,1320,2790,1495,1468,2957,1095,696,1800,991,598,1580,2029,1157,3191,35850,28586,64438,40569,33288,73860,40997,36663,77663
502,306,136,437,279,137,419,312,175,490,1189,135,1317,2048,364,2413,3076,475,3554,2729,583,3319,3098,723,3822,2151,550,2706,219,34,252,305,62,363,377,74,453,3099,451,3549,3959,604,4558,3882,583,4463,392,185,579,491,228,718,424,195,624,1225,2229,3451,1366,2599,3969,1483,2784,4265,531,1055,1583,822,1462,2287,979,1534,2515,594,199,799,896,267,1158,973,388,1361,148,119,266,144,130,275,180,113,292,160,255,414,158,332,492,194,338,532,294,388,684,266,411,681,253,436,694,488,427,914,645,632,1271,641,665,1311,442,397,834,547,552,1096,575,672,1252,581,523,1105,853,784,1633,962,901,1860,435,1232,1667,582,1856,2440,646,2434,3081,324,1907,2227,382,2767,3146,534,3644,4176,150,152,305,189,220,400,227,278,507,494,428,918,673,601,1273,707,683,1388,485,267,754,484,300,787,1035,571,1606,14271,11094,25366,18186,15017,33201,19636,17483,37124
503,268,129,400,244,136,383,341,177,520,2252,756,3001,3738,1568,5305,3627,1378,5002,2495,1015,3516,2404,1000,3404,1788,802,2591,397,191,583,513,250,772,517,289,809,2843,616,3459,4011,954,4961,3948,896,4847,1438,722,2160,1395,731,2125,955,525,1481,3017,3589,6609,3092,3572,6663,2963,3374,6335,2451,2487,4943,2874,2849,5723,3382,3280,6660,969,350,1323,1246,493,1743,1413,512,1928,789,631,1424,757,615,1371,699,502,1204,1885,1358,3243,1884,1311,3199,1896,1346,3235,1049,777,1827,1105,827,1934,1204,902,2103,6186,3769,9953,8056,4866,12927,7103,4771,11875,1098,1176,2269,1298,1323,2623,1278,1485,2761,2359,1970,4329,2383,2241,4627,2535,2393,4934,2395,4585,6985,2616,5160,7779,2921,5771,8685,3205,6659,9856,3569,7437,11007,3995,8398,12391,672,653,1320,834,739,1572,935,909,1843,855,959,1813,959,1080,2039,1031,1273,2302,955,676,1634,922,661,1581,2110,1419,3525,37564,33073,70635,43907,37812,81726,44633,40404,85035
504,562,343,911,486,294,780,612,374,984,2213,643,2854,3644,1211,4857,4690,1224,5918,8051,2620,10677,8129,2580,10708,5542,2090,7633,649,207,864,766,320,1081,855,358,1215,7070,1310,8383,8831,1645,10479,9713,1833,11551,3038,1543,4586,3307,1579,4895,2519,1146,3669,4710,6411,11122,4795,7028,11820,5019,7014,12035,2219,3077,5294,2694,3609,6299,3396,4277,7672,3778,1123,4905,4551,1522,6066,5179,1781,6965,845,620,1465,758,514,1271,857,464,1322,1073,1675,2744,1140,1724,2870,1161,1649,2811,872,958,1831,892,953,1846,849,1114,1964,3013,2533,5550,4083,3258,7345,3860,3177,7035,1528,1601,3131,1616,1801,3419,1944,2103,4043,3674,2962,6631,4117,3803,7920,4483,4278,8763,1942,4669,6615,2197,5756,7957,2505,6928,9436,1901,7693,9591,2107,8866,10972,2531,11139,13669,647,659,1304,782,801,1588,980,1051,2028,2467,1745,4207,2824,2101,4925,2994,2460,5453,1635,1011,2644,1479,1036,2521,3785,2052,5837,51893,43416,95308,59208,50408,109614,63457,56537,119988
505,935,537,1474,816,494,1310,1178,732,1912,4721,1372,6100,7870,2581,10451,9200,2355,11553,13619,4661,18281,13745,4500,18242,9190,3565,12755,1655,537,2190,2010,782,2786,2050,848,2897,19216,3175,22388,24404,4217,28626,26618,4456,31074,5926,2954,8878,6087,2960,9046,4429,2188,6616,10597,14226,24825,10821,15467,26290,11223,15247,26465,5001,6561,11566,5980,7531,13510,7253,8462,15711,5362,1459,6817,6460,1840,8298,7105,2013,9120,2124,1498,3623,2033,1335,3368,2054,1186,3237,3540,4831,8380,3783,4793,8576,3704,4541,8251,1974,2203,4180,1998,2335,4332,2059,2650,4708,8673,6432,15106,11920,8436,20356,10703,8200,18908,3604,4013,7618,4027,4501,8531,4318,4769,9091,7568,5665,13231,8345,6910,15258,8590,7541,16134,4854,11369,16225,5674,14594,20265,6225,17412,23640,4523,18177,22705,5146,22335,27487,6123,26680,32802,1418,1424,2838,1822,1804,3628,2233,2093,4331,4643,3699,8343,5321,4685,9998,5504,5436,10947,3294,2199,5494,3047,2062,5106,7557,4235,11792,113254,96992,210245,131307,114164,245473,137326,124614,261941
506,959,598,1560,832,572,1402,1076,716,1791,4430,1373,5807,7357,2433,9794,8299,2295,10596,15054,4644,19696,15191,4731,19921,10328,3605,13930,1464,480,1941,1798,705,2495,1810,749,2563,13411,2348,15761,16529,3020,19550,17914,3148,21065,6079,3141,9214,6562,3315,9873,5102,2374,7473,9034,12118,21153,9427,12874,22297,9552,12655,22201,4442,6162,10605,5550,7087,12635,7471,8161,15633,8060,2492,10545,9739,3215,12950,10816,3412,14224,1529,1053,2583,1372,934,2315,1491,815,2304,2140,3302,5441,2302,3387,5686,2359,3084,5443,1770,1850,3617,1781,1937,3714,1848,2086,3932,6932,5232,12164,9715,6846,16559,8563,6202,14766,2970,3121,6091,3499,3493,6984,4025,3832,7854,6318,5353,11678,6822,6525,13344,7091,6674,13763,4098,9118,13220,4869,11496,16364,5290,13299,18594,3539,14626,18167,4266,17458,21720,5449,21346,26797,1246,1202,2454,1717,1667,3385,2058,1957,4014,4487,3330,7814,5163,3825,8987,5488,4229,9714,3054,1922,4975,3080,1879,4965,7531,3896,11424,101025,83460,184488,117560,97391,214944,123549,104534,228089
507,704,425,1132,567,403,966,787,516,1297,3582,828,4410,6339,1761,8102,7608,1731,9333,13383,3606,16987,13287,3712,16998,9457,2976,12431,1101,332,1434,1486,479,1969,1720,605,2327,10877,1860,12739,14709,2558,17274,15804,2717,18519,3824,1977,5802,4316,2072,6383,3376,1543,4923,6451,9782,16230,6708,11099,17799,7095,11372,18466,3312,4777,8094,3991,5442,9437,4965,6248,11214,4778,1354,6131,5991,1845,7837,6347,1958,8303,972,667,1635,935,764,1698,1069,725,1795,1657,2370,4025,1788,2446,4239,1925,2400,4324,1292,1599,2895,1403,1638,3038,1563,1823,3384,5504,3870,9371,7516,5313,12829,7085,5382,12466,2172,2296,4469,2415,2785,5202,2600,3014,5615,6173,4077,10244,6850,5187,12036,7539,5855,13390,3427,8478,11904,4090,10916,15007,4610,13312,17924,2903,12172,15076,3601,15805,19408,4487,18925,23413,975,987,1968,1260,1210,2467,1524,1593,3113,2707,2428,5130,3247,2938,6190,3524,3410,6929,2464,1379,3837,2341,1457,3795,5725,3119,8850,78244,65276,143523,92840,79832,172675,98801,89225,188023
509,10209,4105,14312,8712,3309,12024,8501,3255,11751,1028,161,1192,2034,339,2374,1973,335,2314,2632,865,3496,2760,917,3675,2086,760,2846,489,66,554,618,100,720,559,112,666,3339,559,3898,4033,617,4649,3777,587,4367,1399,633,2029,1291,628,1923,1245,493,1744,2170,3358,5527,2080,3495,5578,1876,3119,4989,831,1896,2733,911,2079,2997,953,2016,2972,1783,605,2387,2056,695,2750,1940,719,2655,191,154,342,140,156,292,135,137,272,319,606,921,250,624,871,275,575,849,271,377,649,266,346,607,258,360,620,705,813,1519,784,917,1693,718,1049,1762,509,538,1044,600,618,1215,610,791,1393,2009,1391,3404,2152,1766,3915,2103,1752,3847,1053,3309,4356,1130,3813,4937,1110,3960,5074,745,3818,4564,849,4469,5318,929,4737,5664,155,178,331,166,251,414,266,326,596,1096,686,1785,1263,840,2105,1272,895,2168,820,596,1409,713,508,1219,1537,962,2498,31747,24712,56458,32796,26481,59275,32128,26922,59053
510,577,255,834,597,239,833,613,274,887,5258,1036,6293,10017,2239,12260,9477,1789,11263,1013,241,1250,1191,279,1468,833,169,1002,268,68,334,422,99,519,470,123,593,2519,439,2962,5717,896,6607,4420,589,5011,380,180,558,483,206,694,475,156,632,858,1668,2523,914,1642,2553,875,1557,2438,744,1157,1904,1115,1602,2720,1254,1501,2750,1094,467,1559,1826,703,2526,1826,696,2517,129,103,227,137,117,256,94,112,206,55,165,220,70,182,248,43,172,217,270,318,596,387,414,799,336,396,738,368,310,676,793,466,1258,1151,507,1654,516,648,1164,753,826,1581,824,893,1712,1588,1262,2853,1306,1309,2618,1295,1334,2630,619,1879,2498,858,2436,3291,830,2667,3497,992,2219,3216,691,2492,3187,796,2791,3590,81,116,196,144,150,290,191,223,411,782,468,1251,1246,656,1904,1087,660,1745,792,459,1253,792,379,1167,1387,654,2044,18892,13465,32359,29456,17320,46772,28272,17271,45541
511,3396,1340,4739,2857,1092,3946,2912,1104,4021,5282,900,6184,6914,1306,8225,6467,1198,7664,2331,557,2890,2622,626,3248,1479,401,1885,421,70,485,467,92,561,431,69,498,3426,580,4005,4464,769,5234,3414,575,3985,1091,481,1571,1106,484,1596,801,295,1100,1790,3339,5130,1821,3473,5300,1626,3093,4720,1004,2087,3094,1250,2423,3671,1208,2360,3566,2046,595,2645,2700,805,3507,2439,770,3210,193,171,361,169,170,339,145,150,302,247,465,710,215,465,673,167,400,569,363,471,837,371,520,892,295,450,749,683,715,1401,968,828,1793,817,812,1625,578,712,1292,643,819,1462,572,961,1531,1901,1460,3363,1978,1708,3688,1825,1573,3405,949,2989,3936,978,3394,4371,994,3532,4519,866,3317,4186,744,3775,4515,810,4073,4885,151,186,338,154,244,394,214,322,537,1319,732,2052,1628,943,2570,1340,871,2212,1003,545,1551,906,519,1426,1397,800,2203,29046,21721,50765,32972,24441,57417,29357,23820,53172
597,26,5,32,11,0,11,21,0,21,96,4,101,99,3,103,121,3,119,18,0,18,20,0,22,11,0,11,5,0,7,14,0,14,10,0,10,33,0,32,39,3,40,19,0,17,0,0,0,7,0,7,9,0,9,0,0,0,0,0,0,3,0,3,10,5,10,12,3,16,9,0,11,24,3,25,74,9,84,50,7,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,12,0,10,4,0,4,4,3,8,3,0,3,10,0,10,6,0,8,0,0,0,7,0,7,3,0,7,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,40,0,40,14,0,17,55,0,60,276,21,298,310,21,333,316,17,334
599,108,55,167,69,30,100,79,49,129,223,36,262,275,54,326,199,39,233,141,35,177,141,35,175,40,18,60,16,4,18,19,4,24,13,5,17,280,24,304,362,31,391,186,17,206,45,14,51,50,20,72,19,4,26,59,89,145,61,94,156,42,62,102,78,151,232,108,187,296,86,136,219,90,26,112,104,35,134,94,24,115,5,7,14,14,6,21,11,3,15,15,18,29,12,22,34,6,4,11,19,5,24,10,18,28,11,3,18,59,48,106,97,62,160,52,38,90,35,36,72,39,60,100,49,53,102,60,34,93,37,34,67,33,17,51,30,50,83,30,79,103,25,41,67,45,127,177,55,146,197,29,67,101,22,20,38,23,16,42,13,20,32,37,21,60,52,19,79,27,15,44,66,22,85,63,27,84,88,36,126,1421,823,2249,1620,973,2596,1128,648,1773
601,1121,367,1487,1148,365,1514,1395,448,1843,137,35,168,260,34,293,264,26,283,5378,1811,7188,4689,1459,6148,3903,1271,5173,1276,445,1726,1427,578,2006,1421,543,1958,5422,585,6008,6554,721,7274,6683,724,7405,1888,779,2667,1842,761,2606,1297,505,1804,4832,6241,11075,4808,6265,11070,4684,6017,10702,2685,3602,6290,3014,3892,6903,3507,4258,7762,2577,927,3510,2640,780,3422,2665,841,3500,1048,828,1879,1068,960,2033,1047,803,1843,1155,1545,2701,1179,1546,2722,1062,1426,2488,736,699,1433,694,703,1396,606,647,1258,2901,2193,5097,3523,2521,6042,3416,2471,5889,1012,1212,2218,1121,1312,2437,1309,1577,2884,5247,5306,10552,5499,6304,11800,4929,5632,10566,2642,5319,7964,2980,6340,9325,3215,6800,10010,2404,8791,11200,2672,9751,12425,3214,11435,14645,851,700,1554,1106,935,2044,1198,1035,2235,1746,1530,3276,1885,1724,3614,1844,1819,3670,1312,801,2110,1078,715,1798,1853,1112,2958,46371,43728,90100,49190,47679,96870,49501,49382,98883
602,2844,973,3820,2494,851,3338,2716,945,3664,305,26,329,523,41,562,442,33,476,5055,1333,6386,4738,1315,6053,3426,1056,4484,500,106,602,695,154,849,631,197,827,3385,406,3791,3994,485,4482,4030,440,4469,1926,688,2612,1652,623,2276,1254,427,1680,2916,4011,6922,2849,4072,6926,2889,3834,6727,1382,2537,3916,1563,2942,4505,1653,2776,4433,2131,565,2698,2217,561,2780,2087,521,2606,465,428,892,385,336,727,382,260,645,657,1192,1844,622,1070,1688,484,863,1346,404,419,823,343,431,771,335,422,756,1083,1019,2103,1176,1080,2255,1241,1136,2380,760,710,1464,790,803,1592,724,903,1621,1573,1651,3222,1728,2152,3876,1470,1663,3132,1595,3255,4846,1641,3806,5445,1599,3803,5399,1324,5217,6538,1356,5766,7127,1723,6859,8577,379,406,792,455,427,881,491,484,978,1062,867,1931,1229,1006,2236,1123,1020,2145,933,531,1464,851,537,1396,1354,755,2108,30671,26322,56992,31306,28452,59761,30066,28394,58458
603,1848,621,2467,1644,564,2209,1609,530,2145,36,3,39,81,8,87,66,3,74,988,306,1301,848,296,1148,715,252,968,141,33,177,201,44,248,190,36,224,907,82,990,1139,101,1242,1148,112,1264,232,138,366,290,115,402,185,82,272,492,762,1252,466,798,1266,445,779,1218,381,664,1045,421,714,1138,410,724,1135,444,127,568,438,142,578,413,154,564,76,93,170,80,80,162,76,80,158,44,121,162,39,130,171,45,128,175,63,84,145,56,101,160,78,109,186,224,214,441,276,292,569,268,314,577,135,169,308,145,185,326,192,229,419,471,497,972,522,612,1133,489,536,1025,246,616,858,281,734,1015,281,815,1094,201,1002,1211,260,1240,1498,300,1313,1611,140,147,285,170,141,314,191,178,362,202,148,351,271,190,458,299,208,510,265,156,425,226,124,353,390,223,619,7538,6001,13537,7851,6622,14470,7788,6821,14607
604,2575,1033,3605,2310,950,3258,2656,1062,3722,1002,89,1085,1658,181,1838,1265,119,1380,4738,1535,6270,4196,1400,5596,3059,1143,4205,353,28,388,429,74,506,419,77,499,2563,307,2873,3149,362,3509,2934,342,3279,1221,459,1679,1347,458,1806,808,280,1087,2098,3063,5164,2030,3229,5262,1897,3030,4923,928,2018,2942,940,2251,3188,1027,2167,3191,1950,620,2572,1907,567,2470,1891,552,2444,175,209,380,154,168,323,135,138,272,183,435,615,182,479,662,158,372,527,210,268,476,202,281,482,196,280,479,620,610,1222,622,728,1353,619,738,1355,643,822,1464,620,787,1412,611,843,1461,1232,1227,2455,1232,1514,2742,1017,1210,2223,943,2305,3251,996,2662,3654,907,2682,3589,843,3523,4372,891,4063,4954,1086,4731,5810,159,127,284,158,150,307,215,216,428,860,622,1487,1016,756,1776,975,810,1785,728,455,1185,434,287,722,1066,608,1672,24013,19757,43767,24477,21338,45818,22943,21395,44336
697,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,0,0,0,4,0,5,0,0,0,19,0,22,29,3,26,17,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,30,14,7,16,0,0,0,0,3,4,3,0,3,3,4,3,5,3,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,66,7,73,60,15,76,38,9,47
