SA4_CODE_2016,Ag_forest_fish_C06_M,Ag_forest_fish_C06_F,Ag_forest_fish_C06_P,Ag_forest_fish_C11_M,Ag_forest_fish_C11_F,Ag_forest_fish_C11_P,Ag_forest_fish_C16_M,Ag_forest_fish_C16_F,Ag_forest_fish_C16_P,Mining_C06_M,Mining_C06_F,Mining_C06_P,Mining_C11_M,Mining_C11_F,Mining_C11_P,Mining_C16_M,Mining_C16_F,Mining_C16_P,Manuf_C06_M,Manuf_C06_F,Manuf_C06_P,Manuf_C11_M,Manuf_C11_F,Manuf_C11_P,Manuf_C16_M,Manuf_C16_F,Manuf_C16_P,Ele_gas_wat_was_ser_01_Cen_M,Ele_gas_wat_was_ser_01_Cen_F,Ele_gas_wat_was_ser_01_Cen_P,Ele_gas_wat_was_ser_06_Cen_M,Ele_gas_wat_was_ser_06_Cen_F,Ele_gas_wat_was_ser_06_Cen_P,Ele_gas_wat_was_ser_11_Cen_M,Ele_gas_wat_was_ser_11_Cen_F,Ele_gas_wat_was_ser_11_Cen_P,Constr_C06_M,Constr_C06_F,Constr_C06_P,Constr_C11_M,Constr_C11_F,Constr_C11_P,Constr_C16_M,Constr_C16_F,Constr_C16_P,Whlesale_tde_C06_M,Whlesale_tde_C06_F,Whlesale_tde_C06_P,Whlesale_tde_C11_M,Whlesale_tde_C11_F,Whlesale_tde_C11_P,Whlesale_tde_C16_M,Whlesale_tde_C16_F,Whlesale_tde_C16_P,Retail_tde_C06_M,Retail_tde_C06_F,Retail_tde_C06_P,Retail_tde_C11_M,Retail_tde_C11_F,Retail_tde_C11_P,Retail_tde_C16_M,Retail_tde_C16_F,Retail_tde_C16_P,Accom_food_S_C06_M,Accom_food_S_C06_F,Accom_food_S_C06_P,Accom_food_S_C11_M,Accom_food_S_C11_F,Accom_food_S_C11_P,Accom_food_S_C16_M,Accom_food_S_C16_F,Accom_food_S_C16_P,Tpt_post_ware_C06_M,Tpt_post_ware_C06_F,Tpt_post_ware_C06_P,Tpt_post_ware_C11_M,Tpt_post_ware_C11_F,Tpt_post_ware_C11_P,Tpt_post_ware_C16_M,Tpt_post_ware_C16_F,Tpt_post_ware_C16_P,Inf_Medi_Tele_C06_M,Inf_Medi_Tele_C06_F,Inf_Medi_Tele_C06_P,Inf_Medi_Tele_C11_M,Inf_Medi_Tele_C11_F,Inf_Medi_Tele_C11_P,Inf_Medi_Tele_C16_M,Inf_Medi_Tele_C16_F,Inf_Medi_Tele_C16_P,Finan_Insu_S_C06_M,Finan_Insu_S_C06_F,Finan_Insu_S_C06_P,Finan_Insu_S_C11_M,Finan_Insu_S_C11_F,Finan_Insu_S_C11_P,Finan_Insu_S_C16_M,Finan_Insu_S_C16_F,Finan_Insu_S_C16_P,Rent_hir_re_est_S_01_Cen_M,Rent_hir_re_est_S_01_Cen_F,Rent_hir_re_est_S_01_Cen_P,Rent_hir_re_est_S_06_Cen_M,Rent_hir_re_est_S_06_Cen_F,Rent_hir_re_est_S_06_Cen_P,Rent_hir_re_est_S_11_Cen_M,Rent_hir_re_est_S_11_Cen_F,Rent_hir_re_est_S_11_Cen_P,Prof_scie_tech_S_01_Cens_M,Prof_scie_tech_S_01_Cens_F,Prof_scie_tech_S_01_Cens_P,Prof_scie_tech_S_06_Cens_M,Prof_scie_tech_S_06_Cens_F,Prof_scie_tech_S_06_Cens_P,Prof_scie_tech_S_11_Cens_M,Prof_scie_tech_S_11_Cens_F,Prof_scie_tech_S_11_Cens_P,Admin_supp_S_C06_M,Admin_supp_S_C06_F,Admin_supp_S_C06_P,Admin_supp_S_C11_M,Admin_supp_S_C11_F,Admin_supp_S_C11_P,Admin_supp_S_C16_M,Admin_supp_S_C16_F,Admin_supp_S_C16_P,Pub_admin_safet_C06_M,Pub_admin_safet_C06_F,Pub_admin_safet_C06_P,Pub_admin_safet_C11_M,Pub_admin_safet_C11_F,Pub_admin_safet_C11_P,Pub_admin_safet_C16_M,Pub_admin_safet_C16_F,Pub_admin_safet_C16_P,Educ_trn_C06_M,Educ_trn_C06_F,Educ_trn_C06_P,Educ_trn_C11_M,Educ_trn_C11_F,Educ_trn_C11_P,Educ_trn_C16_M,Educ_trn_C16_F,Educ_trn_C16_P,Hea_car_soc_assist_01_Cens_M,Hea_car_soc_assist_01_Cens_F,Hea_car_soc_assist_01_Cens_P,Hea_car_soc_assist_06_Cens_M,Hea_car_soc_assist_06_Cens_F,Hea_car_soc_assist_06_Cens_P,Hea_car_soc_assist_11_Cens_M,Hea_car_soc_assist_11_Cens_F,Hea_car_soc_assist_11_Cens_P,Arts_rec_S_C06_M,Arts_rec_S_C06_F,Arts_rec_S_C06_P,Arts_rec_S_C11_M,Arts_rec_S_C11_F,Arts_rec_S_C11_P,Arts_rec_S_C16_M,Arts_rec_S_C16_F,Arts_rec_S_C16_P,Oth_services_C06_M,Oth_services_C06_F,Oth_services_C06_P,Oth_services_C11_M,Oth_services_C11_F,Oth_services_C11_P,Oth_services_C16_M,Oth_services_C16_F,Oth_services_C16_P,Inad_descr_Ns_C06_M,Inad_descr_Ns_C06_F,Inad_descr_Ns_C06_P,Inad_descr_Ns_C11_M,Inad_descr_Ns_C11_F,Inad_descr_Ns_C11_P,Inad_descr_Ns_C16_M,Inad_descr_Ns_C16_F,Inad_descr_Ns_C16_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P
111,455,234,687,295,158,460,469,253,718,1961,122,2084,3065,281,3346,3279,370,3648,12245,2694,14940,12426,2923,15357,7626,2206,9831,1742,525,2272,2120,689,2807,1869,472,2342,9761,1564,11328,10831,1510,12344,12745,1800,14546,3418,1482,4899,3325,1385,4706,2360,978,3338,6916,10191,17112,6708,10634,17341,6580,9399,15985,3747,5734,9486,4461,6379,10834,5296,6905,12206,4832,1101,5932,5283,1274,6554,5117,1215,6336,1084,770,1853,937,754,1693,1043,638,1687,1700,3116,4817,1798,3366,5163,1896,3411,5307,1139,1143,2282,1112,1158,2271,1157,1133,2292,4718,3609,8327,5614,4256,9871,5363,4361,9723,1844,1957,3797,2176,2454,4634,2340,2747,5092,5242,3525,8775,5632,4048,9678,5749,4612,10361,3959,8360,12318,4414,9445,13861,4596,10420,15016,4392,15251,19642,5214,18373,23588,6366,21694,28060,807,799,1606,972,935,1910,1112,943,2056,3199,2492,5688,3619,2619,6233,3464,2955,6421,1894,1204,3095,1802,1216,3017,3527,1959,5485,75058,65886,140946,81797,73865,155658,81974,78471,160447
112,3401,1449,4849,2956,1186,4145,3256,1322,4581,191,25,223,438,50,492,548,34,578,4827,1702,6527,4646,1777,6424,3891,1568,5457,584,81,663,681,108,792,676,124,797,7138,850,7992,7422,873,8300,7819,924,8743,1903,973,2873,1820,910,2726,1224,557,1780,5117,6837,11958,4864,6821,11687,4643,6210,10849,3255,4372,7625,3619,4828,8446,3792,5037,8827,2422,656,3071,2505,736,3243,2542,781,3323,701,589,1290,626,547,1178,550,426,979,653,1079,1726,667,1045,1708,634,896,1531,803,893,1693,741,872,1611,763,940,1706,1854,1911,3769,2095,2229,4324,2242,2485,4731,1191,1153,2336,1561,1381,2938,1571,1930,3507,2588,1661,4254,2771,1845,4622,2821,1962,4784,2547,5001,7550,2784,5869,8652,2798,6525,9327,2624,8658,11278,3087,10760,13850,3574,11961,15538,717,547,1267,745,665,1409,856,678,1531,1894,1405,3297,1894,1438,3328,1911,1628,3537,1218,863,2084,1189,821,2015,2534,1787,4321,45624,40711,86339,47121,44769,91883,48656,47777,96427
113,6654,2377,9026,5921,1997,7919,5920,2148,8070,85,12,101,170,18,187,191,25,216,5715,1869,7580,5592,1820,7407,5363,1915,7274,803,137,938,899,173,1072,861,139,1002,3601,467,4067,4080,487,4569,4293,531,4823,1800,714,2513,1723,633,2357,1182,437,1620,3051,4748,7802,2933,4635,7569,2670,4240,6906,1405,2661,4063,1466,2850,4320,1509,2851,4365,2437,682,3125,2546,641,3194,2301,643,2940,355,275,624,267,225,495,262,195,451,413,793,1205,413,784,1202,329,696,1025,311,404,714,309,377,688,272,372,642,983,1164,2153,948,1270,2225,1035,1335,2371,636,936,1570,647,881,1528,783,1160,1940,3322,1651,4976,3549,1895,5439,3195,2008,5196,1736,3913,5645,1828,4225,6052,1579,4598,6183,1010,5436,6442,1190,6392,7582,1450,7190,8644,256,196,449,267,209,476,302,247,551,1402,982,2381,1465,1039,2501,1490,1015,2505,902,656,1560,911,654,1571,1803,931,2732,36875,30063,66940,37138,31197,68338,36781,32671,69453
114,971,453,1426,925,397,1328,993,446,1441,250,34,280,294,34,327,352,43,391,3619,978,4597,3629,970,4602,2477,832,3313,406,76,481,481,76,561,495,71,570,4146,633,4778,4240,557,4798,5353,652,6005,859,464,1325,910,430,1339,663,341,1002,2736,3903,6637,2655,3920,6573,2527,3739,6264,1704,2511,4217,1929,2822,4747,2249,3081,5330,1589,429,2023,1676,440,2113,1657,450,2106,338,285,621,319,266,579,306,202,504,346,595,943,388,599,984,421,565,983,412,576,991,432,561,990,412,600,1016,1234,1142,2377,1386,1349,2737,1462,1521,2980,766,661,1421,911,788,1702,1106,1207,2321,2522,1194,3713,2869,1425,4295,3028,1547,4576,1309,2839,4148,1309,3094,4404,1292,3476,4763,1108,4536,5644,1386,5683,7076,1579,6362,7940,394,320,713,433,412,848,425,388,815,1097,905,2007,1043,905,1952,1166,1039,2214,661,477,1130,644,462,1107,1484,872,2360,26476,23001,49480,27848,25204,53047,29453,27445,56899
115,882,588,1473,792,531,1328,859,542,1402,138,35,173,164,37,203,213,60,275,6723,3030,9755,6269,2893,9163,4684,2340,7027,687,196,883,818,238,1056,842,252,1093,7542,1734,9273,8160,1789,9949,9707,2179,11880,4660,2748,7402,4656,2718,7374,3356,2049,5405,5311,6453,11768,5315,6443,11763,5311,6277,11588,2186,2651,4840,2219,2749,4963,2560,2917,5478,2893,832,3725,2996,826,3829,2951,842,3796,1568,907,2475,1678,960,2637,1888,971,2860,3216,2720,5934,3379,2936,6322,3799,3217,7016,1083,1021,2109,1037,948,1982,1281,1145,2431,5488,4240,9723,5967,4547,10520,6436,4876,11316,1401,1401,2807,1461,1478,2935,1570,1665,3237,2813,1963,4778,2963,2216,5173,3198,2531,5723,2362,6519,8883,2643,7184,9827,2809,7956,10766,2196,7852,10042,2512,8771,11279,3024,9835,12861,635,644,1282,723,730,1451,828,782,1613,2388,1946,4332,2411,1910,4326,2381,2037,4416,1443,1053,2497,1399,1101,2504,3039,2108,5145,55617,48544,104152,57577,51001,108578,60733,54590,115320
116,333,346,675,349,302,654,379,307,692,88,28,115,123,24,143,163,47,207,12418,5114,17539,12073,4994,17070,8819,3770,12590,933,307,1241,1221,396,1618,1203,356,1567,7525,1142,8666,8167,1281,9455,10510,1748,12256,5120,2941,8059,5494,3034,8525,4496,2477,6972,5709,7265,12976,6467,8072,14537,7599,8532,16133,2712,3326,6033,3266,3841,7106,3974,4535,8514,6898,1897,8795,7924,2122,10048,9087,2421,11514,1480,844,2322,1687,924,2609,2097,1014,3120,2516,3999,6520,3270,4611,7877,4074,4723,8797,765,729,1498,786,765,1555,997,883,1882,3188,2631,5820,4226,3174,7401,5236,3830,9067,1975,2024,4000,2211,2249,4460,2691,2556,5242,4066,3078,7143,4819,3595,8411,5074,4198,9269,1805,4557,6367,2213,5438,7652,2655,6957,9610,2363,9245,11604,3243,12082,15322,4225,15128,19356,599,516,1118,772,641,1407,847,745,1595,3022,1689,4710,3250,1825,5074,3301,2124,5425,2464,1491,3956,2435,1576,4010,5725,3156,8885,65969,53175,119145,73993,60946,134941,83150,69529,152682
117,108,76,182,80,65,144,186,108,289,81,51,133,149,86,235,188,76,270,4337,2266,6599,4165,2315,6485,3232,1901,5124,421,178,597,554,209,761,607,238,851,3681,734,4415,4434,903,5332,6509,1256,7762,3135,2178,5308,3419,2428,5849,2498,1868,4362,5013,5322,10330,5398,6098,11500,6015,7121,13137,5946,4867,10811,7384,5718,13099,10013,8544,18557,4101,1725,5834,4323,1776,6104,4787,2040,6827,3669,3047,6714,4580,3652,8230,4661,3693,8360,5429,4493,9917,7170,5452,12617,7749,5897,13650,1141,964,2104,1402,1130,2533,1868,1602,3470,8486,6903,15387,11884,9199,21077,14396,11517,25908,2558,2614,5176,3128,3125,6253,3501,3737,7245,4429,3309,7743,5045,3899,8946,5895,4873,10763,3723,5316,9042,4790,6734,11527,5765,8453,14222,3379,7013,10399,4099,8929,13026,4807,10809,15619,1873,1364,3239,2346,1880,4220,2706,2278,4985,2152,1821,3975,2215,2208,4423,2615,2661,5274,1908,1347,3264,1913,1425,3334,4436,3348,7785,65572,55596,121169,78465,67228,145698,92445,82018,174465
118,149,89,237,140,84,226,194,95,288,106,61,164,188,81,276,162,55,214,3465,1782,5247,3220,1760,4987,2260,1349,3611,408,155,559,498,175,674,465,166,634,4815,879,5699,5726,1020,6748,7254,1208,8454,3002,2223,5223,3024,2280,5300,2042,1616,3653,4219,5586,9803,4017,5525,9542,3998,5650,9648,4300,3791,8091,4278,3727,8006,4595,4348,8945,3138,1530,4662,3135,1585,4719,3233,1505,4738,2772,2695,5467,3049,2995,6051,2899,2898,5798,5851,4583,10427,6770,4821,11587,6908,4880,11787,1583,1397,2979,1700,1419,3115,2142,1762,3900,8554,7287,15837,10276,8633,18911,10908,9618,20529,1996,2575,4570,2220,2599,4812,2430,2925,5359,3970,2635,6607,3607,2792,6396,3502,3046,6546,3191,6403,9594,3791,7241,11033,4293,8339,12629,3627,9045,12673,3839,10178,14013,4260,11204,15465,1524,1308,2829,1758,1521,3279,1964,1700,3664,1736,1887,3625,1707,2033,3744,1669,2304,3979,1736,1419,3155,1688,1463,3154,3263,2777,6040,60134,57308,117439,64652,61930,126577,68442,67441,135879
119,180,77,261,157,71,229,291,157,446,85,47,134,123,57,178,142,81,223,14667,7005,21675,13232,6383,19610,9442,4627,14070,1286,313,1600,1347,348,1691,1173,336,1507,13129,1826,14952,14030,1832,15862,18374,2488,20864,7227,4376,11601,7211,4423,11630,5047,3263,8312,10636,12157,22794,11062,12299,23364,12081,13470,25549,7878,6448,14329,9596,7322,16913,11362,8733,20092,12462,4089,16549,13740,4440,18182,14100,4458,18554,3002,1939,4942,3086,1909,4998,3152,1898,5050,5261,7084,12353,5977,7346,13318,6962,7316,14280,1764,1512,3272,1861,1662,3523,2325,2000,4331,7030,6389,13419,8651,7117,15764,10592,8241,18835,3469,3677,7150,4213,4148,8363,5058,5180,10238,6250,4282,10533,6680,4909,11589,6876,5312,12193,3652,8490,12140,4284,9839,14115,5125,12217,17341,4479,14064,18546,5322,17446,22766,6600,21110,27707,1393,1073,2468,1694,1228,2922,1940,1485,3427,5140,3233,8376,5306,3668,8974,5424,4278,9703,4301,2704,7000,4257,2770,7027,9166,5512,14679,113301,90781,204082,121820,99202,221024,135242,112165,247411
120,151,50,204,123,57,175,182,92,276,84,51,133,108,69,176,130,64,199,5154,2756,7911,4914,2733,7646,3695,2161,5854,572,231,804,641,261,899,602,267,872,5746,1069,6809,6130,1141,7270,7716,1469,9185,3910,2561,6469,4046,2762,6803,3040,2034,5080,5370,6074,11440,5468,6154,11626,5858,6596,12449,4331,3476,7805,5112,3873,8988,6148,4791,10943,3597,1362,4963,3711,1422,5134,3877,1443,5321,2735,2464,5197,3086,2543,5627,3239,2572,5811,4745,4942,9684,5650,5395,11051,6339,5759,12098,1306,1163,2468,1479,1271,2750,1898,1620,3513,7544,6654,14193,9049,7641,16692,10651,8627,19279,2215,2434,4647,2546,2566,5111,2779,2781,5562,3496,3204,6701,3871,3652,7523,4065,4079,8143,3246,7191,10439,3743,8171,11907,4252,9179,13425,3671,9390,13065,4252,11083,15333,4794,12661,17455,1195,1057,2251,1448,1289,2735,1647,1460,3108,2202,1931,4131,2243,2136,4378,2262,2381,4639,1839,1317,3153,1844,1402,3245,4017,2885,6900,63102,59377,122479,69448,65614,135063,77193,72924,150117
121,337,230,568,270,186,451,387,235,618,286,75,360,403,133,532,384,164,553,6207,3293,9505,5850,3227,9072,4477,2753,7235,784,298,1082,813,323,1139,841,313,1157,6185,1514,7697,6543,1629,8177,7667,1868,9536,6109,4070,10176,6136,4121,10258,4679,3272,7955,7331,8302,15632,6690,7891,14582,7010,8226,15238,4739,4250,8993,4979,4479,9459,5666,5129,10792,3394,1388,4781,3419,1348,4773,3463,1467,4935,4738,3605,8346,5073,3856,8928,5357,3769,9128,11414,7929,19346,12348,8370,20715,12762,8910,21667,2250,1946,4198,2359,2026,4389,2807,2536,5348,17782,12523,30303,20038,13901,33934,20807,14858,35662,3073,3582,6652,3206,3341,6546,3148,3454,6600,4120,3165,7281,4271,3541,7813,4537,4174,8709,4298,10048,14342,4951,11040,15997,5579,12541,18123,5186,14191,19375,5805,16114,21916,6716,17987,24703,1343,1299,2639,1550,1452,3003,1830,1653,3480,2590,2621,5206,2549,2761,5314,2664,3155,5813,2504,1962,4463,2194,1944,4141,4725,3746,8474,94656,86287,180947,99469,91683,191143,105508,100210,205722
122,220,110,331,180,109,293,257,166,429,119,37,158,179,41,222,165,63,228,5604,2745,8348,5151,2478,7625,3647,2052,5693,606,167,771,648,167,822,576,181,758,8096,1396,9488,8616,1389,10003,10010,1577,11582,4292,3242,7537,4382,3405,7786,2931,2348,5278,5575,6702,12280,5139,6610,11747,5297,6517,11820,3266,3218,6486,3382,3318,6698,3909,3851,7764,2632,990,3625,2578,946,3522,2627,976,3608,2522,1813,4331,2701,1866,4569,2715,1935,4653,4453,3351,7801,4921,3528,8452,5191,3546,8741,1356,1309,2660,1452,1318,2771,1630,1486,3115,7770,6100,13872,9119,6890,16010,9464,7653,17115,2034,2311,4344,2304,2367,4664,2376,2521,4898,2953,1954,4904,2939,2068,5011,3050,2365,5408,2401,5961,8365,2744,6704,9450,2991,8047,11043,2212,8638,10854,2410,9828,12235,2826,11097,13921,956,863,1821,1161,1046,2206,1367,1225,2590,2234,2151,4381,2373,2324,4690,2283,2531,4815,1671,1342,3013,1504,1345,2850,3527,2696,6223,60984,54375,115362,63881,57750,121635,66843,62839,129685
123,489,275,768,459,291,753,522,332,855,549,45,595,655,44,700,627,59,683,10868,3943,14807,10475,3826,14309,7598,3060,10652,909,220,1124,1114,263,1380,1083,299,1384,7230,1127,8358,8048,1214,9257,10951,1703,12656,3427,1780,5213,3656,1850,5505,2882,1383,4264,4867,7031,11896,4927,6829,11750,5441,7390,12830,2177,3241,5417,2399,3607,6006,2934,4143,7071,6363,1720,8085,6732,1832,8563,7016,2002,9018,988,606,1593,969,606,1573,1011,534,1539,1615,2589,4197,1795,2594,4382,2190,2525,4709,826,899,1725,774,917,1691,940,993,1937,2314,2483,4800,2473,2663,5134,2889,2971,5860,1353,1689,3044,1625,1900,3522,1874,2142,4018,3692,2659,6348,4082,3002,7090,4302,3507,7805,2096,5469,7571,2302,6213,8515,2530,7325,9856,1695,7716,9409,1879,9721,11600,2471,11614,14087,611,550,1167,720,666,1386,783,728,1510,2483,1546,4034,2622,1646,4267,2684,1858,4538,1655,1027,2677,1658,1118,2777,4268,2268,6540,56229,46601,102828,59367,50786,110158,64990,56812,121806
124,606,470,1078,563,436,999,785,536,1317,289,46,340,327,38,365,327,37,366,11438,4001,15433,10813,3669,14484,7672,2928,10599,1355,451,1809,1558,479,2037,1586,438,2030,10146,1558,11707,10741,1594,12340,13855,2283,16142,4326,2160,6486,4371,2326,6697,3252,1729,4986,6426,8985,15413,6141,8802,14940,6240,8455,14701,3100,4812,7913,3280,4780,8059,3692,5519,9211,6570,1643,8212,6947,1756,8712,6963,1933,8894,1485,848,2331,1408,781,2193,1314,729,2045,2088,3158,5243,2082,3143,5219,2357,3080,5445,1003,1144,2143,947,1103,2056,1098,1269,2361,3255,3052,6307,3255,3281,6536,3552,3525,7077,1808,1916,3720,2063,2075,4135,2245,2436,4685,6319,4420,10737,6430,4956,11385,6066,5299,11368,3438,7731,11166,3595,8615,12211,3755,9706,13462,2795,10954,13750,3020,12734,15746,3356,14056,17412,899,877,1783,1103,1029,2137,1230,1163,2399,3196,2176,5372,3334,2290,5620,3296,2384,5679,1970,1294,3267,2008,1349,3358,4660,2515,7171,72514,61697,134212,73996,65242,139239,77312,70022,147331
125,189,99,293,163,104,268,278,130,401,89,48,142,108,55,166,144,53,199,12384,5321,17706,11870,5346,17220,8720,4243,12961,933,299,1232,1133,375,1513,1075,335,1412,9589,1423,11013,10658,1579,12232,14926,2145,17077,6144,3532,9671,6557,3717,10274,4951,2926,7880,7698,8117,15820,8636,8636,17278,9421,9037,18450,4938,4210,9152,5987,4864,10854,6964,5758,12724,6579,1771,8355,7606,1869,9474,8466,2064,10532,2269,1352,3627,2717,1510,4229,3000,1462,4468,3947,5088,9035,5017,5594,10612,6119,5639,11754,1189,1040,2225,1209,1076,2283,1567,1320,2888,5682,4313,9994,7603,5130,12731,10219,6188,16410,2646,2421,5069,3301,2802,6099,4059,3290,7349,4457,3346,7810,5037,3863,8898,5440,4306,9752,2812,6149,8962,3422,7052,10474,3947,8755,12701,3715,11142,14854,4719,14141,18857,5777,17405,23177,906,716,1622,1134,832,1969,1353,954,2304,3571,2199,5766,3813,2365,6171,3864,2689,6552,3114,1824,4939,3338,2112,5454,8155,4293,12449,82859,64418,147279,94034,73013,167044,108452,82998,191445
126,94,77,169,73,49,123,127,77,198,61,31,90,82,38,118,92,44,140,3506,1912,5417,3353,1863,5213,2524,1623,4146,447,151,603,461,131,594,407,174,581,3349,723,4072,3542,776,4324,4282,913,5191,2806,1932,4733,2899,1971,4871,2351,1755,4102,3413,3948,7359,3282,3770,7050,3649,4015,7664,2213,1982,4200,2390,2031,4419,2933,2576,5511,1804,614,2416,1870,643,2510,1993,662,2654,1588,1078,2665,1926,1265,3190,2183,1351,3535,2872,2468,5339,3343,2703,6047,3792,3030,6819,758,660,1414,796,653,1446,1074,926,2004,5161,3866,9028,5988,4307,10295,6810,4904,11708,1277,1234,2513,1353,1261,2607,1434,1414,2847,2165,1469,3629,2082,1584,3674,2223,1762,3984,2221,4624,6842,2514,5036,7545,2781,5649,8432,2222,6294,8516,2472,7018,9482,3000,7904,10902,530,427,960,633,509,1143,712,557,1269,1508,1189,2697,1498,1287,2784,1469,1402,2866,998,824,1820,1032,756,1787,2288,1742,4034,38977,35522,74506,41568,37645,79217,46131,42468,88601
127,683,417,1102,643,467,1118,791,602,1387,84,30,122,90,30,125,213,38,249,16279,7077,23353,15379,6767,22147,11244,5228,16470,732,230,961,896,316,1215,963,308,1272,10397,1479,11878,10916,1447,12359,14547,1957,16506,4927,2849,7778,5026,2816,7845,3885,2243,6129,6627,8115,14742,6976,8589,15568,7722,9102,16825,3209,3639,6851,3716,4309,8027,4385,5168,9551,7258,2078,9341,8158,2158,10311,9093,2550,11645,1457,835,2291,1451,819,2276,1548,796,2338,2207,3640,5845,2614,3928,6541,3112,3990,7098,933,843,1776,948,842,1787,1176,1061,2233,3035,2865,5897,3461,2996,6456,4045,3617,7660,2133,2351,4480,2258,2512,4761,2610,2923,5534,4287,2720,7003,4719,3077,7796,4867,3595,8461,1573,4350,5924,1959,5296,7254,2551,7378,9934,2147,8442,10592,2629,10609,13245,3436,13168,16602,703,607,1305,852,719,1573,984,871,1858,3415,2042,5458,3632,2355,5988,3886,2979,6862,3336,1979,5314,3287,2144,5424,7464,4155,11616,75421,56589,132004,79615,62206,141817,88508,71706,160218
128,122,56,179,77,51,123,132,70,203,85,21,113,169,34,200,170,40,206,7216,2746,9962,6323,2453,8768,4197,1864,6061,924,219,1138,1065,219,1288,893,204,1098,7645,1222,8868,8382,1257,9644,10094,1409,11504,3382,2138,5519,3216,2057,5273,2278,1371,3652,4829,6679,11509,4724,6352,11075,4435,5935,10375,2725,3094,5821,2674,3108,5774,2875,3225,6098,5689,2192,7874,5541,2246,7792,5130,2175,7302,1334,806,2141,1279,806,2088,1296,743,2037,2983,3344,6329,3009,3333,6336,3142,3148,6290,1133,1122,2261,1057,1112,2172,1135,1210,2348,4408,4129,8536,4814,4585,9395,5043,4715,9760,1365,1725,3092,1488,1827,3317,1574,2018,3590,4217,2742,6959,4484,3055,7538,4317,3295,7614,2334,6411,8745,2547,7160,9705,2551,7976,10526,1930,8130,10061,2095,9294,11387,2408,10258,12670,803,724,1525,933,810,1735,1087,936,2027,2438,1853,4299,2265,1951,4218,2341,2122,4459,1322,942,2263,1274,1016,2293,2777,1833,4606,56888,50311,107203,57399,52718,110119,57892,54544,112434
197,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,3,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,5,6,0,0,0,0,3,3,0,9,16,0,0,0,0,0,0,3,3,9,21,0,21,13,0,13,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,6,9,0,0,0,0,0,0,7,0,7,12,5,18,0,0,0,3,0,3,0,0,0,0,0,0,3,3,9,0,0,0,0,3,3,7,17,18,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,11,7,13,33,7,43,24,11,32,59,72,130
199,107,33,142,98,43,142,79,64,143,39,3,46,55,9,67,30,7,35,234,48,280,201,62,261,134,41,173,32,3,35,26,0,30,23,3,30,245,30,279,316,18,338,359,27,389,98,40,140,95,43,144,48,23,63,127,146,278,124,136,256,119,108,223,188,167,356,173,201,376,191,196,389,165,33,191,143,33,175,152,23,175,49,33,82,58,46,104,30,27,62,56,56,109,58,46,102,42,44,92,20,22,41,26,19,45,26,20,51,132,83,218,157,131,285,135,84,222,83,54,131,78,55,135,84,72,155,219,98,318,179,85,271,134,74,207,76,89,165,82,126,206,61,124,185,79,215,287,86,247,336,83,186,272,79,45,124,66,43,112,62,49,107,77,33,105,74,44,121,71,42,109,124,48,175,104,59,166,174,72,248,2210,1281,3493,2208,1444,3649,2042,1291,3331
201,2061,747,2806,1905,692,2592,1963,706,2663,241,37,282,389,58,443,457,66,526,5768,1870,7639,5350,1692,7047,4093,1436,5527,392,92,480,525,136,657,494,132,624,4089,515,4603,5125,565,5690,5490,621,6113,1285,509,1795,1205,467,1672,1033,343,1373,3032,4162,7195,3147,4589,7737,3049,4132,7177,1473,2444,3910,1747,2830,4576,2010,2948,4958,1876,403,2281,2104,552,2653,2048,575,2627,756,653,1408,684,454,1137,739,460,1200,450,625,1076,475,666,1147,448,615,1065,380,306,684,367,334,701,389,374,766,1389,1156,2548,1817,1474,3294,1782,1612,3389,650,663,1316,781,780,1561,792,936,1728,1675,1557,3230,1905,2029,3936,2059,2079,4140,1751,3478,5237,1874,3998,5867,2026,4666,6692,1626,5850,7474,1949,7304,9257,2211,8376,10590,501,434,937,540,561,1097,687,647,1338,1148,857,2007,1260,976,2229,1301,1033,2334,760,543,1305,741,516,1255,1622,949,2573,31304,26915,58217,33886,30669,64554,34677,32713,67396
