SA4_CODE_2016,C16_P_NatPhy_sci_15_19,C16_P_NatPhy_sci_20_24,C16_P_NatPhy_sci_25_34,C16_P_NatPhy_sci_35_44,C16_P_NatPhy_sci_45_54,C16_P_NatPhy_sci_55_64,C16_P_NatPhy_sci_65_74,C16_P_NatPhy_sci_75_84,C16_P_NatPhy_sci_85_ov,C16_P_NatPhy_sci_Tot,C16_P_InfTec_15_19,C16_P_InfTec_20_24,C16_P_InfTec_25_34,C16_P_InfTec_35_44,C16_P_InfTec_45_54,C16_P_InfTec_55_64,C16_P_InfTec_65_74,C16_P_InfTec_75_84,C16_P_InfTec_85_ov,C16_P_InfTec_Tot,C16_P_EngRT_15_19,C16_P_EngRT_20_24,C16_P_EngRT_25_34,C16_P_EngRT_35_44,C16_P_EngRT_45_54,C16_P_EngRT_55_64,C16_P_EngRT_65_74,C16_P_EngRT_75_84,C16_P_EngRT_85_ov,C16_P_EngRT_Tot,C16_P_ArchBuild_15_19,C16_P_ArchBuild_20_24,C16_P_ArchBuild_25_34,C16_P_ArchBuild_35_44,C16_P_ArchBuild_45_54,C16_P_ArchBuild_55_64,C16_P_ArchBuild_65_74,C16_P_ArchBuild_75_84,C16_P_ArchBuild_85o,C16_P_Arch_building_Tot,C16_P_AgEnv_RS_15_19,C16_P_AgEnv_RS_20_24,C16_P_AgEnv_RS_25_34,C16_P_AgEnv_RS_35_44,C16_P_AgEnv_RS_45_54,C16_P_AgEnv_RS_55_64,C16_P_AgEnv_RS_65_74,C16_P_AgEnv_RS_75_84,C16_P_AgEnv_RS_85o,C16_P_AgEnv_RS_Tot,C16_P_Health_15_19,C16_P_Health_20_24,C16_P_Health_25_34,C16_P_Health_35_44,C16_P_Health_45_54,C16_P_Health_55_64,C16_P_Health_65_74,C16_P_Health_75_84,C16_P_Health_85o,C16_P_Healt_To,C16_P_Educ_15_19,C16_P_Educ_20_24,C16_P_Educ_25_34,C16_P_Educ_35_44,C16_P_Educ_45_54,C16_P_Educ_55_64,C16_P_Educ_65_74,C16_P_Educ_75_84,C16_P_Educ_85o,C16_P_Educ_Tot,C16_P_MngtCom_15_19,C16_P_MngtCom_20_24,C16_P_MngtCom_25_34,C16_P_MngtCom_35_44,C16_P_MngtCom_45_54,C16_P_MngtCom_55_64,C16_P_MngtCom_65_74,C16_P_MngtCom_75_84,C16_P_MngtCom_85o,C16_P_MngtCom_Tot,C16_P_Soc_cult_15_19,C16_P_Soc_cult_20_24,C16_P_Soc_cult_25_34,C16_P_Soc_cult_35_44,C16_P_Soc_cult_45_54,C16_P_Soc_cult_55_64,C16_P_Soc_cult_65_74,C16_P_Soc_cult_75_84,C16_P_Soc_cult_85o,C16_P_Society_cultur_Tot,C16_P_Creative_art_15_19,C16_P_Creative_art_20_24,C16_P_Creative_art_25_34,C16_P_Creative_art_35_44,C16_P_Creative_art_45_54,C16_P_Creative_art_55_64,C16_P_Creative_art_65_74,C16_P_Creative_art_75_84,C16_P_Creative_art_85o,C16_P_Creative_arts_Tot,C16_P_FoodHos_PS_15_19,C16_P_FoodHos_PS_20_24,C16_P_FoodHos_PS_25_34,C16_P_FoodHos_PS_35_44,C16_P_FoodHos_PS_45_54,C16_P_FoodHos_PS_55_64,C16_P_FoodHos_PS_65_74,C16_P_FoodHos_PS_75_84,C16_P_FoodHos_PS_85o,C16_P_Foo_hos_pers_S_Tot,C16_P_MixFld_pr_15_19,C16_P_MixFld_pr_20_24,C16_P_MixFld_pr_25_34,C16_P_MixFld_pr_35_44,C16_P_MixFld_pr_45_54,C16_P_MixFld_pr_55_64,C16_P_MixFld_pr_65_74,C16_P_MixFld_pr_75_84,C16_P_MixFld_pr_85_ov,C16_P_MixFld_pr_Tot,C16_P_FldStu_ID_15_19,C16_P_FldStu_ID_20_24,C16_P_FldStu_ID_25_34,C16_P_FldStu_ID_35_44,C16_P_FldStu_ID_45_54,C16_P_FldStu_ID_55_64,C16_P_FldStu_ID_65_74,C16_P_FldStu_ID_75_84,C16_P_FldStu_ID_85o,C16_P_FldStu_ID_Tot,C16_P_FldStu_NS_15_19,C16_P_FldStu_NS_20_24,C16_P_FldStu_NS_25_34,C16_P_FldStu_NS_35_44,C16_P_FldStu_NS_45_54,C16_P_FldStu_NS_55_64,C16_P_FldStu_NS_65_74,C16_P_FldStu_NS_75_84,C16_P_FldStu_NS_85o,C16_P_FldStu_NS_T,C16_P_Tot_15_19,C16_P_Tot_20_24,C16_P_Tot_25_34,C16_P_Tot_35_44,C16_P_Tot_45_54,C16_P_Tot_55_64,C16_P_Tot_65_74,C16_P_Tot_75_84,C16_P_Tot_85o,C16_P_T_T
399,4,23,48,13,12,17,16,0,3,130,3,7,18,13,17,15,4,0,0,87,8,45,185,114,148,224,223,52,7,989,3,26,89,54,52,81,87,18,3,415,6,11,41,27,29,20,18,3,0,156,7,43,133,53,81,141,86,10,0,542,0,12,46,25,40,81,66,13,0,281,16,98,214,114,117,166,105,21,0,854,7,88,180,71,78,123,64,5,0,616,4,42,91,26,14,15,19,3,0,218,13,43,76,52,43,60,47,0,0,340,0,3,3,3,0,3,0,0,0,16,3,9,9,15,9,19,10,3,0,71,79,241,579,474,447,461,311,94,18,2696,159,682,1709,1058,1085,1426,1050,215,24,7409
401,11,442,1388,1467,1271,1131,768,283,118,6878,39,230,1213,1237,804,432,152,21,3,4128,93,957,3213,3182,3669,2995,2317,1297,539,18265,83,581,1445,1251,1343,1117,741,414,148,7124,34,193,553,613,599,482,270,108,46,2894,67,999,4240,3854,4127,3977,2469,1115,536,21389,22,311,1659,1974,2344,3367,2620,899,350,13554,176,1923,6633,6978,6415,4200,2578,937,362,30193,221,1215,3926,4085,3822,3722,2623,770,239,20628,118,678,1764,1378,1066,761,471,187,81,6511,194,646,1424,1175,1211,712,491,157,64,6070,48,66,21,28,29,24,50,52,25,342,21,95,371,453,413,329,227,90,58,2054,1119,1312,2379,2070,2395,2215,1961,1567,1210,16229,2238,9650,30240,29750,29512,25472,17726,7900,3775,156262
402,11,334,1172,1091,727,495,289,91,18,4219,92,389,1842,1467,682,427,134,20,3,5044,256,1823,6115,5811,6018,5152,4119,2217,611,32126,236,885,2083,1396,1371,1237,1005,591,167,8978,45,270,762,638,551,363,175,53,14,2863,138,1194,4370,3640,3221,2799,1245,518,155,17285,30,511,2355,2307,1827,1981,1401,461,132,11004,409,2229,8670,7643,5504,3628,1893,610,178,30758,461,2046,5791,5000,4448,3042,1387,338,79,22592,139,583,1298,864,526,361,231,92,26,4109,387,1276,3025,2046,1573,996,612,206,68,10189,31,51,74,72,90,76,83,85,34,601,30,113,562,527,359,246,174,81,39,2139,1876,1850,4324,3767,3650,3268,3043,2741,1534,26056,4143,13551,42428,36269,30546,24080,15792,8109,3059,177963
403,3,430,1259,1202,1022,888,634,258,54,5749,58,236,1066,1185,760,482,152,17,0,3952,183,1133,4023,4460,5027,4706,4003,2107,795,26439,150,757,2160,1644,1642,1494,1060,588,206,9707,55,232,756,748,642,431,203,88,30,3190,101,1157,4442,4200,4304,4208,2119,909,376,21821,33,420,2189,2444,2379,3229,2647,756,287,14386,312,1582,6451,7397,6212,4850,2863,1029,453,31146,338,1616,4587,4912,4523,3824,2199,632,182,22799,127,546,1408,1212,816,561,395,163,57,5286,296,972,2215,1872,1487,988,805,268,89,8996,26,40,37,46,55,48,69,85,39,449,17,90,345,500,437,332,230,114,51,2123,1233,1235,2629,2482,2624,2762,2670,2318,1861,19815,2927,10442,33562,34306,31926,28803,20055,9335,4493,175852
404,11,236,879,774,587,418,230,75,27,3228,43,222,1057,877,470,248,65,15,0,3003,111,810,3159,2876,3338,2808,2090,1209,509,16911,79,439,1298,873,932,732,453,317,108,5227,27,102,384,322,276,178,91,32,10,1419,53,820,3044,2223,1930,1817,824,332,154,11203,8,265,1479,1343,1370,1667,1067,333,131,7663,185,1440,5557,4896,3592,2378,1247,497,208,19998,204,965,3278,2826,2454,1961,885,232,71,12881,44,392,1257,824,565,367,168,57,19,3691,182,630,1609,1193,1073,643,418,169,55,5974,21,25,39,30,59,56,84,70,32,409,18,78,340,338,265,210,109,73,30,1465,874,927,2119,1822,2004,1817,1705,1582,1274,14124,1854,7361,25492,21217,18916,15288,9442,4989,2639,107199
405,0,31,173,194,169,162,116,27,8,870,16,33,90,93,64,60,31,0,0,383,88,458,1270,1276,1548,1737,1432,612,161,8574,39,141,347,277,392,441,375,178,43,2232,67,176,477,572,462,372,191,57,23,2402,25,220,649,668,997,1365,668,258,71,4926,6,132,604,669,603,905,702,187,55,3858,58,271,1031,1267,1243,983,522,174,56,5608,78,271,772,867,1039,981,482,106,25,4618,14,50,139,128,113,114,76,28,13,686,84,242,590,565,453,340,244,71,17,2602,0,3,7,12,16,13,28,33,31,148,7,20,57,75,105,77,64,33,13,451,688,362,760,881,1257,1479,1495,1050,619,8588,1166,2419,6964,7532,8463,9020,6425,2805,1146,45935
406,0,18,103,90,59,49,38,5,5,365,3,17,69,61,51,32,11,5,0,244,66,466,1389,1333,1495,1340,826,392,104,7413,11,117,325,251,311,327,251,120,27,1738,30,84,279,303,242,134,82,25,10,1194,14,153,572,536,702,724,279,99,35,3117,15,154,648,507,437,487,337,90,33,2702,42,267,923,890,759,591,256,59,21,3806,54,222,717,698,721,524,238,46,9,3233,4,24,109,76,66,56,19,12,3,375,46,167,478,402,285,206,124,40,7,1763,3,7,18,18,13,18,15,21,9,120,5,18,54,58,74,40,36,20,8,307,636,672,1466,1238,1414,1323,1037,745,400,8920,936,2378,7149,6464,6627,5846,3556,1681,653,35294
407,7,30,196,216,213,239,217,58,13,1200,31,65,152,155,105,99,61,8,0,681,131,697,1861,1977,2372,2433,2215,1111,312,13101,70,291,700,568,609,709,587,291,79,3901,81,266,813,1073,958,641,415,147,60,4461,47,298,1044,1101,1556,1880,1182,462,162,7729,17,184,858,974,1007,1426,1283,381,98,6234,171,666,1850,2124,2013,1756,1193,404,129,10309,192,516,1409,1445,1701,1610,932,231,47,8082,29,112,245,249,179,217,152,66,26,1273,204,476,1024,906,776,571,451,141,38,4588,20,15,35,23,41,37,57,35,22,274,12,37,93,123,165,113,135,46,27,764,1141,802,1722,1904,2248,2321,2494,1895,1206,15748,2151,4459,12004,12846,13941,14052,11386,5277,2215,78327
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
499,0,3,13,3,9,3,3,0,0,32,0,0,5,3,0,0,0,0,0,11,3,21,61,33,28,42,36,10,5,229,0,3,22,11,13,10,13,3,0,83,0,3,10,7,9,3,8,0,0,40,0,3,25,17,25,18,3,0,0,92,0,0,11,7,11,12,13,0,0,51,3,15,60,14,25,28,16,0,3,167,3,9,36,16,28,19,15,0,0,130,3,10,14,9,8,0,5,0,0,43,4,8,20,14,6,9,3,0,0,66,0,0,0,0,0,4,0,0,0,10,0,3,0,3,10,0,0,0,0,18,33,51,112,127,152,89,49,12,3,630,49,128,393,264,317,247,159,30,10,1595
501,7,82,357,502,377,281,179,58,19,1861,43,85,227,202,145,90,42,11,0,852,214,920,2617,3000,3049,2714,1927,753,181,15379,100,348,1070,990,984,905,591,256,53,5289,52,143,513,689,578,441,268,117,25,2821,91,254,1205,1467,1535,1711,1002,430,114,7808,51,165,978,1610,1675,1669,940,326,65,7480,245,682,2084,2346,2166,1630,1068,334,81,10635,223,414,1169,1488,1414,1230,651,170,43,6794,63,146,375,396,300,247,190,74,23,1814,128,408,1167,1131,878,543,341,91,39,4728,24,20,29,21,26,22,32,34,10,212,5,29,123,178,178,131,79,29,9,761,1236,752,1875,2114,2303,2241,2035,1538,829,14921,2478,4447,13799,16132,15601,13852,9344,4224,1491,81362
502,0,47,148,147,137,109,91,26,20,722,42,83,138,137,86,60,37,7,3,587,111,453,1387,1523,1663,1540,1447,785,204,9098,51,195,534,465,558,415,423,285,69,2993,27,48,164,198,168,115,107,46,16,879,41,191,551,622,746,766,555,275,69,3810,33,134,486,706,764,761,428,232,54,3597,118,333,967,1150,1183,944,842,391,79,6001,115,324,747,773,767,653,408,129,30,3947,38,105,162,125,109,95,81,71,15,804,106,282,653,548,474,370,278,97,24,2832,13,13,5,17,13,22,36,29,8,152,10,20,69,75,101,70,59,33,9,434,471,386,876,922,1050,1060,1176,1057,551,7551,1156,2621,6884,7411,7807,6962,5961,3470,1140,43409
503,9,739,1646,1120,1069,829,507,188,82,6193,16,125,810,700,441,227,64,17,0,2406,37,838,3515,2488,1996,1672,1065,553,194,12373,22,275,1230,750,727,555,333,183,66,4137,5,87,358,273,225,143,104,78,18,1304,24,688,3267,2504,2545,2178,1396,780,333,13714,18,178,951,988,1376,1737,1187,507,197,7136,110,1342,5595,4777,4355,2673,1551,626,244,21262,80,943,3522,2717,2452,2081,1379,488,159,13824,75,648,1589,916,631,426,281,99,36,4706,69,327,1061,558,468,300,191,78,39,3088,38,54,40,14,15,20,20,19,10,226,15,96,278,260,258,186,112,71,20,1285,615,1241,3774,2065,1761,1578,1310,1024,752,14127,1128,7589,27637,20126,18323,14606,9493,4706,2163,105767
504,3,288,931,890,677,447,230,69,17,3555,79,231,962,847,496,212,66,8,0,2909,219,1431,4745,4367,4332,3611,2336,984,218,22233,96,517,1595,1180,1039,852,638,304,59,6282,36,116,435,503,383,250,120,59,14,1915,80,667,2510,2089,1894,1548,850,378,92,10119,52,312,1544,1898,1937,1690,889,339,85,8744,271,1332,5452,4869,3811,2476,1292,436,122,20064,218,920,3006,2897,2294,1806,902,207,46,12290,110,528,1264,926,632,388,207,72,18,4144,225,708,2028,1455,1083,711,410,120,34,6780,41,34,51,37,43,36,47,56,15,354,18,83,367,321,296,195,111,53,19,1443,1219,1538,3709,3278,2977,2305,1941,1512,1085,19574,2661,8703,28602,25559,21882,16520,10034,4605,1829,120407
505,30,805,2171,2116,1638,1044,615,195,47,8659,102,465,2058,2169,1292,587,170,20,3,6858,347,2605,9151,9094,8839,7340,4718,2212,606,44914,241,1391,4831,3658,3347,2304,1423,789,161,18155,31,228,916,872,688,414,201,83,27,3455,192,1751,6443,5680,5185,3848,2113,900,281,26388,125,778,3805,4486,4670,4015,2229,864,238,21208,614,2889,12268,12494,10197,6249,3805,1446,449,50417,503,2109,6682,6257,4809,3652,1815,513,136,26470,268,1072,2558,1827,1089,669,413,190,52,8137,387,1323,4010,3039,2622,1495,871,289,86,14128,58,63,86,96,83,70,91,89,35,667,25,177,644,620,601,392,223,130,37,2843,2184,2276,6145,5086,4714,3799,3223,2801,2022,32253,5108,17928,61768,57480,49779,35880,21902,10526,4175,264558
506,30,787,2508,2138,1543,979,608,163,43,8799,148,568,2645,2208,1018,469,130,18,0,7210,382,3159,10713,9560,8259,6597,4419,1985,498,45562,176,1090,3061,1974,1743,1600,1136,611,182,11585,56,266,895,840,668,445,284,122,34,3604,192,1696,6106,4444,3674,3194,1815,801,213,22128,97,681,2849,3257,3227,3053,1799,738,173,15875,601,3403,12967,10623,7640,5038,2805,1042,314,44435,431,1930,6192,5111,4086,3224,1680,501,118,23271,264,928,2212,1394,770,504,322,145,57,6592,365,1354,3834,2480,1830,1155,731,217,80,12040,80,83,89,82,62,77,95,72,28,666,34,191,676,632,546,366,195,99,44,2793,2095,2914,7085,5429,4542,4013,3343,2958,2243,34613,4947,19051,61836,50169,39612,30711,19368,9471,4022,239187
507,22,614,1569,1570,1328,962,550,156,42,6811,102,394,1311,1380,783,398,123,15,5,4497,342,2182,7678,7769,7522,5848,3726,1797,526,37398,157,820,2477,2099,1947,1441,979,590,167,10682,33,233,810,878,640,443,277,82,31,3413,176,1309,4744,4331,4029,2982,1614,767,259,20214,99,591,2622,3145,3344,3018,1572,657,178,15233,452,2213,7880,8198,6851,4584,2571,957,365,34074,413,1574,4700,4575,3938,3003,1528,470,116,20315,198,802,1751,1296,885,570,337,108,49,6005,328,1115,2818,2240,1849,1011,620,251,92,10318,47,43,59,41,55,79,87,62,22,493,22,129,425,506,460,329,165,88,34,2160,1898,2274,5393,4570,4263,3348,2864,2759,1893,29263,4295,14290,44226,42605,37886,28012,17015,8761,3782,200869
509,0,50,162,254,200,187,148,39,5,1045,28,65,124,116,102,72,42,10,0,563,144,624,1637,1641,1861,1996,1474,588,150,10109,64,193,540,454,496,531,409,213,50,2943,118,251,722,834,791,649,377,163,37,3951,69,194,830,837,1057,1295,824,361,103,5560,21,144,678,924,1120,1271,718,273,68,5213,161,399,1218,1339,1401,1140,789,227,69,6751,119,269,793,951,976,1066,534,121,30,4855,36,78,196,197,207,207,162,47,9,1142,88,214,576,551,535,388,277,80,25,2743,18,17,12,13,19,31,32,30,10,183,4,19,74,100,134,116,66,38,8,566,925,732,1873,1870,2207,2356,2037,1405,655,14062,1803,3248,9428,10087,11111,11301,7885,3586,1227,59672
510,0,28,273,263,107,63,16,3,0,758,4,29,118,142,59,22,5,0,0,376,85,685,3944,3129,2363,1261,286,45,5,11813,24,139,796,611,459,319,86,27,0,2460,22,94,322,317,208,123,31,3,0,1125,18,123,883,755,612,491,124,13,3,3022,9,161,798,775,573,431,127,15,3,2900,87,356,1639,1376,895,521,94,17,7,4993,46,185,956,749,524,339,98,17,6,2912,16,48,245,177,101,68,19,3,0,685,41,180,738,549,366,167,51,10,0,2103,10,9,22,21,11,13,9,0,0,95,4,30,136,138,146,74,11,3,0,537,955,1146,3938,3121,2634,1649,580,174,53,14260,1329,3211,14817,12122,9065,5546,1529,331,79,48039
511,6,67,351,287,173,116,44,11,3,1058,21,54,125,112,63,52,16,0,0,442,145,835,2567,2312,2269,1830,969,338,66,11329,58,237,585,432,526,500,289,112,23,2767,58,124,328,394,353,258,149,63,15,1738,27,204,840,849,849,763,419,168,32,4153,9,181,810,925,948,733,326,108,19,4064,133,380,1369,1365,1185,826,358,136,26,5786,95,248,862,763,706,550,247,54,9,3542,26,73,222,183,139,83,52,27,5,811,94,272,698,563,503,289,163,55,12,2653,13,19,16,16,13,17,31,28,5,160,11,25,101,111,124,85,31,19,4,514,1039,927,2449,2173,2304,1983,1381,802,341,13403,1730,3651,11323,10495,10160,8099,4485,1907,566,52414
597,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,46,51,38,13,3,0,0,163,0,0,15,0,3,3,0,0,0,22,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,12,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,8,6,4,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,3,27,22,21,8,0,0,0,82,0,11,106,100,83,31,4,3,0,338
599,0,12,26,18,10,10,3,0,0,73,0,4,13,10,5,8,5,0,0,45,3,36,161,90,111,110,70,9,3,593,4,14,65,42,23,35,18,0,0,197,0,11,22,16,12,17,12,0,0,82,4,12,67,23,30,46,25,4,0,205,0,10,30,16,13,42,26,3,3,138,3,33,101,57,43,68,41,8,0,354,3,19,73,26,28,42,16,0,0,212,0,14,38,10,12,9,10,0,0,85,0,13,45,31,23,30,10,3,0,161,0,0,4,0,0,0,3,0,0,13,0,3,6,11,10,3,4,3,0,44,45,132,382,320,360,212,130,26,8,1601,66,310,1033,673,680,633,368,58,13,3820
601,3,252,928,987,838,647,419,141,61,4279,29,280,891,642,405,248,105,16,3,2617,68,618,2031,2182,2510,2524,1956,1080,360,13327,62,474,1416,1083,1170,1134,678,371,136,6526,31,121,432,568,546,408,157,68,23,2343,41,518,2023,1911,2125,2138,1318,627,243,10941,11,156,1206,1476,1489,2108,1423,638,211,8716,208,1139,3947,3636,3342,2647,1516,595,270,17302,133,978,2937,2922,2830,2580,1466,412,125,14383,40,273,903,766,629,489,356,142,44,3645,144,643,1498,1219,996,629,363,129,45,5665,26,43,35,29,23,43,69,45,18,322,18,71,250,324,280,262,146,71,33,1461,1107,1016,2131,1958,2150,2252,2097,1704,869,15282,1918,6584,20624,19713,19325,18103,12072,6043,2445,106815
602,0,45,183,263,231,234,181,52,16,1199,10,97,271,212,164,116,46,11,0,925,84,551,1317,1458,1803,1919,1513,702,206,9561,46,352,754,552,703,711,471,255,62,3900,40,144,419,493,464,331,205,92,28,2211,47,356,1120,1056,1289,1451,843,367,120,6654,10,118,731,953,1050,1179,864,402,116,5426,99,566,1631,1705,1687,1425,868,272,108,8364,97,462,1097,1261,1390,1321,706,184,48,6573,14,137,318,350,295,285,219,83,23,1722,136,405,855,757,662,439,346,108,26,3733,10,18,12,19,15,37,43,30,9,197,13,24,95,118,155,150,86,56,8,702,950,750,1280,1310,1668,1755,1976,1294,626,11608,1551,4018,10088,10502,11589,11355,8369,3905,1393,62770
603,3,4,44,74,103,107,86,27,3,451,11,8,31,48,41,35,18,0,0,197,17,98,296,368,509,635,501,192,47,2660,8,66,149,156,208,254,180,60,4,1100,8,69,169,213,209,152,76,27,5,929,3,36,130,174,307,394,236,84,19,1392,5,13,93,201,222,332,330,98,15,1298,18,90,309,382,387,406,288,56,19,1951,21,83,233,330,417,459,281,61,10,1896,8,18,76,107,117,123,115,28,7,588,29,65,207,230,179,166,96,23,8,1001,6,0,3,0,7,12,17,9,3,56,0,3,28,40,56,50,39,10,3,229,282,140,276,405,509,646,664,378,141,3444,418,688,2055,2721,3271,3775,2923,1059,282,17203
604,0,26,112,122,121,108,109,35,17,641,17,68,154,122,108,87,37,11,0,613,86,447,1246,1406,1619,1615,1124,570,146,8260,48,207,519,396,543,655,403,229,45,3049,44,143,324,350,340,213,120,52,7,1598,20,196,643,607,835,1020,643,247,89,4298,5,97,527,654,697,871,632,327,75,3892,105,423,1153,1235,1309,1076,555,182,45,6079,96,397,854,909,1178,958,411,105,19,4933,13,65,158,154,147,143,112,44,13,854,128,348,719,622,454,367,228,78,14,2958,10,11,11,7,9,31,39,26,17,159,5,24,68,71,112,103,73,22,11,490,692,413,840,899,1319,1419,1531,1173,505,8788,1255,2865,7333,7569,8791,8676,6011,3108,1014,46608
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,3,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,6,19,6,5,5,7,0,0,44
699,0,0,7,0,0,3,8,0,0,12,0,0,3,0,0,0,0,0,0,4,3,3,17,11,10,9,7,0,0,59,0,0,3,6,0,6,4,0,0,20,0,4,3,0,3,0,0,0,0,16,0,3,7,8,10,11,0,0,0,42,0,0,3,0,3,4,3,0,0,19,0,8,11,10,5,7,4,0,0,47,0,5,9,10,12,12,3,0,0,47,0,0,10,6,4,0,4,0,0,21,3,7,12,0,3,0,0,0,0,28,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7,12,20,44,34,37,18,13,6,0,186,20,51,127,93,80,78,50,10,0,517
701,0,95,385,447,342,229,106,23,8,1636,31,148,513,469,214,131,35,3,0,1540,139,871,3557,2813,2513,1673,801,254,44,12654,34,223,1243,832,662,506,276,103,17,3888,25,79,343,394,277,182,68,13,3,1392,15,374,2036,1437,1082,840,351,109,31,6271,11,121,987,1094,1011,884,457,110,18,4696,155,796,3423,2825,2200,1257,493,100,20,11258,98,502,2072,1770,1456,1077,407,107,12,7498,29,122,496,369,219,150,80,15,8,1487,111,371,1116,732,543,248,107,33,7,3262,17,20,47,25,21,24,18,4,0,182,19,56,261,254,220,112,55,11,4,995,1060,1462,4127,3108,2679,2056,1097,406,146,16144,1753,5243,20607,16577,13429,9373,4338,1290,317,72912
702,3,23,123,120,85,70,35,5,0,470,7,19,109,76,53,42,7,3,0,315,42,280,940,779,842,675,298,68,18,3944,10,78,358,291,257,213,110,29,3,1358,45,133,310,286,232,113,33,10,0,1173,16,130,817,717,680,544,183,59,13,3153,6,61,588,565,620,602,241,57,5,2744,30,194,959,821,778,562,165,33,10,3558,35,195,969,817,777,573,143,37,3,3541,25,52,182,153,112,94,34,9,0,653,79,174,409,264,251,137,55,10,3,1373,9,9,14,14,22,14,11,4,0,90,10,30,114,112,112,58,18,3,0,455,1592,1656,3349,2464,2306,1604,798,263,72,14110,1912,3018,9247,7477,7121,5307,2126,591,131,36937
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,7,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,15,0,3,27,21,7,3,0,3,0,60
799,0,3,4,8,3,0,3,0,0,20,0,0,3,0,0,5,0,0,0,13,0,3,27,24,41,46,34,4,0,179,0,8,14,11,8,9,16,0,0,70,3,4,10,8,9,3,0,3,0,36,0,0,22,15,18,28,6,0,0,92,0,0,19,6,9,22,14,0,0,72,0,11,22,27,23,25,14,0,0,123,0,10,23,22,17,13,9,0,0,89,0,9,16,3,8,3,3,0,0,28,0,7,15,11,4,14,7,0,0,51,10,12,0,0,0,0,0,0,0,20,0,3,0,0,4,0,3,0,0,9,4,73,198,156,195,110,72,11,0,823,17,139,376,295,324,284,173,22,0,1635
801,36,1005,2836,2555,2357,1897,1332,470,181,12666,137,837,3917,4082,2746,1602,470,48,0,13844,66,1016,4133,3950,3614,3072,2253,1142,422,19665,81,704,2320,1789,1460,1141,826,449,135,8913,18,227,819,873,702,510,292,144,34,3625,46,890,4423,3605,3023,2744,1500,796,269,17299,40,512,2784,2989,2532,2704,2140,949,229,14881,253,2910,10616,10207,8190,5521,3125,968,362,42162,294,2864,11022,9343,7503,6220,4189,1335,382,43147,114,868,2787,2153,1480,884,455,173,68,8985,227,837,2220,1676,1120,667,384,145,44,7313,46,66,31,29,20,39,45,42,22,340,27,155,757,883,748,508,347,177,78,3682,1343,2076,4693,3675,3167,2621,2161,1740,1324,22796,2734,14967,53358,47794,38658,30129,19523,8580,3555,219307
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
