SA4_CODE_2016,C16_650_799_CF_1C,C16_650_799_CF_2C,C16_650_799_CF_3C,C16_650_799_CF_4mC,C16_650_799_CF_T,C16_800_999_CF_1C,C16_800_999_CF_2C,C16_800_999_CF_3C,C16_800_999_CF_4mC,C16_800_999_CF_T,C16_1000_1499_CF_1C,C16_1000_1499_CF_2C,C16_1000_1499_CF_3C,C16_1000_1499_CF_4mC,C16_1000_1499_CF_T,C16_1500_1999_CF_1C,C16_1500_1999_CF_2C,C16_1500_1999_CF_3C,C16_1500_1999_CF_4mC,C16_1500_1999_CF_T,C16_2000_2499_CF_1C,C16_2000_2499_CF_2C,C16_2000_2499_CF_3C,C16_2000_2499_CF_4mC,C16_2000_2499_CF_T,C16_2500_2999_CF_1C,C16_2500_2999_CF_2C,C16_2500_2999_CF_3C,C16_2500_2999_CF_4mC,C16_2500_2999_CF_T,C16_3000_3999_CF_1C,C16_3000_3999_CF_2C,C16_3000_3999_CF_3C,C16_3000_3999_CF_4mC,C16_3000_3999_CF_T,C16_4000m_CF_1C,C16_4000m_CF_2C,C16_4000m_CF_3C,C16_4000m_Cou_fa_4mo_ch,C16_4000m_CF_T,C16_Par_inc_st_CF_1C,C16_Par_inc_st_CF_2C,C16_Par_inc_st_CF_3C,C16_Par_inc_st_CF_4mC,C16_Par_inc_st_CF_T,C16_All_inc_ns_CF_1Ch,C16_All_inc_ns_CF_2C,C16_All_inc_ns_CF_3C,C16_All_inc_ns_CF_4mC,C16_All_inc_ns_CF_T,C16_Tot_CF_1C,C16_Tot_CF_2C,C16_Tot_CF_3C,C16_Tot_CF_4mC,C16_Tot_CF_T
111,323,227,73,28,661,538,410,153,60,1168,2095,1744,625,254,4713,2190,2427,857,286,5761,2294,2730,979,243,6247,1778,2427,824,170,5194,1941,2681,905,214,5733,1286,2121,891,225,4525,1640,1977,705,261,4594,130,154,40,24,353,14585,17151,6175,1821,39725
112,299,218,83,38,642,436,373,146,70,1026,1684,1590,637,223,4141,1459,1649,633,210,3952,1217,1486,536,175,3412,747,952,390,97,2191,674,935,360,60,2033,438,591,264,74,1368,1019,1135,520,227,2900,85,72,34,16,212,8394,9253,3699,1244,22588
113,147,110,67,26,357,239,232,108,61,644,931,865,489,214,2496,901,1065,528,207,2703,866,1059,506,187,2619,615,738,359,96,1800,554,695,354,107,1710,317,417,220,87,1041,650,799,485,236,2177,86,67,38,15,201,5486,6194,3221,1294,16193
114,169,115,49,29,358,271,189,95,37,596,958,856,383,129,2322,843,883,405,147,2287,742,860,352,111,2062,490,617,214,76,1403,471,578,242,83,1370,304,431,230,62,1020,672,756,358,166,1956,62,49,26,8,149,5157,5467,2412,861,13898
115,158,131,52,18,350,252,265,89,41,637,972,1029,391,124,2518,1228,1493,588,184,3497,1560,2192,758,191,4702,1416,1958,672,188,4233,2089,3339,1176,284,6885,2363,4538,1707,468,9076,1251,1866,831,281,4224,93,126,54,17,293,11653,17196,6389,1824,37064
116,450,374,184,95,1103,718,678,303,145,1842,2511,2467,1028,481,6487,2733,3112,1128,476,7445,3034,3669,1156,471,8327,2126,2722,881,307,6030,2258,3353,1037,323,6969,1206,2251,821,296,4571,1428,1805,814,508,4561,164,156,80,66,466,17325,21142,7719,3364,49547
117,238,107,37,5,396,308,185,42,16,549,1015,643,139,44,1850,1088,745,167,43,2047,1261,933,164,39,2400,983,884,155,35,2057,1576,1482,311,58,3424,2292,2135,491,72,4990,923,838,278,61,2095,74,50,22,4,147,10116,8207,1876,397,20590
118,113,66,16,8,201,213,138,41,8,397,752,511,144,34,1435,881,701,194,55,1828,1116,1018,262,57,2453,1002,967,250,46,2259,1792,2061,646,109,4603,3197,4757,1707,302,9957,1169,1541,625,146,3485,89,101,49,9,244,10539,12016,3970,778,27306
119,1170,888,415,272,2754,1568,1401,626,388,3981,4574,4049,1689,890,11203,4229,3826,1451,654,10165,3952,4121,1403,501,9970,2597,3049,987,357,6992,2763,4008,1362,441,8569,2087,3856,1548,416,7910,2717,3025,1431,777,7950,258,281,146,84,767,27772,30021,11782,5245,74823
120,296,192,50,14,562,423,300,71,29,831,1561,1075,279,69,2989,1557,1236,327,92,3210,1824,1621,398,79,3932,1384,1344,339,57,3124,2201,2533,616,117,5462,3120,4838,1387,257,9607,1386,1574,522,127,3617,87,84,30,10,210,14353,15111,4123,890,34482
121,268,188,62,12,524,392,304,67,13,776,1510,1117,256,68,2953,1710,1554,364,87,3711,2356,2234,580,120,5293,1840,1956,508,80,4392,3478,4180,1257,239,9153,6013,9985,3676,668,20340,2289,2956,1260,337,6839,154,184,57,14,410,20539,25092,8195,1656,55487
122,111,79,33,8,236,184,188,40,8,425,911,781,220,55,1967,1137,1182,400,94,2820,1451,1690,529,103,3774,1307,1694,537,88,3626,1977,3018,1045,187,6231,2630,5582,2105,382,10704,1322,1967,805,212,4300,94,137,37,4,272,11322,16478,5823,1168,34793
123,280,245,118,64,703,458,451,191,105,1205,1779,1716,704,377,4574,1918,2224,930,411,5482,2127,2471,911,364,5864,1493,1907,738,261,4395,1636,2217,851,287,4995,927,1580,713,255,3473,1200,1387,714,440,3733,137,138,55,36,367,12323,14662,6093,2695,35779
124,269,168,90,39,559,454,362,136,90,1044,1855,1655,758,333,4607,2073,2360,955,408,5799,2365,2659,1049,375,6448,1858,2163,832,300,5149,1931,2547,999,281,5759,1097,1906,867,330,4191,1324,1581,729,361,3993,165,137,45,20,370,13701,15785,6568,2592,38652
125,864,796,389,222,2269,1251,1143,514,303,3216,3839,3236,1271,746,9090,3704,3170,1091,548,8519,3599,3419,986,437,8434,2334,2484,704,256,5773,2563,3082,927,296,6873,1647,2614,910,319,5500,2034,2257,943,675,5916,198,203,117,74,591,23564,23717,8503,4350,60135
126,203,160,44,3,412,269,216,45,20,547,980,799,217,48,2047,1170,976,270,64,2479,1306,1338,322,61,3028,995,1034,276,54,2364,1500,1925,508,102,4028,1806,3236,1104,211,6354,945,1179,452,100,2682,65,83,27,7,183,9589,11227,3326,684,24831
127,848,807,427,255,2331,981,1177,624,335,3113,3123,3328,1654,764,8877,2809,3325,1464,671,8270,2663,3283,1308,500,7752,1794,2471,997,377,5643,1808,2846,1105,384,6146,987,2014,923,335,4262,1704,2257,1216,671,5837,211,261,154,83,707,18170,23102,10654,4844,56770
128,113,69,22,8,209,206,148,76,19,455,897,728,275,61,1973,1170,1224,463,122,2983,1510,1795,642,136,4082,1330,1923,707,134,4090,1830,2813,1034,196,5866,1781,3473,1462,345,7060,1106,1506,704,192,3517,89,101,43,20,250,10240,13910,5472,1240,30866
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,196,137,50,34,414,334,255,96,48,731,1015,1104,465,182,2759,979,1141,493,179,2788,862,1124,414,134,2528,524,745,279,84,1630,472,703,291,72,1537,309,458,244,81,1090,641,741,373,185,1936,62,61,31,14,167,5592,6657,2804,1033,16082
202,185,116,58,22,382,302,237,121,42,701,1036,970,455,173,2633,999,1128,502,152,2772,856,1059,428,124,2470,603,772,293,83,1746,539,699,309,63,1602,313,425,202,68,1018,580,710,382,165,1839,56,49,34,11,144,5648,6316,2840,941,15748
203,288,229,85,32,635,458,364,138,60,1022,1728,1623,697,210,4259,1755,2254,886,258,5153,1759,2283,894,211,5150,1186,1712,653,146,3688,1162,1746,645,153,3702,755,1356,607,132,2843,1301,1517,678,265,3753,134,125,58,23,339,10898,13471,5458,1537,31365
204,168,126,59,23,378,295,271,119,48,729,1097,1163,501,165,2924,999,1260,566,180,3010,938,1076,495,123,2632,672,832,320,74,1892,534,660,280,46,1524,287,348,162,47,848,766,863,421,201,2253,72,77,29,22,201,6022,6846,3027,964,16859
205,338,221,123,53,727,541,460,194,120,1313,1765,1722,864,322,4677,1615,1798,849,287,4555,1278,1619,691,192,3782,825,1117,461,130,2528,773,977,416,103,2264,542,743,316,95,1694,1217,1420,685,279,3599,139,119,62,19,335,9429,10513,4777,1654,26368
206,380,218,67,50,715,530,346,95,59,1031,1907,1180,305,96,3490,2015,1513,334,102,3962,2405,2065,477,97,5051,1971,1846,440,82,4350,3107,3210,795,131,7241,4409,5803,1812,301,12325,1978,2041,758,246,5025,143,170,65,25,405,19584,18826,5321,1300,45035
207,385,261,72,23,744,561,467,122,19,1168,1847,1462,402,77,3789,1854,1773,529,84,4244,2051,2267,629,121,5069,1558,2081,609,104,4346,2272,3440,1067,185,6962,3305,6671,2602,497,13076,1987,2644,1095,286,6010,134,195,85,14,430,16801,21852,7365,1429,47447
208,298,221,50,22,586,464,317,98,43,923,1745,1509,359,134,3754,1996,2089,601,124,4809,2384,2788,783,166,6122,1915,2695,738,134,5482,2831,4470,1438,202,8939,3639,7320,2871,481,14309,1983,2840,1144,347,6307,181,234,83,24,521,17924,24865,8265,1707,52754
209,716,549,198,124,1583,1072,1006,315,132,2531,3813,3496,1209,389,8909,3803,4367,1406,395,9973,3799,4780,1515,348,10447,2633,3609,1174,272,7691,2672,4118,1355,295,8433,1881,3602,1417,286,7183,2310,3026,1307,498,7139,259,341,124,54,775,23992,29746,10376,3023,67140
210,574,587,319,188,1671,914,879,417,278,2498,2787,2819,1300,630,7535,2620,3077,1172,489,7361,2600,3137,1110,339,7186,1619,2306,730,223,4870,1760,2543,906,286,5496,1037,1935,813,229,4020,1584,2051,1033,597,5268,210,217,124,67,619,16651,20501,8488,3738,49380
211,502,403,159,57,1121,815,796,263,94,1970,3460,3260,1123,362,8200,3710,4355,1488,441,9994,3877,4984,1635,430,10918,2927,4007,1434,276,8643,2990,4468,1471,316,9241,2027,3776,1551,377,7730,2443,3309,1336,478,7570,260,309,108,36,717,23792,30244,10760,2931,67726
212,1359,1059,395,222,3038,2064,1811,706,320,4902,6764,6569,2297,938,16566,6096,7217,2455,884,16653,5914,7222,2175,699,16010,3771,5121,1536,422,10844,3511,5053,1550,409,10517,2206,3873,1364,417,7859,3543,4406,1867,932,10754,362,412,157,91,1019,37555,44468,15208,5861,103089
213,1234,931,429,232,2826,1964,1812,672,297,4750,6194,5986,2150,909,15233,5736,6540,2215,848,15344,5739,6594,1941,635,14908,3779,4746,1384,407,10314,3893,5361,1523,374,11153,2305,3849,1324,328,7804,3159,3816,1725,901,9595,445,421,164,97,1122,36409,41794,14208,5497,97906
214,255,213,68,27,559,464,380,157,51,1047,1823,1761,634,179,4400,1994,2314,853,235,5391,1857,2460,837,208,5355,1316,1785,652,120,3873,1267,1857,650,150,3926,826,1483,596,164,3073,1302,1684,682,280,3952,147,171,51,16,380,11582,14351,5274,1471,32680
215,204,162,73,37,482,310,298,151,66,834,1036,1040,520,201,2792,898,997,476,179,2549,749,817,391,121,2091,465,477,248,57,1249,358,433,197,42,1036,179,254,137,52,619,685,736,450,199,2070,70,68,43,15,189,5227,5486,2801,1059,14580
216,144,130,61,43,369,260,217,101,53,625,848,851,425,219,2342,797,965,421,168,2348,726,817,376,140,2055,393,555,240,70,1261,359,451,209,61,1079,225,269,141,35,660,552,662,373,221,1806,77,71,33,16,201,4601,5169,2472,1096,13343
217,148,98,46,22,314,229,209,94,57,595,777,855,444,170,2244,773,902,426,163,2262,653,797,351,120,1921,436,509,241,79,1263,336,419,213,53,1015,193,245,146,55,640,508,647,327,170,1664,62,36,21,10,127,4306,4833,2387,940,12462
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,157,110,30,26,326,285,205,62,38,591,1240,1004,427,179,2851,1361,1602,559,208,3734,1681,2024,639,194,4545,1344,1716,566,147,3773,1569,2145,692,166,4561,1109,1968,664,200,3941,1175,1394,587,182,3336,94,99,37,23,245,10206,12386,4320,1379,28290
302,190,99,34,27,348,301,208,66,30,607,1238,895,303,114,2540,1395,1297,385,152,3228,1549,1599,467,125,3741,1178,1448,432,88,3139,1484,1851,583,119,4040,1064,1726,636,133,3556,856,1028,438,156,2476,86,95,29,8,215,9579,10383,3416,986,24367
303,393,323,107,48,875,652,498,156,61,1368,2138,1732,545,250,4664,2045,2075,659,230,5012,2232,2570,761,230,5786,1828,2231,674,150,4874,2135,3083,948,230,6400,1823,3081,1150,269,6316,1438,1744,680,271,4131,124,107,41,23,297,15507,17951,5882,1854,41195
304,109,76,21,6,221,203,169,58,11,440,691,593,211,61,1565,867,912,322,76,2169,1014,1287,426,113,2852,920,1328,410,76,2742,1367,2149,709,141,4368,1540,2835,1118,232,5730,915,1243,526,162,2844,34,56,20,9,120,7868,10788,3893,913,23466
305,137,83,21,0,243,180,107,32,3,331,709,404,103,27,1244,821,599,177,40,1642,929,845,227,44,2050,760,835,272,49,1912,1509,1712,587,105,3909,2238,3730,1508,324,7805,896,1091,426,134,2542,45,55,26,3,128,8455,9600,3422,749,22232
306,312,192,88,43,630,414,392,147,95,1045,1456,1335,567,297,3651,1380,1534,596,304,3814,1311,1525,508,201,3545,867,1074,346,105,2386,832,1024,357,99,2318,520,658,231,75,1485,1202,1297,578,297,3375,84,103,46,27,259,8770,9385,3562,1639,23355
307,171,116,62,41,393,218,222,110,51,592,833,849,449,252,2375,719,839,427,192,2177,694,698,364,135,1891,368,483,238,80,1168,367,416,176,54,1007,234,256,129,50,668,610,753,384,211,1955,63,51,30,19,168,4462,4842,2465,1132,12896
308,217,146,76,41,475,313,249,123,70,751,1093,1010,485,224,2809,1174,1413,579,264,3432,1320,1657,702,252,3928,901,1291,508,154,2849,1085,1376,523,146,3128,798,1084,419,152,2460,1327,1515,696,320,3864,102,93,29,21,246,8616,10067,4212,1700,24595
309,553,410,143,48,1155,949,803,279,92,2123,3728,3423,1209,442,8799,3776,4197,1395,482,9860,3845,4321,1368,368,9903,2714,3348,1009,297,7365,2610,3706,1100,296,7707,1830,2831,1067,327,6059,2673,2943,1158,415,7189,210,247,87,31,581,23731,26874,9016,2881,62509
310,446,265,127,97,938,658,540,278,198,1673,2391,2195,1048,642,6277,2210,2462,1043,603,6317,2259,2552,892,419,6129,1475,1752,610,239,4068,1385,1787,641,199,4005,653,934,376,152,2114,1331,1592,726,497,4149,170,121,59,50,404,13505,14625,6001,3302,37432
311,376,302,149,98,919,685,524,274,198,1672,2375,2194,1063,663,6292,2305,2583,1034,648,6575,2271,2600,960,415,6256,1495,1836,649,267,4250,1370,1803,608,199,3975,668,909,388,172,2143,1341,1562,708,476,4090,153,163,60,47,418,13565,14910,6122,3395,37986
312,143,79,31,26,276,231,169,64,36,497,813,786,344,131,2073,902,1053,435,158,2558,974,1215,510,146,2845,714,944,402,94,2151,825,985,386,100,2300,608,815,402,101,1932,1127,1390,619,222,3349,93,76,31,16,225,6639,7658,3280,1060,18639
313,273,179,78,51,580,444,338,166,101,1051,1624,1433,641,355,4054,1557,1751,768,321,4393,1508,1614,651,274,4039,902,1160,456,141,2659,898,1125,431,139,2589,496,670,241,90,1498,1085,1109,467,239,2904,110,87,37,23,261,9197,9702,4009,1799,24706
314,121,101,40,22,281,264,235,85,44,627,1176,1164,445,201,2976,1477,1777,676,249,4172,1646,2032,735,239,4653,1197,1740,567,159,3663,1275,1988,659,175,4102,790,1532,570,162,3056,881,1279,512,197,2869,78,87,35,17,221,9076,12080,4382,1487,27017
315,95,98,57,37,293,111,125,71,67,379,374,376,194,143,1087,344,307,163,103,919,342,349,180,95,964,248,299,142,61,746,313,361,144,47,866,245,252,95,47,636,329,392,216,185,1122,75,40,29,25,159,2679,2757,1381,879,7697
316,335,238,89,30,694,594,510,194,88,1386,2316,2255,834,280,5677,2149,2592,965,303,6014,2078,2616,825,230,5743,1386,1864,566,151,3973,1313,1968,649,158,4081,845,1403,526,156,2936,1744,2037,885,306,4972,129,138,47,23,337,13342,15961,5687,1755,36743
317,154,84,63,29,337,238,200,100,50,594,877,849,396,183,2312,933,1024,484,251,2681,877,1049,492,170,2589,649,805,338,132,1922,620,779,312,100,1811,402,494,268,90,1254,606,665,355,185,1809,44,41,18,12,111,5565,6104,2890,1258,15821
318,205,146,64,51,461,318,263,130,77,788,1222,1076,547,250,3092,1364,1474,584,253,3686,1446,1511,585,216,3765,1115,1280,461,145,2997,1046,1338,498,119,2997,617,850,333,81,1883,1204,1417,655,253,3531,100,105,36,19,259,8887,9668,4005,1544,24099
319,517,348,159,88,1112,663,502,298,141,1603,2119,1743,917,427,5209,1563,1612,703,354,4237,1214,1436,546,211,3406,729,912,350,109,2092,663,857,293,85,1898,372,433,187,65,1056,1190,1230,617,298,3335,141,103,50,28,321,9647,9555,4312,1918,25438
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,278,188,55,18,542,418,372,100,27,913,1574,1328,392,118,3418,1513,1646,516,138,3822,1622,1961,649,147,4379,1271,1804,523,94,3687,1619,2538,738,151,5046,1728,3191,1218,244,6387,1455,1903,762,234,4356,76,88,27,7,203,12017,15363,5091,1210,33675
402,692,514,197,145,1544,1036,925,364,213,2541,3500,3339,1248,577,8661,3265,3653,1262,508,8700,2923,3396,992,346,7657,1906,2245,710,197,5055,1566,2114,668,186,4528,671,1088,425,109,2291,1773,2011,863,460,5101,138,140,69,52,403,18387,20164,7184,3103,48841
403,408,286,88,26,808,642,503,183,74,1401,2394,2307,735,223,5656,2488,2799,911,247,6452,2522,3035,867,193,6618,1792,2513,655,158,5111,1766,2648,760,156,5329,1125,1909,701,162,3894,1659,2065,780,245,4742,114,119,40,17,286,15360,18580,5835,1560,41335
404,366,244,80,32,716,495,391,110,53,1046,1665,1379,377,128,3549,1470,1569,448,136,3627,1457,1709,439,100,3709,1077,1409,380,80,2946,1033,1523,413,64,3032,642,973,318,79,2009,984,1169,436,144,2733,72,75,32,14,189,9723,10787,3157,916,24595
405,125,116,52,23,315,231,178,99,45,547,730,735,396,127,1985,624,753,376,114,1874,528,699,297,89,1616,363,428,196,51,1035,304,372,164,41,879,210,233,100,36,580,502,626,303,130,1556,37,38,17,4,99,3828,4303,2055,700,10891
406,109,76,37,17,237,151,128,60,22,360,427,430,205,98,1155,389,471,186,67,1106,436,484,199,66,1186,291,373,165,27,857,300,355,128,30,819,180,211,107,30,530,400,458,221,87,1165,41,47,27,19,136,2870,3125,1386,491,7872
407,246,188,90,35,557,389,376,154,83,1004,1287,1499,590,217,3589,1092,1319,601,197,3206,944,1078,429,118,2565,552,629,271,79,1531,426,556,202,47,1228,234,297,119,33,688,792,875,441,193,2303,71,58,25,5,162,6331,7111,3025,1062,17533
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,180,127,52,24,376,258,194,92,42,590,946,941,370,141,2400,1043,1294,495,167,3009,979,1315,545,147,2983,699,1012,346,103,2166,773,960,418,91,2241,507,745,271,83,1600,1120,1424,663,248,3456,60,76,24,14,171,6792,8250,3358,1076,19487
502,98,55,20,9,173,145,93,38,26,307,500,406,161,55,1129,449,520,175,72,1215,517,586,251,91,1446,365,494,175,52,1080,419,516,186,56,1180,302,521,180,58,1057,692,782,316,154,1946,35,40,6,3,89,3666,4114,1562,588,9934
503,87,43,14,5,153,146,84,33,3,263,406,305,78,15,806,461,390,137,24,1017,606,619,183,31,1439,510,551,156,28,1249,1023,1311,471,72,2872,1962,3313,1394,246,6911,834,1039,464,103,2437,49,52,24,5,129,6250,7829,2992,538,17613
504,279,170,72,38,562,402,364,127,71,968,1519,1475,467,194,3657,1725,1880,642,227,4475,1856,2141,709,196,4903,1292,1566,499,155,3514,1525,1810,586,159,4087,1071,1522,559,135,3282,1461,1750,637,291,4142,81,107,52,21,269,11603,13088,4469,1586,30752
505,474,362,154,99,1095,719,572,236,126,1649,2885,2525,921,368,6702,3182,3638,1195,385,8399,3605,4625,1501,382,10107,2832,3839,1177,273,8120,3594,5157,1648,317,10712,3147,5597,1915,435,11098,3322,4256,1614,546,9736,202,242,94,33,570,24759,31489,10735,3160,70139
506,506,397,164,81,1144,828,701,275,141,1947,3123,2762,976,433,7301,3212,3441,1254,497,8401,3388,3862,1300,437,8981,2339,2840,869,244,6286,2854,3510,1123,322,7813,2268,3289,1138,317,7014,2661,3173,1290,574,7707,204,175,85,36,498,22334,24875,8766,3287,59260
507,343,196,80,26,654,502,385,153,81,1118,2008,1832,664,219,4729,2345,2584,895,350,6173,2545,3383,1127,345,7405,2071,2652,818,206,5748,2610,3558,1111,273,7554,2448,3842,1388,322,7998,2770,3378,1346,435,7930,135,154,49,19,351,18344,22374,7752,2356,50824
509,142,110,59,20,333,221,214,99,44,575,721,750,345,144,1967,682,795,403,161,2037,655,754,324,111,1853,413,550,242,90,1288,403,531,242,59,1231,350,387,172,66,981,802,898,444,183,2324,78,56,19,17,174,4652,5210,2431,944,13233
510,78,50,31,20,184,72,73,41,39,223,183,174,99,59,513,251,251,110,54,664,416,531,244,85,1271,290,374,185,61,898,514,642,289,92,1533,556,801,301,87,1737,366,421,229,149,1171,49,56,36,22,151,2915,3494,1623,699,8727
511,108,55,40,21,230,117,104,50,28,300,469,460,221,113,1263,529,653,271,107,1559,573,769,363,114,1823,469,584,256,74,1379,607,669,283,82,1644,424,565,226,66,1285,716,837,369,175,2097,73,65,36,15,195,4280,4887,2181,821,12168
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,231,162,63,36,489,379,325,111,55,879,1435,1238,529,223,3426,1370,1455,552,198,3577,1419,1651,493,143,3700,1016,1212,383,92,2701,1020,1339,411,107,2869,628,956,394,88,2063,960,1092,435,199,2685,73,53,21,11,154,8813,9694,3473,1185,23160
602,214,174,66,29,488,308,271,107,63,756,992,982,405,189,2567,874,1014,388,149,2421,796,833,294,90,2018,528,621,210,62,1418,419,532,171,43,1163,203,326,147,25,708,561,728,277,145,1711,53,41,18,7,130,5173,5682,2166,867,13879
