SA3_NAME16	Year	IndustryOfEmployment	workers
Maryborough - Pyrenees	2011	Construction	704
Maryborough - Pyrenees	2011	Education and training	618
Maryborough - Pyrenees	2011	Electricity gas water and waste services	79
Maryborough - Pyrenees	2011	Financial and insurance services	112
Maryborough - Pyrenees	2011	Health care and social assistance	1152
Maryborough - Pyrenees	2011	Information media and telecommunications	111
Maryborough - Pyrenees	2011	Manufacturing	1264
Maryborough - Pyrenees	2011	Mining	70
Maryborough - Pyrenees	2011	Other services	299
Maryborough - Pyrenees	2011	Professional scientific and technical services	235
Maryborough - Pyrenees	2011	Public administration and safety	550
Maryborough - Pyrenees	2011	Rental hiring and real estate services	54
Maryborough - Pyrenees	2011	Retail trade	1116
Maryborough - Pyrenees	2011	Transport postal and warehousing	448
Maryborough - Pyrenees	2011	Wholesale trade	224
Maryborough - Pyrenees	2016		463
Maryborough - Pyrenees	2016	Accommodation and food services	513
Maryborough - Pyrenees	2016	Administrative and support services	218
Maryborough - Pyrenees	2016	Agriculture forestry and fishing	1029
Maryborough - Pyrenees	2016	Arts and recreation services	153
Maryborough - Pyrenees	2016	Construction	723
Maryborough - Pyrenees	2016	Education and training	631
Maryborough - Pyrenees	2016	Electricity gas water and waste services	68
Maryborough - Pyrenees	2016	Financial and insurance services	94
Maryborough - Pyrenees	2016	Health care and social assistance	1234
Maryborough - Pyrenees	2016	Information media and telecommunications	94
Maryborough - Pyrenees	2016	Manufacturing	1023
Maryborough - Pyrenees	2016	Mining	88
Maryborough - Pyrenees	2016	Other services	335
Maryborough - Pyrenees	2016	Professional scientific and technical services	289
Maryborough - Pyrenees	2016	Public administration and safety	570
Maryborough - Pyrenees	2016	Rental hiring and real estate services	57
Maryborough - Pyrenees	2016	Retail trade	1010
Maryborough - Pyrenees	2016	Transport postal and warehousing	427
Maryborough - Pyrenees	2016	Wholesale trade	164
Bendigo	2006		706
Bendigo	2006	Accommodation and food services	2273
Bendigo	2006	Administrative and support services	866
Bendigo	2006	Agriculture forestry and fishing	530
Bendigo	2006	Arts and recreation services	422
Bendigo	2006	Construction	2908
Bendigo	2006	Education and training	2989
Bendigo	2006	Electricity gas water and waste services	408
Bendigo	2006	Financial and insurance services	1384
Bendigo	2006	Health care and social assistance	4836
Bendigo	2006	Information media and telecommunications	884
Bendigo	2006	Manufacturing	3911
Bendigo	2006	Mining	378
Bendigo	2006	Other services	1292
Bendigo	2006	Professional scientific and technical services	1244
Bendigo	2006	Public administration and safety	2180
Bendigo	2006	Rental hiring and real estate services	353
Bendigo	2006	Retail trade	4994
Bendigo	2006	Transport postal and warehousing	1152
Bendigo	2006	Wholesale trade	993
Bendigo	2011		695
Bendigo	2011	Accommodation and food services	2637
Bendigo	2011	Administrative and support services	1074
Bendigo	2011	Agriculture forestry and fishing	555
Bendigo	2011	Arts and recreation services	495
Bendigo	2011	Construction	3506
Bendigo	2011	Education and training	3522
Bendigo	2011	Electricity gas water and waste services	559
Bendigo	2011	Financial and insurance services	1567
Bendigo	2011	Health care and social assistance	6113
Bendigo	2011	Information media and telecommunications	545
Bendigo	2011	Manufacturing	3927
Bendigo	2011	Mining	535
Bendigo	2011	Other services	1460
Bendigo	2011	Professional scientific and technical services	1592
Bendigo	2011	Public administration and safety	2456
Bendigo	2011	Rental hiring and real estate services	390
Bendigo	2011	Retail trade	5186
Bendigo	2011	Transport postal and warehousing	1356
Bendigo	2011	Wholesale trade	1025
Bendigo	2016		1450
Bendigo	2016	Accommodation and food services	3028
Bendigo	2016	Administrative and support services	1185
Bendigo	2016	Agriculture forestry and fishing	749
Bendigo	2016	Arts and recreation services	585
Bendigo	2016	Construction	3667
Bendigo	2016	Education and training	3796
Bendigo	2016	Electricity gas water and waste services	523
Bendigo	2016	Financial and insurance services	1672
Bendigo	2016	Health care and social assistance	7121
Bendigo	2016	Information media and telecommunications	496
Bendigo	2016	Manufacturing	3550
Bendigo	2016	Mining	611
Bendigo	2016	Other services	1571
Bendigo	2016	Professional scientific and technical services	1735
Bendigo	2016	Public administration and safety	2494
Bendigo	2016	Rental hiring and real estate services	448
Bendigo	2016	Retail trade	4892
Bendigo	2016	Transport postal and warehousing	1331
Bendigo	2016	Wholesale trade	697
Heathcote - Castlemaine - Kyneton	2006		405
Heathcote - Castlemaine - Kyneton	2006	Accommodation and food services	867
Heathcote - Castlemaine - Kyneton	2006	Administrative and support services	399
Heathcote - Castlemaine - Kyneton	2006	Agriculture forestry and fishing	1000
Heathcote - Castlemaine - Kyneton	2006	Arts and recreation services	304
Heathcote - Castlemaine - Kyneton	2006	Construction	1453
Heathcote - Castlemaine - Kyneton	2006	Education and training	1512
Heathcote - Castlemaine - Kyneton	2006	Electricity gas water and waste services	123
Heathcote - Castlemaine - Kyneton	2006	Financial and insurance services	354
Heathcote - Castlemaine - Kyneton	2006	Health care and social assistance	2070
Heathcote - Castlemaine - Kyneton	2006	Information media and telecommunications	291
Heathcote - Castlemaine - Kyneton	2006	Manufacturing	2305
Heathcote - Castlemaine - Kyneton	2006	Mining	123
Heathcote - Castlemaine - Kyneton	2006	Other services	615
Heathcote - Castlemaine - Kyneton	2006	Professional scientific and technical services	777
Heathcote - Castlemaine - Kyneton	2006	Public administration and safety	1165
Heathcote - Castlemaine - Kyneton	2006	Rental hiring and real estate services	180
Heathcote - Castlemaine - Kyneton	2006	Retail trade	2022
Heathcote - Castlemaine - Kyneton	2006	Transport postal and warehousing	774
Heathcote - Castlemaine - Kyneton	2006	Wholesale trade	524
Heathcote - Castlemaine - Kyneton	2011		417
Heathcote - Castlemaine - Kyneton	2011	Accommodation and food services	1046
Heathcote - Castlemaine - Kyneton	2011	Administrative and support services	505
Heathcote - Castlemaine - Kyneton	2011	Agriculture forestry and fishing	884
Heathcote - Castlemaine - Kyneton	2011	Arts and recreation services	397
Heathcote - Castlemaine - Kyneton	2011	Construction	1698
Heathcote - Castlemaine - Kyneton	2011	Education and training	1752
Heathcote - Castlemaine - Kyneton	2011	Electricity gas water and waste services	179
Heathcote - Castlemaine - Kyneton	2011	Financial and insurance services	420
Heathcote - Castlemaine - Kyneton	2011	Health care and social assistance	2546
Heathcote - Castlemaine - Kyneton	2011	Information media and telecommunications	298
Heathcote - Castlemaine - Kyneton	2011	Manufacturing	2234
Heathcote - Castlemaine - Kyneton	2011	Mining	188
Heathcote - Castlemaine - Kyneton	2011	Other services	671
Heathcote - Castlemaine - Kyneton	2011	Professional scientific and technical services	1094
Heathcote - Castlemaine - Kyneton	2011	Public administration and safety	1304
Heathcote - Castlemaine - Kyneton	2011	Rental hiring and real estate services	206
Heathcote - Castlemaine - Kyneton	2011	Retail trade	2098
Heathcote - Castlemaine - Kyneton	2011	Transport postal and warehousing	865
Heathcote - Castlemaine - Kyneton	2011	Wholesale trade	541
Heathcote - Castlemaine - Kyneton	2016		840
Heathcote - Castlemaine - Kyneton	2016	Accommodation and food services	1137
Heathcote - Castlemaine - Kyneton	2016	Administrative and support services	563
Heathcote - Castlemaine - Kyneton	2016	Agriculture forestry and fishing	853
Heathcote - Castlemaine - Kyneton	2016	Arts and recreation services	411
Heathcote - Castlemaine - Kyneton	2016	Construction	1762
Heathcote - Castlemaine - Kyneton	2016	Education and training	1912
Heathcote - Castlemaine - Kyneton	2016	Electricity gas water and waste services	206
Heathcote - Castlemaine - Kyneton	2016	Financial and insurance services	476
Heathcote - Castlemaine - Kyneton	2016	Health care and social assistance	2876
Heathcote - Castlemaine - Kyneton	2016	Information media and telecommunications	296
Heathcote - Castlemaine - Kyneton	2016	Manufacturing	1954
Heathcote - Castlemaine - Kyneton	2016	Mining	253
Heathcote - Castlemaine - Kyneton	2016	Other services	709
Heathcote - Castlemaine - Kyneton	2016	Professional scientific and technical services	1282
Heathcote - Castlemaine - Kyneton	2016	Public administration and safety	1409
Heathcote - Castlemaine - Kyneton	2016	Rental hiring and real estate services	227
Heathcote - Castlemaine - Kyneton	2016	Retail trade	1907
Heathcote - Castlemaine - Kyneton	2016	Transport postal and warehousing	768
Heathcote - Castlemaine - Kyneton	2016	Wholesale trade	395
Loddon - Elmore	2006		125
Loddon - Elmore	2006	Accommodation and food services	198
Loddon - Elmore	2006	Administrative and support services	96
Loddon - Elmore	2006	Agriculture forestry and fishing	1533
Loddon - Elmore	2006	Arts and recreation services	60
Loddon - Elmore	2006	Construction	368
Loddon - Elmore	2006	Education and training	364
Loddon - Elmore	2006	Electricity gas water and waste services	52
Loddon - Elmore	2006	Financial and insurance services	82
Loddon - Elmore	2006	Health care and social assistance	508
Loddon - Elmore	2006	Information media and telecommunications	43
Loddon - Elmore	2006	Manufacturing	574
Loddon - Elmore	2006	Mining	42
Loddon - Elmore	2006	Other services	155
Loddon - Elmore	2006	Professional scientific and technical services	104
Loddon - Elmore	2006	Public administration and safety	262
Loddon - Elmore	2006	Rental hiring and real estate services	30
Loddon - Elmore	2006	Retail trade	491
Loddon - Elmore	2006	Transport postal and warehousing	232
Loddon - Elmore	2006	Wholesale trade	135
Loddon - Elmore	2011		94
Loddon - Elmore	2011	Accommodation and food services	168
Loddon - Elmore	2011	Administrative and support services	70
Loddon - Elmore	2011	Agriculture forestry and fishing	1311
Loddon - Elmore	2011	Arts and recreation services	65
Loddon - Elmore	2011	Construction	328
Loddon - Elmore	2011	Education and training	303
Loddon - Elmore	2011	Electricity gas water and waste services	58
Loddon - Elmore	2011	Financial and insurance services	72
Loddon - Elmore	2011	Health care and social assistance	479
Loddon - Elmore	2011	Information media and telecommunications	28
Loddon - Elmore	2011	Manufacturing	394
Loddon - Elmore	2011	Mining	40
Loddon - Elmore	2011	Other services	159
Loddon - Elmore	2011	Professional scientific and technical services	92
Loddon - Elmore	2011	Public administration and safety	263
Loddon - Elmore	2011	Rental hiring and real estate services	26
Loddon - Elmore	2011	Retail trade	382
Loddon - Elmore	2011	Transport postal and warehousing	215
Loddon - Elmore	2011	Wholesale trade	129
Loddon - Elmore	2016		204
Loddon - Elmore	2016	Accommodation and food services	172
Loddon - Elmore	2016	Administrative and support services	96
Loddon - Elmore	2016	Agriculture forestry and fishing	1262
Loddon - Elmore	2016	Arts and recreation services	66
Loddon - Elmore	2016	Construction	326
Loddon - Elmore	2016	Education and training	296
Loddon - Elmore	2016	Electricity gas water and waste services	47
Loddon - Elmore	2016	Financial and insurance services	76
Loddon - Elmore	2016	Health care and social assistance	529
Loddon - Elmore	2016	Information media and telecommunications	24
Loddon - Elmore	2016	Manufacturing	364
Loddon - Elmore	2016	Mining	46
Loddon - Elmore	2016	Other services	129
Loddon - Elmore	2016	Professional scientific and technical services	99
Loddon - Elmore	2016	Public administration and safety	201
Loddon - Elmore	2016	Rental hiring and real estate services	24
Loddon - Elmore	2016	Retail trade	342
Loddon - Elmore	2016	Transport postal and warehousing	183
Loddon - Elmore	2016	Wholesale trade	113
Barwon - West	2006		130
Barwon - West	2006	Accommodation and food services	263
Barwon - West	2006	Administrative and support services	150
Barwon - West	2006	Agriculture forestry and fishing	886
Barwon - West	2006	Arts and recreation services	78
Barwon - West	2006	Construction	626
Barwon - West	2006	Education and training	487
Barwon - West	2006	Electricity gas water and waste services	69
Barwon - West	2006	Financial and insurance services	91
Barwon - West	2006	Health care and social assistance	684
Barwon - West	2006	Information media and telecommunications	70
Barwon - West	2006	Manufacturing	944
Barwon - West	2006	Mining	20
Barwon - West	2006	Other services	232
Barwon - West	2006	Professional scientific and technical services	285
Barwon - West	2006	Public administration and safety	330
Barwon - West	2006	Rental hiring and real estate services	48
Barwon - West	2006	Retail trade	687
