SA3_NAME16	Year	IndigenousStatus	persons
Mid North	2006	Torres Strait Islander	36
Mid North	2011	Aboriginal	701
Mid North	2011	Both Aboriginal & Torres Strait Islander	21
Mid North	2011	Non-indigenous	26493
Mid North	2011	Torres Strait Islander	48
Mid North	2016	Aboriginal	870
Mid North	2016	Both Aboriginal & Torres Strait Islander	25
Mid North	2016	Non-indigenous	26344
Mid North	2016	Torres Strait Islander	29
Yorke Peninsula	2006	Aboriginal	466
Yorke Peninsula	2006	Both Aboriginal & Torres Strait Islander	10
Yorke Peninsula	2006	Non-indigenous	22139
Yorke Peninsula	2006	Torres Strait Islander	24
Yorke Peninsula	2011	Aboriginal	578
Yorke Peninsula	2011	Both Aboriginal & Torres Strait Islander	6
Yorke Peninsula	2011	Non-indigenous	23383
Yorke Peninsula	2011	Torres Strait Islander	30
Yorke Peninsula	2016	Aboriginal	654
Yorke Peninsula	2016	Both Aboriginal & Torres Strait Islander	7
Yorke Peninsula	2016	Non-indigenous	24524
Yorke Peninsula	2016	Torres Strait Islander	17
Eyre Peninsula and South West	2006	Aboriginal	2733
Eyre Peninsula and South West	2006	Both Aboriginal & Torres Strait Islander	23
Eyre Peninsula and South West	2006	Non-indigenous	52080
Eyre Peninsula and South West	2006	Torres Strait Islander	41
Eyre Peninsula and South West	2011	Aboriginal	3150
Eyre Peninsula and South West	2011	Both Aboriginal & Torres Strait Islander	37
Eyre Peninsula and South West	2011	Non-indigenous	53163
Eyre Peninsula and South West	2011	Torres Strait Islander	45
Eyre Peninsula and South West	2016	Aboriginal	3102
Eyre Peninsula and South West	2016	Both Aboriginal & Torres Strait Islander	44
Eyre Peninsula and South West	2016	Non-indigenous	53419
Eyre Peninsula and South West	2016	Torres Strait Islander	48
Outback - North and East	2006	Aboriginal	4974
Outback - North and East	2006	Both Aboriginal & Torres Strait Islander	61
Outback - North and East	2006	Non-indigenous	21902
Outback - North and East	2006	Torres Strait Islander	28
Outback - North and East	2011	Aboriginal	5375
Outback - North and East	2011	Both Aboriginal & Torres Strait Islander	58
Outback - North and East	2011	Non-indigenous	22740
Outback - North and East	2011	Torres Strait Islander	23
Outback - North and East	2016	Aboriginal	5370
Outback - North and East	2016	Both Aboriginal & Torres Strait Islander	56
Outback - North and East	2016	Non-indigenous	20749
Outback - North and East	2016	Torres Strait Islander	28
Fleurieu - Kangaroo Island	2006	Aboriginal	359
Fleurieu - Kangaroo Island	2006	Both Aboriginal & Torres Strait Islander	9
Fleurieu - Kangaroo Island	2006	Non-indigenous	40750
Fleurieu - Kangaroo Island	2006	Torres Strait Islander	25
Fleurieu - Kangaroo Island	2011	Aboriginal	485
Fleurieu - Kangaroo Island	2011	Both Aboriginal & Torres Strait Islander	3
Fleurieu - Kangaroo Island	2011	Non-indigenous	45831
Fleurieu - Kangaroo Island	2011	Torres Strait Islander	29
Fleurieu - Kangaroo Island	2016	Aboriginal	676
Fleurieu - Kangaroo Island	2016	Both Aboriginal & Torres Strait Islander	16
Fleurieu - Kangaroo Island	2016	Non-indigenous	49680
Fleurieu - Kangaroo Island	2016	Torres Strait Islander	25
Limestone Coast	2006	Aboriginal	708
Limestone Coast	2006	Both Aboriginal & Torres Strait Islander	20
Limestone Coast	2006	Non-indigenous	61434
Limestone Coast	2006	Torres Strait Islander	56
Limestone Coast	2011	Aboriginal	1001
Limestone Coast	2011	Both Aboriginal & Torres Strait Islander	39
Limestone Coast	2011	Non-indigenous	61983
Limestone Coast	2011	Torres Strait Islander	56
Limestone Coast	2016	Aboriginal	1139
Limestone Coast	2016	Both Aboriginal & Torres Strait Islander	29
Limestone Coast	2016	Non-indigenous	63574
Limestone Coast	2016	Torres Strait Islander	46
Murray and Mallee	2006	Aboriginal	1973
Murray and Mallee	2006	Both Aboriginal & Torres Strait Islander	29
Murray and Mallee	2006	Non-indigenous	64709
Murray and Mallee	2006	Torres Strait Islander	51
Murray and Mallee	2011	Aboriginal	2313
Murray and Mallee	2011	Both Aboriginal & Torres Strait Islander	37
Murray and Mallee	2011	Non-indigenous	65322
Murray and Mallee	2011	Torres Strait Islander	54
Murray and Mallee	2016	Aboriginal	2488
Murray and Mallee	2016	Both Aboriginal & Torres Strait Islander	36
Murray and Mallee	2016	Non-indigenous	66980
Murray and Mallee	2016	Torres Strait Islander	50
Migratory - Offshore - Shipping (SA)	2006	Aboriginal	0
Migratory - Offshore - Shipping (SA)	2006	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (SA)	2006	Non-indigenous	6
Migratory - Offshore - Shipping (SA)	2006	Torres Strait Islander	0
Migratory - Offshore - Shipping (SA)	2011	Aboriginal	0
Migratory - Offshore - Shipping (SA)	2011	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (SA)	2011	Non-indigenous	5
Migratory - Offshore - Shipping (SA)	2011	Torres Strait Islander	0
Migratory - Offshore - Shipping (SA)	2016	Aboriginal	0
Migratory - Offshore - Shipping (SA)	2016	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (SA)	2016	Non-indigenous	3
Migratory - Offshore - Shipping (SA)	2016	Torres Strait Islander	0
No usual address (SA)	2006	Aboriginal	83
No usual address (SA)	2006	Both Aboriginal & Torres Strait Islander	0
No usual address (SA)	2006	Non-indigenous	2532
No usual address (SA)	2006	Torres Strait Islander	3
No usual address (SA)	2011	Aboriginal	157
No usual address (SA)	2011	Both Aboriginal & Torres Strait Islander	6
No usual address (SA)	2011	Non-indigenous	2903
No usual address (SA)	2011	Torres Strait Islander	3
No usual address (SA)	2016	Aboriginal	246
No usual address (SA)	2016	Both Aboriginal & Torres Strait Islander	4
No usual address (SA)	2016	Non-indigenous	2609
No usual address (SA)	2016	Torres Strait Islander	4
Augusta - Margaret River - Busselton	2006	Aboriginal	448
Augusta - Margaret River - Busselton	2006	Both Aboriginal & Torres Strait Islander	0
Augusta - Margaret River - Busselton	2006	Non-indigenous	35243
Augusta - Margaret River - Busselton	2006	Torres Strait Islander	14
Augusta - Margaret River - Busselton	2011	Aboriginal	597
Augusta - Margaret River - Busselton	2011	Both Aboriginal & Torres Strait Islander	5
Augusta - Margaret River - Busselton	2011	Non-indigenous	41441
Augusta - Margaret River - Busselton	2011	Torres Strait Islander	3
Augusta - Margaret River - Busselton	2016	Aboriginal	772
Augusta - Margaret River - Busselton	2016	Both Aboriginal & Torres Strait Islander	3
Augusta - Margaret River - Busselton	2016	Non-indigenous	50077
Augusta - Margaret River - Busselton	2016	Torres Strait Islander	23
Bunbury	2006	Aboriginal	1748
Bunbury	2006	Both Aboriginal & Torres Strait Islander	33
Bunbury	2006	Non-indigenous	80033
Bunbury	2006	Torres Strait Islander	45
Bunbury	2011	Aboriginal	2298
Bunbury	2011	Both Aboriginal & Torres Strait Islander	41
Bunbury	2011	Non-indigenous	91988
Bunbury	2011	Torres Strait Islander	55
Bunbury	2016	Aboriginal	2697
Bunbury	2016	Both Aboriginal & Torres Strait Islander	63
Bunbury	2016	Non-indigenous	99828
Bunbury	2016	Torres Strait Islander	56
Manjimup	2006	Aboriginal	377
Manjimup	2006	Both Aboriginal & Torres Strait Islander	5
Manjimup	2006	Non-indigenous	20211
Manjimup	2006	Torres Strait Islander	20
Manjimup	2011	Aboriginal	418
Manjimup	2011	Both Aboriginal & Torres Strait Islander	7
Manjimup	2011	Non-indigenous	21224
Manjimup	2011	Torres Strait Islander	22
Manjimup	2016	Aboriginal	490
Manjimup	2016	Both Aboriginal & Torres Strait Islander	6
Manjimup	2016	Non-indigenous	22299
Manjimup	2016	Torres Strait Islander	20
Mandurah	2006	Aboriginal	904
Mandurah	2006	Both Aboriginal & Torres Strait Islander	20
Mandurah	2006	Non-indigenous	65885
Mandurah	2006	Torres Strait Islander	45
Mandurah	2011	Aboriginal	1493
Mandurah	2011	Both Aboriginal & Torres Strait Islander	19
Mandurah	2011	Non-indigenous	81728
Mandurah	2011	Torres Strait Islander	55
Mandurah	2016	Aboriginal	2004
Mandurah	2016	Both Aboriginal & Torres Strait Islander	38
Mandurah	2016	Non-indigenous	94641
Mandurah	2016	Torres Strait Islander	53
Cottesloe - Claremont	2006	Aboriginal	196
Cottesloe - Claremont	2006	Both Aboriginal & Torres Strait Islander	8
Cottesloe - Claremont	2006	Non-indigenous	62165
Cottesloe - Claremont	2006	Torres Strait Islander	9
Cottesloe - Claremont	2011	Aboriginal	235
Cottesloe - Claremont	2011	Both Aboriginal & Torres Strait Islander	14
Cottesloe - Claremont	2011	Non-indigenous	63878
Cottesloe - Claremont	2011	Torres Strait Islander	7
Cottesloe - Claremont	2016	Aboriginal	334
Cottesloe - Claremont	2016	Both Aboriginal & Torres Strait Islander	9
Cottesloe - Claremont	2016	Non-indigenous	67278
Cottesloe - Claremont	2016	Torres Strait Islander	13
Perth City	2006	Aboriginal	444
Perth City	2006	Both Aboriginal & Torres Strait Islander	4
Perth City	2006	Non-indigenous	79286
Perth City	2006	Torres Strait Islander	27
Perth City	2011	Aboriginal	461
Perth City	2011	Both Aboriginal & Torres Strait Islander	13
Perth City	2011	Non-indigenous	91720
Perth City	2011	Torres Strait Islander	23
Perth City	2016	Aboriginal	626
Perth City	2016	Both Aboriginal & Torres Strait Islander	22
Perth City	2016	Non-indigenous	100990
Perth City	2016	Torres Strait Islander	28
Bayswater - Bassendean	2006	Aboriginal	966
Bayswater - Bassendean	2006	Both Aboriginal & Torres Strait Islander	40
Bayswater - Bassendean	2006	Non-indigenous	68820
Bayswater - Bassendean	2006	Torres Strait Islander	41
Bayswater - Bassendean	2011	Aboriginal	1121
Bayswater - Bassendean	2011	Both Aboriginal & Torres Strait Islander	51
Bayswater - Bassendean	2011	Non-indigenous	75123
Bayswater - Bassendean	2011	Torres Strait Islander	44
Bayswater - Bassendean	2016	Aboriginal	1132
Bayswater - Bassendean	2016	Both Aboriginal & Torres Strait Islander	58
Bayswater - Bassendean	2016	Non-indigenous	79212
Bayswater - Bassendean	2016	Torres Strait Islander	41
Mundaring	2006	Aboriginal	959
Mundaring	2006	Both Aboriginal & Torres Strait Islander	3
Mundaring	2006	Non-indigenous	37533
Mundaring	2006	Torres Strait Islander	9
Mundaring	2011	Aboriginal	1246
Mundaring	2011	Both Aboriginal & Torres Strait Islander	18
Mundaring	2011	Non-indigenous	39141
Mundaring	2011	Torres Strait Islander	7
Mundaring	2016	Aboriginal	1450
Mundaring	2016	Both Aboriginal & Torres Strait Islander	35
Mundaring	2016	Non-indigenous	40526
Mundaring	2016	Torres Strait Islander	21
Swan	2006	Aboriginal	2278
Swan	2006	Both Aboriginal & Torres Strait Islander	32
Swan	2006	Non-indigenous	86097
Swan	2006	Torres Strait Islander	71
Swan	2011	Aboriginal	2850
Swan	2011	Both Aboriginal & Torres Strait Islander	47
Swan	2011	Non-indigenous	100178
Swan	2011	Torres Strait Islander	63
Swan	2016	Aboriginal	3353
Swan	2016	Both Aboriginal & Torres Strait Islander	74
Swan	2016	Non-indigenous	125025
Swan	2016	Torres Strait Islander	88
Joondalup	2006	Aboriginal	651
Joondalup	2006	Both Aboriginal & Torres Strait Islander	12
Joondalup	2006	Non-indigenous	148977
Joondalup	2006	Torres Strait Islander	35
Joondalup	2011	Aboriginal	803
Joondalup	2011	Both Aboriginal & Torres Strait Islander	34
Joondalup	2011	Non-indigenous	151540
Joondalup	2011	Torres Strait Islander	46
Joondalup	2016	Aboriginal	932
Joondalup	2016	Both Aboriginal & Torres Strait Islander	29
Joondalup	2016	Non-indigenous	153726
Joondalup	2016	Torres Strait Islander	43
Stirling	2006	Aboriginal	1816
Stirling	2006	Both Aboriginal & Torres Strait Islander	41
Stirling	2006	Non-indigenous	158550
Stirling	2006	Torres Strait Islander	46
Stirling	2011	Aboriginal	2126
Stirling	2011	Both Aboriginal & Torres Strait Islander	38
Stirling	2011	Non-indigenous	176208
Stirling	2011	Torres Strait Islander	60
Stirling	2016	Aboriginal	1988
Stirling	2016	Both Aboriginal & Torres Strait Islander	27
Stirling	2016	Non-indigenous	190345
Stirling	2016	Torres Strait Islander	65
Wanneroo	2006	Aboriginal	1819
Wanneroo	2006	Both Aboriginal & Torres Strait Islander	33
Wanneroo	2006	Non-indigenous	109028
Wanneroo	2006	Torres Strait Islander	61
Wanneroo	2011	Aboriginal	2199
Wanneroo	2011	Both Aboriginal & Torres Strait Islander	42
Wanneroo	2011	Non-indigenous	149791
Wanneroo	2011	Torres Strait Islander	72
Wanneroo	2016	Aboriginal	2568
Wanneroo	2016	Both Aboriginal & Torres Strait Islander	58
Wanneroo	2016	Non-indigenous	185256
Wanneroo	2016	Torres Strait Islander	78
Armadale	2006	Aboriginal	1396
Armadale	2006	Both Aboriginal & Torres Strait Islander	4
Armadale	2006	Non-indigenous	49112
Armadale	2006	Torres Strait Islander	25
Armadale	2011	Aboriginal	1679
Armadale	2011	Both Aboriginal & Torres Strait Islander	27
Armadale	2011	Non-indigenous	60554
Armadale	2011	Torres Strait Islander	37
Armadale	2016	Aboriginal	1955
Armadale	2016	Both Aboriginal & Torres Strait Islander	32
Armadale	2016	Non-indigenous	77572
Armadale	2016	Torres Strait Islander	43
Belmont - Victoria Park	2006	Aboriginal	1284
Belmont - Victoria Park	2006	Both Aboriginal & Torres Strait Islander	30
Belmont - Victoria Park	2006	Non-indigenous	53424
Belmont - Victoria Park	2006	Torres Strait Islander	43
Belmont - Victoria Park	2011	Aboriginal	1396
Belmont - Victoria Park	2011	Both Aboriginal & Torres Strait Islander	36
Belmont - Victoria Park	2011	Non-indigenous	62340
Belmont - Victoria Park	2011	Torres Strait Islander	32
Belmont - Victoria Park	2016	Aboriginal	1393
Belmont - Victoria Park	2016	Both Aboriginal & Torres Strait Islander	38
Belmont - Victoria Park	2016	Non-indigenous	69264
Belmont - Victoria Park	2016	Torres Strait Islander	23
Canning	2006	Aboriginal	927
Canning	2006	Both Aboriginal & Torres Strait Islander	22
Canning	2006	Non-indigenous	79458
Canning	2006	Torres Strait Islander	16
Canning	2011	Aboriginal	954
Canning	2011	Both Aboriginal & Torres Strait Islander	15
Canning	2011	Non-indigenous	87777
Canning	2011	Torres Strait Islander	18
Canning	2016	Aboriginal	918
Canning	2016	Both Aboriginal & Torres Strait Islander	18
Canning	2016	Non-indigenous	92647
Canning	2016	Torres Strait Islander	14
Gosnells	2006	Aboriginal	2311
Gosnells	2006	Both Aboriginal & Torres Strait Islander	48
Gosnells	2006	Non-indigenous	89178
Gosnells	2006	Torres Strait Islander	45
Gosnells	2011	Aboriginal	2514
Gosnells	2011	Both Aboriginal & Torres Strait Islander	51
Gosnells	2011	Non-indigenous	103967
Gosnells	2011	Torres Strait Islander	52
Gosnells	2016	Aboriginal	2671
Gosnells	2016	Both Aboriginal & Torres Strait Islander	42
Gosnells	2016	Non-indigenous	115328
Gosnells	2016	Torres Strait Islander	32
Kalamunda	2006	Aboriginal	780
Kalamunda	2006	Both Aboriginal & Torres Strait Islander	10
Kalamunda	2006	Non-indigenous	48730
Kalamunda	2006	Torres Strait Islander	14
Kalamunda	2011	Aboriginal	878
Kalamunda	2011	Both Aboriginal & Torres Strait Islander	19
Kalamunda	2011	Non-indigenous	52648
Kalamunda	2011	Torres Strait Islander	18
Kalamunda	2016	Aboriginal	997
Kalamunda	2016	Both Aboriginal & Torres Strait Islander	15
Kalamunda	2016	Non-indigenous	56411
Kalamunda	2016	Torres Strait Islander	26
Serpentine - Jarrahdale	2006	Aboriginal	110
Serpentine - Jarrahdale	2006	Both Aboriginal & Torres Strait Islander	0
Serpentine - Jarrahdale	2006	Non-indigenous	12941
Serpentine - Jarrahdale	2006	Torres Strait Islander	10
Serpentine - Jarrahdale	2011	Aboriginal	241
Serpentine - Jarrahdale	2011	Both Aboriginal & Torres Strait Islander	0
Serpentine - Jarrahdale	2011	Non-indigenous	17546
Serpentine - Jarrahdale	2011	Torres Strait Islander	18
Serpentine - Jarrahdale	2016	Aboriginal	527
Serpentine - Jarrahdale	2016	Both Aboriginal & Torres Strait Islander	4
Serpentine - Jarrahdale	2016	Non-indigenous	26329
Serpentine - Jarrahdale	2016	Torres Strait Islander	13
South Perth	2006	Aboriginal	335
South Perth	2006	Both Aboriginal & Torres Strait Islander	20
South Perth	2006	Non-indigenous	38086
South Perth	2006	Torres Strait Islander	4
South Perth	2011	Aboriginal	428
South Perth	2011	Both Aboriginal & Torres Strait Islander	9
South Perth	2011	Non-indigenous	40369
South Perth	2011	Torres Strait Islander	3
South Perth	2016	Aboriginal	514
South Perth	2016	Both Aboriginal & Torres Strait Islander	10
South Perth	2016	Non-indigenous	41512
South Perth	2016	Torres Strait Islander	6
Cockburn	2006	Aboriginal	1189
Cockburn	2006	Both Aboriginal & Torres Strait Islander	27
Cockburn	2006	Non-indigenous	70817
Cockburn	2006	Torres Strait Islander	22
Cockburn	2011	Aboriginal	1528
Cockburn	2011	Both Aboriginal & Torres Strait Islander	31
Cockburn	2011	Non-indigenous	85824
Cockburn	2011	Torres Strait Islander	32
Cockburn	2016	Aboriginal	1516
Cockburn	2016	Both Aboriginal & Torres Strait Islander	44
Cockburn	2016	Non-indigenous	100446
Cockburn	2016	Torres Strait Islander	22
Fremantle	2006	Aboriginal	399
Fremantle	2006	Both Aboriginal & Torres Strait Islander	5
Fremantle	2006	Non-indigenous	31245
Fremantle	2006	Torres Strait Islander	12
Fremantle	2011	Aboriginal	452
Fremantle	2011	Both Aboriginal & Torres Strait Islander	14
Fremantle	2011	Non-indigenous	33156
Fremantle	2011	Torres Strait Islander	4
Fremantle	2016	Aboriginal	462
Fremantle	2016	Both Aboriginal & Torres Strait Islander	12
Fremantle	2016	Non-indigenous	36115
Fremantle	2016	Torres Strait Islander	16
Kwinana	2006	Aboriginal	905
Kwinana	2006	Both Aboriginal & Torres Strait Islander	7
Kwinana	2006	Non-indigenous	22263
Kwinana	2006	Torres Strait Islander	23
Kwinana	2011	Aboriginal	1102
Kwinana	2011	Both Aboriginal & Torres Strait Islander	13
Kwinana	2011	Non-indigenous	28084
Kwinana	2011	Torres Strait Islander	28
Kwinana	2016	Aboriginal	1371
Kwinana	2016	Both Aboriginal & Torres Strait Islander	27
Kwinana	2016	Non-indigenous	37511
Kwinana	2016	Torres Strait Islander	9
Melville	2006	Aboriginal	514
Melville	2006	Both Aboriginal & Torres Strait Islander	16
Melville	2006	Non-indigenous	95050
Melville	2006	Torres Strait Islander	12
Melville	2011	Aboriginal	545
Melville	2011	Both Aboriginal & Torres Strait Islander	6
Melville	2011	Non-indigenous	97798
Melville	2011	Torres Strait Islander	21
Melville	2016	Aboriginal	670
Melville	2016	Both Aboriginal & Torres Strait Islander	10
Melville	2016	Non-indigenous	99982
Melville	2016	Torres Strait Islander	15
Rockingham	2006	Aboriginal	1109
Rockingham	2006	Both Aboriginal & Torres Strait Islander	21
Rockingham	2006	Non-indigenous	83149
Rockingham	2006	Torres Strait Islander	27
Rockingham	2011	Aboriginal	1673
Rockingham	2011	Both Aboriginal & Torres Strait Islander	25
Rockingham	2011	Non-indigenous	102366
Rockingham	2011	Torres Strait Islander	41
Rockingham	2016	Aboriginal	2443
Rockingham	2016	Both Aboriginal & Torres Strait Islander	52
Rockingham	2016	Non-indigenous	122556
Rockingham	2016	Torres Strait Islander	63
Albany	2006	Aboriginal	1675
Albany	2006	Both Aboriginal & Torres Strait Islander	18
Albany	2006	Non-indigenous	50878
Albany	2006	Torres Strait Islander	21
Albany	2011	Aboriginal	2062
Albany	2011	Both Aboriginal & Torres Strait Islander	22
Albany	2011	Non-indigenous	53258
Albany	2011	Torres Strait Islander	15
Albany	2016	Aboriginal	2090
Albany	2016	Both Aboriginal & Torres Strait Islander	24
Albany	2016	Non-indigenous	57017
Albany	2016	Torres Strait Islander	42
Wheat Belt - North	2006	Aboriginal	2131
Wheat Belt - North	2006	Both Aboriginal & Torres Strait Islander	31
Wheat Belt - North	2006	Non-indigenous	48226
Wheat Belt - North	2006	Torres Strait Islander	23
Wheat Belt - North	2011	Aboriginal	2358
Wheat Belt - North	2011	Both Aboriginal & Torres Strait Islander	21
Wheat Belt - North	2011	Non-indigenous	50958
Wheat Belt - North	2011	Torres Strait Islander	36
Wheat Belt - North	2016	Aboriginal	2382
Wheat Belt - North	2016	Both Aboriginal & Torres Strait Islander	19
Wheat Belt - North	2016	Non-indigenous	53515
Wheat Belt - North	2016	Torres Strait Islander	19
Wheat Belt - South	2006	Aboriginal	861
Wheat Belt - South	2006	Both Aboriginal & Torres Strait Islander	20
Wheat Belt - South	2006	Non-indigenous	18965
Wheat Belt - South	2006	Torres Strait Islander	4
Wheat Belt - South	2011	Aboriginal	982
Wheat Belt - South	2011	Both Aboriginal & Torres Strait Islander	18
Wheat Belt - South	2011	Non-indigenous	19693
Wheat Belt - South	2011	Torres Strait Islander	17
Wheat Belt - South	2016	Aboriginal	940
Wheat Belt - South	2016	Both Aboriginal & Torres Strait Islander	39
Wheat Belt - South	2016	Non-indigenous	19253
Wheat Belt - South	2016	Torres Strait Islander	13
Kimberley	2006	Aboriginal	12032
Kimberley	2006	Both Aboriginal & Torres Strait Islander	240
Kimberley	2006	Non-indigenous	16973
Kimberley	2006	Torres Strait Islander	52
Kimberley	2011	Aboriginal	13511
Kimberley	2011	Both Aboriginal & Torres Strait Islander	315
Kimberley	2011	Non-indigenous	20871
Kimberley	2011	Torres Strait Islander	96
Kimberley	2016	Aboriginal	13866
Kimberley	2016	Both Aboriginal & Torres Strait Islander	346
Kimberley	2016	Non-indigenous	20064
Kimberley	2016	Torres Strait Islander	88
East Pilbara	2006	Aboriginal	3118
East Pilbara	2006	Both Aboriginal & Torres Strait Islander	53
East Pilbara	2006	Non-indigenous	15282
East Pilbara	2006	Torres Strait Islander	49
East Pilbara	2011	Aboriginal	3999
East Pilbara	2011	Both Aboriginal & Torres Strait Islander	116
East Pilbara	2011	Non-indigenous	22732
East Pilbara	2011	Torres Strait Islander	144
East Pilbara	2016	Aboriginal	4168
East Pilbara	2016	Both Aboriginal & Torres Strait Islander	160
East Pilbara	2016	Non-indigenous	20566
East Pilbara	2016	Torres Strait Islander	161
West Pilbara	2006	Aboriginal	2253
West Pilbara	2006	Both Aboriginal & Torres Strait Islander	51
West Pilbara	2006	Non-indigenous	20083
West Pilbara	2006	Torres Strait Islander	114
West Pilbara	2011	Aboriginal	2769
West Pilbara	2011	Both Aboriginal & Torres Strait Islander	88
West Pilbara	2011	Non-indigenous	29937
West Pilbara	2011	Torres Strait Islander	105
West Pilbara	2016	Aboriginal	3539
West Pilbara	2016	Both Aboriginal & Torres Strait Islander	119
West Pilbara	2016	Non-indigenous	30666
West Pilbara	2016	Torres Strait Islander	173
Esperance	2006	Aboriginal	620
Esperance	2006	Both Aboriginal & Torres Strait Islander	0
Esperance	2006	Non-indigenous	14285
Esperance	2006	Torres Strait Islander	9
Esperance	2011	Aboriginal	589
Esperance	2011	Both Aboriginal & Torres Strait Islander	0
Esperance	2011	Non-indigenous	15007
Esperance	2011	Torres Strait Islander	13
Esperance	2016	Aboriginal	607
Esperance	2016	Both Aboriginal & Torres Strait Islander	0
Esperance	2016	Non-indigenous	15354
Esperance	2016	Torres Strait Islander	10
Gascoyne	2006	Aboriginal	1331
Gascoyne	2006	Both Aboriginal & Torres Strait Islander	22
Gascoyne	2006	Non-indigenous	7529
Gascoyne	2006	Torres Strait Islander	9
Gascoyne	2011	Aboriginal	1341
Gascoyne	2011	Both Aboriginal & Torres Strait Islander	16
Gascoyne	2011	Non-indigenous	7922
Gascoyne	2011	Torres Strait Islander	10
Gascoyne	2016	Aboriginal	1260
Gascoyne	2016	Both Aboriginal & Torres Strait Islander	11
Gascoyne	2016	Non-indigenous	8211
Gascoyne	2016	Torres Strait Islander	3
Goldfields	2006	Aboriginal	4224
Goldfields	2006	Both Aboriginal & Torres Strait Islander	61
Goldfields	2006	Non-indigenous	32640
Goldfields	2006	Torres Strait Islander	52
Goldfields	2011	Aboriginal	4598
Goldfields	2011	Both Aboriginal & Torres Strait Islander	67
Goldfields	2011	Non-indigenous	37089
Goldfields	2011	Torres Strait Islander	57
Goldfields	2016	Aboriginal	4661
Goldfields	2016	Both Aboriginal & Torres Strait Islander	88
Goldfields	2016	Non-indigenous	34306
Goldfields	2016	Torres Strait Islander	42
Mid West	2006	Aboriginal	4325
Mid West	2006	Both Aboriginal & Torres Strait Islander	59
Mid West	2006	Non-indigenous	44123
Mid West	2006	Torres Strait Islander	35
Mid West	2011	Aboriginal	5189
Mid West	2011	Both Aboriginal & Torres Strait Islander	55
Mid West	2011	Non-indigenous	48362
Mid West	2011	Torres Strait Islander	51
Mid West	2016	Aboriginal	5062
Mid West	2016	Both Aboriginal & Torres Strait Islander	76
Mid West	2016	Non-indigenous	48846
Mid West	2016	Torres Strait Islander	35
Migratory - Offshore - Shipping (WA)	2006	Aboriginal	8
Migratory - Offshore - Shipping (WA)	2006	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (WA)	2006	Non-indigenous	331
Migratory - Offshore - Shipping (WA)	2006	Torres Strait Islander	0
Migratory - Offshore - Shipping (WA)	2011	Aboriginal	5
Migratory - Offshore - Shipping (WA)	2011	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (WA)	2011	Non-indigenous	412
Migratory - Offshore - Shipping (WA)	2011	Torres Strait Islander	0
Migratory - Offshore - Shipping (WA)	2016	Aboriginal	3
Migratory - Offshore - Shipping (WA)	2016	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (WA)	2016	Non-indigenous	431
Migratory - Offshore - Shipping (WA)	2016	Torres Strait Islander	0
No usual address (WA)	2006	Aboriginal	212
No usual address (WA)	2006	Both Aboriginal & Torres Strait Islander	11
No usual address (WA)	2006	Non-indigenous	5760
No usual address (WA)	2006	Torres Strait Islander	3
No usual address (WA)	2011	Aboriginal	424
No usual address (WA)	2011	Both Aboriginal & Torres Strait Islander	15
No usual address (WA)	2011	Non-indigenous	6848
No usual address (WA)	2011	Torres Strait Islander	12
No usual address (WA)	2016	Aboriginal	563
No usual address (WA)	2016	Both Aboriginal & Torres Strait Islander	12
No usual address (WA)	2016	Non-indigenous	5364
No usual address (WA)	2016	Torres Strait Islander	11
Brighton	2006	Aboriginal	699
Brighton	2006	Both Aboriginal & Torres Strait Islander	57
Brighton	2006	Non-indigenous	13797
Brighton	2006	Torres Strait Islander	132
Brighton	2011	Aboriginal	995
Brighton	2011	Both Aboriginal & Torres Strait Islander	68
Brighton	2011	Non-indigenous	14843
Brighton	2011	Torres Strait Islander	109
Brighton	2016	Aboriginal	1379
Brighton	2016	Both Aboriginal & Torres Strait Islander	66
Brighton	2016	Non-indigenous	15514
Brighton	2016	Torres Strait Islander	113
Hobart - North East	2006	Aboriginal	1153
Hobart - North East	2006	Both Aboriginal & Torres Strait Islander	31
Hobart - North East	2006	Non-indigenous	45851
Hobart - North East	2006	Torres Strait Islander	114
Hobart - North East	2011	Aboriginal	1289
Hobart - North East	2011	Both Aboriginal & Torres Strait Islander	60
Hobart - North East	2011	Non-indigenous	48193
Hobart - North East	2011	Torres Strait Islander	100
Hobart - North East	2016	Aboriginal	1701
Hobart - North East	2016	Both Aboriginal & Torres Strait Islander	85
Hobart - North East	2016	Non-indigenous	50710
Hobart - North East	2016	Torres Strait Islander	110
Hobart - North West	2006	Aboriginal	1592
Hobart - North West	2006	Both Aboriginal & Torres Strait Islander	92
Hobart - North West	2006	Non-indigenous	48098
Hobart - North West	2006	Torres Strait Islander	174
Hobart - North West	2011	Aboriginal	1896
Hobart - North West	2011	Both Aboriginal & Torres Strait Islander	93
Hobart - North West	2011	Non-indigenous	49080
Hobart - North West	2011	Torres Strait Islander	181
Hobart - North West	2016	Aboriginal	2325
Hobart - North West	2016	Both Aboriginal & Torres Strait Islander	113
Hobart - North West	2016	Non-indigenous	50583
