SA3_NAME16	Year	DwellingStructure	occupied_private_dwellings
North Lakes	2011		35
North Lakes	2011	(Other)	234
North Lakes	2011	Flat/apartment	491
North Lakes	2011	Semi-detached, row/terrace house, townhouse etc.	1745
North Lakes	2011	Separate house	15229
North Lakes	2016		59
North Lakes	2016	(Other)	214
North Lakes	2016	Flat/apartment	334
North Lakes	2016	Semi-detached, row/terrace house, townhouse etc.	4471
North Lakes	2016	Separate house	18949
Strathpine	2006		0
Strathpine	2006	(Other)	17
Strathpine	2006	Flat/apartment	352
Strathpine	2006	Semi-detached, row/terrace house, townhouse etc.	1248
Strathpine	2006	Separate house	10300
Strathpine	2011		0
Strathpine	2011	(Other)	13
Strathpine	2011	Flat/apartment	681
Strathpine	2011	Semi-detached, row/terrace house, townhouse etc.	1200
Strathpine	2011	Separate house	10713
Strathpine	2016		10
Strathpine	2016	(Other)	12
Strathpine	2016	Flat/apartment	560
Strathpine	2016	Semi-detached, row/terrace house, townhouse etc.	1915
Strathpine	2016	Separate house	10604
Far North	2006		311
Far North	2006	(Other)	446
Far North	2006	Flat/apartment	160
Far North	2006	Semi-detached, row/terrace house, townhouse etc.	235
Far North	2006	Separate house	6551
Far North	2011		43
Far North	2011	(Other)	349
Far North	2011	Flat/apartment	777
Far North	2011	Semi-detached, row/terrace house, townhouse etc.	391
Far North	2011	Separate house	6628
Far North	2016		71
Far North	2016	(Other)	414
Far North	2016	Flat/apartment	349
Far North	2016	Semi-detached, row/terrace house, townhouse etc.	667
Far North	2016	Separate house	7361
Outback - North	2006		9
Outback - North	2006	(Other)	423
Outback - North	2006	Flat/apartment	1059
Outback - North	2006	Semi-detached, row/terrace house, townhouse etc.	533
Outback - North	2006	Separate house	7375
Outback - North	2011		41
Outback - North	2011	(Other)	525
Outback - North	2011	Flat/apartment	1083
Outback - North	2011	Semi-detached, row/terrace house, townhouse etc.	397
Outback - North	2011	Separate house	7758
Outback - North	2016		183
Outback - North	2016	(Other)	268
Outback - North	2016	Flat/apartment	512
Outback - North	2016	Semi-detached, row/terrace house, townhouse etc.	1165
Outback - North	2016	Separate house	7310
Outback - South	2006		0
Outback - South	2006	(Other)	243
Outback - South	2006	Flat/apartment	278
Outback - South	2006	Semi-detached, row/terrace house, townhouse etc.	161
Outback - South	2006	Separate house	6533
Outback - South	2011		54
Outback - South	2011	(Other)	206
Outback - South	2011	Flat/apartment	273
Outback - South	2011	Semi-detached, row/terrace house, townhouse etc.	122
Outback - South	2011	Separate house	6735
Outback - South	2016		92
Outback - South	2016	(Other)	221
Outback - South	2016	Flat/apartment	180
Outback - South	2016	Semi-detached, row/terrace house, townhouse etc.	148
Outback - South	2016	Separate house	6080
Buderim	2006		0
Buderim	2006	(Other)	50
Buderim	2006	Flat/apartment	973
Buderim	2006	Semi-detached, row/terrace house, townhouse etc.	2525
Buderim	2006	Separate house	10967
Buderim	2011		0
Buderim	2011	(Other)	55
Buderim	2011	Flat/apartment	793
Buderim	2011	Semi-detached, row/terrace house, townhouse etc.	1804
Buderim	2011	Separate house	13885
Buderim	2016		68
Buderim	2016	(Other)	85
Buderim	2016	Flat/apartment	1598
Buderim	2016	Semi-detached, row/terrace house, townhouse etc.	2890
Buderim	2016	Separate house	14586
Caloundra	2006		8
Caloundra	2006	(Other)	341
Caloundra	2006	Flat/apartment	3094
Caloundra	2006	Semi-detached, row/terrace house, townhouse etc.	2645
Caloundra	2006	Separate house	17612
Caloundra	2011		4
Caloundra	2011	(Other)	614
Caloundra	2011	Flat/apartment	3825
Caloundra	2011	Semi-detached, row/terrace house, townhouse etc.	3378
Caloundra	2011	Separate house	19351
Caloundra	2016		151
Caloundra	2016	(Other)	456
Caloundra	2016	Flat/apartment	4219
Caloundra	2016	Semi-detached, row/terrace house, townhouse etc.	4270
Caloundra	2016	Separate house	21433
Maroochy	2006		6
Maroochy	2006	(Other)	560
Maroochy	2006	Flat/apartment	5134
Maroochy	2006	Semi-detached, row/terrace house, townhouse etc.	3053
Maroochy	2006	Separate house	10523
Maroochy	2011		19
Maroochy	2011	(Other)	447
Maroochy	2011	Flat/apartment	5691
Maroochy	2011	Semi-detached, row/terrace house, townhouse etc.	3563
Maroochy	2011	Separate house	11310
Maroochy	2016		143
Maroochy	2016	(Other)	352
Maroochy	2016	Flat/apartment	6235
Maroochy	2016	Semi-detached, row/terrace house, townhouse etc.	4130
Maroochy	2016	Separate house	11682
Noosa	2006		3
Noosa	2006	(Other)	95
Noosa	2006	Flat/apartment	1568
Noosa	2006	Semi-detached, row/terrace house, townhouse etc.	1787
Noosa	2006	Separate house	9024
Noosa	2011		4
Noosa	2011	(Other)	157
Noosa	2011	Flat/apartment	1674
Noosa	2011	Semi-detached, row/terrace house, townhouse etc.	1944
Noosa	2011	Separate house	10332
Noosa	2016		105
Noosa	2016	(Other)	57
Noosa	2016	Flat/apartment	1369
Noosa	2016	Semi-detached, row/terrace house, townhouse etc.	2790
Noosa	2016	Separate house	11457
Sunshine Coast Hinterland	2006		17
Sunshine Coast Hinterland	2006	(Other)	439
Sunshine Coast Hinterland	2006	Flat/apartment	226
Sunshine Coast Hinterland	2006	Semi-detached, row/terrace house, townhouse etc.	185
Sunshine Coast Hinterland	2006	Separate house	13654
Sunshine Coast Hinterland	2011		9
Sunshine Coast Hinterland	2011	(Other)	402
Sunshine Coast Hinterland	2011	Flat/apartment	229
Sunshine Coast Hinterland	2011	Semi-detached, row/terrace house, townhouse etc.	521
Sunshine Coast Hinterland	2011	Separate house	15576
Sunshine Coast Hinterland	2016		114
Sunshine Coast Hinterland	2016	(Other)	311
Sunshine Coast Hinterland	2016	Flat/apartment	142
Sunshine Coast Hinterland	2016	Semi-detached, row/terrace house, townhouse etc.	560
Sunshine Coast Hinterland	2016	Separate house	16576
Nambour	2006		0
Nambour	2006	(Other)	396
Nambour	2006	Flat/apartment	866
Nambour	2006	Semi-detached, row/terrace house, townhouse etc.	522
Nambour	2006	Separate house	10566
Nambour	2011		12
Nambour	2011	(Other)	406
Nambour	2011	Flat/apartment	1066
Nambour	2011	Semi-detached, row/terrace house, townhouse etc.	485
Nambour	2011	Separate house	11745
Nambour	2016		98
Nambour	2016	(Other)	379
Nambour	2016	Flat/apartment	696
Nambour	2016	Semi-detached, row/terrace house, townhouse etc.	1266
Nambour	2016	Separate house	12713
Noosa Hinterland	2006		0
Noosa Hinterland	2006	(Other)	155
Noosa Hinterland	2006	Flat/apartment	135
Noosa Hinterland	2006	Semi-detached, row/terrace house, townhouse etc.	16
Noosa Hinterland	2006	Separate house	6526
Noosa Hinterland	2011		0
Noosa Hinterland	2011	(Other)	114
Noosa Hinterland	2011	Flat/apartment	119
Noosa Hinterland	2011	Semi-detached, row/terrace house, townhouse etc.	44
Noosa Hinterland	2011	Separate house	7130
Noosa Hinterland	2016		67
Noosa Hinterland	2016	(Other)	93
Noosa Hinterland	2016	Flat/apartment	108
Noosa Hinterland	2016	Semi-detached, row/terrace house, townhouse etc.	45
Noosa Hinterland	2016	Separate house	7482
Toowoomba	2006		5
Toowoomba	2006	(Other)	289
Toowoomba	2006	Flat/apartment	4320
Toowoomba	2006	Semi-detached, row/terrace house, townhouse etc.	2655
Toowoomba	2006	Separate house	39121
Toowoomba	2011		32
Toowoomba	2011	(Other)	279
Toowoomba	2011	Flat/apartment	5426
Toowoomba	2011	Semi-detached, row/terrace house, townhouse etc.	2288
Toowoomba	2011	Separate house	42836
Toowoomba	2016		359
Toowoomba	2016	(Other)	439
Toowoomba	2016	Flat/apartment	2635
Toowoomba	2016	Semi-detached, row/terrace house, townhouse etc.	6595
Toowoomba	2016	Separate house	43804
Charters Towers - Ayr - Ingham	2006		18
Charters Towers - Ayr - Ingham	2006	(Other)	365
Charters Towers - Ayr - Ingham	2006	Flat/apartment	931
Charters Towers - Ayr - Ingham	2006	Semi-detached, row/terrace house, townhouse etc.	214
Charters Towers - Ayr - Ingham	2006	Separate house	13681
Charters Towers - Ayr - Ingham	2011		14
Charters Towers - Ayr - Ingham	2011	(Other)	412
Charters Towers - Ayr - Ingham	2011	Flat/apartment	871
Charters Towers - Ayr - Ingham	2011	Semi-detached, row/terrace house, townhouse etc.	318
Charters Towers - Ayr - Ingham	2011	Separate house	13929
Charters Towers - Ayr - Ingham	2016		104
Charters Towers - Ayr - Ingham	2016	(Other)	327
Charters Towers - Ayr - Ingham	2016	Flat/apartment	909
Charters Towers - Ayr - Ingham	2016	Semi-detached, row/terrace house, townhouse etc.	185
Charters Towers - Ayr - Ingham	2016	Separate house	13899
Townsville	2006		5
Townsville	2006	(Other)	643
Townsville	2006	Flat/apartment	7014
Townsville	2006	Semi-detached, row/terrace house, townhouse etc.	2362
Townsville	2006	Separate house	43435
Townsville	2011		49
Townsville	2011	(Other)	611
Townsville	2011	Flat/apartment	7709
Townsville	2011	Semi-detached, row/terrace house, townhouse etc.	3412
Townsville	2011	Separate house	49226
Townsville	2016		249
Townsville	2016	(Other)	561
Townsville	2016	Flat/apartment	4858
Townsville	2016	Semi-detached, row/terrace house, townhouse etc.	6771
Townsville	2016	Separate house	53181
Bundaberg	2006		36
Bundaberg	2006	(Other)	819
Bundaberg	2006	Flat/apartment	1872
Bundaberg	2006	Semi-detached, row/terrace house, townhouse etc.	1327
Bundaberg	2006	Separate house	24973
Bundaberg	2011		6
Bundaberg	2011	(Other)	739
Bundaberg	2011	Flat/apartment	2202
Bundaberg	2011	Semi-detached, row/terrace house, townhouse etc.	1906
Bundaberg	2011	Separate house	27231
Bundaberg	2016		143
Bundaberg	2016	(Other)	592
Bundaberg	2016	Flat/apartment	1782
Bundaberg	2016	Semi-detached, row/terrace house, townhouse etc.	2329
Bundaberg	2016	Separate house	28410
Burnett	2006		7
Burnett	2006	(Other)	429
Burnett	2006	Flat/apartment	608
Burnett	2006	Semi-detached, row/terrace house, townhouse etc.	206
Burnett	2006	Separate house	15332
Burnett	2011		41
Burnett	2011	(Other)	446
Burnett	2011	Flat/apartment	826
Burnett	2011	Semi-detached, row/terrace house, townhouse etc.	129
Burnett	2011	Separate house	16605
Burnett	2016		92
Burnett	2016	(Other)	472
Burnett	2016	Flat/apartment	545
Burnett	2016	Semi-detached, row/terrace house, townhouse etc.	362
Burnett	2016	Separate house	16969
Gympie - Cooloola	2006		26
Gympie - Cooloola	2006	(Other)	457
Gympie - Cooloola	2006	Flat/apartment	515
Gympie - Cooloola	2006	Semi-detached, row/terrace house, townhouse etc.	687
Gympie - Cooloola	2006	Separate house	14029
Gympie - Cooloola	2011		15
Gympie - Cooloola	2011	(Other)	427
Gympie - Cooloola	2011	Flat/apartment	772
Gympie - Cooloola	2011	Semi-detached, row/terrace house, townhouse etc.	337
Gympie - Cooloola	2011	Separate house	15884
Gympie - Cooloola	2016		95
Gympie - Cooloola	2016	(Other)	459
Gympie - Cooloola	2016	Flat/apartment	419
Gympie - Cooloola	2016	Semi-detached, row/terrace house, townhouse etc.	795
Gympie - Cooloola	2016	Separate house	16883
Hervey Bay	2006		19
Hervey Bay	2006	(Other)	522
Hervey Bay	2006	Flat/apartment	1124
Hervey Bay	2006	Semi-detached, row/terrace house, townhouse etc.	825
Hervey Bay	2006	Separate house	14912
Hervey Bay	2011		11
Hervey Bay	2011	(Other)	465
Hervey Bay	2011	Flat/apartment	1744
Hervey Bay	2011	Semi-detached, row/terrace house, townhouse etc.	908
Hervey Bay	2011	Separate house	17359
Hervey Bay	2016		201
Hervey Bay	2016	(Other)	494
Hervey Bay	2016	Flat/apartment	806
Hervey Bay	2016	Semi-detached, row/terrace house, townhouse etc.	2451
Hervey Bay	2016	Separate house	17955
Maryborough	2006		3
Maryborough	2006	(Other)	447
Maryborough	2006	Flat/apartment	839
Maryborough	2006	Semi-detached, row/terrace house, townhouse etc.	207
Maryborough	2006	Separate house	13227
Maryborough	2011		11
Maryborough	2011	(Other)	366
Maryborough	2011	Flat/apartment	889
Maryborough	2011	Semi-detached, row/terrace house, townhouse etc.	197
Maryborough	2011	Separate house	14824
Maryborough	2016		118
Maryborough	2016	(Other)	400
Maryborough	2016	Flat/apartment	415
Maryborough	2016	Semi-detached, row/terrace house, townhouse etc.	722
Maryborough	2016	Separate house	15439
Migratory - Offshore - Shipping (Qld)	2006		0
Migratory - Offshore - Shipping (Qld)	2006	(Other)	0
Migratory - Offshore - Shipping (Qld)	2006	Flat/apartment	0
Migratory - Offshore - Shipping (Qld)	2006	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (Qld)	2006	Separate house	0
Migratory - Offshore - Shipping (Qld)	2011		0
Migratory - Offshore - Shipping (Qld)	2011	(Other)	0
Migratory - Offshore - Shipping (Qld)	2011	Flat/apartment	0
Migratory - Offshore - Shipping (Qld)	2011	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (Qld)	2011	Separate house	0
Migratory - Offshore - Shipping (Qld)	2016		0
Migratory - Offshore - Shipping (Qld)	2016	(Other)	0
Migratory - Offshore - Shipping (Qld)	2016	Flat/apartment	0
Migratory - Offshore - Shipping (Qld)	2016	Semi-detached, row/terrace house, townhouse etc.	0
Migratory - Offshore - Shipping (Qld)	2016	Separate house	0
No usual address (Qld)	2006		0
No usual address (Qld)	2006	(Other)	0
No usual address (Qld)	2006	Flat/apartment	0
No usual address (Qld)	2006	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (Qld)	2006	Separate house	0
No usual address (Qld)	2011		0
No usual address (Qld)	2011	(Other)	0
No usual address (Qld)	2011	Flat/apartment	0
No usual address (Qld)	2011	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (Qld)	2011	Separate house	0
No usual address (Qld)	2016		0
No usual address (Qld)	2016	(Other)	0
No usual address (Qld)	2016	Flat/apartment	0
No usual address (Qld)	2016	Semi-detached, row/terrace house, townhouse etc.	0
No usual address (Qld)	2016	Separate house	0
Adelaide City	2006		3
Adelaide City	2006	(Other)	159
Adelaide City	2006	Flat/apartment	2650
Adelaide City	2006	Semi-detached, row/terrace house, townhouse etc.	2903
Adelaide City	2006	Separate house	1040
Adelaide City	2011		18
Adelaide City	2011	(Other)	25
Adelaide City	2011	Flat/apartment	4252
Adelaide City	2011	Semi-detached, row/terrace house, townhouse etc.	2868
Adelaide City	2011	Separate house	1018
Adelaide City	2016		86
Adelaide City	2016	(Other)	72
Adelaide City	2016	Flat/apartment	4421
Adelaide City	2016	Semi-detached, row/terrace house, townhouse etc.	3040
Adelaide City	2016	Separate house	1060
Adelaide Hills	2006		8
Adelaide Hills	2006	(Other)	182
Adelaide Hills	2006	Flat/apartment	444
Adelaide Hills	2006	Semi-detached, row/terrace house, townhouse etc.	434
Adelaide Hills	2006	Separate house	21539
Adelaide Hills	2011		10
Adelaide Hills	2011	(Other)	104
Adelaide Hills	2011	Flat/apartment	463
Adelaide Hills	2011	Semi-detached, row/terrace house, townhouse etc.	669
Adelaide Hills	2011	Separate house	23150
Adelaide Hills	2016		136
Adelaide Hills	2016	(Other)	109
Adelaide Hills	2016	Flat/apartment	169
Adelaide Hills	2016	Semi-detached, row/terrace house, townhouse etc.	814
Adelaide Hills	2016	Separate house	24431
Burnside	2006		0
Burnside	2006	(Other)	10
Burnside	2006	Flat/apartment	2267
Burnside	2006	Semi-detached, row/terrace house, townhouse etc.	2622
Burnside	2006	Separate house	11445
Burnside	2011		0
Burnside	2011	(Other)	10
Burnside	2011	Flat/apartment	2954
Burnside	2011	Semi-detached, row/terrace house, townhouse etc.	2230
Burnside	2011	Separate house	11394
Burnside	2016		26
Burnside	2016	(Other)	13
Burnside	2016	Flat/apartment	1736
Burnside	2016	Semi-detached, row/terrace house, townhouse etc.	3727
Burnside	2016	Separate house	11273
Campbelltown (SA)	2006		3
Campbelltown (SA)	2006	(Other)	3
Campbelltown (SA)	2006	Flat/apartment	1904
Campbelltown (SA)	2006	Semi-detached, row/terrace house, townhouse etc.	1554
Campbelltown (SA)	2006	Separate house	14564
Campbelltown (SA)	2011		5
Campbelltown (SA)	2011	(Other)	7
Campbelltown (SA)	2011	Flat/apartment	1838
Campbelltown (SA)	2011	Semi-detached, row/terrace house, townhouse etc.	1984
Campbelltown (SA)	2011	Separate house	14982
Campbelltown (SA)	2016		47
Campbelltown (SA)	2016	(Other)	8
Campbelltown (SA)	2016	Flat/apartment	1551
Campbelltown (SA)	2016	Semi-detached, row/terrace house, townhouse etc.	3409
Campbelltown (SA)	2016	Separate house	14379
Norwood - Payneham - St Peters	2006		5
Norwood - Payneham - St Peters	2006	(Other)	29
Norwood - Payneham - St Peters	2006	Flat/apartment	3126
Norwood - Payneham - St Peters	2006	Semi-detached, row/terrace house, townhouse etc.	3306
Norwood - Payneham - St Peters	2006	Separate house	8071
Norwood - Payneham - St Peters	2011		10
Norwood - Payneham - St Peters	2011	(Other)	20
Norwood - Payneham - St Peters	2011	Flat/apartment	3327
Norwood - Payneham - St Peters	2011	Semi-detached, row/terrace house, townhouse etc.	3472
Norwood - Payneham - St Peters	2011	Separate house	8185
Norwood - Payneham - St Peters	2016		63
Norwood - Payneham - St Peters	2016	(Other)	38
Norwood - Payneham - St Peters	2016	Flat/apartment	2436
Norwood - Payneham - St Peters	2016	Semi-detached, row/terrace house, townhouse etc.	4464
Norwood - Payneham - St Peters	2016	Separate house	7808
Prospect - Walkerville	2006		0
Prospect - Walkerville	2006	(Other)	33
Prospect - Walkerville	2006	Flat/apartment	1608
Prospect - Walkerville	2006	Semi-detached, row/terrace house, townhouse etc.	1135
Prospect - Walkerville	2006	Separate house	7571
Prospect - Walkerville	2011		3
Prospect - Walkerville	2011	(Other)	37
Prospect - Walkerville	2011	Flat/apartment	1550
Prospect - Walkerville	2011	Semi-detached, row/terrace house, townhouse etc.	1194
Prospect - Walkerville	2011	Separate house	7781
Prospect - Walkerville	2016		36
Prospect - Walkerville	2016	(Other)	46
Prospect - Walkerville	2016	Flat/apartment	1322
Prospect - Walkerville	2016	Semi-detached, row/terrace house, townhouse etc.	2098
Prospect - Walkerville	2016	Separate house	7198
Unley	2006		0
Unley	2006	(Other)	19
Unley	2006	Flat/apartment	2879
Unley	2006	Semi-detached, row/terrace house, townhouse etc.	2583
Unley	2006	Separate house	8989
Unley	2011		13
Unley	2011	(Other)	4
Unley	2011	Flat/apartment	2823
Unley	2011	Semi-detached, row/terrace house, townhouse etc.	2913
Unley	2011	Separate house	8889
Unley	2016		32
Unley	2016	(Other)	15
Unley	2016	Flat/apartment	3262
Unley	2016	Semi-detached, row/terrace house, townhouse etc.	2713
Unley	2016	Separate house	8711
