SA3_NAME16	Year	DwellingStructure	occupied_private_dwellings
Young - Yass	2016	(Other)	102
Young - Yass	2016	Flat/apartment	330
Young - Yass	2016	Semi-detached, row/terrace house, townhouse etc.	540
Young - Yass	2016	Separate house	12015
Gosford	2006		43
Gosford	2006	(Other)	600
Gosford	2006	Flat/apartment	4769
Gosford	2006	Semi-detached, row/terrace house, townhouse etc.	7612
Gosford	2006	Separate house	45813
Gosford	2011		112
Gosford	2011	(Other)	635
Gosford	2011	Flat/apartment	5299
Gosford	2011	Semi-detached, row/terrace house, townhouse etc.	8720
Gosford	2011	Separate house	46726
Gosford	2016		297
Gosford	2016	(Other)	690
Gosford	2016	Flat/apartment	5827
Gosford	2016	Semi-detached, row/terrace house, townhouse etc.	9110
Gosford	2016	Separate house	47268
Wyong	2006		19
Wyong	2006	(Other)	983
Wyong	2006	Flat/apartment	2585
Wyong	2006	Semi-detached, row/terrace house, townhouse etc.	4233
Wyong	2006	Separate house	44245
Wyong	2011		24
Wyong	2011	(Other)	705
Wyong	2011	Flat/apartment	3281
Wyong	2011	Semi-detached, row/terrace house, townhouse etc.	5126
Wyong	2011	Separate house	46578
Wyong	2016		249
Wyong	2016	(Other)	455
Wyong	2016	Flat/apartment	3429
Wyong	2016	Semi-detached, row/terrace house, townhouse etc.	5913
Wyong	2016	Separate house	47797
Bathurst	2006		42
Bathurst	2006	(Other)	146
Bathurst	2006	Flat/apartment	958
Bathurst	2006	Semi-detached, row/terrace house, townhouse etc.	901
Bathurst	2006	Separate house	12379
Bathurst	2011		31
Bathurst	2011	(Other)	75
Bathurst	2011	Flat/apartment	942
Bathurst	2011	Semi-detached, row/terrace house, townhouse etc.	1037
Bathurst	2011	Separate house	13448
Bathurst	2016		222
Bathurst	2016	(Other)	51
Bathurst	2016	Flat/apartment	632
Bathurst	2016	Semi-detached, row/terrace house, townhouse etc.	1468
Bathurst	2016	Separate house	13904
Lachlan Valley	2006		8
Lachlan Valley	2006	(Other)	302
Lachlan Valley	2006	Flat/apartment	961
Lachlan Valley	2006	Semi-detached, row/terrace house, townhouse etc.	453
Lachlan Valley	2006	Separate house	19445
Lachlan Valley	2011		27
Lachlan Valley	2011	(Other)	200
Lachlan Valley	2011	Flat/apartment	782
Lachlan Valley	2011	Semi-detached, row/terrace house, townhouse etc.	558
Lachlan Valley	2011	Separate house	19534
Lachlan Valley	2016		235
Lachlan Valley	2016	(Other)	199
Lachlan Valley	2016	Flat/apartment	816
Lachlan Valley	2016	Semi-detached, row/terrace house, townhouse etc.	518
Lachlan Valley	2016	Separate house	18811
Lithgow - Mudgee	2006		17
Lithgow - Mudgee	2006	(Other)	252
Lithgow - Mudgee	2006	Flat/apartment	515
Lithgow - Mudgee	2006	Semi-detached, row/terrace house, townhouse etc.	627
Lithgow - Mudgee	2006	Separate house	14652
Lithgow - Mudgee	2011		13
Lithgow - Mudgee	2011	(Other)	221
Lithgow - Mudgee	2011	Flat/apartment	531
Lithgow - Mudgee	2011	Semi-detached, row/terrace house, townhouse etc.	741
Lithgow - Mudgee	2011	Separate house	15182
Lithgow - Mudgee	2016		150
Lithgow - Mudgee	2016	(Other)	481
Lithgow - Mudgee	2016	Flat/apartment	365
Lithgow - Mudgee	2016	Semi-detached, row/terrace house, townhouse etc.	879
Lithgow - Mudgee	2016	Separate house	15247
Orange	2006		9
Orange	2006	(Other)	176
Orange	2006	Flat/apartment	1170
Orange	2006	Semi-detached, row/terrace house, townhouse etc.	480
Orange	2006	Separate house	16555
Orange	2011		13
Orange	2011	(Other)	164
Orange	2011	Flat/apartment	900
Orange	2011	Semi-detached, row/terrace house, townhouse etc.	1072
Orange	2011	Separate house	17627
Orange	2016		182
Orange	2016	(Other)	84
Orange	2016	Flat/apartment	652
Orange	2016	Semi-detached, row/terrace house, townhouse etc.	1452
Orange	2016	Separate house	18380
Clarence Valley	2006		6
Clarence Valley	2006	(Other)	596
Clarence Valley	2006	Flat/apartment	1153
Clarence Valley	2006	Semi-detached, row/terrace house, townhouse etc.	854
Clarence Valley	2006	Separate house	15594
Clarence Valley	2011		31
Clarence Valley	2011	(Other)	524
Clarence Valley	2011	Flat/apartment	1103
Clarence Valley	2011	Semi-detached, row/terrace house, townhouse etc.	794
Clarence Valley	2011	Separate house	16632
Clarence Valley	2016		145
Clarence Valley	2016	(Other)	594
Clarence Valley	2016	Flat/apartment	947
Clarence Valley	2016	Semi-detached, row/terrace house, townhouse etc.	1088
Clarence Valley	2016	Separate house	16660
Coffs Harbour	2006		5
Coffs Harbour	2006	(Other)	959
Coffs Harbour	2006	Flat/apartment	2835
Coffs Harbour	2006	Semi-detached, row/terrace house, townhouse etc.	2785
Coffs Harbour	2006	Separate house	23077
Coffs Harbour	2011		18
Coffs Harbour	2011	(Other)	979
Coffs Harbour	2011	Flat/apartment	2756
Coffs Harbour	2011	Semi-detached, row/terrace house, townhouse etc.	2982
Coffs Harbour	2011	Separate house	24528
Coffs Harbour	2016		328
Coffs Harbour	2016	(Other)	720
Coffs Harbour	2016	Flat/apartment	2863
Coffs Harbour	2016	Semi-detached, row/terrace house, townhouse etc.	3543
Coffs Harbour	2016	Separate house	24717
Bourke - Cobar - Coonamble	2006		7
Bourke - Cobar - Coonamble	2006	(Other)	504
Bourke - Cobar - Coonamble	2006	Flat/apartment	492
Bourke - Cobar - Coonamble	2006	Semi-detached, row/terrace house, townhouse etc.	110
Bourke - Cobar - Coonamble	2006	Separate house	8597
Bourke - Cobar - Coonamble	2011		30
Bourke - Cobar - Coonamble	2011	(Other)	360
Bourke - Cobar - Coonamble	2011	Flat/apartment	398
Bourke - Cobar - Coonamble	2011	Semi-detached, row/terrace house, townhouse etc.	132
Bourke - Cobar - Coonamble	2011	Separate house	8417
Bourke - Cobar - Coonamble	2016		142
Bourke - Cobar - Coonamble	2016	(Other)	286
Bourke - Cobar - Coonamble	2016	Flat/apartment	408
Bourke - Cobar - Coonamble	2016	Semi-detached, row/terrace house, townhouse etc.	98
Bourke - Cobar - Coonamble	2016	Separate house	7641
Broken Hill and Far West	2006		7
Broken Hill and Far West	2006	(Other)	119
Broken Hill and Far West	2006	Flat/apartment	301
Broken Hill and Far West	2006	Semi-detached, row/terrace house, townhouse etc.	248
Broken Hill and Far West	2006	Separate house	8013
Broken Hill and Far West	2011		54
Broken Hill and Far West	2011	(Other)	81
Broken Hill and Far West	2011	Flat/apartment	351
Broken Hill and Far West	2011	Semi-detached, row/terrace house, townhouse etc.	74
Broken Hill and Far West	2011	Separate house	7862
Broken Hill and Far West	2016		42
Broken Hill and Far West	2016	(Other)	37
Broken Hill and Far West	2016	Flat/apartment	197
Broken Hill and Far West	2016	Semi-detached, row/terrace house, townhouse etc.	185
Broken Hill and Far West	2016	Separate house	7530
Dubbo	2006		20
Dubbo	2006	(Other)	317
Dubbo	2006	Flat/apartment	1328
Dubbo	2006	Semi-detached, row/terrace house, townhouse etc.	885
Dubbo	2006	Separate house	21029
Dubbo	2011		20
Dubbo	2011	(Other)	263
Dubbo	2011	Flat/apartment	1618
Dubbo	2011	Semi-detached, row/terrace house, townhouse etc.	919
Dubbo	2011	Separate house	21770
Dubbo	2016		168
Dubbo	2016	(Other)	393
Dubbo	2016	Flat/apartment	1411
Dubbo	2016	Semi-detached, row/terrace house, townhouse etc.	1135
Dubbo	2016	Separate house	21553
Lower Hunter	2006		34
Lower Hunter	2006	(Other)	283
Lower Hunter	2006	Flat/apartment	952
Lower Hunter	2006	Semi-detached, row/terrace house, townhouse etc.	654
Lower Hunter	2006	Separate house	25030
Lower Hunter	2011		19
Lower Hunter	2011	(Other)	204
Lower Hunter	2011	Flat/apartment	936
Lower Hunter	2011	Semi-detached, row/terrace house, townhouse etc.	1333
Lower Hunter	2011	Separate house	26668
Lower Hunter	2016		189
Lower Hunter	2016	(Other)	171
Lower Hunter	2016	Flat/apartment	601
Lower Hunter	2016	Semi-detached, row/terrace house, townhouse etc.	2059
Lower Hunter	2016	Separate house	27400
Maitland	2006		5
Maitland	2006	(Other)	115
Maitland	2006	Flat/apartment	1262
Maitland	2006	Semi-detached, row/terrace house, townhouse etc.	969
Maitland	2006	Separate house	18278
Maitland	2011		4
Maitland	2011	(Other)	155
Maitland	2011	Flat/apartment	1160
Maitland	2011	Semi-detached, row/terrace house, townhouse etc.	1480
Maitland	2011	Separate house	20173
Maitland	2016		379
Maitland	2016	(Other)	109
Maitland	2016	Flat/apartment	602
Maitland	2016	Semi-detached, row/terrace house, townhouse etc.	2399
Maitland	2016	Separate house	22775
Port Stephens	2006		4
Port Stephens	2006	(Other)	519
Port Stephens	2006	Flat/apartment	962
Port Stephens	2006	Semi-detached, row/terrace house, townhouse etc.	2103
Port Stephens	2006	Separate house	19482
Port Stephens	2011		15
Port Stephens	2011	(Other)	532
Port Stephens	2011	Flat/apartment	1158
Port Stephens	2011	Semi-detached, row/terrace house, townhouse etc.	2755
Port Stephens	2011	Separate house	20662
Port Stephens	2016		132
Port Stephens	2016	(Other)	616
Port Stephens	2016	Flat/apartment	1002
Port Stephens	2016	Semi-detached, row/terrace house, townhouse etc.	3610
Port Stephens	2016	Separate house	20932
Upper Hunter	2006		12
Upper Hunter	2006	(Other)	153
Upper Hunter	2006	Flat/apartment	615
Upper Hunter	2006	Semi-detached, row/terrace house, townhouse etc.	255
Upper Hunter	2006	Separate house	9263
Upper Hunter	2011		21
Upper Hunter	2011	(Other)	162
Upper Hunter	2011	Flat/apartment	519
Upper Hunter	2011	Semi-detached, row/terrace house, townhouse etc.	324
Upper Hunter	2011	Separate house	9751
Upper Hunter	2016		95
Upper Hunter	2016	(Other)	100
Upper Hunter	2016	Flat/apartment	300
Upper Hunter	2016	Semi-detached, row/terrace house, townhouse etc.	666
Upper Hunter	2016	Separate house	9758
Dapto - Port Kembla	2006		17
Dapto - Port Kembla	2006	(Other)	473
Dapto - Port Kembla	2006	Flat/apartment	1740
Dapto - Port Kembla	2006	Semi-detached, row/terrace house, townhouse etc.	1461
Dapto - Port Kembla	2006	Separate house	21417
Dapto - Port Kembla	2011		9
Dapto - Port Kembla	2011	(Other)	317
Dapto - Port Kembla	2011	Flat/apartment	1636
Dapto - Port Kembla	2011	Semi-detached, row/terrace house, townhouse etc.	1824
Dapto - Port Kembla	2011	Separate house	22126
Dapto - Port Kembla	2016		83
Dapto - Port Kembla	2016	(Other)	114
Dapto - Port Kembla	2016	Flat/apartment	1604
Dapto - Port Kembla	2016	Semi-detached, row/terrace house, townhouse etc.	2164
Dapto - Port Kembla	2016	Separate house	22823
Illawarra Catchment Reserve	2006		0
Illawarra Catchment Reserve	2006	(Other)	0
Illawarra Catchment Reserve	2006	Flat/apartment	0
Illawarra Catchment Reserve	2006	Semi-detached, row/terrace house, townhouse etc.	0
Illawarra Catchment Reserve	2006	Separate house	0
Illawarra Catchment Reserve	2011		0
Illawarra Catchment Reserve	2011	(Other)	0
Illawarra Catchment Reserve	2011	Flat/apartment	0
Illawarra Catchment Reserve	2011	Semi-detached, row/terrace house, townhouse etc.	0
Illawarra Catchment Reserve	2011	Separate house	0
Illawarra Catchment Reserve	2016		0
Illawarra Catchment Reserve	2016	(Other)	0
Illawarra Catchment Reserve	2016	Flat/apartment	0
Illawarra Catchment Reserve	2016	Semi-detached, row/terrace house, townhouse etc.	0
Illawarra Catchment Reserve	2016	Separate house	0
Kiama - Shellharbour	2006		19
Kiama - Shellharbour	2006	(Other)	340
Kiama - Shellharbour	2006	Flat/apartment	1774
Kiama - Shellharbour	2006	Semi-detached, row/terrace house, townhouse etc.	2533
Kiama - Shellharbour	2006	Separate house	22979
Kiama - Shellharbour	2011		9
Kiama - Shellharbour	2011	(Other)	400
Kiama - Shellharbour	2011	Flat/apartment	1794
Kiama - Shellharbour	2011	Semi-detached, row/terrace house, townhouse etc.	3156
Kiama - Shellharbour	2011	Separate house	24466
Kiama - Shellharbour	2016		173
Kiama - Shellharbour	2016	(Other)	407
Kiama - Shellharbour	2016	Flat/apartment	1583
Kiama - Shellharbour	2016	Semi-detached, row/terrace house, townhouse etc.	4193
Kiama - Shellharbour	2016	Separate house	24973
Wollongong	2006		14
Wollongong	2006	(Other)	431
Wollongong	2006	Flat/apartment	9522
Wollongong	2006	Semi-detached, row/terrace house, townhouse etc.	5471
Wollongong	2006	Separate house	27782
Wollongong	2011		36
Wollongong	2011	(Other)	430
Wollongong	2011	Flat/apartment	9975
Wollongong	2011	Semi-detached, row/terrace house, townhouse etc.	6423
Wollongong	2011	Separate house	28981
Wollongong	2016		384
Wollongong	2016	(Other)	395
Wollongong	2016	Flat/apartment	10849
Wollongong	2016	Semi-detached, row/terrace house, townhouse etc.	6985
Wollongong	2016	Separate house	28556
Great Lakes	2006		3
Great Lakes	2006	(Other)	401
Great Lakes	2006	Flat/apartment	1100
Great Lakes	2006	Semi-detached, row/terrace house, townhouse etc.	1450
Great Lakes	2006	Separate house	8725
Great Lakes	2011		10
Great Lakes	2011	(Other)	402
Great Lakes	2011	Flat/apartment	1230
Great Lakes	2011	Semi-detached, row/terrace house, townhouse etc.	1661
Great Lakes	2011	Separate house	9038
Great Lakes	2016		98
Great Lakes	2016	(Other)	343
Great Lakes	2016	Flat/apartment	1344
Great Lakes	2016	Semi-detached, row/terrace house, townhouse etc.	1756
Great Lakes	2016	Separate house	9381
Kempsey - Nambucca	2006		13
Kempsey - Nambucca	2006	(Other)	667
Kempsey - Nambucca	2006	Flat/apartment	1127
Kempsey - Nambucca	2006	Semi-detached, row/terrace house, townhouse etc.	549
Kempsey - Nambucca	2006	Separate house	15113
Kempsey - Nambucca	2011		9
Kempsey - Nambucca	2011	(Other)	346
Kempsey - Nambucca	2011	Flat/apartment	985
Kempsey - Nambucca	2011	Semi-detached, row/terrace house, townhouse etc.	870
Kempsey - Nambucca	2011	Separate house	16037
Kempsey - Nambucca	2016		173
Kempsey - Nambucca	2016	(Other)	490
Kempsey - Nambucca	2016	Flat/apartment	898
Kempsey - Nambucca	2016	Semi-detached, row/terrace house, townhouse etc.	718
Kempsey - Nambucca	2016	Separate house	16075
Lord Howe Island	2006		0
Lord Howe Island	2006	(Other)	0
Lord Howe Island	2006	Flat/apartment	34
Lord Howe Island	2006	Semi-detached, row/terrace house, townhouse etc.	0
Lord Howe Island	2006	Separate house	100
Lord Howe Island	2011		0
Lord Howe Island	2011	(Other)	3
Lord Howe Island	2011	Flat/apartment	14
Lord Howe Island	2011	Semi-detached, row/terrace house, townhouse etc.	3
Lord Howe Island	2011	Separate house	111
Lord Howe Island	2016		0
Lord Howe Island	2016	(Other)	0
Lord Howe Island	2016	Flat/apartment	0
Lord Howe Island	2016	Semi-detached, row/terrace house, townhouse etc.	0
Lord Howe Island	2016	Separate house	132
Port Macquarie	2006		11
Port Macquarie	2006	(Other)	785
Port Macquarie	2006	Flat/apartment	2718
Port Macquarie	2006	Semi-detached, row/terrace house, townhouse etc.	3329
Port Macquarie	2006	Separate house	20232
Port Macquarie	2011		17
Port Macquarie	2011	(Other)	796
Port Macquarie	2011	Flat/apartment	2909
Port Macquarie	2011	Semi-detached, row/terrace house, townhouse etc.	3347
Port Macquarie	2011	Separate house	21995
Port Macquarie	2016		189
Port Macquarie	2016	(Other)	706
Port Macquarie	2016	Flat/apartment	3293
Port Macquarie	2016	Semi-detached, row/terrace house, townhouse etc.	4026
Port Macquarie	2016	Separate house	22650
Taree - Gloucester	2006		3
Taree - Gloucester	2006	(Other)	392
Taree - Gloucester	2006	Flat/apartment	1178
Taree - Gloucester	2006	Semi-detached, row/terrace house, townhouse etc.	903
Taree - Gloucester	2006	Separate house	16848
Taree - Gloucester	2011		21
Taree - Gloucester	2011	(Other)	312
Taree - Gloucester	2011	Flat/apartment	1262
Taree - Gloucester	2011	Semi-detached, row/terrace house, townhouse etc.	1103
Taree - Gloucester	2011	Separate house	17442
Taree - Gloucester	2016		152
Taree - Gloucester	2016	(Other)	371
Taree - Gloucester	2016	Flat/apartment	944
Taree - Gloucester	2016	Semi-detached, row/terrace house, townhouse etc.	1526
Taree - Gloucester	2016	Separate house	18079
Albury	2006		12
Albury	2006	(Other)	196
Albury	2006	Flat/apartment	2885
Albury	2006	Semi-detached, row/terrace house, townhouse etc.	1223
Albury	2006	Separate house	16853
Albury	2011		16
Albury	2011	(Other)	114
Albury	2011	Flat/apartment	3067
Albury	2011	Semi-detached, row/terrace house, townhouse etc.	1095
Albury	2011	Separate house	17859
Albury	2016		95
Albury	2016	(Other)	121
Albury	2016	Flat/apartment	416
Albury	2016	Semi-detached, row/terrace house, townhouse etc.	3374
Albury	2016	Separate house	19140
Lower Murray	2006		0
Lower Murray	2006	(Other)	151
Lower Murray	2006	Flat/apartment	249
Lower Murray	2006	Semi-detached, row/terrace house, townhouse etc.	54
Lower Murray	2006	Separate house	4363
Lower Murray	2011		3
Lower Murray	2011	(Other)	119
Lower Murray	2011	Flat/apartment	193
Lower Murray	2011	Semi-detached, row/terrace house, townhouse etc.	56
Lower Murray	2011	Separate house	4301
Lower Murray	2016		43
Lower Murray	2016	(Other)	108
Lower Murray	2016	Flat/apartment	208
Lower Murray	2016	Semi-detached, row/terrace house, townhouse etc.	79
Lower Murray	2016	Separate house	4057
Upper Murray exc. Albury	2006		5
Upper Murray exc. Albury	2006	(Other)	363
Upper Murray exc. Albury	2006	Flat/apartment	1068
Upper Murray exc. Albury	2006	Semi-detached, row/terrace house, townhouse etc.	412
Upper Murray exc. Albury	2006	Separate house	13802
Upper Murray exc. Albury	2011		33
Upper Murray exc. Albury	2011	(Other)	309
Upper Murray exc. Albury	2011	Flat/apartment	1003
Upper Murray exc. Albury	2011	Semi-detached, row/terrace house, townhouse etc.	490
Upper Murray exc. Albury	2011	Separate house	14186
Upper Murray exc. Albury	2016		101
Upper Murray exc. Albury	2016	(Other)	358
Upper Murray exc. Albury	2016	Flat/apartment	892
Upper Murray exc. Albury	2016	Semi-detached, row/terrace house, townhouse etc.	530
Upper Murray exc. Albury	2016	Separate house	14322
Armidale	2006		3
Armidale	2006	(Other)	125
Armidale	2006	Flat/apartment	928
Armidale	2006	Semi-detached, row/terrace house, townhouse etc.	486
Armidale	2006	Separate house	11000
Armidale	2011		13
Armidale	2011	(Other)	118
Armidale	2011	Flat/apartment	1076
Armidale	2011	Semi-detached, row/terrace house, townhouse etc.	539
Armidale	2011	Separate house	11301
Armidale	2016		117
Armidale	2016	(Other)	78
Armidale	2016	Flat/apartment	589
Armidale	2016	Semi-detached, row/terrace house, townhouse etc.	930
Armidale	2016	Separate house	11492
Inverell - Tenterfield	2006		18
Inverell - Tenterfield	2006	(Other)	293
Inverell - Tenterfield	2006	Flat/apartment	674
Inverell - Tenterfield	2006	Semi-detached, row/terrace house, townhouse etc.	188
Inverell - Tenterfield	2006	Separate house	13229
Inverell - Tenterfield	2011		20
Inverell - Tenterfield	2011	(Other)	218
Inverell - Tenterfield	2011	Flat/apartment	652
Inverell - Tenterfield	2011	Semi-detached, row/terrace house, townhouse etc.	229
Inverell - Tenterfield	2011	Separate house	13575
Inverell - Tenterfield	2016		191
Inverell - Tenterfield	2016	(Other)	187
Inverell - Tenterfield	2016	Flat/apartment	543
Inverell - Tenterfield	2016	Semi-detached, row/terrace house, townhouse etc.	278
Inverell - Tenterfield	2016	Separate house	13436
Moree - Narrabri	2006		16
Moree - Narrabri	2006	(Other)	151
Moree - Narrabri	2006	Flat/apartment	810
Moree - Narrabri	2006	Semi-detached, row/terrace house, townhouse etc.	86
Moree - Narrabri	2006	Separate house	8159
Moree - Narrabri	2011		11
Moree - Narrabri	2011	(Other)	130
Moree - Narrabri	2011	Flat/apartment	768
Moree - Narrabri	2011	Semi-detached, row/terrace house, townhouse etc.	158
Moree - Narrabri	2011	Separate house	8124
Moree - Narrabri	2016		48
Moree - Narrabri	2016	(Other)	148
Moree - Narrabri	2016	Flat/apartment	665
Moree - Narrabri	2016	Semi-detached, row/terrace house, townhouse etc.	402
Moree - Narrabri	2016	Separate house	7647
Tamworth - Gunnedah	2006		21
Tamworth - Gunnedah	2006	(Other)	271
Tamworth - Gunnedah	2006	Flat/apartment	2165
Tamworth - Gunnedah	2006	Semi-detached, row/terrace house, townhouse etc.	558
Tamworth - Gunnedah	2006	Separate house	24656
Tamworth - Gunnedah	2011		44
Tamworth - Gunnedah	2011	(Other)	272
Tamworth - Gunnedah	2011	Flat/apartment	1868
Tamworth - Gunnedah	2011	Semi-detached, row/terrace house, townhouse etc.	1095
Tamworth - Gunnedah	2011	Separate house	25659
Tamworth - Gunnedah	2016		178
Tamworth - Gunnedah	2016	(Other)	495
Tamworth - Gunnedah	2016	Flat/apartment	787
Tamworth - Gunnedah	2016	Semi-detached, row/terrace house, townhouse etc.	1996
Tamworth - Gunnedah	2016	Separate house	26085
Lake Macquarie - East	2006		11
Lake Macquarie - East	2006	(Other)	444
Lake Macquarie - East	2006	Flat/apartment	2330
Lake Macquarie - East	2006	Semi-detached, row/terrace house, townhouse etc.	3461
Lake Macquarie - East	2006	Separate house	36603
Lake Macquarie - East	2011		13
Lake Macquarie - East	2011	(Other)	343
Lake Macquarie - East	2011	Flat/apartment	2748
Lake Macquarie - East	2011	Semi-detached, row/terrace house, townhouse etc.	3881
Lake Macquarie - East	2011	Separate house	37168
Lake Macquarie - East	2016		87
Lake Macquarie - East	2016	(Other)	318
Lake Macquarie - East	2016	Flat/apartment	2221
Lake Macquarie - East	2016	Semi-detached, row/terrace house, townhouse etc.	5239
Lake Macquarie - East	2016	Separate house	37280
Lake Macquarie - West	2006		33
Lake Macquarie - West	2006	(Other)	468
Lake Macquarie - West	2006	Flat/apartment	678
Lake Macquarie - West	2006	Semi-detached, row/terrace house, townhouse etc.	1163
Lake Macquarie - West	2006	Separate house	21658
Lake Macquarie - West	2011		17
Lake Macquarie - West	2011	(Other)	354
Lake Macquarie - West	2011	Flat/apartment	963
Lake Macquarie - West	2011	Semi-detached, row/terrace house, townhouse etc.	1214
Lake Macquarie - West	2011	Separate house	23059
Lake Macquarie - West	2016		74
Lake Macquarie - West	2016	(Other)	313
Lake Macquarie - West	2016	Flat/apartment	548
Lake Macquarie - West	2016	Semi-detached, row/terrace house, townhouse etc.	1831
Lake Macquarie - West	2016	Separate house	24387
Newcastle	2006		21
Newcastle	2006	(Other)	479
Newcastle	2006	Flat/apartment	7897
Newcastle	2006	Semi-detached, row/terrace house, townhouse etc.	6015
Newcastle	2006	Separate house	44059
Newcastle	2011		84
Newcastle	2011	(Other)	206
Newcastle	2011	Flat/apartment	8180
Newcastle	2011	Semi-detached, row/terrace house, townhouse etc.	7085
Newcastle	2011	Separate house	45581
Newcastle	2016		276
Newcastle	2016	(Other)	211
Newcastle	2016	Flat/apartment	7670
Newcastle	2016	Semi-detached, row/terrace house, townhouse etc.	9358
Newcastle	2016	Separate house	45693
Richmond Valley - Coastal	2006		11
Richmond Valley - Coastal	2006	(Other)	1248
Richmond Valley - Coastal	2006	Flat/apartment	3096
Richmond Valley - Coastal	2006	Semi-detached, row/terrace house, townhouse etc.	2883
Richmond Valley - Coastal	2006	Separate house	20517
Richmond Valley - Coastal	2011		34
Richmond Valley - Coastal	2011	(Other)	955
Richmond Valley - Coastal	2011	Flat/apartment	2830
Richmond Valley - Coastal	2011	Semi-detached, row/terrace house, townhouse etc.	3282
Richmond Valley - Coastal	2011	Separate house	21695
Richmond Valley - Coastal	2016		283
Richmond Valley - Coastal	2016	(Other)	981
Richmond Valley - Coastal	2016	Flat/apartment	1654
Richmond Valley - Coastal	2016	Semi-detached, row/terrace house, townhouse etc.	4827
Richmond Valley - Coastal	2016	Separate house	21839
Richmond Valley - Hinterland	2006		0
Richmond Valley - Hinterland	2006	(Other)	626
Richmond Valley - Hinterland	2006	Flat/apartment	1871
Richmond Valley - Hinterland	2006	Semi-detached, row/terrace house, townhouse etc.	805
Richmond Valley - Hinterland	2006	Separate house	22283
Richmond Valley - Hinterland	2011		18
Richmond Valley - Hinterland	2011	(Other)	483
Richmond Valley - Hinterland	2011	Flat/apartment	1706
Richmond Valley - Hinterland	2011	Semi-detached, row/terrace house, townhouse etc.	1140
Richmond Valley - Hinterland	2011	Separate house	23060
Richmond Valley - Hinterland	2016		139
Richmond Valley - Hinterland	2016	(Other)	565
Richmond Valley - Hinterland	2016	Flat/apartment	1330
Richmond Valley - Hinterland	2016	Semi-detached, row/terrace house, townhouse etc.	1644
Richmond Valley - Hinterland	2016	Separate house	22595
Tweed Valley	2006		25
Tweed Valley	2006	(Other)	1573
Tweed Valley	2006	Flat/apartment	3320
Tweed Valley	2006	Semi-detached, row/terrace house, townhouse etc.	5835
Tweed Valley	2006	Separate house	20365
Tweed Valley	2011		46
Tweed Valley	2011	(Other)	1159
