SA3_NAME16	Year	Sex	employmentToPopulation
Charles Sturt	2011	F	50.3
Charles Sturt	2011	M	59.2
Charles Sturt	2016	F	51.3
Charles Sturt	2016	M	58.1
Port Adelaide - West	2006	F	45.2
Port Adelaide - West	2006	M	55.6
Port Adelaide - West	2011	F	49.1
Port Adelaide - West	2011	M	57.3
Port Adelaide - West	2016	F	48.7
Port Adelaide - West	2016	M	54.4
West Torrens	2006	F	50
West Torrens	2006	M	58.3
West Torrens	2011	F	53
West Torrens	2011	M	61.3
West Torrens	2016	F	53.2
West Torrens	2016	M	59.8
Barossa	2006	F	54.3
Barossa	2006	M	67.9
Barossa	2011	F	55.5
Barossa	2011	M	66.9
Barossa	2016	F	53.5
Barossa	2016	M	63.3
Lower North	2006	F	48.7
Lower North	2006	M	61.6
Lower North	2011	F	49.4
Lower North	2011	M	60.1
Lower North	2016	F	47.4
Lower North	2016	M	55.9
Mid North	2006	F	42.8
Mid North	2006	M	52.5
Mid North	2011	F	45.4
Mid North	2011	M	53.7
Mid North	2016	F	44.3
Mid North	2016	M	49.9
Yorke Peninsula	2006	F	39.4
Yorke Peninsula	2006	M	47.7
Yorke Peninsula	2011	F	41.3
Yorke Peninsula	2011	M	48.8
Yorke Peninsula	2016	F	39.1
Yorke Peninsula	2016	M	44.9
Eyre Peninsula and South West	2006	F	49.7
Eyre Peninsula and South West	2006	M	61.6
Eyre Peninsula and South West	2011	F	51.1
Eyre Peninsula and South West	2011	M	61.5
Eyre Peninsula and South West	2016	F	49.2
Eyre Peninsula and South West	2016	M	55.5
Outback - North and East	2006	F	52.8
Outback - North and East	2006	M	59
Outback - North and East	2011	F	53.7
Outback - North and East	2011	M	59.3
Outback - North and East	2016	F	49.4
Outback - North and East	2016	M	52.5
Fleurieu - Kangaroo Island	2006	F	42.4
Fleurieu - Kangaroo Island	2006	M	51.6
Fleurieu - Kangaroo Island	2011	F	43.9
Fleurieu - Kangaroo Island	2011	M	51.5
Fleurieu - Kangaroo Island	2016	F	41.7
Fleurieu - Kangaroo Island	2016	M	46.4
Limestone Coast	2006	F	54
Limestone Coast	2006	M	68.2
Limestone Coast	2011	F	54.5
Limestone Coast	2011	M	65.6
Limestone Coast	2016	F	53.1
Limestone Coast	2016	M	60.8
Murray and Mallee	2006	F	50
Murray and Mallee	2006	M	60.3
Murray and Mallee	2011	F	48.2
Murray and Mallee	2011	M	56.5
Murray and Mallee	2016	F	46.9
Murray and Mallee	2016	M	53.2
Migratory - Offshore - Shipping (SA)	2006	F	0
Migratory - Offshore - Shipping (SA)	2006	M	57.1
Migratory - Offshore - Shipping (SA)	2011	F	0
Migratory - Offshore - Shipping (SA)	2011	M	100
Migratory - Offshore - Shipping (SA)	2016	F	0
Migratory - Offshore - Shipping (SA)	2016	M	100
No usual address (SA)	2006	F	35.6
No usual address (SA)	2006	M	41.9
No usual address (SA)	2011	F	27.8
No usual address (SA)	2011	M	35.9
No usual address (SA)	2016	F	26.1
No usual address (SA)	2016	M	28.6
Augusta - Margaret River - Busselton	2006	F	54.2
Augusta - Margaret River - Busselton	2006	M	67
Augusta - Margaret River - Busselton	2011	F	53.4
Augusta - Margaret River - Busselton	2011	M	65
Augusta - Margaret River - Busselton	2016	F	53.1
Augusta - Margaret River - Busselton	2016	M	60.9
Bunbury	2006	F	51.6
Bunbury	2006	M	67.4
Bunbury	2011	F	52.8
Bunbury	2011	M	66.8
Bunbury	2016	F	50.6
Bunbury	2016	M	59.4
Manjimup	2006	F	53.1
Manjimup	2006	M	65.9
Manjimup	2011	F	53.3
Manjimup	2011	M	63.1
Manjimup	2016	F	49.3
Manjimup	2016	M	57
Mandurah	2006	F	39.8
Mandurah	2006	M	54.1
Mandurah	2011	F	43.2
Mandurah	2011	M	55.5
Mandurah	2016	F	42.7
Mandurah	2016	M	51.4
Cottesloe - Claremont	2006	F	50.2
Cottesloe - Claremont	2006	M	63.3
Cottesloe - Claremont	2011	F	51.2
Cottesloe - Claremont	2011	M	64.1
Cottesloe - Claremont	2016	F	50.4
Cottesloe - Claremont	2016	M	60.8
Perth City	2006	F	56.8
Perth City	2006	M	63.6
Perth City	2011	F	60.2
Perth City	2011	M	68.6
Perth City	2016	F	58.4
Perth City	2016	M	65.2
Bayswater - Bassendean	2006	F	54.2
Bayswater - Bassendean	2006	M	65.7
Bayswater - Bassendean	2011	F	56.5
Bayswater - Bassendean	2011	M	66.7
Bayswater - Bassendean	2016	F	55.2
Bayswater - Bassendean	2016	M	63.3
Mundaring	2006	F	55.6
Mundaring	2006	M	65
Mundaring	2011	F	56.4
Mundaring	2011	M	62.2
Mundaring	2016	F	54.2
Mundaring	2016	M	55.2
Swan	2006	F	55.5
Swan	2006	M	70.1
Swan	2011	F	57.4
Swan	2011	M	70.5
Swan	2016	F	55.9
Swan	2016	M	65.9
Joondalup	2006	F	62.2
Joondalup	2006	M	74.6
Joondalup	2011	F	62
Joondalup	2011	M	73.2
Joondalup	2016	F	59.5
Joondalup	2016	M	67.1
Stirling	2006	F	52.4
Stirling	2006	M	64.7
Stirling	2011	F	54.9
Stirling	2011	M	65.8
Stirling	2016	F	54.6
Stirling	2016	M	63.4
Wanneroo	2006	F	53.6
Wanneroo	2006	M	69.6
Wanneroo	2011	F	57.2
Wanneroo	2011	M	70.8
Wanneroo	2016	F	56.4
Wanneroo	2016	M	66.7
Armadale	2006	F	50
Armadale	2006	M	67.1
Armadale	2011	F	54
Armadale	2011	M	67.8
Armadale	2016	F	53
Armadale	2016	M	64.5
Belmont - Victoria Park	2006	F	52.5
Belmont - Victoria Park	2006	M	63.2
Belmont - Victoria Park	2011	F	55.8
Belmont - Victoria Park	2011	M	66.3
Belmont - Victoria Park	2016	F	54.4
Belmont - Victoria Park	2016	M	62.2
Canning	2006	F	53
Canning	2006	M	65.7
Canning	2011	F	53.2
Canning	2011	M	65.5
Canning	2016	F	50.4
Canning	2016	M	60.5
Gosnells	2006	F	54.2
Gosnells	2006	M	69
Gosnells	2011	F	54.4
Gosnells	2011	M	67.2
Gosnells	2016	F	51.1
Gosnells	2016	M	62.1
Kalamunda	2006	F	57
Kalamunda	2006	M	71.5
Kalamunda	2011	F	57.1
Kalamunda	2011	M	69.5
Kalamunda	2016	F	53.9
Kalamunda	2016	M	64.1
Serpentine - Jarrahdale	2006	F	57.3
Serpentine - Jarrahdale	2006	M	71
Serpentine - Jarrahdale	2011	F	59.3
Serpentine - Jarrahdale	2011	M	70.3
Serpentine - Jarrahdale	2016	F	58.4
Serpentine - Jarrahdale	2016	M	67.4
South Perth	2006	F	54.3
South Perth	2006	M	64.9
South Perth	2011	F	56.1
South Perth	2011	M	66.3
South Perth	2016	F	53.8
South Perth	2016	M	62
Cockburn	2006	F	55.5
Cockburn	2006	M	69.2
Cockburn	2011	F	59
Cockburn	2011	M	71.3
Cockburn	2016	F	57.8
Cockburn	2016	M	66.3
Fremantle	2006	F	54
Fremantle	2006	M	61.1
Fremantle	2011	F	56.5
Fremantle	2011	M	63.3
Fremantle	2016	F	55
Fremantle	2016	M	59.5
Kwinana	2006	F	44.8
Kwinana	2006	M	58.6
Kwinana	2011	F	51.6
Kwinana	2011	M	61.2
Kwinana	2016	F	52.1
Kwinana	2016	M	58.9
Melville	2006	F	54
Melville	2006	M	67
Melville	2011	F	55.5
Melville	2011	M	67.4
Melville	2016	F	53.2
Melville	2016	M	62.4
Rockingham	2006	F	47.6
Rockingham	2006	M	64.7
Rockingham	2011	F	52.7
Rockingham	2011	M	67.1
Rockingham	2016	F	51.2
Rockingham	2016	M	61.8
Albany	2006	F	51.5
Albany	2006	M	63.6
Albany	2011	F	52.1
Albany	2011	M	61.4
Albany	2016	F	50.4
Albany	2016	M	57.2
Wheat Belt - North	2006	F	51
Wheat Belt - North	2006	M	64.7
Wheat Belt - North	2011	F	51.7
Wheat Belt - North	2011	M	62.7
Wheat Belt - North	2016	F	48.7
Wheat Belt - North	2016	M	56
Wheat Belt - South	2006	F	55.5
Wheat Belt - South	2006	M	71.2
Wheat Belt - South	2011	F	55.6
Wheat Belt - South	2011	M	67.3
Wheat Belt - South	2016	F	51
Wheat Belt - South	2016	M	61.4
Kimberley	2006	F	55.5
Kimberley	2006	M	62.9
Kimberley	2011	F	55.1
Kimberley	2011	M	54.7
Kimberley	2016	F	51.4
Kimberley	2016	M	53.7
East Pilbara	2006	F	51.8
East Pilbara	2006	M	64.4
East Pilbara	2011	F	58.3
East Pilbara	2011	M	69.7
East Pilbara	2016	F	57.3
East Pilbara	2016	M	68.9
West Pilbara	2006	F	61.3
West Pilbara	2006	M	74.2
West Pilbara	2011	F	63
West Pilbara	2011	M	71
West Pilbara	2016	F	62.1
West Pilbara	2016	M	73.1
Esperance	2006	F	54.8
Esperance	2006	M	70.3
Esperance	2011	F	54.9
Esperance	2011	M	67.6
Esperance	2016	F	51.2
Esperance	2016	M	61
Gascoyne	2006	F	58.3
Gascoyne	2006	M	65.3
Gascoyne	2011	F	56.4
Gascoyne	2011	M	62.1
Gascoyne	2016	F	55.6
Gascoyne	2016	M	57
Goldfields	2006	F	57
Goldfields	2006	M	72.1
Goldfields	2011	F	56.7
Goldfields	2011	M	70.1
Goldfields	2016	F	55.3
Goldfields	2016	M	65.3
Mid West	2006	F	51.2
Mid West	2006	M	62.5
Mid West	2011	F	53.8
Mid West	2011	M	64.2
Mid West	2016	F	51
Mid West	2016	M	56.5
Migratory - Offshore - Shipping (WA)	2006	F	88.5
Migratory - Offshore - Shipping (WA)	2006	M	88.8
Migratory - Offshore - Shipping (WA)	2011	F	54.5
Migratory - Offshore - Shipping (WA)	2011	M	79.5
Migratory - Offshore - Shipping (WA)	2016	F	76.9
Migratory - Offshore - Shipping (WA)	2016	M	78.7
No usual address (WA)	2006	F	35.9
No usual address (WA)	2006	M	44.2
No usual address (WA)	2011	F	35.8
No usual address (WA)	2011	M	40.8
No usual address (WA)	2016	F	29
No usual address (WA)	2016	M	33.7
Brighton	2006	F	45.7
Brighton	2006	M	57.9
Brighton	2011	F	48.7
Brighton	2011	M	58.2
Brighton	2016	F	49.9
Brighton	2016	M	55.8
Hobart - North East	2006	F	51.1
Hobart - North East	2006	M	59.3
Hobart - North East	2011	F	53.5
Hobart - North East	2011	M	59
Hobart - North East	2016	F	53
Hobart - North East	2016	M	56.1
Hobart - North West	2006	F	45.8
Hobart - North West	2006	M	55.8
Hobart - North West	2011	F	48.4
Hobart - North West	2011	M	56.3
Hobart - North West	2016	F	47.3
Hobart - North West	2016	M	53.6
Hobart - South and West	2006	F	55.3
Hobart - South and West	2006	M	65.2
Hobart - South and West	2011	F	57.2
Hobart - South and West	2011	M	64.6
Hobart - South and West	2016	F	55.1
Hobart - South and West	2016	M	61.1
Hobart Inner	2006	F	56.5
Hobart Inner	2006	M	60.7
Hobart Inner	2011	F	56.8
Hobart Inner	2011	M	61.1
Hobart Inner	2016	F	54.4
Hobart Inner	2016	M	58
Sorell - Dodges Ferry	2006	F	51.6
Sorell - Dodges Ferry	2006	M	60.4
Sorell - Dodges Ferry	2011	F	53.9
Sorell - Dodges Ferry	2011	M	59.8
Sorell - Dodges Ferry	2016	F	52.1
Sorell - Dodges Ferry	2016	M	56.6
Launceston	2006	F	49.4
Launceston	2006	M	60.3
Launceston	2011	F	51.1
Launceston	2011	M	60
Launceston	2016	F	49.6
Launceston	2016	M	55.5
Meander Valley - West Tamar	2006	F	46
Meander Valley - West Tamar	2006	M	59.2
Meander Valley - West Tamar	2011	F	48.4
Meander Valley - West Tamar	2011	M	57.3
Meander Valley - West Tamar	2016	F	46.4
Meander Valley - West Tamar	2016	M	52.3
North East	2006	F	44.6
North East	2006	M	56.9
North East	2011	F	46.1
North East	2011	M	53.9
North East	2016	F	43.7
North East	2016	M	49.9
Central Highlands (Tas.)	2006	F	45.5
Central Highlands (Tas.)	2006	M	57.2
Central Highlands (Tas.)	2011	F	48.1
Central Highlands (Tas.)	2011	M	55.3
Central Highlands (Tas.)	2016	F	47.7
Central Highlands (Tas.)	2016	M	52.8
Huon - Bruny Island	2006	F	46.4
Huon - Bruny Island	2006	M	54.2
Huon - Bruny Island	2011	F	47.7
Huon - Bruny Island	2011	M	53.9
Huon - Bruny Island	2016	F	45.5
Huon - Bruny Island	2016	M	49.9
South East Coast	2006	F	43.4
South East Coast	2006	M	50.9
South East Coast	2011	F	42.2
South East Coast	2011	M	47.6
South East Coast	2016	F	39.8
South East Coast	2016	M	43
Burnie - Ulverstone	2006	F	43.3
Burnie - Ulverstone	2006	M	56.7
Burnie - Ulverstone	2011	F	45.7
Burnie - Ulverstone	2011	M	55.8
Burnie - Ulverstone	2016	F	45.3
Burnie - Ulverstone	2016	M	51.8
Devonport	2006	F	45.6
Devonport	2006	M	57.8
Devonport	2011	F	47
Devonport	2011	M	56.5
Devonport	2016	F	45.8
Devonport	2016	M	52.6
West Coast	2006	F	51.4
West Coast	2006	M	65
West Coast	2011	F	52.1
West Coast	2011	M	63.4
West Coast	2016	F	50
West Coast	2016	M	56.7
Migratory - Offshore - Shipping (Tas.)	2006	F	60
Migratory - Offshore - Shipping (Tas.)	2006	M	82.1
Migratory - Offshore - Shipping (Tas.)	2011	F	51.7
Migratory - Offshore - Shipping (Tas.)	2011	M	74.4
Migratory - Offshore - Shipping (Tas.)	2016	F	22.2
Migratory - Offshore - Shipping (Tas.)	2016	M	75.5
No usual address (Tas.)	2006	F	31.9
No usual address (Tas.)	2006	M	38.8
No usual address (Tas.)	2011	F	27.6
No usual address (Tas.)	2011	M	31.6
No usual address (Tas.)	2016	F	29.1
No usual address (Tas.)	2016	M	30.8
Darwin City	2006	F	64.9
Darwin City	2006	M	68.4
Darwin City	2011	F	67.4
Darwin City	2011	M	68.3
Darwin City	2016	F	64.8
Darwin City	2016	M	71.2
Darwin Suburbs	2006	F	63.3
Darwin Suburbs	2006	M	67.3
Darwin Suburbs	2011	F	63
Darwin Suburbs	2011	M	64
Darwin Suburbs	2016	F	61.4
Darwin Suburbs	2016	M	66.5
Litchfield	2006	F	62.9
Litchfield	2006	M	68.9
Litchfield	2011	F	62.8
Litchfield	2011	M	68
Litchfield	2016	F	63.5
Litchfield	2016	M	57.4
Palmerston	2006	F	61.9
Palmerston	2006	M	71.9
Palmerston	2011	F	66.2
Palmerston	2011	M	74.7
Palmerston	2016	F	64.1
Palmerston	2016	M	74.1
Alice Springs	2006	F	54.7
Alice Springs	2006	M	60.8
Alice Springs	2011	F	56.3
Alice Springs	2011	M	60.2
Alice Springs	2016	F	52.9
Alice Springs	2016	M	55.3
Barkly	2006	F	40.2
Barkly	2006	M	47.7
Barkly	2011	F	40.8
Barkly	2011	M	46.2
Barkly	2016	F	41
Barkly	2016	M	43.8
Daly - Tiwi - West Arnhem	2006	F	39.4
Daly - Tiwi - West Arnhem	2006	M	48.2
Daly - Tiwi - West Arnhem	2011	F	40.4
Daly - Tiwi - West Arnhem	2011	M	49
Daly - Tiwi - West Arnhem	2016	F	31.7
Daly - Tiwi - West Arnhem	2016	M	34.3
East Arnhem	2006	F	42.4
East Arnhem	2006	M	58.4
East Arnhem	2011	F	44.2
East Arnhem	2011	M	55.6
East Arnhem	2016	F	36.3
East Arnhem	2016	M	39.8
Katherine	2006	F	48.3
Katherine	2006	M	56.6
Katherine	2011	F	50.5
Katherine	2011	M	56.5
Katherine	2016	F	42.5
Katherine	2016	M	45.8
Migratory - Offshore - Shipping (NT)	2006	F	76.5
Migratory - Offshore - Shipping (NT)	2006	M	79.5
Migratory - Offshore - Shipping (NT)	2011	F	31.6
Migratory - Offshore - Shipping (NT)	2011	M	83.3
Migratory - Offshore - Shipping (NT)	2016	F	33.3
Migratory - Offshore - Shipping (NT)	2016	M	39.3
No usual address (NT)	2006	F	30.9
No usual address (NT)	2006	M	36.7
No usual address (NT)	2011	F	32.1
No usual address (NT)	2011	M	34.8
No usual address (NT)	2016	F	24.5
No usual address (NT)	2016	M	26.1
Belconnen	2006	F	63.9
Belconnen	2006	M	70.4
Belconnen	2011	F	62.3
Belconnen	2011	M	69.1
Belconnen	2016	F	58.7
Belconnen	2016	M	64.8
Canberra East	2006	F	55.9
Canberra East	2006	M	63.6
Canberra East	2011	F	55.9
Canberra East	2011	M	39.3
Canberra East	2016	F	46.5
Canberra East	2016	M	30.6
Gungahlin	2006	F	69.8
Gungahlin	2006	M	79.7
Gungahlin	2011	F	71.1
Gungahlin	2011	M	79.9
Gungahlin	2016	F	68
Gungahlin	2016	M	75.9
North Canberra	2006	F	59
North Canberra	2006	M	63.9
North Canberra	2011	F	60.5
North Canberra	2011	M	64
North Canberra	2016	F	58.2
North Canberra	2016	M	62.1
South Canberra	2006	F	59.9
South Canberra	2006	M	66.7
South Canberra	2011	F	61.4
South Canberra	2011	M	68.6
South Canberra	2016	F	59.1
South Canberra	2016	M	65.5
Tuggeranong	2006	F	68.5
Tuggeranong	2006	M	76
Tuggeranong	2011	F	69
Tuggeranong	2011	M	75.4
Tuggeranong	2016	F	62.9
Tuggeranong	2016	M	68.5
Weston Creek	2006	F	61.8
Weston Creek	2006	M	69.1
Weston Creek	2011	F	60
Weston Creek	2011	M	67.8
Weston Creek	2016	F	56
Weston Creek	2016	M	61.2
Woden Valley	2006	F	58.1
Woden Valley	2006	M	65.7
Woden Valley	2011	F	59.8
Woden Valley	2011	M	66.5
Woden Valley	2016	F	56.5
Woden Valley	2016	M	62.5
Molonglo	2006	F	0
Molonglo	2006	M	0
Molonglo	2011	F	75
Molonglo	2011	M	200
Molonglo	2016	F	75.8
Molonglo	2016	M	81.3
Urriarra - Namadgi	2006	F	76.3
Urriarra - Namadgi	2006	M	81.9
Urriarra - Namadgi	2011	F	75.8
Urriarra - Namadgi	2011	M	82
Urriarra - Namadgi	2016	F	71.2
Urriarra - Namadgi	2016	M	72.8
Migratory - Offshore - Shipping (ACT)	2006	F	0
Migratory - Offshore - Shipping (ACT)	2006	M	0
Migratory - Offshore - Shipping (ACT)	2011	F	0
Migratory - Offshore - Shipping (ACT)	2011	M	0
Migratory - Offshore - Shipping (ACT)	2016	F	0
Migratory - Offshore - Shipping (ACT)	2016	M	0
No usual address (ACT)	2006	F	48.9
No usual address (ACT)	2006	M	53.3
No usual address (ACT)	2011	F	48.5
No usual address (ACT)	2011	M	48.5
No usual address (ACT)	2016	F	49.3
No usual address (ACT)	2016	M	34.3
Christmas Island	2006	F	56.4
Christmas Island	2006	M	72.2
Christmas Island	2011	F	68.1
Christmas Island	2011	M	35.9
Christmas Island	2016	F	55.6
Christmas Island	2016	M	52.2
Cocos (Keeling) Islands	2006	F	37.5
Cocos (Keeling) Islands	2006	M	66.3
Cocos (Keeling) Islands	2011	F	41.5
Cocos (Keeling) Islands	2011	M	62.4
Cocos (Keeling) Islands	2016	F	43.1
Cocos (Keeling) Islands	2016	M	61.6
Jervis Bay	2006	F	50.4
Jervis Bay	2006	M	68.2
Jervis Bay	2011	F	31.1
Jervis Bay	2011	M	56.4
Jervis Bay	2016	F	34.3
Jervis Bay	2016	M	46.9
Norfolk Island	2006	F	0
Norfolk Island	2006	M	0
Norfolk Island	2011	F	0
Norfolk Island	2011	M	0
Norfolk Island	2016	F	65.1
Norfolk Island	2016	M	68.8
Migratory - Offshore - Shipping (OT)	2006	F	0
Migratory - Offshore - Shipping (OT)	2006	M	0
Migratory - Offshore - Shipping (OT)	2011	F	0
Migratory - Offshore - Shipping (OT)	2011	M	0
Migratory - Offshore - Shipping (OT)	2016	F	0
Migratory - Offshore - Shipping (OT)	2016	M	100
No usual address (OT)	2006	F	100
No usual address (OT)	2006	M	40.9
No usual address (OT)	2011	F	84.2
No usual address (OT)	2011	M	140
No usual address (OT)	2016	F	26.7
No usual address (OT)	2016	M	14.3
