SA3_NAME16	Year	Sex	unemployment
Port Adelaide - West	2016	M	10.2
West Torrens	2006	F	4.6
West Torrens	2006	M	6.3
West Torrens	2011	F	5.5
West Torrens	2011	M	5.9
West Torrens	2016	F	6.8
West Torrens	2016	M	8.1
Barossa	2006	F	4.2
Barossa	2006	M	3.4
Barossa	2011	F	4
Barossa	2011	M	3.8
Barossa	2016	F	5.1
Barossa	2016	M	4.9
Lower North	2006	F	4.5
Lower North	2006	M	3.5
Lower North	2011	F	3.9
Lower North	2011	M	4.2
Lower North	2016	F	5
Lower North	2016	M	5.3
Mid North	2006	F	7.2
Mid North	2006	M	9
Mid North	2011	F	5.7
Mid North	2011	M	6.7
Mid North	2016	F	7.6
Mid North	2016	M	10.3
Yorke Peninsula	2006	F	6.1
Yorke Peninsula	2006	M	7.9
Yorke Peninsula	2011	F	4.9
Yorke Peninsula	2011	M	6.3
Yorke Peninsula	2016	F	6.7
Yorke Peninsula	2016	M	8
Eyre Peninsula and South West	2006	F	5.5
Eyre Peninsula and South West	2006	M	6.3
Eyre Peninsula and South West	2011	F	5.7
Eyre Peninsula and South West	2011	M	5.9
Eyre Peninsula and South West	2016	F	6.5
Eyre Peninsula and South West	2016	M	8.7
Outback - North and East	2006	F	5.2
Outback - North and East	2006	M	6
Outback - North and East	2011	F	4.6
Outback - North and East	2011	M	5.5
Outback - North and East	2016	F	7.4
Outback - North and East	2016	M	9.4
Fleurieu - Kangaroo Island	2006	F	4.7
Fleurieu - Kangaroo Island	2006	M	5.5
Fleurieu - Kangaroo Island	2011	F	5.4
Fleurieu - Kangaroo Island	2011	M	6.3
Fleurieu - Kangaroo Island	2016	F	5.1
Fleurieu - Kangaroo Island	2016	M	7.1
Limestone Coast	2006	F	5
Limestone Coast	2006	M	4.8
Limestone Coast	2011	F	5
Limestone Coast	2011	M	5.5
Limestone Coast	2016	F	4.9
Limestone Coast	2016	M	5.5
Murray and Mallee	2006	F	5.1
Murray and Mallee	2006	M	5.3
Murray and Mallee	2011	F	5.9
Murray and Mallee	2011	M	6.3
Murray and Mallee	2016	F	6.3
Murray and Mallee	2016	M	7.1
Migratory - Offshore - Shipping (SA)	2006	F	0
Migratory - Offshore - Shipping (SA)	2006	M	0
Migratory - Offshore - Shipping (SA)	2011	F	0
Migratory - Offshore - Shipping (SA)	2011	M	0
Migratory - Offshore - Shipping (SA)	2016	F	0
Migratory - Offshore - Shipping (SA)	2016	M	0
No usual address (SA)	2006	F	17.2
No usual address (SA)	2006	M	20.5
No usual address (SA)	2011	F	21.8
No usual address (SA)	2011	M	21.4
No usual address (SA)	2016	F	28.9
No usual address (SA)	2016	M	29.7
Augusta - Margaret River - Busselton	2006	F	3.7
Augusta - Margaret River - Busselton	2006	M	3
Augusta - Margaret River - Busselton	2011	F	4.8
Augusta - Margaret River - Busselton	2011	M	4.5
Augusta - Margaret River - Busselton	2016	F	5
Augusta - Margaret River - Busselton	2016	M	5.8
Bunbury	2006	F	4.7
Bunbury	2006	M	3.4
Bunbury	2011	F	5.2
Bunbury	2011	M	4.5
Bunbury	2016	F	7.6
Bunbury	2016	M	8.5
Manjimup	2006	F	3.2
Manjimup	2006	M	3.4
Manjimup	2011	F	4.1
Manjimup	2011	M	4.3
Manjimup	2016	F	5.1
Manjimup	2016	M	6.2
Mandurah	2006	F	6.2
Mandurah	2006	M	4.7
Mandurah	2011	F	7.3
Mandurah	2011	M	6.6
Mandurah	2016	F	10.5
Mandurah	2016	M	10.9
Cottesloe - Claremont	2006	F	3.1
Cottesloe - Claremont	2006	M	3.2
Cottesloe - Claremont	2011	F	4
Cottesloe - Claremont	2011	M	4
Cottesloe - Claremont	2016	F	6.2
Cottesloe - Claremont	2016	M	6.3
Perth City	2006	F	3.3
Perth City	2006	M	3.7
Perth City	2011	F	4.1
Perth City	2011	M	4.1
Perth City	2016	F	6.4
Perth City	2016	M	7
Bayswater - Bassendean	2006	F	3.6
Bayswater - Bassendean	2006	M	3.7
Bayswater - Bassendean	2011	F	4.4
Bayswater - Bassendean	2011	M	4.7
Bayswater - Bassendean	2016	F	7.2
Bayswater - Bassendean	2016	M	8.3
Mundaring	2006	F	3.6
Mundaring	2006	M	3.1
Mundaring	2011	F	4.4
Mundaring	2011	M	4
Mundaring	2016	F	6.4
Mundaring	2016	M	8.1
Swan	2006	F	3.9
Swan	2006	M	3.2
Swan	2011	F	5.3
Swan	2011	M	4.3
Swan	2016	F	8.3
Swan	2016	M	8.2
Joondalup	2006	F	3.1
Joondalup	2006	M	2.7
Joondalup	2011	F	3.9
Joondalup	2011	M	3.8
Joondalup	2016	F	6.3
Joondalup	2016	M	7.4
Stirling	2006	F	3.6
Stirling	2006	M	3.6
Stirling	2011	F	4.3
Stirling	2011	M	4.6
Stirling	2016	F	6.8
Stirling	2016	M	7.7
Wanneroo	2006	F	4.9
Wanneroo	2006	M	3.3
Wanneroo	2011	F	5.4
Wanneroo	2011	M	4.4
Wanneroo	2016	F	8.5
Wanneroo	2016	M	8.5
Armadale	2006	F	5.3
Armadale	2006	M	3.7
Armadale	2011	F	5.6
Armadale	2011	M	5.2
Armadale	2016	F	9.4
Armadale	2016	M	8.9
Belmont - Victoria Park	2006	F	4.4
Belmont - Victoria Park	2006	M	4.2
Belmont - Victoria Park	2011	F	5.3
Belmont - Victoria Park	2011	M	4.9
Belmont - Victoria Park	2016	F	8.2
Belmont - Victoria Park	2016	M	8.8
Canning	2006	F	4.5
Canning	2006	M	3.9
Canning	2011	F	5.9
Canning	2011	M	5.6
Canning	2016	F	10.1
Canning	2016	M	10.5
Gosnells	2006	F	3.9
Gosnells	2006	M	3.8
Gosnells	2011	F	5.9
Gosnells	2011	M	5.1
Gosnells	2016	F	9.6
Gosnells	2016	M	9.8
Kalamunda	2006	F	3.1
Kalamunda	2006	M	2.4
Kalamunda	2011	F	3.7
Kalamunda	2011	M	3.7
Kalamunda	2016	F	7
Kalamunda	2016	M	7.2
Serpentine - Jarrahdale	2006	F	3.3
Serpentine - Jarrahdale	2006	M	1.7
Serpentine - Jarrahdale	2011	F	4.2
Serpentine - Jarrahdale	2011	M	3.6
Serpentine - Jarrahdale	2016	F	7.7
Serpentine - Jarrahdale	2016	M	6.6
South Perth	2006	F	3.9
South Perth	2006	M	3.7
South Perth	2011	F	4.8
South Perth	2011	M	4.5
South Perth	2016	F	6.7
South Perth	2016	M	7.7
Cockburn	2006	F	3.7
Cockburn	2006	M	3
Cockburn	2011	F	4.5
Cockburn	2011	M	4.1
Cockburn	2016	F	7.2
Cockburn	2016	M	8
Fremantle	2006	F	3.5
Fremantle	2006	M	4.6
Fremantle	2011	F	4.3
Fremantle	2011	M	5
Fremantle	2016	F	5.8
Fremantle	2016	M	8.1
Kwinana	2006	F	6.9
Kwinana	2006	M	5.1
Kwinana	2011	F	7.4
Kwinana	2011	M	6.2
Kwinana	2016	F	11
Kwinana	2016	M	10.6
Melville	2006	F	3.1
Melville	2006	M	3
Melville	2011	F	4.1
Melville	2011	M	4.1
Melville	2016	F	6.2
Melville	2016	M	7.4
Rockingham	2006	F	5.7
Rockingham	2006	M	4
Rockingham	2011	F	6.6
Rockingham	2011	M	5.3
Rockingham	2016	F	9.9
Rockingham	2016	M	9.6
Albany	2006	F	4.1
Albany	2006	M	3.8
Albany	2011	F	4.3
Albany	2011	M	5.3
Albany	2016	F	4.3
Albany	2016	M	5.7
Wheat Belt - North	2006	F	4.1
Wheat Belt - North	2006	M	4.4
Wheat Belt - North	2011	F	4.5
Wheat Belt - North	2011	M	4.6
Wheat Belt - North	2016	F	5.7
Wheat Belt - North	2016	M	6.4
Wheat Belt - South	2006	F	3.3
Wheat Belt - South	2006	M	3.1
Wheat Belt - South	2011	F	3.8
Wheat Belt - South	2011	M	4.2
Wheat Belt - South	2016	F	4.6
Wheat Belt - South	2016	M	5.2
Kimberley	2006	F	3.9
Kimberley	2006	M	3.7
Kimberley	2011	F	4.9
Kimberley	2011	M	5.8
Kimberley	2016	F	7.1
Kimberley	2016	M	10.1
East Pilbara	2006	F	4.5
East Pilbara	2006	M	3.5
East Pilbara	2011	F	4.2
East Pilbara	2011	M	2.3
East Pilbara	2016	F	6.6
East Pilbara	2016	M	3.7
West Pilbara	2006	F	3.5
West Pilbara	2006	M	2.2
West Pilbara	2011	F	3.1
West Pilbara	2011	M	1.8
West Pilbara	2016	F	6.5
West Pilbara	2016	M	3.2
Esperance	2006	F	4.2
Esperance	2006	M	3.5
Esperance	2011	F	4.4
Esperance	2011	M	3.9
Esperance	2016	F	4.1
Esperance	2016	M	5.1
Gascoyne	2006	F	2.8
Gascoyne	2006	M	3.2
Gascoyne	2011	F	4
Gascoyne	2011	M	4.9
Gascoyne	2016	F	4.6
Gascoyne	2016	M	6.8
Goldfields	2006	F	4.1
Goldfields	2006	M	3.3
Goldfields	2011	F	5.3
Goldfields	2011	M	3.7
Goldfields	2016	F	7.3
Goldfields	2016	M	6.1
Mid West	2006	F	5.4
Mid West	2006	M	5.7
Mid West	2011	F	5.4
Mid West	2011	M	5.1
Mid West	2016	F	6.9
Mid West	2016	M	9.2
Migratory - Offshore - Shipping (WA)	2006	F	0
Migratory - Offshore - Shipping (WA)	2006	M	0
Migratory - Offshore - Shipping (WA)	2011	F	0
Migratory - Offshore - Shipping (WA)	2011	M	0.9
Migratory - Offshore - Shipping (WA)	2016	F	0
Migratory - Offshore - Shipping (WA)	2016	M	0
No usual address (WA)	2006	F	13.6
No usual address (WA)	2006	M	15.6
No usual address (WA)	2011	F	15.5
No usual address (WA)	2011	M	15.1
No usual address (WA)	2016	F	18.1
No usual address (WA)	2016	M	21.2
Brighton	2006	F	8.3
Brighton	2006	M	8.6
Brighton	2011	F	6.6
Brighton	2011	M	8
Brighton	2016	F	6.4
Brighton	2016	M	9.1
Hobart - North East	2006	F	4.7
Hobart - North East	2006	M	6
Hobart - North East	2011	F	4.1
Hobart - North East	2011	M	5.9
Hobart - North East	2016	F	4.5
Hobart - North East	2016	M	6
Hobart - North West	2006	F	6.3
Hobart - North West	2006	M	7.7
Hobart - North West	2011	F	5.9
Hobart - North West	2011	M	8.1
Hobart - North West	2016	F	6.4
Hobart - North West	2016	M	9.3
Hobart - South and West	2006	F	4.2
Hobart - South and West	2006	M	4.5
Hobart - South and West	2011	F	3.9
Hobart - South and West	2011	M	4.9
Hobart - South and West	2016	F	4.6
Hobart - South and West	2016	M	5.5
Hobart Inner	2006	F	4.7
Hobart Inner	2006	M	6.3
Hobart Inner	2011	F	4.8
Hobart Inner	2011	M	6.2
Hobart Inner	2016	F	5.9
Hobart Inner	2016	M	7.5
Sorell - Dodges Ferry	2006	F	6.2
Sorell - Dodges Ferry	2006	M	6.1
Sorell - Dodges Ferry	2011	F	5.8
Sorell - Dodges Ferry	2011	M	6.6
Sorell - Dodges Ferry	2016	F	5.4
Sorell - Dodges Ferry	2016	M	7
Launceston	2006	F	6.1
Launceston	2006	M	6.6
Launceston	2011	F	6.2
Launceston	2011	M	7.1
Launceston	2016	F	6.7
Launceston	2016	M	8.7
Meander Valley - West Tamar	2006	F	5.9
Meander Valley - West Tamar	2006	M	6.3
Meander Valley - West Tamar	2011	F	5.8
Meander Valley - West Tamar	2011	M	6
Meander Valley - West Tamar	2016	F	5.8
Meander Valley - West Tamar	2016	M	7.3
North East	2006	F	6.7
North East	2006	M	6.6
North East	2011	F	6.5
North East	2011	M	8.3
North East	2016	F	7.7
North East	2016	M	8.3
Central Highlands (Tas.)	2006	F	7.6
Central Highlands (Tas.)	2006	M	7.2
Central Highlands (Tas.)	2011	F	6.4
Central Highlands (Tas.)	2011	M	7
Central Highlands (Tas.)	2016	F	6.1
Central Highlands (Tas.)	2016	M	6.9
Huon - Bruny Island	2006	F	6.6
Huon - Bruny Island	2006	M	7.5
Huon - Bruny Island	2011	F	5.9
Huon - Bruny Island	2011	M	7.1
Huon - Bruny Island	2016	F	5.7
Huon - Bruny Island	2016	M	6.7
South East Coast	2006	F	6.8
South East Coast	2006	M	6.6
South East Coast	2011	F	5.9
South East Coast	2011	M	8.4
South East Coast	2016	F	4.2
South East Coast	2016	M	7.2
Burnie - Ulverstone	2006	F	8.5
Burnie - Ulverstone	2006	M	8.3
Burnie - Ulverstone	2011	F	7.2
Burnie - Ulverstone	2011	M	7.8
Burnie - Ulverstone	2016	F	6.9
Burnie - Ulverstone	2016	M	9.1
Devonport	2006	F	8.3
Devonport	2006	M	8.4
Devonport	2011	F	6.3
Devonport	2011	M	7.7
Devonport	2016	F	6.5
Devonport	2016	M	8.4
West Coast	2006	F	6.6
West Coast	2006	M	5.6
West Coast	2011	F	5.5
West Coast	2011	M	5.6
West Coast	2016	F	6.1
West Coast	2016	M	7.8
Migratory - Offshore - Shipping (Tas.)	2006	F	0
Migratory - Offshore - Shipping (Tas.)	2006	M	0
Migratory - Offshore - Shipping (Tas.)	2011	F	14.3
Migratory - Offshore - Shipping (Tas.)	2011	M	7.9
Migratory - Offshore - Shipping (Tas.)	2016	F	0
Migratory - Offshore - Shipping (Tas.)	2016	M	0
No usual address (Tas.)	2006	F	26.2
No usual address (Tas.)	2006	M	28.4
No usual address (Tas.)	2011	F	27
No usual address (Tas.)	2011	M	26
No usual address (Tas.)	2016	F	27.9
No usual address (Tas.)	2016	M	27.9
Darwin City	2006	F	2.5
Darwin City	2006	M	3.2
Darwin City	2011	F	2.9
Darwin City	2011	M	3.2
Darwin City	2016	F	4.4
Darwin City	2016	M	3.5
Darwin Suburbs	2006	F	3.4
Darwin Suburbs	2006	M	4.1
Darwin Suburbs	2011	F	3.5
Darwin Suburbs	2011	M	4.3
Darwin Suburbs	2016	F	4.7
Darwin Suburbs	2016	M	5.4
Litchfield	2006	F	3
Litchfield	2006	M	2.8
Litchfield	2011	F	3.3
Litchfield	2011	M	3.5
Litchfield	2016	F	3.8
Litchfield	2016	M	4.1
Palmerston	2006	F	4.2
Palmerston	2006	M	3.4
Palmerston	2011	F	4
Palmerston	2011	M	3.4
Palmerston	2016	F	5.3
Palmerston	2016	M	4.8
Alice Springs	2006	F	4.9
Alice Springs	2006	M	4.7
Alice Springs	2011	F	4.5
Alice Springs	2011	M	5.6
Alice Springs	2016	F	9.1
Alice Springs	2016	M	10.2
Barkly	2006	F	6.8
Barkly	2006	M	5.5
Barkly	2011	F	7.7
Barkly	2011	M	9.7
Barkly	2016	F	12.5
Barkly	2016	M	15.6
Daly - Tiwi - West Arnhem	2006	F	6.3
Daly - Tiwi - West Arnhem	2006	M	6.5
Daly - Tiwi - West Arnhem	2011	F	12.4
Daly - Tiwi - West Arnhem	2011	M	12.2
Daly - Tiwi - West Arnhem	2016	F	19.7
Daly - Tiwi - West Arnhem	2016	M	22.6
East Arnhem	2006	F	10.8
East Arnhem	2006	M	5.8
East Arnhem	2011	F	9.9
East Arnhem	2011	M	10.4
East Arnhem	2016	F	13.2
East Arnhem	2016	M	14.3
Katherine	2006	F	5.5
Katherine	2006	M	5.7
Katherine	2011	F	10
Katherine	2011	M	9.2
Katherine	2016	F	7.7
Katherine	2016	M	9.7
Migratory - Offshore - Shipping (NT)	2006	F	0
Migratory - Offshore - Shipping (NT)	2006	M	0
Migratory - Offshore - Shipping (NT)	2011	F	0
Migratory - Offshore - Shipping (NT)	2011	M	0
Migratory - Offshore - Shipping (NT)	2016	F	0
Migratory - Offshore - Shipping (NT)	2016	M	0
No usual address (NT)	2006	F	14.6
No usual address (NT)	2006	M	11.7
No usual address (NT)	2011	F	12.4
No usual address (NT)	2011	M	14.4
No usual address (NT)	2016	F	11.8
No usual address (NT)	2016	M	13
Belconnen	2006	F	3.2
Belconnen	2006	M	4
Belconnen	2011	F	3.4
Belconnen	2011	M	4.1
Belconnen	2016	F	4.7
Belconnen	2016	M	5.4
Canberra East	2006	F	5.3
Canberra East	2006	M	5.7
Canberra East	2011	F	3.7
Canberra East	2011	M	7.8
Canberra East	2016	F	7.9
Canberra East	2016	M	8.7
Gungahlin	2006	F	2.7
Gungahlin	2006	M	2.4
Gungahlin	2011	F	3.3
Gungahlin	2011	M	2.8
Gungahlin	2016	F	4.7
Gungahlin	2016	M	4.2
North Canberra	2006	F	3.9
North Canberra	2006	M	5.1
North Canberra	2011	F	4.8
North Canberra	2011	M	5.4
North Canberra	2016	F	6.4
North Canberra	2016	M	6.3
South Canberra	2006	F	2.7
South Canberra	2006	M	3.5
South Canberra	2011	F	2.9
South Canberra	2011	M	3.8
South Canberra	2016	F	3.9
South Canberra	2016	M	4
Tuggeranong	2006	F	2.9
Tuggeranong	2006	M	3.4
Tuggeranong	2011	F	2.9
Tuggeranong	2011	M	3.3
Tuggeranong	2016	F	4
Tuggeranong	2016	M	4.6
Weston Creek	2006	F	2.4
Weston Creek	2006	M	3.3
Weston Creek	2011	F	2.9
Weston Creek	2011	M	3.3
Weston Creek	2016	F	3.6
Weston Creek	2016	M	4.4
Woden Valley	2006	F	2.6
Woden Valley	2006	M	3.4
Woden Valley	2011	F	3
Woden Valley	2011	M	3.6
Woden Valley	2016	F	3.7
Woden Valley	2016	M	4.9
Molonglo	2006	F	0
Molonglo	2006	M	0
Molonglo	2011	F	0
Molonglo	2011	M	0
Molonglo	2016	F	2.6
Molonglo	2016	M	2.5
Urriarra - Namadgi	2006	F	3.3
Urriarra - Namadgi	2006	M	0
Urriarra - Namadgi	2011	F	0
Urriarra - Namadgi	2011	M	0
Urriarra - Namadgi	2016	F	3.8
Urriarra - Namadgi	2016	M	0
Migratory - Offshore - Shipping (ACT)	2006	F	0
Migratory - Offshore - Shipping (ACT)	2006	M	0
Migratory - Offshore - Shipping (ACT)	2011	F	0
Migratory - Offshore - Shipping (ACT)	2011	M	0
Migratory - Offshore - Shipping (ACT)	2016	F	0
Migratory - Offshore - Shipping (ACT)	2016	M	0
No usual address (ACT)	2006	F	16.4
No usual address (ACT)	2006	M	16.3
No usual address (ACT)	2011	F	19.5
No usual address (ACT)	2011	M	15.9
No usual address (ACT)	2016	F	12.2
No usual address (ACT)	2016	M	21.8
Christmas Island	2006	F	6.7
Christmas Island	2006	M	3.9
Christmas Island	2011	F	1.2
Christmas Island	2011	M	1.2
Christmas Island	2016	F	3.7
Christmas Island	2016	M	2.5
Cocos (Keeling) Islands	2006	F	16.5
Cocos (Keeling) Islands	2006	M	6.9
Cocos (Keeling) Islands	2011	F	11.1
Cocos (Keeling) Islands	2011	M	5
Cocos (Keeling) Islands	2016	F	11.9
Cocos (Keeling) Islands	2016	M	0
Jervis Bay	2006	F	4.8
Jervis Bay	2006	M	7.3
Jervis Bay	2011	F	9.8
Jervis Bay	2011	M	12
Jervis Bay	2016	F	0
Jervis Bay	2016	M	8.5
Norfolk Island	2006	F	0
Norfolk Island	2006	M	0
Norfolk Island	2011	F	0
Norfolk Island	2011	M	0
Norfolk Island	2016	F	1
Norfolk Island	2016	M	2
Migratory - Offshore - Shipping (OT)	2006	F	0
Migratory - Offshore - Shipping (OT)	2006	M	0
Migratory - Offshore - Shipping (OT)	2011	F	0
Migratory - Offshore - Shipping (OT)	2011	M	0
Migratory - Offshore - Shipping (OT)	2016	F	0
Migratory - Offshore - Shipping (OT)	2016	M	0
No usual address (OT)	2006	F	0
No usual address (OT)	2006	M	0
No usual address (OT)	2011	F	0
No usual address (OT)	2011	M	0
No usual address (OT)	2016	F	27.3
No usual address (OT)	2016	M	57.1
