SA3_NAME16	Year	Sex	unemployment
Tamworth - Gunnedah	2011	F	5.8
Tamworth - Gunnedah	2011	M	6
Tamworth - Gunnedah	2016	F	6.1
Tamworth - Gunnedah	2016	M	5.8
Lake Macquarie - East	2006	F	6
Lake Macquarie - East	2006	M	6.9
Lake Macquarie - East	2011	F	4.8
Lake Macquarie - East	2011	M	5.3
Lake Macquarie - East	2016	F	5.9
Lake Macquarie - East	2016	M	7.3
Lake Macquarie - West	2006	F	6.9
Lake Macquarie - West	2006	M	7.3
Lake Macquarie - West	2011	F	5.6
Lake Macquarie - West	2011	M	5.8
Lake Macquarie - West	2016	F	6.4
Lake Macquarie - West	2016	M	8.2
Newcastle	2006	F	6.7
Newcastle	2006	M	7.8
Newcastle	2011	F	5.5
Newcastle	2011	M	6.1
Newcastle	2016	F	6.6
Newcastle	2016	M	8.3
Richmond Valley - Coastal	2006	F	8
Richmond Valley - Coastal	2006	M	8
Richmond Valley - Coastal	2011	F	6.7
Richmond Valley - Coastal	2011	M	7.9
Richmond Valley - Coastal	2016	F	5.6
Richmond Valley - Coastal	2016	M	6.9
Richmond Valley - Hinterland	2006	F	8.9
Richmond Valley - Hinterland	2006	M	9.4
Richmond Valley - Hinterland	2011	F	7.6
Richmond Valley - Hinterland	2011	M	8.9
Richmond Valley - Hinterland	2016	F	6.9
Richmond Valley - Hinterland	2016	M	8.8
Tweed Valley	2006	F	7.1
Tweed Valley	2006	M	7.1
Tweed Valley	2011	F	7.5
Tweed Valley	2011	M	9
Tweed Valley	2016	F	6.7
Tweed Valley	2016	M	7.4
Griffith - Murrumbidgee (West)	2006	F	4.5
Griffith - Murrumbidgee (West)	2006	M	4.2
Griffith - Murrumbidgee (West)	2011	F	5
Griffith - Murrumbidgee (West)	2011	M	4.4
Griffith - Murrumbidgee (West)	2016	F	4.6
Griffith - Murrumbidgee (West)	2016	M	5.1
Tumut - Tumbarumba	2006	F	6.6
Tumut - Tumbarumba	2006	M	5.7
Tumut - Tumbarumba	2011	F	6.4
Tumut - Tumbarumba	2011	M	5
Tumut - Tumbarumba	2016	F	5.3
Tumut - Tumbarumba	2016	M	5.5
Wagga Wagga	2006	F	6.2
Wagga Wagga	2006	M	5.5
Wagga Wagga	2011	F	5.1
Wagga Wagga	2011	M	4.7
Wagga Wagga	2016	F	5.4
Wagga Wagga	2016	M	5.3
Shoalhaven	2006	F	8.7
Shoalhaven	2006	M	9.7
Shoalhaven	2011	F	6.9
Shoalhaven	2011	M	8.3
Shoalhaven	2016	F	6.1
Shoalhaven	2016	M	7.2
Southern Highlands	2006	F	4.2
Southern Highlands	2006	M	4.3
Southern Highlands	2011	F	4.3
Southern Highlands	2011	M	4.1
Southern Highlands	2016	F	4.1
Southern Highlands	2016	M	3.5
Baulkham Hills	2006	F	3.3
Baulkham Hills	2006	M	3.4
Baulkham Hills	2011	F	4.2
Baulkham Hills	2011	M	4.4
Baulkham Hills	2016	F	4.8
Baulkham Hills	2016	M	5
Dural - Wisemans Ferry	2006	F	3
Dural - Wisemans Ferry	2006	M	2.6
Dural - Wisemans Ferry	2011	F	3
Dural - Wisemans Ferry	2011	M	3.8
Dural - Wisemans Ferry	2016	F	3.4
Dural - Wisemans Ferry	2016	M	3.3
Hawkesbury	2006	F	3.3
Hawkesbury	2006	M	3.4
Hawkesbury	2011	F	4.1
Hawkesbury	2011	M	3.5
Hawkesbury	2016	F	4
Hawkesbury	2016	M	3.4
Rouse Hill - McGraths Hill	2006	F	3
Rouse Hill - McGraths Hill	2006	M	2.7
Rouse Hill - McGraths Hill	2011	F	4
Rouse Hill - McGraths Hill	2011	M	3.5
Rouse Hill - McGraths Hill	2016	F	4.2
Rouse Hill - McGraths Hill	2016	M	3.4
Blacktown	2006	F	6.8
Blacktown	2006	M	6.4
Blacktown	2011	F	7.5
Blacktown	2011	M	6.5
Blacktown	2016	F	7.9
Blacktown	2016	M	6.7
Blacktown - North	2006	F	4.5
Blacktown - North	2006	M	3.7
Blacktown - North	2011	F	5.6
Blacktown - North	2011	M	4.6
Blacktown - North	2016	F	6
Blacktown - North	2016	M	4.9
Mount Druitt	2006	F	10
Mount Druitt	2006	M	8.6
Mount Druitt	2011	F	10.1
Mount Druitt	2011	M	8.7
Mount Druitt	2016	F	10.3
Mount Druitt	2016	M	8.3
Botany	2006	F	5.3
Botany	2006	M	5.5
Botany	2011	F	5.2
Botany	2011	M	5.3
Botany	2016	F	5.6
Botany	2016	M	5.5
Marrickville - Sydenham - Petersham	2006	F	4.5
Marrickville - Sydenham - Petersham	2006	M	6.2
Marrickville - Sydenham - Petersham	2011	F	5
Marrickville - Sydenham - Petersham	2011	M	6
Marrickville - Sydenham - Petersham	2016	F	4.6
Marrickville - Sydenham - Petersham	2016	M	5.3
Sydney Inner City	2006	F	5.2
Sydney Inner City	2006	M	5.3
Sydney Inner City	2011	F	5.9
Sydney Inner City	2011	M	5.6
Sydney Inner City	2016	F	6.2
Sydney Inner City	2016	M	5.7
Eastern Suburbs - North	2006	F	2.9
Eastern Suburbs - North	2006	M	3.3
Eastern Suburbs - North	2011	F	3.9
Eastern Suburbs - North	2011	M	3.9
Eastern Suburbs - North	2016	F	3.7
Eastern Suburbs - North	2016	M	3.6
Eastern Suburbs - South	2006	F	4.2
Eastern Suburbs - South	2006	M	4.8
Eastern Suburbs - South	2011	F	5.1
Eastern Suburbs - South	2011	M	5.8
Eastern Suburbs - South	2016	F	5.6
Eastern Suburbs - South	2016	M	5.6
Bankstown	2006	F	6.9
Bankstown	2006	M	7.4
Bankstown	2011	F	7.3
Bankstown	2011	M	7.5
Bankstown	2016	F	8.2
Bankstown	2016	M	7.8
Canterbury	2006	F	8.2
Canterbury	2006	M	8.1
Canterbury	2011	F	8.7
Canterbury	2011	M	8.1
Canterbury	2016	F	9.1
Canterbury	2016	M	8.2
Hurstville	2006	F	5.7
Hurstville	2006	M	5.7
Hurstville	2011	F	6.3
Hurstville	2011	M	5.8
Hurstville	2016	F	7.2
Hurstville	2016	M	6.6
Kogarah - Rockdale	2006	F	5.6
Kogarah - Rockdale	2006	M	5.2
Kogarah - Rockdale	2011	F	6.1
Kogarah - Rockdale	2011	M	5.7
Kogarah - Rockdale	2016	F	6.3
Kogarah - Rockdale	2016	M	6.2
Canada Bay	2006	F	2.8
Canada Bay	2006	M	3.4
Canada Bay	2011	F	4
Canada Bay	2011	M	4.4
Canada Bay	2016	F	4.9
Canada Bay	2016	M	4.9
Leichhardt	2006	F	2.8
Leichhardt	2006	M	3.6
Leichhardt	2011	F	3.5
Leichhardt	2011	M	4.6
Leichhardt	2016	F	3.8
Leichhardt	2016	M	4.1
Strathfield - Burwood - Ashfield	2006	F	5.4
Strathfield - Burwood - Ashfield	2006	M	5.9
Strathfield - Burwood - Ashfield	2011	F	6.4
Strathfield - Burwood - Ashfield	2011	M	6.1
Strathfield - Burwood - Ashfield	2016	F	6.6
Strathfield - Burwood - Ashfield	2016	M	6.3
Chatswood - Lane Cove	2006	F	3.5
Chatswood - Lane Cove	2006	M	3.2
Chatswood - Lane Cove	2011	F	4.4
Chatswood - Lane Cove	2011	M	4.2
Chatswood - Lane Cove	2016	F	5
Chatswood - Lane Cove	2016	M	4.7
Hornsby	2006	F	3.7
Hornsby	2006	M	3.7
Hornsby	2011	F	4.9
Hornsby	2011	M	4.5
Hornsby	2016	F	5.3
Hornsby	2016	M	4.5
Ku-ring-gai	2006	F	3
Ku-ring-gai	2006	M	3.3
Ku-ring-gai	2011	F	4.3
Ku-ring-gai	2011	M	4.5
Ku-ring-gai	2016	F	4.6
Ku-ring-gai	2016	M	4.8
North Sydney - Mosman	2006	F	2.7
North Sydney - Mosman	2006	M	2.9
North Sydney - Mosman	2011	F	3.7
North Sydney - Mosman	2011	M	3.6
North Sydney - Mosman	2016	F	3.9
North Sydney - Mosman	2016	M	3.6
Manly	2006	F	3.1
Manly	2006	M	2.8
Manly	2011	F	3.7
Manly	2011	M	3.6
Manly	2016	F	4
Manly	2016	M	3.4
Pittwater	2006	F	2.5
Pittwater	2006	M	2.7
Pittwater	2011	F	3.6
Pittwater	2011	M	3.3
Pittwater	2016	F	3.4
Pittwater	2016	M	3.2
Warringah	2006	F	2.6
Warringah	2006	M	2.7
Warringah	2011	F	3.4
Warringah	2011	M	3.6
Warringah	2016	F	3.4
Warringah	2016	M	3.5
Camden	2006	F	4.2
Camden	2006	M	3.4
Camden	2011	F	4.3
Camden	2011	M	3.7
Camden	2016	F	4.6
Camden	2016	M	3.8
Campbelltown (NSW)	2006	F	8.2
Campbelltown (NSW)	2006	M	6.8
Campbelltown (NSW)	2011	F	7.8
Campbelltown (NSW)	2011	M	7
Campbelltown (NSW)	2016	F	8.8
Campbelltown (NSW)	2016	M	7
Wollondilly	2006	F	5.1
Wollondilly	2006	M	4
Wollondilly	2011	F	4.9
Wollondilly	2011	M	4
Wollondilly	2016	F	4.7
Wollondilly	2016	M	3.6
Blue Mountains	2006	F	4.7
Blue Mountains	2006	M	5
Blue Mountains	2011	F	4.6
Blue Mountains	2011	M	5.3
Blue Mountains	2016	F	4.6
Blue Mountains	2016	M	4.9
Blue Mountains - South	2006	F	0
Blue Mountains - South	2006	M	0
Blue Mountains - South	2011	F	0
Blue Mountains - South	2011	M	0
Blue Mountains - South	2016	F	0
Blue Mountains - South	2016	M	0
Penrith	2006	F	5
Penrith	2006	M	4.6
Penrith	2011	F	5.2
Penrith	2011	M	5
Penrith	2016	F	5.6
Penrith	2016	M	5
Richmond - Windsor	2006	F	5.8
Richmond - Windsor	2006	M	3.9
Richmond - Windsor	2011	F	6.2
Richmond - Windsor	2011	M	4.7
Richmond - Windsor	2016	F	5.6
Richmond - Windsor	2016	M	4.5
St Marys	2006	F	6.7
St Marys	2006	M	6.4
St Marys	2011	F	7
St Marys	2011	M	6
St Marys	2016	F	7.6
St Marys	2016	M	6.4
Auburn	2006	F	9
Auburn	2006	M	9.2
Auburn	2011	F	9.3
Auburn	2011	M	8.1
Auburn	2016	F	9.3
Auburn	2016	M	9.8
Carlingford	2006	F	4.6
Carlingford	2006	M	5
Carlingford	2011	F	5.6
Carlingford	2011	M	5.5
Carlingford	2016	F	6.5
Carlingford	2016	M	6.4
Merrylands - Guildford	2006	F	8.1
Merrylands - Guildford	2006	M	8.5
Merrylands - Guildford	2011	F	8.4
Merrylands - Guildford	2011	M	8.3
Merrylands - Guildford	2016	F	9.2
Merrylands - Guildford	2016	M	9.2
Parramatta	2006	F	6.4
Parramatta	2006	M	5.9
Parramatta	2011	F	7.6
Parramatta	2011	M	5.7
Parramatta	2016	F	9.2
Parramatta	2016	M	6.3
Pennant Hills - Epping	2006	F	3.6
Pennant Hills - Epping	2006	M	3.8
Pennant Hills - Epping	2011	F	5.2
Pennant Hills - Epping	2011	M	5.4
Pennant Hills - Epping	2016	F	6
Pennant Hills - Epping	2016	M	5.9
Ryde - Hunters Hill	2006	F	4.3
Ryde - Hunters Hill	2006	M	4.6
Ryde - Hunters Hill	2011	F	5.8
Ryde - Hunters Hill	2011	M	5.3
Ryde - Hunters Hill	2016	F	6.1
Ryde - Hunters Hill	2016	M	6.2
Bringelly - Green Valley	2006	F	7.8
Bringelly - Green Valley	2006	M	6.6
Bringelly - Green Valley	2011	F	7.1
Bringelly - Green Valley	2011	M	7
Bringelly - Green Valley	2016	F	7.1
Bringelly - Green Valley	2016	M	6.5
Fairfield	2006	F	11.1
Fairfield	2006	M	9.9
Fairfield	2011	F	9.8
Fairfield	2011	M	9.2
Fairfield	2016	F	10.8
Fairfield	2016	M	10
Liverpool	2006	F	7.3
Liverpool	2006	M	6.7
Liverpool	2011	F	7.5
Liverpool	2011	M	6.3
Liverpool	2016	F	7.8
Liverpool	2016	M	7.2
Cronulla - Miranda - Caringbah	2006	F	3
Cronulla - Miranda - Caringbah	2006	M	3.1
Cronulla - Miranda - Caringbah	2011	F	3.7
Cronulla - Miranda - Caringbah	2011	M	3.6
Cronulla - Miranda - Caringbah	2016	F	3.7
Cronulla - Miranda - Caringbah	2016	M	3.4
Sutherland - Menai - Heathcote	2006	F	2.8
Sutherland - Menai - Heathcote	2006	M	2.8
Sutherland - Menai - Heathcote	2011	F	3.3
Sutherland - Menai - Heathcote	2011	M	3.5
Sutherland - Menai - Heathcote	2016	F	3.6
Sutherland - Menai - Heathcote	2016	M	3.5
Migratory - Offshore - Shipping (NSW)	2006	F	0
Migratory - Offshore - Shipping (NSW)	2006	M	0
Migratory - Offshore - Shipping (NSW)	2011	F	0
Migratory - Offshore - Shipping (NSW)	2011	M	0
Migratory - Offshore - Shipping (NSW)	2016	F	4.2
Migratory - Offshore - Shipping (NSW)	2016	M	0
No usual address (NSW)	2006	F	20.2
No usual address (NSW)	2006	M	21.4
No usual address (NSW)	2011	F	22.5
No usual address (NSW)	2011	M	22.4
No usual address (NSW)	2016	F	21.7
No usual address (NSW)	2016	M	22.2
Ballarat	2006	F	6.4
Ballarat	2006	M	6.4
Ballarat	2011	F	5.6
Ballarat	2011	M	5.9
Ballarat	2016	F	6.6
Ballarat	2016	M	7.4
Creswick - Daylesford - Ballan	2006	F	6.3
Creswick - Daylesford - Ballan	2006	M	6
Creswick - Daylesford - Ballan	2011	F	4.9
Creswick - Daylesford - Ballan	2011	M	5.1
Creswick - Daylesford - Ballan	2016	F	4.8
Creswick - Daylesford - Ballan	2016	M	5.5
Maryborough - Pyrenees	2006	F	8.3
Maryborough - Pyrenees	2006	M	8.9
Maryborough - Pyrenees	2011	F	6.3
Maryborough - Pyrenees	2011	M	7.1
Maryborough - Pyrenees	2016	F	7
Maryborough - Pyrenees	2016	M	8.2
Bendigo	2006	F	6.6
Bendigo	2006	M	6.6
Bendigo	2011	F	5.3
Bendigo	2011	M	5.2
Bendigo	2016	F	6.2
Bendigo	2016	M	7
Heathcote - Castlemaine - Kyneton	2006	F	6.1
Heathcote - Castlemaine - Kyneton	2006	M	5.9
Heathcote - Castlemaine - Kyneton	2011	F	4.7
Heathcote - Castlemaine - Kyneton	2011	M	4.4
Heathcote - Castlemaine - Kyneton	2016	F	4.9
Heathcote - Castlemaine - Kyneton	2016	M	5.1
Loddon - Elmore	2006	F	6.1
Loddon - Elmore	2006	M	5.5
Loddon - Elmore	2011	F	5.4
Loddon - Elmore	2011	M	5.3
Loddon - Elmore	2016	F	4.8
Loddon - Elmore	2016	M	5
Barwon - West	2006	F	4.3
Barwon - West	2006	M	4
Barwon - West	2011	F	4.3
Barwon - West	2011	M	3.2
Barwon - West	2016	F	4.1
Barwon - West	2016	M	3.7
Geelong	2006	F	6.4
Geelong	2006	M	6.7
Geelong	2011	F	5.6
Geelong	2011	M	5.9
Geelong	2016	F	6.2
Geelong	2016	M	7
Surf Coast - Bellarine Peninsula	2006	F	4.5
Surf Coast - Bellarine Peninsula	2006	M	4.6
Surf Coast - Bellarine Peninsula	2011	F	4.7
Surf Coast - Bellarine Peninsula	2011	M	4.2
Surf Coast - Bellarine Peninsula	2016	F	4.6
Surf Coast - Bellarine Peninsula	2016	M	4.7
Upper Goulburn Valley	2006	F	4.9
Upper Goulburn Valley	2006	M	4.6
Upper Goulburn Valley	2011	F	4.8
Upper Goulburn Valley	2011	M	4.5
Upper Goulburn Valley	2016	F	5.4
Upper Goulburn Valley	2016	M	4.7
Wangaratta - Benalla	2006	F	4.9
Wangaratta - Benalla	2006	M	4.8
Wangaratta - Benalla	2011	F	4.8
Wangaratta - Benalla	2011	M	4.5
Wangaratta - Benalla	2016	F	4.8
Wangaratta - Benalla	2016	M	5
Wodonga - Alpine	2006	F	5.2
Wodonga - Alpine	2006	M	4.3
Wodonga - Alpine	2011	F	5
Wodonga - Alpine	2011	M	4.9
Wodonga - Alpine	2016	F	5.1
Wodonga - Alpine	2016	M	5.2
Baw Baw	2006	F	5.4
Baw Baw	2006	M	4.5
Baw Baw	2011	F	5.2
Baw Baw	2011	M	4.7
Baw Baw	2016	F	5.8
Baw Baw	2016	M	5.2
Gippsland - East	2006	F	5.6
Gippsland - East	2006	M	6.8
Gippsland - East	2011	F	4.9
Gippsland - East	2011	M	6.1
Gippsland - East	2016	F	5.7
Gippsland - East	2016	M	6.9
Gippsland - South West	2006	F	4.9
Gippsland - South West	2006	M	5
Gippsland - South West	2011	F	4.3
Gippsland - South West	2011	M	4.1
Gippsland - South West	2016	F	5.3
Gippsland - South West	2016	M	5.9
Latrobe Valley	2006	F	8.2
Latrobe Valley	2006	M	8.6
Latrobe Valley	2011	F	7.4
Latrobe Valley	2011	M	8.4
Latrobe Valley	2016	F	8.4
Latrobe Valley	2016	M	10.8
Wellington	2006	F	6.1
Wellington	2006	M	5.6
Wellington	2011	F	5.3
Wellington	2011	M	5.1
Wellington	2016	F	5.5
Wellington	2016	M	7
Brunswick - Coburg	2006	F	5
Brunswick - Coburg	2006	M	6.2
Brunswick - Coburg	2011	F	5.3
Brunswick - Coburg	2011	M	6
Brunswick - Coburg	2016	F	5.8
Brunswick - Coburg	2016	M	6.7
Darebin - South	2006	F	4.3
Darebin - South	2006	M	5.4
Darebin - South	2011	F	4.3
Darebin - South	2011	M	4.7
Darebin - South	2016	F	4.7
Darebin - South	2016	M	5.5
Essendon	2006	F	5.2
Essendon	2006	M	5.5
Essendon	2011	F	4.5
Essendon	2011	M	5.5
Essendon	2016	F	5.7
Essendon	2016	M	6.3
Melbourne City	2006	F	7.6
Melbourne City	2006	M	7.6
Melbourne City	2011	F	8.7
Melbourne City	2011	M	7.7
Melbourne City	2016	F	12
Melbourne City	2016	M	9.9
Port Phillip	2006	F	3.9
Port Phillip	2006	M	4.9
Port Phillip	2011	F	4.2
Port Phillip	2011	M	4.5
Port Phillip	2016	F	4.9
Port Phillip	2016	M	5.3
Stonnington - West	2006	F	3.8
Stonnington - West	2006	M	4.3
Stonnington - West	2011	F	4.4
Stonnington - West	2011	M	4.2
Stonnington - West	2016	F	5
Stonnington - West	2016	M	4.7
Yarra	2006	F	4.6
Yarra	2006	M	5.6
Yarra	2011	F	4.4
Yarra	2011	M	5.1
Yarra	2016	F	5
Yarra	2016	M	5.5
Boroondara	2006	F	3.8
Boroondara	2006	M	4
Boroondara	2011	F	4.3
Boroondara	2011	M	4.6
Boroondara	2016	F	5.3
Boroondara	2016	M	5.8
Manningham - West	2006	F	4.5
Manningham - West	2006	M	4.5
Manningham - West	2011	F	4.9
Manningham - West	2011	M	5.2
Manningham - West	2016	F	6.6
Manningham - West	2016	M	6.7
Whitehorse - West	2006	F	5
Whitehorse - West	2006	M	5.1
Whitehorse - West	2011	F	5.5
Whitehorse - West	2011	M	6
Whitehorse - West	2016	F	7.3
Whitehorse - West	2016	M	7.9
Bayside	2006	F	3.2
Bayside	2006	M	3.3
Bayside	2011	F	3.7
Bayside	2011	M	3.9
Bayside	2016	F	4.8
Bayside	2016	M	4.4
Glen Eira	2006	F	4
Glen Eira	2006	M	4.2
Glen Eira	2011	F	4.7
Glen Eira	2011	M	4.7
Glen Eira	2016	F	5.7
Glen Eira	2016	M	5.9
Kingston	2006	F	3.9
Kingston	2006	M	4.2
Kingston	2011	F	4.2
Kingston	2011	M	4.2
Kingston	2016	F	4.7
Kingston	2016	M	5.3
Stonnington - East	2006	F	4
Stonnington - East	2006	M	4.3
Stonnington - East	2011	F	4.8
Stonnington - East	2011	M	4.3
Stonnington - East	2016	F	6
Stonnington - East	2016	M	5.6
Banyule	2006	F	4
Banyule	2006	M	4.4
Banyule	2011	F	4.2
Banyule	2011	M	4.6
Banyule	2016	F	5.4
Banyule	2016	M	5.6
Darebin - North	2006	F	7.3
Darebin - North	2006	M	8.1
Darebin - North	2011	F	7.5
Darebin - North	2011	M	7.1
Darebin - North	2016	F	8.4
Darebin - North	2016	M	8.6
Nillumbik - Kinglake	2006	F	3
Nillumbik - Kinglake	2006	M	3.1
Nillumbik - Kinglake	2011	F	3.5
Nillumbik - Kinglake	2011	M	3.6
Nillumbik - Kinglake	2016	F	4.1
Nillumbik - Kinglake	2016	M	4.5
Whittlesea - Wallan	2006	F	6
Whittlesea - Wallan	2006	M	5.5
Whittlesea - Wallan	2011	F	6
Whittlesea - Wallan	2011	M	5.2
Whittlesea - Wallan	2016	F	7.4
Whittlesea - Wallan	2016	M	6.8
Keilor	2006	F	4
Keilor	2006	M	4.5
Keilor	2011	F	4
Keilor	2011	M	4.5
Keilor	2016	F	5
Keilor	2016	M	5.2
Macedon Ranges	2006	F	3.7
