SA3_NAME16	Year	Age	Sex	persons
South Coast	2006	85+	F	900
South Coast	2006	85+	M	573
South Coast	2011	0-4	F	1682
South Coast	2011	0-4	M	1830
South Coast	2011	5-14	F	3922
South Coast	2011	5-14	M	4072
South Coast	2011	15-19	F	1974
South Coast	2011	15-19	M	2143
South Coast	2011	20-24	F	1067
South Coast	2011	20-24	M	1158
South Coast	2011	25-34	F	2512
South Coast	2011	25-34	M	2251
South Coast	2011	35-44	F	3780
South Coast	2011	35-44	M	3488
South Coast	2011	45-54	F	5260
South Coast	2011	45-54	M	4775
South Coast	2011	55-64	F	6006
South Coast	2011	55-64	M	5838
South Coast	2011	65-74	F	4427
South Coast	2011	65-74	M	4625
South Coast	2011	75-84	F	2667
South Coast	2011	75-84	M	2462
South Coast	2011	85+	F	1214
South Coast	2011	85+	M	717
South Coast	2016	0-4	F	1445
South Coast	2016	0-4	M	1505
South Coast	2016	5-14	F	3692
South Coast	2016	5-14	M	3962
South Coast	2016	15-19	F	1778
South Coast	2016	15-19	M	1825
South Coast	2016	20-24	F	1191
South Coast	2016	20-24	M	1278
South Coast	2016	25-34	F	2601
South Coast	2016	25-34	M	2501
South Coast	2016	35-44	F	3461
South Coast	2016	35-44	M	3076
South Coast	2016	45-54	F	4865
South Coast	2016	45-54	M	4472
South Coast	2016	55-64	F	6742
South Coast	2016	55-64	M	6225
South Coast	2016	65-74	F	5775
South Coast	2016	65-74	M	5918
South Coast	2016	75-84	F	3008
South Coast	2016	75-84	M	2920
South Coast	2016	85+	F	1462
South Coast	2016	85+	M	927
Goulburn - Mulwaree	2006	0-4	F	888
Goulburn - Mulwaree	2006	0-4	M	960
Goulburn - Mulwaree	2006	5-14	F	2163
Goulburn - Mulwaree	2006	5-14	M	2335
Goulburn - Mulwaree	2006	15-19	F	1028
Goulburn - Mulwaree	2006	15-19	M	1131
Goulburn - Mulwaree	2006	20-24	F	791
Goulburn - Mulwaree	2006	20-24	M	926
Goulburn - Mulwaree	2006	25-34	F	1702
Goulburn - Mulwaree	2006	25-34	M	1843
Goulburn - Mulwaree	2006	35-44	F	2221
Goulburn - Mulwaree	2006	35-44	M	2271
Goulburn - Mulwaree	2006	45-54	F	2258
Goulburn - Mulwaree	2006	45-54	M	2297
Goulburn - Mulwaree	2006	55-64	F	2028
Goulburn - Mulwaree	2006	55-64	M	2142
Goulburn - Mulwaree	2006	65-74	F	1417
Goulburn - Mulwaree	2006	65-74	M	1398
Goulburn - Mulwaree	2006	75-84	F	1007
Goulburn - Mulwaree	2006	75-84	M	749
Goulburn - Mulwaree	2006	85+	F	359
Goulburn - Mulwaree	2006	85+	M	164
Goulburn - Mulwaree	2011	0-4	F	934
Goulburn - Mulwaree	2011	0-4	M	1059
Goulburn - Mulwaree	2011	5-14	F	2038
Goulburn - Mulwaree	2011	5-14	M	2231
Goulburn - Mulwaree	2011	15-19	F	1009
Goulburn - Mulwaree	2011	15-19	M	1155
Goulburn - Mulwaree	2011	20-24	F	823
Goulburn - Mulwaree	2011	20-24	M	867
Goulburn - Mulwaree	2011	25-34	F	1666
Goulburn - Mulwaree	2011	25-34	M	1725
Goulburn - Mulwaree	2011	35-44	F	2172
Goulburn - Mulwaree	2011	35-44	M	2102
Goulburn - Mulwaree	2011	45-54	F	2330
Goulburn - Mulwaree	2011	45-54	M	2433
Goulburn - Mulwaree	2011	55-64	F	2197
Goulburn - Mulwaree	2011	55-64	M	2307
Goulburn - Mulwaree	2011	65-74	F	1695
Goulburn - Mulwaree	2011	65-74	M	1651
Goulburn - Mulwaree	2011	75-84	F	1085
Goulburn - Mulwaree	2011	75-84	M	902
Goulburn - Mulwaree	2011	85+	F	475
Goulburn - Mulwaree	2011	85+	M	242
Goulburn - Mulwaree	2016	0-4	F	983
Goulburn - Mulwaree	2016	0-4	M	1087
Goulburn - Mulwaree	2016	5-14	F	2055
Goulburn - Mulwaree	2016	5-14	M	2264
Goulburn - Mulwaree	2016	15-19	F	1006
Goulburn - Mulwaree	2016	15-19	M	1094
Goulburn - Mulwaree	2016	20-24	F	826
Goulburn - Mulwaree	2016	20-24	M	1064
Goulburn - Mulwaree	2016	25-34	F	1992
Goulburn - Mulwaree	2016	25-34	M	2012
Goulburn - Mulwaree	2016	35-44	F	2004
Goulburn - Mulwaree	2016	35-44	M	2113
Goulburn - Mulwaree	2016	45-54	F	2449
Goulburn - Mulwaree	2016	45-54	M	2476
Goulburn - Mulwaree	2016	55-64	F	2471
Goulburn - Mulwaree	2016	55-64	M	2437
Goulburn - Mulwaree	2016	65-74	F	2016
Goulburn - Mulwaree	2016	65-74	M	2073
Goulburn - Mulwaree	2016	75-84	F	1180
Goulburn - Mulwaree	2016	75-84	M	1051
Goulburn - Mulwaree	2016	85+	F	571
Goulburn - Mulwaree	2016	85+	M	317
Young - Yass	2006	0-4	F	1072
Young - Yass	2006	0-4	M	1084
Young - Yass	2006	5-14	F	2478
Young - Yass	2006	5-14	M	2500
Young - Yass	2006	15-19	F	982
Young - Yass	2006	15-19	M	1035
Young - Yass	2006	20-24	F	694
Young - Yass	2006	20-24	M	714
Young - Yass	2006	25-34	F	1680
Young - Yass	2006	25-34	M	1579
Young - Yass	2006	35-44	F	2356
Young - Yass	2006	35-44	M	2196
Young - Yass	2006	45-54	F	2307
Young - Yass	2006	45-54	M	2350
Young - Yass	2006	55-64	F	2090
Young - Yass	2006	55-64	M	2196
Young - Yass	2006	65-74	F	1322
Young - Yass	2006	65-74	M	1348
Young - Yass	2006	75-84	F	937
Young - Yass	2006	75-84	M	765
Young - Yass	2006	85+	F	374
Young - Yass	2006	85+	M	164
Young - Yass	2011	0-4	F	1194
Young - Yass	2011	0-4	M	1214
Young - Yass	2011	5-14	F	2462
Young - Yass	2011	5-14	M	2515
Young - Yass	2011	15-19	F	1081
Young - Yass	2011	15-19	M	1143
Young - Yass	2011	20-24	F	752
Young - Yass	2011	20-24	M	765
Young - Yass	2011	25-34	F	1694
Young - Yass	2011	25-34	M	1449
Young - Yass	2011	35-44	F	2468
Young - Yass	2011	35-44	M	2311
Young - Yass	2011	45-54	F	2382
Young - Yass	2011	45-54	M	2529
Young - Yass	2011	55-64	F	2372
Young - Yass	2011	55-64	M	2351
Young - Yass	2011	65-74	F	1580
Young - Yass	2011	65-74	M	1677
Young - Yass	2011	75-84	F	969
Young - Yass	2011	75-84	M	812
Young - Yass	2011	85+	F	468
Young - Yass	2011	85+	M	220
Young - Yass	2016	0-4	F	1065
Young - Yass	2016	0-4	M	1152
Young - Yass	2016	5-14	F	2465
Young - Yass	2016	5-14	M	2578
Young - Yass	2016	15-19	F	1136
Young - Yass	2016	15-19	M	1102
Young - Yass	2016	20-24	F	871
Young - Yass	2016	20-24	M	818
Young - Yass	2016	25-34	F	1719
Young - Yass	2016	25-34	M	1551
Young - Yass	2016	35-44	F	2256
Young - Yass	2016	35-44	M	2130
Young - Yass	2016	45-54	F	2652
Young - Yass	2016	45-54	M	2502
Young - Yass	2016	55-64	F	2432
Young - Yass	2016	55-64	M	2478
Young - Yass	2016	65-74	F	2046
Young - Yass	2016	65-74	M	2102
Young - Yass	2016	75-84	F	1087
Young - Yass	2016	75-84	M	969
Young - Yass	2016	85+	F	536
Young - Yass	2016	85+	M	304
Gosford	2006	0-4	F	4583
Gosford	2006	0-4	M	4813
Gosford	2006	5-14	F	10643
Gosford	2006	5-14	M	11163
Gosford	2006	15-19	F	5343
Gosford	2006	15-19	M	5755
Gosford	2006	20-24	F	4078
Gosford	2006	20-24	M	4322
Gosford	2006	25-34	F	8411
Gosford	2006	25-34	M	8097
Gosford	2006	35-44	F	11510
Gosford	2006	35-44	M	10382
Gosford	2006	45-54	F	11713
Gosford	2006	45-54	M	11009
Gosford	2006	55-64	F	9397
Gosford	2006	55-64	M	8905
Gosford	2006	65-74	F	7094
Gosford	2006	65-74	M	6126
Gosford	2006	75-84	F	6705
Gosford	2006	75-84	M	4833
Gosford	2006	85+	F	2624
Gosford	2006	85+	M	1432
Gosford	2011	0-4	F	4829
Gosford	2011	0-4	M	5023
Gosford	2011	5-14	F	10166
Gosford	2011	5-14	M	10492
Gosford	2011	15-19	F	5109
Gosford	2011	15-19	M	5619
Gosford	2011	20-24	F	4342
Gosford	2011	20-24	M	4636
Gosford	2011	25-34	F	8449
Gosford	2011	25-34	M	8058
Gosford	2011	35-44	F	11057
Gosford	2011	35-44	M	10113
Gosford	2011	45-54	F	12173
Gosford	2011	45-54	M	11104
Gosford	2011	55-64	F	10741
Gosford	2011	55-64	M	9979
Gosford	2011	65-74	F	8004
Gosford	2011	65-74	M	7256
Gosford	2011	75-84	F	6219
Gosford	2011	75-84	M	4627
Gosford	2011	85+	F	3357
Gosford	2011	85+	M	1773
Gosford	2016	0-4	F	4604
Gosford	2016	0-4	M	4970
Gosford	2016	5-14	F	10089
Gosford	2016	5-14	M	10571
Gosford	2016	15-19	F	4964
Gosford	2016	15-19	M	5113
Gosford	2016	20-24	F	4274
Gosford	2016	20-24	M	4645
Gosford	2016	25-34	F	8966
Gosford	2016	25-34	M	8746
Gosford	2016	35-44	F	10590
Gosford	2016	35-44	M	10008
Gosford	2016	45-54	F	11986
Gosford	2016	45-54	M	11061
Gosford	2016	55-64	F	11773
Gosford	2016	55-64	M	10660
Gosford	2016	65-74	F	10084
Gosford	2016	65-74	M	9115
Gosford	2016	75-84	F	6251
Gosford	2016	75-84	M	4886
Gosford	2016	85+	F	3575
Gosford	2016	85+	M	2108
Wyong	2006	0-4	F	4374
Wyong	2006	0-4	M	4734
Wyong	2006	5-14	F	10131
Wyong	2006	5-14	M	10447
Wyong	2006	15-19	F	4507
Wyong	2006	15-19	M	4696
Wyong	2006	20-24	F	3710
Wyong	2006	20-24	M	3628
Wyong	2006	25-34	F	8014
Wyong	2006	25-34	M	7279
Wyong	2006	35-44	F	9737
Wyong	2006	35-44	M	9029
Wyong	2006	45-54	F	9207
Wyong	2006	45-54	M	8708
Wyong	2006	55-64	F	8067
Wyong	2006	55-64	M	7266
Wyong	2006	65-74	F	6785
Wyong	2006	65-74	M	5996
Wyong	2006	75-84	F	5390
Wyong	2006	75-84	M	4255
Wyong	2006	85+	F	2003
Wyong	2006	85+	M	1067
Wyong	2011	0-4	F	4781
Wyong	2011	0-4	M	5141
Wyong	2011	5-14	F	9941
Wyong	2011	5-14	M	10332
Wyong	2011	15-19	F	5054
Wyong	2011	15-19	M	5294
Wyong	2011	20-24	F	4106
Wyong	2011	20-24	M	4098
Wyong	2011	25-34	F	8264
Wyong	2011	25-34	M	7570
Wyong	2011	35-44	F	10072
Wyong	2011	35-44	M	9116
Wyong	2011	45-54	F	10087
Wyong	2011	45-54	M	9485
Wyong	2011	55-64	F	9203
Wyong	2011	55-64	M	8475
Wyong	2011	65-74	F	7728
Wyong	2011	65-74	M	6818
Wyong	2011	75-84	F	5370
Wyong	2011	75-84	M	4295
Wyong	2011	85+	F	2444
Wyong	2011	85+	M	1385
Wyong	2016	0-4	F	4692
Wyong	2016	0-4	M	4915
Wyong	2016	5-14	F	9874
Wyong	2016	5-14	M	10706
Wyong	2016	15-19	F	4850
Wyong	2016	15-19	M	5009
Wyong	2016	20-24	F	4634
Wyong	2016	20-24	M	4623
Wyong	2016	25-34	F	9063
Wyong	2016	25-34	M	8494
Wyong	2016	35-44	F	9751
Wyong	2016	35-44	M	9031
Wyong	2016	45-54	F	10592
Wyong	2016	45-54	M	9990
Wyong	2016	55-64	F	10533
Wyong	2016	55-64	M	9398
Wyong	2016	65-74	F	9256
Wyong	2016	65-74	M	8136
Wyong	2016	75-84	F	5727
Wyong	2016	75-84	M	4831
Wyong	2016	85+	F	2834
Wyong	2016	85+	M	1753
Bathurst	2006	0-4	F	1257
Bathurst	2006	0-4	M	1395
Bathurst	2006	5-14	F	2774
Bathurst	2006	5-14	M	2959
Bathurst	2006	15-19	F	1743
Bathurst	2006	15-19	M	1872
Bathurst	2006	20-24	F	1554
Bathurst	2006	20-24	M	1728
Bathurst	2006	25-34	F	2285
Bathurst	2006	25-34	M	2545
Bathurst	2006	35-44	F	2732
Bathurst	2006	35-44	M	2749
Bathurst	2006	45-54	F	2756
Bathurst	2006	45-54	M	2811
Bathurst	2006	55-64	F	2288
Bathurst	2006	55-64	M	2323
Bathurst	2006	65-74	F	1389
Bathurst	2006	65-74	M	1297
Bathurst	2006	75-84	F	1035
Bathurst	2006	75-84	M	763
Bathurst	2006	85+	F	422
Bathurst	2006	85+	M	179
Bathurst	2011	0-4	F	1458
Bathurst	2011	0-4	M	1528
Bathurst	2011	5-14	F	2865
Bathurst	2011	5-14	M	3174
Bathurst	2011	15-19	F	1596
Bathurst	2011	15-19	M	1736
Bathurst	2011	20-24	F	1663
Bathurst	2011	20-24	M	1846
Bathurst	2011	25-34	F	2348
Bathurst	2011	25-34	M	2597
Bathurst	2011	35-44	F	2813
Bathurst	2011	35-44	M	2762
Bathurst	2011	45-54	F	2867
Bathurst	2011	45-54	M	2852
Bathurst	2011	55-64	F	2588
Bathurst	2011	55-64	M	2654
Bathurst	2011	65-74	F	1724
Bathurst	2011	65-74	M	1742
Bathurst	2011	75-84	F	1133
Bathurst	2011	75-84	M	879
Bathurst	2011	85+	F	515
Bathurst	2011	85+	M	215
Bathurst	2016	0-4	F	1367
Bathurst	2016	0-4	M	1484
Bathurst	2016	5-14	F	2984
Bathurst	2016	5-14	M	3215
Bathurst	2016	15-19	F	1626
Bathurst	2016	15-19	M	1700
Bathurst	2016	20-24	F	1651
Bathurst	2016	20-24	M	1811
Bathurst	2016	25-34	F	2622
Bathurst	2016	25-34	M	3037
Bathurst	2016	35-44	F	2697
Bathurst	2016	35-44	M	2743
Bathurst	2016	45-54	F	3032
Bathurst	2016	45-54	M	2962
Bathurst	2016	55-64	F	2897
Bathurst	2016	55-64	M	2820
Bathurst	2016	65-74	F	2329
Bathurst	2016	65-74	M	2302
Bathurst	2016	75-84	F	1281
Bathurst	2016	75-84	M	1028
Bathurst	2016	85+	F	664
Bathurst	2016	85+	M	340
Lachlan Valley	2006	0-4	F	1786
Lachlan Valley	2006	0-4	M	1900
Lachlan Valley	2006	5-14	F	4129
Lachlan Valley	2006	5-14	M	4330
Lachlan Valley	2006	15-19	F	1716
Lachlan Valley	2006	15-19	M	1886
Lachlan Valley	2006	20-24	F	1274
Lachlan Valley	2006	20-24	M	1257
Lachlan Valley	2006	25-34	F	2832
Lachlan Valley	2006	25-34	M	2797
Lachlan Valley	2006	35-44	F	3634
Lachlan Valley	2006	35-44	M	3469
Lachlan Valley	2006	45-54	F	3722
Lachlan Valley	2006	45-54	M	3920
Lachlan Valley	2006	55-64	F	3350
Lachlan Valley	2006	55-64	M	3536
Lachlan Valley	2006	65-74	F	2655
Lachlan Valley	2006	65-74	M	2664
Lachlan Valley	2006	75-84	F	1956
Lachlan Valley	2006	75-84	M	1570
Lachlan Valley	2006	85+	F	825
Lachlan Valley	2006	85+	M	365
Lachlan Valley	2011	0-4	F	1821
Lachlan Valley	2011	0-4	M	1876
Lachlan Valley	2011	5-14	F	3771
Lachlan Valley	2011	5-14	M	3933
Lachlan Valley	2011	15-19	F	1726
Lachlan Valley	2011	15-19	M	1789
Lachlan Valley	2011	20-24	F	1181
Lachlan Valley	2011	20-24	M	1341
Lachlan Valley	2011	25-34	F	2695
Lachlan Valley	2011	25-34	M	2535
Lachlan Valley	2011	35-44	F	3288
Lachlan Valley	2011	35-44	M	3080
Lachlan Valley	2011	45-54	F	3637
Lachlan Valley	2011	45-54	M	3785
Lachlan Valley	2011	55-64	F	3585
Lachlan Valley	2011	55-64	M	3797
Lachlan Valley	2011	65-74	F	2874
Lachlan Valley	2011	65-74	M	2874
Lachlan Valley	2011	75-84	F	1983
Lachlan Valley	2011	75-84	M	1775
Lachlan Valley	2011	85+	F	975
Lachlan Valley	2011	85+	M	469
Lachlan Valley	2016	0-4	F	1696
Lachlan Valley	2016	0-4	M	1705
Lachlan Valley	2016	5-14	F	3625
Lachlan Valley	2016	5-14	M	3785
Lachlan Valley	2016	15-19	F	1686
Lachlan Valley	2016	15-19	M	1667
Lachlan Valley	2016	20-24	F	1311
Lachlan Valley	2016	20-24	M	1483
Lachlan Valley	2016	25-34	F	2792
Lachlan Valley	2016	25-34	M	2641
Lachlan Valley	2016	35-44	F	2969
Lachlan Valley	2016	35-44	M	2834
Lachlan Valley	2016	45-54	F	3600
Lachlan Valley	2016	45-54	M	3509
Lachlan Valley	2016	55-64	F	3743
Lachlan Valley	2016	55-64	M	3897
Lachlan Valley	2016	65-74	F	3180
Lachlan Valley	2016	65-74	M	3365
Lachlan Valley	2016	75-84	F	2162
Lachlan Valley	2016	75-84	M	1937
Lachlan Valley	2016	85+	F	1108
Lachlan Valley	2016	85+	M	636
Lithgow - Mudgee	2006	0-4	F	1198
Lithgow - Mudgee	2006	0-4	M	1321
Lithgow - Mudgee	2006	5-14	F	2930
Lithgow - Mudgee	2006	5-14	M	3232
Lithgow - Mudgee	2006	15-19	F	1355
Lithgow - Mudgee	2006	15-19	M	1478
Lithgow - Mudgee	2006	20-24	F	896
Lithgow - Mudgee	2006	20-24	M	1017
Lithgow - Mudgee	2006	25-34	F	2212
Lithgow - Mudgee	2006	25-34	M	2102
Lithgow - Mudgee	2006	35-44	F	3019
Lithgow - Mudgee	2006	35-44	M	2953
Lithgow - Mudgee	2006	45-54	F	2953
Lithgow - Mudgee	2006	45-54	M	3112
Lithgow - Mudgee	2006	55-64	F	2865
Lithgow - Mudgee	2006	55-64	M	3089
Lithgow - Mudgee	2006	65-74	F	1871
Lithgow - Mudgee	2006	65-74	M	1926
Lithgow - Mudgee	2006	75-84	F	1275
Lithgow - Mudgee	2006	75-84	M	993
Lithgow - Mudgee	2006	85+	F	519
Lithgow - Mudgee	2006	85+	M	222
Lithgow - Mudgee	2011	0-4	F	1360
Lithgow - Mudgee	2011	0-4	M	1477
Lithgow - Mudgee	2011	5-14	F	2687
Lithgow - Mudgee	2011	5-14	M	3056
Lithgow - Mudgee	2011	15-19	F	1353
Lithgow - Mudgee	2011	15-19	M	1482
Lithgow - Mudgee	2011	20-24	F	1048
Lithgow - Mudgee	2011	20-24	M	1164
Lithgow - Mudgee	2011	25-34	F	2106
Lithgow - Mudgee	2011	25-34	M	2137
Lithgow - Mudgee	2011	35-44	F	2825
Lithgow - Mudgee	2011	35-44	M	2809
Lithgow - Mudgee	2011	45-54	F	3101
Lithgow - Mudgee	2011	45-54	M	3243
Lithgow - Mudgee	2011	55-64	F	2943
Lithgow - Mudgee	2011	55-64	M	3087
Lithgow - Mudgee	2011	65-74	F	2267
Lithgow - Mudgee	2011	65-74	M	2394
Lithgow - Mudgee	2011	75-84	F	1335
Lithgow - Mudgee	2011	75-84	M	1173
Lithgow - Mudgee	2011	85+	F	606
Lithgow - Mudgee	2011	85+	M	277
Lithgow - Mudgee	2016	0-4	F	1442
Lithgow - Mudgee	2016	0-4	M	1500
Lithgow - Mudgee	2016	5-14	F	2803
Lithgow - Mudgee	2016	5-14	M	3018
Lithgow - Mudgee	2016	15-19	F	1214
Lithgow - Mudgee	2016	15-19	M	1371
Lithgow - Mudgee	2016	20-24	F	1064
Lithgow - Mudgee	2016	20-24	M	1225
Lithgow - Mudgee	2016	25-34	F	2438
Lithgow - Mudgee	2016	25-34	M	2589
Lithgow - Mudgee	2016	35-44	F	2691
Lithgow - Mudgee	2016	35-44	M	2533
Lithgow - Mudgee	2016	45-54	F	3209
Lithgow - Mudgee	2016	45-54	M	3268
Lithgow - Mudgee	2016	55-64	F	3190
Lithgow - Mudgee	2016	55-64	M	3251
Lithgow - Mudgee	2016	65-74	F	2806
Lithgow - Mudgee	2016	65-74	M	2973
Lithgow - Mudgee	2016	75-84	F	1568
Lithgow - Mudgee	2016	75-84	M	1403
Lithgow - Mudgee	2016	85+	F	667
Lithgow - Mudgee	2016	85+	M	388
Orange	2006	0-4	F	1749
Orange	2006	0-4	M	1795
Orange	2006	5-14	F	3859
Orange	2006	5-14	M	3967
Orange	2006	15-19	F	1797
Orange	2006	15-19	M	1908
Orange	2006	20-24	F	1435
Orange	2006	20-24	M	1417
Orange	2006	25-34	F	2971
Orange	2006	25-34	M	2863
Orange	2006	35-44	F	3632
Orange	2006	35-44	M	3337
Orange	2006	45-54	F	3449
Orange	2006	45-54	M	3459
Orange	2006	55-64	F	2906
Orange	2006	55-64	M	2857
Orange	2006	65-74	F	1984
Orange	2006	65-74	M	1920
Orange	2006	75-84	F	1481
Orange	2006	75-84	M	1071
Orange	2006	85+	F	579
Orange	2006	85+	M	246
Orange	2011	0-4	F	1985
Orange	2011	0-4	M	2212
Orange	2011	5-14	F	3941
Orange	2011	5-14	M	4011
Orange	2011	15-19	F	1907
Orange	2011	15-19	M	1888
Orange	2011	20-24	F	1585
Orange	2011	20-24	M	1616
Orange	2011	25-34	F	3291
Orange	2011	25-34	M	3031
Orange	2011	35-44	F	3646
Orange	2011	35-44	M	3440
Orange	2011	45-54	F	3696
Orange	2011	45-54	M	3581
Orange	2011	55-64	F	3226
Orange	2011	55-64	M	3283
Orange	2011	65-74	F	2201
Orange	2011	65-74	M	2155
Orange	2011	75-84	F	1532
Orange	2011	75-84	M	1259
Orange	2011	85+	F	677
Orange	2011	85+	M	317
Orange	2016	0-4	F	1967
Orange	2016	0-4	M	2141
Orange	2016	5-14	F	3945
Orange	2016	5-14	M	4238
Orange	2016	15-19	F	1868
Orange	2016	15-19	M	1948
Orange	2016	20-24	F	1560
Orange	2016	20-24	M	1457
Orange	2016	25-34	F	3667
Orange	2016	25-34	M	3315
Orange	2016	35-44	F	3681
Orange	2016	35-44	M	3506
Orange	2016	45-54	F	3811
Orange	2016	45-54	M	3617
Orange	2016	55-64	F	3499
Orange	2016	55-64	M	3470
Orange	2016	65-74	F	2857
Orange	2016	65-74	M	2670
