SA3_NAME16	Year	averageHouseholdSize
Yarra Ranges	2006	2.8
Cardinia	2006	2.9
Casey - North	2006	3
Casey - South	2006	3
Dandenong	2006	2.8
Monash	2006	2.7
Brimbank	2006	3
Hobsons Bay	2006	2.6
Maribyrnong	2006	2.4
Melton - Bacchus Marsh	2006	2.9
Wyndham	2006	2.9
Frankston	2006	2.5
Mornington Peninsula	2006	2.5
Grampians	2006	2.4
Mildura	2006	2.5
Murray River - Swan Hill	2006	2.5
Campaspe	2006	2.5
Moira	2006	2.5
Shepparton	2006	2.6
Glenelg - Southern Grampians	2006	2.4
Colac - Corangamite	2006	2.5
Warrnambool	2006	2.5
Migratory - Offshore - Shipping (Vic.)	2006	0
No usual address (Vic.)	2006	0
Capalaba	2006	2.8
Cleveland - Stradbroke	2006	2.6
Wynnum - Manly	2006	2.6
Bald Hills - Everton Park	2006	2.7
Chermside	2006	2.4
Nundah	2006	2.3
Sandgate	2006	2.5
Carindale	2006	2.6
Holland Park - Yeronga	2006	2.3
Mt Gravatt	2006	2.7
Nathan	2006	2.5
Rocklea - Acacia Ridge	2006	3
Sunnybank	2006	2.9
Centenary	2006	2.9
Kenmore - Brookfield - Moggill	2006	3
Sherwood - Indooroopilly	2006	2.4
The Gap - Enoggera	2006	2.7
Brisbane Inner	2006	1.9
Brisbane Inner - East	2006	2.3
Brisbane Inner - North	2006	2.2
Brisbane Inner - West	2006	2.4
Cairns - North	2006	2.6
Cairns - South	2006	2.5
Innisfail - Cassowary Coast	2006	2.6
Port Douglas - Daintree	2006	2.4
Tablelands (East) - Kuranda	2006	2.5
Darling Downs (West) - Maranoa	2006	2.6
Darling Downs - East	2006	2.6
Granite Belt	2006	2.5
Central Highlands (Qld)	2006	2.8
Rockhampton	2006	2.6
Biloela	2006	2.6
Gladstone	2006	2.7
Broadbeach - Burleigh	2006	2.2
Coolangatta	2006	2.3
Gold Coast - North	2006	2.2
Gold Coast Hinterland	2006	2.6
Mudgeeraba - Tallebudgera	2006	3
Nerang	2006	2.8
Ormeau - Oxenford	2006	2.9
Robina	2006	2.7
Southport	2006	2.4
Surfers Paradise	2006	2.1
Forest Lake - Oxley	2006	2.8
Ipswich Hinterland	2006	2.7
Ipswich Inner	2006	2.7
Springfield - Redbank	2006	2.9
Beaudesert	2006	2.6
Beenleigh	2006	2.7
Browns Plains	2006	3.1
Jimboomba	2006	3.2
Loganlea - Carbrook	2006	2.9
Springwood - Kingston	2006	2.7
Bowen Basin - North	2006	2.7
Mackay	2006	2.7
Whitsunday	2006	2.5
Bribie - Beachmere	2006	2.3
Caboolture	2006	2.8
Caboolture Hinterland	2006	2.6
Narangba - Burpengary	2006	2.9
Redcliffe	2006	2.3
The Hills District	2006	3
North Lakes	2006	2.8
Strathpine	2006	2.7
Far North	2006	3.2
Outback - North	2006	2.8
Outback - South	2006	2.4
Buderim	2006	2.6
Caloundra	2006	2.4
Maroochy	2006	2.3
Noosa	2006	2.3
Sunshine Coast Hinterland	2006	2.7
Nambour	2006	2.6
Noosa Hinterland	2006	2.6
Toowoomba	2006	2.6
Charters Towers - Ayr - Ingham	2006	2.6
Townsville	2006	2.6
Bundaberg	2006	2.5
Burnett	2006	2.5
Gympie - Cooloola	2006	2.5
Hervey Bay	2006	2.4
Maryborough	2006	2.4
Migratory - Offshore - Shipping (Qld)	2006	0
No usual address (Qld)	2006	0
Adelaide City	2006	1.9
Adelaide Hills	2006	2.7
Burnside	2006	2.4
Campbelltown (SA)	2006	2.5
Norwood - Payneham - St Peters	2006	2.1
Prospect - Walkerville	2006	2.4
Unley	2006	2.3
Gawler - Two Wells	2006	2.6
Playford	2006	2.6
Port Adelaide - East	2006	2.3
Salisbury	2006	2.6
Tea Tree Gully	2006	2.6
Holdfast Bay	2006	2.1
Marion	2006	2.3
Mitcham	2006	2.5
Onkaparinga	2006	2.6
Charles Sturt	2006	2.3
Port Adelaide - West	2006	2.3
West Torrens	2006	2.2
Barossa	2006	2.5
Lower North	2006	2.4
Mid North	2006	2.4
Yorke Peninsula	2006	2.2
Eyre Peninsula and South West	2006	2.4
Outback - North and East	2006	2.5
Fleurieu - Kangaroo Island	2006	2.3
Limestone Coast	2006	2.5
Murray and Mallee	2006	2.4
Migratory - Offshore - Shipping (SA)	2006	0
No usual address (SA)	2006	0
Augusta - Margaret River - Busselton	2006	2.5
Bunbury	2006	2.6
Manjimup	2006	2.5
Mandurah	2006	2.4
Cottesloe - Claremont	2006	2.5
Perth City	2006	2.1
Bayswater - Bassendean	2006	2.3
Mundaring	2006	2.7
Swan	2006	2.8
Joondalup	2006	2.8
Stirling	2006	2.3
Wanneroo	2006	2.9
Armadale	2006	2.6
Belmont - Victoria Park	2006	2.2
Canning	2006	2.6
Gosnells	2006	2.7
Kalamunda	2006	2.7
Serpentine - Jarrahdale	2006	2.9
South Perth	2006	2.2
Cockburn	2006	2.7
Fremantle	2006	2.2
Kwinana	2006	2.6
Melville	2006	2.6
Rockingham	2006	2.7
Albany	2006	2.5
Wheat Belt - North	2006	2.5
Wheat Belt - South	2006	2.4
Kimberley	2006	3
East Pilbara	2006	2.8
West Pilbara	2006	2.9
Esperance	2006	2.6
Gascoyne	2006	2.4
Goldfields	2006	2.7
Mid West	2006	2.6
Migratory - Offshore - Shipping (WA)	2006	0
No usual address (WA)	2006	0
Brighton	2006	2.8
Hobart - North East	2006	2.5
Hobart - North West	2006	2.4
Hobart - South and West	2006	2.6
Hobart Inner	2006	2.3
Sorell - Dodges Ferry	2006	2.5
Launceston	2006	2.4
Meander Valley - West Tamar	2006	2.5
North East	2006	2.4
Central Highlands (Tas.)	2006	2.6
Huon - Bruny Island	2006	2.5
South East Coast	2006	2.2
Burnie - Ulverstone	2006	2.4
Devonport	2006	2.4
West Coast	2006	2.5
Migratory - Offshore - Shipping (Tas.)	2006	0
No usual address (Tas.)	2006	0
Darwin City	2006	2.3
Darwin Suburbs	2006	2.7
Litchfield	2006	2.8
Palmerston	2006	2.8
Alice Springs	2006	3
Barkly	2006	3.5
Daly - Tiwi - West Arnhem	2006	4
East Arnhem	2006	4.5
Katherine	2006	3.5
Migratory - Offshore - Shipping (NT)	2006	0
No usual address (NT)	2006	0
Belconnen	2006	2.6
Canberra East	2006	1.7
Gungahlin	2006	2.8
North Canberra	2006	2.2
South Canberra	2006	2.2
Tuggeranong	2006	2.9
Weston Creek	2006	2.5
Woden Valley	2006	2.4
Molonglo	2006	0
Urriarra - Namadgi	2006	2.7
Migratory - Offshore - Shipping (ACT)	2006	0
No usual address (ACT)	2006	0
Christmas Island	2006	2.6
Cocos (Keeling) Islands	2006	4
Jervis Bay	2006	2.6
Norfolk Island	2006	0
Migratory - Offshore - Shipping (OT)	2006	0
No usual address (OT)	2006	0
Queanbeyan	2011	2.6
Snowy Mountains	2011	2.3
South Coast	2011	2.3
Goulburn - Mulwaree	2011	2.4
Young - Yass	2011	2.5
Gosford	2011	2.5
Wyong	2011	2.5
Bathurst	2011	2.5
Lachlan Valley	2011	2.4
Lithgow - Mudgee	2011	2.4
Orange	2011	2.5
Clarence Valley	2011	2.4
Coffs Harbour	2011	2.4
Bourke - Cobar - Coonamble	2011	2.4
Broken Hill and Far West	2011	2.3
Dubbo	2011	2.5
Lower Hunter	2011	2.6
Maitland	2011	2.7
Port Stephens	2011	2.5
Upper Hunter	2011	2.5
Dapto - Port Kembla	2011	2.6
Illawarra Catchment Reserve	2011	0
Kiama - Shellharbour	2011	2.7
Wollongong	2011	2.5
Great Lakes	2011	2.2
Kempsey - Nambucca	2011	2.3
Lord Howe Island	2011	2.3
Port Macquarie	2011	2.3
Taree - Gloucester	2011	2.4
Albury	2011	2.4
Lower Murray	2011	2.4
Upper Murray exc. Albury	2011	2.3
Armidale	2011	2.4
Inverell - Tenterfield	2011	2.4
Moree - Narrabri	2011	2.5
Tamworth - Gunnedah	2011	2.4
Lake Macquarie - East	2011	2.5
Lake Macquarie - West	2011	2.6
Newcastle	2011	2.4
Richmond Valley - Coastal	2011	2.4
Richmond Valley - Hinterland	2011	2.4
Tweed Valley	2011	2.4
Griffith - Murrumbidgee (West)	2011	2.6
Tumut - Tumbarumba	2011	2.4
Wagga Wagga	2011	2.5
Shoalhaven	2011	2.3
Southern Highlands	2011	2.5
Baulkham Hills	2011	3.1
Dural - Wisemans Ferry	2011	3
Hawkesbury	2011	3
Rouse Hill - McGraths Hill	2011	3.3
Blacktown	2011	2.9
Blacktown - North	2011	3.2
Mount Druitt	2011	3.2
Botany	2011	2.6
Marrickville - Sydenham - Petersham	2011	2.4
Sydney Inner City	2011	2
Eastern Suburbs - North	2011	2.3
Eastern Suburbs - South	2011	2.4
Bankstown	2011	3
Canterbury	2011	2.9
Hurstville	2011	2.8
Kogarah - Rockdale	2011	2.7
Canada Bay	2011	2.5
Leichhardt	2011	2.3
Strathfield - Burwood - Ashfield	2011	2.6
Chatswood - Lane Cove	2011	2.6
Hornsby	2011	2.8
Ku-ring-gai	2011	2.9
North Sydney - Mosman	2011	2.1
Manly	2011	2.5
Pittwater	2011	2.7
Warringah	2011	2.7
Camden	2011	3
Campbelltown (NSW)	2011	2.9
Wollondilly	2011	2.9
Blue Mountains	2011	2.5
Blue Mountains - South	2011	0
Penrith	2011	2.8
Richmond - Windsor	2011	2.7
St Marys	2011	3
Auburn	2011	3.1
Carlingford	2011	2.8
Merrylands - Guildford	2011	3
Parramatta	2011	2.6
Pennant Hills - Epping	2011	2.9
Ryde - Hunters Hill	2011	2.6
Bringelly - Green Valley	2011	3.4
Fairfield	2011	3.2
Liverpool	2011	3
Cronulla - Miranda - Caringbah	2011	2.5
Sutherland - Menai - Heathcote	2011	2.9
Migratory - Offshore - Shipping (NSW)	2011	0
No usual address (NSW)	2011	0
Ballarat	2011	2.4
Creswick - Daylesford - Ballan	2011	2.4
Maryborough - Pyrenees	2011	2.3
Bendigo	2011	2.4
Heathcote - Castlemaine - Kyneton	2011	2.4
Loddon - Elmore	2011	2.4
Barwon - West	2011	2.8
Geelong	2011	2.4
Surf Coast - Bellarine Peninsula	2011	2.5
Upper Goulburn Valley	2011	2.4
Wangaratta - Benalla	2011	2.3
Wodonga - Alpine	2011	2.4
Baw Baw	2011	2.5
Gippsland - East	2011	2.3
Gippsland - South West	2011	2.3
Latrobe Valley	2011	2.4
Wellington	2011	2.4
Brunswick - Coburg	2011	2.4
Darebin - South	2011	2.4
Essendon	2011	2.4
Melbourne City	2011	2
Port Phillip	2011	2
Stonnington - West	2011	2
Yarra	2011	2.2
Boroondara	2011	2.6
Manningham - West	2011	2.7
Whitehorse - West	2011	2.6
Bayside	2011	2.6
Glen Eira	2011	2.5
Kingston	2011	2.5
Stonnington - East	2011	2.5
Banyule	2011	2.6
Darebin - North	2011	2.5
Nillumbik - Kinglake	2011	3
Whittlesea - Wallan	2011	3
Keilor	2011	2.7
Macedon Ranges	2011	2.8
Moreland - North	2011	2.6
Sunbury	2011	2.8
Tullamarine - Broadmeadows	2011	3.1
Knox	2011	2.8
Manningham - East	2011	3
Maroondah	2011	2.6
Whitehorse - East	2011	2.6
Yarra Ranges	2011	2.7
Cardinia	2011	2.8
Casey - North	2011	3
Casey - South	2011	3.1
Dandenong	2011	2.8
Monash	2011	2.7
Brimbank	2011	3
Hobsons Bay	2011	2.5
Maribyrnong	2011	2.5
Melton - Bacchus Marsh	2011	2.9
Wyndham	2011	2.9
Frankston	2011	2.5
Mornington Peninsula	2011	2.4
Grampians	2011	2.3
Mildura	2011	2.5
Murray River - Swan Hill	2011	2.4
Campaspe	2011	2.4
Moira	2011	2.4
Shepparton	2011	2.5
Glenelg - Southern Grampians	2011	2.3
Colac - Corangamite	2011	2.4
Warrnambool	2011	2.5
Migratory - Offshore - Shipping (Vic.)	2011	0
No usual address (Vic.)	2011	0
Capalaba	2011	2.8
Cleveland - Stradbroke	2011	2.7
Wynnum - Manly	2011	2.6
Bald Hills - Everton Park	2011	2.7
Chermside	2011	2.4
Nundah	2011	2.4
Sandgate	2011	2.5
Carindale	2011	2.6
Holland Park - Yeronga	2011	2.3
Mt Gravatt	2011	2.8
Nathan	2011	2.6
Rocklea - Acacia Ridge	2011	3
Sunnybank	2011	2.9
Centenary	2011	2.9
Kenmore - Brookfield - Moggill	2011	3
Sherwood - Indooroopilly	2011	2.5
The Gap - Enoggera	2011	2.7
Brisbane Inner	2011	2
Brisbane Inner - East	2011	2.4
Brisbane Inner - North	2011	2.3
Brisbane Inner - West	2011	2.5
Cairns - North	2011	2.6
Cairns - South	2011	2.5
Innisfail - Cassowary Coast	2011	2.5
Port Douglas - Daintree	2011	2.3
Tablelands (East) - Kuranda	2011	2.4
Darling Downs (West) - Maranoa	2011	2.5
Darling Downs - East	2011	2.6
Granite Belt	2011	2.5
Central Highlands (Qld)	2011	2.8
Rockhampton	2011	2.6
Biloela	2011	2.6
Gladstone	2011	2.7
Broadbeach - Burleigh	2011	2.3
Coolangatta	2011	2.3
Gold Coast - North	2011	2.2
Gold Coast Hinterland	2011	2.6
Mudgeeraba - Tallebudgera	2011	3
Nerang	2011	2.8
Ormeau - Oxenford	2011	2.9
Robina	2011	2.6
Southport	2011	2.4
Surfers Paradise	2011	2.1
Forest Lake - Oxley	2011	2.8
Ipswich Hinterland	2011	2.6
Ipswich Inner	2011	2.7
Springfield - Redbank	2011	3
Beaudesert	2011	2.6
Beenleigh	2011	2.7
Browns Plains	2011	3
Jimboomba	2011	3.2
Loganlea - Carbrook	2011	2.8
Springwood - Kingston	2011	2.8
Bowen Basin - North	2011	2.7
Mackay	2011	2.7
Whitsunday	2011	2.4
Bribie - Beachmere	2011	2.2
Caboolture	2011	2.8
Caboolture Hinterland	2011	2.6
Narangba - Burpengary	2011	2.9
Redcliffe	2011	2.3
The Hills District	2011	3
North Lakes	2011	2.8
Strathpine	2011	2.7
Far North	2011	3
Outback - North	2011	2.7
Outback - South	2011	2.4
Buderim	2011	2.6
Caloundra	2011	2.4
Maroochy	2011	2.3
Noosa	2011	2.3
Sunshine Coast Hinterland	2011	2.6
Nambour	2011	2.6
Noosa Hinterland	2011	2.6
Toowoomba	2011	2.5
Charters Towers - Ayr - Ingham	2011	2.5
Townsville	2011	2.6
Bundaberg	2011	2.4
Burnett	2011	2.4
Gympie - Cooloola	2011	2.4
Hervey Bay	2011	2.4
Maryborough	2011	2.4
Migratory - Offshore - Shipping (Qld)	2011	0
No usual address (Qld)	2011	0
Adelaide City	2011	1.9
Adelaide Hills	2011	2.7
Burnside	2011	2.4
Campbelltown (SA)	2011	2.5
Norwood - Payneham - St Peters	2011	2.2
Prospect - Walkerville	2011	2.4
Unley	2011	2.3
Gawler - Two Wells	2011	2.6
Playford	2011	2.6
Port Adelaide - East	2011	2.4
Salisbury	2011	2.6
Tea Tree Gully	2011	2.5
Holdfast Bay	2011	2.1
Marion	2011	2.3
Mitcham	2011	2.5
Onkaparinga	2011	2.5
Charles Sturt	2011	2.4
Port Adelaide - West	2011	2.3
West Torrens	2011	2.3
Barossa	2011	2.5
Lower North	2011	2.3
Mid North	2011	2.3
Yorke Peninsula	2011	2.2
Eyre Peninsula and South West	2011	2.3
Outback - North and East	2011	2.5
Fleurieu - Kangaroo Island	2011	2.2
Limestone Coast	2011	2.4
Murray and Mallee	2011	2.3
Migratory - Offshore - Shipping (SA)	2011	0
No usual address (SA)	2011	0
Augusta - Margaret River - Busselton	2011	2.5
Bunbury	2011	2.6
Manjimup	2011	2.4
Mandurah	2011	2.4
Cottesloe - Claremont	2011	2.6
Perth City	2011	2.1
Bayswater - Bassendean	2011	2.4
Mundaring	2011	2.7
Swan	2011	2.8
Joondalup	2011	2.8
Stirling	2011	2.4
Wanneroo	2011	2.9
Armadale	2011	2.7
Belmont - Victoria Park	2011	2.3
Canning	2011	2.7
Gosnells	2011	2.8
Kalamunda	2011	2.7
Serpentine - Jarrahdale	2011	3
South Perth	2011	2.3
Cockburn	2011	2.7
Fremantle	2011	2.3
Kwinana	2011	2.7
Melville	2011	2.6
Rockingham	2011	2.7
Albany	2011	2.4
Wheat Belt - North	2011	2.4
Wheat Belt - South	2011	2.4
Kimberley	2011	2.9
East Pilbara	2011	2.9
West Pilbara	2011	2.9
Esperance	2011	2.5
Gascoyne	2011	2.4
Goldfields	2011	2.7
Mid West	2011	2.5
Migratory - Offshore - Shipping (WA)	2011	0
No usual address (WA)	2011	0
Brighton	2011	2.7
Hobart - North East	2011	2.4
Hobart - North West	2011	2.3
Hobart - South and West	2011	2.6
Hobart Inner	2011	2.3
Sorell - Dodges Ferry	2011	2.4
Launceston	2011	2.4
Meander Valley - West Tamar	2011	2.4
North East	2011	2.4
Central Highlands (Tas.)	2011	2.5
Huon - Bruny Island	2011	2.4
South East Coast	2011	2.1
Burnie - Ulverstone	2011	2.4
Devonport	2011	2.4
West Coast	2011	2.4
Migratory - Offshore - Shipping (Tas.)	2011	0
No usual address (Tas.)	2011	0
Darwin City	2011	2.3
Darwin Suburbs	2011	2.7
Litchfield	2011	2.8
Palmerston	2011	2.9
Alice Springs	2011	2.9
Barkly	2011	3.3
Daly - Tiwi - West Arnhem	2011	3.6
East Arnhem	2011	4
Katherine	2011	3.3
Migratory - Offshore - Shipping (NT)	2011	0
No usual address (NT)	2011	0
Belconnen	2011	2.6
Canberra East	2011	1.8
Gungahlin	2011	2.9
North Canberra	2011	2.2
South Canberra	2011	2.3
Tuggeranong	2011	2.8
Weston Creek	2011	2.5
Woden Valley	2011	2.4
Molonglo	2011	2
Urriarra - Namadgi	2011	2.8
Migratory - Offshore - Shipping (ACT)	2011	0
No usual address (ACT)	2011	0
Christmas Island	2011	2.6
Cocos (Keeling) Islands	2011	3.8
Jervis Bay	2011	3.1
Norfolk Island	2011	0
Migratory - Offshore - Shipping (OT)	2011	0
No usual address (OT)	2011	0
Queanbeyan	2016	2.6
Snowy Mountains	2016	2.3
South Coast	2016	2.2
Goulburn - Mulwaree	2016	2.4
Young - Yass	2016	2.5
Gosford	2016	2.5
Wyong	2016	2.5
Bathurst	2016	2.5
Lachlan Valley	2016	2.4
Lithgow - Mudgee	2016	2.4
Orange	2016	2.5
Clarence Valley	2016	2.3
Coffs Harbour	2016	2.4
Bourke - Cobar - Coonamble	2016	2.4
Broken Hill and Far West	2016	2.2
Dubbo	2016	2.5
Lower Hunter	2016	2.6
Maitland	2016	2.7
Port Stephens	2016	2.5
Upper Hunter	2016	2.5
Dapto - Port Kembla	2016	2.6
Illawarra Catchment Reserve	2016	0
Kiama - Shellharbour	2016	2.7
Wollongong	2016	2.5
Great Lakes	2016	2.2
Kempsey - Nambucca	2016	2.3
Lord Howe Island	2016	2.2
Port Macquarie	2016	2.3
Taree - Gloucester	2016	2.3
Albury	2016	2.4
Lower Murray	2016	2.4
Upper Murray exc. Albury	2016	2.3
Armidale	2016	2.4
Inverell - Tenterfield	2016	2.3
Moree - Narrabri	2016	2.5
Tamworth - Gunnedah	2016	2.4
Lake Macquarie - East	2016	2.5
Lake Macquarie - West	2016	2.6
Newcastle	2016	2.4
Richmond Valley - Coastal	2016	2.4
Richmond Valley - Hinterland	2016	2.4
Tweed Valley	2016	2.4
Griffith - Murrumbidgee (West)	2016	2.6
Tumut - Tumbarumba	2016	2.3
Wagga Wagga	2016	2.5
Shoalhaven	2016	2.3
Southern Highlands	2016	2.4
Baulkham Hills	2016	3.1
Dural - Wisemans Ferry	2016	3.1
Hawkesbury	2016	3
Rouse Hill - McGraths Hill	2016	3.4
Blacktown	2016	3
Blacktown - North	2016	3.3
Mount Druitt	2016	3.2
Botany	2016	2.7
Marrickville - Sydenham - Petersham	2016	2.4
Sydney Inner City	2016	2
Eastern Suburbs - North	2016	2.3
Eastern Suburbs - South	2016	2.5
Bankstown	2016	3.1
Canterbury	2016	3
Hurstville	2016	2.9
Kogarah - Rockdale	2016	2.7
Canada Bay	2016	2.6
Leichhardt	2016	2.4
Strathfield - Burwood - Ashfield	2016	2.7
Chatswood - Lane Cove	2016	2.6
Hornsby	2016	2.8
Ku-ring-gai	2016	3
North Sydney - Mosman	2016	2.1
Manly	2016	2.5
Pittwater	2016	2.8
Warringah	2016	2.7
Camden	2016	3.1
Campbelltown (NSW)	2016	3
Wollondilly	2016	3
Blue Mountains	2016	2.5
Blue Mountains - South	2016	1
Penrith	2016	2.8
Richmond - Windsor	2016	2.7
St Marys	2016	2.9
Auburn	2016	3.1
Carlingford	2016	2.9
Merrylands - Guildford	2016	3.1
Parramatta	2016	2.8
Pennant Hills - Epping	2016	3
Ryde - Hunters Hill	2016	2.7
Bringelly - Green Valley	2016	3.4
Fairfield	2016	3.3
Liverpool	2016	3.1
Cronulla - Miranda - Caringbah	2016	2.6
Sutherland - Menai - Heathcote	2016	2.9
Migratory - Offshore - Shipping (NSW)	2016	0
No usual address (NSW)	2016	0
Ballarat	2016	2.4
Creswick - Daylesford - Ballan	2016	2.4
Maryborough - Pyrenees	2016	2.3
Bendigo	2016	2.4
Heathcote - Castlemaine - Kyneton	2016	2.4
Loddon - Elmore	2016	2.3
Barwon - West	2016	2.8
Geelong	2016	2.4
Surf Coast - Bellarine Peninsula	2016	2.5
Upper Goulburn Valley	2016	2.3
Wangaratta - Benalla	2016	2.3
Wodonga - Alpine	2016	2.4
Baw Baw	2016	2.5
Gippsland - East	2016	2.2
Gippsland - South West	2016	2.3
Latrobe Valley	2016	2.3
Wellington	2016	2.3
Brunswick - Coburg	2016	2.4
Darebin - South	2016	2.4
Essendon	2016	2.4
Melbourne City	2016	2
Port Phillip	2016	2
Stonnington - West	2016	2
Yarra	2016	2.1
Boroondara	2016	2.6
Manningham - West	2016	2.7
Whitehorse - West	2016	2.6
Bayside	2016	2.6
Glen Eira	2016	2.5
Kingston	2016	2.5
Stonnington - East	2016	2.5
Banyule	2016	2.6
Darebin - North	2016	2.5
Nillumbik - Kinglake	2016	2.9
Whittlesea - Wallan	2016	3
Keilor	2016	2.7
Macedon Ranges	2016	2.8
Moreland - North	2016	2.6
Sunbury	2016	2.7
Tullamarine - Broadmeadows	2016	3.2
Knox	2016	2.7
Manningham - East	2016	3
Maroondah	2016	2.6
Whitehorse - East	2016	2.6
Yarra Ranges	2016	2.7
Cardinia	2016	2.8
Casey - North	2016	3
Casey - South	2016	3.2
Dandenong	2016	2.9
Monash	2016	2.8
Brimbank	2016	3
Hobsons Bay	2016	2.6
Maribyrnong	2016	2.5
Melton - Bacchus Marsh	2016	3
Wyndham	2016	3.1
Frankston	2016	2.5
Mornington Peninsula	2016	2.4
Grampians	2016	2.2
Mildura	2016	2.4
Murray River - Swan Hill	2016	2.3
Campaspe	2016	2.4
Moira	2016	2.4
Shepparton	2016	2.5
Glenelg - Southern Grampians	2016	2.3
Colac - Corangamite	2016	2.3
Warrnambool	2016	2.4
Migratory - Offshore - Shipping (Vic.)	2016	0
No usual address (Vic.)	2016	0
Capalaba	2016	2.7
Cleveland - Stradbroke	2016	2.6
Wynnum - Manly	2016	2.7
Bald Hills - Everton Park	2016	2.7
Chermside	2016	2.4
Nundah	2016	2.4
Sandgate	2016	2.5
Carindale	2016	2.7
Holland Park - Yeronga	2016	2.4
Mt Gravatt	2016	2.8
Nathan	2016	2.7
Rocklea - Acacia Ridge	2016	3
Sunnybank	2016	3.1
Centenary	2016	2.9
Kenmore - Brookfield - Moggill	2016	3
Sherwood - Indooroopilly	2016	2.5
The Gap - Enoggera	2016	2.7
Brisbane Inner	2016	2.1
