SA3_NAME16	Year	AustCitizen	persons
No usual address (SA)	2016	1	1941
Augusta - Margaret River - Busselton	2006	0	4085
Augusta - Margaret River - Busselton	2006	1	31620
Augusta - Margaret River - Busselton	2011	0	5354
Augusta - Margaret River - Busselton	2011	1	36692
Augusta - Margaret River - Busselton	2016	0	7545
Augusta - Margaret River - Busselton	2016	1	43330
Bunbury	2006	0	9626
Bunbury	2006	1	72233
Bunbury	2011	0	13845
Bunbury	2011	1	80537
Bunbury	2016	0	16162
Bunbury	2016	1	86482
Manjimup	2006	0	2159
Manjimup	2006	1	18454
Manjimup	2011	0	2162
Manjimup	2011	1	19509
Manjimup	2016	0	3185
Manjimup	2016	1	19630
Mandurah	2006	0	9984
Mandurah	2006	1	56870
Mandurah	2011	0	13822
Mandurah	2011	1	69473
Mandurah	2016	0	16859
Mandurah	2016	1	79877
Cottesloe - Claremont	2006	0	10870
Cottesloe - Claremont	2006	1	51508
Cottesloe - Claremont	2011	0	11631
Cottesloe - Claremont	2011	1	52503
Cottesloe - Claremont	2016	0	12481
Cottesloe - Claremont	2016	1	55153
Perth City	2006	0	19349
Perth City	2006	1	60412
Perth City	2011	0	25775
Perth City	2011	1	66442
Perth City	2016	0	30265
Perth City	2016	1	71401
Bayswater - Bassendean	2006	0	10266
Bayswater - Bassendean	2006	1	59601
Bayswater - Bassendean	2011	0	14672
Bayswater - Bassendean	2011	1	61667
Bayswater - Bassendean	2016	0	17210
Bayswater - Bassendean	2016	1	63233
Mundaring	2006	0	5443
Mundaring	2006	1	33061
Mundaring	2011	0	6238
Mundaring	2011	1	34174
Mundaring	2016	0	7183
Mundaring	2016	1	34849
Swan	2006	0	13567
Swan	2006	1	74911
Swan	2011	0	17416
Swan	2011	1	85722
Swan	2016	0	25678
Swan	2016	1	102862
Joondalup	2006	0	23543
Joondalup	2006	1	126132
Joondalup	2011	0	24759
Joondalup	2011	1	127664
Joondalup	2016	0	24939
Joondalup	2016	1	129791
Stirling	2006	0	26281
Stirling	2006	1	134172
Stirling	2011	0	35595
Stirling	2011	1	142837
Stirling	2016	0	42396
Stirling	2016	1	150029
Wanneroo	2006	0	20466
Wanneroo	2006	1	90475
Wanneroo	2011	0	32571
Wanneroo	2011	1	119533
Wanneroo	2016	0	40971
Wanneroo	2016	1	146989
Armadale	2006	0	7918
Armadale	2006	1	42619
Armadale	2011	0	11178
Armadale	2011	1	51119
Armadale	2016	0	16771
Armadale	2016	1	62831
Belmont - Victoria Park	2006	0	12003
Belmont - Victoria Park	2006	1	42778
Belmont - Victoria Park	2011	0	18270
Belmont - Victoria Park	2011	1	45534
Belmont - Victoria Park	2016	0	22502
Belmont - Victoria Park	2016	1	48216
Canning	2006	0	17324
Canning	2006	1	63099
Canning	2011	0	24827
Canning	2011	1	63937
Canning	2016	0	28864
Canning	2016	1	64733
Gosnells	2006	0	15816
Gosnells	2006	1	75766
Gosnells	2011	0	24664
Gosnells	2011	1	81920
Gosnells	2016	0	30654
Gosnells	2016	1	87419
Kalamunda	2006	0	6587
Kalamunda	2006	1	42947
Kalamunda	2011	0	7782
Kalamunda	2011	1	45781
Kalamunda	2016	0	9402
Kalamunda	2016	1	48047
Serpentine - Jarrahdale	2006	0	1703
Serpentine - Jarrahdale	2006	1	11358
Serpentine - Jarrahdale	2011	0	2449
Serpentine - Jarrahdale	2011	1	15356
Serpentine - Jarrahdale	2016	0	4826
Serpentine - Jarrahdale	2016	1	22047
South Perth	2006	0	8675
South Perth	2006	1	29770
South Perth	2011	0	9557
South Perth	2011	1	31252
South Perth	2016	0	9852
South Perth	2016	1	32190
Cockburn	2006	0	10839
Cockburn	2006	1	61216
Cockburn	2011	0	15465
Cockburn	2011	1	71950
Cockburn	2016	0	20715
Cockburn	2016	1	81313
Fremantle	2006	0	5060
Fremantle	2006	1	26601
Fremantle	2011	0	5552
Fremantle	2011	1	28074
Fremantle	2016	0	7007
Fremantle	2016	1	29598
Kwinana	2006	0	4932
Kwinana	2006	1	18266
Kwinana	2011	0	6598
Kwinana	2011	1	22629
Kwinana	2016	0	10189
Kwinana	2016	1	28729
Melville	2006	0	15126
Melville	2006	1	80466
Melville	2011	0	16453
Melville	2011	1	81917
Melville	2016	0	17244
Melville	2016	1	83433
Rockingham	2006	0	14306
Rockingham	2006	1	70000
Rockingham	2011	0	19975
Rockingham	2011	1	84130
Rockingham	2016	0	26623
Rockingham	2016	1	98491
Albany	2006	0	6245
Albany	2006	1	46347
Albany	2011	0	6690
Albany	2011	1	48667
Albany	2016	0	8953
Albany	2016	1	50220
Wheat Belt - North	2006	0	6017
Wheat Belt - North	2006	1	44394
Wheat Belt - North	2011	0	7193
Wheat Belt - North	2011	1	46180
Wheat Belt - North	2016	0	9318
Wheat Belt - North	2016	1	46617
Wheat Belt - South	2006	0	1964
Wheat Belt - South	2006	1	17886
Wheat Belt - South	2011	0	2437
Wheat Belt - South	2011	1	18273
Wheat Belt - South	2016	0	3158
Wheat Belt - South	2016	1	17087
Kimberley	2006	0	5047
Kimberley	2006	1	24250
Kimberley	2011	0	6689
Kimberley	2011	1	28104
Kimberley	2016	0	6302
Kimberley	2016	1	28062
East Pilbara	2006	0	5617
East Pilbara	2006	1	12885
East Pilbara	2011	0	8402
East Pilbara	2011	1	18589
East Pilbara	2016	0	7238
East Pilbara	2016	1	17817
West Pilbara	2006	0	4692
West Pilbara	2006	1	17809
West Pilbara	2011	0	10238
West Pilbara	2011	1	22661
West Pilbara	2016	0	9554
West Pilbara	2016	1	24943
Esperance	2006	0	1713
Esperance	2006	1	13201
Esperance	2011	0	2107
Esperance	2011	1	13502
Esperance	2016	0	2748
Esperance	2016	1	13223
Gascoyne	2006	0	1247
Gascoyne	2006	1	7644
Gascoyne	2011	0	1567
Gascoyne	2011	1	7722
Gascoyne	2016	0	1927
Gascoyne	2016	1	7558
Goldfields	2006	0	7607
Goldfields	2006	1	29370
Goldfields	2011	0	11164
Goldfields	2011	1	30647
Goldfields	2016	0	9978
Goldfields	2016	1	29119
Mid West	2006	0	6343
Mid West	2006	1	42199
Mid West	2011	0	7354
Mid West	2011	1	46303
Mid West	2016	0	8522
Mid West	2016	1	45497
Migratory - Offshore - Shipping (WA)	2006	0	76
Migratory - Offshore - Shipping (WA)	2006	1	263
Migratory - Offshore - Shipping (WA)	2011	0	132
Migratory - Offshore - Shipping (WA)	2011	1	285
Migratory - Offshore - Shipping (WA)	2016	0	162
Migratory - Offshore - Shipping (WA)	2016	1	272
No usual address (WA)	2006	0	1660
No usual address (WA)	2006	1	4326
No usual address (WA)	2011	0	2644
No usual address (WA)	2011	1	4655
No usual address (WA)	2016	0	2366
No usual address (WA)	2016	1	3584
Brighton	2006	0	1571
Brighton	2006	1	13114
Brighton	2011	0	1433
Brighton	2011	1	14582
Brighton	2016	0	1452
Brighton	2016	1	15620
Hobart - North East	2006	0	4134
Hobart - North East	2006	1	43015
Hobart - North East	2011	0	4218
Hobart - North East	2011	1	45424
Hobart - North East	2016	0	4839
Hobart - North East	2016	1	47767
Hobart - North West	2006	0	4725
Hobart - North West	2006	1	45231
Hobart - North West	2011	0	4408
Hobart - North West	2011	1	46842
Hobart - North West	2016	0	5994
Hobart - North West	2016	1	47160
Hobart - South and West	2006	0	2351
Hobart - South and West	2006	1	25866
Hobart - South and West	2011	0	2688
Hobart - South and West	2011	1	28404
Hobart - South and West	2016	0	3166
Hobart - South and West	2016	1	29713
Hobart Inner	2006	0	6407
Hobart Inner	2006	1	41291
Hobart Inner	2011	0	6913
Hobart Inner	2011	1	41891
Hobart Inner	2016	0	8794
Hobart Inner	2016	1	41764
Sorell - Dodges Ferry	2006	0	1081
Sorell - Dodges Ferry	2006	1	12769
Sorell - Dodges Ferry	2011	0	1176
Sorell - Dodges Ferry	2011	1	13673
Sorell - Dodges Ferry	2016	0	1486
Sorell - Dodges Ferry	2016	1	14597
Launceston	2006	0	7056
Launceston	2006	1	68683
Launceston	2011	0	7434
Launceston	2011	1	71613
Launceston	2016	0	9874
Launceston	2016	1	71042
Meander Valley - West Tamar	2006	0	2112
Meander Valley - West Tamar	2006	1	19789
Meander Valley - West Tamar	2011	0	1763
Meander Valley - West Tamar	2011	1	20239
Meander Valley - West Tamar	2016	0	2330
Meander Valley - West Tamar	2016	1	20118
North East	2006	0	3007
North East	2006	1	33275
North East	2011	0	2820
North East	2011	1	33691
North East	2016	0	3876
North East	2016	1	33242
Central Highlands (Tas.)	2006	0	1021
Central Highlands (Tas.)	2006	1	9828
Central Highlands (Tas.)	2011	0	956
Central Highlands (Tas.)	2011	1	10382
Central Highlands (Tas.)	2016	0	1071
Central Highlands (Tas.)	2016	1	10153
Huon - Bruny Island	2006	0	1508
Huon - Bruny Island	2006	1	15111
Huon - Bruny Island	2011	0	1577
Huon - Bruny Island	2011	1	16362
Huon - Bruny Island	2016	0	2069
Huon - Bruny Island	2016	1	17075
South East Coast	2006	0	630
South East Coast	2006	1	5798
South East Coast	2011	0	521
South East Coast	2011	1	5998
South East Coast	2016	0	866
South East Coast	2016	1	5880
Burnie - Ulverstone	2006	0	3559
Burnie - Ulverstone	2006	1	43526
Burnie - Ulverstone	2011	0	3593
Burnie - Ulverstone	2011	1	44373
Burnie - Ulverstone	2016	0	4173
Burnie - Ulverstone	2016	1	43357
Devonport	2006	0	3124
Devonport	2006	1	37695
Devonport	2011	0	3313
Devonport	2011	1	39910
Devonport	2016	0	3902
Devonport	2016	1	40352
West Coast	2006	0	1554
West Coast	2006	1	16666
West Coast	2011	0	1751
West Coast	2011	1	16206
West Coast	2016	0	1944
West Coast	2016	1	15294
Migratory - Offshore - Shipping (Tas.)	2006	0	17
Migratory - Offshore - Shipping (Tas.)	2006	1	72
Migratory - Offshore - Shipping (Tas.)	2011	0	21
Migratory - Offshore - Shipping (Tas.)	2011	1	92
Migratory - Offshore - Shipping (Tas.)	2016	0	17
Migratory - Offshore - Shipping (Tas.)	2016	1	51
No usual address (Tas.)	2006	0	146
No usual address (Tas.)	2006	1	726
No usual address (Tas.)	2011	0	251
No usual address (Tas.)	2011	1	821
No usual address (Tas.)	2016	0	246
No usual address (Tas.)	2016	1	666
Darwin City	2006	0	3716
Darwin City	2006	1	15724
Darwin City	2011	0	5998
Darwin City	2011	1	16773
Darwin City	2016	0	8386
Darwin City	2016	1	17450
Darwin Suburbs	2006	0	7930
Darwin Suburbs	2006	1	39795
Darwin Suburbs	2011	0	12055
Darwin Suburbs	2011	1	39518
Darwin Suburbs	2016	0	12985
Darwin Suburbs	2016	1	40777
Litchfield	2006	0	2427
Litchfield	2006	1	12760
Litchfield	2011	0	3140
Litchfield	2011	1	15481
Litchfield	2016	0	5600
Litchfield	2016	1	17928
Palmerston	2006	0	3912
Palmerston	2006	1	19727
Palmerston	2011	0	4323
Palmerston	2011	1	23295
Palmerston	2016	0	6131
Palmerston	2016	1	27564
Alice Springs	2006	0	5322
Alice Springs	2006	1	30018
Alice Springs	2011	0	6554
Alice Springs	2011	1	29511
Alice Springs	2016	0	8018
Alice Springs	2016	1	28059
Barkly	2006	0	738
Barkly	2006	1	4652
Barkly	2011	0	637
Barkly	2011	1	5084
Barkly	2016	0	760
Barkly	2016	1	4776
Daly - Tiwi - West Arnhem	2006	0	1143
Daly - Tiwi - West Arnhem	2006	1	12671
Daly - Tiwi - West Arnhem	2011	0	1038
Daly - Tiwi - West Arnhem	2011	1	14712
Daly - Tiwi - West Arnhem	2016	0	1749
Daly - Tiwi - West Arnhem	2016	1	14356
East Arnhem	2006	0	1008
East Arnhem	2006	1	12239
East Arnhem	2011	0	892
East Arnhem	2011	1	13127
East Arnhem	2016	0	1163
East Arnhem	2016	1	11851
Katherine	2006	0	2048
Katherine	2006	1	15065
Katherine	2011	0	1707
Katherine	2011	1	16115
Katherine	2016	0	3270
Katherine	2016	1	15440
Migratory - Offshore - Shipping (NT)	2006	0	22
Migratory - Offshore - Shipping (NT)	2006	1	72
Migratory - Offshore - Shipping (NT)	2011	0	29
Migratory - Offshore - Shipping (NT)	2011	1	78
Migratory - Offshore - Shipping (NT)	2016	0	49
Migratory - Offshore - Shipping (NT)	2016	1	21
No usual address (NT)	2006	0	475
No usual address (NT)	2006	1	1426
No usual address (NT)	2011	0	498
No usual address (NT)	2011	1	1372
No usual address (NT)	2016	0	739
No usual address (NT)	2016	1	1750
Belconnen	2006	0	8436
Belconnen	2006	1	75949
Belconnen	2011	0	11675
Belconnen	2011	1	80790
Belconnen	2016	0	14539
Belconnen	2016	1	81510
Canberra East	2006	0	151
Canberra East	2006	1	956
Canberra East	2011	0	468
Canberra East	2011	1	997
Canberra East	2016	0	701
Canberra East	2016	1	877
Gungahlin	2006	0	3315
Gungahlin	2006	1	28342
Gungahlin	2011	0	6169
Gungahlin	2011	1	41134
Gungahlin	2016	0	12066
Gungahlin	2016	1	59076
North Canberra	2006	0	6912
North Canberra	2006	1	35037
North Canberra	2011	0	9270
North Canberra	2011	1	38758
North Canberra	2016	0	11942
North Canberra	2016	1	41060
South Canberra	2006	0	2727
South Canberra	2006	1	20000
South Canberra	2011	0	3039
South Canberra	2011	1	21153
South Canberra	2016	0	4347
South Canberra	2016	1	22660
Tuggeranong	2006	0	6704
Tuggeranong	2006	1	80411
Tuggeranong	2011	0	6492
Tuggeranong	2011	1	80416
Tuggeranong	2016	0	8161
Tuggeranong	2016	1	76993
Weston Creek	2006	0	1648
Weston Creek	2006	1	20412
Weston Creek	2011	0	1862
Weston Creek	2011	1	20896
Weston Creek	2016	0	2567
Weston Creek	2016	1	20421
Woden Valley	2006	0	3806
Woden Valley	2006	1	28182
Woden Valley	2011	0	4293
Woden Valley	2011	1	28664
Woden Valley	2016	0	5998
Woden Valley	2016	1	28762
Molonglo	2006	0	0
Molonglo	2006	1	0
Molonglo	2011	0	4
Molonglo	2011	1	6
Molonglo	2016	0	881
Molonglo	2016	1	3697
Urriarra - Namadgi	2006	0	41
Urriarra - Namadgi	2006	1	291
Urriarra - Namadgi	2011	0	51
Urriarra - Namadgi	2011	1	445
Urriarra - Namadgi	2016	0	81
Urriarra - Namadgi	2016	1	518
Migratory - Offshore - Shipping (ACT)	2006	0	0
Migratory - Offshore - Shipping (ACT)	2006	1	0
Migratory - Offshore - Shipping (ACT)	2011	0	0
Migratory - Offshore - Shipping (ACT)	2011	1	0
Migratory - Offshore - Shipping (ACT)	2016	0	0
Migratory - Offshore - Shipping (ACT)	2016	1	0
No usual address (ACT)	2006	0	146
No usual address (ACT)	2006	1	563
No usual address (ACT)	2011	0	141
No usual address (ACT)	2011	1	489
No usual address (ACT)	2016	0	166
No usual address (ACT)	2016	1	372
Christmas Island	2006	0	439
Christmas Island	2006	1	908
Christmas Island	2011	0	1142
Christmas Island	2011	1	930
Christmas Island	2016	0	832
Christmas Island	2016	1	1011
Cocos (Keeling) Islands	2006	0	37
Cocos (Keeling) Islands	2006	1	536
Cocos (Keeling) Islands	2011	0	32
Cocos (Keeling) Islands	2011	1	517
Cocos (Keeling) Islands	2016	0	39
Cocos (Keeling) Islands	2016	1	505
Jervis Bay	2006	0	13
Jervis Bay	2006	1	361
Jervis Bay	2011	0	23
Jervis Bay	2011	1	354
Jervis Bay	2016	0	64
Jervis Bay	2016	1	327
Norfolk Island	2006	0	0
Norfolk Island	2006	1	0
Norfolk Island	2011	0	0
Norfolk Island	2011	1	0
Norfolk Island	2016	0	324
Norfolk Island	2016	1	1424
Migratory - Offshore - Shipping (OT)	2006	0	0
Migratory - Offshore - Shipping (OT)	2006	1	0
Migratory - Offshore - Shipping (OT)	2011	0	0
Migratory - Offshore - Shipping (OT)	2011	1	0
Migratory - Offshore - Shipping (OT)	2016	0	0
Migratory - Offshore - Shipping (OT)	2016	1	6
No usual address (OT)	2006	0	7
No usual address (OT)	2006	1	18
No usual address (OT)	2011	0	-1
No usual address (OT)	2011	1	27
No usual address (OT)	2016	0	16
No usual address (OT)	2016	1	39
