SA3_NAME16	Year	AustCitizen	persons
Port Macquarie	2011	1	66598
Port Macquarie	2016	0	7821
Port Macquarie	2016	1	70746
Taree - Gloucester	2006	0	3656
Taree - Gloucester	2006	1	46288
Taree - Gloucester	2011	0	4107
Taree - Gloucester	2011	1	47251
Taree - Gloucester	2016	0	5033
Taree - Gloucester	2016	1	48823
Albury	2006	0	4420
Albury	2006	1	51477
Albury	2011	0	5305
Albury	2011	1	52132
Albury	2016	0	6928
Albury	2016	1	54343
Lower Murray	2006	0	1026
Lower Murray	2006	1	12022
Lower Murray	2011	0	1096
Lower Murray	2011	1	11327
Lower Murray	2016	0	1670
Lower Murray	2016	1	10877
Upper Murray exc. Albury	2006	0	2981
Upper Murray exc. Albury	2006	1	37695
Upper Murray exc. Albury	2011	0	3137
Upper Murray exc. Albury	2011	1	37321
Upper Murray exc. Albury	2016	0	4814
Upper Murray exc. Albury	2016	1	37166
Armidale	2006	0	2954
Armidale	2006	1	31821
Armidale	2011	0	3760
Armidale	2011	1	32185
Armidale	2016	0	4982
Armidale	2016	1	32108
Inverell - Tenterfield	2006	0	2610
Inverell - Tenterfield	2006	1	34754
Inverell - Tenterfield	2011	0	2783
Inverell - Tenterfield	2011	1	34976
Inverell - Tenterfield	2016	0	4528
Inverell - Tenterfield	2016	1	33817
Moree - Narrabri	2006	0	2540
Moree - Narrabri	2006	1	23856
Moree - Narrabri	2011	0	2596
Moree - Narrabri	2011	1	23090
Moree - Narrabri	2016	0	3522
Moree - Narrabri	2016	1	22100
Tamworth - Gunnedah	2006	0	5175
Tamworth - Gunnedah	2006	1	68689
Tamworth - Gunnedah	2011	0	6227
Tamworth - Gunnedah	2011	1	70577
Tamworth - Gunnedah	2016	0	8864
Tamworth - Gunnedah	2016	1	71632
Lake Macquarie - East	2006	0	8106
Lake Macquarie - East	2006	1	106585
Lake Macquarie - East	2011	0	8230
Lake Macquarie - East	2011	1	108636
Lake Macquarie - East	2016	0	9016
Lake Macquarie - East	2016	1	110998
Lake Macquarie - West	2006	0	5421
Lake Macquarie - West	2006	1	61532
Lake Macquarie - West	2011	0	5079
Lake Macquarie - West	2011	1	64927
Lake Macquarie - West	2016	0	6213
Lake Macquarie - West	2016	1	68992
Newcastle	2006	0	14799
Newcastle	2006	1	133516
Newcastle	2011	0	15970
Newcastle	2011	1	139767
Newcastle	2016	0	18096
Newcastle	2016	1	145788
Richmond Valley - Coastal	2006	0	7608
Richmond Valley - Coastal	2006	1	64528
Richmond Valley - Coastal	2011	0	7403
Richmond Valley - Coastal	2011	1	65827
Richmond Valley - Coastal	2016	0	10960
Richmond Valley - Coastal	2016	1	67320
Richmond Valley - Hinterland	2006	0	4888
Richmond Valley - Hinterland	2006	1	62985
Richmond Valley - Hinterland	2011	0	5405
Richmond Valley - Hinterland	2011	1	63882
Richmond Valley - Hinterland	2016	0	7547
Richmond Valley - Hinterland	2016	1	62403
Tweed Valley	2006	0	8810
Tweed Valley	2006	1	70510
Tweed Valley	2011	0	9470
Tweed Valley	2011	1	75637
Tweed Valley	2016	0	11240
Tweed Valley	2016	1	80131
Griffith - Murrumbidgee (West)	2006	0	4719
Griffith - Murrumbidgee (West)	2006	1	42168
Griffith - Murrumbidgee (West)	2011	0	5554
Griffith - Murrumbidgee (West)	2011	1	41041
Griffith - Murrumbidgee (West)	2016	0	7783
Griffith - Murrumbidgee (West)	2016	1	40361
Tumut - Tumbarumba	2006	0	1322
Tumut - Tumbarumba	2006	1	13122
Tumut - Tumbarumba	2011	0	1377
Tumut - Tumbarumba	2011	1	12953
Tumut - Tumbarumba	2016	0	1938
Tumut - Tumbarumba	2016	1	12499
Wagga Wagga	2006	0	6372
Wagga Wagga	2006	1	80492
Wagga Wagga	2011	0	7419
Wagga Wagga	2011	1	81774
Wagga Wagga	2016	0	10448
Wagga Wagga	2016	1	82909
Shoalhaven	2006	0	8217
Shoalhaven	2006	1	80189
Shoalhaven	2011	0	9022
Shoalhaven	2011	1	83597
Shoalhaven	2016	0	11051
Shoalhaven	2016	1	88439
Southern Highlands	2006	0	4416
Southern Highlands	2006	1	37856
Southern Highlands	2011	0	4158
Southern Highlands	2011	1	40228
Southern Highlands	2016	0	5533
Southern Highlands	2016	1	42336
Baulkham Hills	2006	0	14309
Baulkham Hills	2006	1	111450
Baulkham Hills	2011	0	15755
Baulkham Hills	2011	1	118067
Baulkham Hills	2016	0	21034
Baulkham Hills	2016	1	122704
Dural - Wisemans Ferry	2006	0	2475
Dural - Wisemans Ferry	2006	1	22161
Dural - Wisemans Ferry	2011	0	2292
Dural - Wisemans Ferry	2011	1	23046
Dural - Wisemans Ferry	2016	0	2758
Dural - Wisemans Ferry	2016	1	23471
Hawkesbury	2006	0	2371
Hawkesbury	2006	1	21115
Hawkesbury	2011	0	2439
Hawkesbury	2011	1	21636
Hawkesbury	2016	0	2660
Hawkesbury	2016	1	21928
Rouse Hill - McGraths Hill	2006	0	2902
Rouse Hill - McGraths Hill	2006	1	22744
Rouse Hill - McGraths Hill	2011	0	2845
Rouse Hill - McGraths Hill	2011	1	24336
Rouse Hill - McGraths Hill	2016	0	3956
Rouse Hill - McGraths Hill	2016	1	29226
Blacktown	2006	0	17873
Blacktown	2006	1	99276
Blacktown	2011	0	20846
Blacktown	2011	1	104178
Blacktown	2016	0	27657
Blacktown	2016	1	107096
Blacktown - North	2006	0	9380
Blacktown - North	2006	1	50612
Blacktown - North	2011	0	10848
Blacktown - North	2011	1	63928
Blacktown - North	2016	0	15677
Blacktown - North	2016	1	77146
Mount Druitt	2006	0	16658
Mount Druitt	2006	1	80113
Mount Druitt	2011	0	18240
Mount Druitt	2011	1	85487
Mount Druitt	2016	0	22367
Mount Druitt	2016	1	89699
Botany	2006	0	7255
Botany	2006	1	28739
Botany	2011	0	8044
Botany	2011	1	31315
Botany	2016	0	12180
Botany	2016	1	34513
Marrickville - Sydenham - Petersham	2006	0	9482
Marrickville - Sydenham - Petersham	2006	1	38324
Marrickville - Sydenham - Petersham	2011	0	9527
Marrickville - Sydenham - Petersham	2011	1	41085
Marrickville - Sydenham - Petersham	2016	0	10965
Marrickville - Sydenham - Petersham	2016	1	43644
Sydney Inner City	2006	0	68412
Sydney Inner City	2006	1	92459
Sydney Inner City	2011	0	65057
Sydney Inner City	2011	1	109516
Sydney Inner City	2016	0	93040
Sydney Inner City	2016	1	121209
Eastern Suburbs - North	2006	0	30874
Eastern Suburbs - North	2006	1	84742
Eastern Suburbs - North	2011	0	30005
Eastern Suburbs - North	2011	1	90554
Eastern Suburbs - North	2016	0	31993
Eastern Suburbs - North	2016	1	94389
Eastern Suburbs - South	2006	0	29536
Eastern Suburbs - South	2006	1	90346
Eastern Suburbs - South	2011	0	33432
Eastern Suburbs - South	2011	1	95556
Eastern Suburbs - South	2016	0	41105
Eastern Suburbs - South	2016	1	99549
Bankstown	2006	0	19902
Bankstown	2006	1	127572
Bankstown	2011	0	22530
Bankstown	2011	1	136543
Bankstown	2016	0	27977
Bankstown	2016	1	143452
Canterbury	2006	0	24833
Canterbury	2006	1	92692
Canterbury	2011	0	28253
Canterbury	2011	1	97174
Canterbury	2016	0	34306
Canterbury	2016	1	100764
Hurstville	2006	0	17982
Hurstville	2006	1	92320
Hurstville	2011	0	21250
Hurstville	2011	1	95352
Hurstville	2016	0	30747
Hurstville	2016	1	96446
Kogarah - Rockdale	2006	0	23083
Kogarah - Rockdale	2006	1	92609
Kogarah - Rockdale	2011	0	25173
Kogarah - Rockdale	2011	1	97325
Kogarah - Rockdale	2016	0	36228
Kogarah - Rockdale	2016	1	101495
Canada Bay	2006	0	10556
Canada Bay	2006	1	53971
Canada Bay	2011	0	13919
Canada Bay	2011	1	60236
Canada Bay	2016	0	19929
Canada Bay	2016	1	65427
Leichhardt	2006	0	9493
Leichhardt	2006	1	39284
Leichhardt	2011	0	9082
Leichhardt	2011	1	43116
Leichhardt	2016	0	10577
Leichhardt	2016	1	45489
Strathfield - Burwood - Ashfield	2006	0	32163
Strathfield - Burwood - Ashfield	2006	1	97638
Strathfield - Burwood - Ashfield	2011	0	35224
Strathfield - Burwood - Ashfield	2011	1	101981
Strathfield - Burwood - Ashfield	2016	0	46195
Strathfield - Burwood - Ashfield	2016	1	105678
Chatswood - Lane Cove	2006	0	19505
Chatswood - Lane Cove	2006	1	75155
Chatswood - Lane Cove	2011	0	20647
Chatswood - Lane Cove	2011	1	79553
Chatswood - Lane Cove	2016	0	27312
Chatswood - Lane Cove	2016	1	84933
Hornsby	2006	0	10403
Hornsby	2006	1	62523
Hornsby	2011	0	11808
Hornsby	2011	1	64727
Hornsby	2016	0	14758
Hornsby	2016	1	65845
Ku-ring-gai	2006	0	12907
Ku-ring-gai	2006	1	88632
Ku-ring-gai	2011	0	15541
Ku-ring-gai	2011	1	94038
Ku-ring-gai	2016	0	19678
Ku-ring-gai	2016	1	98693
North Sydney - Mosman	2006	0	20424
North Sydney - Mosman	2006	1	62982
North Sydney - Mosman	2011	0	21263
North Sydney - Mosman	2011	1	67091
North Sydney - Mosman	2016	0	22343
North Sydney - Mosman	2016	1	71796
Manly	2006	0	8750
Manly	2006	1	28364
Manly	2011	0	8957
Manly	2011	1	30791
Manly	2016	0	9339
Manly	2016	1	32549
Pittwater	2006	0	7192
Pittwater	2006	1	46966
Pittwater	2011	0	6750
Pittwater	2011	1	50404
Pittwater	2016	0	7378
Pittwater	2016	1	53060
Warringah	2006	0	19509
Warringah	2006	1	114328
Warringah	2011	0	20563
Warringah	2011	1	120176
Warringah	2016	0	24631
Warringah	2016	1	125912
Camden	2006	0	3975
Camden	2006	1	40511
Camden	2011	0	4335
Camden	2011	1	47900
Camden	2016	0	5651
Camden	2016	1	56859
Campbelltown (NSW)	2006	0	20326
Campbelltown (NSW)	2006	1	124095
Campbelltown (NSW)	2011	0	21216
Campbelltown (NSW)	2011	1	125952
Campbelltown (NSW)	2016	0	26259
Campbelltown (NSW)	2016	1	132142
Wollondilly	2006	0	3292
Wollondilly	2006	1	31465
Wollondilly	2011	0	3243
Wollondilly	2011	1	33158
Wollondilly	2016	0	3751
Wollondilly	2016	1	37401
Blue Mountains	2006	0	7195
Blue Mountains	2006	1	66653
Blue Mountains	2011	0	7677
Blue Mountains	2011	1	68022
Blue Mountains	2016	0	7546
Blue Mountains	2016	1	69148
Blue Mountains - South	2006	0	0
Blue Mountains - South	2006	1	0
Blue Mountains - South	2011	0	3
Blue Mountains - South	2011	1	5
Blue Mountains - South	2016	0	0
Blue Mountains - South	2016	1	3
Penrith	2006	0	13327
Penrith	2006	1	105826
Penrith	2011	0	13681
Penrith	2011	1	110992
Penrith	2016	0	17147
Penrith	2016	1	122545
Richmond - Windsor	2006	0	4454
Richmond - Windsor	2006	1	30735
Richmond - Windsor	2011	0	4052
Richmond - Windsor	2011	1	31699
Richmond - Windsor	2016	0	4828
Richmond - Windsor	2016	1	31719
St Marys	2006	0	6743
St Marys	2006	1	44071
St Marys	2011	0	6726
St Marys	2011	1	45340
St Marys	2016	0	8461
St Marys	2016	1	45532
Auburn	2006	0	19947
Auburn	2006	1	46169
Auburn	2011	0	22600
Auburn	2011	1	51819
Auburn	2016	0	33445
Auburn	2016	1	56225
Carlingford	2006	0	7903
Carlingford	2006	1	47768
Carlingford	2011	0	9660
Carlingford	2011	1	49938
Carlingford	2016	0	13771
Carlingford	2016	1	52799
Merrylands - Guildford	2006	0	20750
Merrylands - Guildford	2006	1	102838
Merrylands - Guildford	2011	0	23594
Merrylands - Guildford	2011	1	112322
Merrylands - Guildford	2016	0	32198
Merrylands - Guildford	2016	1	119064
Parramatta	2006	0	27163
Parramatta	2006	1	83252
Parramatta	2011	0	33619
Parramatta	2011	1	91157
Parramatta	2016	0	45691
Parramatta	2016	1	95200
Pennant Hills - Epping	2006	0	6042
Pennant Hills - Epping	2006	1	34999
Pennant Hills - Epping	2011	0	6273
Pennant Hills - Epping	2011	1	36734
Pennant Hills - Epping	2016	0	9921
Pennant Hills - Epping	2016	1	37669
Ryde - Hunters Hill	2006	0	21816
Ryde - Hunters Hill	2006	1	92203
Ryde - Hunters Hill	2011	0	24286
Ryde - Hunters Hill	2011	1	95557
Ryde - Hunters Hill	2016	0	33411
Ryde - Hunters Hill	2016	1	101117
Bringelly - Green Valley	2006	0	10625
Bringelly - Green Valley	2006	1	64153
Bringelly - Green Valley	2011	0	10412
Bringelly - Green Valley	2011	1	69927
Bringelly - Green Valley	2016	0	14716
Bringelly - Green Valley	2016	1	88095
Fairfield	2006	0	24038
Fairfield	2006	1	145047
Fairfield	2011	0	25919
Fairfield	2011	1	149718
Fairfield	2016	0	34684
Fairfield	2016	1	151118
Liverpool	2006	0	16446
Liverpool	2006	1	77143
Liverpool	2011	0	18132
Liverpool	2011	1	86055
Liverpool	2016	0	23470
Liverpool	2016	1	93886
Cronulla - Miranda - Caringbah	2006	0	11437
Cronulla - Miranda - Caringbah	2006	1	89676
Cronulla - Miranda - Caringbah	2011	0	10480
Cronulla - Miranda - Caringbah	2011	1	93887
Cronulla - Miranda - Caringbah	2016	0	12385
Cronulla - Miranda - Caringbah	2016	1	97456
Sutherland - Menai - Heathcote	2006	0	7769
Sutherland - Menai - Heathcote	2006	1	96031
Sutherland - Menai - Heathcote	2011	0	8471
Sutherland - Menai - Heathcote	2011	1	97427
Sutherland - Menai - Heathcote	2016	0	9105
Sutherland - Menai - Heathcote	2016	1	98931
Migratory - Offshore - Shipping (NSW)	2006	0	6
Migratory - Offshore - Shipping (NSW)	2006	1	44
Migratory - Offshore - Shipping (NSW)	2011	0	10
Migratory - Offshore - Shipping (NSW)	2011	1	102
Migratory - Offshore - Shipping (NSW)	2016	0	87
Migratory - Offshore - Shipping (NSW)	2016	1	325
No usual address (NSW)	2006	0	2563
No usual address (NSW)	2006	1	7612
No usual address (NSW)	2011	0	4293
No usual address (NSW)	2011	1	8624
No usual address (NSW)	2016	0	5085
No usual address (NSW)	2016	1	7203
Ballarat	2006	0	7370
Ballarat	2006	1	80628
Ballarat	2011	0	8192
Ballarat	2011	1	87390
Ballarat	2016	0	10740
Ballarat	2016	1	93075
Creswick - Daylesford - Ballan	2006	0	2209
Creswick - Daylesford - Ballan	2006	1	22831
Creswick - Daylesford - Ballan	2011	0	2407
Creswick - Daylesford - Ballan	2011	1	24360
Creswick - Daylesford - Ballan	2016	0	3527
Creswick - Daylesford - Ballan	2016	1	24780
Maryborough - Pyrenees	2006	0	1893
Maryborough - Pyrenees	2006	1	21197
Maryborough - Pyrenees	2011	0	1993
Maryborough - Pyrenees	2011	1	21898
Maryborough - Pyrenees	2016	0	2878
Maryborough - Pyrenees	2016	1	22487
Bendigo	2006	0	5584
Bendigo	2006	1	73468
Bendigo	2011	0	6675
Bendigo	2011	1	79403
Bendigo	2016	0	9638
Bendigo	2016	1	84740
Heathcote - Castlemaine - Kyneton	2006	0	3733
Heathcote - Castlemaine - Kyneton	2006	1	36903
Heathcote - Castlemaine - Kyneton	2011	0	4074
Heathcote - Castlemaine - Kyneton	2011	1	39357
Heathcote - Castlemaine - Kyneton	2016	0	6090
Heathcote - Castlemaine - Kyneton	2016	1	41201
Loddon - Elmore	2006	0	866
Loddon - Elmore	2006	1	11844
Loddon - Elmore	2011	0	915
Loddon - Elmore	2011	1	10273
Loddon - Elmore	2016	0	1349
Loddon - Elmore	2016	1	10072
Barwon - West	2006	0	1112
Barwon - West	2006	1	12912
Barwon - West	2011	0	1231
Barwon - West	2011	1	15384
Barwon - West	2016	0	1695
Barwon - West	2016	1	17323
Geelong	2006	0	16543
Geelong	2006	1	146843
Geelong	2011	0	18751
Geelong	2011	1	154699
Geelong	2016	0	25128
Geelong	2016	1	163052
Surf Coast - Bellarine Peninsula	2006	0	4922
Surf Coast - Bellarine Peninsula	2006	1	48938
Surf Coast - Bellarine Peninsula	2011	0	5269
Surf Coast - Bellarine Peninsula	2011	1	55312
Surf Coast - Bellarine Peninsula	2016	0	7339
Surf Coast - Bellarine Peninsula	2016	1	64390
Upper Goulburn Valley	2006	0	4610
Upper Goulburn Valley	2006	1	41911
Upper Goulburn Valley	2011	0	4707
Upper Goulburn Valley	2011	1	45204
Upper Goulburn Valley	2016	0	6596
Upper Goulburn Valley	2016	1	47244
Wangaratta - Benalla	2006	0	2855
Wangaratta - Benalla	2006	1	40698
Wangaratta - Benalla	2011	0	2794
Wangaratta - Benalla	2011	1	41438
Wangaratta - Benalla	2016	0	4531
Wangaratta - Benalla	2016	1	41569
Wodonga - Alpine	2006	0	4481
Wodonga - Alpine	2006	1	58081
Wodonga - Alpine	2011	0	5008
Wodonga - Alpine	2011	1	60141
Wodonga - Alpine	2016	0	7540
Wodonga - Alpine	2016	1	62709
Baw Baw	2006	0	2899
Baw Baw	2006	1	34762
Baw Baw	2011	0	3277
Baw Baw	2011	1	39710
Baw Baw	2016	0	5107
Baw Baw	2016	1	43519
Gippsland - East	2006	0	3398
Gippsland - East	2006	1	36782
Gippsland - East	2011	0	3549
Gippsland - East	2011	1	38745
Gippsland - East	2016	0	5302
Gippsland - East	2016	1	39844
Gippsland - South West	2006	0	5557
Gippsland - South West	2006	1	46813
Gippsland - South West	2011	0	5609
Gippsland - South West	2011	1	51409
Gippsland - South West	2016	0	7210
Gippsland - South West	2016	1	54458
Latrobe Valley	2006	0	6856
Latrobe Valley	2006	1	62003
Latrobe Valley	2011	0	7760
Latrobe Valley	2011	1	64456
Latrobe Valley	2016	0	9070
Latrobe Valley	2016	1	64029
Wellington	2006	0	3893
Wellington	2006	1	36038
Wellington	2011	0	4422
Wellington	2011	1	36914
Wellington	2016	0	5697
Wellington	2016	1	37174
Brunswick - Coburg	2006	0	13339
Brunswick - Coburg	2006	1	59472
Brunswick - Coburg	2011	0	14867
Brunswick - Coburg	2011	1	64031
Brunswick - Coburg	2016	0	17454
Brunswick - Coburg	2016	1	68803
Darebin - South	2006	0	7150
Darebin - South	2006	1	38757
Darebin - South	2011	0	7291
Darebin - South	2011	1	41267
Darebin - South	2016	0	8462
Darebin - South	2016	1	43603
Essendon	2006	0	9095
Essendon	2006	1	47826
Essendon	2011	0	10233
Essendon	2011	1	50698
Essendon	2016	0	12708
Essendon	2016	1	53887
Melbourne City	2006	0	32502
Melbourne City	2006	1	43635
Melbourne City	2011	0	42032
Melbourne City	2011	1	51580
Melbourne City	2016	0	74580
Melbourne City	2016	1	61389
Port Phillip	2006	0	21073
Port Phillip	2006	1	64026
Port Phillip	2011	0	22111
Port Phillip	2011	1	69272
Port Phillip	2016	0	27375
Port Phillip	2016	1	73497
Stonnington - West	2006	0	12172
Stonnington - West	2006	1	39717
Stonnington - West	2011	0	12187
Stonnington - West	2011	1	41596
Stonnington - West	2016	0	17065
Stonnington - West	2016	1	45402
Yarra	2006	0	14254
Yarra	2006	1	55882
Yarra	2011	0	14527
Yarra	2011	1	60307
Yarra	2016	0	19841
Yarra	2016	1	67612
Boroondara	2006	0	22322
Boroondara	2006	1	132132
Boroondara	2011	0	24292
Boroondara	2011	1	134892
Boroondara	2016	0	30785
Boroondara	2016	1	136446
Manningham - West	2006	0	11045
Manningham - West	2006	1	73520
Manningham - West	2011	0	12414
Manningham - West	2011	1	73495
Manningham - West	2016	0	17928
Manningham - West	2016	1	72441
Whitehorse - West	2006	0	14212
Whitehorse - West	2006	1	75755
Whitehorse - West	2011	0	19230
Whitehorse - West	2011	1	75683
Whitehorse - West	2016	0	25932
Whitehorse - West	2016	1	76108
Bayside	2006	0	11433
Bayside	2006	1	76504
Bayside	2011	0	12191
Bayside	2011	1	79622
Bayside	2016	0	14143
Bayside	2016	1	82944
Glen Eira	2006	0	21737
Glen Eira	2006	1	108851
Glen Eira	2011	0	24456
Glen Eira	2011	1	113611
Glen Eira	2016	0	30565
Glen Eira	2016	1	117872
Kingston	2006	0	13631
Kingston	2006	1	88307
Kingston	2011	0	14420
Kingston	2011	1	94554
Kingston	2016	0	17543
Kingston	2016	1	99274
Stonnington - East	2006	0	6374
Stonnington - East	2006	1	31619
Stonnington - East	2011	0	6655
Stonnington - East	2011	1	32711
Stonnington - East	2016	0	7860
Stonnington - East	2016	1	33507
Banyule	2006	0	12101
Banyule	2006	1	102768
Banyule	2011	0	13739
Banyule	2011	1	104569
Banyule	2016	0	16648
Banyule	2016	1	105217
Darebin - North	2006	0	15307
Darebin - North	2006	1	66851
Darebin - North	2011	0	19307
Darebin - North	2011	1	68610
Darebin - North	2016	0	23952
Darebin - North	2016	1	70701
Nillumbik - Kinglake	2006	0	5225
Nillumbik - Kinglake	2006	1	58687
Nillumbik - Kinglake	2011	0	4970
Nillumbik - Kinglake	2011	1	58952
Nillumbik - Kinglake	2016	0	6221
Nillumbik - Kinglake	2016	1	58902
Whittlesea - Wallan	2006	0	15891
Whittlesea - Wallan	2006	1	119732
Whittlesea - Wallan	2011	0	23350
Whittlesea - Wallan	2011	1	143557
Whittlesea - Wallan	2016	0	38485
Whittlesea - Wallan	2016	1	175223
Keilor	2006	0	5472
Keilor	2006	1	48723
Keilor	2011	0	5644
Keilor	2011	1	49179
Keilor	2016	0	6851
Keilor	2016	1	51714
Macedon Ranges	2006	0	2086
Macedon Ranges	2006	1	21776
Macedon Ranges	2011	0	2154
Macedon Ranges	2011	1	24485
Macedon Ranges	2016	0	2840
Macedon Ranges	2016	1	26734
Moreland - North	2006	0	9337
Moreland - North	2006	1	52806
Moreland - North	2011	0	12884
Moreland - North	2011	1	54727
Moreland - North	2016	0	17389
Moreland - North	2016	1	58117
Sunbury	2006	0	3360
Sunbury	2006	1	30667
Sunbury	2011	0	3436
Sunbury	2011	1	33416
Sunbury	2016	0	4339
Sunbury	2016	1	35030
Tullamarine - Broadmeadows	2006	0	16236
Tullamarine - Broadmeadows	2006	1	99250
Tullamarine - Broadmeadows	2011	0	22079
Tullamarine - Broadmeadows	2011	1	110481
Tullamarine - Broadmeadows	2016	0	33819
Tullamarine - Broadmeadows	2016	1	126534
Knox	2006	0	16513
Knox	2006	1	130226
Knox	2011	0	17017
Knox	2011	1	132324
Knox	2016	0	22604
Knox	2016	1	131550
Manningham - East	2006	0	2674
Manningham - East	2006	1	22738
Manningham - East	2011	0	2289
Manningham - East	2011	1	23216
Manningham - East	2016	0	3000
Manningham - East	2016	1	22986
Maroondah	2006	0	10755
Maroondah	2006	1	88038
Maroondah	2011	0	11762
Maroondah	2011	1	91649
