SA3_NAME16	Year	Age	persons
Gawler - Two Wells	2011	15-19	2398
Gawler - Two Wells	2011	20-24	1839
Gawler - Two Wells	2011	25-34	3442
Gawler - Two Wells	2011	35-44	4518
Gawler - Two Wells	2011	45-54	4881
Gawler - Two Wells	2011	55-64	3584
Gawler - Two Wells	2011	65-74	2485
Gawler - Two Wells	2011	75-84	1589
Gawler - Two Wells	2011	85+	541
Gawler - Two Wells	2016	0-4	1977
Gawler - Two Wells	2016	5-14	4611
Gawler - Two Wells	2016	15-19	2382
Gawler - Two Wells	2016	20-24	2156
Gawler - Two Wells	2016	25-34	3896
Gawler - Two Wells	2016	35-44	4181
Gawler - Two Wells	2016	45-54	5209
Gawler - Two Wells	2016	55-64	4415
Gawler - Two Wells	2016	65-74	3164
Gawler - Two Wells	2016	75-84	1894
Gawler - Two Wells	2016	85+	749
Playford	2006	0-4	5230
Playford	2006	5-14	11251
Playford	2006	15-19	5254
Playford	2006	20-24	5059
Playford	2006	25-34	8923
Playford	2006	35-44	10522
Playford	2006	45-54	9083
Playford	2006	55-64	6429
Playford	2006	65-74	4901
Playford	2006	75-84	3158
Playford	2006	85+	812
Playford	2011	0-4	6682
Playford	2011	5-14	11640
Playford	2011	15-19	6073
Playford	2011	20-24	6180
Playford	2011	25-34	11093
Playford	2011	35-44	10520
Playford	2011	45-54	10594
Playford	2011	55-64	7494
Playford	2011	65-74	5068
Playford	2011	75-84	3481
Playford	2011	85+	1052
Playford	2016	0-4	7679
Playford	2016	5-14	12982
Playford	2016	15-19	6012
Playford	2016	20-24	6939
Playford	2016	25-34	13784
Playford	2016	35-44	10764
Playford	2016	45-54	11418
Playford	2016	55-64	9347
Playford	2016	65-74	6069
Playford	2016	75-84	3749
Playford	2016	85+	1414
Port Adelaide - East	2006	0-4	3344
Port Adelaide - East	2006	5-14	6221
Port Adelaide - East	2006	15-19	3165
Port Adelaide - East	2006	20-24	4151
Port Adelaide - East	2006	25-34	8509
Port Adelaide - East	2006	35-44	8007
Port Adelaide - East	2006	45-54	6860
Port Adelaide - East	2006	55-64	5849
Port Adelaide - East	2006	65-74	4258
Port Adelaide - East	2006	75-84	3702
Port Adelaide - East	2006	85+	1152
Port Adelaide - East	2011	0-4	4050
Port Adelaide - East	2011	5-14	6729
Port Adelaide - East	2011	15-19	3421
Port Adelaide - East	2011	20-24	4489
Port Adelaide - East	2011	25-34	10780
Port Adelaide - East	2011	35-44	8957
Port Adelaide - East	2011	45-54	7308
Port Adelaide - East	2011	55-64	6112
Port Adelaide - East	2011	65-74	4411
Port Adelaide - East	2011	75-84	3279
Port Adelaide - East	2011	85+	1404
Port Adelaide - East	2016	0-4	4814
Port Adelaide - East	2016	5-14	7296
Port Adelaide - East	2016	15-19	3653
Port Adelaide - East	2016	20-24	4729
Port Adelaide - East	2016	25-34	12692
Port Adelaide - East	2016	35-44	10191
Port Adelaide - East	2016	45-54	7981
Port Adelaide - East	2016	55-64	6685
Port Adelaide - East	2016	65-74	5270
Port Adelaide - East	2016	75-84	3121
Port Adelaide - East	2016	85+	1620
Salisbury	2006	0-4	7805
Salisbury	2006	5-14	16553
Salisbury	2006	15-19	8282
Salisbury	2006	20-24	8828
Salisbury	2006	25-34	16632
Salisbury	2006	35-44	17780
Salisbury	2006	45-54	15696
Salisbury	2006	55-64	12649
Salisbury	2006	65-74	7365
Salisbury	2006	75-84	4093
Salisbury	2006	85+	1194
Salisbury	2011	0-4	9123
Salisbury	2011	5-14	16244
Salisbury	2011	15-19	9061
Salisbury	2011	20-24	9325
Salisbury	2011	25-34	19331
Salisbury	2011	35-44	17768
Salisbury	2011	45-54	17243
Salisbury	2011	55-64	14284
Salisbury	2011	65-74	8770
Salisbury	2011	75-84	4864
Salisbury	2011	85+	1649
Salisbury	2016	0-4	9463
Salisbury	2016	5-14	17531
Salisbury	2016	15-19	8626
Salisbury	2016	20-24	9894
Salisbury	2016	25-34	20903
Salisbury	2016	35-44	18271
Salisbury	2016	45-54	17783
Salisbury	2016	55-64	15154
Salisbury	2016	65-74	11106
Salisbury	2016	75-84	5818
Salisbury	2016	85+	2089
Tea Tree Gully	2006	0-4	5328
Tea Tree Gully	2006	5-14	12385
Tea Tree Gully	2006	15-19	6666
Tea Tree Gully	2006	20-24	6264
Tea Tree Gully	2006	25-34	11375
Tea Tree Gully	2006	35-44	13827
Tea Tree Gully	2006	45-54	13699
Tea Tree Gully	2006	55-64	11438
Tea Tree Gully	2006	65-74	6209
Tea Tree Gully	2006	75-84	3803
Tea Tree Gully	2006	85+	1075
Tea Tree Gully	2011	0-4	5302
Tea Tree Gully	2011	5-14	11186
Tea Tree Gully	2011	15-19	6287
Tea Tree Gully	2011	20-24	5748
Tea Tree Gully	2011	25-34	11052
Tea Tree Gully	2011	35-44	12914
Tea Tree Gully	2011	45-54	13340
Tea Tree Gully	2011	55-64	12161
Tea Tree Gully	2011	65-74	7704
Tea Tree Gully	2011	75-84	4203
Tea Tree Gully	2011	85+	1645
Tea Tree Gully	2016	0-4	5287
Tea Tree Gully	2016	5-14	11124
Tea Tree Gully	2016	15-19	5851
Tea Tree Gully	2016	20-24	5506
Tea Tree Gully	2016	25-34	11404
Tea Tree Gully	2016	35-44	12196
Tea Tree Gully	2016	45-54	13096
Tea Tree Gully	2016	55-64	12055
Tea Tree Gully	2016	65-74	9928
Tea Tree Gully	2016	75-84	5117
Tea Tree Gully	2016	85+	2044
Holdfast Bay	2006	0-4	1232
Holdfast Bay	2006	5-14	2766
Holdfast Bay	2006	15-19	1860
Holdfast Bay	2006	20-24	2257
Holdfast Bay	2006	25-34	3671
Holdfast Bay	2006	35-44	4087
Holdfast Bay	2006	45-54	4848
Holdfast Bay	2006	55-64	4091
Holdfast Bay	2006	65-74	2658
Holdfast Bay	2006	75-84	3148
Holdfast Bay	2006	85+	1406
Holdfast Bay	2011	0-4	1329
Holdfast Bay	2011	5-14	2817
Holdfast Bay	2011	15-19	1911
Holdfast Bay	2011	20-24	2228
Holdfast Bay	2011	25-34	3897
Holdfast Bay	2011	35-44	3950
Holdfast Bay	2011	45-54	4977
Holdfast Bay	2011	55-64	4823
Holdfast Bay	2011	65-74	2961
Holdfast Bay	2011	75-84	2505
Holdfast Bay	2011	85+	1666
Holdfast Bay	2016	0-4	1411
Holdfast Bay	2016	5-14	3072
Holdfast Bay	2016	15-19	1739
Holdfast Bay	2016	20-24	1966
Holdfast Bay	2016	25-34	3886
Holdfast Bay	2016	35-44	3925
Holdfast Bay	2016	45-54	4540
Holdfast Bay	2016	55-64	5039
Holdfast Bay	2016	65-74	4119
Holdfast Bay	2016	75-84	2372
Holdfast Bay	2016	85+	1635
Marion	2006	0-4	4197
Marion	2006	5-14	8954
Marion	2006	15-19	5305
Marion	2006	20-24	5504
Marion	2006	25-34	10412
Marion	2006	35-44	11085
Marion	2006	45-54	11825
Marion	2006	55-64	8751
Marion	2006	65-74	6210
Marion	2006	75-84	5986
Marion	2006	85+	1743
Marion	2011	0-4	4819
Marion	2011	5-14	8827
Marion	2011	15-19	5267
Marion	2011	20-24	5972
Marion	2011	25-34	11714
Marion	2011	35-44	11350
Marion	2011	45-54	11765
Marion	2011	55-64	10440
Marion	2011	65-74	6501
Marion	2011	75-84	5202
Marion	2011	85+	2468
Marion	2016	0-4	5323
Marion	2016	5-14	9282
Marion	2016	15-19	5095
Marion	2016	20-24	6458
Marion	2016	25-34	13266
Marion	2016	35-44	11984
Marion	2016	45-54	11403
Marion	2016	55-64	11500
Marion	2016	65-74	8112
Marion	2016	75-84	4825
Marion	2016	85+	2811
Mitcham	2006	0-4	3255
Mitcham	2006	5-14	7191
Mitcham	2006	15-19	4277
Mitcham	2006	20-24	4279
Mitcham	2006	25-34	6581
Mitcham	2006	35-44	8351
Mitcham	2006	45-54	8915
Mitcham	2006	55-64	7625
Mitcham	2006	65-74	4540
Mitcham	2006	75-84	4069
Mitcham	2006	85+	1820
Mitcham	2011	0-4	3473
Mitcham	2011	5-14	7242
Mitcham	2011	15-19	4180
Mitcham	2011	20-24	4170
Mitcham	2011	25-34	6753
Mitcham	2011	35-44	8334
Mitcham	2011	45-54	8717
Mitcham	2011	55-64	7923
Mitcham	2011	65-74	5296
Mitcham	2011	75-84	3617
Mitcham	2011	85+	1952
Mitcham	2016	0-4	3368
Mitcham	2016	5-14	7795
Mitcham	2016	15-19	4181
Mitcham	2016	20-24	4063
Mitcham	2016	25-34	6829
Mitcham	2016	35-44	8176
Mitcham	2016	45-54	8747
Mitcham	2016	55-64	7908
Mitcham	2016	65-74	6500
Mitcham	2016	75-84	3744
Mitcham	2016	85+	2210
Onkaparinga	2006	0-4	9206
Onkaparinga	2006	5-14	21291
Onkaparinga	2006	15-19	11001
Onkaparinga	2006	20-24	9828
Onkaparinga	2006	25-34	18408
Onkaparinga	2006	35-44	21769
Onkaparinga	2006	45-54	22704
Onkaparinga	2006	55-64	18294
Onkaparinga	2006	65-74	9595
Onkaparinga	2006	75-84	6497
Onkaparinga	2006	85+	2096
Onkaparinga	2011	0-4	10538
Onkaparinga	2011	5-14	20833
Onkaparinga	2011	15-19	11013
Onkaparinga	2011	20-24	9958
Onkaparinga	2011	25-34	20238
Onkaparinga	2011	35-44	22115
Onkaparinga	2011	45-54	22785
Onkaparinga	2011	55-64	21084
Onkaparinga	2011	65-74	12515
Onkaparinga	2011	75-84	6911
Onkaparinga	2011	85+	2828
Onkaparinga	2016	0-4	10385
Onkaparinga	2016	5-14	21066
Onkaparinga	2016	15-19	10508
Onkaparinga	2016	20-24	10093
Onkaparinga	2016	25-34	20823
Onkaparinga	2016	35-44	21606
Onkaparinga	2016	45-54	22773
Onkaparinga	2016	55-64	21675
Onkaparinga	2016	65-74	17516
Onkaparinga	2016	75-84	8118
Onkaparinga	2016	85+	3479
Charles Sturt	2006	0-4	5018
Charles Sturt	2006	5-14	10927
Charles Sturt	2006	15-19	5769
Charles Sturt	2006	20-24	6164
Charles Sturt	2006	25-34	11983
Charles Sturt	2006	35-44	14477
Charles Sturt	2006	45-54	13662
Charles Sturt	2006	55-64	11376
Charles Sturt	2006	65-74	8517
Charles Sturt	2006	75-84	7616
Charles Sturt	2006	85+	2463
Charles Sturt	2011	0-4	5581
Charles Sturt	2011	5-14	10694
Charles Sturt	2011	15-19	6088
Charles Sturt	2011	20-24	6757
Charles Sturt	2011	25-34	13270
Charles Sturt	2011	35-44	14279
Charles Sturt	2011	45-54	14461
Charles Sturt	2011	55-64	12266
Charles Sturt	2011	65-74	8683
Charles Sturt	2011	75-84	6907
Charles Sturt	2011	85+	3240
Charles Sturt	2016	0-4	5846
Charles Sturt	2016	5-14	11109
Charles Sturt	2016	15-19	6101
Charles Sturt	2016	20-24	7312
Charles Sturt	2016	25-34	15223
Charles Sturt	2016	35-44	13749
Charles Sturt	2016	45-54	15246
Charles Sturt	2016	55-64	13491
Charles Sturt	2016	65-74	10281
Charles Sturt	2016	75-84	6770
Charles Sturt	2016	85+	3567
Port Adelaide - West	2006	0-4	2813
Port Adelaide - West	2006	5-14	6238
Port Adelaide - West	2006	15-19	3292
Port Adelaide - West	2006	20-24	3444
Port Adelaide - West	2006	25-34	6547
Port Adelaide - West	2006	35-44	7781
Port Adelaide - West	2006	45-54	8111
Port Adelaide - West	2006	55-64	5794
Port Adelaide - West	2006	65-74	3880
Port Adelaide - West	2006	75-84	3513
Port Adelaide - West	2006	85+	1130
Port Adelaide - West	2011	0-4	3202
Port Adelaide - West	2011	5-14	6329
Port Adelaide - West	2011	15-19	3535
Port Adelaide - West	2011	20-24	3661
Port Adelaide - West	2011	25-34	7877
Port Adelaide - West	2011	35-44	8083
Port Adelaide - West	2011	45-54	8398
Port Adelaide - West	2011	55-64	6990
Port Adelaide - West	2011	65-74	4083
Port Adelaide - West	2011	75-84	3031
Port Adelaide - West	2011	85+	1425
Port Adelaide - West	2016	0-4	3130
Port Adelaide - West	2016	5-14	5970
Port Adelaide - West	2016	15-19	3423
Port Adelaide - West	2016	20-24	3705
Port Adelaide - West	2016	25-34	8076
Port Adelaide - West	2016	35-44	7580
Port Adelaide - West	2016	45-54	8411
Port Adelaide - West	2016	55-64	7945
Port Adelaide - West	2016	65-74	5256
Port Adelaide - West	2016	75-84	2891
Port Adelaide - West	2016	85+	1584
West Torrens	2006	0-4	2704
West Torrens	2006	5-14	5184
West Torrens	2006	15-19	3063
West Torrens	2006	20-24	4603
West Torrens	2006	25-34	8319
West Torrens	2006	35-44	8011
West Torrens	2006	45-54	6757
West Torrens	2006	55-64	5438
West Torrens	2006	65-74	4630
West Torrens	2006	75-84	4361
West Torrens	2006	85+	1655
West Torrens	2011	0-4	3116
West Torrens	2011	5-14	5357
West Torrens	2011	15-19	3120
West Torrens	2011	20-24	5032
West Torrens	2011	25-34	9520
West Torrens	2011	35-44	8139
West Torrens	2011	45-54	7378
West Torrens	2011	55-64	5721
West Torrens	2011	65-74	4583
West Torrens	2011	75-84	3900
West Torrens	2011	85+	1960
West Torrens	2016	0-4	3279
West Torrens	2016	5-14	5595
West Torrens	2016	15-19	3338
West Torrens	2016	20-24	4962
West Torrens	2016	25-34	10530
West Torrens	2016	35-44	8144
West Torrens	2016	45-54	7746
West Torrens	2016	55-64	6473
West Torrens	2016	65-74	4979
West Torrens	2016	75-84	3817
West Torrens	2016	85+	2214
Barossa	2006	0-4	1880
Barossa	2006	5-14	4499
Barossa	2006	15-19	2205
Barossa	2006	20-24	1499
Barossa	2006	25-34	3290
Barossa	2006	35-44	4719
Barossa	2006	45-54	5049
Barossa	2006	55-64	3836
Barossa	2006	65-74	2320
Barossa	2006	75-84	1550
Barossa	2006	85+	604
Barossa	2011	0-4	2122
Barossa	2011	5-14	4472
Barossa	2011	15-19	2126
Barossa	2011	20-24	1574
Barossa	2011	25-34	3358
Barossa	2011	35-44	4545
Barossa	2011	45-54	5186
Barossa	2011	55-64	4580
Barossa	2011	65-74	2838
Barossa	2011	75-84	1637
Barossa	2011	85+	759
Barossa	2016	0-4	1997
Barossa	2016	5-14	4757
Barossa	2016	15-19	2217
Barossa	2016	20-24	1693
Barossa	2016	25-34	3556
Barossa	2016	35-44	4357
Barossa	2016	45-54	5145
Barossa	2016	55-64	5264
Barossa	2016	65-74	3849
Barossa	2016	75-84	1858
Barossa	2016	85+	798
Lower North	2006	0-4	1244
Lower North	2006	5-14	2913
Lower North	2006	15-19	1309
Lower North	2006	20-24	883
Lower North	2006	25-34	1955
Lower North	2006	35-44	2933
Lower North	2006	45-54	3286
Lower North	2006	55-64	2938
Lower North	2006	65-74	1912
Lower North	2006	75-84	1346
Lower North	2006	85+	518
Lower North	2011	0-4	1336
Lower North	2011	5-14	2895
Lower North	2011	15-19	1309
Lower North	2011	20-24	916
Lower North	2011	25-34	1945
Lower North	2011	35-44	2710
Lower North	2011	45-54	3270
Lower North	2011	55-64	3369
Lower North	2011	65-74	2324
Lower North	2011	75-84	1364
Lower North	2011	85+	618
Lower North	2016	0-4	1263
Lower North	2016	5-14	2760
Lower North	2016	15-19	1178
Lower North	2016	20-24	885
Lower North	2016	25-34	2117
Lower North	2016	35-44	2347
Lower North	2016	45-54	3155
Lower North	2016	55-64	3694
Lower North	2016	65-74	3023
Lower North	2016	75-84	1456
Lower North	2016	85+	671
Mid North	2006	0-4	1583
Mid North	2006	5-14	4084
Mid North	2006	15-19	1695
Mid North	2006	20-24	1089
Mid North	2006	25-34	2636
Mid North	2006	35-44	3685
Mid North	2006	45-54	3990
Mid North	2006	55-64	3639
Mid North	2006	65-74	2594
Mid North	2006	75-84	1850
Mid North	2006	85+	620
Mid North	2011	0-4	1582
Mid North	2011	5-14	3624
Mid North	2011	15-19	1775
Mid North	2011	20-24	1195
Mid North	2011	25-34	2548
Mid North	2011	35-44	3238
Mid North	2011	45-54	3994
Mid North	2011	55-64	3845
Mid North	2011	65-74	2948
Mid North	2011	75-84	1808
Mid North	2011	85+	714
Mid North	2016	0-4	1455
Mid North	2016	5-14	3232
Mid North	2016	15-19	1662
Mid North	2016	20-24	1345
Mid North	2016	25-34	2578
Mid North	2016	35-44	2828
Mid North	2016	45-54	3791
Mid North	2016	55-64	4144
Mid North	2016	65-74	3467
Mid North	2016	75-84	1941
Mid North	2016	85+	826
Yorke Peninsula	2006	0-4	1042
Yorke Peninsula	2006	5-14	2882
Yorke Peninsula	2006	15-19	1191
Yorke Peninsula	2006	20-24	799
Yorke Peninsula	2006	25-34	1635
Yorke Peninsula	2006	35-44	2774
Yorke Peninsula	2006	45-54	3219
Yorke Peninsula	2006	55-64	3704
Yorke Peninsula	2006	65-74	2955
Yorke Peninsula	2006	75-84	1856
Yorke Peninsula	2006	85+	577
Yorke Peninsula	2011	0-4	1239
Yorke Peninsula	2011	5-14	2673
Yorke Peninsula	2011	15-19	1222
Yorke Peninsula	2011	20-24	943
Yorke Peninsula	2011	25-34	1874
Yorke Peninsula	2011	35-44	2417
Yorke Peninsula	2011	45-54	3362
Yorke Peninsula	2011	55-64	4052
Yorke Peninsula	2011	65-74	3516
Yorke Peninsula	2011	75-84	2029
Yorke Peninsula	2011	85+	676
Yorke Peninsula	2016	0-4	1090
Yorke Peninsula	2016	5-14	2629
Yorke Peninsula	2016	15-19	1203
Yorke Peninsula	2016	20-24	884
Yorke Peninsula	2016	25-34	2067
Yorke Peninsula	2016	35-44	2168
Yorke Peninsula	2016	45-54	3288
Yorke Peninsula	2016	55-64	4302
Yorke Peninsula	2016	65-74	4393
Yorke Peninsula	2016	75-84	2268
Yorke Peninsula	2016	85+	909
Eyre Peninsula and South West	2006	0-4	3675
Eyre Peninsula and South West	2006	5-14	8179
Eyre Peninsula and South West	2006	15-19	3604
Eyre Peninsula and South West	2006	20-24	2995
Eyre Peninsula and South West	2006	25-34	6392
Eyre Peninsula and South West	2006	35-44	8080
Eyre Peninsula and South West	2006	45-54	7745
Eyre Peninsula and South West	2006	55-64	6446
Eyre Peninsula and South West	2006	65-74	4163
Eyre Peninsula and South West	2006	75-84	2709
Eyre Peninsula and South West	2006	85+	896
Eyre Peninsula and South West	2011	0-4	3758
Eyre Peninsula and South West	2011	5-14	7752
Eyre Peninsula and South West	2011	15-19	3678
Eyre Peninsula and South West	2011	20-24	3164
Eyre Peninsula and South West	2011	25-34	6418
Eyre Peninsula and South West	2011	35-44	7676
Eyre Peninsula and South West	2011	45-54	8199
Eyre Peninsula and South West	2011	55-64	7011
Eyre Peninsula and South West	2011	65-74	4875
Eyre Peninsula and South West	2011	75-84	2794
Eyre Peninsula and South West	2011	85+	1056
Eyre Peninsula and South West	2016	0-4	3577
Eyre Peninsula and South West	2016	5-14	7425
Eyre Peninsula and South West	2016	15-19	3218
Eyre Peninsula and South West	2016	20-24	2948
Eyre Peninsula and South West	2016	25-34	6704
Eyre Peninsula and South West	2016	35-44	6614
Eyre Peninsula and South West	2016	45-54	8049
Eyre Peninsula and South West	2016	55-64	7805
Eyre Peninsula and South West	2016	65-74	5842
Eyre Peninsula and South West	2016	75-84	3117
Eyre Peninsula and South West	2016	85+	1314
Outback - North and East	2006	0-4	1992
Outback - North and East	2006	5-14	3962
Outback - North and East	2006	15-19	1726
Outback - North and East	2006	20-24	1796
Outback - North and East	2006	25-34	3811
Outback - North and East	2006	35-44	4155
Outback - North and East	2006	45-54	3912
Outback - North and East	2006	55-64	2946
Outback - North and East	2006	65-74	1636
Outback - North and East	2006	75-84	813
Outback - North and East	2006	85+	226
Outback - North and East	2011	0-4	2046
Outback - North and East	2011	5-14	3721
Outback - North and East	2011	15-19	1725
Outback - North and East	2011	20-24	2007
Outback - North and East	2011	25-34	4163
Outback - North and East	2011	35-44	4092
Outback - North and East	2011	45-54	4125
Outback - North and East	2011	55-64	3230
Outback - North and East	2011	65-74	1916
Outback - North and East	2011	75-84	907
Outback - North and East	2011	85+	272
Outback - North and East	2016	0-4	1784
Outback - North and East	2016	5-14	3290
Outback - North and East	2016	15-19	1335
Outback - North and East	2016	20-24	1711
Outback - North and East	2016	25-34	4023
Outback - North and East	2016	35-44	3327
Outback - North and East	2016	45-54	3741
Outback - North and East	2016	55-64	3380
Outback - North and East	2016	65-74	2272
Outback - North and East	2016	75-84	1013
Outback - North and East	2016	85+	338
Fleurieu - Kangaroo Island	2006	0-4	1993
Fleurieu - Kangaroo Island	2006	5-14	4915
Fleurieu - Kangaroo Island	2006	15-19	2303
Fleurieu - Kangaroo Island	2006	20-24	1456
Fleurieu - Kangaroo Island	2006	25-34	3269
Fleurieu - Kangaroo Island	2006	35-44	5045
Fleurieu - Kangaroo Island	2006	45-54	5875
Fleurieu - Kangaroo Island	2006	55-64	6694
Fleurieu - Kangaroo Island	2006	65-74	5097
Fleurieu - Kangaroo Island	2006	75-84	3462
Fleurieu - Kangaroo Island	2006	85+	1032
Fleurieu - Kangaroo Island	2011	0-4	2239
Fleurieu - Kangaroo Island	2011	5-14	5023
Fleurieu - Kangaroo Island	2011	15-19	2431
Fleurieu - Kangaroo Island	2011	20-24	1697
Fleurieu - Kangaroo Island	2011	25-34	3508
Fleurieu - Kangaroo Island	2011	35-44	5054
Fleurieu - Kangaroo Island	2011	45-54	6311
Fleurieu - Kangaroo Island	2011	55-64	7838
Fleurieu - Kangaroo Island	2011	65-74	6848
Fleurieu - Kangaroo Island	2011	75-84	3911
Fleurieu - Kangaroo Island	2011	85+	1487
Fleurieu - Kangaroo Island	2016	0-4	2172
Fleurieu - Kangaroo Island	2016	5-14	5277
Fleurieu - Kangaroo Island	2016	15-19	2376
Fleurieu - Kangaroo Island	2016	20-24	1800
Fleurieu - Kangaroo Island	2016	25-34	3785
Fleurieu - Kangaroo Island	2016	35-44	4818
Fleurieu - Kangaroo Island	2016	45-54	6237
Fleurieu - Kangaroo Island	2016	55-64	8176
Fleurieu - Kangaroo Island	2016	65-74	9171
Fleurieu - Kangaroo Island	2016	75-84	4716
Fleurieu - Kangaroo Island	2016	85+	1874
Limestone Coast	2006	0-4	4094
Limestone Coast	2006	5-14	9178
Limestone Coast	2006	15-19	3993
Limestone Coast	2006	20-24	3457
Limestone Coast	2006	25-34	7343
Limestone Coast	2006	35-44	9319
Limestone Coast	2006	45-54	9184
Limestone Coast	2006	55-64	6935
Limestone Coast	2006	65-74	4516
Limestone Coast	2006	75-84	3152
Limestone Coast	2006	85+	1048
Limestone Coast	2011	0-4	4187
Limestone Coast	2011	5-14	8625
Limestone Coast	2011	15-19	4099
Limestone Coast	2011	20-24	3157
Limestone Coast	2011	25-34	7182
Limestone Coast	2011	35-44	8472
Limestone Coast	2011	45-54	9091
Limestone Coast	2011	55-64	8315
Limestone Coast	2011	65-74	5347
Limestone Coast	2011	75-84	3300
Limestone Coast	2011	85+	1304
Limestone Coast	2016	0-4	3771
Limestone Coast	2016	5-14	8524
Limestone Coast	2016	15-19	3870
Limestone Coast	2016	20-24	3282
Limestone Coast	2016	25-34	7041
Limestone Coast	2016	35-44	7746
Limestone Coast	2016	45-54	9203
Limestone Coast	2016	55-64	8946
Limestone Coast	2016	65-74	6998
Limestone Coast	2016	75-84	3751
Limestone Coast	2016	85+	1671
Murray and Mallee	2006	0-4	4011
Murray and Mallee	2006	5-14	9543
Murray and Mallee	2006	15-19	4167
Murray and Mallee	2006	20-24	3205
Murray and Mallee	2006	25-34	7024
Murray and Mallee	2006	35-44	9532
Murray and Mallee	2006	45-54	9723
Murray and Mallee	2006	55-64	8703
Murray and Mallee	2006	65-74	5780
Murray and Mallee	2006	75-84	3849
Murray and Mallee	2006	85+	1228
Murray and Mallee	2011	0-4	3935
Murray and Mallee	2011	5-14	8762
Murray and Mallee	2011	15-19	4411
Murray and Mallee	2011	20-24	3342
Murray and Mallee	2011	25-34	6823
Murray and Mallee	2011	35-44	8748
Murray and Mallee	2011	45-54	9902
Murray and Mallee	2011	55-64	9540
Murray and Mallee	2011	65-74	6812
Murray and Mallee	2011	75-84	3915
Murray and Mallee	2011	85+	1532
Murray and Mallee	2016	0-4	3713
Murray and Mallee	2016	5-14	8110
Murray and Mallee	2016	15-19	4085
Murray and Mallee	2016	20-24	3645
Murray and Mallee	2016	25-34	7383
Murray and Mallee	2016	35-44	7584
Murray and Mallee	2016	45-54	9722
Murray and Mallee	2016	55-64	10080
Murray and Mallee	2016	65-74	8758
Murray and Mallee	2016	75-84	4575
Murray and Mallee	2016	85+	1892
Migratory - Offshore - Shipping (SA)	2006	0-4	0
Migratory - Offshore - Shipping (SA)	2006	5-14	0
Migratory - Offshore - Shipping (SA)	2006	15-19	0
Migratory - Offshore - Shipping (SA)	2006	20-24	0
Migratory - Offshore - Shipping (SA)	2006	25-34	4
Migratory - Offshore - Shipping (SA)	2006	35-44	0
Migratory - Offshore - Shipping (SA)	2006	45-54	0
Migratory - Offshore - Shipping (SA)	2006	55-64	0
Migratory - Offshore - Shipping (SA)	2006	65-74	0
Migratory - Offshore - Shipping (SA)	2006	75-84	0
Migratory - Offshore - Shipping (SA)	2006	85+	0
Migratory - Offshore - Shipping (SA)	2011	0-4	0
Migratory - Offshore - Shipping (SA)	2011	5-14	0
Migratory - Offshore - Shipping (SA)	2011	15-19	0
Migratory - Offshore - Shipping (SA)	2011	20-24	0
Migratory - Offshore - Shipping (SA)	2011	25-34	3
Migratory - Offshore - Shipping (SA)	2011	35-44	3
Migratory - Offshore - Shipping (SA)	2011	45-54	0
Migratory - Offshore - Shipping (SA)	2011	55-64	0
Migratory - Offshore - Shipping (SA)	2011	65-74	0
Migratory - Offshore - Shipping (SA)	2011	75-84	0
Migratory - Offshore - Shipping (SA)	2011	85+	0
Migratory - Offshore - Shipping (SA)	2016	0-4	0
Migratory - Offshore - Shipping (SA)	2016	5-14	0
Migratory - Offshore - Shipping (SA)	2016	15-19	0
Migratory - Offshore - Shipping (SA)	2016	20-24	0
Migratory - Offshore - Shipping (SA)	2016	25-34	0
Migratory - Offshore - Shipping (SA)	2016	35-44	0
Migratory - Offshore - Shipping (SA)	2016	45-54	0
Migratory - Offshore - Shipping (SA)	2016	55-64	3
Migratory - Offshore - Shipping (SA)	2016	65-74	0
Migratory - Offshore - Shipping (SA)	2016	75-84	0
Migratory - Offshore - Shipping (SA)	2016	85+	0
No usual address (SA)	2006	0-4	127
No usual address (SA)	2006	5-14	147
No usual address (SA)	2006	15-19	168
No usual address (SA)	2006	20-24	305
No usual address (SA)	2006	25-34	524
No usual address (SA)	2006	35-44	441
No usual address (SA)	2006	45-54	342
No usual address (SA)	2006	55-64	357
No usual address (SA)	2006	65-74	149
No usual address (SA)	2006	75-84	40
No usual address (SA)	2006	85+	26
No usual address (SA)	2011	0-4	132
No usual address (SA)	2011	5-14	169
No usual address (SA)	2011	15-19	145
No usual address (SA)	2011	20-24	287
No usual address (SA)	2011	25-34	588
No usual address (SA)	2011	35-44	479
No usual address (SA)	2011	45-54	458
No usual address (SA)	2011	55-64	428
No usual address (SA)	2011	65-74	228
No usual address (SA)	2011	75-84	84
No usual address (SA)	2011	85+	77
No usual address (SA)	2016	0-4	91
No usual address (SA)	2016	5-14	129
No usual address (SA)	2016	15-19	173
No usual address (SA)	2016	20-24	266
No usual address (SA)	2016	25-34	556
No usual address (SA)	2016	35-44	421
No usual address (SA)	2016	45-54	474
No usual address (SA)	2016	55-64	403
No usual address (SA)	2016	65-74	271
No usual address (SA)	2016	75-84	59
No usual address (SA)	2016	85+	22
Augusta - Margaret River - Busselton	2006	0-4	2334
Augusta - Margaret River - Busselton	2006	5-14	5381
Augusta - Margaret River - Busselton	2006	15-19	2330
Augusta - Margaret River - Busselton	2006	20-24	1602
Augusta - Margaret River - Busselton	2006	25-34	4289
Augusta - Margaret River - Busselton	2006	35-44	5535
Augusta - Margaret River - Busselton	2006	45-54	5258
Augusta - Margaret River - Busselton	2006	55-64	3882
Augusta - Margaret River - Busselton	2006	65-74	2687
