SA3_NAME16	Year	Sex	overseas_visitors
Rouse Hill - McGraths Hill	2006	M	29
Rouse Hill - McGraths Hill	2011	F	76
Rouse Hill - McGraths Hill	2011	M	45
Rouse Hill - McGraths Hill	2016	F	164
Rouse Hill - McGraths Hill	2016	M	103
Blacktown	2006	F	393
Blacktown	2006	M	306
Blacktown	2011	F	505
Blacktown	2011	M	326
Blacktown	2016	F	948
Blacktown	2016	M	619
Blacktown - North	2006	F	273
Blacktown - North	2006	M	210
Blacktown - North	2011	F	422
Blacktown - North	2011	M	265
Blacktown - North	2016	F	729
Blacktown - North	2016	M	441
Mount Druitt	2006	F	264
Mount Druitt	2006	M	151
Mount Druitt	2011	F	324
Mount Druitt	2011	M	194
Mount Druitt	2016	F	661
Mount Druitt	2016	M	435
Botany	2006	F	174
Botany	2006	M	163
Botany	2011	F	277
Botany	2011	M	218
Botany	2016	F	777
Botany	2016	M	676
Marrickville - Sydenham - Petersham	2006	F	284
Marrickville - Sydenham - Petersham	2006	M	237
Marrickville - Sydenham - Petersham	2011	F	247
Marrickville - Sydenham - Petersham	2011	M	215
Marrickville - Sydenham - Petersham	2016	F	314
Marrickville - Sydenham - Petersham	2016	M	274
Sydney Inner City	2006	F	6468
Sydney Inner City	2006	M	6999
Sydney Inner City	2011	F	7273
Sydney Inner City	2011	M	7788
Sydney Inner City	2016	F	12324
Sydney Inner City	2016	M	11599
Eastern Suburbs - North	2006	F	1468
Eastern Suburbs - North	2006	M	1373
Eastern Suburbs - North	2011	F	1299
Eastern Suburbs - North	2011	M	1055
Eastern Suburbs - North	2016	F	1485
Eastern Suburbs - North	2016	M	1380
Eastern Suburbs - South	2006	F	1302
Eastern Suburbs - South	2006	M	1186
Eastern Suburbs - South	2011	F	1348
Eastern Suburbs - South	2011	M	1244
Eastern Suburbs - South	2016	F	2014
Eastern Suburbs - South	2016	M	1492
Bankstown	2006	F	361
Bankstown	2006	M	284
Bankstown	2011	F	481
Bankstown	2011	M	330
Bankstown	2016	F	848
Bankstown	2016	M	650
Canterbury	2006	F	483
Canterbury	2006	M	362
Canterbury	2011	F	527
Canterbury	2011	M	365
Canterbury	2016	F	868
Canterbury	2016	M	681
Hurstville	2006	F	517
Hurstville	2006	M	356
Hurstville	2011	F	732
Hurstville	2011	M	491
Hurstville	2016	F	1341
Hurstville	2016	M	894
Kogarah - Rockdale	2006	F	558
Kogarah - Rockdale	2006	M	461
Kogarah - Rockdale	2011	F	686
Kogarah - Rockdale	2011	M	531
Kogarah - Rockdale	2016	F	1413
Kogarah - Rockdale	2016	M	994
Canada Bay	2006	F	310
Canada Bay	2006	M	216
Canada Bay	2011	F	411
Canada Bay	2011	M	260
Canada Bay	2016	F	829
Canada Bay	2016	M	553
Leichhardt	2006	F	304
Leichhardt	2006	M	223
Leichhardt	2011	F	292
Leichhardt	2011	M	246
Leichhardt	2016	F	322
Leichhardt	2016	M	217
Strathfield - Burwood - Ashfield	2006	F	943
Strathfield - Burwood - Ashfield	2006	M	766
Strathfield - Burwood - Ashfield	2011	F	946
Strathfield - Burwood - Ashfield	2011	M	737
Strathfield - Burwood - Ashfield	2016	F	1620
Strathfield - Burwood - Ashfield	2016	M	1218
Chatswood - Lane Cove	2006	F	911
Chatswood - Lane Cove	2006	M	669
Chatswood - Lane Cove	2011	F	879
Chatswood - Lane Cove	2011	M	772
Chatswood - Lane Cove	2016	F	1731
Chatswood - Lane Cove	2016	M	1294
Hornsby	2006	F	299
Hornsby	2006	M	222
Hornsby	2011	F	451
Hornsby	2011	M	308
Hornsby	2016	F	693
Hornsby	2016	M	449
Ku-ring-gai	2006	F	620
Ku-ring-gai	2006	M	464
Ku-ring-gai	2011	F	667
Ku-ring-gai	2011	M	567
Ku-ring-gai	2016	F	1180
Ku-ring-gai	2016	M	856
North Sydney - Mosman	2006	F	818
North Sydney - Mosman	2006	M	799
North Sydney - Mosman	2011	F	802
North Sydney - Mosman	2011	M	698
North Sydney - Mosman	2016	F	889
North Sydney - Mosman	2016	M	702
Manly	2006	F	457
Manly	2006	M	464
Manly	2011	F	371
Manly	2011	M	351
Manly	2016	F	417
Manly	2016	M	374
Pittwater	2006	F	222
Pittwater	2006	M	195
Pittwater	2011	F	191
Pittwater	2011	M	181
Pittwater	2016	F	257
Pittwater	2016	M	248
Warringah	2006	F	723
Warringah	2006	M	547
Warringah	2011	F	656
Warringah	2011	M	499
Warringah	2016	F	842
Warringah	2016	M	618
Camden	2006	F	76
Camden	2006	M	49
Camden	2011	F	74
Camden	2011	M	50
Camden	2016	F	123
Camden	2016	M	98
Campbelltown (NSW)	2006	F	262
Campbelltown (NSW)	2006	M	201
Campbelltown (NSW)	2011	F	284
Campbelltown (NSW)	2011	M	224
Campbelltown (NSW)	2016	F	714
Campbelltown (NSW)	2016	M	488
Wollondilly	2006	F	74
Wollondilly	2006	M	61
Wollondilly	2011	F	38
Wollondilly	2011	M	25
Wollondilly	2016	F	58
Wollondilly	2016	M	45
Blue Mountains	2006	F	337
Blue Mountains	2006	M	282
Blue Mountains	2011	F	269
Blue Mountains	2011	M	227
Blue Mountains	2016	F	524
Blue Mountains	2016	M	401
Blue Mountains - South	2006	F	0
Blue Mountains - South	2006	M	0
Blue Mountains - South	2011	F	0
Blue Mountains - South	2011	M	0
Blue Mountains - South	2016	F	0
Blue Mountains - South	2016	M	0
Penrith	2006	F	209
Penrith	2006	M	150
Penrith	2011	F	192
Penrith	2011	M	156
Penrith	2016	F	438
Penrith	2016	M	288
Richmond - Windsor	2006	F	62
Richmond - Windsor	2006	M	55
Richmond - Windsor	2011	F	57
Richmond - Windsor	2011	M	49
Richmond - Windsor	2016	F	68
Richmond - Windsor	2016	M	49
St Marys	2006	F	99
St Marys	2006	M	75
St Marys	2011	F	82
St Marys	2011	M	49
St Marys	2016	F	149
St Marys	2016	M	95
Auburn	2006	F	350
Auburn	2006	M	305
Auburn	2011	F	483
Auburn	2011	M	340
Auburn	2016	F	867
Auburn	2016	M	785
Carlingford	2006	F	303
Carlingford	2006	M	198
Carlingford	2011	F	342
Carlingford	2011	M	263
Carlingford	2016	F	621
Carlingford	2016	M	493
Merrylands - Guildford	2006	F	321
Merrylands - Guildford	2006	M	233
Merrylands - Guildford	2011	F	361
Merrylands - Guildford	2011	M	265
Merrylands - Guildford	2016	F	725
Merrylands - Guildford	2016	M	506
Parramatta	2006	F	807
Parramatta	2006	M	720
Parramatta	2011	F	1182
Parramatta	2011	M	960
Parramatta	2016	F	2003
Parramatta	2016	M	1466
Pennant Hills - Epping	2006	F	253
Pennant Hills - Epping	2006	M	169
Pennant Hills - Epping	2011	F	285
Pennant Hills - Epping	2011	M	211
Pennant Hills - Epping	2016	F	500
Pennant Hills - Epping	2016	M	388
Ryde - Hunters Hill	2006	F	1097
Ryde - Hunters Hill	2006	M	844
Ryde - Hunters Hill	2011	F	1218
Ryde - Hunters Hill	2011	M	912
Ryde - Hunters Hill	2016	F	1832
Ryde - Hunters Hill	2016	M	1391
Bringelly - Green Valley	2006	F	113
Bringelly - Green Valley	2006	M	77
Bringelly - Green Valley	2011	F	156
Bringelly - Green Valley	2011	M	92
Bringelly - Green Valley	2016	F	268
Bringelly - Green Valley	2016	M	188
Fairfield	2006	F	291
Fairfield	2006	M	239
Fairfield	2011	F	331
Fairfield	2011	M	277
Fairfield	2016	F	639
Fairfield	2016	M	493
Liverpool	2006	F	211
Liverpool	2006	M	128
Liverpool	2011	F	362
Liverpool	2011	M	221
Liverpool	2016	F	625
Liverpool	2016	M	459
Cronulla - Miranda - Caringbah	2006	F	267
Cronulla - Miranda - Caringbah	2006	M	259
Cronulla - Miranda - Caringbah	2011	F	271
Cronulla - Miranda - Caringbah	2011	M	230
Cronulla - Miranda - Caringbah	2016	F	357
Cronulla - Miranda - Caringbah	2016	M	272
Sutherland - Menai - Heathcote	2006	F	171
Sutherland - Menai - Heathcote	2006	M	129
Sutherland - Menai - Heathcote	2011	F	187
Sutherland - Menai - Heathcote	2011	M	158
Sutherland - Menai - Heathcote	2016	F	285
Sutherland - Menai - Heathcote	2016	M	218
Migratory - Offshore - Shipping (NSW)	2006	F	37
Migratory - Offshore - Shipping (NSW)	2006	M	33
Migratory - Offshore - Shipping (NSW)	2011	F	97
Migratory - Offshore - Shipping (NSW)	2011	M	71
Migratory - Offshore - Shipping (NSW)	2016	F	184
Migratory - Offshore - Shipping (NSW)	2016	M	151
No usual address (NSW)	2006	F	0
No usual address (NSW)	2006	M	0
No usual address (NSW)	2011	F	0
No usual address (NSW)	2011	M	0
No usual address (NSW)	2016	F	0
No usual address (NSW)	2016	M	0
Ballarat	2006	F	155
Ballarat	2006	M	118
Ballarat	2011	F	178
Ballarat	2011	M	139
Ballarat	2016	F	229
Ballarat	2016	M	181
Creswick - Daylesford - Ballan	2006	F	24
Creswick - Daylesford - Ballan	2006	M	23
Creswick - Daylesford - Ballan	2011	F	49
Creswick - Daylesford - Ballan	2011	M	35
Creswick - Daylesford - Ballan	2016	F	54
Creswick - Daylesford - Ballan	2016	M	30
Maryborough - Pyrenees	2006	F	14
Maryborough - Pyrenees	2006	M	5
Maryborough - Pyrenees	2011	F	15
Maryborough - Pyrenees	2011	M	17
Maryborough - Pyrenees	2016	F	21
Maryborough - Pyrenees	2016	M	17
Bendigo	2006	F	111
Bendigo	2006	M	93
Bendigo	2011	F	112
Bendigo	2011	M	86
Bendigo	2016	F	201
Bendigo	2016	M	157
Heathcote - Castlemaine - Kyneton	2006	F	60
Heathcote - Castlemaine - Kyneton	2006	M	43
Heathcote - Castlemaine - Kyneton	2011	F	81
Heathcote - Castlemaine - Kyneton	2011	M	74
Heathcote - Castlemaine - Kyneton	2016	F	99
Heathcote - Castlemaine - Kyneton	2016	M	58
Loddon - Elmore	2006	F	6
Loddon - Elmore	2006	M	7
Loddon - Elmore	2011	F	5
Loddon - Elmore	2011	M	8
Loddon - Elmore	2016	F	18
Loddon - Elmore	2016	M	16
Barwon - West	2006	F	18
Barwon - West	2006	M	21
Barwon - West	2011	F	20
Barwon - West	2011	M	22
Barwon - West	2016	F	31
Barwon - West	2016	M	12
Geelong	2006	F	350
Geelong	2006	M	290
Geelong	2011	F	364
Geelong	2011	M	354
Geelong	2016	F	511
Geelong	2016	M	466
Surf Coast - Bellarine Peninsula	2006	F	138
Surf Coast - Bellarine Peninsula	2006	M	104
Surf Coast - Bellarine Peninsula	2011	F	158
Surf Coast - Bellarine Peninsula	2011	M	136
Surf Coast - Bellarine Peninsula	2016	F	166
Surf Coast - Bellarine Peninsula	2016	M	149
Upper Goulburn Valley	2006	F	140
Upper Goulburn Valley	2006	M	182
Upper Goulburn Valley	2011	F	264
Upper Goulburn Valley	2011	M	282
Upper Goulburn Valley	2016	F	283
Upper Goulburn Valley	2016	M	301
Wangaratta - Benalla	2006	F	52
Wangaratta - Benalla	2006	M	50
Wangaratta - Benalla	2011	F	70
Wangaratta - Benalla	2011	M	48
Wangaratta - Benalla	2016	F	67
Wangaratta - Benalla	2016	M	61
Wodonga - Alpine	2006	F	200
Wodonga - Alpine	2006	M	221
Wodonga - Alpine	2011	F	197
Wodonga - Alpine	2011	M	207
Wodonga - Alpine	2016	F	283
Wodonga - Alpine	2016	M	231
Baw Baw	2006	F	55
Baw Baw	2006	M	48
Baw Baw	2011	F	61
Baw Baw	2011	M	48
Baw Baw	2016	F	141
Baw Baw	2016	M	97
Gippsland - East	2006	F	57
Gippsland - East	2006	M	46
Gippsland - East	2011	F	88
Gippsland - East	2011	M	62
Gippsland - East	2016	F	107
Gippsland - East	2016	M	71
Gippsland - South West	2006	F	118
Gippsland - South West	2006	M	72
Gippsland - South West	2011	F	153
Gippsland - South West	2011	M	124
Gippsland - South West	2016	F	159
Gippsland - South West	2016	M	118
Latrobe Valley	2006	F	94
Latrobe Valley	2006	M	90
Latrobe Valley	2011	F	88
Latrobe Valley	2011	M	76
Latrobe Valley	2016	F	90
Latrobe Valley	2016	M	61
Wellington	2006	F	65
Wellington	2006	M	41
Wellington	2011	F	86
Wellington	2011	M	83
Wellington	2016	F	86
Wellington	2016	M	85
Brunswick - Coburg	2006	F	309
Brunswick - Coburg	2006	M	197
Brunswick - Coburg	2011	F	383
Brunswick - Coburg	2011	M	295
Brunswick - Coburg	2016	F	478
Brunswick - Coburg	2016	M	363
Darebin - South	2006	F	141
Darebin - South	2006	M	121
Darebin - South	2011	F	147
Darebin - South	2011	M	106
Darebin - South	2016	F	224
Darebin - South	2016	M	129
Essendon	2006	F	180
Essendon	2006	M	156
Essendon	2011	F	256
Essendon	2011	M	190
Essendon	2016	F	379
Essendon	2016	M	270
Melbourne City	2006	F	4011
Melbourne City	2006	M	4560
Melbourne City	2011	F	4743
Melbourne City	2011	M	5063
Melbourne City	2016	F	8764
Melbourne City	2016	M	7549
Port Phillip	2006	F	944
Port Phillip	2006	M	930
Port Phillip	2011	F	1060
Port Phillip	2011	M	1117
Port Phillip	2016	F	1500
Port Phillip	2016	M	1243
Stonnington - West	2006	F	397
Stonnington - West	2006	M	427
Stonnington - West	2011	F	533
Stonnington - West	2011	M	526
Stonnington - West	2016	F	744
Stonnington - West	2016	M	614
Yarra	2006	F	432
Yarra	2006	M	341
Yarra	2011	F	398
Yarra	2011	M	376
Yarra	2016	F	757
Yarra	2016	M	548
Boroondara	2006	F	849
Boroondara	2006	M	693
Boroondara	2011	F	1107
Boroondara	2011	M	868
Boroondara	2016	F	1648
Boroondara	2016	M	1346
Manningham - West	2006	F	412
Manningham - West	2006	M	277
Manningham - West	2011	F	458
Manningham - West	2011	M	356
Manningham - West	2016	F	1033
Manningham - West	2016	M	768
Whitehorse - West	2006	F	577
Whitehorse - West	2006	M	399
Whitehorse - West	2011	F	718
Whitehorse - West	2011	M	555
Whitehorse - West	2016	F	1368
Whitehorse - West	2016	M	989
Bayside	2006	F	347
Bayside	2006	M	260
Bayside	2011	F	344
Bayside	2011	M	257
Bayside	2016	F	567
Bayside	2016	M	378
Glen Eira	2006	F	594
Glen Eira	2006	M	439
Glen Eira	2011	F	707
Glen Eira	2011	M	559
Glen Eira	2016	F	1137
Glen Eira	2016	M	789
Kingston	2006	F	273
Kingston	2006	M	185
Kingston	2011	F	331
Kingston	2011	M	215
Kingston	2016	F	528
Kingston	2016	M	361
Stonnington - East	2006	F	191
Stonnington - East	2006	M	162
Stonnington - East	2011	F	244
Stonnington - East	2011	M	184
Stonnington - East	2016	F	320
Stonnington - East	2016	M	205
Banyule	2006	F	323
Banyule	2006	M	221
Banyule	2011	F	392
Banyule	2011	M	240
Banyule	2016	F	647
Banyule	2016	M	451
Darebin - North	2006	F	400
Darebin - North	2006	M	335
Darebin - North	2011	F	543
Darebin - North	2011	M	462
Darebin - North	2016	F	774
Darebin - North	2016	M	547
Nillumbik - Kinglake	2006	F	105
Nillumbik - Kinglake	2006	M	81
Nillumbik - Kinglake	2011	F	113
Nillumbik - Kinglake	2011	M	117
Nillumbik - Kinglake	2016	F	171
Nillumbik - Kinglake	2016	M	115
Whittlesea - Wallan	2006	F	225
Whittlesea - Wallan	2006	M	146
Whittlesea - Wallan	2011	F	494
Whittlesea - Wallan	2011	M	350
Whittlesea - Wallan	2016	F	1174
Whittlesea - Wallan	2016	M	742
Keilor	2006	F	91
Keilor	2006	M	70
Keilor	2011	F	108
Keilor	2011	M	78
Keilor	2016	F	212
Keilor	2016	M	143
Macedon Ranges	2006	F	25
Macedon Ranges	2006	M	28
Macedon Ranges	2011	F	48
Macedon Ranges	2011	M	41
Macedon Ranges	2016	F	47
Macedon Ranges	2016	M	30
Moreland - North	2006	F	135
Moreland - North	2006	M	129
Moreland - North	2011	F	267
Moreland - North	2011	M	194
Moreland - North	2016	F	398
Moreland - North	2016	M	280
Sunbury	2006	F	46
Sunbury	2006	M	37
Sunbury	2011	F	47
Sunbury	2011	M	37
Sunbury	2016	F	83
Sunbury	2016	M	72
Tullamarine - Broadmeadows	2006	F	213
Tullamarine - Broadmeadows	2006	M	189
Tullamarine - Broadmeadows	2011	F	382
Tullamarine - Broadmeadows	2011	M	338
Tullamarine - Broadmeadows	2016	F	800
Tullamarine - Broadmeadows	2016	M	575
Knox	2006	F	343
Knox	2006	M	216
Knox	2011	F	430
Knox	2011	M	288
Knox	2016	F	930
Knox	2016	M	595
Manningham - East	2006	F	70
Manningham - East	2006	M	60
Manningham - East	2011	F	79
Manningham - East	2011	M	53
Manningham - East	2016	F	100
Manningham - East	2016	M	87
Maroondah	2006	F	159
Maroondah	2006	M	97
Maroondah	2011	F	268
Maroondah	2011	M	167
Maroondah	2016	F	501
Maroondah	2016	M	350
Whitehorse - East	2006	F	194
Whitehorse - East	2006	M	135
Whitehorse - East	2011	F	276
Whitehorse - East	2011	M	219
Whitehorse - East	2016	F	574
Whitehorse - East	2016	M	387
Yarra Ranges	2006	F	255
Yarra Ranges	2006	M	173
Yarra Ranges	2011	F	217
Yarra Ranges	2011	M	176
Yarra Ranges	2016	F	340
Yarra Ranges	2016	M	237
Cardinia	2006	F	59
Cardinia	2006	M	58
Cardinia	2011	F	113
Cardinia	2011	M	107
Cardinia	2016	F	276
Cardinia	2016	M	179
Casey - North	2006	F	278
Casey - North	2006	M	167
Casey - North	2011	F	354
Casey - North	2011	M	234
Casey - North	2016	F	651
Casey - North	2016	M	432
Casey - South	2006	F	183
Casey - South	2006	M	142
Casey - South	2011	F	408
Casey - South	2011	M	268
Casey - South	2016	F	998
Casey - South	2016	M	668
Dandenong	2006	F	467
Dandenong	2006	M	381
Dandenong	2011	F	699
Dandenong	2011	M	491
Dandenong	2016	F	1405
Dandenong	2016	M	1022
Monash	2006	F	999
Monash	2006	M	848
Monash	2011	F	1283
Monash	2011	M	1153
Monash	2016	F	2540
Monash	2016	M	1864
Brimbank	2006	F	301
Brimbank	2006	M	206
Brimbank	2011	F	553
Brimbank	2011	M	353
Brimbank	2016	F	899
Brimbank	2016	M	640
Hobsons Bay	2006	F	207
Hobsons Bay	2006	M	143
Hobsons Bay	2011	F	246
