SA3_NAME16	Year	SpeaksEnglishOnly	persons
Augusta - Margaret River - Busselton	2011	1	38036
Augusta - Margaret River - Busselton	2016	0	2663
Augusta - Margaret River - Busselton	2016	1	44477
Bunbury	2006	0	3615
Bunbury	2006	1	73653
Bunbury	2011	0	5634
Bunbury	2011	1	83436
Bunbury	2016	0	7347
Bunbury	2016	1	87621
Manjimup	2006	0	829
Manjimup	2006	1	18934
Manjimup	2011	0	999
Manjimup	2011	1	19930
Manjimup	2016	0	984
Manjimup	2016	1	19902
Mandurah	2006	0	1894
Mandurah	2006	1	60372
Mandurah	2011	0	3743
Mandurah	2011	1	74646
Mandurah	2016	0	5947
Mandurah	2016	1	84395
Cottesloe - Claremont	2006	0	6424
Cottesloe - Claremont	2006	1	51828
Cottesloe - Claremont	2011	0	8072
Cottesloe - Claremont	2011	1	52779
Cottesloe - Claremont	2016	0	10067
Cottesloe - Claremont	2016	1	53729
Perth City	2006	0	14102
Perth City	2006	1	56742
Perth City	2011	0	19777
Perth City	2011	1	64426
Perth City	2016	0	24261
Perth City	2016	1	67780
Bayswater - Bassendean	2006	0	14117
Bayswater - Bassendean	2006	1	51983
Bayswater - Bassendean	2011	0	18196
Bayswater - Bassendean	2011	1	54265
Bayswater - Bassendean	2016	0	20914
Bayswater - Bassendean	2016	1	54707
Mundaring	2006	0	1751
Mundaring	2006	1	34157
Mundaring	2011	0	2096
Mundaring	2011	1	35025
Mundaring	2016	0	2706
Mundaring	2016	1	35228
Swan	2006	0	12494
Swan	2006	1	70337
Swan	2011	0	16503
Swan	2011	1	81104
Swan	2016	0	26885
Swan	2016	1	92980
Joondalup	2006	0	12605
Joondalup	2006	1	131141
Joondalup	2011	0	14991
Joondalup	2011	1	132441
Joondalup	2016	0	16936
Joondalup	2016	1	131876
Stirling	2006	0	33490
Stirling	2006	1	117037
Stirling	2011	0	43804
Stirling	2011	1	124136
Stirling	2016	0	52961
Stirling	2016	1	127369
Wanneroo	2006	0	16955
Wanneroo	2006	1	87975
Wanneroo	2011	0	26919
Wanneroo	2011	1	117870
Wanneroo	2016	0	38213
Wanneroo	2016	1	139070
Armadale	2006	0	2906
Armadale	2006	1	44713
Armadale	2011	0	6017
Armadale	2011	1	52781
Armadale	2016	0	14919
Armadale	2016	1	59756
Belmont - Victoria Park	2006	0	9268
Belmont - Victoria Park	2006	1	40745
Belmont - Victoria Park	2011	0	15823
Belmont - Victoria Park	2011	1	43138
Belmont - Victoria Park	2016	0	20243
Belmont - Victoria Park	2016	1	43773
Canning	2006	0	18028
Canning	2006	1	58145
Canning	2011	0	27875
Canning	2011	1	56446
Canning	2016	0	36611
Canning	2016	1	52184
Gosnells	2006	0	12536
Gosnells	2006	1	73570
Gosnells	2011	0	23227
Gosnells	2011	1	76432
Gosnells	2016	0	37750
Gosnells	2016	1	73408
Kalamunda	2006	0	3037
Kalamunda	2006	1	44112
Kalamunda	2011	0	4226
Kalamunda	2011	1	46750
Kalamunda	2016	0	6796
Kalamunda	2016	1	47468
Serpentine - Jarrahdale	2006	0	465
Serpentine - Jarrahdale	2006	1	12019
Serpentine - Jarrahdale	2011	0	754
Serpentine - Jarrahdale	2011	1	16102
Serpentine - Jarrahdale	2016	0	2470
Serpentine - Jarrahdale	2016	1	22490
South Perth	2006	0	6565
South Perth	2006	1	28898
South Perth	2011	0	8284
South Perth	2011	1	30048
South Perth	2016	0	9271
South Perth	2016	1	29954
Cockburn	2006	0	11824
Cockburn	2006	1	56073
Cockburn	2011	0	16665
Cockburn	2011	1	66938
Cockburn	2016	0	21991
Cockburn	2016	1	73877
Fremantle	2006	0	4341
Fremantle	2006	1	25010
Fremantle	2011	0	4683
Fremantle	2011	1	27108
Fremantle	2016	0	4880
Fremantle	2016	1	28523
Kwinana	2006	0	1359
Kwinana	2006	1	19267
Kwinana	2011	0	2830
Kwinana	2011	1	23680
Kwinana	2016	0	7422
Kwinana	2016	1	27816
Melville	2006	0	14951
Melville	2006	1	76366
Melville	2011	0	17646
Melville	2011	1	76971
Melville	2016	0	20048
Melville	2016	1	75897
Rockingham	2006	0	3419
Rockingham	2006	1	75304
Rockingham	2011	0	6065
Rockingham	2011	1	92619
Rockingham	2016	0	9673
Rockingham	2016	1	106543
Albany	2006	0	2139
Albany	2006	1	47584
Albany	2011	0	3138
Albany	2011	1	49741
Albany	2016	0	3764
Albany	2016	1	50411
Wheat Belt - North	2006	0	1402
Wheat Belt - North	2006	1	46078
Wheat Belt - North	2011	0	2136
Wheat Belt - North	2011	1	48034
Wheat Belt - North	2016	0	2549
Wheat Belt - North	2016	1	47728
Wheat Belt - South	2006	0	422
Wheat Belt - South	2006	1	18576
Wheat Belt - South	2011	0	692
Wheat Belt - South	2011	1	18926
Wheat Belt - South	2016	0	725
Wheat Belt - South	2016	1	17468
Kimberley	2006	0	4433
Kimberley	2006	1	20800
Kimberley	2011	0	6204
Kimberley	2011	1	23741
Kimberley	2016	0	6910
Kimberley	2016	1	22911
East Pilbara	2006	0	2459
East Pilbara	2006	1	11867
East Pilbara	2011	0	3529
East Pilbara	2011	1	18065
East Pilbara	2016	0	4041
East Pilbara	2016	1	16760
West Pilbara	2006	0	1561
West Pilbara	2006	1	17942
West Pilbara	2011	0	3036
West Pilbara	2011	1	23700
West Pilbara	2016	0	4216
West Pilbara	2016	1	25377
Esperance	2006	0	413
Esperance	2006	1	13714
Esperance	2011	0	570
Esperance	2011	1	14112
Esperance	2016	0	563
Esperance	2016	1	13595
Gascoyne	2006	0	647
Gascoyne	2006	1	7504
Gascoyne	2011	0	750
Gascoyne	2011	1	7666
Gascoyne	2016	0	909
Gascoyne	2016	1	7329
Goldfields	2006	0	3158
Goldfields	2006	1	29747
Goldfields	2011	0	4810
Goldfields	2011	1	31884
Goldfields	2016	0	5547
Goldfields	2016	1	29212
Mid West	2006	0	1737
Mid West	2006	1	42915
Mid West	2011	0	2871
Mid West	2011	1	47347
Mid West	2016	0	3506
Mid West	2016	1	45314
Migratory - Offshore - Shipping (WA)	2006	0	27
Migratory - Offshore - Shipping (WA)	2006	1	281
Migratory - Offshore - Shipping (WA)	2011	0	39
Migratory - Offshore - Shipping (WA)	2011	1	311
Migratory - Offshore - Shipping (WA)	2016	0	53
Migratory - Offshore - Shipping (WA)	2016	1	309
No usual address (WA)	2006	0	460
No usual address (WA)	2006	1	4837
No usual address (WA)	2011	0	698
No usual address (WA)	2011	1	5334
No usual address (WA)	2016	0	585
No usual address (WA)	2016	1	3819
Brighton	2006	0	234
Brighton	2006	1	13457
Brighton	2011	0	319
Brighton	2011	1	14857
Brighton	2016	0	344
Brighton	2016	1	15594
Hobart - North East	2006	0	1200
Hobart - North East	2006	1	43551
Hobart - North East	2011	0	1762
Hobart - North East	2011	1	45728
Hobart - North East	2016	0	2142
Hobart - North East	2016	1	47465
Hobart - North West	2006	0	2350
Hobart - North West	2006	1	44965
Hobart - North West	2011	0	3373
Hobart - North West	2011	1	45906
Hobart - North West	2016	0	4484
Hobart - North West	2016	1	45178
Hobart - South and West	2006	0	1304
Hobart - South and West	2006	1	26059
Hobart - South and West	2011	0	1742
Hobart - South and West	2011	1	28463
Hobart - South and West	2016	0	2052
Hobart - South and West	2016	1	29429
Hobart Inner	2006	0	4838
Hobart Inner	2006	1	40194
Hobart Inner	2011	0	6132
Hobart Inner	2011	1	40415
Hobart Inner	2016	0	7608
Hobart Inner	2016	1	39970
Sorell - Dodges Ferry	2006	0	266
Sorell - Dodges Ferry	2006	1	13057
Sorell - Dodges Ferry	2011	0	290
Sorell - Dodges Ferry	2011	1	13988
Sorell - Dodges Ferry	2016	0	359
Sorell - Dodges Ferry	2016	1	14753
Launceston	2006	0	3022
Launceston	2006	1	69391
Launceston	2011	0	4238
Launceston	2011	1	72027
Launceston	2016	0	5474
Launceston	2016	1	70134
Meander Valley - West Tamar	2006	0	411
Meander Valley - West Tamar	2006	1	20410
Meander Valley - West Tamar	2011	0	442
Meander Valley - West Tamar	2011	1	20784
Meander Valley - West Tamar	2016	0	468
Meander Valley - West Tamar	2016	1	20471
North East	2006	0	497
North East	2006	1	34179
North East	2011	0	624
North East	2011	1	34635
North East	2016	0	667
North East	2016	1	33611
Central Highlands (Tas.)	2006	0	105
Central Highlands (Tas.)	2006	1	10154
Central Highlands (Tas.)	2011	0	148
Central Highlands (Tas.)	2011	1	10667
Central Highlands (Tas.)	2016	0	141
Central Highlands (Tas.)	2016	1	10299
Huon - Bruny Island	2006	0	404
Huon - Bruny Island	2006	1	15526
Huon - Bruny Island	2011	0	553
Huon - Bruny Island	2011	1	16785
Huon - Bruny Island	2016	0	671
Huon - Bruny Island	2016	1	17180
South East Coast	2006	0	118
South East Coast	2006	1	5957
South East Coast	2011	0	141
South East Coast	2011	1	6131
South East Coast	2016	0	164
South East Coast	2016	1	5943
Burnie - Ulverstone	2006	0	840
Burnie - Ulverstone	2006	1	44514
Burnie - Ulverstone	2011	0	987
Burnie - Ulverstone	2011	1	45077
Burnie - Ulverstone	2016	0	1010
Burnie - Ulverstone	2016	1	43666
Devonport	2006	0	742
Devonport	2006	1	38646
Devonport	2011	0	934
Devonport	2011	1	40842
Devonport	2016	0	1200
Devonport	2016	1	40438
West Coast	2006	0	319
West Coast	2006	1	17257
West Coast	2011	0	383
West Coast	2011	1	16858
West Coast	2016	0	427
West Coast	2016	1	15558
Migratory - Offshore - Shipping (Tas.)	2006	0	4
Migratory - Offshore - Shipping (Tas.)	2006	1	73
Migratory - Offshore - Shipping (Tas.)	2011	0	7
Migratory - Offshore - Shipping (Tas.)	2011	1	101
Migratory - Offshore - Shipping (Tas.)	2016	0	10
Migratory - Offshore - Shipping (Tas.)	2016	1	60
No usual address (Tas.)	2006	0	40
No usual address (Tas.)	2006	1	769
No usual address (Tas.)	2011	0	77
No usual address (Tas.)	2011	1	855
No usual address (Tas.)	2016	0	67
No usual address (Tas.)	2016	1	680
Darwin City	2006	0	2321
Darwin City	2006	1	14734
Darwin City	2011	0	4016
Darwin City	2011	1	15837
Darwin City	2016	0	5946
Darwin City	2016	1	16692
Darwin Suburbs	2006	0	8505
Darwin Suburbs	2006	1	34745
Darwin Suburbs	2011	0	11364
Darwin Suburbs	2011	1	33935
Darwin Suburbs	2016	0	15358
Darwin Suburbs	2016	1	32927
Litchfield	2006	0	840
Litchfield	2006	1	12606
Litchfield	2011	0	976
Litchfield	2011	1	15307
Litchfield	2016	0	1376
Litchfield	2016	1	17567
Palmerston	2006	0	1551
Palmerston	2006	1	19315
Palmerston	2011	0	2648
Palmerston	2011	1	22544
Palmerston	2016	0	5025
Palmerston	2016	1	25752
Alice Springs	2006	0	10290
Alice Springs	2006	1	21603
Alice Springs	2011	0	11160
Alice Springs	2011	1	21049
Alice Springs	2016	0	11866
Alice Springs	2016	1	19064
Barkly	2006	0	1837
Barkly	2006	1	2694
Barkly	2011	0	2038
Barkly	2011	1	2851
Barkly	2016	0	2360
Barkly	2016	1	2562
Daly - Tiwi - West Arnhem	2006	0	7573
Daly - Tiwi - West Arnhem	2006	1	4725
Daly - Tiwi - West Arnhem	2011	0	9562
Daly - Tiwi - West Arnhem	2011	1	5316
Daly - Tiwi - West Arnhem	2016	0	9546
Daly - Tiwi - West Arnhem	2016	1	4660
East Arnhem	2006	0	6908
East Arnhem	2006	1	5110
East Arnhem	2011	0	8436
East Arnhem	2011	1	4833
East Arnhem	2016	0	8507
East Arnhem	2016	1	3370
Katherine	2006	0	4751
Katherine	2006	1	10214
Katherine	2011	0	6266
Katherine	2011	1	9842
Katherine	2016	0	7070
Katherine	2016	1	8643
Migratory - Offshore - Shipping (NT)	2006	0	14
Migratory - Offshore - Shipping (NT)	2006	1	67
Migratory - Offshore - Shipping (NT)	2011	0	18
Migratory - Offshore - Shipping (NT)	2011	1	78
Migratory - Offshore - Shipping (NT)	2016	0	37
Migratory - Offshore - Shipping (NT)	2016	1	27
No usual address (NT)	2006	0	125
No usual address (NT)	2006	1	1470
No usual address (NT)	2011	0	198
No usual address (NT)	2011	1	1429
No usual address (NT)	2016	0	455
No usual address (NT)	2016	1	1364
Belconnen	2006	0	13161
Belconnen	2006	1	68009
Belconnen	2011	0	17019
Belconnen	2011	1	71240
Belconnen	2016	0	20861
Belconnen	2016	1	70472
Canberra East	2006	0	52
Canberra East	2006	1	966
Canberra East	2011	0	78
Canberra East	2011	1	976
Canberra East	2016	0	99
Canberra East	2016	1	864
Gungahlin	2006	0	6782
Gungahlin	2006	1	23467
Gungahlin	2011	0	13266
Gungahlin	2011	1	32598
Gungahlin	2016	0	23657
Gungahlin	2016	1	44360
North Canberra	2006	0	6846
North Canberra	2006	1	32288
North Canberra	2011	0	9741
North Canberra	2011	1	35230
North Canberra	2016	0	12184
North Canberra	2016	1	37034
South Canberra	2006	0	2916
South Canberra	2006	1	18382
South Canberra	2011	0	3835
South Canberra	2011	1	19152
South Canberra	2016	0	4906
South Canberra	2016	1	20049
Tuggeranong	2006	0	9912
Tuggeranong	2006	1	74090
Tuggeranong	2011	0	11137
Tuggeranong	2011	1	73269
Tuggeranong	2016	0	12077
Tuggeranong	2016	1	69274
Weston Creek	2006	0	2322
Weston Creek	2006	1	19071
Weston Creek	2011	0	2786
Weston Creek	2011	1	19346
Weston Creek	2016	0	3117
Weston Creek	2016	1	18636
Woden Valley	2006	0	5044
Woden Valley	2006	1	25330
Woden Valley	2011	0	6671
Woden Valley	2011	1	25291
Woden Valley	2016	0	8215
Woden Valley	2016	1	24651
Molonglo	2006	0	0
Molonglo	2006	1	0
Molonglo	2011	0	0
Molonglo	2011	1	10
Molonglo	2016	0	1442
Molonglo	2016	1	2792
Urriarra - Namadgi	2006	0	19
Urriarra - Namadgi	2006	1	307
Urriarra - Namadgi	2011	0	36
Urriarra - Namadgi	2011	1	446
Urriarra - Namadgi	2016	0	35
Urriarra - Namadgi	2016	1	511
Migratory - Offshore - Shipping (ACT)	2006	0	0
Migratory - Offshore - Shipping (ACT)	2006	1	0
Migratory - Offshore - Shipping (ACT)	2011	0	0
Migratory - Offshore - Shipping (ACT)	2011	1	0
Migratory - Offshore - Shipping (ACT)	2016	0	0
Migratory - Offshore - Shipping (ACT)	2016	1	0
No usual address (ACT)	2006	0	117
No usual address (ACT)	2006	1	536
No usual address (ACT)	2011	0	97
No usual address (ACT)	2011	1	475
No usual address (ACT)	2016	0	82
No usual address (ACT)	2016	1	355
Christmas Island	2006	0	779
Christmas Island	2006	1	468
Christmas Island	2011	0	746
Christmas Island	2011	1	495
Christmas Island	2016	0	842
Christmas Island	2016	1	503
Cocos (Keeling) Islands	2006	0	408
Cocos (Keeling) Islands	2006	1	151
Cocos (Keeling) Islands	2011	0	411
Cocos (Keeling) Islands	2011	1	131
Cocos (Keeling) Islands	2016	0	374
Cocos (Keeling) Islands	2016	1	119
Jervis Bay	2006	0	11
Jervis Bay	2006	1	338
Jervis Bay	2011	0	67
Jervis Bay	2011	1	293
Jervis Bay	2016	0	48
Jervis Bay	2016	1	277
Norfolk Island	2006	0	0
Norfolk Island	2006	1	0
Norfolk Island	2011	0	0
Norfolk Island	2011	1	0
Norfolk Island	2016	0	851
Norfolk Island	2016	1	789
Migratory - Offshore - Shipping (OT)	2006	0	0
Migratory - Offshore - Shipping (OT)	2006	1	0
Migratory - Offshore - Shipping (OT)	2011	0	0
Migratory - Offshore - Shipping (OT)	2011	1	0
Migratory - Offshore - Shipping (OT)	2016	0	0
Migratory - Offshore - Shipping (OT)	2016	1	4
No usual address (OT)	2006	0	3
No usual address (OT)	2006	1	16
No usual address (OT)	2011	0	3
No usual address (OT)	2011	1	21
No usual address (OT)	2016	0	10
No usual address (OT)	2016	1	40
