SA3_NAME16	Year	SpeaksEnglishOnly	persons
Ku-ring-gai	2006	1	80978
Ku-ring-gai	2011	0	22974
Ku-ring-gai	2011	1	82880
Ku-ring-gai	2016	0	32783
Ku-ring-gai	2016	1	81341
North Sydney - Mosman	2006	0	11964
North Sydney - Mosman	2006	1	63642
North Sydney - Mosman	2011	0	15132
North Sydney - Mosman	2011	1	66262
North Sydney - Mosman	2016	0	18496
North Sydney - Mosman	2016	1	68695
Manly	2006	0	3896
Manly	2006	1	30214
Manly	2011	0	4877
Manly	2011	1	32566
Manly	2016	0	5894
Manly	2016	1	33384
Pittwater	2006	0	3616
Pittwater	2006	1	47509
Pittwater	2011	0	4294
Pittwater	2011	1	50697
Pittwater	2016	0	5217
Pittwater	2016	1	52360
Warringah	2006	0	19628
Warringah	2006	1	107994
Warringah	2011	0	22651
Warringah	2011	1	112683
Warringah	2016	0	27099
Warringah	2016	1	116023
Camden	2006	0	3025
Camden	2006	1	40077
Camden	2011	0	4304
Camden	2011	1	46475
Camden	2016	0	6677
Camden	2016	1	53611
Campbelltown (NSW)	2006	0	31805
Campbelltown (NSW)	2006	1	104275
Campbelltown (NSW)	2011	0	37047
Campbelltown (NSW)	2011	1	102741
Campbelltown (NSW)	2016	0	48031
Campbelltown (NSW)	2016	1	101047
Wollondilly	2006	0	1733
Wollondilly	2006	1	31556
Wollondilly	2011	0	1840
Wollondilly	2011	1	33184
Wollondilly	2016	0	2337
Wollondilly	2016	1	36613
Blue Mountains	2006	0	3552
Blue Mountains	2006	1	67377
Blue Mountains	2011	0	3850
Blue Mountains	2011	1	68455
Blue Mountains	2016	0	4691
Blue Mountains	2016	1	68558
Blue Mountains - South	2006	0	0
Blue Mountains - South	2006	1	0
Blue Mountains - South	2011	0	0
Blue Mountains - South	2011	1	8
Blue Mountains - South	2016	0	0
Blue Mountains - South	2016	1	3
Penrith	2006	0	11948
Penrith	2006	1	102398
Penrith	2011	0	13878
Penrith	2011	1	105800
Penrith	2016	0	19267
Penrith	2016	1	113335
Richmond - Windsor	2006	0	2099
Richmond - Windsor	2006	1	30599
Richmond - Windsor	2011	0	2242
Richmond - Windsor	2011	1	31431
Richmond - Windsor	2016	0	2554
Richmond - Windsor	2016	1	30917
St Marys	2006	0	10335
St Marys	2006	1	37940
St Marys	2011	0	11355
St Marys	2011	1	38404
St Marys	2016	0	13041
St Marys	2016	1	37673
Auburn	2006	0	43686
Auburn	2006	1	14747
Auburn	2011	0	52797
Auburn	2011	1	15324
Auburn	2016	0	64636
Auburn	2016	1	17889
Carlingford	2006	0	20748
Carlingford	2006	1	32574
Carlingford	2011	0	25601
Carlingford	2011	1	31490
Carlingford	2016	0	33212
Carlingford	2016	1	30750
Merrylands - Guildford	2006	0	63925
Merrylands - Guildford	2006	1	51597
Merrylands - Guildford	2011	0	76170
Merrylands - Guildford	2011	1	51528
Merrylands - Guildford	2016	0	90073
Merrylands - Guildford	2016	1	51883
Parramatta	2006	0	45398
Parramatta	2006	1	56794
Parramatta	2011	0	60346
Parramatta	2011	1	56512
Parramatta	2016	0	76702
Parramatta	2016	1	55435
Pennant Hills - Epping	2006	0	11797
Pennant Hills - Epping	2006	1	27832
Pennant Hills - Epping	2011	0	14957
Pennant Hills - Epping	2011	1	27120
Pennant Hills - Epping	2016	0	20668
Pennant Hills - Epping	2016	1	25474
Ryde - Hunters Hill	2006	0	39018
Ryde - Hunters Hill	2006	1	68255
Ryde - Hunters Hill	2011	0	47810
Ryde - Hunters Hill	2011	1	67022
Ryde - Hunters Hill	2016	0	61487
Ryde - Hunters Hill	2016	1	67219
Bringelly - Green Valley	2006	0	35719
Bringelly - Green Valley	2006	1	34134
Bringelly - Green Valley	2011	0	40342
Bringelly - Green Valley	2011	1	35620
Bringelly - Green Valley	2016	0	50528
Bringelly - Green Valley	2016	1	46020
Fairfield	2006	0	113198
Fairfield	2006	1	47045
Fairfield	2011	0	122010
Fairfield	2011	1	46190
Fairfield	2016	0	131042
Fairfield	2016	1	46891
Liverpool	2006	0	40811
Liverpool	2006	1	45954
Liverpool	2011	0	50423
Liverpool	2011	1	47367
Liverpool	2016	0	59598
Liverpool	2016	1	49221
Cronulla - Miranda - Caringbah	2006	0	11009
Cronulla - Miranda - Caringbah	2006	1	84562
Cronulla - Miranda - Caringbah	2011	0	13035
Cronulla - Miranda - Caringbah	2011	1	87485
Cronulla - Miranda - Caringbah	2016	0	15252
Cronulla - Miranda - Caringbah	2016	1	89461
Sutherland - Menai - Heathcote	2006	0	10179
Sutherland - Menai - Heathcote	2006	1	90856
Sutherland - Menai - Heathcote	2011	0	11265
Sutherland - Menai - Heathcote	2011	1	91662
Sutherland - Menai - Heathcote	2016	0	13097
Sutherland - Menai - Heathcote	2016	1	91666
Migratory - Offshore - Shipping (NSW)	2006	0	3
Migratory - Offshore - Shipping (NSW)	2006	1	41
Migratory - Offshore - Shipping (NSW)	2011	0	21
Migratory - Offshore - Shipping (NSW)	2011	1	83
Migratory - Offshore - Shipping (NSW)	2016	0	92
Migratory - Offshore - Shipping (NSW)	2016	1	279
No usual address (NSW)	2006	0	1624
No usual address (NSW)	2006	1	7491
No usual address (NSW)	2011	0	1716
No usual address (NSW)	2011	1	8616
No usual address (NSW)	2016	0	1822
No usual address (NSW)	2016	1	7212
Ballarat	2006	0	2792
Ballarat	2006	1	81244
Ballarat	2011	0	3895
Ballarat	2011	1	87615
Ballarat	2016	0	5548
Ballarat	2016	1	91983
Creswick - Daylesford - Ballan	2006	0	911
Creswick - Daylesford - Ballan	2006	1	23077
Creswick - Daylesford - Ballan	2011	0	1072
Creswick - Daylesford - Ballan	2011	1	24612
Creswick - Daylesford - Ballan	2016	0	1148
Creswick - Daylesford - Ballan	2016	1	24833
Maryborough - Pyrenees	2006	0	421
Maryborough - Pyrenees	2006	1	21768
Maryborough - Pyrenees	2011	0	474
Maryborough - Pyrenees	2011	1	22410
Maryborough - Pyrenees	2016	0	589
Maryborough - Pyrenees	2016	1	22598
Bendigo	2006	0	1743
Bendigo	2006	1	74313
Bendigo	2011	0	2844
Bendigo	2011	1	79778
Bendigo	2016	0	4749
Bendigo	2016	1	83258
Heathcote - Castlemaine - Kyneton	2006	0	1083
Heathcote - Castlemaine - Kyneton	2006	1	37363
Heathcote - Castlemaine - Kyneton	2011	0	1306
Heathcote - Castlemaine - Kyneton	2011	1	39766
Heathcote - Castlemaine - Kyneton	2016	0	1684
Heathcote - Castlemaine - Kyneton	2016	1	41261
Loddon - Elmore	2006	0	175
Loddon - Elmore	2006	1	12105
Loddon - Elmore	2011	0	232
Loddon - Elmore	2011	1	10436
Loddon - Elmore	2016	0	278
Loddon - Elmore	2016	1	10092
Barwon - West	2006	0	409
Barwon - West	2006	1	13193
Barwon - West	2011	0	548
Barwon - West	2011	1	15599
Barwon - West	2016	0	584
Barwon - West	2016	1	17386
Geelong	2006	0	16879
Geelong	2006	1	139674
Geelong	2011	0	18857
Geelong	2011	1	147370
Geelong	2016	0	22908
Geelong	2016	1	153362
Surf Coast - Bellarine Peninsula	2006	0	1899
Surf Coast - Bellarine Peninsula	2006	1	49778
Surf Coast - Bellarine Peninsula	2011	0	2231
Surf Coast - Bellarine Peninsula	2011	1	56072
Surf Coast - Bellarine Peninsula	2016	0	3042
Surf Coast - Bellarine Peninsula	2016	1	64645
Upper Goulburn Valley	2006	0	1631
Upper Goulburn Valley	2006	1	42608
Upper Goulburn Valley	2011	0	1888
Upper Goulburn Valley	2011	1	45748
Upper Goulburn Valley	2016	0	2262
Upper Goulburn Valley	2016	1	47142
Wangaratta - Benalla	2006	0	1636
Wangaratta - Benalla	2006	1	40472
Wangaratta - Benalla	2011	0	1694
Wangaratta - Benalla	2011	1	41094
Wangaratta - Benalla	2016	0	1763
Wangaratta - Benalla	2016	1	40892
Wodonga - Alpine	2006	0	2813
Wodonga - Alpine	2006	1	57572
Wodonga - Alpine	2011	0	3131
Wodonga - Alpine	2011	1	59756
Wodonga - Alpine	2016	0	3802
Wodonga - Alpine	2016	1	61549
Baw Baw	2006	0	1095
Baw Baw	2006	1	35212
Baw Baw	2011	0	1416
Baw Baw	2011	1	40056
Baw Baw	2016	0	1934
Baw Baw	2016	1	43473
Gippsland - East	2006	0	1189
Gippsland - East	2006	1	37282
Gippsland - East	2011	0	1356
Gippsland - East	2011	1	39252
Gippsland - East	2016	0	1597
Gippsland - East	2016	1	39650
Gippsland - South West	2006	0	1867
Gippsland - South West	2006	1	47568
Gippsland - South West	2011	0	2374
Gippsland - South West	2011	1	52185
Gippsland - South West	2016	0	2570
Gippsland - South West	2016	1	54498
Latrobe Valley	2006	0	4091
Latrobe Valley	2006	1	61607
Latrobe Valley	2011	0	4981
Latrobe Valley	2011	1	63876
Latrobe Valley	2016	0	4829
Latrobe Valley	2016	1	62457
Wellington	2006	0	1091
Wellington	2006	1	36591
Wellington	2011	0	1335
Wellington	2011	1	37462
Wellington	2016	0	1612
Wellington	2016	1	37271
Brunswick - Coburg	2006	0	27301
Brunswick - Coburg	2006	1	41044
Brunswick - Coburg	2011	0	27732
Brunswick - Coburg	2011	1	47159
Brunswick - Coburg	2016	0	27224
Brunswick - Coburg	2016	1	54231
Darebin - South	2006	0	14331
Darebin - South	2006	1	28885
Darebin - South	2011	0	13744
Darebin - South	2011	1	32614
Darebin - South	2016	0	12945
Darebin - South	2016	1	36012
Essendon	2006	0	13919
Essendon	2006	1	38962
Essendon	2011	0	16004
Essendon	2011	1	41498
Essendon	2016	0	18290
Essendon	2016	1	43915
Melbourne City	2006	0	25363
Melbourne City	2006	1	39681
Melbourne City	2011	0	35746
Melbourne City	2011	1	47423
Melbourne City	2016	0	65457
Melbourne City	2016	1	55006
Port Phillip	2006	0	14962
Port Phillip	2006	1	59440
Port Phillip	2011	0	17998
Port Phillip	2011	1	66115
Port Phillip	2016	0	20764
Port Phillip	2016	1	69961
Stonnington - West	2006	0	10070
Stonnington - West	2006	1	36349
Stonnington - West	2011	0	11073
Stonnington - West	2011	1	38471
Stonnington - West	2016	0	14312
Stonnington - West	2016	1	42557
Yarra	2006	0	16387
Yarra	2006	1	46923
Yarra	2011	0	17470
Yarra	2011	1	51885
Yarra	2016	0	19530
Yarra	2016	1	60138
Boroondara	2006	0	31610
Boroondara	2006	1	115812
Boroondara	2011	0	37459
Boroondara	2011	1	115984
Boroondara	2016	0	45581
Boroondara	2016	1	113886
Manningham - West	2006	0	35561
Manningham - West	2006	1	45962
Manningham - West	2011	0	38894
Manningham - West	2011	1	44460
Manningham - West	2016	0	44410
Manningham - West	2016	1	42477
Whitehorse - West	2006	0	23959
Whitehorse - West	2006	1	62612
Whitehorse - West	2011	0	30269
Whitehorse - West	2011	1	60836
Whitehorse - West	2016	0	39073
Whitehorse - West	2016	1	58809
Bayside	2006	0	10602
Bayside	2006	1	73244
Bayside	2011	0	12203
Bayside	2011	1	75685
Bayside	2016	0	14225
Bayside	2016	1	77872
Glen Eira	2006	0	34532
Glen Eira	2006	1	87813
Glen Eira	2011	0	41388
Glen Eira	2011	1	90941
Glen Eira	2016	0	47627
Glen Eira	2016	1	93933
Kingston	2006	0	16311
Kingston	2006	1	80172
Kingston	2011	0	19653
Kingston	2011	1	84869
Kingston	2016	0	22467
Kingston	2016	1	88203
Stonnington - East	2006	0	7464
Stonnington - East	2006	1	28365
Stonnington - East	2011	0	8811
Stonnington - East	2011	1	28937
Stonnington - East	2016	0	9761
Stonnington - East	2016	1	29662
Banyule	2006	0	19509
Banyule	2006	1	91005
Banyule	2011	0	23235
Banyule	2011	1	91061
Banyule	2016	0	26429
Banyule	2016	1	89897
Darebin - North	2006	0	35567
Darebin - North	2006	1	40831
Darebin - North	2011	0	39133
Darebin - North	2011	1	43633
Darebin - North	2016	0	41395
Darebin - North	2016	1	46610
Nillumbik - Kinglake	2006	0	4609
Nillumbik - Kinglake	2006	1	57147
Nillumbik - Kinglake	2011	0	5032
Nillumbik - Kinglake	2011	1	57131
Nillumbik - Kinglake	2016	0	5798
Nillumbik - Kinglake	2016	1	56540
Whittlesea - Wallan	2006	0	54228
Whittlesea - Wallan	2006	1	75750
Whittlesea - Wallan	2011	0	67156
Whittlesea - Wallan	2011	1	93021
Whittlesea - Wallan	2016	0	88685
Whittlesea - Wallan	2016	1	114278
Keilor	2006	0	17892
Keilor	2006	1	34087
Keilor	2011	0	18197
Keilor	2011	1	34690
Keilor	2016	0	18699
Keilor	2016	1	37144
Macedon Ranges	2006	0	961
Macedon Ranges	2006	1	21983
Macedon Ranges	2011	0	1157
Macedon Ranges	2011	1	24645
Macedon Ranges	2016	0	1305
Macedon Ranges	2016	1	26529
Moreland - North	2006	0	26066
Moreland - North	2006	1	32565
Moreland - North	2011	0	30134
Moreland - North	2011	1	33668
Moreland - North	2016	0	34605
Moreland - North	2016	1	36232
Sunbury	2006	0	2366
Sunbury	2006	1	30303
Sunbury	2011	0	2816
Sunbury	2011	1	32734
Sunbury	2016	0	3374
Sunbury	2016	1	34039
Tullamarine - Broadmeadows	2006	0	51271
Tullamarine - Broadmeadows	2006	1	57448
Tullamarine - Broadmeadows	2011	0	66003
Tullamarine - Broadmeadows	2011	1	59718
Tullamarine - Broadmeadows	2016	0	85460
Tullamarine - Broadmeadows	2016	1	65478
Knox	2006	0	25978
Knox	2006	1	116144
Knox	2011	0	31568
Knox	2011	1	114055
Knox	2016	0	38829
Knox	2016	1	109519
Manningham - East	2006	0	3650
Manningham - East	2006	1	20814
Manningham - East	2011	0	4233
Manningham - East	2011	1	20614
Manningham - East	2016	0	4940
Manningham - East	2016	1	20005
Maroondah	2006	0	8846
Maroondah	2006	1	86221
Maroondah	2011	0	12923
Maroondah	2011	1	87528
Maroondah	2016	0	18529
Maroondah	2016	1	86783
