SA3_NAME16	Year	BornAust	Sex	persons
Taree - Gloucester	2011	0	F	2179
Taree - Gloucester	2011	0	M	2032
Taree - Gloucester	2011	1	F	22676
Taree - Gloucester	2011	1	M	21605
Taree - Gloucester	2016	0	F	2370
Taree - Gloucester	2016	0	M	2176
Taree - Gloucester	2016	1	F	22903
Taree - Gloucester	2016	1	M	21912
Albury	2006	0	F	2305
Albury	2006	0	M	2252
Albury	2006	1	F	24769
Albury	2006	1	M	23413
Albury	2011	0	F	2776
Albury	2011	0	M	2673
Albury	2011	1	F	25286
Albury	2011	1	M	23724
Albury	2016	0	F	3169
Albury	2016	0	M	2975
Albury	2016	1	F	25899
Albury	2016	1	M	24474
Lower Murray	2006	0	F	365
Lower Murray	2006	0	M	389
Lower Murray	2006	1	F	5566
Lower Murray	2006	1	M	5912
Lower Murray	2011	0	F	385
Lower Murray	2011	0	M	362
Lower Murray	2011	1	F	5282
Lower Murray	2011	1	M	5592
Lower Murray	2016	0	F	393
Lower Murray	2016	0	M	349
Lower Murray	2016	1	F	4992
Lower Murray	2016	1	M	5277
Upper Murray exc. Albury	2006	0	F	1221
Upper Murray exc. Albury	2006	0	M	1210
Upper Murray exc. Albury	2006	1	F	17881
Upper Murray exc. Albury	2006	1	M	17979
Upper Murray exc. Albury	2011	0	F	1339
Upper Murray exc. Albury	2011	0	M	1292
Upper Murray exc. Albury	2011	1	F	17797
Upper Murray exc. Albury	2011	1	M	17730
Upper Murray exc. Albury	2016	0	F	1499
Upper Murray exc. Albury	2016	0	M	1420
Upper Murray exc. Albury	2016	1	F	17406
Upper Murray exc. Albury	2016	1	M	17257
Armidale	2006	0	F	1511
Armidale	2006	0	M	1411
Armidale	2006	1	F	15435
Armidale	2006	1	M	14519
Armidale	2011	0	F	1758
Armidale	2011	0	M	1729
Armidale	2011	1	F	15662
Armidale	2011	1	M	14663
Armidale	2016	0	F	2120
Armidale	2016	0	M	1997
Armidale	2016	1	F	15371
Armidale	2016	1	M	14431
Inverell - Tenterfield	2006	0	F	973
Inverell - Tenterfield	2006	0	M	937
Inverell - Tenterfield	2006	1	F	16865
Inverell - Tenterfield	2006	1	M	16670
Inverell - Tenterfield	2011	0	F	1193
Inverell - Tenterfield	2011	0	M	1105
Inverell - Tenterfield	2011	1	F	17012
Inverell - Tenterfield	2011	1	M	16550
Inverell - Tenterfield	2016	0	F	1266
Inverell - Tenterfield	2016	0	M	1123
Inverell - Tenterfield	2016	1	F	16024
Inverell - Tenterfield	2016	1	M	15764
Moree - Narrabri	2006	0	F	523
Moree - Narrabri	2006	0	M	564
Moree - Narrabri	2006	1	F	11340
Moree - Narrabri	2006	1	M	11734
Moree - Narrabri	2011	0	F	563
Moree - Narrabri	2011	0	M	569
Moree - Narrabri	2011	1	F	11116
Moree - Narrabri	2011	1	M	11425
Moree - Narrabri	2016	0	F	622
Moree - Narrabri	2016	0	M	612
Moree - Narrabri	2016	1	F	10438
Moree - Narrabri	2016	1	M	10587
Tamworth - Gunnedah	2006	0	F	1820
Tamworth - Gunnedah	2006	0	M	1671
Tamworth - Gunnedah	2006	1	F	33779
Tamworth - Gunnedah	2006	1	M	32548
Tamworth - Gunnedah	2011	0	F	1958
Tamworth - Gunnedah	2011	0	M	1891
Tamworth - Gunnedah	2011	1	F	34786
Tamworth - Gunnedah	2011	1	M	33728
Tamworth - Gunnedah	2016	0	F	2529
Tamworth - Gunnedah	2016	0	M	2470
Tamworth - Gunnedah	2016	1	F	34774
Tamworth - Gunnedah	2016	1	M	33522
Lake Macquarie - East	2006	0	F	5287
Lake Macquarie - East	2006	0	M	5017
Lake Macquarie - East	2006	1	F	50329
Lake Macquarie - East	2006	1	M	48099
Lake Macquarie - East	2011	0	F	5676
Lake Macquarie - East	2011	0	M	5345
Lake Macquarie - East	2011	1	F	51714
Lake Macquarie - East	2011	1	M	49194
Lake Macquarie - East	2016	0	F	6061
Lake Macquarie - East	2016	0	M	5512
Lake Macquarie - East	2016	1	F	52560
Lake Macquarie - East	2016	1	M	50305
Lake Macquarie - West	2006	0	F	3340
Lake Macquarie - West	2006	0	M	3262
Lake Macquarie - West	2006	1	F	28792
Lake Macquarie - West	2006	1	M	27843
Lake Macquarie - West	2011	0	F	3654
Lake Macquarie - West	2011	0	M	3441
Lake Macquarie - West	2011	1	F	30720
Lake Macquarie - West	2011	1	M	29441
Lake Macquarie - West	2016	0	F	4135
Lake Macquarie - West	2016	0	M	3746
Lake Macquarie - West	2016	1	F	32366
Lake Macquarie - West	2016	1	M	31186
Newcastle	2006	0	F	8523
Newcastle	2006	0	M	8171
Newcastle	2006	1	F	62464
Newcastle	2006	1	M	59314
Newcastle	2011	0	F	9809
Newcastle	2011	0	M	9336
Newcastle	2011	1	F	65302
Newcastle	2011	1	M	63008
Newcastle	2016	0	F	11542
Newcastle	2016	0	M	10932
Newcastle	2016	1	F	67648
Newcastle	2016	1	M	65812
Richmond Valley - Coastal	2006	0	F	4439
Richmond Valley - Coastal	2006	0	M	4231
Richmond Valley - Coastal	2006	1	F	30112
Richmond Valley - Coastal	2006	1	M	28377
Richmond Valley - Coastal	2011	0	F	5123
Richmond Valley - Coastal	2011	0	M	4731
Richmond Valley - Coastal	2011	1	F	30590
Richmond Valley - Coastal	2011	1	M	28752
Richmond Valley - Coastal	2016	0	F	5571
Richmond Valley - Coastal	2016	0	M	4984
Richmond Valley - Coastal	2016	1	F	30753
Richmond Valley - Coastal	2016	1	M	28926
Richmond Valley - Hinterland	2006	0	F	2645
Richmond Valley - Hinterland	2006	0	M	2513
Richmond Valley - Hinterland	2006	1	F	30257
Richmond Valley - Hinterland	2006	1	M	29003
Richmond Valley - Hinterland	2011	0	F	2961
Richmond Valley - Hinterland	2011	0	M	2783
Richmond Valley - Hinterland	2011	1	F	30577
Richmond Valley - Hinterland	2011	1	M	29439
Richmond Valley - Hinterland	2016	0	F	3079
Richmond Valley - Hinterland	2016	0	M	2800
Richmond Valley - Hinterland	2016	1	F	29387
Richmond Valley - Hinterland	2016	1	M	28401
Tweed Valley	2006	0	F	5840
Tweed Valley	2006	0	M	5471
Tweed Valley	2006	1	F	32134
Tweed Valley	2006	1	M	30430
Tweed Valley	2011	0	F	6728
Tweed Valley	2011	0	M	6055
Tweed Valley	2011	1	F	34920
Tweed Valley	2011	1	M	32558
Tweed Valley	2016	0	F	7067
Tweed Valley	2016	0	M	6283
Tweed Valley	2016	1	F	36331
Tweed Valley	2016	1	M	34167
Griffith - Murrumbidgee (West)	2006	0	F	2468
Griffith - Murrumbidgee (West)	2006	0	M	2690
Griffith - Murrumbidgee (West)	2006	1	F	19198
Griffith - Murrumbidgee (West)	2006	1	M	19199
Griffith - Murrumbidgee (West)	2011	0	F	2776
Griffith - Murrumbidgee (West)	2011	0	M	2864
Griffith - Murrumbidgee (West)	2011	1	F	18893
Griffith - Murrumbidgee (West)	2011	1	M	18905
Griffith - Murrumbidgee (West)	2016	0	F	3132
Griffith - Murrumbidgee (West)	2016	0	M	3272
Griffith - Murrumbidgee (West)	2016	1	F	18309
Griffith - Murrumbidgee (West)	2016	1	M	18248
Tumut - Tumbarumba	2006	0	F	518
Tumut - Tumbarumba	2006	0	M	544
Tumut - Tumbarumba	2006	1	F	6141
Tumut - Tumbarumba	2006	1	M	6401
Tumut - Tumbarumba	2011	0	F	577
Tumut - Tumbarumba	2011	0	M	631
Tumut - Tumbarumba	2011	1	F	6058
Tumut - Tumbarumba	2011	1	M	6297
Tumut - Tumbarumba	2016	0	F	600
Tumut - Tumbarumba	2016	0	M	609
Tumut - Tumbarumba	2016	1	F	5783
Tumut - Tumbarumba	2016	1	M	5947
Wagga Wagga	2006	0	F	2522
Wagga Wagga	2006	0	M	2538
Wagga Wagga	2006	1	F	39215
Wagga Wagga	2006	1	M	38432
Wagga Wagga	2011	0	F	3058
Wagga Wagga	2011	0	M	3099
Wagga Wagga	2011	1	F	39944
Wagga Wagga	2011	1	M	38947
Wagga Wagga	2016	0	F	3681
Wagga Wagga	2016	0	M	3850
Wagga Wagga	2016	1	F	39914
Wagga Wagga	2016	1	M	38992
Shoalhaven	2006	0	F	5714
Shoalhaven	2006	0	M	5448
Shoalhaven	2006	1	F	36504
Shoalhaven	2006	1	M	35286
Shoalhaven	2011	0	F	5993
Shoalhaven	2011	0	M	5734
Shoalhaven	2011	1	F	38168
Shoalhaven	2011	1	M	36899
Shoalhaven	2016	0	F	6556
Shoalhaven	2016	0	M	6200
Shoalhaven	2016	1	F	39665
Shoalhaven	2016	1	M	38944
Southern Highlands	2006	0	F	3214
Southern Highlands	2006	0	M	2974
Southern Highlands	2006	1	F	17498
Southern Highlands	2006	1	M	16040
Southern Highlands	2011	0	F	3542
Southern Highlands	2011	0	M	3206
Southern Highlands	2011	1	F	18568
Southern Highlands	2011	1	M	16991
Southern Highlands	2016	0	F	3999
Southern Highlands	2016	0	M	3601
Southern Highlands	2016	1	F	19254
Southern Highlands	2016	1	M	17629
Baulkham Hills	2006	0	F	20769
Baulkham Hills	2006	0	M	19627
Baulkham Hills	2006	1	F	41283
Baulkham Hills	2006	1	M	39419
Baulkham Hills	2011	0	F	24133
Baulkham Hills	2011	0	M	22783
Baulkham Hills	2011	1	F	42350
Baulkham Hills	2011	1	M	40911
Baulkham Hills	2016	0	F	29004
Baulkham Hills	2016	0	M	26971
Baulkham Hills	2016	1	F	42313
Baulkham Hills	2016	1	M	41327
Dural - Wisemans Ferry	2006	0	F	2598
Dural - Wisemans Ferry	2006	0	M	2590
Dural - Wisemans Ferry	2006	1	F	9146
Dural - Wisemans Ferry	2006	1	M	9105
Dural - Wisemans Ferry	2011	0	F	2752
Dural - Wisemans Ferry	2011	0	M	2685
Dural - Wisemans Ferry	2011	1	F	9604
Dural - Wisemans Ferry	2011	1	M	9464
Dural - Wisemans Ferry	2016	0	F	2861
Dural - Wisemans Ferry	2016	0	M	2772
Dural - Wisemans Ferry	2016	1	F	9630
Dural - Wisemans Ferry	2016	1	M	9649
Hawkesbury	2006	0	F	1415
Hawkesbury	2006	0	M	1496
Hawkesbury	2006	1	F	9430
Hawkesbury	2006	1	M	9594
Hawkesbury	2011	0	F	1421
Hawkesbury	2011	0	M	1440
Hawkesbury	2011	1	F	9689
Hawkesbury	2011	1	M	9989
Hawkesbury	2016	0	F	1414
Hawkesbury	2016	0	M	1371
Hawkesbury	2016	1	F	9874
Hawkesbury	2016	1	M	10106
Rouse Hill - McGraths Hill	2006	0	F	2832
Rouse Hill - McGraths Hill	2006	0	M	2890
Rouse Hill - McGraths Hill	2006	1	F	9218
Rouse Hill - McGraths Hill	2006	1	M	9404
Rouse Hill - McGraths Hill	2011	0	F	3148
Rouse Hill - McGraths Hill	2011	0	M	3142
Rouse Hill - McGraths Hill	2011	1	F	9767
Rouse Hill - McGraths Hill	2011	1	M	10046
Rouse Hill - McGraths Hill	2016	0	F	4369
Rouse Hill - McGraths Hill	2016	0	M	4200
Rouse Hill - McGraths Hill	2016	1	F	11558
Rouse Hill - McGraths Hill	2016	1	M	11744
Blacktown	2006	0	F	21289
Blacktown	2006	0	M	20337
Blacktown	2006	1	F	34223
Blacktown	2006	1	M	34011
Blacktown	2011	0	F	25066
Blacktown	2011	0	M	24058
Blacktown	2011	1	F	35201
Blacktown	2011	1	M	34971
Blacktown	2016	0	F	28989
Blacktown	2016	0	M	28726
Blacktown	2016	1	F	34803
Blacktown	2016	1	M	35273
Blacktown - North	2006	0	F	9463
Blacktown - North	2006	0	M	9744
Blacktown - North	2006	1	F	18717
Blacktown - North	2006	1	M	18946
Blacktown - North	2011	0	F	13439
Blacktown - North	2011	0	M	13409
Blacktown - North	2011	1	F	22559
Blacktown - North	2011	1	M	23043
Blacktown - North	2016	0	F	18455
Blacktown - North	2016	0	M	18005
Blacktown - North	2016	1	F	25943
Blacktown - North	2016	1	M	26707
Mount Druitt	2006	0	F	16938
Mount Druitt	2006	0	M	16159
Mount Druitt	2006	1	F	28303
Mount Druitt	2006	1	M	27514
Mount Druitt	2011	0	F	19634
Mount Druitt	2011	0	M	18752
Mount Druitt	2011	1	F	29936
Mount Druitt	2011	1	M	29241
Mount Druitt	2016	0	F	22516
Mount Druitt	2016	0	M	21084
Mount Druitt	2016	1	F	30544
Mount Druitt	2016	1	M	29957
Botany	2006	0	F	7632
Botany	2006	0	M	7319
Botany	2006	1	F	9135
Botany	2006	1	M	9035
Botany	2011	0	F	8487
Botany	2011	0	M	8116
Botany	2011	1	F	10136
Botany	2011	1	M	10102
Botany	2016	0	F	10611
Botany	2016	0	M	10081
Botany	2016	1	F	11194
Botany	2016	1	M	11511
Marrickville - Sydenham - Petersham	2006	0	F	8543
Marrickville - Sydenham - Petersham	2006	0	M	8553
Marrickville - Sydenham - Petersham	2006	1	F	13265
Marrickville - Sydenham - Petersham	2006	1	M	12820
Marrickville - Sydenham - Petersham	2011	0	F	8909
Marrickville - Sydenham - Petersham	2011	0	M	8882
Marrickville - Sydenham - Petersham	2011	1	F	14802
Marrickville - Sydenham - Petersham	2011	1	M	14362
Marrickville - Sydenham - Petersham	2016	0	F	9297
Marrickville - Sydenham - Petersham	2016	0	M	8812
Marrickville - Sydenham - Petersham	2016	1	F	16177
Marrickville - Sydenham - Petersham	2016	1	M	15893
Sydney Inner City	2006	0	F	26730
Sydney Inner City	2006	0	M	28724
Sydney Inner City	2006	1	F	31505
Sydney Inner City	2006	1	M	34731
Sydney Inner City	2011	0	F	35554
Sydney Inner City	2011	0	M	37890
Sydney Inner City	2011	1	F	36796
Sydney Inner City	2011	1	M	41340
Sydney Inner City	2016	0	F	50940
Sydney Inner City	2016	0	M	50429
Sydney Inner City	2016	1	F	40441
Sydney Inner City	2016	1	M	45533
Eastern Suburbs - North	2006	0	F	19699
Eastern Suburbs - North	2006	0	M	18147
Eastern Suburbs - North	2006	1	F	31799
Eastern Suburbs - North	2006	1	M	28213
Eastern Suburbs - North	2011	0	F	21812
Eastern Suburbs - North	2011	0	M	20239
Eastern Suburbs - North	2011	1	F	34047
Eastern Suburbs - North	2011	1	M	31165
Eastern Suburbs - North	2016	0	F	23872
Eastern Suburbs - North	2016	0	M	21491
Eastern Suburbs - North	2016	1	F	35399
Eastern Suburbs - North	2016	1	M	32689
Eastern Suburbs - South	2006	0	F	22117
Eastern Suburbs - South	2006	0	M	20738
Eastern Suburbs - South	2006	1	F	33161
Eastern Suburbs - South	2006	1	M	32386
Eastern Suburbs - South	2011	0	F	25612
Eastern Suburbs - South	2011	0	M	24032
Eastern Suburbs - South	2011	1	F	35265
Eastern Suburbs - South	2011	1	M	34293
Eastern Suburbs - South	2016	0	F	29670
Eastern Suburbs - South	2016	0	M	27928
Eastern Suburbs - South	2016	1	F	36452
Eastern Suburbs - South	2016	1	M	35920
Bankstown	2006	0	F	26242
Bankstown	2006	0	M	25319
Bankstown	2006	1	F	43225
Bankstown	2006	1	M	41808
Bankstown	2011	0	F	30109
Bankstown	2011	0	M	28407
Bankstown	2011	1	F	45901
Bankstown	2011	1	M	44718
Bankstown	2016	0	F	34396
Bankstown	2016	0	M	32393
Bankstown	2016	1	F	47208
Bankstown	2016	1	M	46699
Canterbury	2006	0	F	28102
Canterbury	2006	0	M	27889
Canterbury	2006	1	F	25699
Canterbury	2006	1	M	25584
