SA3_NAME16	Year	Sex	persons
Richmond Valley - Coastal	2016	M	37820
Richmond Valley - Hinterland	2006	F	34640
Richmond Valley - Hinterland	2006	M	33231
Richmond Valley - Hinterland	2011	F	35234
Richmond Valley - Hinterland	2011	M	34051
Richmond Valley - Hinterland	2016	F	35614
Richmond Valley - Hinterland	2016	M	34334
Tweed Valley	2006	F	40697
Tweed Valley	2006	M	38626
Tweed Valley	2011	F	44091
Tweed Valley	2011	M	41011
Tweed Valley	2016	F	47261
Tweed Valley	2016	M	44109
Griffith - Murrumbidgee (West)	2006	F	23210
Griffith - Murrumbidgee (West)	2006	M	23676
Griffith - Murrumbidgee (West)	2011	F	23199
Griffith - Murrumbidgee (West)	2011	M	23394
Griffith - Murrumbidgee (West)	2016	F	24040
Griffith - Murrumbidgee (West)	2016	M	24100
Tumut - Tumbarumba	2006	F	7067
Tumut - Tumbarumba	2006	M	7379
Tumut - Tumbarumba	2011	F	6994
Tumut - Tumbarumba	2011	M	7329
Tumut - Tumbarumba	2016	F	7135
Tumut - Tumbarumba	2016	M	7301
Wagga Wagga	2006	F	43851
Wagga Wagga	2006	M	43017
Wagga Wagga	2011	F	45051
Wagga Wagga	2011	M	44144
Wagga Wagga	2016	F	47032
Wagga Wagga	2016	M	46322
Shoalhaven	2006	F	44945
Shoalhaven	2006	M	43461
Shoalhaven	2011	F	47014
Shoalhaven	2011	M	45611
Shoalhaven	2016	F	50286
Shoalhaven	2016	M	49202
Southern Highlands	2006	F	21975
Southern Highlands	2006	M	20301
Southern Highlands	2011	F	23115
Southern Highlands	2011	M	21271
Southern Highlands	2016	F	24988
Southern Highlands	2016	M	22878
Baulkham Hills	2006	F	64408
Baulkham Hills	2006	M	61352
Baulkham Hills	2011	F	68370
Baulkham Hills	2011	M	65453
Baulkham Hills	2016	F	73420
Baulkham Hills	2016	M	70323
Dural - Wisemans Ferry	2006	F	12359
Dural - Wisemans Ferry	2006	M	12279
Dural - Wisemans Ferry	2011	F	12774
Dural - Wisemans Ferry	2011	M	12559
Dural - Wisemans Ferry	2016	F	13164
Dural - Wisemans Ferry	2016	M	13063
Hawkesbury	2006	F	11586
Hawkesbury	2006	M	11898
Hawkesbury	2011	F	11841
Hawkesbury	2011	M	12232
Hawkesbury	2016	F	12171
Hawkesbury	2016	M	12418
Rouse Hill - McGraths Hill	2006	F	12722
Rouse Hill - McGraths Hill	2006	M	12932
Rouse Hill - McGraths Hill	2011	F	13410
Rouse Hill - McGraths Hill	2011	M	13771
Rouse Hill - McGraths Hill	2016	F	16587
Rouse Hill - McGraths Hill	2016	M	16594
Blacktown	2006	F	59106
Blacktown	2006	M	58047
Blacktown	2011	F	63031
Blacktown	2011	M	61987
Blacktown	2016	F	67314
Blacktown	2016	M	67432
Blacktown - North	2006	F	29714
Blacktown - North	2006	M	30282
Blacktown - North	2011	F	37122
Blacktown - North	2011	M	37656
Blacktown - North	2016	F	46244
Blacktown - North	2016	M	46581
Mount Druitt	2006	F	49161
Mount Druitt	2006	M	47610
Mount Druitt	2011	F	52630
Mount Druitt	2011	M	51100
Mount Druitt	2016	F	57145
Mount Druitt	2016	M	54923
Botany	2006	F	18189
Botany	2006	M	17798
Botany	2011	F	19863
Botany	2011	M	19490
Botany	2016	F	23441
Botany	2016	M	23254
Marrickville - Sydenham - Petersham	2006	F	23981
Marrickville - Sydenham - Petersham	2006	M	23825
Marrickville - Sydenham - Petersham	2011	F	25338
Marrickville - Sydenham - Petersham	2011	M	25275
Marrickville - Sydenham - Petersham	2016	F	27635
Marrickville - Sydenham - Petersham	2016	M	26974
Sydney Inner City	2006	F	75439
Sydney Inner City	2006	M	85432
Sydney Inner City	2011	F	82482
Sydney Inner City	2011	M	92088
Sydney Inner City	2016	F	103409
Sydney Inner City	2016	M	110837
Eastern Suburbs - North	2006	F	59954
Eastern Suburbs - North	2006	M	55660
Eastern Suburbs - North	2011	F	62316
Eastern Suburbs - North	2011	M	58238
Eastern Suburbs - North	2016	F	66053
Eastern Suburbs - North	2016	M	60329
Eastern Suburbs - South	2006	F	60738
Eastern Suburbs - South	2006	M	59147
Eastern Suburbs - South	2011	F	65625
Eastern Suburbs - South	2011	M	63369
Eastern Suburbs - South	2016	F	71477
Eastern Suburbs - South	2016	M	69175
Bankstown	2006	F	74904
Bankstown	2006	M	72570
Bankstown	2011	F	80837
Bankstown	2011	M	78233
Bankstown	2016	F	87005
Bankstown	2016	M	84425
Canterbury	2006	F	58741
Canterbury	2006	M	58784
Canterbury	2011	F	62359
Canterbury	2011	M	63066
Canterbury	2016	F	66782
Canterbury	2016	M	68285
Hurstville	2006	F	56856
Hurstville	2006	M	53445
Hurstville	2011	F	60051
Hurstville	2011	M	56553
Hurstville	2016	F	65311
Hurstville	2016	M	61881
Kogarah - Rockdale	2006	F	58818
Kogarah - Rockdale	2006	M	56872
Kogarah - Rockdale	2011	F	62039
Kogarah - Rockdale	2011	M	60468
Kogarah - Rockdale	2016	F	69567
Kogarah - Rockdale	2016	M	68158
Canada Bay	2006	F	33565
Canada Bay	2006	M	30963
Canada Bay	2011	F	38219
Canada Bay	2011	M	35939
Canada Bay	2016	F	44427
Canada Bay	2016	M	40933
Leichhardt	2006	F	25440
Leichhardt	2006	M	23337
Leichhardt	2011	F	27470
Leichhardt	2011	M	24725
Leichhardt	2016	F	29222
Leichhardt	2016	M	26847
Strathfield - Burwood - Ashfield	2006	F	66175
Strathfield - Burwood - Ashfield	2006	M	63620
Strathfield - Burwood - Ashfield	2011	F	69924
Strathfield - Burwood - Ashfield	2011	M	67286
Strathfield - Burwood - Ashfield	2016	F	77214
Strathfield - Burwood - Ashfield	2016	M	74655
Chatswood - Lane Cove	2006	F	48838
Chatswood - Lane Cove	2006	M	45818
Chatswood - Lane Cove	2011	F	51815
Chatswood - Lane Cove	2011	M	48380
Chatswood - Lane Cove	2016	F	57917
Chatswood - Lane Cove	2016	M	54326
Hornsby	2006	F	37303
Hornsby	2006	M	35620
Hornsby	2011	F	38987
Hornsby	2011	M	37551
Hornsby	2016	F	41106
Hornsby	2016	M	39495
Ku-ring-gai	2006	F	52905
Ku-ring-gai	2006	M	48638
Ku-ring-gai	2011	F	57180
Ku-ring-gai	2011	M	52395
Ku-ring-gai	2016	F	61555
Ku-ring-gai	2016	M	56821
North Sydney - Mosman	2006	F	44244
North Sydney - Mosman	2006	M	39167
North Sydney - Mosman	2011	F	46564
North Sydney - Mosman	2011	M	41791
North Sydney - Mosman	2016	F	49999
North Sydney - Mosman	2016	M	44137
Manly	2006	F	19044
Manly	2006	M	18065
Manly	2011	F	20339
Manly	2011	M	19408
Manly	2016	F	21508
Manly	2016	M	20384
Pittwater	2006	F	27511
Pittwater	2006	M	26644
Pittwater	2011	F	29244
Pittwater	2011	M	27912
Pittwater	2016	F	30973
Pittwater	2016	M	29464
Warringah	2006	F	68191
Warringah	2006	M	65648
Warringah	2011	F	71632
Warringah	2011	M	69113
Warringah	2016	F	76889
Warringah	2016	M	73652
Camden	2006	F	22818
Camden	2006	M	21665
Camden	2011	F	26755
Camden	2011	M	25476
Camden	2016	F	32147
Camden	2016	M	30366
Campbelltown (NSW)	2006	F	73352
Campbelltown (NSW)	2006	M	71069
Campbelltown (NSW)	2011	F	75178
Campbelltown (NSW)	2011	M	71982
Campbelltown (NSW)	2016	F	80559
Campbelltown (NSW)	2016	M	77837
Wollondilly	2006	F	17292
Wollondilly	2006	M	17469
Wollondilly	2011	F	18216
Wollondilly	2011	M	18188
Wollondilly	2016	F	20633
Wollondilly	2016	M	20523
Blue Mountains	2006	F	38037
Blue Mountains	2006	M	35811
Blue Mountains	2011	F	39122
Blue Mountains	2011	M	36572
Blue Mountains	2016	F	39690
Blue Mountains	2016	M	37005
Blue Mountains - South	2006	F	0
Blue Mountains - South	2006	M	0
Blue Mountains - South	2011	F	6
Blue Mountains - South	2011	M	3
Blue Mountains - South	2016	F	0
Blue Mountains - South	2016	M	3
Penrith	2006	F	60500
Penrith	2006	M	58653
Penrith	2011	F	63495
Penrith	2011	M	61179
Penrith	2016	F	71130
Penrith	2016	M	68559
Richmond - Windsor	2006	F	17728
Richmond - Windsor	2006	M	17458
Richmond - Windsor	2011	F	18035
Richmond - Windsor	2011	M	17714
Richmond - Windsor	2016	F	18420
Richmond - Windsor	2016	M	18125
St Marys	2006	F	25515
St Marys	2006	M	25302
St Marys	2011	F	26193
St Marys	2011	M	25871
St Marys	2016	F	27218
St Marys	2016	M	26779
Auburn	2006	F	31713
Auburn	2006	M	34402
Auburn	2011	F	35855
Auburn	2011	M	38569
Auburn	2016	F	41916
Auburn	2016	M	47751
Carlingford	2006	F	28380
Carlingford	2006	M	27287
Carlingford	2011	F	30217
Carlingford	2011	M	29380
Carlingford	2016	F	33846
Carlingford	2016	M	32730
Merrylands - Guildford	2006	F	62037
Merrylands - Guildford	2006	M	61546
Merrylands - Guildford	2011	F	68276
Merrylands - Guildford	2011	M	67633
Merrylands - Guildford	2016	F	75028
Merrylands - Guildford	2016	M	76237
Parramatta	2006	F	54892
Parramatta	2006	M	55523
Parramatta	2011	F	62058
Parramatta	2011	M	62717
Parramatta	2016	F	70032
Parramatta	2016	M	70860
Pennant Hills - Epping	2006	F	21156
Pennant Hills - Epping	2006	M	19887
Pennant Hills - Epping	2011	F	22163
Pennant Hills - Epping	2011	M	20842
Pennant Hills - Epping	2016	F	24319
Pennant Hills - Epping	2016	M	23273
Ryde - Hunters Hill	2006	F	58727
Ryde - Hunters Hill	2006	M	55294
Ryde - Hunters Hill	2011	F	61468
Ryde - Hunters Hill	2011	M	58368
Ryde - Hunters Hill	2016	F	68967
Ryde - Hunters Hill	2016	M	65567
Bringelly - Green Valley	2006	F	37533
Bringelly - Green Valley	2006	M	37249
Bringelly - Green Valley	2011	F	40431
Bringelly - Green Valley	2011	M	39913
Bringelly - Green Valley	2016	F	51805
Bringelly - Green Valley	2016	M	51000
Fairfield	2006	F	85502
Fairfield	2006	M	83578
Fairfield	2011	F	89104
Fairfield	2011	M	86534
Fairfield	2016	F	94386
Fairfield	2016	M	91412
Liverpool	2006	F	47043
Liverpool	2006	M	46546
Liverpool	2011	F	52509
Liverpool	2011	M	51684
Liverpool	2016	F	59155
Liverpool	2016	M	58200
Cronulla - Miranda - Caringbah	2006	F	51644
Cronulla - Miranda - Caringbah	2006	M	49469
Cronulla - Miranda - Caringbah	2011	F	53649
Cronulla - Miranda - Caringbah	2011	M	50721
Cronulla - Miranda - Caringbah	2016	F	56362
Cronulla - Miranda - Caringbah	2016	M	53481
Sutherland - Menai - Heathcote	2006	F	52669
Sutherland - Menai - Heathcote	2006	M	51130
Sutherland - Menai - Heathcote	2011	F	53772
Sutherland - Menai - Heathcote	2011	M	52132
Sutherland - Menai - Heathcote	2016	F	55109
Sutherland - Menai - Heathcote	2016	M	52930
Migratory - Offshore - Shipping (NSW)	2006	F	7
Migratory - Offshore - Shipping (NSW)	2006	M	37
Migratory - Offshore - Shipping (NSW)	2011	F	55
Migratory - Offshore - Shipping (NSW)	2011	M	56
Migratory - Offshore - Shipping (NSW)	2016	F	239
Migratory - Offshore - Shipping (NSW)	2016	M	171
No usual address (NSW)	2006	F	4248
No usual address (NSW)	2006	M	5924
No usual address (NSW)	2011	F	5327
No usual address (NSW)	2011	M	7593
No usual address (NSW)	2016	F	4939
No usual address (NSW)	2016	M	7351
Ballarat	2006	F	45644
Ballarat	2006	M	42350
Ballarat	2011	F	49611
Ballarat	2011	M	45974
Ballarat	2016	F	53854
Ballarat	2016	M	49961
Creswick - Daylesford - Ballan	2006	F	12602
Creswick - Daylesford - Ballan	2006	M	12438
Creswick - Daylesford - Ballan	2011	F	13473
Creswick - Daylesford - Ballan	2011	M	13290
Creswick - Daylesford - Ballan	2016	F	14358
Creswick - Daylesford - Ballan	2016	M	13951
Maryborough - Pyrenees	2006	F	11492
Maryborough - Pyrenees	2006	M	11593
Maryborough - Pyrenees	2011	F	11825
Maryborough - Pyrenees	2011	M	12062
Maryborough - Pyrenees	2016	F	12481
Maryborough - Pyrenees	2016	M	12887
Bendigo	2006	F	41232
Bendigo	2006	M	37824
Bendigo	2011	F	44650
Bendigo	2011	M	41431
Bendigo	2016	F	48916
Bendigo	2016	M	45463
Heathcote - Castlemaine - Kyneton	2006	F	20528
Heathcote - Castlemaine - Kyneton	2006	M	20109
Heathcote - Castlemaine - Kyneton	2011	F	21958
Heathcote - Castlemaine - Kyneton	2011	M	21469
Heathcote - Castlemaine - Kyneton	2016	F	23889
Heathcote - Castlemaine - Kyneton	2016	M	23406
Loddon - Elmore	2006	F	6284
Loddon - Elmore	2006	M	6435
Loddon - Elmore	2011	F	5502
Loddon - Elmore	2011	M	5685
Loddon - Elmore	2016	F	5590
Loddon - Elmore	2016	M	5828
Barwon - West	2006	F	6898
Barwon - West	2006	M	7130
Barwon - West	2011	F	8250
Barwon - West	2011	M	8366
Barwon - West	2016	F	9411
Barwon - West	2016	M	9609
Geelong	2006	F	83841
Geelong	2006	M	79544
Geelong	2011	F	89042
Geelong	2011	M	84416
Geelong	2016	F	96854
Geelong	2016	M	91328
Surf Coast - Bellarine Peninsula	2006	F	27554
Surf Coast - Bellarine Peninsula	2006	M	26304
Surf Coast - Bellarine Peninsula	2011	F	31162
Surf Coast - Bellarine Peninsula	2011	M	29427
Surf Coast - Bellarine Peninsula	2016	F	36852
Surf Coast - Bellarine Peninsula	2016	M	34873
Upper Goulburn Valley	2006	F	23092
Upper Goulburn Valley	2006	M	23429
Upper Goulburn Valley	2011	F	24894
Upper Goulburn Valley	2011	M	25018
Upper Goulburn Valley	2016	F	26890
Upper Goulburn Valley	2016	M	26952
Wangaratta - Benalla	2006	F	22381
Wangaratta - Benalla	2006	M	21172
Wangaratta - Benalla	2011	F	22738
Wangaratta - Benalla	2011	M	21496
Wangaratta - Benalla	2016	F	23797
Wangaratta - Benalla	2016	M	22303
Wodonga - Alpine	2006	F	31566
Wodonga - Alpine	2006	M	30993
Wodonga - Alpine	2011	F	32873
Wodonga - Alpine	2011	M	32269
Wodonga - Alpine	2016	F	35580
Wodonga - Alpine	2016	M	34667
Baw Baw	2006	F	19286
Baw Baw	2006	M	18373
Baw Baw	2011	F	21923
Baw Baw	2011	M	21060
Baw Baw	2016	F	25004
Baw Baw	2016	M	23621
Gippsland - East	2006	F	20414
Gippsland - East	2006	M	19766
Gippsland - East	2011	F	21448
Gippsland - East	2011	M	20850
Gippsland - East	2016	F	22974
Gippsland - East	2016	M	22174
Gippsland - South West	2006	F	26748
Gippsland - South West	2006	M	25629
Gippsland - South West	2011	F	28995
Gippsland - South West	2011	M	28025
Gippsland - South West	2016	F	31626
Gippsland - South West	2016	M	30038
Latrobe Valley	2006	F	35231
Latrobe Valley	2006	M	33632
Latrobe Valley	2011	F	36944
Latrobe Valley	2011	M	35273
Latrobe Valley	2016	F	37398
Latrobe Valley	2016	M	35700
Wellington	2006	F	19782
Wellington	2006	M	20149
Wellington	2011	F	20604
Wellington	2011	M	20729
Wellington	2016	F	21238
Wellington	2016	M	21631
Brunswick - Coburg	2006	F	37414
Brunswick - Coburg	2006	M	35395
Brunswick - Coburg	2011	F	40442
Brunswick - Coburg	2011	M	38452
Brunswick - Coburg	2016	F	44532
Brunswick - Coburg	2016	M	41727
Darebin - South	2006	F	23781
Darebin - South	2006	M	22131
Darebin - South	2011	F	25247
Darebin - South	2011	M	23312
Darebin - South	2016	F	27481
Darebin - South	2016	M	24589
Essendon	2006	F	29513
Essendon	2006	M	27414
Essendon	2011	F	31534
Essendon	2011	M	29394
Essendon	2016	F	34534
Essendon	2016	M	32066
Melbourne City	2006	F	37642
Melbourne City	2006	M	38498
Melbourne City	2011	F	46848
Melbourne City	2011	M	46769
Melbourne City	2016	F	69825
Melbourne City	2016	M	66144
Port Phillip	2006	F	42860
Port Phillip	2006	M	42239
Port Phillip	2011	F	46059
Port Phillip	2011	M	45321
Port Phillip	2016	F	51563
Port Phillip	2016	M	49309
Stonnington - West	2006	F	26835
Stonnington - West	2006	M	25060
Stonnington - West	2011	F	27819
Stonnington - West	2011	M	25958
Stonnington - West	2016	F	32911
Stonnington - West	2016	M	29556
Yarra	2006	F	35721
Yarra	2006	M	34420
Yarra	2011	F	38332
Yarra	2011	M	36499
Yarra	2016	F	45041
Yarra	2016	M	42415
Boroondara	2006	F	80518
Boroondara	2006	M	73933
Boroondara	2011	F	82686
Boroondara	2011	M	76500
Boroondara	2016	F	87085
Boroondara	2016	M	80145
Manningham - West	2006	F	43689
Manningham - West	2006	M	40874
Manningham - West	2011	F	44418
Manningham - West	2011	M	41487
Manningham - West	2016	F	46853
Manningham - West	2016	M	43519
Whitehorse - West	2006	F	47327
Whitehorse - West	2006	M	42643
Whitehorse - West	2011	F	49376
Whitehorse - West	2011	M	45542
Whitehorse - West	2016	F	52920
Whitehorse - West	2016	M	49118
Bayside	2006	F	46296
Bayside	2006	M	41642
Bayside	2011	F	47972
Bayside	2011	M	43842
Bayside	2016	F	50862
Bayside	2016	M	46229
Glen Eira	2006	F	67174
Glen Eira	2006	M	63416
Glen Eira	2011	F	70875
Glen Eira	2011	M	67191
Glen Eira	2016	F	76673
Glen Eira	2016	M	71759
Kingston	2006	F	52755
Kingston	2006	M	49176
Kingston	2011	F	56149
Kingston	2011	M	52816
Kingston	2016	F	60527
Kingston	2016	M	56283
Stonnington - East	2006	F	19877
Stonnington - East	2006	M	18114
Stonnington - East	2011	F	20544
Stonnington - East	2011	M	18823
Stonnington - East	2016	F	21548
Stonnington - East	2016	M	19816
Banyule	2006	F	59053
Banyule	2006	M	55812
Banyule	2011	F	60878
Banyule	2011	M	57426
Banyule	2016	F	62644
Banyule	2016	M	59222
Darebin - North	2006	F	42060
Darebin - North	2006	M	40094
Darebin - North	2011	F	44772
Darebin - North	2011	M	43143
Darebin - North	2016	F	48341
Darebin - North	2016	M	46313
Nillumbik - Kinglake	2006	F	32138
Nillumbik - Kinglake	2006	M	31771
Nillumbik - Kinglake	2011	F	32180
Nillumbik - Kinglake	2011	M	31734
Nillumbik - Kinglake	2016	F	32886
Nillumbik - Kinglake	2016	M	32237
Whittlesea - Wallan	2006	F	68301
Whittlesea - Wallan	2006	M	67323
Whittlesea - Wallan	2011	F	84068
Whittlesea - Wallan	2011	M	82838
Whittlesea - Wallan	2016	F	108009
Whittlesea - Wallan	2016	M	105705
Keilor	2006	F	27804
Keilor	2006	M	26384
Keilor	2011	F	28062
Keilor	2011	M	26770
Keilor	2016	F	30038
Keilor	2016	M	28526
Macedon Ranges	2006	F	11976
Macedon Ranges	2006	M	11887
Macedon Ranges	2011	F	13419
Macedon Ranges	2011	M	13217
Macedon Ranges	2016	F	14868
Macedon Ranges	2016	M	14703
Moreland - North	2006	F	32003
Moreland - North	2006	M	30138
Moreland - North	2011	F	34275
Moreland - North	2011	M	33333
Moreland - North	2016	F	38103
Moreland - North	2016	M	37406
Sunbury	2006	F	17438
Sunbury	2006	M	16597
Sunbury	2011	F	18762
Sunbury	2011	M	18090
Sunbury	2016	F	20156
Sunbury	2016	M	19212
Tullamarine - Broadmeadows	2006	F	58059
Tullamarine - Broadmeadows	2006	M	57430
Tullamarine - Broadmeadows	2011	F	66645
Tullamarine - Broadmeadows	2011	M	65913
Tullamarine - Broadmeadows	2016	F	80126
Tullamarine - Broadmeadows	2016	M	80228
Knox	2006	F	74898
Knox	2006	M	71840
Knox	2011	F	75907
Knox	2011	M	73431
Knox	2016	F	78814
Knox	2016	M	75341
Manningham - East	2006	F	12834
Manningham - East	2006	M	12576
Manningham - East	2011	F	12891
Manningham - East	2011	M	12613
Manningham - East	2016	F	13153
Manningham - East	2016	M	12834
Maroondah	2006	F	51093
Maroondah	2006	M	47693
Maroondah	2011	F	53231
Maroondah	2011	M	50184
