SA3_NAME16	Year	Sex	persons
No usual address (SA)	2016	M	1734
Augusta - Margaret River - Busselton	2006	F	17985
Augusta - Margaret River - Busselton	2006	M	17717
Augusta - Margaret River - Busselton	2011	F	21402
Augusta - Margaret River - Busselton	2011	M	20644
Augusta - Margaret River - Busselton	2016	F	25875
Augusta - Margaret River - Busselton	2016	M	24996
Bunbury	2006	F	40867
Bunbury	2006	M	40995
Bunbury	2011	F	46980
Bunbury	2011	M	47410
Bunbury	2016	F	51838
Bunbury	2016	M	50811
Manjimup	2006	F	10266
Manjimup	2006	M	10352
Manjimup	2011	F	10774
Manjimup	2011	M	10900
Manjimup	2016	F	11437
Manjimup	2016	M	11377
Mandurah	2006	F	34028
Mandurah	2006	M	32830
Mandurah	2011	F	42424
Mandurah	2011	M	40871
Mandurah	2016	F	49590
Mandurah	2016	M	47146
Cottesloe - Claremont	2006	F	32360
Cottesloe - Claremont	2006	M	30017
Cottesloe - Claremont	2011	F	33153
Cottesloe - Claremont	2011	M	30981
Cottesloe - Claremont	2016	F	34711
Cottesloe - Claremont	2016	M	32922
Perth City	2006	F	39589
Perth City	2006	M	40178
Perth City	2011	F	45467
Perth City	2011	M	46749
Perth City	2016	F	50984
Perth City	2016	M	50688
Bayswater - Bassendean	2006	F	35129
Bayswater - Bassendean	2006	M	34736
Bayswater - Bassendean	2011	F	38107
Bayswater - Bassendean	2011	M	38237
Bayswater - Bassendean	2016	F	40499
Bayswater - Bassendean	2016	M	39944
Mundaring	2006	F	18909
Mundaring	2006	M	19592
Mundaring	2011	F	19681
Mundaring	2011	M	20733
Mundaring	2016	F	20184
Mundaring	2016	M	21848
Swan	2006	F	44510
Swan	2006	M	43972
Swan	2011	F	51802
Swan	2011	M	51334
Swan	2016	F	64736
Swan	2016	M	63808
Joondalup	2006	F	75671
Joondalup	2006	M	74004
Joondalup	2011	F	77045
Joondalup	2011	M	75373
Joondalup	2016	F	78041
Joondalup	2016	M	76684
Stirling	2006	F	82583
Stirling	2006	M	77868
Stirling	2011	F	90795
Stirling	2011	M	87634
Stirling	2016	F	98391
Stirling	2016	M	94036
Wanneroo	2006	F	55949
Wanneroo	2006	M	54993
Wanneroo	2011	F	76867
Wanneroo	2011	M	75236
Wanneroo	2016	F	95067
Wanneroo	2016	M	92891
Armadale	2006	F	25497
Armadale	2006	M	25046
Armadale	2011	F	31253
Armadale	2011	M	31042
Armadale	2016	F	40002
Armadale	2016	M	39594
Belmont - Victoria Park	2006	F	27399
Belmont - Victoria Park	2006	M	27378
Belmont - Victoria Park	2011	F	31205
Belmont - Victoria Park	2011	M	32599
Belmont - Victoria Park	2016	F	34707
Belmont - Victoria Park	2016	M	36010
Canning	2006	F	41090
Canning	2006	M	39334
Canning	2011	F	44622
Canning	2011	M	44141
Canning	2016	F	46908
Canning	2016	M	46691
Gosnells	2006	F	45726
Gosnells	2006	M	45847
Gosnells	2011	F	52832
Gosnells	2011	M	53754
Gosnells	2016	F	58066
Gosnells	2016	M	60000
Kalamunda	2006	F	24960
Kalamunda	2006	M	24577
Kalamunda	2011	F	27030
Kalamunda	2011	M	26533
Kalamunda	2016	F	28995
Kalamunda	2016	M	28458
Serpentine - Jarrahdale	2006	F	6353
Serpentine - Jarrahdale	2006	M	6713
Serpentine - Jarrahdale	2011	F	8754
Serpentine - Jarrahdale	2011	M	9050
Serpentine - Jarrahdale	2016	F	13241
Serpentine - Jarrahdale	2016	M	13631
South Perth	2006	F	19637
South Perth	2006	M	18807
South Perth	2011	F	20865
South Perth	2011	M	19941
South Perth	2016	F	21466
South Perth	2016	M	20580
Cockburn	2006	F	36236
Cockburn	2006	M	35826
Cockburn	2011	F	43860
Cockburn	2011	M	43552
Cockburn	2016	F	51705
Cockburn	2016	M	50322
Fremantle	2006	F	16010
Fremantle	2006	M	15648
Fremantle	2011	F	17211
Fremantle	2011	M	16418
Fremantle	2016	F	18920
Fremantle	2016	M	17684
Kwinana	2006	F	11188
Kwinana	2006	M	12001
Kwinana	2011	F	14356
Kwinana	2011	M	14872
Kwinana	2016	F	18948
Kwinana	2016	M	19970
Melville	2006	F	50026
Melville	2006	M	45561
Melville	2011	F	50984
Melville	2011	M	47387
Melville	2016	F	52076
Melville	2016	M	48603
Rockingham	2006	F	42406
Rockingham	2006	M	41904
Rockingham	2011	F	52253
Rockingham	2011	M	51853
Rockingham	2016	F	63083
Rockingham	2016	M	62028
Albany	2006	F	26250
Albany	2006	M	26346
Albany	2011	F	27789
Albany	2011	M	27569
Albany	2016	F	29530
Albany	2016	M	29638
Wheat Belt - North	2006	F	24533
Wheat Belt - North	2006	M	25882
Wheat Belt - North	2011	F	25891
Wheat Belt - North	2011	M	27475
Wheat Belt - North	2016	F	26872
Wheat Belt - North	2016	M	29063
Wheat Belt - South	2006	F	9745
Wheat Belt - South	2006	M	10103
Wheat Belt - South	2011	F	9853
Wheat Belt - South	2011	M	10859
Wheat Belt - South	2016	F	9889
Wheat Belt - South	2016	M	10355
Kimberley	2006	F	14206
Kimberley	2006	M	15091
Kimberley	2011	F	16286
Kimberley	2011	M	18511
Kimberley	2016	F	17207
Kimberley	2016	M	17158
East Pilbara	2006	F	8285
East Pilbara	2006	M	10215
East Pilbara	2011	F	10378
East Pilbara	2011	M	16614
East Pilbara	2016	F	10274
East Pilbara	2016	M	14781
West Pilbara	2006	F	10203
West Pilbara	2006	M	12298
West Pilbara	2011	F	12630
West Pilbara	2011	M	20268
West Pilbara	2016	F	13133
West Pilbara	2016	M	21369
Esperance	2006	F	7268
Esperance	2006	M	7647
Esperance	2011	F	7689
Esperance	2011	M	7917
Esperance	2016	F	7861
Esperance	2016	M	8108
Gascoyne	2006	F	4266
Gascoyne	2006	M	4626
Gascoyne	2011	F	4448
Gascoyne	2011	M	4846
Gascoyne	2016	F	4491
Gascoyne	2016	M	4995
Goldfields	2006	F	17451
Goldfields	2006	M	19529
Goldfields	2011	F	19265
Goldfields	2011	M	22550
Goldfields	2016	F	18295
Goldfields	2016	M	20800
Mid West	2006	F	23797
Mid West	2006	M	24742
Mid West	2011	F	26013
Mid West	2011	M	27643
Mid West	2016	F	26517
Mid West	2016	M	27497
Migratory - Offshore - Shipping (WA)	2006	F	26
Migratory - Offshore - Shipping (WA)	2006	M	314
Migratory - Offshore - Shipping (WA)	2011	F	33
Migratory - Offshore - Shipping (WA)	2011	M	381
Migratory - Offshore - Shipping (WA)	2016	F	26
Migratory - Offshore - Shipping (WA)	2016	M	408
No usual address (WA)	2006	F	2541
No usual address (WA)	2006	M	3442
No usual address (WA)	2011	F	3010
No usual address (WA)	2011	M	4285
No usual address (WA)	2016	F	2415
No usual address (WA)	2016	M	3532
Brighton	2006	F	7490
Brighton	2006	M	7199
Brighton	2011	F	8248
Brighton	2011	M	7761
Brighton	2016	F	8723
Brighton	2016	M	8344
Hobart - North East	2006	F	24253
Hobart - North East	2006	M	22892
Hobart - North East	2011	F	25420
Hobart - North East	2011	M	24223
Hobart - North East	2016	F	27114
Hobart - North East	2016	M	25488
Hobart - North West	2006	F	25964
Hobart - North West	2006	M	23989
Hobart - North West	2011	F	26500
Hobart - North West	2011	M	24751
Hobart - North West	2016	F	27416
Hobart - North West	2016	M	25739
Hobart - South and West	2006	F	14650
Hobart - South and West	2006	M	13568
Hobart - South and West	2011	F	16113
Hobart - South and West	2011	M	14981
Hobart - South and West	2016	F	17106
Hobart - South and West	2016	M	15774
Hobart Inner	2006	F	24538
Hobart Inner	2006	M	23164
Hobart Inner	2011	F	24976
Hobart Inner	2011	M	23826
Hobart Inner	2016	F	25920
Hobart Inner	2016	M	24640
Sorell - Dodges Ferry	2006	F	6960
Sorell - Dodges Ferry	2006	M	6885
Sorell - Dodges Ferry	2011	F	7509
Sorell - Dodges Ferry	2011	M	7338
Sorell - Dodges Ferry	2016	F	8140
Sorell - Dodges Ferry	2016	M	7945
Launceston	2006	F	39402
Launceston	2006	M	36339
Launceston	2011	F	40954
Launceston	2011	M	38088
Launceston	2016	F	41960
Launceston	2016	M	38958
Meander Valley - West Tamar	2006	F	11007
Meander Valley - West Tamar	2006	M	10894
Meander Valley - West Tamar	2011	F	11188
Meander Valley - West Tamar	2011	M	10822
Meander Valley - West Tamar	2016	F	11302
Meander Valley - West Tamar	2016	M	11142
North East	2006	F	17952
North East	2006	M	18333
North East	2011	F	18149
North East	2011	M	18363
North East	2016	F	18451
North East	2016	M	18670
Central Highlands (Tas.)	2006	F	5167
Central Highlands (Tas.)	2006	M	5680
Central Highlands (Tas.)	2011	F	5439
Central Highlands (Tas.)	2011	M	5900
Central Highlands (Tas.)	2016	F	5354
Central Highlands (Tas.)	2016	M	5876
Huon - Bruny Island	2006	F	8155
Huon - Bruny Island	2006	M	8463
Huon - Bruny Island	2011	F	8850
Huon - Bruny Island	2011	M	9092
Huon - Bruny Island	2016	F	9520
Huon - Bruny Island	2016	M	9623
South East Coast	2006	F	3158
South East Coast	2006	M	3271
South East Coast	2011	F	3194
South East Coast	2011	M	3320
South East Coast	2016	F	3297
South East Coast	2016	M	3451
Burnie - Ulverstone	2006	F	24338
Burnie - Ulverstone	2006	M	22749
Burnie - Ulverstone	2011	F	24814
Burnie - Ulverstone	2011	M	23155
Burnie - Ulverstone	2016	F	24578
Burnie - Ulverstone	2016	M	22949
Devonport	2006	F	20816
Devonport	2006	M	20004
Devonport	2011	F	22136
Devonport	2011	M	21088
Devonport	2016	F	22840
Devonport	2016	M	21409
West Coast	2006	F	8811
West Coast	2006	M	9417
West Coast	2011	F	8686
West Coast	2011	M	9267
West Coast	2016	F	8342
West Coast	2016	M	8901
Migratory - Offshore - Shipping (Tas.)	2006	F	10
Migratory - Offshore - Shipping (Tas.)	2006	M	78
Migratory - Offshore - Shipping (Tas.)	2011	F	36
Migratory - Offshore - Shipping (Tas.)	2011	M	82
Migratory - Offshore - Shipping (Tas.)	2016	F	21
Migratory - Offshore - Shipping (Tas.)	2016	M	49
No usual address (Tas.)	2006	F	413
No usual address (Tas.)	2006	M	460
No usual address (Tas.)	2011	F	460
No usual address (Tas.)	2011	M	613
No usual address (Tas.)	2016	F	393
No usual address (Tas.)	2016	M	524
Darwin City	2006	F	8882
Darwin City	2006	M	10552
Darwin City	2011	F	10499
Darwin City	2011	M	12270
Darwin City	2016	F	12047
Darwin City	2016	M	13789
Darwin Suburbs	2006	F	23447
Darwin Suburbs	2006	M	24274
Darwin Suburbs	2011	F	24964
Darwin Suburbs	2011	M	26609
Darwin Suburbs	2016	F	26679
Darwin Suburbs	2016	M	27084
Litchfield	2006	F	6833
Litchfield	2006	M	8360
Litchfield	2011	F	8491
Litchfield	2011	M	10125
Litchfield	2016	F	9520
Litchfield	2016	M	14009
Palmerston	2006	F	11742
Palmerston	2006	M	11892
Palmerston	2011	F	13730
Palmerston	2011	M	13886
Palmerston	2016	F	16698
Palmerston	2016	M	16997
Alice Springs	2006	F	17775
Alice Springs	2006	M	17565
Alice Springs	2011	F	17821
Alice Springs	2011	M	18244
Alice Springs	2016	F	18179
Alice Springs	2016	M	17900
Barkly	2006	F	2597
Barkly	2006	M	2792
Barkly	2011	F	2845
Barkly	2011	M	2876
Barkly	2016	F	2640
Barkly	2016	M	2892
Daly - Tiwi - West Arnhem	2006	F	6611
Daly - Tiwi - West Arnhem	2006	M	7201
Daly - Tiwi - West Arnhem	2011	F	7525
Daly - Tiwi - West Arnhem	2011	M	8226
Daly - Tiwi - West Arnhem	2016	F	7832
Daly - Tiwi - West Arnhem	2016	M	8272
East Arnhem	2006	F	6371
East Arnhem	2006	M	6878
East Arnhem	2011	F	6813
East Arnhem	2011	M	7205
East Arnhem	2016	F	6439
East Arnhem	2016	M	6577
Katherine	2006	F	8389
Katherine	2006	M	8731
Katherine	2011	F	8862
Katherine	2011	M	8963
Katherine	2016	F	9062
Katherine	2016	M	9648
Migratory - Offshore - Shipping (NT)	2006	F	17
Migratory - Offshore - Shipping (NT)	2006	M	78
Migratory - Offshore - Shipping (NT)	2011	F	19
Migratory - Offshore - Shipping (NT)	2011	M	90
Migratory - Offshore - Shipping (NT)	2016	F	14
Migratory - Offshore - Shipping (NT)	2016	M	61
No usual address (NT)	2006	F	863
No usual address (NT)	2006	M	1043
No usual address (NT)	2011	F	850
No usual address (NT)	2011	M	1017
No usual address (NT)	2016	F	1157
No usual address (NT)	2016	M	1332
Belconnen	2006	F	42770
Belconnen	2006	M	41617
Belconnen	2011	F	46787
Belconnen	2011	M	45681
Belconnen	2016	F	48640
Belconnen	2016	M	47409
Canberra East	2006	F	450
Canberra East	2006	M	655
Canberra East	2011	F	484
Canberra East	2011	M	977
Canberra East	2016	F	515
Canberra East	2016	M	1062
Gungahlin	2006	F	16213
Gungahlin	2006	M	15451
Gungahlin	2011	F	23957
Gungahlin	2011	M	23346
Gungahlin	2016	F	35920
Gungahlin	2016	M	35222
North Canberra	2006	F	20843
North Canberra	2006	M	21103
North Canberra	2011	F	23720
North Canberra	2011	M	24312
North Canberra	2016	F	26554
North Canberra	2016	M	26449
South Canberra	2006	F	11659
South Canberra	2006	M	11070
South Canberra	2011	F	12354
South Canberra	2011	M	11840
South Canberra	2016	F	13930
South Canberra	2016	M	13082
Tuggeranong	2006	F	44214
Tuggeranong	2006	M	42904
Tuggeranong	2011	F	44100
Tuggeranong	2011	M	42802
Tuggeranong	2016	F	43512
Tuggeranong	2016	M	41642
Weston Creek	2006	F	11355
Weston Creek	2006	M	10710
Weston Creek	2011	F	11648
Weston Creek	2011	M	11109
Weston Creek	2016	F	11893
Weston Creek	2016	M	11090
Woden Valley	2006	F	16402
Woden Valley	2006	M	15591
Woden Valley	2011	F	16889
Woden Valley	2011	M	16072
Woden Valley	2016	F	17839
Woden Valley	2016	M	16921
Molonglo	2006	F	0
Molonglo	2006	M	0
Molonglo	2011	F	4
Molonglo	2011	M	3
Molonglo	2016	F	2341
Molonglo	2016	M	2236
Urriarra - Namadgi	2006	F	145
Urriarra - Namadgi	2006	M	187
Urriarra - Namadgi	2011	F	224
Urriarra - Namadgi	2011	M	265
Urriarra - Namadgi	2016	F	288
Urriarra - Namadgi	2016	M	312
Migratory - Offshore - Shipping (ACT)	2006	F	0
Migratory - Offshore - Shipping (ACT)	2006	M	0
Migratory - Offshore - Shipping (ACT)	2011	F	0
Migratory - Offshore - Shipping (ACT)	2011	M	0
Migratory - Offshore - Shipping (ACT)	2016	F	0
Migratory - Offshore - Shipping (ACT)	2016	M	0
No usual address (ACT)	2006	F	337
No usual address (ACT)	2006	M	371
No usual address (ACT)	2011	F	305
No usual address (ACT)	2011	M	328
No usual address (ACT)	2016	F	228
No usual address (ACT)	2016	M	312
Christmas Island	2006	F	585
Christmas Island	2006	M	767
Christmas Island	2011	F	607
Christmas Island	2011	M	1465
Christmas Island	2016	F	712
Christmas Island	2016	M	1130
Cocos (Keeling) Islands	2006	F	292
Cocos (Keeling) Islands	2006	M	278
Cocos (Keeling) Islands	2011	F	268
Cocos (Keeling) Islands	2011	M	287
Cocos (Keeling) Islands	2016	F	273
Cocos (Keeling) Islands	2016	M	268
Jervis Bay	2006	F	171
Jervis Bay	2006	M	200
Jervis Bay	2011	F	167
Jervis Bay	2011	M	213
Jervis Bay	2016	F	172
Jervis Bay	2016	M	216
Norfolk Island	2006	F	0
Norfolk Island	2006	M	0
Norfolk Island	2011	F	0
Norfolk Island	2011	M	0
Norfolk Island	2016	F	930
Norfolk Island	2016	M	819
Migratory - Offshore - Shipping (OT)	2006	F	0
Migratory - Offshore - Shipping (OT)	2006	M	0
Migratory - Offshore - Shipping (OT)	2011	F	0
Migratory - Offshore - Shipping (OT)	2011	M	0
Migratory - Offshore - Shipping (OT)	2016	F	0
Migratory - Offshore - Shipping (OT)	2016	M	3
No usual address (OT)	2006	F	4
No usual address (OT)	2006	M	22
No usual address (OT)	2011	F	19
No usual address (OT)	2011	M	7
No usual address (OT)	2016	F	28
No usual address (OT)	2016	M	21
