SA3_NAME16	Year	SameAddress1YearAgo	Sex	persons
Bourke - Cobar - Coonamble	2006	0	M	2107
Bourke - Cobar - Coonamble	2006	1	F	9732
Bourke - Cobar - Coonamble	2006	1	M	10688
Bourke - Cobar - Coonamble	2011		F	1043
Bourke - Cobar - Coonamble	2011		M	1272
Bourke - Cobar - Coonamble	2011	0	F	1692
Bourke - Cobar - Coonamble	2011	0	M	1771
Bourke - Cobar - Coonamble	2011	1	F	9494
Bourke - Cobar - Coonamble	2011	1	M	10021
Bourke - Cobar - Coonamble	2016		F	1812
Bourke - Cobar - Coonamble	2016		M	1974
Bourke - Cobar - Coonamble	2016	0	F	1373
Bourke - Cobar - Coonamble	2016	0	M	1291
Bourke - Cobar - Coonamble	2016	1	F	8649
Bourke - Cobar - Coonamble	2016	1	M	9049
Broken Hill and Far West	2006		F	803
Broken Hill and Far West	2006		M	905
Broken Hill and Far West	2006	0	F	1425
Broken Hill and Far West	2006	0	M	1233
Broken Hill and Far West	2006	1	F	8936
Broken Hill and Far West	2006	1	M	8727
Broken Hill and Far West	2011		F	777
Broken Hill and Far West	2011		M	864
Broken Hill and Far West	2011	0	F	1198
Broken Hill and Far West	2011	0	M	1170
Broken Hill and Far West	2011	1	F	8775
Broken Hill and Far West	2011	1	M	8420
Broken Hill and Far West	2016		F	1092
Broken Hill and Far West	2016		M	1149
Broken Hill and Far West	2016	0	F	1146
Broken Hill and Far West	2016	0	M	1029
Broken Hill and Far West	2016	1	F	8013
Broken Hill and Far West	2016	1	M	7787
Dubbo	2006		F	2256
Dubbo	2006		M	2391
Dubbo	2006	0	F	5243
Dubbo	2006	0	M	4796
Dubbo	2006	1	F	26098
Dubbo	2006	1	M	25038
Dubbo	2011		F	1960
Dubbo	2011		M	2559
Dubbo	2011	0	F	4888
Dubbo	2011	0	M	4376
Dubbo	2011	1	F	27257
Dubbo	2011	1	M	26056
Dubbo	2016		F	4020
Dubbo	2016		M	4410
Dubbo	2016	0	F	4905
Dubbo	2016	0	M	4441
Dubbo	2016	1	F	26288
Dubbo	2016	1	M	25347
Lower Hunter	2006		F	2083
Lower Hunter	2006		M	2636
Lower Hunter	2006	0	F	5340
Lower Hunter	2006	0	M	5191
Lower Hunter	2006	1	F	30792
Lower Hunter	2006	1	M	30429
Lower Hunter	2011		F	2174
Lower Hunter	2011		M	2858
Lower Hunter	2011	0	F	5515
Lower Hunter	2011	0	M	5374
Lower Hunter	2011	1	F	33141
Lower Hunter	2011	1	M	32925
Lower Hunter	2016		F	4353
Lower Hunter	2016		M	5052
Lower Hunter	2016	0	F	5613
Lower Hunter	2016	0	M	5481
Lower Hunter	2016	1	F	33799
Lower Hunter	2016	1	M	33378
Maitland	2006		F	1625
Maitland	2006		M	1672
Maitland	2006	0	F	4389
Maitland	2006	0	M	4076
Maitland	2006	1	F	23814
Maitland	2006	1	M	22786
Maitland	2011		F	1563
Maitland	2011		M	1710
Maitland	2011	0	F	4655
Maitland	2011	0	M	4412
Maitland	2011	1	F	26536
Maitland	2011	1	M	25333
Maitland	2016		F	3117
Maitland	2016		M	3006
Maitland	2016	0	F	5669
Maitland	2016	0	M	5174
Maitland	2016	1	F	29162
Maitland	2016	1	M	28037
Port Stephens	2006		F	1778
Port Stephens	2006		M	1858
Port Stephens	2006	0	F	4916
Port Stephens	2006	0	M	4726
Port Stephens	2006	1	F	25094
Port Stephens	2006	1	M	24340
Port Stephens	2011		F	2021
Port Stephens	2011		M	2163
Port Stephens	2011	0	F	4957
Port Stephens	2011	0	M	4630
Port Stephens	2011	1	F	27270
Port Stephens	2011	1	M	26464
Port Stephens	2016		F	3473
Port Stephens	2016		M	3509
Port Stephens	2016	0	F	5115
Port Stephens	2016	0	M	4846
Port Stephens	2016	1	F	27504
Port Stephens	2016	1	M	26934
Upper Hunter	2006		F	801
Upper Hunter	2006		M	1190
Upper Hunter	2006	0	F	2230
Upper Hunter	2006	0	M	2212
Upper Hunter	2006	1	F	10836
Upper Hunter	2006	1	M	10942
Upper Hunter	2011		F	913
Upper Hunter	2011		M	1283
Upper Hunter	2011	0	F	2395
Upper Hunter	2011	0	M	2409
Upper Hunter	2011	1	F	11208
Upper Hunter	2011	1	M	11338
Upper Hunter	2016		F	1542
Upper Hunter	2016		M	1850
Upper Hunter	2016	0	F	2127
Upper Hunter	2016	0	M	1990
Upper Hunter	2016	1	F	11315
Upper Hunter	2016	1	M	11376
Dapto - Port Kembla	2006		F	2067
Dapto - Port Kembla	2006		M	2221
Dapto - Port Kembla	2006	0	F	3685
Dapto - Port Kembla	2006	0	M	3436
Dapto - Port Kembla	2006	1	F	29992
Dapto - Port Kembla	2006	1	M	29263
Dapto - Port Kembla	2011		F	1806
Dapto - Port Kembla	2011		M	1814
Dapto - Port Kembla	2011	0	F	3640
Dapto - Port Kembla	2011	0	M	3471
Dapto - Port Kembla	2011	1	F	31015
Dapto - Port Kembla	2011	1	M	30172
Dapto - Port Kembla	2016		F	2925
Dapto - Port Kembla	2016		M	2990
Dapto - Port Kembla	2016	0	F	4071
Dapto - Port Kembla	2016	0	M	3888
Dapto - Port Kembla	2016	1	F	31360
Dapto - Port Kembla	2016	1	M	30124
Illawarra Catchment Reserve	2006		F	0
Illawarra Catchment Reserve	2006		M	0
Illawarra Catchment Reserve	2006	0	F	0
Illawarra Catchment Reserve	2006	0	M	0
Illawarra Catchment Reserve	2006	1	F	0
Illawarra Catchment Reserve	2006	1	M	0
Illawarra Catchment Reserve	2011		F	4
Illawarra Catchment Reserve	2011		M	3
Illawarra Catchment Reserve	2011	0	F	0
Illawarra Catchment Reserve	2011	0	M	0
Illawarra Catchment Reserve	2011	1	F	3
Illawarra Catchment Reserve	2011	1	M	3
Illawarra Catchment Reserve	2016		F	0
Illawarra Catchment Reserve	2016		M	4
Illawarra Catchment Reserve	2016	0	F	0
Illawarra Catchment Reserve	2016	0	M	0
Illawarra Catchment Reserve	2016	1	F	3
Illawarra Catchment Reserve	2016	1	M	0
Kiama - Shellharbour	2006		F	2123
Kiama - Shellharbour	2006		M	2162
Kiama - Shellharbour	2006	0	F	5019
Kiama - Shellharbour	2006	0	M	4659
Kiama - Shellharbour	2006	1	F	33261
Kiama - Shellharbour	2006	1	M	32093
Kiama - Shellharbour	2011		F	1733
Kiama - Shellharbour	2011		M	1849
Kiama - Shellharbour	2011	0	F	5292
Kiama - Shellharbour	2011	0	M	4879
Kiama - Shellharbour	2011	1	F	35588
Kiama - Shellharbour	2011	1	M	34194
Kiama - Shellharbour	2016		F	3823
Kiama - Shellharbour	2016		M	3729
Kiama - Shellharbour	2016	0	F	5546
Kiama - Shellharbour	2016	0	M	5165
Kiama - Shellharbour	2016	1	F	36538
Kiama - Shellharbour	2016	1	M	35037
Wollongong	2006		F	3328
Wollongong	2006		M	3576
Wollongong	2006	0	F	8187
Wollongong	2006	0	M	8284
Wollongong	2006	1	F	45848
Wollongong	2006	1	M	44320
Wollongong	2011		F	2998
Wollongong	2011		M	3446
Wollongong	2011	0	F	8764
Wollongong	2011	0	M	8603
Wollongong	2011	1	F	48965
Wollongong	2011	1	M	47749
Wollongong	2016		F	5270
Wollongong	2016		M	5343
Wollongong	2016	0	F	9303
Wollongong	2016	0	M	9332
Wollongong	2016	1	F	50169
Wollongong	2016	1	M	48877
Great Lakes	2006		F	787
Great Lakes	2006		M	781
Great Lakes	2006	0	F	2130
Great Lakes	2006	0	M	2015
Great Lakes	2006	1	F	11753
Great Lakes	2006	1	M	11256
Great Lakes	2011		F	893
Great Lakes	2011		M	908
Great Lakes	2011	0	F	2182
Great Lakes	2011	0	M	1993
Great Lakes	2011	1	F	12207
Great Lakes	2011	1	M	11664
Great Lakes	2016		F	1552
Great Lakes	2016		M	1477
Great Lakes	2016	0	F	2282
Great Lakes	2016	0	M	2131
Great Lakes	2016	1	F	12183
Great Lakes	2016	1	M	11644
Kempsey - Nambucca	2006		F	1327
Kempsey - Nambucca	2006		M	1798
Kempsey - Nambucca	2006	0	F	3218
Kempsey - Nambucca	2006	0	M	2997
Kempsey - Nambucca	2006	1	F	18178
Kempsey - Nambucca	2006	1	M	17764
Kempsey - Nambucca	2011		F	1273
Kempsey - Nambucca	2011		M	1786
Kempsey - Nambucca	2011	0	F	3067
Kempsey - Nambucca	2011	0	M	2787
Kempsey - Nambucca	2011	1	F	19259
Kempsey - Nambucca	2011	1	M	18653
Kempsey - Nambucca	2016		F	2684
Kempsey - Nambucca	2016		M	3003
Kempsey - Nambucca	2016	0	F	3086
Kempsey - Nambucca	2016	0	M	2832
Kempsey - Nambucca	2016	1	F	18472
Kempsey - Nambucca	2016	1	M	18047
Lord Howe Island	2006		F	3
Lord Howe Island	2006		M	4
Lord Howe Island	2006	0	F	31
Lord Howe Island	2006	0	M	26
Lord Howe Island	2006	1	F	136
Lord Howe Island	2006	1	M	142
Lord Howe Island	2011		F	8
Lord Howe Island	2011		M	7
Lord Howe Island	2011	0	F	30
Lord Howe Island	2011	0	M	22
Lord Howe Island	2011	1	F	148
Lord Howe Island	2011	1	M	147
Lord Howe Island	2016		F	16
Lord Howe Island	2016		M	25
Lord Howe Island	2016	0	F	27
Lord Howe Island	2016	0	M	27
Lord Howe Island	2016	1	F	148
Lord Howe Island	2016	1	M	140
Port Macquarie	2006		F	1839
Port Macquarie	2006		M	1830
Port Macquarie	2006	0	F	5677
Port Macquarie	2006	0	M	5310
Port Macquarie	2006	1	F	28002
Port Macquarie	2006	1	M	25775
Port Macquarie	2011		F	1853
Port Macquarie	2011		M	1907
Port Macquarie	2011	0	F	5890
Port Macquarie	2011	0	M	5355
Port Macquarie	2011	1	F	30023
Port Macquarie	2011	1	M	27681
Port Macquarie	2016		F	3689
Port Macquarie	2016		M	3571
Port Macquarie	2016	0	F	5954
Port Macquarie	2016	0	M	5415
Port Macquarie	2016	1	F	31218
Port Macquarie	2016	1	M	28718
Taree - Gloucester	2006		F	1137
Taree - Gloucester	2006		M	1150
Taree - Gloucester	2006	0	F	3570
Taree - Gloucester	2006	0	M	3214
Taree - Gloucester	2006	1	F	20811
Taree - Gloucester	2006	1	M	20060
Taree - Gloucester	2011		F	1379
Taree - Gloucester	2011		M	1460
Taree - Gloucester	2011	0	F	3684
Taree - Gloucester	2011	0	M	3429
Taree - Gloucester	2011	1	F	21242
Taree - Gloucester	2011	1	M	20165
Taree - Gloucester	2016		F	2527
Taree - Gloucester	2016		M	2400
Taree - Gloucester	2016	0	F	3653
Taree - Gloucester	2016	0	M	3472
Taree - Gloucester	2016	1	F	21418
Taree - Gloucester	2016	1	M	20391
Albury	2006		F	1543
Albury	2006		M	1711
Albury	2006	0	F	4784
Albury	2006	0	M	4311
Albury	2006	1	F	22277
Albury	2006	1	M	21267
Albury	2011		F	1563
Albury	2011		M	1692
Albury	2011	0	F	4666
Albury	2011	0	M	4040
Albury	2011	1	F	23283
Albury	2011	1	M	22194
Albury	2016		F	3226
Albury	2016		M	3046
Albury	2016	0	F	4809
Albury	2016	0	M	4385
Albury	2016	1	F	23473
Albury	2016	1	M	22326
Lower Murray	2006		F	373
Lower Murray	2006		M	407
Lower Murray	2006	0	F	785
Lower Murray	2006	0	M	831
Lower Murray	2006	1	F	5156
Lower Murray	2006	1	M	5496
Lower Murray	2011		F	338
Lower Murray	2011		M	436
Lower Murray	2011	0	F	768
Lower Murray	2011	0	M	727
Lower Murray	2011	1	F	4916
Lower Murray	2011	1	M	5239
Lower Murray	2016		F	734
Lower Murray	2016		M	834
Lower Murray	2016	0	F	735
Lower Murray	2016	0	M	680
Lower Murray	2016	1	F	4641
Lower Murray	2016	1	M	4924
Upper Murray exc. Albury	2006		F	1025
Upper Murray exc. Albury	2006		M	1162
Upper Murray exc. Albury	2006	0	F	2988
Upper Murray exc. Albury	2006	0	M	2945
Upper Murray exc. Albury	2006	1	F	16236
Upper Murray exc. Albury	2006	1	M	16319
Upper Murray exc. Albury	2011		F	1057
Upper Murray exc. Albury	2011		M	1190
Upper Murray exc. Albury	2011	0	F	2625
Upper Murray exc. Albury	2011	0	M	2392
Upper Murray exc. Albury	2011	1	F	16553
Upper Murray exc. Albury	2011	1	M	16638
Upper Murray exc. Albury	2016		F	2340
Upper Murray exc. Albury	2016		M	2320
Upper Murray exc. Albury	2016	0	F	2687
Upper Murray exc. Albury	2016	0	M	2494
Upper Murray exc. Albury	2016	1	F	16093
Upper Murray exc. Albury	2016	1	M	16048
Armidale	2006		F	947
Armidale	2006		M	962
Armidale	2006	0	F	3208
Armidale	2006	0	M	2881
Armidale	2006	1	F	13724
Armidale	2006	1	M	13045
Armidale	2011		F	1123
Armidale	2011		M	1057
Armidale	2011	0	F	3246
Armidale	2011	0	M	2863
Armidale	2011	1	F	14175
Armidale	2011	1	M	13481
Armidale	2016		F	1927
Armidale	2016		M	1893
Armidale	2016	0	F	3246
Armidale	2016	0	M	2764
Armidale	2016	1	F	13962
Armidale	2016	1	M	13300
Inverell - Tenterfield	2006		F	905
Inverell - Tenterfield	2006		M	1093
Inverell - Tenterfield	2006	0	F	2726
Inverell - Tenterfield	2006	0	M	2613
Inverell - Tenterfield	2006	1	F	15172
Inverell - Tenterfield	2006	1	M	14852
Inverell - Tenterfield	2011		F	871
Inverell - Tenterfield	2011		M	1164
Inverell - Tenterfield	2011	0	F	2641
Inverell - Tenterfield	2011	0	M	2405
Inverell - Tenterfield	2011	1	F	15555
Inverell - Tenterfield	2011	1	M	15127
Inverell - Tenterfield	2016		F	2225
Inverell - Tenterfield	2016		M	2292
Inverell - Tenterfield	2016	0	F	2513
Inverell - Tenterfield	2016	0	M	2276
Inverell - Tenterfield	2016	1	F	14701
Inverell - Tenterfield	2016	1	M	14337
Moree - Narrabri	2006		F	1113
Moree - Narrabri	2006		M	1185
Moree - Narrabri	2006	0	F	2020
Moree - Narrabri	2006	0	M	2015
Moree - Narrabri	2006	1	F	9815
Moree - Narrabri	2006	1	M	10250
Moree - Narrabri	2011		F	1061
Moree - Narrabri	2011		M	1148
Moree - Narrabri	2011	0	F	1746
Moree - Narrabri	2011	0	M	1722
Moree - Narrabri	2011	1	F	9869
Moree - Narrabri	2011	1	M	10141
Moree - Narrabri	2016		F	1811
Moree - Narrabri	2016		M	1833
Moree - Narrabri	2016	0	F	1501
Moree - Narrabri	2016	0	M	1388
Moree - Narrabri	2016	1	F	9444
Moree - Narrabri	2016	1	M	9647
Tamworth - Gunnedah	2006		F	1908
Tamworth - Gunnedah	2006		M	2131
Tamworth - Gunnedah	2006	0	F	5683
Tamworth - Gunnedah	2006	0	M	5506
Tamworth - Gunnedah	2006	1	F	30060
Tamworth - Gunnedah	2006	1	M	28576
Tamworth - Gunnedah	2011		F	2361
Tamworth - Gunnedah	2011		M	2513
Tamworth - Gunnedah	2011	0	F	5855
Tamworth - Gunnedah	2011	0	M	5504
Tamworth - Gunnedah	2011	1	F	30791
Tamworth - Gunnedah	2011	1	M	29781
Tamworth - Gunnedah	2016		F	4247
Tamworth - Gunnedah	2016		M	4278
Tamworth - Gunnedah	2016	0	F	5887
Tamworth - Gunnedah	2016	0	M	5639
Tamworth - Gunnedah	2016	1	F	30835
Tamworth - Gunnedah	2016	1	M	29614
Lake Macquarie - East	2006		F	2670
Lake Macquarie - East	2006		M	2895
Lake Macquarie - East	2006	0	F	6906
Lake Macquarie - East	2006	0	M	6502
Lake Macquarie - East	2006	1	F	49076
Lake Macquarie - East	2006	1	M	46640
Lake Macquarie - East	2011		F	2640
Lake Macquarie - East	2011		M	2688
Lake Macquarie - East	2011	0	F	7015
Lake Macquarie - East	2011	0	M	6595
Lake Macquarie - East	2011	1	F	50264
Lake Macquarie - East	2011	1	M	47669
Lake Macquarie - East	2016		F	4397
Lake Macquarie - East	2016		M	4330
Lake Macquarie - East	2016	0	F	7180
Lake Macquarie - East	2016	0	M	6753
Lake Macquarie - East	2016	1	F	49942
Lake Macquarie - East	2016	1	M	47417
Lake Macquarie - West	2006		F	1663
Lake Macquarie - West	2006		M	1668
Lake Macquarie - West	2006	0	F	4167
Lake Macquarie - West	2006	0	M	4110
Lake Macquarie - West	2006	1	F	28270
Lake Macquarie - West	2006	1	M	27079
Lake Macquarie - West	2011		F	1457
Lake Macquarie - West	2011		M	1527
Lake Macquarie - West	2011	0	F	4459
Lake Macquarie - West	2011	0	M	4181
Lake Macquarie - West	2011	1	F	29801
Lake Macquarie - West	2011	1	M	28580
Lake Macquarie - West	2016		F	2858
Lake Macquarie - West	2016		M	2868
Lake Macquarie - West	2016	0	F	5262
Lake Macquarie - West	2016	0	M	4882
Lake Macquarie - West	2016	1	F	30357
Lake Macquarie - West	2016	1	M	28985
Newcastle	2006		F	4627
Newcastle	2006		M	5171
Newcastle	2006	0	F	12403
Newcastle	2006	0	M	11688
Newcastle	2006	1	F	58826
Newcastle	2006	1	M	55599
Newcastle	2011		F	4208
Newcastle	2011		M	4872
Newcastle	2011	0	F	12493
Newcastle	2011	0	M	12020
Newcastle	2011	1	F	62350
Newcastle	2011	1	M	59794
Newcastle	2016		F	6412
Newcastle	2016		M	6543
Newcastle	2016	0	F	14063
Newcastle	2016	0	M	13398
Newcastle	2016	1	F	62607
Newcastle	2016	1	M	60857
Richmond Valley - Coastal	2006		F	2407
Richmond Valley - Coastal	2006		M	2474
Richmond Valley - Coastal	2006	0	F	6282
Richmond Valley - Coastal	2006	0	M	5753
Richmond Valley - Coastal	2006	1	F	28355
Richmond Valley - Coastal	2006	1	M	26863
Richmond Valley - Coastal	2011		F	1866
Richmond Valley - Coastal	2011		M	2119
Richmond Valley - Coastal	2011	0	F	5995
Richmond Valley - Coastal	2011	0	M	5350
Richmond Valley - Coastal	2011	1	F	29839
Richmond Valley - Coastal	2011	1	M	28055
Richmond Valley - Coastal	2016		F	4593
Richmond Valley - Coastal	2016		M	4392
Richmond Valley - Coastal	2016	0	F	6273
Richmond Valley - Coastal	2016	0	M	5402
Richmond Valley - Coastal	2016	1	F	29594
Richmond Valley - Coastal	2016	1	M	28026
Richmond Valley - Hinterland	2006		F	1629
Richmond Valley - Hinterland	2006		M	1800
Richmond Valley - Hinterland	2006	0	F	5458
Richmond Valley - Hinterland	2006	0	M	5156
Richmond Valley - Hinterland	2006	1	F	27553
Richmond Valley - Hinterland	2006	1	M	26275
Richmond Valley - Hinterland	2011		F	1751
Richmond Valley - Hinterland	2011		M	2033
Richmond Valley - Hinterland	2011	0	F	5019
Richmond Valley - Hinterland	2011	0	M	4589
Richmond Valley - Hinterland	2011	1	F	28464
Richmond Valley - Hinterland	2011	1	M	27429
Richmond Valley - Hinterland	2016		F	3667
Richmond Valley - Hinterland	2016		M	3727
Richmond Valley - Hinterland	2016	0	F	4502
Richmond Valley - Hinterland	2016	0	M	4260
Richmond Valley - Hinterland	2016	1	F	27445
Richmond Valley - Hinterland	2016	1	M	26347
Tweed Valley	2006		F	2579
Tweed Valley	2006		M	2630
Tweed Valley	2006	0	F	6715
Tweed Valley	2006	0	M	6313
Tweed Valley	2006	1	F	31403
Tweed Valley	2006	1	M	29683
Tweed Valley	2011		F	2472
Tweed Valley	2011		M	2529
Tweed Valley	2011	0	F	6494
Tweed Valley	2011	0	M	5765
Tweed Valley	2011	1	F	35125
Tweed Valley	2011	1	M	32717
Tweed Valley	2016		F	4678
Tweed Valley	2016		M	4480
Tweed Valley	2016	0	F	7027
Tweed Valley	2016	0	M	6426
Tweed Valley	2016	1	F	35556
Tweed Valley	2016	1	M	33203
Griffith - Murrumbidgee (West)	2006		F	1461
Griffith - Murrumbidgee (West)	2006		M	1751
Griffith - Murrumbidgee (West)	2006	0	F	3276
Griffith - Murrumbidgee (West)	2006	0	M	3223
Griffith - Murrumbidgee (West)	2006	1	F	18473
