SA3_NAME16	Year	IndustryOfEmployment	Sex	workers
Snowy Mountains	2006	Education and training	M	162
Snowy Mountains	2006	Electricity gas water and waste services	F	69
Snowy Mountains	2006	Electricity gas water and waste services	M	230
Snowy Mountains	2006	Financial and insurance services	F	82
Snowy Mountains	2006	Financial and insurance services	M	39
Snowy Mountains	2006	Health care and social assistance	F	573
Snowy Mountains	2006	Health care and social assistance	M	116
Snowy Mountains	2006	Information media and telecommunications	F	32
Snowy Mountains	2006	Information media and telecommunications	M	43
Snowy Mountains	2006	Manufacturing	F	77
Snowy Mountains	2006	Manufacturing	M	276
Snowy Mountains	2006	Mining	F	3
Snowy Mountains	2006	Mining	M	25
Snowy Mountains	2006	Other services	F	106
Snowy Mountains	2006	Other services	M	171
Snowy Mountains	2006	Professional scientific and technical services	F	196
Snowy Mountains	2006	Professional scientific and technical services	M	195
Snowy Mountains	2006	Public administration and safety	F	264
Snowy Mountains	2006	Public administration and safety	M	378
Snowy Mountains	2006	Rental hiring and real estate services	F	95
Snowy Mountains	2006	Rental hiring and real estate services	M	77
Snowy Mountains	2006	Retail trade	F	545
Snowy Mountains	2006	Retail trade	M	394
Snowy Mountains	2006	Transport postal and warehousing	F	78
Snowy Mountains	2006	Transport postal and warehousing	M	222
Snowy Mountains	2006	Wholesale trade	F	59
Snowy Mountains	2006	Wholesale trade	M	126
Snowy Mountains	2011		F	80
Snowy Mountains	2011		M	114
Snowy Mountains	2011	Accommodation and food services	F	678
Snowy Mountains	2011	Accommodation and food services	M	547
Snowy Mountains	2011	Administrative and support services	F	156
Snowy Mountains	2011	Administrative and support services	M	112
Snowy Mountains	2011	Agriculture forestry and fishing	F	234
Snowy Mountains	2011	Agriculture forestry and fishing	M	683
Snowy Mountains	2011	Arts and recreation services	F	145
Snowy Mountains	2011	Arts and recreation services	M	306
Snowy Mountains	2011	Construction	F	79
Snowy Mountains	2011	Construction	M	584
Snowy Mountains	2011	Education and training	F	447
Snowy Mountains	2011	Education and training	M	179
Snowy Mountains	2011	Electricity gas water and waste services	F	63
Snowy Mountains	2011	Electricity gas water and waste services	M	262
Snowy Mountains	2011	Financial and insurance services	F	70
Snowy Mountains	2011	Financial and insurance services	M	27
Snowy Mountains	2011	Health care and social assistance	F	641
Snowy Mountains	2011	Health care and social assistance	M	115
Snowy Mountains	2011	Information media and telecommunications	F	40
Snowy Mountains	2011	Information media and telecommunications	M	38
Snowy Mountains	2011	Manufacturing	F	95
Snowy Mountains	2011	Manufacturing	M	276
Snowy Mountains	2011	Mining	F	4
Snowy Mountains	2011	Mining	M	33
Snowy Mountains	2011	Other services	F	98
Snowy Mountains	2011	Other services	M	180
Snowy Mountains	2011	Professional scientific and technical services	F	234
Snowy Mountains	2011	Professional scientific and technical services	M	154
Snowy Mountains	2011	Public administration and safety	F	334
Snowy Mountains	2011	Public administration and safety	M	426
Snowy Mountains	2011	Rental hiring and real estate services	F	78
Snowy Mountains	2011	Rental hiring and real estate services	M	102
Snowy Mountains	2011	Retail trade	F	558
Snowy Mountains	2011	Retail trade	M	372
Snowy Mountains	2011	Transport postal and warehousing	F	78
Snowy Mountains	2011	Transport postal and warehousing	M	232
Snowy Mountains	2011	Wholesale trade	F	61
Snowy Mountains	2011	Wholesale trade	M	126
Snowy Mountains	2016		F	109
Snowy Mountains	2016		M	211
Snowy Mountains	2016	Accommodation and food services	F	711
Snowy Mountains	2016	Accommodation and food services	M	624
Snowy Mountains	2016	Administrative and support services	F	193
Snowy Mountains	2016	Administrative and support services	M	122
Snowy Mountains	2016	Agriculture forestry and fishing	F	256
Snowy Mountains	2016	Agriculture forestry and fishing	M	682
Snowy Mountains	2016	Arts and recreation services	F	193
Snowy Mountains	2016	Arts and recreation services	M	304
Snowy Mountains	2016	Construction	F	64
Snowy Mountains	2016	Construction	M	614
Snowy Mountains	2016	Education and training	F	535
Snowy Mountains	2016	Education and training	M	175
Snowy Mountains	2016	Electricity gas water and waste services	F	68
Snowy Mountains	2016	Electricity gas water and waste services	M	253
Snowy Mountains	2016	Financial and insurance services	F	69
Snowy Mountains	2016	Financial and insurance services	M	26
Snowy Mountains	2016	Health care and social assistance	F	644
Snowy Mountains	2016	Health care and social assistance	M	118
Snowy Mountains	2016	Information media and telecommunications	F	34
Snowy Mountains	2016	Information media and telecommunications	M	50
Snowy Mountains	2016	Manufacturing	F	111
Snowy Mountains	2016	Manufacturing	M	226
Snowy Mountains	2016	Mining	F	10
Snowy Mountains	2016	Mining	M	35
Snowy Mountains	2016	Other services	F	107
Snowy Mountains	2016	Other services	M	193
Snowy Mountains	2016	Professional scientific and technical services	F	197
Snowy Mountains	2016	Professional scientific and technical services	M	153
Snowy Mountains	2016	Public administration and safety	F	357
Snowy Mountains	2016	Public administration and safety	M	432
Snowy Mountains	2016	Rental hiring and real estate services	F	101
Snowy Mountains	2016	Rental hiring and real estate services	M	108
Snowy Mountains	2016	Retail trade	F	540
Snowy Mountains	2016	Retail trade	M	331
Snowy Mountains	2016	Transport postal and warehousing	F	78
Snowy Mountains	2016	Transport postal and warehousing	M	225
Snowy Mountains	2016	Wholesale trade	F	60
Snowy Mountains	2016	Wholesale trade	M	111
South Coast	2006		F	244
South Coast	2006		M	348
South Coast	2006	Accommodation and food services	F	1651
South Coast	2006	Accommodation and food services	M	1181
South Coast	2006	Administrative and support services	F	364
South Coast	2006	Administrative and support services	M	364
South Coast	2006	Agriculture forestry and fishing	F	403
South Coast	2006	Agriculture forestry and fishing	M	1023
South Coast	2006	Arts and recreation services	F	189
South Coast	2006	Arts and recreation services	M	249
South Coast	2006	Construction	F	259
South Coast	2006	Construction	M	2149
South Coast	2006	Education and training	F	1213
South Coast	2006	Education and training	M	611
South Coast	2006	Electricity gas water and waste services	F	39
South Coast	2006	Electricity gas water and waste services	M	259
South Coast	2006	Financial and insurance services	F	261
South Coast	2006	Financial and insurance services	M	107
South Coast	2006	Health care and social assistance	F	2195
South Coast	2006	Health care and social assistance	M	559
South Coast	2006	Information media and telecommunications	F	138
South Coast	2006	Information media and telecommunications	M	141
South Coast	2006	Manufacturing	F	506
South Coast	2006	Manufacturing	M	1357
South Coast	2006	Mining	F	5
South Coast	2006	Mining	M	38
South Coast	2006	Other services	F	365
South Coast	2006	Other services	M	521
South Coast	2006	Professional scientific and technical services	F	480
South Coast	2006	Professional scientific and technical services	M	465
South Coast	2006	Public administration and safety	F	510
South Coast	2006	Public administration and safety	M	794
South Coast	2006	Rental hiring and real estate services	F	279
South Coast	2006	Rental hiring and real estate services	M	173
South Coast	2006	Retail trade	F	2190
South Coast	2006	Retail trade	M	1602
South Coast	2006	Transport postal and warehousing	F	205
South Coast	2006	Transport postal and warehousing	M	690
South Coast	2006	Wholesale trade	F	187
South Coast	2006	Wholesale trade	M	390
South Coast	2011		F	208
South Coast	2011		M	337
South Coast	2011	Accommodation and food services	F	1710
South Coast	2011	Accommodation and food services	M	1207
South Coast	2011	Administrative and support services	F	354
South Coast	2011	Administrative and support services	M	403
South Coast	2011	Agriculture forestry and fishing	F	303
South Coast	2011	Agriculture forestry and fishing	M	906
South Coast	2011	Arts and recreation services	F	187
South Coast	2011	Arts and recreation services	M	225
South Coast	2011	Construction	F	267
South Coast	2011	Construction	M	2256
South Coast	2011	Education and training	F	1425
South Coast	2011	Education and training	M	644
South Coast	2011	Electricity gas water and waste services	F	34
South Coast	2011	Electricity gas water and waste services	M	254
South Coast	2011	Financial and insurance services	F	278
South Coast	2011	Financial and insurance services	M	100
South Coast	2011	Health care and social assistance	F	2745
South Coast	2011	Health care and social assistance	M	665
South Coast	2011	Information media and telecommunications	F	150
South Coast	2011	Information media and telecommunications	M	146
South Coast	2011	Manufacturing	F	506
South Coast	2011	Manufacturing	M	1321
South Coast	2011	Mining	F	9
South Coast	2011	Mining	M	72
South Coast	2011	Other services	F	415
South Coast	2011	Other services	M	561
South Coast	2011	Professional scientific and technical services	F	599
South Coast	2011	Professional scientific and technical services	M	490
South Coast	2011	Public administration and safety	F	577
South Coast	2011	Public administration and safety	M	870
South Coast	2011	Rental hiring and real estate services	F	255
South Coast	2011	Rental hiring and real estate services	M	155
South Coast	2011	Retail trade	F	1977
South Coast	2011	Retail trade	M	1484
South Coast	2011	Transport postal and warehousing	F	235
South Coast	2011	Transport postal and warehousing	M	736
South Coast	2011	Wholesale trade	F	189
South Coast	2011	Wholesale trade	M	403
South Coast	2016		F	369
South Coast	2016		M	617
South Coast	2016	Accommodation and food services	F	1616
South Coast	2016	Accommodation and food services	M	1223
South Coast	2016	Administrative and support services	F	526
South Coast	2016	Administrative and support services	M	427
South Coast	2016	Agriculture forestry and fishing	F	338
South Coast	2016	Agriculture forestry and fishing	M	956
South Coast	2016	Arts and recreation services	F	202
South Coast	2016	Arts and recreation services	M	242
South Coast	2016	Construction	F	256
South Coast	2016	Construction	M	2339
South Coast	2016	Education and training	F	1479
South Coast	2016	Education and training	M	565
South Coast	2016	Electricity gas water and waste services	F	29
South Coast	2016	Electricity gas water and waste services	M	248
South Coast	2016	Financial and insurance services	F	228
South Coast	2016	Financial and insurance services	M	98
South Coast	2016	Health care and social assistance	F	3007
South Coast	2016	Health care and social assistance	M	786
South Coast	2016	Information media and telecommunications	F	141
South Coast	2016	Information media and telecommunications	M	127
South Coast	2016	Manufacturing	F	479
South Coast	2016	Manufacturing	M	1037
South Coast	2016	Mining	F	0
South Coast	2016	Mining	M	67
South Coast	2016	Other services	F	438
South Coast	2016	Other services	M	549
South Coast	2016	Professional scientific and technical services	F	582
South Coast	2016	Professional scientific and technical services	M	503
South Coast	2016	Public administration and safety	F	749
South Coast	2016	Public administration and safety	M	960
South Coast	2016	Rental hiring and real estate services	F	238
South Coast	2016	Rental hiring and real estate services	M	147
South Coast	2016	Retail trade	F	1961
South Coast	2016	Retail trade	M	1352
South Coast	2016	Transport postal and warehousing	F	229
South Coast	2016	Transport postal and warehousing	M	664
South Coast	2016	Wholesale trade	F	117
South Coast	2016	Wholesale trade	M	299
Goulburn - Mulwaree	2006		F	101
Goulburn - Mulwaree	2006		M	161
Goulburn - Mulwaree	2006	Accommodation and food services	F	700
Goulburn - Mulwaree	2006	Accommodation and food services	M	428
Goulburn - Mulwaree	2006	Administrative and support services	F	158
Goulburn - Mulwaree	2006	Administrative and support services	M	90
Goulburn - Mulwaree	2006	Agriculture forestry and fishing	F	360
Goulburn - Mulwaree	2006	Agriculture forestry and fishing	M	974
Goulburn - Mulwaree	2006	Arts and recreation services	F	57
Goulburn - Mulwaree	2006	Arts and recreation services	M	57
Goulburn - Mulwaree	2006	Construction	F	82
Goulburn - Mulwaree	2006	Construction	M	831
Goulburn - Mulwaree	2006	Education and training	F	688
Goulburn - Mulwaree	2006	Education and training	M	308
Goulburn - Mulwaree	2006	Electricity gas water and waste services	F	19
Goulburn - Mulwaree	2006	Electricity gas water and waste services	M	111
Goulburn - Mulwaree	2006	Financial and insurance services	F	137
Goulburn - Mulwaree	2006	Financial and insurance services	M	66
Goulburn - Mulwaree	2006	Health care and social assistance	F	1372
Goulburn - Mulwaree	2006	Health care and social assistance	M	350
Goulburn - Mulwaree	2006	Information media and telecommunications	F	60
Goulburn - Mulwaree	2006	Information media and telecommunications	M	92
Goulburn - Mulwaree	2006	Manufacturing	F	178
Goulburn - Mulwaree	2006	Manufacturing	M	801
Goulburn - Mulwaree	2006	Mining	F	3
Goulburn - Mulwaree	2006	Mining	M	66
Goulburn - Mulwaree	2006	Other services	F	202
Goulburn - Mulwaree	2006	Other services	M	278
Goulburn - Mulwaree	2006	Professional scientific and technical services	F	277
Goulburn - Mulwaree	2006	Professional scientific and technical services	M	244
Goulburn - Mulwaree	2006	Public administration and safety	F	561
Goulburn - Mulwaree	2006	Public administration and safety	M	893
Goulburn - Mulwaree	2006	Rental hiring and real estate services	F	95
Goulburn - Mulwaree	2006	Rental hiring and real estate services	M	64
Goulburn - Mulwaree	2006	Retail trade	F	995
Goulburn - Mulwaree	2006	Retail trade	M	677
Goulburn - Mulwaree	2006	Transport postal and warehousing	F	174
Goulburn - Mulwaree	2006	Transport postal and warehousing	M	722
Goulburn - Mulwaree	2006	Wholesale trade	F	110
Goulburn - Mulwaree	2006	Wholesale trade	M	302
Goulburn - Mulwaree	2011		F	115
Goulburn - Mulwaree	2011		M	208
Goulburn - Mulwaree	2011	Accommodation and food services	F	689
Goulburn - Mulwaree	2011	Accommodation and food services	M	419
Goulburn - Mulwaree	2011	Administrative and support services	F	186
Goulburn - Mulwaree	2011	Administrative and support services	M	150
Goulburn - Mulwaree	2011	Agriculture forestry and fishing	F	311
Goulburn - Mulwaree	2011	Agriculture forestry and fishing	M	890
Goulburn - Mulwaree	2011	Arts and recreation services	F	61
Goulburn - Mulwaree	2011	Arts and recreation services	M	77
Goulburn - Mulwaree	2011	Construction	F	108
Goulburn - Mulwaree	2011	Construction	M	1030
Goulburn - Mulwaree	2011	Education and training	F	719
Goulburn - Mulwaree	2011	Education and training	M	324
Goulburn - Mulwaree	2011	Electricity gas water and waste services	F	32
Goulburn - Mulwaree	2011	Electricity gas water and waste services	M	157
Goulburn - Mulwaree	2011	Financial and insurance services	F	155
Goulburn - Mulwaree	2011	Financial and insurance services	M	81
Goulburn - Mulwaree	2011	Health care and social assistance	F	1671
Goulburn - Mulwaree	2011	Health care and social assistance	M	403
Goulburn - Mulwaree	2011	Information media and telecommunications	F	63
Goulburn - Mulwaree	2011	Information media and telecommunications	M	88
Goulburn - Mulwaree	2011	Manufacturing	F	202
Goulburn - Mulwaree	2011	Manufacturing	M	744
Goulburn - Mulwaree	2011	Mining	F	14
Goulburn - Mulwaree	2011	Mining	M	101
Goulburn - Mulwaree	2011	Other services	F	252
Goulburn - Mulwaree	2011	Other services	M	342
Goulburn - Mulwaree	2011	Professional scientific and technical services	F	306
Goulburn - Mulwaree	2011	Professional scientific and technical services	M	268
Goulburn - Mulwaree	2011	Public administration and safety	F	651
Goulburn - Mulwaree	2011	Public administration and safety	M	942
Goulburn - Mulwaree	2011	Rental hiring and real estate services	F	95
Goulburn - Mulwaree	2011	Rental hiring and real estate services	M	97
Goulburn - Mulwaree	2011	Retail trade	F	1024
Goulburn - Mulwaree	2011	Retail trade	M	716
Goulburn - Mulwaree	2011	Transport postal and warehousing	F	138
Goulburn - Mulwaree	2011	Transport postal and warehousing	M	611
Goulburn - Mulwaree	2011	Wholesale trade	F	104
Goulburn - Mulwaree	2011	Wholesale trade	M	269
Goulburn - Mulwaree	2016		F	201
Goulburn - Mulwaree	2016		M	370
Goulburn - Mulwaree	2016	Accommodation and food services	F	719
Goulburn - Mulwaree	2016	Accommodation and food services	M	412
Goulburn - Mulwaree	2016	Administrative and support services	F	269
Goulburn - Mulwaree	2016	Administrative and support services	M	193
Goulburn - Mulwaree	2016	Agriculture forestry and fishing	F	322
Goulburn - Mulwaree	2016	Agriculture forestry and fishing	M	929
Goulburn - Mulwaree	2016	Arts and recreation services	F	88
Goulburn - Mulwaree	2016	Arts and recreation services	M	95
Goulburn - Mulwaree	2016	Construction	F	122
Goulburn - Mulwaree	2016	Construction	M	1235
Goulburn - Mulwaree	2016	Education and training	F	841
Goulburn - Mulwaree	2016	Education and training	M	312
Goulburn - Mulwaree	2016	Electricity gas water and waste services	F	27
Goulburn - Mulwaree	2016	Electricity gas water and waste services	M	155
Goulburn - Mulwaree	2016	Financial and insurance services	F	132
Goulburn - Mulwaree	2016	Financial and insurance services	M	71
Goulburn - Mulwaree	2016	Health care and social assistance	F	1803
Goulburn - Mulwaree	2016	Health care and social assistance	M	408
Goulburn - Mulwaree	2016	Information media and telecommunications	F	62
Goulburn - Mulwaree	2016	Information media and telecommunications	M	74
Goulburn - Mulwaree	2016	Manufacturing	F	182
Goulburn - Mulwaree	2016	Manufacturing	M	611
Goulburn - Mulwaree	2016	Mining	F	21
Goulburn - Mulwaree	2016	Mining	M	198
Goulburn - Mulwaree	2016	Other services	F	255
Goulburn - Mulwaree	2016	Other services	M	362
Goulburn - Mulwaree	2016	Professional scientific and technical services	F	352
Goulburn - Mulwaree	2016	Professional scientific and technical services	M	252
Goulburn - Mulwaree	2016	Public administration and safety	F	663
Goulburn - Mulwaree	2016	Public administration and safety	M	936
Goulburn - Mulwaree	2016	Rental hiring and real estate services	F	104
Goulburn - Mulwaree	2016	Rental hiring and real estate services	M	95
Goulburn - Mulwaree	2016	Retail trade	F	869
Goulburn - Mulwaree	2016	Retail trade	M	666
Goulburn - Mulwaree	2016	Transport postal and warehousing	F	121
Goulburn - Mulwaree	2016	Transport postal and warehousing	M	625
Goulburn - Mulwaree	2016	Wholesale trade	F	81
Goulburn - Mulwaree	2016	Wholesale trade	M	191
Young - Yass	2006		F	157
Young - Yass	2006		M	213
Young - Yass	2006	Accommodation and food services	F	575
Young - Yass	2006	Accommodation and food services	M	312
Young - Yass	2006	Administrative and support services	F	139
Young - Yass	2006	Administrative and support services	M	124
Young - Yass	2006	Agriculture forestry and fishing	F	709
Young - Yass	2006	Agriculture forestry and fishing	M	1884
Young - Yass	2006	Arts and recreation services	F	61
Young - Yass	2006	Arts and recreation services	M	69
Young - Yass	2006	Construction	F	142
Young - Yass	2006	Construction	M	995
Young - Yass	2006	Education and training	F	757
Young - Yass	2006	Education and training	M	272
Young - Yass	2006	Electricity gas water and waste services	F	21
Young - Yass	2006	Electricity gas water and waste services	M	173
Young - Yass	2006	Financial and insurance services	F	163
Young - Yass	2006	Financial and insurance services	M	73
Young - Yass	2006	Health care and social assistance	F	1151
Young - Yass	2006	Health care and social assistance	M	235
Young - Yass	2006	Information media and telecommunications	F	76
Young - Yass	2006	Information media and telecommunications	M	96
Young - Yass	2006	Manufacturing	F	192
Young - Yass	2006	Manufacturing	M	701
Young - Yass	2006	Mining	F	5
Young - Yass	2006	Mining	M	47
Young - Yass	2006	Other services	F	227
Young - Yass	2006	Other services	M	256
Young - Yass	2006	Professional scientific and technical services	F	400
Young - Yass	2006	Professional scientific and technical services	M	387
Young - Yass	2006	Public administration and safety	F	636
Young - Yass	2006	Public administration and safety	M	847
Young - Yass	2006	Rental hiring and real estate services	F	77
Young - Yass	2006	Rental hiring and real estate services	M	73
Young - Yass	2006	Retail trade	F	946
Young - Yass	2006	Retail trade	M	659
Young - Yass	2006	Transport postal and warehousing	F	126
Young - Yass	2006	Transport postal and warehousing	M	414
Young - Yass	2006	Wholesale trade	F	110
Young - Yass	2006	Wholesale trade	M	310
Young - Yass	2011		F	153
Young - Yass	2011		M	216
Young - Yass	2011	Accommodation and food services	F	621
Young - Yass	2011	Accommodation and food services	M	336
Young - Yass	2011	Administrative and support services	F	169
Young - Yass	2011	Administrative and support services	M	142
Young - Yass	2011	Agriculture forestry and fishing	F	621
Young - Yass	2011	Agriculture forestry and fishing	M	1691
Young - Yass	2011	Arts and recreation services	F	74
Young - Yass	2011	Arts and recreation services	M	89
Young - Yass	2011	Construction	F	150
Young - Yass	2011	Construction	M	1190
Young - Yass	2011	Education and training	F	880
Young - Yass	2011	Education and training	M	338
Young - Yass	2011	Electricity gas water and waste services	F	29
Young - Yass	2011	Electricity gas water and waste services	M	204
Young - Yass	2011	Financial and insurance services	F	183
Young - Yass	2011	Financial and insurance services	M	91
Young - Yass	2011	Health care and social assistance	F	1323
Young - Yass	2011	Health care and social assistance	M	214
Young - Yass	2011	Information media and telecommunications	F	68
Young - Yass	2011	Information media and telecommunications	M	77
Young - Yass	2011	Manufacturing	F	189
Young - Yass	2011	Manufacturing	M	564
Young - Yass	2011	Mining	F	4
Young - Yass	2011	Mining	M	58
Young - Yass	2011	Other services	F	220
Young - Yass	2011	Other services	M	313
Young - Yass	2011	Professional scientific and technical services	F	447
Young - Yass	2011	Professional scientific and technical services	M	436
Young - Yass	2011	Public administration and safety	F	951
Young - Yass	2011	Public administration and safety	M	1011
Young - Yass	2011	Rental hiring and real estate services	F	93
Young - Yass	2011	Rental hiring and real estate services	M	80
Young - Yass	2011	Retail trade	F	905
Young - Yass	2011	Retail trade	M	699
Young - Yass	2011	Transport postal and warehousing	F	119
Young - Yass	2011	Transport postal and warehousing	M	455
Young - Yass	2011	Wholesale trade	F	121
Young - Yass	2011	Wholesale trade	M	325
Young - Yass	2016		F	250
Young - Yass	2016		M	417
Young - Yass	2016	Accommodation and food services	F	636
Young - Yass	2016	Accommodation and food services	M	362
Young - Yass	2016	Administrative and support services	F	250
Young - Yass	2016	Administrative and support services	M	157
Young - Yass	2016	Agriculture forestry and fishing	F	653
Young - Yass	2016	Agriculture forestry and fishing	M	1655
Young - Yass	2016	Arts and recreation services	F	98
Young - Yass	2016	Arts and recreation services	M	86
Young - Yass	2016	Construction	F	190
Young - Yass	2016	Construction	M	1283
Young - Yass	2016	Education and training	F	983
Young - Yass	2016	Education and training	M	305
Young - Yass	2016	Electricity gas water and waste services	F	24
Young - Yass	2016	Electricity gas water and waste services	M	183
Young - Yass	2016	Financial and insurance services	F	177
Young - Yass	2016	Financial and insurance services	M	77
Young - Yass	2016	Health care and social assistance	F	1443
Young - Yass	2016	Health care and social assistance	M	242
Young - Yass	2016	Information media and telecommunications	F	70
Young - Yass	2016	Information media and telecommunications	M	93
Young - Yass	2016	Manufacturing	F	168
Young - Yass	2016	Manufacturing	M	402
Young - Yass	2016	Mining	F	20
Young - Yass	2016	Mining	M	79
Young - Yass	2016	Other services	F	248
Young - Yass	2016	Other services	M	350
Young - Yass	2016	Professional scientific and technical services	F	494
Young - Yass	2016	Professional scientific and technical services	M	422
Young - Yass	2016	Public administration and safety	F	973
Young - Yass	2016	Public administration and safety	M	1025
Young - Yass	2016	Rental hiring and real estate services	F	85
