SA3_NAME16	Year	Age	NonSchoolQualification	adults
Migratory - Offshore - Shipping (ACT)	2011	75-84	Bachelor	0
Migratory - Offshore - Shipping (ACT)	2011	75-84	Graduate Diploma and Graduate Certificate	0
Migratory - Offshore - Shipping (ACT)	2011	75-84	Postgraduate	0
Migratory - Offshore - Shipping (ACT)	2011	85+		0
Migratory - Offshore - Shipping (ACT)	2011	85+	Certificate nfd	0
Migratory - Offshore - Shipping (ACT)	2011	85+	Certificate I and II Level	0
Migratory - Offshore - Shipping (ACT)	2011	85+	Certificate III and IV Level	0
Migratory - Offshore - Shipping (ACT)	2011	85+	Advanced Diploma and Diploma	0
Migratory - Offshore - Shipping (ACT)	2011	85+	Bachelor	0
Migratory - Offshore - Shipping (ACT)	2011	85+	Graduate Diploma and Graduate Certificate	0
Migratory - Offshore - Shipping (ACT)	2011	85+	Postgraduate	0
Migratory - Offshore - Shipping (ACT)	2016	15-19		0
Migratory - Offshore - Shipping (ACT)	2016	15-19	Certificate nfd	0
Migratory - Offshore - Shipping (ACT)	2016	15-19	Certificate I and II Level	0
Migratory - Offshore - Shipping (ACT)	2016	15-19	Certificate III and IV Level	0
Migratory - Offshore - Shipping (ACT)	2016	15-19	Advanced Diploma and Diploma	0
Migratory - Offshore - Shipping (ACT)	2016	15-19	Bachelor	0
Migratory - Offshore - Shipping (ACT)	2016	15-19	Graduate Diploma and Graduate Certificate	0
Migratory - Offshore - Shipping (ACT)	2016	15-19	Postgraduate	0
Migratory - Offshore - Shipping (ACT)	2016	20-24		0
Migratory - Offshore - Shipping (ACT)	2016	20-24	Certificate nfd	0
Migratory - Offshore - Shipping (ACT)	2016	20-24	Certificate I and II Level	0
Migratory - Offshore - Shipping (ACT)	2016	20-24	Certificate III and IV Level	0
Migratory - Offshore - Shipping (ACT)	2016	20-24	Advanced Diploma and Diploma	0
Migratory - Offshore - Shipping (ACT)	2016	20-24	Bachelor	0
Migratory - Offshore - Shipping (ACT)	2016	20-24	Graduate Diploma and Graduate Certificate	0
Migratory - Offshore - Shipping (ACT)	2016	20-24	Postgraduate	0
Migratory - Offshore - Shipping (ACT)	2016	25-34		0
Migratory - Offshore - Shipping (ACT)	2016	25-34	Certificate nfd	0
Migratory - Offshore - Shipping (ACT)	2016	25-34	Certificate I and II Level	0
Migratory - Offshore - Shipping (ACT)	2016	25-34	Certificate III and IV Level	0
Migratory - Offshore - Shipping (ACT)	2016	25-34	Advanced Diploma and Diploma	0
Migratory - Offshore - Shipping (ACT)	2016	25-34	Bachelor	0
Migratory - Offshore - Shipping (ACT)	2016	25-34	Graduate Diploma and Graduate Certificate	0
Migratory - Offshore - Shipping (ACT)	2016	25-34	Postgraduate	0
Migratory - Offshore - Shipping (ACT)	2016	35-44		0
Migratory - Offshore - Shipping (ACT)	2016	35-44	Certificate nfd	0
Migratory - Offshore - Shipping (ACT)	2016	35-44	Certificate I and II Level	0
Migratory - Offshore - Shipping (ACT)	2016	35-44	Certificate III and IV Level	0
Migratory - Offshore - Shipping (ACT)	2016	35-44	Advanced Diploma and Diploma	0
Migratory - Offshore - Shipping (ACT)	2016	35-44	Bachelor	0
Migratory - Offshore - Shipping (ACT)	2016	35-44	Graduate Diploma and Graduate Certificate	0
Migratory - Offshore - Shipping (ACT)	2016	35-44	Postgraduate	0
Migratory - Offshore - Shipping (ACT)	2016	45-54		0
Migratory - Offshore - Shipping (ACT)	2016	45-54	Certificate nfd	0
Migratory - Offshore - Shipping (ACT)	2016	45-54	Certificate I and II Level	0
Migratory - Offshore - Shipping (ACT)	2016	45-54	Certificate III and IV Level	0
Migratory - Offshore - Shipping (ACT)	2016	45-54	Advanced Diploma and Diploma	0
Migratory - Offshore - Shipping (ACT)	2016	45-54	Bachelor	0
Migratory - Offshore - Shipping (ACT)	2016	45-54	Graduate Diploma and Graduate Certificate	0
Migratory - Offshore - Shipping (ACT)	2016	45-54	Postgraduate	0
Migratory - Offshore - Shipping (ACT)	2016	55-64		0
Migratory - Offshore - Shipping (ACT)	2016	55-64	Certificate nfd	0
Migratory - Offshore - Shipping (ACT)	2016	55-64	Certificate I and II Level	0
Migratory - Offshore - Shipping (ACT)	2016	55-64	Certificate III and IV Level	0
Migratory - Offshore - Shipping (ACT)	2016	55-64	Advanced Diploma and Diploma	0
Migratory - Offshore - Shipping (ACT)	2016	55-64	Bachelor	0
Migratory - Offshore - Shipping (ACT)	2016	55-64	Graduate Diploma and Graduate Certificate	0
Migratory - Offshore - Shipping (ACT)	2016	55-64	Postgraduate	0
Migratory - Offshore - Shipping (ACT)	2016	65-74		0
Migratory - Offshore - Shipping (ACT)	2016	65-74	Certificate nfd	0
Migratory - Offshore - Shipping (ACT)	2016	65-74	Certificate I and II Level	0
Migratory - Offshore - Shipping (ACT)	2016	65-74	Certificate III and IV Level	0
Migratory - Offshore - Shipping (ACT)	2016	65-74	Advanced Diploma and Diploma	0
Migratory - Offshore - Shipping (ACT)	2016	65-74	Bachelor	0
Migratory - Offshore - Shipping (ACT)	2016	65-74	Graduate Diploma and Graduate Certificate	0
Migratory - Offshore - Shipping (ACT)	2016	65-74	Postgraduate	0
Migratory - Offshore - Shipping (ACT)	2016	75-84		0
Migratory - Offshore - Shipping (ACT)	2016	75-84	Certificate nfd	0
Migratory - Offshore - Shipping (ACT)	2016	75-84	Certificate I and II Level	0
Migratory - Offshore - Shipping (ACT)	2016	75-84	Certificate III and IV Level	0
Migratory - Offshore - Shipping (ACT)	2016	75-84	Advanced Diploma and Diploma	0
Migratory - Offshore - Shipping (ACT)	2016	75-84	Bachelor	0
Migratory - Offshore - Shipping (ACT)	2016	75-84	Graduate Diploma and Graduate Certificate	0
Migratory - Offshore - Shipping (ACT)	2016	75-84	Postgraduate	0
Migratory - Offshore - Shipping (ACT)	2016	85+		0
Migratory - Offshore - Shipping (ACT)	2016	85+	Certificate nfd	0
Migratory - Offshore - Shipping (ACT)	2016	85+	Certificate I and II Level	0
Migratory - Offshore - Shipping (ACT)	2016	85+	Certificate III and IV Level	0
Migratory - Offshore - Shipping (ACT)	2016	85+	Advanced Diploma and Diploma	0
Migratory - Offshore - Shipping (ACT)	2016	85+	Bachelor	0
Migratory - Offshore - Shipping (ACT)	2016	85+	Graduate Diploma and Graduate Certificate	0
Migratory - Offshore - Shipping (ACT)	2016	85+	Postgraduate	0
No usual address (ACT)	2006	15-19		7
No usual address (ACT)	2006	15-19	Certificate nfd	0
No usual address (ACT)	2006	15-19	Certificate I and II Level	3
No usual address (ACT)	2006	15-19	Certificate III and IV Level	3
No usual address (ACT)	2006	15-19	Advanced Diploma and Diploma	0
No usual address (ACT)	2006	15-19	Bachelor	0
No usual address (ACT)	2006	15-19	Graduate Diploma and Graduate Certificate	0
No usual address (ACT)	2006	15-19	Postgraduate	0
No usual address (ACT)	2006	20-24		11
No usual address (ACT)	2006	20-24	Certificate nfd	3
No usual address (ACT)	2006	20-24	Certificate I and II Level	5
No usual address (ACT)	2006	20-24	Certificate III and IV Level	6
No usual address (ACT)	2006	20-24	Advanced Diploma and Diploma	8
No usual address (ACT)	2006	20-24	Bachelor	24
No usual address (ACT)	2006	20-24	Graduate Diploma and Graduate Certificate	0
No usual address (ACT)	2006	20-24	Postgraduate	3
No usual address (ACT)	2006	25-34		17
No usual address (ACT)	2006	25-34	Certificate nfd	7
No usual address (ACT)	2006	25-34	Certificate I and II Level	0
No usual address (ACT)	2006	25-34	Certificate III and IV Level	21
No usual address (ACT)	2006	25-34	Advanced Diploma and Diploma	8
No usual address (ACT)	2006	25-34	Bachelor	45
No usual address (ACT)	2006	25-34	Graduate Diploma and Graduate Certificate	3
No usual address (ACT)	2006	25-34	Postgraduate	13
No usual address (ACT)	2006	35-44		18
No usual address (ACT)	2006	35-44	Certificate nfd	0
No usual address (ACT)	2006	35-44	Certificate I and II Level	0
No usual address (ACT)	2006	35-44	Certificate III and IV Level	12
No usual address (ACT)	2006	35-44	Advanced Diploma and Diploma	11
No usual address (ACT)	2006	35-44	Bachelor	26
No usual address (ACT)	2006	35-44	Graduate Diploma and Graduate Certificate	0
No usual address (ACT)	2006	35-44	Postgraduate	7
No usual address (ACT)	2006	45-54		9
No usual address (ACT)	2006	45-54	Certificate nfd	3
No usual address (ACT)	2006	45-54	Certificate I and II Level	0
No usual address (ACT)	2006	45-54	Certificate III and IV Level	12
No usual address (ACT)	2006	45-54	Advanced Diploma and Diploma	5
No usual address (ACT)	2006	45-54	Bachelor	5
No usual address (ACT)	2006	45-54	Graduate Diploma and Graduate Certificate	3
No usual address (ACT)	2006	45-54	Postgraduate	4
No usual address (ACT)	2006	55-64		6
No usual address (ACT)	2006	55-64	Certificate nfd	0
No usual address (ACT)	2006	55-64	Certificate I and II Level	0
No usual address (ACT)	2006	55-64	Certificate III and IV Level	10
No usual address (ACT)	2006	55-64	Advanced Diploma and Diploma	5
No usual address (ACT)	2006	55-64	Bachelor	3
No usual address (ACT)	2006	55-64	Graduate Diploma and Graduate Certificate	0
No usual address (ACT)	2006	55-64	Postgraduate	6
No usual address (ACT)	2006	65-74		3
No usual address (ACT)	2006	65-74	Certificate nfd	0
No usual address (ACT)	2006	65-74	Certificate I and II Level	0
No usual address (ACT)	2006	65-74	Certificate III and IV Level	0
No usual address (ACT)	2006	65-74	Advanced Diploma and Diploma	0
No usual address (ACT)	2006	65-74	Bachelor	0
No usual address (ACT)	2006	65-74	Graduate Diploma and Graduate Certificate	0
No usual address (ACT)	2006	65-74	Postgraduate	0
No usual address (ACT)	2006	75-84		9
No usual address (ACT)	2006	75-84	Certificate nfd	0
No usual address (ACT)	2006	75-84	Certificate I and II Level	0
No usual address (ACT)	2006	75-84	Certificate III and IV Level	0
No usual address (ACT)	2006	75-84	Advanced Diploma and Diploma	0
No usual address (ACT)	2006	75-84	Bachelor	0
No usual address (ACT)	2006	75-84	Graduate Diploma and Graduate Certificate	0
No usual address (ACT)	2006	75-84	Postgraduate	0
No usual address (ACT)	2006	85+		0
No usual address (ACT)	2006	85+	Certificate nfd	0
No usual address (ACT)	2006	85+	Certificate I and II Level	0
No usual address (ACT)	2006	85+	Certificate III and IV Level	0
No usual address (ACT)	2006	85+	Advanced Diploma and Diploma	0
No usual address (ACT)	2006	85+	Bachelor	0
No usual address (ACT)	2006	85+	Graduate Diploma and Graduate Certificate	0
No usual address (ACT)	2006	85+	Postgraduate	0
No usual address (ACT)	2011	15-19		9
No usual address (ACT)	2011	15-19	Certificate nfd	0
No usual address (ACT)	2011	15-19	Certificate I and II Level	0
No usual address (ACT)	2011	15-19	Certificate III and IV Level	0
No usual address (ACT)	2011	15-19	Advanced Diploma and Diploma	0
No usual address (ACT)	2011	15-19	Bachelor	0
No usual address (ACT)	2011	15-19	Graduate Diploma and Graduate Certificate	0
No usual address (ACT)	2011	15-19	Postgraduate	0
No usual address (ACT)	2011	20-24		13
No usual address (ACT)	2011	20-24	Certificate nfd	4
No usual address (ACT)	2011	20-24	Certificate I and II Level	0
No usual address (ACT)	2011	20-24	Certificate III and IV Level	7
No usual address (ACT)	2011	20-24	Advanced Diploma and Diploma	3
No usual address (ACT)	2011	20-24	Bachelor	19
No usual address (ACT)	2011	20-24	Graduate Diploma and Graduate Certificate	0
No usual address (ACT)	2011	20-24	Postgraduate	0
No usual address (ACT)	2011	25-34		13
No usual address (ACT)	2011	25-34	Certificate nfd	0
No usual address (ACT)	2011	25-34	Certificate I and II Level	0
No usual address (ACT)	2011	25-34	Certificate III and IV Level	21
No usual address (ACT)	2011	25-34	Advanced Diploma and Diploma	13
No usual address (ACT)	2011	25-34	Bachelor	52
No usual address (ACT)	2011	25-34	Graduate Diploma and Graduate Certificate	6
No usual address (ACT)	2011	25-34	Postgraduate	15
No usual address (ACT)	2011	35-44		15
No usual address (ACT)	2011	35-44	Certificate nfd	3
No usual address (ACT)	2011	35-44	Certificate I and II Level	0
No usual address (ACT)	2011	35-44	Certificate III and IV Level	13
No usual address (ACT)	2011	35-44	Advanced Diploma and Diploma	11
No usual address (ACT)	2011	35-44	Bachelor	28
No usual address (ACT)	2011	35-44	Graduate Diploma and Graduate Certificate	0
No usual address (ACT)	2011	35-44	Postgraduate	14
No usual address (ACT)	2011	45-54		19
No usual address (ACT)	2011	45-54	Certificate nfd	4
No usual address (ACT)	2011	45-54	Certificate I and II Level	3
No usual address (ACT)	2011	45-54	Certificate III and IV Level	10
No usual address (ACT)	2011	45-54	Advanced Diploma and Diploma	5
No usual address (ACT)	2011	45-54	Bachelor	12
No usual address (ACT)	2011	45-54	Graduate Diploma and Graduate Certificate	5
No usual address (ACT)	2011	45-54	Postgraduate	12
No usual address (ACT)	2011	55-64		6
No usual address (ACT)	2011	55-64	Certificate nfd	0
No usual address (ACT)	2011	55-64	Certificate I and II Level	0
No usual address (ACT)	2011	55-64	Certificate III and IV Level	5
No usual address (ACT)	2011	55-64	Advanced Diploma and Diploma	4
No usual address (ACT)	2011	55-64	Bachelor	7
No usual address (ACT)	2011	55-64	Graduate Diploma and Graduate Certificate	8
No usual address (ACT)	2011	55-64	Postgraduate	8
No usual address (ACT)	2011	65-74		0
No usual address (ACT)	2011	65-74	Certificate nfd	0
No usual address (ACT)	2011	65-74	Certificate I and II Level	0
No usual address (ACT)	2011	65-74	Certificate III and IV Level	3
No usual address (ACT)	2011	65-74	Advanced Diploma and Diploma	4
No usual address (ACT)	2011	65-74	Bachelor	3
No usual address (ACT)	2011	65-74	Graduate Diploma and Graduate Certificate	0
No usual address (ACT)	2011	65-74	Postgraduate	3
No usual address (ACT)	2011	75-84		0
No usual address (ACT)	2011	75-84	Certificate nfd	0
No usual address (ACT)	2011	75-84	Certificate I and II Level	0
No usual address (ACT)	2011	75-84	Certificate III and IV Level	0
No usual address (ACT)	2011	75-84	Advanced Diploma and Diploma	0
No usual address (ACT)	2011	75-84	Bachelor	0
No usual address (ACT)	2011	75-84	Graduate Diploma and Graduate Certificate	0
No usual address (ACT)	2011	75-84	Postgraduate	0
No usual address (ACT)	2011	85+		0
No usual address (ACT)	2011	85+	Certificate nfd	0
No usual address (ACT)	2011	85+	Certificate I and II Level	0
No usual address (ACT)	2011	85+	Certificate III and IV Level	0
No usual address (ACT)	2011	85+	Advanced Diploma and Diploma	0
No usual address (ACT)	2011	85+	Bachelor	0
No usual address (ACT)	2011	85+	Graduate Diploma and Graduate Certificate	0
No usual address (ACT)	2011	85+	Postgraduate	0
No usual address (ACT)	2016	15-19		8
No usual address (ACT)	2016	15-19	Certificate nfd	3
No usual address (ACT)	2016	15-19	Certificate I and II Level	3
No usual address (ACT)	2016	15-19	Certificate III and IV Level	0
No usual address (ACT)	2016	15-19	Advanced Diploma and Diploma	0
No usual address (ACT)	2016	15-19	Bachelor	0
No usual address (ACT)	2016	15-19	Graduate Diploma and Graduate Certificate	0
No usual address (ACT)	2016	15-19	Postgraduate	0
No usual address (ACT)	2016	20-24		14
No usual address (ACT)	2016	20-24	Certificate nfd	0
No usual address (ACT)	2016	20-24	Certificate I and II Level	3
No usual address (ACT)	2016	20-24	Certificate III and IV Level	5
No usual address (ACT)	2016	20-24	Advanced Diploma and Diploma	3
No usual address (ACT)	2016	20-24	Bachelor	14
No usual address (ACT)	2016	20-24	Graduate Diploma and Graduate Certificate	0
No usual address (ACT)	2016	20-24	Postgraduate	0
No usual address (ACT)	2016	25-34		16
No usual address (ACT)	2016	25-34	Certificate nfd	0
No usual address (ACT)	2016	25-34	Certificate I and II Level	0
No usual address (ACT)	2016	25-34	Certificate III and IV Level	11
No usual address (ACT)	2016	25-34	Advanced Diploma and Diploma	3
No usual address (ACT)	2016	25-34	Bachelor	35
No usual address (ACT)	2016	25-34	Graduate Diploma and Graduate Certificate	0
No usual address (ACT)	2016	25-34	Postgraduate	11
No usual address (ACT)	2016	35-44		31
No usual address (ACT)	2016	35-44	Certificate nfd	0
No usual address (ACT)	2016	35-44	Certificate I and II Level	0
No usual address (ACT)	2016	35-44	Certificate III and IV Level	12
No usual address (ACT)	2016	35-44	Advanced Diploma and Diploma	10
No usual address (ACT)	2016	35-44	Bachelor	8
No usual address (ACT)	2016	35-44	Graduate Diploma and Graduate Certificate	3
No usual address (ACT)	2016	35-44	Postgraduate	4
No usual address (ACT)	2016	45-54		20
No usual address (ACT)	2016	45-54	Certificate nfd	0
No usual address (ACT)	2016	45-54	Certificate I and II Level	0
No usual address (ACT)	2016	45-54	Certificate III and IV Level	11
No usual address (ACT)	2016	45-54	Advanced Diploma and Diploma	4
No usual address (ACT)	2016	45-54	Bachelor	7
No usual address (ACT)	2016	45-54	Graduate Diploma and Graduate Certificate	0
No usual address (ACT)	2016	45-54	Postgraduate	4
No usual address (ACT)	2016	55-64		20
No usual address (ACT)	2016	55-64	Certificate nfd	0
No usual address (ACT)	2016	55-64	Certificate I and II Level	0
No usual address (ACT)	2016	55-64	Certificate III and IV Level	12
No usual address (ACT)	2016	55-64	Advanced Diploma and Diploma	6
No usual address (ACT)	2016	55-64	Bachelor	7
No usual address (ACT)	2016	55-64	Graduate Diploma and Graduate Certificate	4
No usual address (ACT)	2016	55-64	Postgraduate	7
No usual address (ACT)	2016	65-74		7
No usual address (ACT)	2016	65-74	Certificate nfd	0
No usual address (ACT)	2016	65-74	Certificate I and II Level	0
No usual address (ACT)	2016	65-74	Certificate III and IV Level	3
No usual address (ACT)	2016	65-74	Advanced Diploma and Diploma	0
No usual address (ACT)	2016	65-74	Bachelor	3
No usual address (ACT)	2016	65-74	Graduate Diploma and Graduate Certificate	0
No usual address (ACT)	2016	65-74	Postgraduate	6
No usual address (ACT)	2016	75-84		0
No usual address (ACT)	2016	75-84	Certificate nfd	0
No usual address (ACT)	2016	75-84	Certificate I and II Level	0
No usual address (ACT)	2016	75-84	Certificate III and IV Level	0
No usual address (ACT)	2016	75-84	Advanced Diploma and Diploma	0
No usual address (ACT)	2016	75-84	Bachelor	0
No usual address (ACT)	2016	75-84	Graduate Diploma and Graduate Certificate	0
No usual address (ACT)	2016	75-84	Postgraduate	0
No usual address (ACT)	2016	85+		0
No usual address (ACT)	2016	85+	Certificate nfd	0
No usual address (ACT)	2016	85+	Certificate I and II Level	0
No usual address (ACT)	2016	85+	Certificate III and IV Level	0
No usual address (ACT)	2016	85+	Advanced Diploma and Diploma	0
No usual address (ACT)	2016	85+	Bachelor	0
No usual address (ACT)	2016	85+	Graduate Diploma and Graduate Certificate	0
No usual address (ACT)	2016	85+	Postgraduate	0
Christmas Island	2006	15-19		21
Christmas Island	2006	15-19	Certificate nfd	0
Christmas Island	2006	15-19	Certificate I and II Level	0
Christmas Island	2006	15-19	Certificate III and IV Level	0
Christmas Island	2006	15-19	Advanced Diploma and Diploma	0
Christmas Island	2006	15-19	Bachelor	0
Christmas Island	2006	15-19	Graduate Diploma and Graduate Certificate	0
Christmas Island	2006	15-19	Postgraduate	0
Christmas Island	2006	20-24		19
Christmas Island	2006	20-24	Certificate nfd	3
Christmas Island	2006	20-24	Certificate I and II Level	0
Christmas Island	2006	20-24	Certificate III and IV Level	7
Christmas Island	2006	20-24	Advanced Diploma and Diploma	5
Christmas Island	2006	20-24	Bachelor	0
Christmas Island	2006	20-24	Graduate Diploma and Graduate Certificate	0
Christmas Island	2006	20-24	Postgraduate	0
Christmas Island	2006	25-34		38
Christmas Island	2006	25-34	Certificate nfd	3
Christmas Island	2006	25-34	Certificate I and II Level	4
Christmas Island	2006	25-34	Certificate III and IV Level	31
Christmas Island	2006	25-34	Advanced Diploma and Diploma	6
Christmas Island	2006	25-34	Bachelor	22
Christmas Island	2006	25-34	Graduate Diploma and Graduate Certificate	4
Christmas Island	2006	25-34	Postgraduate	3
Christmas Island	2006	35-44		35
Christmas Island	2006	35-44	Certificate nfd	6
Christmas Island	2006	35-44	Certificate I and II Level	5
Christmas Island	2006	35-44	Certificate III and IV Level	49
Christmas Island	2006	35-44	Advanced Diploma and Diploma	10
Christmas Island	2006	35-44	Bachelor	31
Christmas Island	2006	35-44	Graduate Diploma and Graduate Certificate	10
Christmas Island	2006	35-44	Postgraduate	6
Christmas Island	2006	45-54		36
Christmas Island	2006	45-54	Certificate nfd	7
Christmas Island	2006	45-54	Certificate I and II Level	5
Christmas Island	2006	45-54	Certificate III and IV Level	53
Christmas Island	2006	45-54	Advanced Diploma and Diploma	11
Christmas Island	2006	45-54	Bachelor	21
Christmas Island	2006	45-54	Graduate Diploma and Graduate Certificate	8
Christmas Island	2006	45-54	Postgraduate	3
Christmas Island	2006	55-64		26
Christmas Island	2006	55-64	Certificate nfd	3
Christmas Island	2006	55-64	Certificate I and II Level	0
Christmas Island	2006	55-64	Certificate III and IV Level	21
Christmas Island	2006	55-64	Advanced Diploma and Diploma	8
Christmas Island	2006	55-64	Bachelor	10
Christmas Island	2006	55-64	Graduate Diploma and Graduate Certificate	0
Christmas Island	2006	55-64	Postgraduate	0
Christmas Island	2006	65-74		13
Christmas Island	2006	65-74	Certificate nfd	0
Christmas Island	2006	65-74	Certificate I and II Level	0
Christmas Island	2006	65-74	Certificate III and IV Level	3
Christmas Island	2006	65-74	Advanced Diploma and Diploma	0
Christmas Island	2006	65-74	Bachelor	0
Christmas Island	2006	65-74	Graduate Diploma and Graduate Certificate	0
Christmas Island	2006	65-74	Postgraduate	0
Christmas Island	2006	75-84		3
Christmas Island	2006	75-84	Certificate nfd	0
Christmas Island	2006	75-84	Certificate I and II Level	0
Christmas Island	2006	75-84	Certificate III and IV Level	0
Christmas Island	2006	75-84	Advanced Diploma and Diploma	0
Christmas Island	2006	75-84	Bachelor	0
Christmas Island	2006	75-84	Graduate Diploma and Graduate Certificate	0
Christmas Island	2006	75-84	Postgraduate	0
Christmas Island	2006	85+		0
Christmas Island	2006	85+	Certificate nfd	0
Christmas Island	2006	85+	Certificate I and II Level	0
Christmas Island	2006	85+	Certificate III and IV Level	0
Christmas Island	2006	85+	Advanced Diploma and Diploma	0
Christmas Island	2006	85+	Bachelor	0
Christmas Island	2006	85+	Graduate Diploma and Graduate Certificate	0
Christmas Island	2006	85+	Postgraduate	0
Christmas Island	2011	15-19		46
Christmas Island	2011	15-19	Certificate nfd	0
Christmas Island	2011	15-19	Certificate I and II Level	4
Christmas Island	2011	15-19	Certificate III and IV Level	7
Christmas Island	2011	15-19	Advanced Diploma and Diploma	0
Christmas Island	2011	15-19	Bachelor	0
Christmas Island	2011	15-19	Graduate Diploma and Graduate Certificate	0
Christmas Island	2011	15-19	Postgraduate	0
Christmas Island	2011	20-24		149
Christmas Island	2011	20-24	Certificate nfd	0
Christmas Island	2011	20-24	Certificate I and II Level	4
Christmas Island	2011	20-24	Certificate III and IV Level	12
Christmas Island	2011	20-24	Advanced Diploma and Diploma	3
Christmas Island	2011	20-24	Bachelor	6
Christmas Island	2011	20-24	Graduate Diploma and Graduate Certificate	0
Christmas Island	2011	20-24	Postgraduate	0
Christmas Island	2011	25-34		450
Christmas Island	2011	25-34	Certificate nfd	0
Christmas Island	2011	25-34	Certificate I and II Level	0
Christmas Island	2011	25-34	Certificate III and IV Level	24
Christmas Island	2011	25-34	Advanced Diploma and Diploma	18
Christmas Island	2011	25-34	Bachelor	21
Christmas Island	2011	25-34	Graduate Diploma and Graduate Certificate	10
Christmas Island	2011	25-34	Postgraduate	6
Christmas Island	2011	35-44		138
Christmas Island	2011	35-44	Certificate nfd	0
Christmas Island	2011	35-44	Certificate I and II Level	0
Christmas Island	2011	35-44	Certificate III and IV Level	41
Christmas Island	2011	35-44	Advanced Diploma and Diploma	21
Christmas Island	2011	35-44	Bachelor	41
Christmas Island	2011	35-44	Graduate Diploma and Graduate Certificate	9
Christmas Island	2011	35-44	Postgraduate	12
Christmas Island	2011	45-54		66
Christmas Island	2011	45-54	Certificate nfd	3
Christmas Island	2011	45-54	Certificate I and II Level	4
Christmas Island	2011	45-54	Certificate III and IV Level	56
Christmas Island	2011	45-54	Advanced Diploma and Diploma	26
Christmas Island	2011	45-54	Bachelor	18
Christmas Island	2011	45-54	Graduate Diploma and Graduate Certificate	4
Christmas Island	2011	45-54	Postgraduate	4
Christmas Island	2011	55-64		47
Christmas Island	2011	55-64	Certificate nfd	0
Christmas Island	2011	55-64	Certificate I and II Level	3
Christmas Island	2011	55-64	Certificate III and IV Level	30
Christmas Island	2011	55-64	Advanced Diploma and Diploma	13
Christmas Island	2011	55-64	Bachelor	11
Christmas Island	2011	55-64	Graduate Diploma and Graduate Certificate	3
Christmas Island	2011	55-64	Postgraduate	3
Christmas Island	2011	65-74		10
Christmas Island	2011	65-74	Certificate nfd	0
Christmas Island	2011	65-74	Certificate I and II Level	0
Christmas Island	2011	65-74	Certificate III and IV Level	6
Christmas Island	2011	65-74	Advanced Diploma and Diploma	0
Christmas Island	2011	65-74	Bachelor	0
Christmas Island	2011	65-74	Graduate Diploma and Graduate Certificate	0
Christmas Island	2011	65-74	Postgraduate	0
Christmas Island	2011	75-84		6
Christmas Island	2011	75-84	Certificate nfd	0
Christmas Island	2011	75-84	Certificate I and II Level	0
Christmas Island	2011	75-84	Certificate III and IV Level	0
Christmas Island	2011	75-84	Advanced Diploma and Diploma	0
Christmas Island	2011	75-84	Bachelor	0
Christmas Island	2011	75-84	Graduate Diploma and Graduate Certificate	0
Christmas Island	2011	75-84	Postgraduate	0
Christmas Island	2011	85+		0
Christmas Island	2011	85+	Certificate nfd	0
Christmas Island	2011	85+	Certificate I and II Level	0
Christmas Island	2011	85+	Certificate III and IV Level	0
Christmas Island	2011	85+	Advanced Diploma and Diploma	0
Christmas Island	2011	85+	Bachelor	0
Christmas Island	2011	85+	Graduate Diploma and Graduate Certificate	0
Christmas Island	2011	85+	Postgraduate	0
Christmas Island	2016	15-19		19
Christmas Island	2016	15-19	Certificate nfd	0
Christmas Island	2016	15-19	Certificate I and II Level	3
Christmas Island	2016	15-19	Certificate III and IV Level	3
Christmas Island	2016	15-19	Advanced Diploma and Diploma	0
Christmas Island	2016	15-19	Bachelor	0
Christmas Island	2016	15-19	Graduate Diploma and Graduate Certificate	0
Christmas Island	2016	15-19	Postgraduate	0
Christmas Island	2016	20-24		54
Christmas Island	2016	20-24	Certificate nfd	0
Christmas Island	2016	20-24	Certificate I and II Level	5
Christmas Island	2016	20-24	Certificate III and IV Level	12
Christmas Island	2016	20-24	Advanced Diploma and Diploma	0
Christmas Island	2016	20-24	Bachelor	3
Christmas Island	2016	20-24	Graduate Diploma and Graduate Certificate	3
Christmas Island	2016	20-24	Postgraduate	0
Christmas Island	2016	25-34		141
Christmas Island	2016	25-34	Certificate nfd	9
Christmas Island	2016	25-34	Certificate I and II Level	9
Christmas Island	2016	25-34	Certificate III and IV Level	49
Christmas Island	2016	25-34	Advanced Diploma and Diploma	20
Christmas Island	2016	25-34	Bachelor	26
Christmas Island	2016	25-34	Graduate Diploma and Graduate Certificate	6
Christmas Island	2016	25-34	Postgraduate	11
Christmas Island	2016	35-44		90
Christmas Island	2016	35-44	Certificate nfd	3
Christmas Island	2016	35-44	Certificate I and II Level	3
Christmas Island	2016	35-44	Certificate III and IV Level	54
Christmas Island	2016	35-44	Advanced Diploma and Diploma	30
Christmas Island	2016	35-44	Bachelor	31
Christmas Island	2016	35-44	Graduate Diploma and Graduate Certificate	9
Christmas Island	2016	35-44	Postgraduate	7
Christmas Island	2016	45-54		97
Christmas Island	2016	45-54	Certificate nfd	4
Christmas Island	2016	45-54	Certificate I and II Level	5
Christmas Island	2016	45-54	Certificate III and IV Level	51
Christmas Island	2016	45-54	Advanced Diploma and Diploma	21
Christmas Island	2016	45-54	Bachelor	18
Christmas Island	2016	45-54	Graduate Diploma and Graduate Certificate	11
Christmas Island	2016	45-54	Postgraduate	0
Christmas Island	2016	55-64		71
Christmas Island	2016	55-64	Certificate nfd	6
Christmas Island	2016	55-64	Certificate I and II Level	0
Christmas Island	2016	55-64	Certificate III and IV Level	45
