SA3_NAME16	Year	persons
Newcastle	2016	163884
Richmond Valley - Coastal	2006	72136
Richmond Valley - Coastal	2011	73230
Richmond Valley - Coastal	2016	78280
Richmond Valley - Hinterland	2006	67873
Richmond Valley - Hinterland	2011	69287
Richmond Valley - Hinterland	2016	69950
Tweed Valley	2006	79320
Tweed Valley	2011	85107
Tweed Valley	2016	91371
Griffith - Murrumbidgee (West)	2006	46887
Griffith - Murrumbidgee (West)	2011	46595
Griffith - Murrumbidgee (West)	2016	48144
Tumut - Tumbarumba	2006	14444
Tumut - Tumbarumba	2011	14330
Tumut - Tumbarumba	2016	14437
Wagga Wagga	2006	86864
Wagga Wagga	2011	89193
Wagga Wagga	2016	93357
Shoalhaven	2006	88406
Shoalhaven	2011	92619
Shoalhaven	2016	99490
Southern Highlands	2006	42272
Southern Highlands	2011	44386
Southern Highlands	2016	47869
Baulkham Hills	2006	125759
Baulkham Hills	2011	133822
Baulkham Hills	2016	143738
Dural - Wisemans Ferry	2006	24636
Dural - Wisemans Ferry	2011	25338
Dural - Wisemans Ferry	2016	26229
Hawkesbury	2006	23486
Hawkesbury	2011	24075
Hawkesbury	2016	24588
Rouse Hill - McGraths Hill	2006	25646
Rouse Hill - McGraths Hill	2011	27181
Rouse Hill - McGraths Hill	2016	33182
Blacktown	2006	117149
Blacktown	2011	125024
Blacktown	2016	134753
Blacktown - North	2006	59992
Blacktown - North	2011	74776
Blacktown - North	2016	92823
Mount Druitt	2006	96771
Mount Druitt	2011	103727
Mount Druitt	2016	112066
Botany	2006	35994
Botany	2011	39359
Botany	2016	46693
Marrickville - Sydenham - Petersham	2006	47806
Marrickville - Sydenham - Petersham	2011	50612
Marrickville - Sydenham - Petersham	2016	54609
Sydney Inner City	2006	160871
Sydney Inner City	2011	174573
Sydney Inner City	2016	214249
Eastern Suburbs - North	2006	115616
Eastern Suburbs - North	2011	120559
Eastern Suburbs - North	2016	126382
Eastern Suburbs - South	2006	119882
Eastern Suburbs - South	2011	128988
Eastern Suburbs - South	2016	140654
Bankstown	2006	147474
Bankstown	2011	159073
Bankstown	2016	171429
Canterbury	2006	117525
Canterbury	2011	125427
Canterbury	2016	135070
Hurstville	2006	110302
Hurstville	2011	116602
Hurstville	2016	127193
Kogarah - Rockdale	2006	115692
Kogarah - Rockdale	2011	122498
Kogarah - Rockdale	2016	137723
Canada Bay	2006	64527
Canada Bay	2011	74155
Canada Bay	2016	85356
Leichhardt	2006	48777
Leichhardt	2011	52198
Leichhardt	2016	56066
Strathfield - Burwood - Ashfield	2006	129801
Strathfield - Burwood - Ashfield	2011	137205
Strathfield - Burwood - Ashfield	2016	151873
Chatswood - Lane Cove	2006	94660
Chatswood - Lane Cove	2011	100200
Chatswood - Lane Cove	2016	112245
Hornsby	2006	72926
Hornsby	2011	76535
Hornsby	2016	80603
Ku-ring-gai	2006	101539
Ku-ring-gai	2011	109579
Ku-ring-gai	2016	118371
North Sydney - Mosman	2006	83406
North Sydney - Mosman	2011	88354
North Sydney - Mosman	2016	94139
Manly	2006	37114
Manly	2011	39748
Manly	2016	41888
Pittwater	2006	54158
Pittwater	2011	57154
Pittwater	2016	60438
Warringah	2006	133837
Warringah	2011	140739
Warringah	2016	150543
Camden	2006	44486
Camden	2011	52235
Camden	2016	62510
Campbelltown (NSW)	2006	144421
Campbelltown (NSW)	2011	147168
Campbelltown (NSW)	2016	158401
Wollondilly	2006	34757
Wollondilly	2011	36401
Wollondilly	2016	41152
Blue Mountains	2006	73848
Blue Mountains	2011	75699
Blue Mountains	2016	76694
Blue Mountains - South	2006	0
Blue Mountains - South	2011	8
Blue Mountains - South	2016	3
Penrith	2006	119153
Penrith	2011	124673
Penrith	2016	139692
Richmond - Windsor	2006	35189
Richmond - Windsor	2011	35751
Richmond - Windsor	2016	36547
St Marys	2006	50814
St Marys	2011	52066
St Marys	2016	53993
Auburn	2006	66116
Auburn	2011	74419
Auburn	2016	89670
Carlingford	2006	55671
Carlingford	2011	59598
Carlingford	2016	66570
Merrylands - Guildford	2006	123588
Merrylands - Guildford	2011	135916
Merrylands - Guildford	2016	151262
Parramatta	2006	110415
Parramatta	2011	124776
Parramatta	2016	140891
Pennant Hills - Epping	2006	41041
Pennant Hills - Epping	2011	43007
Pennant Hills - Epping	2016	47590
Ryde - Hunters Hill	2006	114019
Ryde - Hunters Hill	2011	119843
Ryde - Hunters Hill	2016	134528
Bringelly - Green Valley	2006	74778
Bringelly - Green Valley	2011	80339
Bringelly - Green Valley	2016	102811
Fairfield	2006	169085
Fairfield	2011	175637
Fairfield	2016	185802
Liverpool	2006	93589
Liverpool	2011	104187
Liverpool	2016	117356
Cronulla - Miranda - Caringbah	2006	101113
Cronulla - Miranda - Caringbah	2011	104367
Cronulla - Miranda - Caringbah	2016	109841
Sutherland - Menai - Heathcote	2006	103800
Sutherland - Menai - Heathcote	2011	105898
Sutherland - Menai - Heathcote	2016	108036
Migratory - Offshore - Shipping (NSW)	2006	50
Migratory - Offshore - Shipping (NSW)	2011	112
Migratory - Offshore - Shipping (NSW)	2016	412
No usual address (NSW)	2006	10175
No usual address (NSW)	2011	12917
No usual address (NSW)	2016	12288
Ballarat	2006	87998
Ballarat	2011	95582
Ballarat	2016	103815
Creswick - Daylesford - Ballan	2006	25040
Creswick - Daylesford - Ballan	2011	26767
Creswick - Daylesford - Ballan	2016	28307
Maryborough - Pyrenees	2006	23090
Maryborough - Pyrenees	2011	23891
Maryborough - Pyrenees	2016	25365
Bendigo	2006	79052
Bendigo	2011	86078
Bendigo	2016	94378
Heathcote - Castlemaine - Kyneton	2006	40636
Heathcote - Castlemaine - Kyneton	2011	43431
Heathcote - Castlemaine - Kyneton	2016	47291
Loddon - Elmore	2006	12710
Loddon - Elmore	2011	11188
Loddon - Elmore	2016	11421
Barwon - West	2006	14024
Barwon - West	2011	16615
Barwon - West	2016	19018
Geelong	2006	163386
Geelong	2011	173450
Geelong	2016	188180
Surf Coast - Bellarine Peninsula	2006	53860
Surf Coast - Bellarine Peninsula	2011	60581
Surf Coast - Bellarine Peninsula	2016	71729
Upper Goulburn Valley	2006	46521
Upper Goulburn Valley	2011	49911
Upper Goulburn Valley	2016	53840
Wangaratta - Benalla	2006	43553
Wangaratta - Benalla	2011	44232
Wangaratta - Benalla	2016	46100
Wodonga - Alpine	2006	62562
Wodonga - Alpine	2011	65149
Wodonga - Alpine	2016	70249
Baw Baw	2006	37661
Baw Baw	2011	42987
Baw Baw	2016	48626
Gippsland - East	2006	40180
Gippsland - East	2011	42294
Gippsland - East	2016	45146
Gippsland - South West	2006	52370
Gippsland - South West	2011	57018
Gippsland - South West	2016	61668
Latrobe Valley	2006	68859
Latrobe Valley	2011	72216
Latrobe Valley	2016	73099
Wellington	2006	39931
Wellington	2011	41336
Wellington	2016	42871
Brunswick - Coburg	2006	72811
Brunswick - Coburg	2011	78898
Brunswick - Coburg	2016	86257
Darebin - South	2006	45907
Darebin - South	2011	48558
Darebin - South	2016	52065
Essendon	2006	56921
Essendon	2011	60931
Essendon	2016	66595
Melbourne City	2006	76137
Melbourne City	2011	93612
Melbourne City	2016	135969
Port Phillip	2006	85099
Port Phillip	2011	91383
Port Phillip	2016	100872
Stonnington - West	2006	51889
Stonnington - West	2011	53783
Stonnington - West	2016	62467
Yarra	2006	70136
Yarra	2011	74834
Yarra	2016	87453
Boroondara	2006	154454
Boroondara	2011	159184
Boroondara	2016	167231
Manningham - West	2006	84565
Manningham - West	2011	85909
Manningham - West	2016	90369
Whitehorse - West	2006	89967
Whitehorse - West	2011	94913
Whitehorse - West	2016	102040
Bayside	2006	87937
Bayside	2011	91813
Bayside	2016	97087
Glen Eira	2006	130588
Glen Eira	2011	138067
Glen Eira	2016	148437
Kingston	2006	101938
Kingston	2011	108974
Kingston	2016	116817
Stonnington - East	2006	37993
Stonnington - East	2011	39366
Stonnington - East	2016	41367
Banyule	2006	114869
Banyule	2011	118308
Banyule	2016	121865
Darebin - North	2006	82158
Darebin - North	2011	87917
Darebin - North	2016	94653
Nillumbik - Kinglake	2006	63912
Nillumbik - Kinglake	2011	63922
Nillumbik - Kinglake	2016	65123
Whittlesea - Wallan	2006	135623
Whittlesea - Wallan	2011	166907
Whittlesea - Wallan	2016	213708
Keilor	2006	54195
Keilor	2011	54823
Keilor	2016	58565
Macedon Ranges	2006	23862
Macedon Ranges	2011	26639
Macedon Ranges	2016	29574
Moreland - North	2006	62143
Moreland - North	2011	67611
Moreland - North	2016	75506
Sunbury	2006	34027
Sunbury	2011	36852
Sunbury	2016	39369
Tullamarine - Broadmeadows	2006	115486
Tullamarine - Broadmeadows	2011	132560
Tullamarine - Broadmeadows	2016	160353
Knox	2006	146739
Knox	2011	149341
Knox	2016	154154
Manningham - East	2006	25412
Manningham - East	2011	25505
Manningham - East	2016	25986
Maroondah	2006	98793
Maroondah	2011	103411
Maroondah	2016	109933
Whitehorse - East	2006	55498
Whitehorse - East	2011	57134
Whitehorse - East	2016	60769
Yarra Ranges	2006	139602
Yarra Ranges	2011	143710
Yarra Ranges	2016	148760
Cardinia	2006	57101
Cardinia	2011	74338
Cardinia	2016	94288
Casey - North	2006	113709
Casey - North	2011	124022
Casey - North	2016	131119
Casey - South	2006	101254
Casey - South	2011	128361
Casey - South	2016	168177
Dandenong	2006	158206
Dandenong	2011	169067
Dandenong	2016	186623
Monash	2006	154743
Monash	2011	162229
Monash	2016	175056
Brimbank	2006	159426
Brimbank	2011	174422
Brimbank	2016	185816
Hobsons Bay	2006	77178
Hobsons Bay	2011	79415
Hobsons Bay	2016	84006
Maribyrnong	2006	63143
Maribyrnong	2011	71633
Maribyrnong	2016	82288
Melton - Bacchus Marsh	2006	92331
Melton - Bacchus Marsh	2011	124562
Melton - Bacchus Marsh	2016	153438
Wyndham	2006	116981
Wyndham	2011	166020
Wyndham	2016	221895
Frankston	2006	117803
Frankston	2011	126456
Frankston	2016	134143
Mornington Peninsula	2006	136483
Mornington Peninsula	2011	144608
Mornington Peninsula	2016	154999
Grampians	2006	59394
Grampians	2011	59247
Grampians	2016	58820
Mildura	2006	49814
Mildura	2011	50979
Mildura	2016	53878
Murray River - Swan Hill	2006	38784
Murray River - Swan Hill	2011	37203
Murray River - Swan Hill	2016	37336
Campaspe	2006	36209
Campaspe	2011	36549
Campaspe	2016	37208
Moira	2006	27083
Moira	2011	28124
Moira	2016	29112
Shepparton	2006	57090
Shepparton	2011	60222
Shepparton	2016	63649
Glenelg - Southern Grampians	2006	36399
Glenelg - Southern Grampians	2011	35994
Glenelg - Southern Grampians	2016	35558
Colac - Corangamite	2006	36911
Colac - Corangamite	2011	36694
Colac - Corangamite	2016	37040
Warrnambool	2006	45847
Warrnambool	2011	47974
Warrnambool	2016	50099
Migratory - Offshore - Shipping (Vic.)	2006	51
Migratory - Offshore - Shipping (Vic.)	2011	36
Migratory - Offshore - Shipping (Vic.)	2016	29
No usual address (Vic.)	2006	6394
No usual address (Vic.)	2011	8307
No usual address (Vic.)	2016	7565
Capalaba	2006	68348
Capalaba	2011	69942
Capalaba	2016	71569
Cleveland - Stradbroke	2006	65909
Cleveland - Stradbroke	2011	76164
Cleveland - Stradbroke	2016	82814
Wynnum - Manly	2006	57549
Wynnum - Manly	2011	65028
Wynnum - Manly	2016	68703
Bald Hills - Everton Park	2006	34509
Bald Hills - Everton Park	2011	37764
Bald Hills - Everton Park	2016	40790
Chermside	2006	61035
Chermside	2011	65890
Chermside	2016	69069
Nundah	2006	30186
Nundah	2011	34567
Nundah	2016	38666
Sandgate	2006	48684
Sandgate	2011	52822
Sandgate	2016	57993
Carindale	2006	44001
Carindale	2011	47010
Carindale	2016	50179
Holland Park - Yeronga	2006	60092
Holland Park - Yeronga	2011	65187
Holland Park - Yeronga	2016	70983
Mt Gravatt	2006	61251
Mt Gravatt	2011	65661
Mt Gravatt	2016	71208
Nathan	2006	34380
Nathan	2011	36523
Nathan	2016	38872
Rocklea - Acacia Ridge	2006	44703
Rocklea - Acacia Ridge	2011	53642
Rocklea - Acacia Ridge	2016	59530
Sunnybank	2006	43175
Sunnybank	2011	46065
Sunnybank	2016	49805
Centenary	2006	31803
Centenary	2011	32064
Centenary	2016	32529
Kenmore - Brookfield - Moggill	2006	40404
Kenmore - Brookfield - Moggill	2011	43621
Kenmore - Brookfield - Moggill	2016	45374
Sherwood - Indooroopilly	2006	44710
Sherwood - Indooroopilly	2011	47295
Sherwood - Indooroopilly	2016	51079
The Gap - Enoggera	2006	44303
The Gap - Enoggera	2011	47374
The Gap - Enoggera	2016	50010
Brisbane Inner	2006	51542
Brisbane Inner	2011	57581
Brisbane Inner	2016	67583
Brisbane Inner - East	2006	33695
Brisbane Inner - East	2011	37576
Brisbane Inner - East	2016	40594
Brisbane Inner - North	2006	69176
Brisbane Inner - North	2011	75275
Brisbane Inner - North	2016	86163
Brisbane Inner - West	2006	50591
Brisbane Inner - West	2011	53543
Brisbane Inner - West	2016	55865
Cairns - North	2006	39482
Cairns - North	2011	47218
Cairns - North	2016	52656
Cairns - South	2006	84408
Cairns - South	2011	94729
Cairns - South	2016	100791
Innisfail - Cassowary Coast	2006	33704
Innisfail - Cassowary Coast	2011	33463
Innisfail - Cassowary Coast	2016	34731
Port Douglas - Daintree	2006	10152
Port Douglas - Daintree	2011	10786
Port Douglas - Daintree	2016	11609
Tablelands (East) - Kuranda	2006	35368
Tablelands (East) - Kuranda	2011	38236
Tablelands (East) - Kuranda	2016	40401
Darling Downs (West) - Maranoa	2006	40432
Darling Downs (West) - Maranoa	2011	43409
Darling Downs (West) - Maranoa	2016	44062
Darling Downs - East	2006	38252
Darling Downs - East	2011	40361
Darling Downs - East	2016	42123
Granite Belt	2006	36183
Granite Belt	2011	38500
Granite Belt	2016	40101
Central Highlands (Qld)	2006	27329
Central Highlands (Qld)	2011	29661
Central Highlands (Qld)	2016	28960
Rockhampton	2006	101172
Rockhampton	2011	109337
Rockhampton	2016	116000
Biloela	2006	14651
Biloela	2011	14454
Biloela	2016	14319
Gladstone	2006	50759
Gladstone	2011	57892
Gladstone	2016	61640
Broadbeach - Burleigh	2006	55069
Broadbeach - Burleigh	2011	57919
Broadbeach - Burleigh	2016	61635
Coolangatta	2006	48583
Coolangatta	2011	50100
Coolangatta	2016	53189
Gold Coast - North	2006	55526
Gold Coast - North	2011	59606
Gold Coast - North	2016	65902
Gold Coast Hinterland	2006	16200
Gold Coast Hinterland	2011	17135
Gold Coast Hinterland	2016	18512
Mudgeeraba - Tallebudgera	2006	26899
Mudgeeraba - Tallebudgera	2011	31074
Mudgeeraba - Tallebudgera	2016	33382
Nerang	2006	54932
Nerang	2011	62675
Nerang	2016	67285
Ormeau - Oxenford	2006	65337
Ormeau - Oxenford	2011	94056
Ormeau - Oxenford	2016	120883
Robina	2006	40766
Robina	2011	45190
Robina	2016	49477
Southport	2006	49685
Southport	2011	54546
Southport	2016	58896
Surfers Paradise	2006	33195
Surfers Paradise	2011	35329
Surfers Paradise	2016	40836
Forest Lake - Oxley	2006	57736
Forest Lake - Oxley	2011	63571
Forest Lake - Oxley	2016	72230
Ipswich Hinterland	2006	49661
Ipswich Hinterland	2011	56948
Ipswich Hinterland	2016	62726
Ipswich Inner	2006	85993
Ipswich Inner	2011	94913
Ipswich Inner	2016	104207
Springfield - Redbank	2006	48315
Springfield - Redbank	2011	66359
Springfield - Redbank	2016	83910
Beaudesert	2006	10874
Beaudesert	2011	12379
Beaudesert	2016	13915
Beenleigh	2006	32693
Beenleigh	2011	37757
Beenleigh	2016	40928
Browns Plains	2006	65820
Browns Plains	2011	72713
Browns Plains	2016	79812
Jimboomba	2006	31214
Jimboomba	2011	37343
Jimboomba	2016	45587
Loganlea - Carbrook	2006	49166
Loganlea - Carbrook	2011	54881
Loganlea - Carbrook	2016	59779
Springwood - Kingston	2006	71983
Springwood - Kingston	2011	75355
Springwood - Kingston	2016	77280
Bowen Basin - North	2006	32197
Bowen Basin - North	2011	35481
Bowen Basin - North	2016	33494
Mackay	2006	101016
Mackay	2011	112797
Mackay	2016	114969
Whitsunday	2006	16954
Whitsunday	2011	18533
Whitsunday	2016	21224
Bribie - Beachmere	2006	27354
Bribie - Beachmere	2011	30535
Bribie - Beachmere	2016	33043
Caboolture	2006	46598
Caboolture	2011	59217
Caboolture	2016	67460
Caboolture Hinterland	2006	10075
Caboolture Hinterland	2011	11290
Caboolture Hinterland	2016	13232
Narangba - Burpengary	2006	52403
Narangba - Burpengary	2011	58425
Narangba - Burpengary	2016	62884
Redcliffe	2006	51424
Redcliffe	2011	56284
Redcliffe	2016	59469
The Hills District	2006	72559
The Hills District	2011	80513
The Hills District	2016	86194
North Lakes	2006	34282
North Lakes	2011	51568
North Lakes	2016	71560
Strathpine	2006	34298
Strathpine	2011	35353
Strathpine	2016	37215
Far North	2006	27944
Far North	2011	29880
Far North	2016	32390
Outback - North	2006	30938
Outback - North	2011	33131
Outback - North	2016	29651
Outback - South	2006	19631
Outback - South	2011	19912
Outback - South	2016	17659
Buderim	2006	40907
Buderim	2011	45741
Buderim	2016	54483
Caloundra	2006	61403
Caloundra	2011	70038
Caloundra	2016	80512
Maroochy	2006	47662
Maroochy	2011	51086
Maroochy	2016	56308
Noosa	2006	32140
Noosa	2011	35897
Noosa	2016	41152
Sunshine Coast Hinterland	2006	41209
Sunshine Coast Hinterland	2011	46296
Sunshine Coast Hinterland	2016	49582
Nambour	2006	33937
Nambour	2011	37607
Nambour	2016	42624
Noosa Hinterland	2006	19003
Noosa Hinterland	2011	20254
Noosa Hinterland	2016	21852
Toowoomba	2006	129911
Toowoomba	2011	140220
Toowoomba	2016	149512
Charters Towers - Ayr - Ingham	2006	42039
Charters Towers - Ayr - Ingham	2011	43371
Charters Towers - Ayr - Ingham	2016	42226
Townsville	2006	154628
Townsville	2011	174529
Townsville	2016	186808
Bundaberg	2006	78394
Bundaberg	2011	84740
Bundaberg	2016	87765
Burnett	2006	44925
Burnett	2011	47471
Burnett	2016	49067
Gympie - Cooloola	2006	41869
Gympie - Cooloola	2011	45687
Gympie - Cooloola	2016	49486
Hervey Bay	2006	45494
Hervey Bay	2011	52839
Hervey Bay	2016	56678
Maryborough	2006	38846
Maryborough	2011	42522
Maryborough	2016	44893
Migratory - Offshore - Shipping (Qld)	2006	99
Migratory - Offshore - Shipping (Qld)	2011	473
Migratory - Offshore - Shipping (Qld)	2016	150
No usual address (Qld)	2006	12806
No usual address (Qld)	2011	12543
No usual address (Qld)	2016	12510
Adelaide City	2006	16658
Adelaide City	2011	19638
Adelaide City	2016	22063
Adelaide Hills	2006	63941
Adelaide Hills	2011	68055
Adelaide Hills	2016	71892
Burnside	2006	41955
Burnside	2011	42192
Burnside	2016	43911
Campbelltown (SA)	2006	46515
Campbelltown (SA)	2011	48502
Campbelltown (SA)	2016	50525
Norwood - Payneham - St Peters	2006	33729
Norwood - Payneham - St Peters	2011	34887
Norwood - Payneham - St Peters	2016	35362
Prospect - Walkerville	2006	26255
Prospect - Walkerville	2011	26951
Prospect - Walkerville	2016	28079
Unley	2006	35999
Unley	2011	36838
Unley	2016	37721
Gawler - Two Wells	2006	28282
Gawler - Two Wells	2011	31639
Gawler - Two Wells	2016	34632
Playford	2006	70618
Playford	2011	79871
Playford	2016	90154
Port Adelaide - East	2006	55215
Port Adelaide - East	2011	60935
Port Adelaide - East	2016	68056
Salisbury	2006	116875
Salisbury	2011	127663
Salisbury	2016	136635
Tea Tree Gully	2006	92077
Tea Tree Gully	2011	91539
Tea Tree Gully	2016	93604
Holdfast Bay	2006	32031
Holdfast Bay	2011	33066
Holdfast Bay	2016	33703
Marion	2006	79969
Marion	2011	84327
Marion	2016	90067
Mitcham	2006	60899
Mitcham	2011	61656
Mitcham	2016	63529
Onkaparinga	2006	150689
Onkaparinga	2011	160817
Onkaparinga	2016	168041
Charles Sturt	2006	97969
Charles Sturt	2011	102229
Charles Sturt	2016	108691
Port Adelaide - West	2006	52550
Port Adelaide - West	2011	56598
Port Adelaide - West	2016	57965
West Torrens	2006	54715
West Torrens	2011	57824
West Torrens	2016	61086
Barossa	2006	31444
Barossa	2011	33200
Barossa	2016	35496
Lower North	2006	21245
Lower North	2011	22054
Lower North	2016	22545
Mid North	2006	27470
Mid North	2011	27263
Mid North	2016	27268
Yorke Peninsula	2006	22639
Yorke Peninsula	2011	23997
Yorke Peninsula	2016	25202
Eyre Peninsula and South West	2006	54877
Eyre Peninsula and South West	2011	56395
Eyre Peninsula and South West	2016	56613
Outback - North and East	2006	26965
Outback - North and East	2011	28196
Outback - North and East	2016	26203
Fleurieu - Kangaroo Island	2006	41143
Fleurieu - Kangaroo Island	2011	46348
Fleurieu - Kangaroo Island	2016	50397
Limestone Coast	2006	62218
Limestone Coast	2011	63079
Limestone Coast	2016	64788
Murray and Mallee	2006	66762
Murray and Mallee	2011	67726
Murray and Mallee	2016	69554
Migratory - Offshore - Shipping (SA)	2006	6
Migratory - Offshore - Shipping (SA)	2011	5
Migratory - Offshore - Shipping (SA)	2016	3
No usual address (SA)	2006	2618
No usual address (SA)	2011	3069
No usual address (SA)	2016	2863
Augusta - Margaret River - Busselton	2006	35705
Augusta - Margaret River - Busselton	2011	42046
Augusta - Margaret River - Busselton	2016	50875
Bunbury	2006	81859
Bunbury	2011	94382
Bunbury	2016	102644
Manjimup	2006	20613
Manjimup	2011	21671
Manjimup	2016	22815
Mandurah	2006	66854
Mandurah	2011	83295
Mandurah	2016	96736
Cottesloe - Claremont	2006	62378
Cottesloe - Claremont	2011	64134
Cottesloe - Claremont	2016	67634
Perth City	2006	79761
Perth City	2011	92217
Perth City	2016	101666
Bayswater - Bassendean	2006	69867
Bayswater - Bassendean	2011	76339
Bayswater - Bassendean	2016	80443
Mundaring	2006	38504
Mundaring	2011	40412
Mundaring	2016	42032
Swan	2006	88478
Swan	2011	103138
Swan	2016	128540
Joondalup	2006	149675
Joondalup	2011	152423
Joondalup	2016	154730
Stirling	2006	160453
Stirling	2011	178432
Stirling	2016	192425
Wanneroo	2006	110941
Wanneroo	2011	152104
Wanneroo	2016	187960
Armadale	2006	50537
Armadale	2011	62297
Armadale	2016	79602
Belmont - Victoria Park	2006	54781
Belmont - Victoria Park	2011	63804
Belmont - Victoria Park	2016	70718
Canning	2006	80423
Canning	2011	88764
Canning	2016	93597
Gosnells	2006	91582
Gosnells	2011	106584
Gosnells	2016	118073
Kalamunda	2006	49534
Kalamunda	2011	53563
Kalamunda	2016	57449
Serpentine - Jarrahdale	2006	13061
Serpentine - Jarrahdale	2011	17805
Serpentine - Jarrahdale	2016	26873
South Perth	2006	38445
South Perth	2011	40809
South Perth	2016	42042
Cockburn	2006	72055
Cockburn	2011	87415
Cockburn	2016	102028
Fremantle	2006	31661
Fremantle	2011	33626
Fremantle	2016	36605
Kwinana	2006	23198
Kwinana	2011	29227
Kwinana	2016	38918
Melville	2006	95592
Melville	2011	98370
Melville	2016	100677
Rockingham	2006	84306
Rockingham	2011	104105
Rockingham	2016	125114
Albany	2006	52592
Albany	2011	55357
Albany	2016	59173
Wheat Belt - North	2006	50411
Wheat Belt - North	2011	53373
Wheat Belt - North	2016	55935
Wheat Belt - South	2006	19850
Wheat Belt - South	2011	20710
Wheat Belt - South	2016	20245
Kimberley	2006	29297
Kimberley	2011	34793
Kimberley	2016	34364
East Pilbara	2006	18502
East Pilbara	2011	26991
East Pilbara	2016	25055
West Pilbara	2006	22501
West Pilbara	2011	32899
West Pilbara	2016	34497
Esperance	2006	14914
Esperance	2011	15609
Esperance	2016	15971
Gascoyne	2006	8891
Gascoyne	2011	9289
Gascoyne	2016	9485
Goldfields	2006	36977
Goldfields	2011	41811
Goldfields	2016	39097
Mid West	2006	48542
Mid West	2011	53657
Mid West	2016	54019
Migratory - Offshore - Shipping (WA)	2006	339
Migratory - Offshore - Shipping (WA)	2011	417
Migratory - Offshore - Shipping (WA)	2016	434
No usual address (WA)	2006	5986
No usual address (WA)	2011	7299
No usual address (WA)	2016	5950
Brighton	2006	14685
Brighton	2011	16015
Brighton	2016	17072
Hobart - North East	2006	47149
Hobart - North East	2011	49642
Hobart - North East	2016	52606
Hobart - North West	2006	49956
Hobart - North West	2011	51250
Hobart - North West	2016	53154
Hobart - South and West	2006	28217
Hobart - South and West	2011	31092
Hobart - South and West	2016	32879
Hobart Inner	2006	47698
Hobart Inner	2011	48804
Hobart Inner	2016	50558
