SA3_NAME16	Year	Occupation	workers
Mid North	2011	Community and personal service workers	1153
Mid North	2011	Labourers	1356
Mid North	2011	Machinery operators and drivers	1141
Mid North	2011	Managers	1963
Mid North	2011	Professionals	1433
Mid North	2011	Sales workers	1003
Mid North	2011	Technicians and trades workers	1552
Mid North	2016		169
Mid North	2016	Clerical and administrative workers	1056
Mid North	2016	Community and personal service workers	1286
Mid North	2016	Labourers	1354
Mid North	2016	Machinery operators and drivers	1039
Mid North	2016	Managers	1837
Mid North	2016	Professionals	1442
Mid North	2016	Sales workers	975
Mid North	2016	Technicians and trades workers	1460
Yorke Peninsula	2006		137
Yorke Peninsula	2006	Clerical and administrative workers	844
Yorke Peninsula	2006	Community and personal service workers	801
Yorke Peninsula	2006	Labourers	1233
Yorke Peninsula	2006	Machinery operators and drivers	505
Yorke Peninsula	2006	Managers	1882
Yorke Peninsula	2006	Professionals	909
Yorke Peninsula	2006	Sales workers	704
Yorke Peninsula	2006	Technicians and trades workers	1134
Yorke Peninsula	2011		148
Yorke Peninsula	2011	Clerical and administrative workers	922
Yorke Peninsula	2011	Community and personal service workers	967
Yorke Peninsula	2011	Labourers	1286
Yorke Peninsula	2011	Machinery operators and drivers	661
Yorke Peninsula	2011	Managers	1792
Yorke Peninsula	2011	Professionals	1054
Yorke Peninsula	2011	Sales workers	861
Yorke Peninsula	2011	Technicians and trades workers	1351
Yorke Peninsula	2016		149
Yorke Peninsula	2016	Clerical and administrative workers	920
Yorke Peninsula	2016	Community and personal service workers	1035
Yorke Peninsula	2016	Labourers	1317
Yorke Peninsula	2016	Machinery operators and drivers	683
Yorke Peninsula	2016	Managers	1705
Yorke Peninsula	2016	Professionals	1061
Yorke Peninsula	2016	Sales workers	866
Yorke Peninsula	2016	Technicians and trades workers	1290
Eyre Peninsula and South West	2006		453
Eyre Peninsula and South West	2006	Clerical and administrative workers	2513
Eyre Peninsula and South West	2006	Community and personal service workers	2200
Eyre Peninsula and South West	2006	Labourers	3672
Eyre Peninsula and South West	2006	Machinery operators and drivers	1923
Eyre Peninsula and South West	2006	Managers	4719
Eyre Peninsula and South West	2006	Professionals	3032
Eyre Peninsula and South West	2006	Sales workers	1928
Eyre Peninsula and South West	2006	Technicians and trades workers	3540
Eyre Peninsula and South West	2011		495
Eyre Peninsula and South West	2011	Clerical and administrative workers	2592
Eyre Peninsula and South West	2011	Community and personal service workers	2493
Eyre Peninsula and South West	2011	Labourers	3377
Eyre Peninsula and South West	2011	Machinery operators and drivers	2495
Eyre Peninsula and South West	2011	Managers	4333
Eyre Peninsula and South West	2011	Professionals	3392
Eyre Peninsula and South West	2011	Sales workers	2144
Eyre Peninsula and South West	2011	Technicians and trades workers	3982
Eyre Peninsula and South West	2016		457
Eyre Peninsula and South West	2016	Clerical and administrative workers	2467
Eyre Peninsula and South West	2016	Community and personal service workers	2605
Eyre Peninsula and South West	2016	Labourers	3152
Eyre Peninsula and South West	2016	Machinery operators and drivers	2281
Eyre Peninsula and South West	2016	Managers	3861
Eyre Peninsula and South West	2016	Professionals	3270
Eyre Peninsula and South West	2016	Sales workers	2156
Eyre Peninsula and South West	2016	Technicians and trades workers	3616
Outback - North and East	2006		302
Outback - North and East	2006	Clerical and administrative workers	1259
Outback - North and East	2006	Community and personal service workers	1443
Outback - North and East	2006	Labourers	1802
Outback - North and East	2006	Machinery operators and drivers	1310
Outback - North and East	2006	Managers	1356
Outback - North and East	2006	Professionals	1544
Outback - North and East	2006	Sales workers	801
Outback - North and East	2006	Technicians and trades workers	1963
Outback - North and East	2011		316
Outback - North and East	2011	Clerical and administrative workers	1397
Outback - North and East	2011	Community and personal service workers	1540
Outback - North and East	2011	Labourers	1576
Outback - North and East	2011	Machinery operators and drivers	1535
Outback - North and East	2011	Managers	1317
Outback - North and East	2011	Professionals	1871
Outback - North and East	2011	Sales workers	820
Outback - North and East	2011	Technicians and trades workers	2349
Outback - North and East	2016		230
Outback - North and East	2016	Clerical and administrative workers	1092
Outback - North and East	2016	Community and personal service workers	1488
Outback - North and East	2016	Labourers	1305
Outback - North and East	2016	Machinery operators and drivers	1317
Outback - North and East	2016	Managers	1202
Outback - North and East	2016	Professionals	1556
Outback - North and East	2016	Sales workers	812
Outback - North and East	2016	Technicians and trades workers	1774
Fleurieu - Kangaroo Island	2006		223
Fleurieu - Kangaroo Island	2006	Clerical and administrative workers	1693
Fleurieu - Kangaroo Island	2006	Community and personal service workers	1694
Fleurieu - Kangaroo Island	2006	Labourers	2487
Fleurieu - Kangaroo Island	2006	Machinery operators and drivers	904
Fleurieu - Kangaroo Island	2006	Managers	3090
Fleurieu - Kangaroo Island	2006	Professionals	2104
Fleurieu - Kangaroo Island	2006	Sales workers	1451
Fleurieu - Kangaroo Island	2006	Technicians and trades workers	2399
Fleurieu - Kangaroo Island	2011		287
Fleurieu - Kangaroo Island	2011	Clerical and administrative workers	2075
Fleurieu - Kangaroo Island	2011	Community and personal service workers	2160
Fleurieu - Kangaroo Island	2011	Labourers	2566
Fleurieu - Kangaroo Island	2011	Machinery operators and drivers	1113
Fleurieu - Kangaroo Island	2011	Managers	3085
Fleurieu - Kangaroo Island	2011	Professionals	2606
Fleurieu - Kangaroo Island	2011	Sales workers	1803
Fleurieu - Kangaroo Island	2011	Technicians and trades workers	2895
Fleurieu - Kangaroo Island	2016		272
Fleurieu - Kangaroo Island	2016	Clerical and administrative workers	2121
Fleurieu - Kangaroo Island	2016	Community and personal service workers	2506
Fleurieu - Kangaroo Island	2016	Labourers	2525
Fleurieu - Kangaroo Island	2016	Machinery operators and drivers	1101
Fleurieu - Kangaroo Island	2016	Managers	2994
Fleurieu - Kangaroo Island	2016	Professionals	2698
Fleurieu - Kangaroo Island	2016	Sales workers	1828
Fleurieu - Kangaroo Island	2016	Technicians and trades workers	2829
Limestone Coast	2006		458
Limestone Coast	2006	Clerical and administrative workers	3178
Limestone Coast	2006	Community and personal service workers	2124
Limestone Coast	2006	Labourers	5354
Limestone Coast	2006	Machinery operators and drivers	2662
Limestone Coast	2006	Managers	5936
Limestone Coast	2006	Professionals	3191
Limestone Coast	2006	Sales workers	2725
Limestone Coast	2006	Technicians and trades workers	4265
Limestone Coast	2011		444
Limestone Coast	2011	Clerical and administrative workers	3245
Limestone Coast	2011	Community and personal service workers	2578
Limestone Coast	2011	Labourers	4885
Limestone Coast	2011	Machinery operators and drivers	2566
Limestone Coast	2011	Managers	5666
Limestone Coast	2011	Professionals	3502
Limestone Coast	2011	Sales workers	2936
Limestone Coast	2011	Technicians and trades workers	4348
Limestone Coast	2016		421
Limestone Coast	2016	Clerical and administrative workers	3128
Limestone Coast	2016	Community and personal service workers	2981
Limestone Coast	2016	Labourers	4974
Limestone Coast	2016	Machinery operators and drivers	2531
Limestone Coast	2016	Managers	5173
Limestone Coast	2016	Professionals	3633
Limestone Coast	2016	Sales workers	2998
Limestone Coast	2016	Technicians and trades workers	4068
Murray and Mallee	2006		488
Murray and Mallee	2006	Clerical and administrative workers	2816
Murray and Mallee	2006	Community and personal service workers	2433
Murray and Mallee	2006	Labourers	6589
Murray and Mallee	2006	Machinery operators and drivers	1987
Murray and Mallee	2006	Managers	6342
Murray and Mallee	2006	Professionals	2877
Murray and Mallee	2006	Sales workers	2258
Murray and Mallee	2006	Technicians and trades workers	3588
Murray and Mallee	2011		469
Murray and Mallee	2011	Clerical and administrative workers	2903
Murray and Mallee	2011	Community and personal service workers	2886
Murray and Mallee	2011	Labourers	5840
Murray and Mallee	2011	Machinery operators and drivers	2180
Murray and Mallee	2011	Managers	5568
Murray and Mallee	2011	Professionals	2992
Murray and Mallee	2011	Sales workers	2343
Murray and Mallee	2011	Technicians and trades workers	3652
Murray and Mallee	2016		475
Murray and Mallee	2016	Clerical and administrative workers	2807
Murray and Mallee	2016	Community and personal service workers	3083
Murray and Mallee	2016	Labourers	5878
Murray and Mallee	2016	Machinery operators and drivers	2247
Murray and Mallee	2016	Managers	5167
Murray and Mallee	2016	Professionals	2984
Murray and Mallee	2016	Sales workers	2579
Murray and Mallee	2016	Technicians and trades workers	3668
Migratory - Offshore - Shipping (SA)	2006		0
Migratory - Offshore - Shipping (SA)	2006	Clerical and administrative workers	0
Migratory - Offshore - Shipping (SA)	2006	Community and personal service workers	0
Migratory - Offshore - Shipping (SA)	2006	Labourers	0
Migratory - Offshore - Shipping (SA)	2006	Machinery operators and drivers	0
Migratory - Offshore - Shipping (SA)	2006	Managers	0
Migratory - Offshore - Shipping (SA)	2006	Professionals	4
Migratory - Offshore - Shipping (SA)	2006	Sales workers	0
Migratory - Offshore - Shipping (SA)	2006	Technicians and trades workers	0
Migratory - Offshore - Shipping (SA)	2011		0
Migratory - Offshore - Shipping (SA)	2011	Clerical and administrative workers	0
Migratory - Offshore - Shipping (SA)	2011	Community and personal service workers	0
Migratory - Offshore - Shipping (SA)	2011	Labourers	4
Migratory - Offshore - Shipping (SA)	2011	Machinery operators and drivers	0
Migratory - Offshore - Shipping (SA)	2011	Managers	0
Migratory - Offshore - Shipping (SA)	2011	Professionals	6
Migratory - Offshore - Shipping (SA)	2011	Sales workers	0
Migratory - Offshore - Shipping (SA)	2011	Technicians and trades workers	0
Migratory - Offshore - Shipping (SA)	2016		0
Migratory - Offshore - Shipping (SA)	2016	Clerical and administrative workers	0
Migratory - Offshore - Shipping (SA)	2016	Community and personal service workers	0
Migratory - Offshore - Shipping (SA)	2016	Labourers	0
Migratory - Offshore - Shipping (SA)	2016	Machinery operators and drivers	0
Migratory - Offshore - Shipping (SA)	2016	Managers	0
Migratory - Offshore - Shipping (SA)	2016	Professionals	3
Migratory - Offshore - Shipping (SA)	2016	Sales workers	0
Migratory - Offshore - Shipping (SA)	2016	Technicians and trades workers	0
No usual address (SA)	2006		18
No usual address (SA)	2006	Clerical and administrative workers	65
No usual address (SA)	2006	Community and personal service workers	89
No usual address (SA)	2006	Labourers	242
No usual address (SA)	2006	Machinery operators and drivers	93
No usual address (SA)	2006	Managers	57
No usual address (SA)	2006	Professionals	142
No usual address (SA)	2006	Sales workers	70
No usual address (SA)	2006	Technicians and trades workers	138
No usual address (SA)	2011		30
No usual address (SA)	2011	Clerical and administrative workers	94
No usual address (SA)	2011	Community and personal service workers	88
No usual address (SA)	2011	Labourers	239
No usual address (SA)	2011	Machinery operators and drivers	85
No usual address (SA)	2011	Managers	70
No usual address (SA)	2011	Professionals	129
No usual address (SA)	2011	Sales workers	50
No usual address (SA)	2011	Technicians and trades workers	127
No usual address (SA)	2016		11
No usual address (SA)	2016	Clerical and administrative workers	57
No usual address (SA)	2016	Community and personal service workers	53
No usual address (SA)	2016	Labourers	212
No usual address (SA)	2016	Machinery operators and drivers	85
No usual address (SA)	2016	Managers	54
No usual address (SA)	2016	Professionals	103
No usual address (SA)	2016	Sales workers	49
No usual address (SA)	2016	Technicians and trades workers	112
Augusta - Margaret River - Busselton	2006		245
Augusta - Margaret River - Busselton	2006	Clerical and administrative workers	1827
Augusta - Margaret River - Busselton	2006	Community and personal service workers	1360
Augusta - Margaret River - Busselton	2006	Labourers	2680
Augusta - Margaret River - Busselton	2006	Machinery operators and drivers	916
Augusta - Margaret River - Busselton	2006	Managers	2741
Augusta - Margaret River - Busselton	2006	Professionals	2210
Augusta - Margaret River - Busselton	2006	Sales workers	1827
Augusta - Margaret River - Busselton	2006	Technicians and trades workers	3130
Augusta - Margaret River - Busselton	2011		238
Augusta - Margaret River - Busselton	2011	Clerical and administrative workers	2202
Augusta - Margaret River - Busselton	2011	Community and personal service workers	1858
Augusta - Margaret River - Busselton	2011	Labourers	2674
Augusta - Margaret River - Busselton	2011	Machinery operators and drivers	1191
Augusta - Margaret River - Busselton	2011	Managers	2930
Augusta - Margaret River - Busselton	2011	Professionals	2772
Augusta - Margaret River - Busselton	2011	Sales workers	2049
Augusta - Margaret River - Busselton	2011	Technicians and trades workers	3584
Augusta - Margaret River - Busselton	2016		315
Augusta - Margaret River - Busselton	2016	Clerical and administrative workers	2376
Augusta - Margaret River - Busselton	2016	Community and personal service workers	2518
Augusta - Margaret River - Busselton	2016	Labourers	3012
Augusta - Margaret River - Busselton	2016	Machinery operators and drivers	1465
Augusta - Margaret River - Busselton	2016	Managers	3269
Augusta - Margaret River - Busselton	2016	Professionals	3491
Augusta - Margaret River - Busselton	2016	Sales workers	2336
Augusta - Margaret River - Busselton	2016	Technicians and trades workers	4141
Bunbury	2006		641
Bunbury	2006	Clerical and administrative workers	4539
Bunbury	2006	Community and personal service workers	3039
Bunbury	2006	Labourers	5394
Bunbury	2006	Machinery operators and drivers	4122
Bunbury	2006	Managers	4096
Bunbury	2006	Professionals	4910
Bunbury	2006	Sales workers	3547
Bunbury	2006	Technicians and trades workers	7631
Bunbury	2011		607
Bunbury	2011	Clerical and administrative workers	5320
Bunbury	2011	Community and personal service workers	3799
Bunbury	2011	Labourers	6076
Bunbury	2011	Machinery operators and drivers	4848
Bunbury	2011	Managers	4531
Bunbury	2011	Professionals	6028
Bunbury	2011	Sales workers	3932
Bunbury	2011	Technicians and trades workers	9181
Bunbury	2016		730
Bunbury	2016	Clerical and administrative workers	5093
Bunbury	2016	Community and personal service workers	4613
Bunbury	2016	Labourers	6019
Bunbury	2016	Machinery operators and drivers	4679
Bunbury	2016	Managers	4349
Bunbury	2016	Professionals	6417
Bunbury	2016	Sales workers	4229
Bunbury	2016	Technicians and trades workers	8677
Manjimup	2006		125
Manjimup	2006	Clerical and administrative workers	883
Manjimup	2006	Community and personal service workers	691
Manjimup	2006	Labourers	1712
Manjimup	2006	Machinery operators and drivers	866
Manjimup	2006	Managers	2171
Manjimup	2006	Professionals	1164
Manjimup	2006	Sales workers	687
Manjimup	2006	Technicians and trades workers	1280
Manjimup	2011		172
Manjimup	2011	Clerical and administrative workers	1007
Manjimup	2011	Community and personal service workers	871
Manjimup	2011	Labourers	1638
Manjimup	2011	Machinery operators and drivers	895
Manjimup	2011	Managers	2082
Manjimup	2011	Professionals	1219
Manjimup	2011	Sales workers	732
Manjimup	2011	Technicians and trades workers	1414
Manjimup	2016		161
Manjimup	2016	Clerical and administrative workers	967
Manjimup	2016	Community and personal service workers	873
Manjimup	2016	Labourers	1473
Manjimup	2016	Machinery operators and drivers	989
Manjimup	2016	Managers	2014
Manjimup	2016	Professionals	1212
Manjimup	2016	Sales workers	779
Manjimup	2016	Technicians and trades workers	1458
Mandurah	2006		495
Mandurah	2006	Clerical and administrative workers	2962
Mandurah	2006	Community and personal service workers	2211
Mandurah	2006	Labourers	3344
Mandurah	2006	Machinery operators and drivers	2588
Mandurah	2006	Managers	2517
Mandurah	2006	Professionals	2972
Mandurah	2006	Sales workers	2882
Mandurah	2006	Technicians and trades workers	5404
Mandurah	2011		514
Mandurah	2011	Clerical and administrative workers	3997
Mandurah	2011	Community and personal service workers	3521
Mandurah	2011	Labourers	3950
Mandurah	2011	Machinery operators and drivers	3542
Mandurah	2011	Managers	3178
Mandurah	2011	Professionals	4245
Mandurah	2011	Sales workers	3421
Mandurah	2011	Technicians and trades workers	6833
Mandurah	2016		654
Mandurah	2016	Clerical and administrative workers	4197
Mandurah	2016	Community and personal service workers	4371
Mandurah	2016	Labourers	4249
Mandurah	2016	Machinery operators and drivers	4017
Mandurah	2016	Managers	3444
Mandurah	2016	Professionals	4997
Mandurah	2016	Sales workers	3816
Mandurah	2016	Technicians and trades workers	7370
Cottesloe - Claremont	2006		439
Cottesloe - Claremont	2006	Clerical and administrative workers	3343
Cottesloe - Claremont	2006	Community and personal service workers	2269
Cottesloe - Claremont	2006	Labourers	1364
Cottesloe - Claremont	2006	Machinery operators and drivers	451
Cottesloe - Claremont	2006	Managers	4871
Cottesloe - Claremont	2006	Professionals	11752
Cottesloe - Claremont	2006	Sales workers	2548
Cottesloe - Claremont	2006	Technicians and trades workers	1727
Cottesloe - Claremont	2011		404
Cottesloe - Claremont	2011	Clerical and administrative workers	3485
Cottesloe - Claremont	2011	Community and personal service workers	2459
Cottesloe - Claremont	2011	Labourers	1145
Cottesloe - Claremont	2011	Machinery operators and drivers	428
Cottesloe - Claremont	2011	Managers	5324
Cottesloe - Claremont	2011	Professionals	12593
Cottesloe - Claremont	2011	Sales workers	2496
Cottesloe - Claremont	2011	Technicians and trades workers	1746
Cottesloe - Claremont	2016		499
Cottesloe - Claremont	2016	Clerical and administrative workers	3258
Cottesloe - Claremont	2016	Community and personal service workers	2667
Cottesloe - Claremont	2016	Labourers	1129
Cottesloe - Claremont	2016	Machinery operators and drivers	394
Cottesloe - Claremont	2016	Managers	5573
Cottesloe - Claremont	2016	Professionals	13167
Cottesloe - Claremont	2016	Sales workers	2313
Cottesloe - Claremont	2016	Technicians and trades workers	1620
Perth City	2006		519
Perth City	2006	Clerical and administrative workers	5594
Perth City	2006	Community and personal service workers	3475
Perth City	2006	Labourers	2615
Perth City	2006	Machinery operators and drivers	1050
Perth City	2006	Managers	5770
Perth City	2006	Professionals	15514
Perth City	2006	Sales workers	3477
Perth City	2006	Technicians and trades workers	3850
Perth City	2011		614
Perth City	2011	Clerical and administrative workers	6800
Perth City	2011	Community and personal service workers	4272
Perth City	2011	Labourers	2891
Perth City	2011	Machinery operators and drivers	1267
Perth City	2011	Managers	7407
Perth City	2011	Professionals	19687
Perth City	2011	Sales workers	3560
Perth City	2011	Technicians and trades workers	5147
Perth City	2016		759
Perth City	2016	Clerical and administrative workers	6285
Perth City	2016	Community and personal service workers	5028
Perth City	2016	Labourers	3338
Perth City	2016	Machinery operators and drivers	1237
Perth City	2016	Managers	8160
Perth City	2016	Professionals	20667
Perth City	2016	Sales workers	3814
Perth City	2016	Technicians and trades workers	5108
Bayswater - Bassendean	2006		548
Bayswater - Bassendean	2006	Clerical and administrative workers	5743
Bayswater - Bassendean	2006	Community and personal service workers	3268
Bayswater - Bassendean	2006	Labourers	3438
Bayswater - Bassendean	2006	Machinery operators and drivers	2222
Bayswater - Bassendean	2006	Managers	3549
Bayswater - Bassendean	2006	Professionals	7131
Bayswater - Bassendean	2006	Sales workers	3392
Bayswater - Bassendean	2006	Technicians and trades workers	5706
Bayswater - Bassendean	2011		590
Bayswater - Bassendean	2011	Clerical and administrative workers	6247
Bayswater - Bassendean	2011	Community and personal service workers	3850
Bayswater - Bassendean	2011	Labourers	3377
Bayswater - Bassendean	2011	Machinery operators and drivers	2544
Bayswater - Bassendean	2011	Managers	4132
Bayswater - Bassendean	2011	Professionals	8752
Bayswater - Bassendean	2011	Sales workers	3454
Bayswater - Bassendean	2011	Technicians and trades workers	6364
Bayswater - Bassendean	2016		654
Bayswater - Bassendean	2016	Clerical and administrative workers	5710
Bayswater - Bassendean	2016	Community and personal service workers	4386
Bayswater - Bassendean	2016	Labourers	3423
Bayswater - Bassendean	2016	Machinery operators and drivers	2292
Bayswater - Bassendean	2016	Managers	4488
Bayswater - Bassendean	2016	Professionals	9501
Bayswater - Bassendean	2016	Sales workers	3407
Bayswater - Bassendean	2016	Technicians and trades workers	6040
Mundaring	2006		273
Mundaring	2006	Clerical and administrative workers	2766
Mundaring	2006	Community and personal service workers	1822
Mundaring	2006	Labourers	1772
Mundaring	2006	Machinery operators and drivers	1447
Mundaring	2006	Managers	2043
Mundaring	2006	Professionals	3315
Mundaring	2006	Sales workers	1788
Mundaring	2006	Technicians and trades workers	3123
Mundaring	2011		271
Mundaring	2011	Clerical and administrative workers	3096
Mundaring	2011	Community and personal service workers	1890
Mundaring	2011	Labourers	1656
Mundaring	2011	Machinery operators and drivers	1523
Mundaring	2011	Managers	2209
Mundaring	2011	Professionals	3564
Mundaring	2011	Sales workers	1799
Mundaring	2011	Technicians and trades workers	3384
Mundaring	2016		341
Mundaring	2016	Clerical and administrative workers	2633
Mundaring	2016	Community and personal service workers	2033
Mundaring	2016	Labourers	1686
Mundaring	2016	Machinery operators and drivers	1465
Mundaring	2016	Managers	2210
Mundaring	2016	Professionals	3620
Mundaring	2016	Sales workers	1670
Mundaring	2016	Technicians and trades workers	3283
Swan	2006		704
Swan	2006	Clerical and administrative workers	6834
Swan	2006	Community and personal service workers	4023
Swan	2006	Labourers	5096
Swan	2006	Machinery operators and drivers	3896
Swan	2006	Managers	4293
Swan	2006	Professionals	5298
Swan	2006	Sales workers	4280
Swan	2006	Technicians and trades workers	7531
Swan	2011		814
Swan	2011	Clerical and administrative workers	8319
Swan	2011	Community and personal service workers	5200
Swan	2011	Labourers	5432
Swan	2011	Machinery operators and drivers	4837
Swan	2011	Managers	5323
Swan	2011	Professionals	6808
Swan	2011	Sales workers	4961
Swan	2011	Technicians and trades workers	9212
Swan	2016		1023
Swan	2016	Clerical and administrative workers	9052
Swan	2016	Community and personal service workers	7253
Swan	2016	Labourers	6415
Swan	2016	Machinery operators and drivers	5834
Swan	2016	Managers	6161
Swan	2016	Professionals	8602
Swan	2016	Sales workers	6074
Swan	2016	Technicians and trades workers	10720
Joondalup	2006		975
Joondalup	2006	Clerical and administrative workers	14240
Joondalup	2006	Community and personal service workers	7487
Joondalup	2006	Labourers	6527
Joondalup	2006	Machinery operators and drivers	3587
Joondalup	2006	Managers	9478
Joondalup	2006	Professionals	16127
Joondalup	2006	Sales workers	9041
Joondalup	2006	Technicians and trades workers	13919
Joondalup	2011		972
Joondalup	2011	Clerical and administrative workers	13956
Joondalup	2011	Community and personal service workers	8223
Joondalup	2011	Labourers	5906
Joondalup	2011	Machinery operators and drivers	3578
Joondalup	2011	Managers	10070
Joondalup	2011	Professionals	18186
Joondalup	2011	Sales workers	8345
Joondalup	2011	Technicians and trades workers	13807
Joondalup	2016		1179
Joondalup	2016	Clerical and administrative workers	11896
Joondalup	2016	Community and personal service workers	8359
Joondalup	2016	Labourers	5530
Joondalup	2016	Machinery operators and drivers	3186
Joondalup	2016	Managers	10075
Joondalup	2016	Professionals	18578
Joondalup	2016	Sales workers	7767
Joondalup	2016	Technicians and trades workers	12544
Stirling	2006		1147
Stirling	2006	Clerical and administrative workers	12498
Stirling	2006	Community and personal service workers	6807
Stirling	2006	Labourers	7089
Stirling	2006	Machinery operators and drivers	3884
Stirling	2006	Managers	9030
Stirling	2006	Professionals	18637
Stirling	2006	Sales workers	7611
Stirling	2006	Technicians and trades workers	11036
Stirling	2011		1336
Stirling	2011	Clerical and administrative workers	13588
Stirling	2011	Community and personal service workers	8168
Stirling	2011	Labourers	7412
Stirling	2011	Machinery operators and drivers	4412
Stirling	2011	Managers	10631
Stirling	2011	Professionals	23066
Stirling	2011	Sales workers	8058
Stirling	2011	Technicians and trades workers	12391
Stirling	2016		1440
Stirling	2016	Clerical and administrative workers	12681
Stirling	2016	Community and personal service workers	9868
Stirling	2016	Labourers	7772
Stirling	2016	Machinery operators and drivers	4393
Stirling	2016	Managers	11690
Stirling	2016	Professionals	24608
Stirling	2016	Sales workers	8433
Stirling	2016	Technicians and trades workers	12985
Wanneroo	2006		872
Wanneroo	2006	Clerical and administrative workers	8179
Wanneroo	2006	Community and personal service workers	4746
Wanneroo	2006	Labourers	6480
Wanneroo	2006	Machinery operators and drivers	3822
Wanneroo	2006	Managers	5040
Wanneroo	2006	Professionals	6421
Wanneroo	2006	Sales workers	5262
Wanneroo	2006	Technicians and trades workers	10295
Wanneroo	2011		1026
Wanneroo	2011	Clerical and administrative workers	11414
Wanneroo	2011	Community and personal service workers	7682
Wanneroo	2011	Labourers	7973
Wanneroo	2011	Machinery operators and drivers	5357
Wanneroo	2011	Managers	7380
Wanneroo	2011	Professionals	10845
Wanneroo	2011	Sales workers	7097
Wanneroo	2011	Technicians and trades workers	14606
Wanneroo	2016		1543
Wanneroo	2016	Clerical and administrative workers	12658
Wanneroo	2016	Community and personal service workers	10498
Wanneroo	2016	Labourers	9670
Wanneroo	2016	Machinery operators and drivers	6330
Wanneroo	2016	Managers	8773
Wanneroo	2016	Professionals	13591
Wanneroo	2016	Sales workers	9109
Wanneroo	2016	Technicians and trades workers	16771
Armadale	2006		389
Armadale	2006	Clerical and administrative workers	3429
Armadale	2006	Community and personal service workers	2323
Armadale	2006	Labourers	2969
Armadale	2006	Machinery operators and drivers	2535
Armadale	2006	Managers	2029
Armadale	2006	Professionals	2685
Armadale	2006	Sales workers	2182
Armadale	2006	Technicians and trades workers	4497
Armadale	2011		470
Armadale	2011	Clerical and administrative workers	4665
Armadale	2011	Community and personal service workers	2990
Armadale	2011	Labourers	3279
Armadale	2011	Machinery operators and drivers	3156
Armadale	2011	Managers	2738
Armadale	2011	Professionals	4033
Armadale	2011	Sales workers	2797
Armadale	2011	Technicians and trades workers	5624
Armadale	2016		547
Armadale	2016	Clerical and administrative workers	5197
Armadale	2016	Community and personal service workers	4092
Armadale	2016	Labourers	3731
Armadale	2016	Machinery operators and drivers	3764
Armadale	2016	Managers	3328
Armadale	2016	Professionals	5729
Armadale	2016	Sales workers	3511
Armadale	2016	Technicians and trades workers	6388
Belmont - Victoria Park	2006		410
Belmont - Victoria Park	2006	Clerical and administrative workers	4453
Belmont - Victoria Park	2006	Community and personal service workers	2512
Belmont - Victoria Park	2006	Labourers	2796
Belmont - Victoria Park	2006	Machinery operators and drivers	2072
Belmont - Victoria Park	2006	Managers	2656
Belmont - Victoria Park	2006	Professionals	5627
Belmont - Victoria Park	2006	Sales workers	2310
Belmont - Victoria Park	2006	Technicians and trades workers	4000
Belmont - Victoria Park	2011		511
Belmont - Victoria Park	2011	Clerical and administrative workers	5120
Belmont - Victoria Park	2011	Community and personal service workers	3124
Belmont - Victoria Park	2011	Labourers	2983
Belmont - Victoria Park	2011	Machinery operators and drivers	2389
Belmont - Victoria Park	2011	Managers	3566
Belmont - Victoria Park	2011	Professionals	7665
Belmont - Victoria Park	2011	Sales workers	2573
Belmont - Victoria Park	2011	Technicians and trades workers	5136
Belmont - Victoria Park	2016		569
Belmont - Victoria Park	2016	Clerical and administrative workers	4701
Belmont - Victoria Park	2016	Community and personal service workers	3810
Belmont - Victoria Park	2016	Labourers	3346
Belmont - Victoria Park	2016	Machinery operators and drivers	2303
Belmont - Victoria Park	2016	Managers	3810
Belmont - Victoria Park	2016	Professionals	8257
Belmont - Victoria Park	2016	Sales workers	2835
Belmont - Victoria Park	2016	Technicians and trades workers	5395
Canning	2006		541
Canning	2006	Clerical and administrative workers	6536
Canning	2006	Community and personal service workers	3691
Canning	2006	Labourers	4031
Canning	2006	Machinery operators and drivers	2336
Canning	2006	Managers	3987
Canning	2006	Professionals	8274
Canning	2006	Sales workers	3998
Canning	2006	Technicians and trades workers	5842
Canning	2011		662
Canning	2011	Clerical and administrative workers	6925
Canning	2011	Community and personal service workers	4349
Canning	2011	Labourers	4044
Canning	2011	Machinery operators and drivers	2805
Canning	2011	Managers	4325
Canning	2011	Professionals	10420
Canning	2011	Sales workers	3969
Canning	2011	Technicians and trades workers	6244
Canning	2016		714
Canning	2016	Clerical and administrative workers	5659
Canning	2016	Community and personal service workers	4860
Canning	2016	Labourers	4441
Canning	2016	Machinery operators and drivers	2672
Canning	2016	Managers	4221
Canning	2016	Professionals	10387
Canning	2016	Sales workers	3970
Canning	2016	Technicians and trades workers	6005
Gosnells	2006		723
Gosnells	2006	Clerical and administrative workers	7410
Gosnells	2006	Community and personal service workers	4085
Gosnells	2006	Labourers	5589
Gosnells	2006	Machinery operators and drivers	4574
Gosnells	2006	Managers	3761
Gosnells	2006	Professionals	5125
Gosnells	2006	Sales workers	4521
Gosnells	2006	Technicians and trades workers	8158
Gosnells	2011		826
Gosnells	2011	Clerical and administrative workers	8449
Gosnells	2011	Community and personal service workers	4897
Gosnells	2011	Labourers	5800
Gosnells	2011	Machinery operators and drivers	5259
Gosnells	2011	Managers	4486
Gosnells	2011	Professionals	7280
Gosnells	2011	Sales workers	4725
Gosnells	2011	Technicians and trades workers	9352
Gosnells	2016		972
Gosnells	2016	Clerical and administrative workers	7415
Gosnells	2016	Community and personal service workers	5830
