SA3_NAME16	Year	AustCitizen	Sex	persons
Clarence Valley	2016	1	M	22292
Coffs Harbour	2006	0		6959
Coffs Harbour	2006	1	F	36419
Coffs Harbour	2006	1	M	34427
Coffs Harbour	2011	0		7818
Coffs Harbour	2011	1	F	37911
Coffs Harbour	2011	1	M	35636
Coffs Harbour	2016	0		10862
Coffs Harbour	2016	1	F	38784
Coffs Harbour	2016	1	M	36375
Bourke - Cobar - Coonamble	2006	0		2467
Bourke - Cobar - Coonamble	2006	1	F	11575
Bourke - Cobar - Coonamble	2006	1	M	12592
Bourke - Cobar - Coonamble	2011	0		3002
Bourke - Cobar - Coonamble	2011	1	F	10853
Bourke - Cobar - Coonamble	2011	1	M	11437
Bourke - Cobar - Coonamble	2016	0		3726
Bourke - Cobar - Coonamble	2016	1	F	10009
Bourke - Cobar - Coonamble	2016	1	M	10417
Broken Hill and Far West	2006	0		2120
Broken Hill and Far West	2006	1	F	10110
Broken Hill and Far West	2006	1	M	9800
Broken Hill and Far West	2011	0		1945
Broken Hill and Far West	2011	1	F	9810
Broken Hill and Far West	2011	1	M	9447
Broken Hill and Far West	2016	0		2129
Broken Hill and Far West	2016	1	F	9222
Broken Hill and Far West	2016	1	M	8866
Dubbo	2006	0		5582
Dubbo	2006	1	F	30838
Dubbo	2006	1	M	29398
Dubbo	2011	0		5636
Dubbo	2011	1	F	31560
Dubbo	2011	1	M	29904
Dubbo	2016	0		8626
Dubbo	2016	1	F	31127
Dubbo	2016	1	M	29661
Lower Hunter	2006	0		6418
Lower Hunter	2006	1	F	35255
Lower Hunter	2006	1	M	34791
Lower Hunter	2011	0		7098
Lower Hunter	2011	1	F	37590
Lower Hunter	2011	1	M	37299
Lower Hunter	2016	0		9337
Lower Hunter	2016	1	F	39415
Lower Hunter	2016	1	M	38923
Maitland	2006	0		4348
Maitland	2006	1	F	27673
Maitland	2006	1	M	26340
Maitland	2011	0		4646
Maitland	2011	1	F	30434
Maitland	2011	1	M	29125
Maitland	2016	0		6199
Maitland	2016	1	F	34769
Maitland	2016	1	M	33194
Port Stephens	2006	0		5505
Port Stephens	2006	1	F	29011
Port Stephens	2006	1	M	28196
Port Stephens	2011	0		6316
Port Stephens	2011	1	F	31080
Port Stephens	2011	1	M	30105
Port Stephens	2016	0		7570
Port Stephens	2016	1	F	32232
Port Stephens	2016	1	M	31579
Upper Hunter	2006	0		2623
Upper Hunter	2006	1	F	12709
Upper Hunter	2006	1	M	12876
Upper Hunter	2011	0		3172
Upper Hunter	2011	1	F	13111
Upper Hunter	2011	1	M	13265
Upper Hunter	2016	0		3867
Upper Hunter	2016	1	F	13165
Upper Hunter	2016	1	M	13164
Dapto - Port Kembla	2006	0		7972
Dapto - Port Kembla	2006	1	F	31775
Dapto - Port Kembla	2006	1	M	30919
Dapto - Port Kembla	2011	0		7369
Dapto - Port Kembla	2011	1	F	32754
Dapto - Port Kembla	2011	1	M	31795
Dapto - Port Kembla	2016	0		8130
Dapto - Port Kembla	2016	1	F	34202
Dapto - Port Kembla	2016	1	M	33022
Illawarra Catchment Reserve	2006	0		0
Illawarra Catchment Reserve	2006	1	F	0
Illawarra Catchment Reserve	2006	1	M	0
Illawarra Catchment Reserve	2011	0		5
Illawarra Catchment Reserve	2011	1	F	3
Illawarra Catchment Reserve	2011	1	M	3
Illawarra Catchment Reserve	2016	0		5
Illawarra Catchment Reserve	2016	1	F	3
Illawarra Catchment Reserve	2016	1	M	0
Kiama - Shellharbour	2006	0		7842
Kiama - Shellharbour	2006	1	F	36342
Kiama - Shellharbour	2006	1	M	35139
Kiama - Shellharbour	2011	0		7278
Kiama - Shellharbour	2011	1	F	38896
Kiama - Shellharbour	2011	1	M	37356
Kiama - Shellharbour	2016	0		9125
Kiama - Shellharbour	2016	1	F	41174
Kiama - Shellharbour	2016	1	M	39538
Wollongong	2006	0		13876
Wollongong	2006	1	F	50550
Wollongong	2006	1	M	49120
Wollongong	2011	0		15846
Wollongong	2011	1	F	53159
Wollongong	2011	1	M	51519
Wollongong	2016	0		18933
Wollongong	2016	1	F	55592
Wollongong	2016	1	M	53776
Great Lakes	2006	0		2382
Great Lakes	2006	1	F	13459
Great Lakes	2006	1	M	12887
Great Lakes	2011	0		2713
Great Lakes	2011	1	F	13923
Great Lakes	2011	1	M	13213
Great Lakes	2016	0		3186
Great Lakes	2016	1	F	14378
Great Lakes	2016	1	M	13708
Kempsey - Nambucca	2006	0		4286
Kempsey - Nambucca	2006	1	F	20758
Kempsey - Nambucca	2006	1	M	20236
Kempsey - Nambucca	2011	0		4094
Kempsey - Nambucca	2011	1	F	21773
Kempsey - Nambucca	2011	1	M	20963
Kempsey - Nambucca	2016	0		5629
Kempsey - Nambucca	2016	1	F	21579
Kempsey - Nambucca	2016	1	M	20919
Lord Howe Island	2006	0		25
Lord Howe Island	2006	1	F	164
Lord Howe Island	2006	1	M	156
Lord Howe Island	2011	0		31
Lord Howe Island	2011	1	F	173
Lord Howe Island	2011	1	M	155
Lord Howe Island	2016	0		62
Lord Howe Island	2016	1	F	163
Lord Howe Island	2016	1	M	157
Port Macquarie	2006	0		5831
Port Macquarie	2006	1	F	32506
Port Macquarie	2006	1	M	30097
Port Macquarie	2011	0		6117
Port Macquarie	2011	1	F	34650
Port Macquarie	2011	1	M	31945
Port Macquarie	2016	0		7823
Port Macquarie	2016	1	F	36839
Port Macquarie	2016	1	M	33905
Taree - Gloucester	2006	0		3663
Taree - Gloucester	2006	1	F	23708
Taree - Gloucester	2006	1	M	22573
Taree - Gloucester	2011	0		4100
Taree - Gloucester	2011	1	F	24268
Taree - Gloucester	2011	1	M	22990
Taree - Gloucester	2016	0		5036
Taree - Gloucester	2016	1	F	24980
Taree - Gloucester	2016	1	M	23840
Albury	2006	0		4417
Albury	2006	1	F	26468
Albury	2006	1	M	25012
Albury	2011	0		5301
Albury	2011	1	F	26942
Albury	2011	1	M	25194
Albury	2016	0		6931
Albury	2016	1	F	27972
Albury	2016	1	M	26368
Lower Murray	2006	0		1021
Lower Murray	2006	1	F	5837
Lower Murray	2006	1	M	6190
Lower Murray	2011	0		1099
Lower Murray	2011	1	F	5516
Lower Murray	2011	1	M	5808
Lower Murray	2016	0		1673
Lower Murray	2016	1	F	5292
Lower Murray	2016	1	M	5582
Upper Murray exc. Albury	2006	0		2982
Upper Murray exc. Albury	2006	1	F	18807
Upper Murray exc. Albury	2006	1	M	18887
Upper Murray exc. Albury	2011	0		3138
Upper Murray exc. Albury	2011	1	F	18723
Upper Murray exc. Albury	2011	1	M	18597
Upper Murray exc. Albury	2016	0		4817
Upper Murray exc. Albury	2016	1	F	18732
Upper Murray exc. Albury	2016	1	M	18431
Armidale	2006	0		2952
Armidale	2006	1	F	16423
Armidale	2006	1	M	15400
Armidale	2011	0		3761
Armidale	2011	1	F	16641
Armidale	2011	1	M	15543
Armidale	2016	0		4984
Armidale	2016	1	F	16587
Armidale	2016	1	M	15519
Inverell - Tenterfield	2006	0		2613
Inverell - Tenterfield	2006	1	F	17546
Inverell - Tenterfield	2006	1	M	17205
Inverell - Tenterfield	2011	0		2780
Inverell - Tenterfield	2011	1	F	17823
Inverell - Tenterfield	2011	1	M	17156
Inverell - Tenterfield	2016	0		4524
Inverell - Tenterfield	2016	1	F	17188
Inverell - Tenterfield	2016	1	M	16633
Moree - Narrabri	2006	0		2540
Moree - Narrabri	2006	1	F	11716
Moree - Narrabri	2006	1	M	12140
Moree - Narrabri	2011	0		2597
Moree - Narrabri	2011	1	F	11406
Moree - Narrabri	2011	1	M	11683
Moree - Narrabri	2016	0		3517
Moree - Narrabri	2016	1	F	10990
Moree - Narrabri	2016	1	M	11115
Tamworth - Gunnedah	2006	0		5172
Tamworth - Gunnedah	2006	1	F	35122
Tamworth - Gunnedah	2006	1	M	33570
Tamworth - Gunnedah	2011	0		6226
Tamworth - Gunnedah	2011	1	F	35965
Tamworth - Gunnedah	2011	1	M	34613
Tamworth - Gunnedah	2016	0		8866
Tamworth - Gunnedah	2016	1	F	36551
Tamworth - Gunnedah	2016	1	M	35079
Lake Macquarie - East	2006	0		8108
Lake Macquarie - East	2006	1	F	54570
Lake Macquarie - East	2006	1	M	52013
Lake Macquarie - East	2011	0		8237
Lake Macquarie - East	2011	1	F	55762
Lake Macquarie - East	2011	1	M	52867
Lake Macquarie - East	2016	0		9010
Lake Macquarie - East	2016	1	F	56868
Lake Macquarie - East	2016	1	M	54136
Lake Macquarie - West	2006	0		5427
Lake Macquarie - West	2006	1	F	31410
Lake Macquarie - West	2006	1	M	30116
Lake Macquarie - West	2011	0		5079
Lake Macquarie - West	2011	1	F	33170
Lake Macquarie - West	2011	1	M	31757
Lake Macquarie - West	2016	0		6215
Lake Macquarie - West	2016	1	F	35270
Lake Macquarie - West	2016	1	M	33720
Newcastle	2006	0		14800
Newcastle	2006	1	F	68615
Newcastle	2006	1	M	64900
Newcastle	2011	0		15969
Newcastle	2011	1	F	71256
Newcastle	2011	1	M	68512
Newcastle	2016	0		18098
Newcastle	2016	1	F	74094
Newcastle	2016	1	M	71692
Richmond Valley - Coastal	2006	0		7603
Richmond Valley - Coastal	2006	1	F	33320
Richmond Valley - Coastal	2006	1	M	31213
Richmond Valley - Coastal	2011	0		7401
Richmond Valley - Coastal	2011	1	F	33991
Richmond Valley - Coastal	2011	1	M	31838
Richmond Valley - Coastal	2016	0		10960
Richmond Valley - Coastal	2016	1	F	34817
Richmond Valley - Coastal	2016	1	M	32503
Richmond Valley - Hinterland	2006	0		4889
Richmond Valley - Hinterland	2006	1	F	32245
Richmond Valley - Hinterland	2006	1	M	30739
Richmond Valley - Hinterland	2011	0		5407
Richmond Valley - Hinterland	2011	1	F	32629
Richmond Valley - Hinterland	2011	1	M	31251
Richmond Valley - Hinterland	2016	0		7549
Richmond Valley - Hinterland	2016	1	F	31821
Richmond Valley - Hinterland	2016	1	M	30580
Tweed Valley	2006	0		8814
Tweed Valley	2006	1	F	36302
Tweed Valley	2006	1	M	34204
Tweed Valley	2011	0		9470
Tweed Valley	2011	1	F	39243
Tweed Valley	2011	1	M	36394
Tweed Valley	2016	0		11240
Tweed Valley	2016	1	F	41431
Tweed Valley	2016	1	M	38700
Griffith - Murrumbidgee (West)	2006	0		4726
Griffith - Murrumbidgee (West)	2006	1	F	21012
Griffith - Murrumbidgee (West)	2006	1	M	21149
Griffith - Murrumbidgee (West)	2011	0		5547
Griffith - Murrumbidgee (West)	2011	1	F	20530
Griffith - Murrumbidgee (West)	2011	1	M	20518
Griffith - Murrumbidgee (West)	2016	0		7789
Griffith - Murrumbidgee (West)	2016	1	F	20207
Griffith - Murrumbidgee (West)	2016	1	M	20148
Tumut - Tumbarumba	2006	0		1319
Tumut - Tumbarumba	2006	1	F	6497
Tumut - Tumbarumba	2006	1	M	6628
Tumut - Tumbarumba	2011	0		1379
Tumut - Tumbarumba	2011	1	F	6398
Tumut - Tumbarumba	2011	1	M	6553
Tumut - Tumbarumba	2016	0		1936
Tumut - Tumbarumba	2016	1	F	6241
Tumut - Tumbarumba	2016	1	M	6260
Wagga Wagga	2006	0		6371
Wagga Wagga	2006	1	F	41009
Wagga Wagga	2006	1	M	39484
Wagga Wagga	2011	0		7416
Wagga Wagga	2011	1	F	41764
Wagga Wagga	2011	1	M	40013
Wagga Wagga	2016	0		10449
Wagga Wagga	2016	1	F	42345
Wagga Wagga	2016	1	M	40563
Shoalhaven	2006	0		8221
Shoalhaven	2006	1	F	40759
Shoalhaven	2006	1	M	39426
Shoalhaven	2011	0		9020
Shoalhaven	2011	1	F	42725
Shoalhaven	2011	1	M	40874
Shoalhaven	2016	0		11048
Shoalhaven	2016	1	F	44981
Shoalhaven	2016	1	M	43461
Southern Highlands	2006	0		4416
Southern Highlands	2006	1	F	19710
Southern Highlands	2006	1	M	18146
Southern Highlands	2011	0		4160
Southern Highlands	2011	1	F	20990
Southern Highlands	2011	1	M	19236
Southern Highlands	2016	0		5537
Southern Highlands	2016	1	F	22142
Southern Highlands	2016	1	M	20190
Baulkham Hills	2006	0		14310
Baulkham Hills	2006	1	F	57100
Baulkham Hills	2006	1	M	54349
Baulkham Hills	2011	0		15758
Baulkham Hills	2011	1	F	60204
Baulkham Hills	2011	1	M	57860
Baulkham Hills	2016	0		21030
Baulkham Hills	2016	1	F	62332
Baulkham Hills	2016	1	M	60376
Dural - Wisemans Ferry	2006	0		2471
Dural - Wisemans Ferry	2006	1	F	11102
Dural - Wisemans Ferry	2006	1	M	11063
Dural - Wisemans Ferry	2011	0		2289
Dural - Wisemans Ferry	2011	1	F	11609
Dural - Wisemans Ferry	2011	1	M	11440
Dural - Wisemans Ferry	2016	0		2756
Dural - Wisemans Ferry	2016	1	F	11768
Dural - Wisemans Ferry	2016	1	M	11705
Hawkesbury	2006	0		2375
Hawkesbury	2006	1	F	10443
Hawkesbury	2006	1	M	10668
Hawkesbury	2011	0		2435
Hawkesbury	2011	1	F	10658
Hawkesbury	2011	1	M	10982
Hawkesbury	2016	0		2662
Hawkesbury	2016	1	F	10849
Hawkesbury	2016	1	M	11077
Rouse Hill - McGraths Hill	2006	0		2902
Rouse Hill - McGraths Hill	2006	1	F	11254
Rouse Hill - McGraths Hill	2006	1	M	11490
Rouse Hill - McGraths Hill	2011	0		2844
Rouse Hill - McGraths Hill	2011	1	F	12043
Rouse Hill - McGraths Hill	2011	1	M	12294
Rouse Hill - McGraths Hill	2016	0		3960
Rouse Hill - McGraths Hill	2016	1	F	14537
Rouse Hill - McGraths Hill	2016	1	M	14685
Blacktown	2006	0		17871
Blacktown	2006	1	F	50211
Blacktown	2006	1	M	49067
Blacktown	2011	0		20849
Blacktown	2011	1	F	52505
Blacktown	2011	1	M	51670
Blacktown	2016	0		27655
Blacktown	2016	1	F	53557
Blacktown	2016	1	M	53541
Blacktown - North	2006	0		9381
Blacktown - North	2006	1	F	25473
Blacktown - North	2006	1	M	25138
Blacktown - North	2011	0		10840
Blacktown - North	2011	1	F	31984
Blacktown - North	2011	1	M	31952
Blacktown - North	2016	0		15674
Blacktown - North	2016	1	F	38620
Blacktown - North	2016	1	M	38529
Mount Druitt	2006	0		16658
Mount Druitt	2006	1	F	40805
Mount Druitt	2006	1	M	39308
Mount Druitt	2011	0		18233
Mount Druitt	2011	1	F	43449
Mount Druitt	2011	1	M	42045
Mount Druitt	2016	0		22370
Mount Druitt	2016	1	F	45554
Mount Druitt	2016	1	M	44142
Botany	2006	0		7251
Botany	2006	1	F	14619
Botany	2006	1	M	14124
Botany	2011	0		8050
Botany	2011	1	F	15887
Botany	2011	1	M	15422
Botany	2016	0		12178
Botany	2016	1	F	17382
Botany	2016	1	M	17133
Marrickville - Sydenham - Petersham	2006	0		9483
Marrickville - Sydenham - Petersham	2006	1	F	19544
Marrickville - Sydenham - Petersham	2006	1	M	18779
Marrickville - Sydenham - Petersham	2011	0		9531
Marrickville - Sydenham - Petersham	2011	1	F	20923
Marrickville - Sydenham - Petersham	2011	1	M	20158
Marrickville - Sydenham - Petersham	2016	0		10968
Marrickville - Sydenham - Petersham	2016	1	F	22187
Marrickville - Sydenham - Petersham	2016	1	M	21454
Sydney Inner City	2006	0		68414
Sydney Inner City	2006	1	F	44181
Sydney Inner City	2006	1	M	48276
Sydney Inner City	2011	0		65062
Sydney Inner City	2011	1	F	51724
Sydney Inner City	2011	1	M	57787
Sydney Inner City	2016	0		93049
Sydney Inner City	2016	1	F	57422
Sydney Inner City	2016	1	M	63778
Eastern Suburbs - North	2006	0		30871
Eastern Suburbs - North	2006	1	F	44913
Eastern Suburbs - North	2006	1	M	39832
Eastern Suburbs - North	2011	0		29996
Eastern Suburbs - North	2011	1	F	47441
Eastern Suburbs - North	2011	1	M	43122
Eastern Suburbs - North	2016	0		31996
Eastern Suburbs - North	2016	1	F	49323
Eastern Suburbs - North	2016	1	M	45063
Eastern Suburbs - South	2006	0		29533
Eastern Suburbs - South	2006	1	F	46735
Eastern Suburbs - South	2006	1	M	43614
Eastern Suburbs - South	2011	0		33435
Eastern Suburbs - South	2011	1	F	49704
Eastern Suburbs - South	2011	1	M	45849
Eastern Suburbs - South	2016	0		41097
Eastern Suburbs - South	2016	1	F	51711
Eastern Suburbs - South	2016	1	M	47846
Bankstown	2006	0		19898
Bankstown	2006	1	F	64917
Bankstown	2006	1	M	62659
Bankstown	2011	0		22529
Bankstown	2011	1	F	69440
Bankstown	2011	1	M	67104
Bankstown	2016	0		27975
Bankstown	2016	1	F	72779
Bankstown	2016	1	M	70675
Canterbury	2006	0		24840
Canterbury	2006	1	F	46785
Canterbury	2006	1	M	45900
Canterbury	2011	0		28250
Canterbury	2011	1	F	48650
Canterbury	2011	1	M	48527
Canterbury	2016	0		34299
Canterbury	2016	1	F	50357
Canterbury	2016	1	M	50414
Hurstville	2006	0		17983
Hurstville	2006	1	F	47617
Hurstville	2006	1	M	44702
Hurstville	2011	0		21244
Hurstville	2011	1	F	49160
Hurstville	2011	1	M	46198
Hurstville	2016	0		30753
Hurstville	2016	1	F	49356
Hurstville	2016	1	M	47084
Kogarah - Rockdale	2006	0		23080
Kogarah - Rockdale	2006	1	F	47637
Kogarah - Rockdale	2006	1	M	44975
Kogarah - Rockdale	2011	0		25174
Kogarah - Rockdale	2011	1	F	49648
Kogarah - Rockdale	2011	1	M	47676
Kogarah - Rockdale	2016	0		36222
Kogarah - Rockdale	2016	1	F	51535
Kogarah - Rockdale	2016	1	M	49966
Canada Bay	2006	0		10556
Canada Bay	2006	1	F	28193
Canada Bay	2006	1	M	25778
Canada Bay	2011	0		13919
Canada Bay	2011	1	F	31243
Canada Bay	2011	1	M	28993
Canada Bay	2016	0		19926
Canada Bay	2016	1	F	33938
Canada Bay	2016	1	M	31492
Leichhardt	2006	0		9496
Leichhardt	2006	1	F	20749
Leichhardt	2006	1	M	18532
Leichhardt	2011	0		9086
Leichhardt	2011	1	F	22923
Leichhardt	2011	1	M	20189
Leichhardt	2016	0		10581
Leichhardt	2016	1	F	23875
Leichhardt	2016	1	M	21610
Strathfield - Burwood - Ashfield	2006	0		32164
Strathfield - Burwood - Ashfield	2006	1	F	50587
Strathfield - Burwood - Ashfield	2006	1	M	47050
Strathfield - Burwood - Ashfield	2011	0		35223
Strathfield - Burwood - Ashfield	2011	1	F	52775
Strathfield - Burwood - Ashfield	2011	1	M	49207
Strathfield - Burwood - Ashfield	2016	0		46197
Strathfield - Burwood - Ashfield	2016	1	F	54282
Strathfield - Burwood - Ashfield	2016	1	M	51394
Chatswood - Lane Cove	2006	0		19504
Chatswood - Lane Cove	2006	1	F	38719
Chatswood - Lane Cove	2006	1	M	36437
Chatswood - Lane Cove	2011	0		20644
Chatswood - Lane Cove	2011	1	F	40899
Chatswood - Lane Cove	2011	1	M	38657
Chatswood - Lane Cove	2016	0		27312
Chatswood - Lane Cove	2016	1	F	43285
Chatswood - Lane Cove	2016	1	M	41648
Hornsby	2006	0		10406
Hornsby	2006	1	F	31923
Hornsby	2006	1	M	30597
Hornsby	2011	0		11812
Hornsby	2011	1	F	32843
Hornsby	2011	1	M	31880
Hornsby	2016	0		14761
Hornsby	2016	1	F	33305
Hornsby	2016	1	M	32537
Ku-ring-gai	2006	0		12903
Ku-ring-gai	2006	1	F	46122
Ku-ring-gai	2006	1	M	42514
Ku-ring-gai	2011	0		15542
Ku-ring-gai	2011	1	F	49011
Ku-ring-gai	2011	1	M	45026
Ku-ring-gai	2016	0		19679
Ku-ring-gai	2016	1	F	50959
Ku-ring-gai	2016	1	M	47733
North Sydney - Mosman	2006	0		20423
North Sydney - Mosman	2006	1	F	33697
North Sydney - Mosman	2006	1	M	29286
North Sydney - Mosman	2011	0		21263
North Sydney - Mosman	2011	1	F	35693
North Sydney - Mosman	2011	1	M	31398
North Sydney - Mosman	2016	0		22342
North Sydney - Mosman	2016	1	F	38160
North Sydney - Mosman	2016	1	M	33637
Manly	2006	0		8750
Manly	2006	1	F	14680
Manly	2006	1	M	13684
Manly	2011	0		8960
Manly	2011	1	F	15880
Manly	2011	1	M	14908
Manly	2016	0		9340
Manly	2016	1	F	16748
Manly	2016	1	M	15800
Pittwater	2006	0		7197
Pittwater	2006	1	F	23988
Pittwater	2006	1	M	22973
Pittwater	2011	0		6754
Pittwater	2011	1	F	25829
Pittwater	2011	1	M	24571
Pittwater	2016	0		7375
Pittwater	2016	1	F	27143
Pittwater	2016	1	M	25920
Warringah	2006	0		19508
Warringah	2006	1	F	58457
Warringah	2006	1	M	55872
Warringah	2011	0		20565
Warringah	2011	1	F	61252
Warringah	2011	1	M	58922
Warringah	2016	0		24627
Warringah	2016	1	F	64118
Warringah	2016	1	M	61798
Camden	2006	0		3968
Camden	2006	1	F	20807
Camden	2006	1	M	19711
Camden	2011	0		4330
Camden	2011	1	F	24610
Camden	2011	1	M	23295
Camden	2016	0		5655
Camden	2016	1	F	29226
Camden	2016	1	M	27629
Campbelltown (NSW)	2006	0		20329
Campbelltown (NSW)	2006	1	F	63060
Campbelltown (NSW)	2006	1	M	61032
Campbelltown (NSW)	2011	0		21217
Campbelltown (NSW)	2011	1	F	64130
Campbelltown (NSW)	2011	1	M	61821
Campbelltown (NSW)	2016	0		26257
Campbelltown (NSW)	2016	1	F	66906
Campbelltown (NSW)	2016	1	M	65238
Wollondilly	2006	0		3289
Wollondilly	2006	1	F	15674
Wollondilly	2006	1	M	15794
Wollondilly	2011	0		3243
Wollondilly	2011	1	F	16592
Wollondilly	2011	1	M	16566
Wollondilly	2016	0		3752
Wollondilly	2016	1	F	18733
Wollondilly	2016	1	M	18667
Blue Mountains	2006	0		7196
Blue Mountains	2006	1	F	34412
Blue Mountains	2006	1	M	32240
Blue Mountains	2011	0		7680
Blue Mountains	2011	1	F	35239
Blue Mountains	2011	1	M	32780
Blue Mountains	2016	0		7548
Blue Mountains	2016	1	F	35800
Blue Mountains	2016	1	M	33346
Blue Mountains - South	2006	0		0
Blue Mountains - South	2006	1	F	0
Blue Mountains - South	2006	1	M	0
Blue Mountains - South	2011	0		5
Blue Mountains - South	2011	1	F	3
Blue Mountains - South	2011	1	M	0
Blue Mountains - South	2016	0		0
Blue Mountains - South	2016	1	F	0
Blue Mountains - South	2016	1	M	3
Penrith	2006	0		13321
Penrith	2006	1	F	53767
Penrith	2006	1	M	52065
Penrith	2011	0		13686
Penrith	2011	1	F	56531
Penrith	2011	1	M	54456
Penrith	2016	0		17152
Penrith	2016	1	F	62336
Penrith	2016	1	M	60204
Richmond - Windsor	2006	0		4455
Richmond - Windsor	2006	1	F	15700
Richmond - Windsor	2006	1	M	15034
Richmond - Windsor	2011	0		4053
Richmond - Windsor	2011	1	F	16122
Richmond - Windsor	2011	1	M	15576
Richmond - Windsor	2016	0		4828
Richmond - Windsor	2016	1	F	16209
Richmond - Windsor	2016	1	M	15510
St Marys	2006	0		6742
St Marys	2006	1	F	22242
St Marys	2006	1	M	21830
St Marys	2011	0		6720
St Marys	2011	1	F	22948
St Marys	2011	1	M	22398
St Marys	2016	0		8463
St Marys	2016	1	F	22963
St Marys	2016	1	M	22567
Auburn	2006	0		19942
Auburn	2006	1	F	23048
Auburn	2006	1	M	23126
Auburn	2011	0		22599
Auburn	2011	1	F	25653
Auburn	2011	1	M	26167
Auburn	2016	0		33447
Auburn	2016	1	F	27864
Auburn	2016	1	M	28359
Carlingford	2006	0		7901
Carlingford	2006	1	F	24349
Carlingford	2006	1	M	23421
Carlingford	2011	0		9664
Carlingford	2011	1	F	25209
Carlingford	2011	1	M	24725
Carlingford	2016	0		13774
Carlingford	2016	1	F	26623
Carlingford	2016	1	M	26173
Merrylands - Guildford	2006	0		20753
Merrylands - Guildford	2006	1	F	52170
Merrylands - Guildford	2006	1	M	50665
Merrylands - Guildford	2011	0		23597
Merrylands - Guildford	2011	1	F	56821
Merrylands - Guildford	2011	1	M	55498
Merrylands - Guildford	2016	0		32197
Merrylands - Guildford	2016	1	F	60116
Merrylands - Guildford	2016	1	M	58949
Parramatta	2006	0		27161
Parramatta	2006	1	F	42252
Parramatta	2006	1	M	41002
Parramatta	2011	0		33621
Parramatta	2011	1	F	45692
Parramatta	2011	1	M	45463
Parramatta	2016	0		45690
Parramatta	2016	1	F	47599
