SA3_NAME16	Year	Sex	adults
Far North	2016	M	12931
Fleurieu - Kangaroo Island	2006	F	17558
Fleurieu - Kangaroo Island	2006	M	16669
Fleurieu - Kangaroo Island	2011	F	20217
Fleurieu - Kangaroo Island	2011	M	18849
Fleurieu - Kangaroo Island	2016	F	22249
Fleurieu - Kangaroo Island	2016	M	20693
Forest Lake - Oxley	2006	F	22412
Forest Lake - Oxley	2006	M	21761
Forest Lake - Oxley	2011	F	24809
Forest Lake - Oxley	2011	M	24725
Forest Lake - Oxley	2016	F	28383
Forest Lake - Oxley	2016	M	28583
Frankston	2006	F	48553
Frankston	2006	M	45167
Frankston	2011	F	52776
Frankston	2011	M	49374
Frankston	2016	F	56640
Frankston	2016	M	52481
Fremantle	2006	F	13629
Fremantle	2006	M	13161
Fremantle	2011	F	14623
Fremantle	2011	M	13758
Fremantle	2016	F	16149
Fremantle	2016	M	14967
Gascoyne	2006	F	3274
Gascoyne	2006	M	3613
Gascoyne	2011	F	3470
Gascoyne	2011	M	3822
Gascoyne	2016	F	3599
Gascoyne	2016	M	3956
Gawler - Two Wells	2006	F	11481
Gawler - Two Wells	2006	M	10729
Gawler - Two Wells	2011	F	13007
Gawler - Two Wells	2011	M	12258
Gawler - Two Wells	2016	F	14408
Gawler - Two Wells	2016	M	13624
Geelong	2006	F	68620
Geelong	2006	M	63186
Geelong	2011	F	73516
Geelong	2011	M	67888
Geelong	2016	F	80424
Geelong	2016	M	74047
Gippsland - East	2006	F	16854
Gippsland - East	2006	M	15944
Gippsland - East	2011	F	17905
Gippsland - East	2011	M	17113
Gippsland - East	2016	F	19441
Gippsland - East	2016	M	18563
Gippsland - South West	2006	F	21975
Gippsland - South West	2006	M	20716
Gippsland - South West	2011	F	23966
Gippsland - South West	2011	M	22830
Gippsland - South West	2016	F	26482
Gippsland - South West	2016	M	24695
Gladstone	2006	F	18708
Gladstone	2006	M	19896
Gladstone	2011	F	21319
Gladstone	2011	M	23359
Gladstone	2016	F	23122
Gladstone	2016	M	24577
Glen Eira	2006	F	56118
Glen Eira	2006	M	51552
Glen Eira	2011	F	58808
Glen Eira	2011	M	54350
Glen Eira	2016	F	63440
Glen Eira	2016	M	57910
Glenelg - Southern Grampians	2006	F	14804
Glenelg - Southern Grampians	2006	M	14298
Glenelg - Southern Grampians	2011	F	14918
Glenelg - Southern Grampians	2011	M	14370
Glenelg - Southern Grampians	2016	F	15122
Glenelg - Southern Grampians	2016	M	14495
Gold Coast - North	2006	F	24623
Gold Coast - North	2006	M	22419
Gold Coast - North	2011	F	26534
Gold Coast - North	2011	M	23911
Gold Coast - North	2016	F	29995
Gold Coast - North	2016	M	26437
Gold Coast Hinterland	2006	F	6476
Gold Coast Hinterland	2006	M	6393
Gold Coast Hinterland	2011	F	7013
Gold Coast Hinterland	2011	M	6750
Gold Coast Hinterland	2016	F	7759
Gold Coast Hinterland	2016	M	7420
Goldfields	2006	F	12963
Goldfields	2006	M	14800
Goldfields	2011	F	14552
Goldfields	2011	M	17698
Goldfields	2016	F	14018
Goldfields	2016	M	16399
Gosford	2006	F	66875
Gosford	2006	M	60861
Gosford	2011	F	69451
Gosford	2011	M	63165
Gosford	2016	F	72463
Gosford	2016	M	66342
Gosnells	2006	F	35898
Gosnells	2006	M	35486
Gosnells	2011	F	41987
Gosnells	2011	M	41992
Gosnells	2016	F	46151
Gosnells	2016	M	47265
Goulburn - Mulwaree	2006	F	12811
Goulburn - Mulwaree	2006	M	12921
Goulburn - Mulwaree	2011	F	13452
Goulburn - Mulwaree	2011	M	13384
Goulburn - Mulwaree	2016	F	14515
Goulburn - Mulwaree	2016	M	14637
Grampians	2006	F	24209
Grampians	2006	M	23595
Grampians	2011	F	24449
Grampians	2011	M	23948
Grampians	2016	F	24638
Grampians	2016	M	24363
Granite Belt	2006	F	14568
Granite Belt	2006	M	13777
Granite Belt	2011	F	15778
Granite Belt	2011	M	14771
Granite Belt	2016	F	16656
Granite Belt	2016	M	15904
Great Lakes	2006	F	12305
Great Lakes	2006	M	11670
Great Lakes	2011	F	13030
Great Lakes	2011	M	12144
Great Lakes	2016	F	13829
Great Lakes	2016	M	13007
Griffith - Murrumbidgee (West)	2006	F	17933
Griffith - Murrumbidgee (West)	2006	M	18058
Griffith - Murrumbidgee (West)	2011	F	18151
Griffith - Murrumbidgee (West)	2011	M	17944
Griffith - Murrumbidgee (West)	2016	F	19129
Griffith - Murrumbidgee (West)	2016	M	19073
Gungahlin	2006	F	12187
Gungahlin	2006	M	11359
Gungahlin	2011	F	18292
Gungahlin	2011	M	17365
Gungahlin	2016	F	27619
Gungahlin	2016	M	26346
Gympie - Cooloola	2006	F	16668
Gympie - Cooloola	2006	M	16201
Gympie - Cooloola	2011	F	18412
Gympie - Cooloola	2011	M	17905
Gympie - Cooloola	2016	F	20585
Gympie - Cooloola	2016	M	19843
Hawkesbury	2006	F	8932
Hawkesbury	2006	M	9102
Hawkesbury	2011	F	9363
Hawkesbury	2011	M	9620
Hawkesbury	2016	F	9817
Hawkesbury	2016	M	9893
Heathcote - Castlemaine - Kyneton	2006	F	16490
Heathcote - Castlemaine - Kyneton	2006	M	15980
Heathcote - Castlemaine - Kyneton	2011	F	18103
Heathcote - Castlemaine - Kyneton	2011	M	17449
Heathcote - Castlemaine - Kyneton	2016	F	19827
Heathcote - Castlemaine - Kyneton	2016	M	19247
Hervey Bay	2006	F	19153
Hervey Bay	2006	M	17605
Hervey Bay	2011	F	22578
Hervey Bay	2011	M	20127
Hervey Bay	2016	F	24836
Hervey Bay	2016	M	22252
Hobart - North East	2006	F	19971
Hobart - North East	2006	M	18273
Hobart - North East	2011	F	20932
Hobart - North East	2011	M	19405
Hobart - North East	2016	F	22485
Hobart - North East	2016	M	20632
Hobart - North West	2006	F	21296
Hobart - North West	2006	M	18987
Hobart - North West	2011	F	21742
Hobart - North West	2011	M	19763
Hobart - North West	2016	F	22632
Hobart - North West	2016	M	20790
Hobart - South and West	2006	F	11698
Hobart - South and West	2006	M	10524
Hobart - South and West	2011	F	12937
Hobart - South and West	2011	M	11603
Hobart - South and West	2016	F	13855
Hobart - South and West	2016	M	12319
Hobart Inner	2006	F	21089
Hobart Inner	2006	M	19548
Hobart Inner	2011	F	21543
