SA3_NAME16	Year	Sex	adults
Rockhampton	2006	M	39322
Rockhampton	2011	F	43579
Rockhampton	2011	M	42916
Rockhampton	2016	F	46665
Rockhampton	2016	M	45908
Rockingham	2006	F	32790
Rockingham	2006	M	31988
Rockingham	2011	F	40667
Rockingham	2011	M	39764
Rockingham	2016	F	49377
Rockingham	2016	M	47819
Rocklea - Acacia Ridge	2006	F	17551
Rocklea - Acacia Ridge	2006	M	16952
Rocklea - Acacia Ridge	2011	F	21501
Rocklea - Acacia Ridge	2011	M	20722
Rocklea - Acacia Ridge	2016	F	23984
Rocklea - Acacia Ridge	2016	M	22942
Rouse Hill - McGraths Hill	2006	F	9372
Rouse Hill - McGraths Hill	2006	M	9324
Rouse Hill - McGraths Hill	2011	F	10035
Rouse Hill - McGraths Hill	2011	M	10056
Rouse Hill - McGraths Hill	2016	F	12665
Rouse Hill - McGraths Hill	2016	M	12397
Ryde - Hunters Hill	2006	F	49534
Ryde - Hunters Hill	2006	M	45155
Ryde - Hunters Hill	2011	F	51877
Ryde - Hunters Hill	2011	M	47801
Ryde - Hunters Hill	2016	F	58272
Ryde - Hunters Hill	2016	M	54025
Salisbury	2006	F	46991
Salisbury	2006	M	45526
Salisbury	2011	F	51703
Salisbury	2011	M	50590
Salisbury	2016	F	55427
Salisbury	2016	M	54219
Sandgate	2006	F	20623
Sandgate	2006	M	18579
Sandgate	2011	F	22424
Sandgate	2011	M	20462
Sandgate	2016	F	24614
Sandgate	2016	M	22433
Serpentine - Jarrahdale	2006	F	4897
Serpentine - Jarrahdale	2006	M	5137
Serpentine - Jarrahdale	2011	F	6743
Serpentine - Jarrahdale	2011	M	6881
Serpentine - Jarrahdale	2016	F	10146
Serpentine - Jarrahdale	2016	M	10321
Shepparton	2006	F	22735
Shepparton	2006	M	21686
Shepparton	2011	F	24198
Shepparton	2011	M	23138
Shepparton	2016	F	25950
Shepparton	2016	M	25047
Sherwood - Indooroopilly	2006	F	20318
Sherwood - Indooroopilly	2006	M	18508
Sherwood - Indooroopilly	2011	F	20914
Sherwood - Indooroopilly	2011	M	19652
Sherwood - Indooroopilly	2016	F	22622
Sherwood - Indooroopilly	2016	M	20936
Shoalhaven	2006	F	36610
Shoalhaven	2006	M	34754
Shoalhaven	2011	F	38983
Shoalhaven	2011	M	37283
Shoalhaven	2016	F	42365
Shoalhaven	2016	M	40832
Snowy Mountains	2006	F	7191
Snowy Mountains	2006	M	7600
Snowy Mountains	2011	F	7460
Snowy Mountains	2011	M	7831
Snowy Mountains	2016	F	7808
Snowy Mountains	2016	M	8303
Sorell - Dodges Ferry	2006	F	5566
Sorell - Dodges Ferry	2006	M	5354
Sorell - Dodges Ferry	2011	F	6058
Sorell - Dodges Ferry	2011	M	5871
Sorell - Dodges Ferry	2016	F	6705
Sorell - Dodges Ferry	2016	M	6414
South Canberra	2006	F	10083
South Canberra	2006	M	9506
South Canberra	2011	F	10618
South Canberra	2011	M	9995
South Canberra	2016	F	11980
South Canberra	2016	M	11087
South Coast	2006	F	27611
South Coast	2006	M	26300
South Coast	2011	F	28907
South Coast	2011	M	27457
South Coast	2016	F	30883
South Coast	2016	M	29142
South East Coast	2006	F	2638
South East Coast	2006	M	2727
South East Coast	2011	F	2715
South East Coast	2011	M	2824
South East Coast	2016	F	2875
South East Coast	2016	M	3003
South Perth	2006	F	17039
South Perth	2006	M	15944
South Perth	2011	F	17983
South Perth	2011	M	16964
South Perth	2016	F	18567
South Perth	2016	M	17364
Southern Highlands	2006	F	17660
Southern Highlands	2006	M	15847
Southern Highlands	2011	F	18855
Southern Highlands	2011	M	16954
Southern Highlands	2016	F	20859
Southern Highlands	2016	M	18602
Southport	2006	F	21391
Southport	2006	M	19965
Southport	2011	F	23793
Southport	2011	M	22069
Southport	2016	F	25995
Southport	2016	M	24228
Springfield - Redbank	2006	F	17929
Springfield - Redbank	2006	M	17731
Springfield - Redbank	2011	F	24664
Springfield - Redbank	2011	M	23914
Springfield - Redbank	2016	F	31454
Springfield - Redbank	2016	M	30070
Springwood - Kingston	2006	F	28428
Springwood - Kingston	2006	M	27076
Springwood - Kingston	2011	F	29719
Springwood - Kingston	2011	M	28735
Springwood - Kingston	2016	F	30446
Springwood - Kingston	2016	M	29591
St Marys	2006	F	19692
St Marys	2006	M	19225
St Marys	2011	F	20681
St Marys	2011	M	20189
St Marys	2016	F	21807
St Marys	2016	M	21060
Stirling	2006	F	69334
Stirling	2006	M	64008
Stirling	2011	F	75816
Stirling	2011	M	72003
Stirling	2016	F	82410
Stirling	2016	M	77186
Stonnington - East	2006	F	16534
Stonnington - East	2006	M	14699
Stonnington - East	2011	F	17127
Stonnington - East	2011	M	15356
Stonnington - East	2016	F	18090
Stonnington - East	2016	M	16198
Stonnington - West	2006	F	24248
Stonnington - West	2006	M	22426
Stonnington - West	2011	F	25248
Stonnington - West	2011	M	23241
Stonnington - West	2016	F	29970
Stonnington - West	2016	M	26720
Strathfield - Burwood - Ashfield	2006	F	56047
Strathfield - Burwood - Ashfield	2006	M	52771
Strathfield - Burwood - Ashfield	2011	F	59591
Strathfield - Burwood - Ashfield	2011	M	56282
Strathfield - Burwood - Ashfield	2016	F	66443
Strathfield - Burwood - Ashfield	2016	M	63568
Strathpine	2006	F	13732
Strathpine	2006	M	13081
Strathpine	2011	F	14273
Strathpine	2011	M	13597
Strathpine	2016	F	15143
Strathpine	2016	M	14364
Sunbury	2006	F	13580
Sunbury	2006	M	12596
Sunbury	2011	F	15106
Sunbury	2011	M	14024
Sunbury	2016	F	16382
Sunbury	2016	M	15228
Sunnybank	2006	F	17843
Sunnybank	2006	M	17047
Sunnybank	2011	F	19164
Sunnybank	2011	M	18691
Sunnybank	2016	F	20512
Sunnybank	2016	M	20410
Sunshine Coast Hinterland	2006	F	16509
Sunshine Coast Hinterland	2006	M	15798
Sunshine Coast Hinterland	2011	F	19019
Sunshine Coast Hinterland	2011	M	18007
Sunshine Coast Hinterland	2016	F	20870
Sunshine Coast Hinterland	2016	M	19783
Surf Coast - Bellarine Peninsula	2006	F	22579
Surf Coast - Bellarine Peninsula	2006	M	20811
Surf Coast - Bellarine Peninsula	2011	F	25491
Surf Coast - Bellarine Peninsula	2011	M	23404
Surf Coast - Bellarine Peninsula	2016	F	30206
Surf Coast - Bellarine Peninsula	2016	M	27685
Surfers Paradise	2006	F	14291
Surfers Paradise	2006	M	15057
Surfers Paradise	2011	F	15362
Surfers Paradise	2011	M	15854
Surfers Paradise	2016	F	18121
Surfers Paradise	2016	M	18002
Sutherland - Menai - Heathcote	2006	F	42063
Sutherland - Menai - Heathcote	2006	M	39908
Sutherland - Menai - Heathcote	2011	F	43341
Sutherland - Menai - Heathcote	2011	M	41022
Sutherland - Menai - Heathcote	2016	F	44492
Sutherland - Menai - Heathcote	2016	M	41815
Swan	2006	F	34214
Swan	2006	M	32793
Swan	2011	F	40562
Swan	2011	M	39143
Swan	2016	F	51183
Swan	2016	M	49328
Sydney Inner City	2006	F	69725
Sydney Inner City	2006	M	79457
Sydney Inner City	2011	F	76326
Sydney Inner City	2011	M	85625
Sydney Inner City	2016	F	96078
Sydney Inner City	2016	M	103497
Tablelands (East) - Kuranda	2006	F	14164
Tablelands (East) - Kuranda	2006	M	13721
Tablelands (East) - Kuranda	2011	F	15521
Tablelands (East) - Kuranda	2011	M	14895
Tablelands (East) - Kuranda	2016	F	16823
Tablelands (East) - Kuranda	2016	M	16058
Tamworth - Gunnedah	2006	F	29942
Tamworth - Gunnedah	2006	M	28098
Tamworth - Gunnedah	2011	F	31287
Tamworth - Gunnedah	2011	M	29465
Tamworth - Gunnedah	2016	F	33095
Tamworth - Gunnedah	2016	M	31138
Taree - Gloucester	2006	F	20610
Taree - Gloucester	2006	M	19389
Taree - Gloucester	2011	F	21708
Taree - Gloucester	2011	M	20215
Taree - Gloucester	2016	F	23256
Taree - Gloucester	2016	M	21629
Tea Tree Gully	2006	F	38320
Tea Tree Gully	2006	M	36060
Tea Tree Gully	2011	F	38650
Tea Tree Gully	2011	M	36394
Tea Tree Gully	2016	F	39896
Tea Tree Gully	2016	M	37299
The Gap - Enoggera	2006	F	18455
The Gap - Enoggera	2006	M	16831
The Gap - Enoggera	2011	F	19455
The Gap - Enoggera	2011	M	18295
The Gap - Enoggera	2016	F	20588
The Gap - Enoggera	2016	M	19028
The Hills District	2006	F	27806
The Hills District	2006	M	26835
The Hills District	2011	F	31329
The Hills District	2011	M	30365
The Hills District	2016	F	34202
The Hills District	2016	M	32887
Toowoomba	2006	F	53089
Toowoomba	2006	M	48526
Toowoomba	2011	F	57573
Toowoomba	2011	M	52512
Toowoomba	2016	F	62290
Toowoomba	2016	M	56950
Townsville	2006	F	60626
Townsville	2006	M	60485
Townsville	2011	F	69321
Townsville	2011	M	68372
Townsville	2016	F	75059
Townsville	2016	M	74029
Tuggeranong	2006	F	34465
Tuggeranong	2006	M	32891
Tuggeranong	2011	F	35422
Tuggeranong	2011	M	33672
Tuggeranong	2016	F	35420
Tuggeranong	2016	M	33044
Tullamarine - Broadmeadows	2006	F	44146
Tullamarine - Broadmeadows	2006	M	42842
Tullamarine - Broadmeadows	2011	F	51503
Tullamarine - Broadmeadows	2011	M	50371
Tullamarine - Broadmeadows	2016	F	62383
Tullamarine - Broadmeadows	2016	M	61385
Tumut - Tumbarumba	2006	F	5623
Tumut - Tumbarumba	2006	M	5845
Tumut - Tumbarumba	2011	F	5627
Tumut - Tumbarumba	2011	M	5848
Tumut - Tumbarumba	2016	F	5835
Tumut - Tumbarumba	2016	M	5975
Tweed Valley	2006	F	33568
Tweed Valley	2006	M	31125
Tweed Valley	2011	F	36602
Tweed Valley	2011	M	33348
Tweed Valley	2016	F	39821
Tweed Valley	2016	M	36239
Unley	2006	F	16402
Unley	2006	M	13916
Unley	2011	F	16541
Unley	2011	M	14374
Unley	2016	F	16988
Unley	2016	M	14740
Upper Goulburn Valley	2006	F	18728
Upper Goulburn Valley	2006	M	18677
Upper Goulburn Valley	2011	F	20483
Upper Goulburn Valley	2011	M	20323
Upper Goulburn Valley	2016	F	22401
Upper Goulburn Valley	2016	M	22268
Upper Hunter	2006	F	10745
Upper Hunter	2006	M	11144
Upper Hunter	2011	F	11324
Upper Hunter	2011	M	11715
Upper Hunter	2016	F	11784
Upper Hunter	2016	M	11875
Upper Murray exc. Albury	2006	F	16305
Upper Murray exc. Albury	2006	M	16263
Upper Murray exc. Albury	2011	F	16548
Upper Murray exc. Albury	2011	M	16531
Upper Murray exc. Albury	2016	F	17523
Upper Murray exc. Albury	2016	M	17186
Urriarra - Namadgi	2006	F	125
Urriarra - Namadgi	2006	M	152
Urriarra - Namadgi	2011	F	175
Urriarra - Namadgi	2011	M	195
Urriarra - Namadgi	2016	F	240
Urriarra - Namadgi	2016	M	225
Wagga Wagga	2006	F	34608
Wagga Wagga	2006	M	33283
Wagga Wagga	2011	F	35872
Wagga Wagga	2011	M	34732
Wagga Wagga	2016	F	38061
Wagga Wagga	2016	M	36761
Wangaratta - Benalla	2006	F	18088
Wangaratta - Benalla	2006	M	16767
Wangaratta - Benalla	2011	F	18733
Wangaratta - Benalla	2011	M	17331
Wangaratta - Benalla	2016	F	19916
Wangaratta - Benalla	2016	M	18246
Wanneroo	2006	F	42466
Wanneroo	2006	M	40721
Wanneroo	2011	F	58753
Wanneroo	2011	M	56222
Wanneroo	2016	F	74026
Wanneroo	2016	M	70746
Warringah	2006	F	55915
Warringah	2006	M	52386
Warringah	2011	F	57989
Warringah	2011	M	54456
Warringah	2016	F	62340
Warringah	2016	M	57986
Warrnambool	2006	F	18725
Warrnambool	2006	M	17336
Warrnambool	2011	F	19736
Warrnambool	2011	M	18455
Warrnambool	2016	F	21086
Warrnambool	2016	M	19546
Wellington	2006	F	15916
Wellington	2006	M	16034
Wellington	2011	F	16724
Wellington	2011	M	16749
Wellington	2016	F	17551
Wellington	2016	M	17703
West Coast	2006	F	6862
West Coast	2006	M	7276
West Coast	2011	F	6897
West Coast	2011	M	7304
West Coast	2016	F	6808
West Coast	2016	M	7158
West Pilbara	2006	F	7372
West Pilbara	2006	M	9178
West Pilbara	2011	F	9579
West Pilbara	2011	M	16843
West Pilbara	2016	F	9796
West Pilbara	2016	M	17686
West Torrens	2006	F	24045
West Torrens	2006	M	22795
West Torrens	2011	F	25394
West Torrens	2011	M	23973
West Torrens	2016	F	26932
West Torrens	2016	M	25278
Weston Creek	2006	F	9447
Weston Creek	2006	M	8687
Weston Creek	2011	F	9598
Weston Creek	2011	M	8789
Weston Creek	2016	F	9670
Weston Creek	2016	M	8688
Wheat Belt - North	2006	F	19242
Wheat Belt - North	2006	M	20198
Wheat Belt - North	2011	F	20592
Wheat Belt - North	2011	M	21768
Wheat Belt - North	2016	F	21956
Wheat Belt - North	2016	M	23864
Wheat Belt - South	2006	F	7541
Wheat Belt - South	2006	M	7886
Wheat Belt - South	2011	F	7697
Wheat Belt - South	2011	M	8676
Wheat Belt - South	2016	F	7918
Wheat Belt - South	2016	M	8338
Whitehorse - East	2006	F	23933
Whitehorse - East	2006	M	21711
Whitehorse - East	2011	F	24434
Whitehorse - East	2011	M	22290
Whitehorse - East	2016	F	26065
Whitehorse - East	2016	M	23756
Whitehorse - West	2006	F	39652
Whitehorse - West	2006	M	34712
Whitehorse - West	2011	F	41629
Whitehorse - West	2011	M	37392
Whitehorse - West	2016	F	44905
Whitehorse - West	2016	M	40698
Whitsunday	2006	F	6547
Whitsunday	2006	M	7442
Whitsunday	2011	F	7170
Whitsunday	2011	M	7928
Whitsunday	2016	F	8409
Whitsunday	2016	M	8987
Whittlesea - Wallan	2006	F	53719
Whittlesea - Wallan	2006	M	52004
Whittlesea - Wallan	2011	F	66968
Whittlesea - Wallan	2011	M	64726
Whittlesea - Wallan	2016	F	85736
Whittlesea - Wallan	2016	M	81963
Woden Valley	2006	F	13809
Woden Valley	2006	M	12810
Woden Valley	2011	F	14192
Woden Valley	2011	M	13166
Woden Valley	2016	F	14882
Woden Valley	2016	M	13731
Wodonga - Alpine	2006	F	25163
Wodonga - Alpine	2006	M	24289
Wodonga - Alpine	2011	F	26438
Wodonga - Alpine	2011	M	25697
Wodonga - Alpine	2016	F	29056
Wodonga - Alpine	2016	M	27897
Wollondilly	2006	F	13311
Wollondilly	2006	M	13106
Wollondilly	2011	F	14224
Wollondilly	2011	M	13918
Wollondilly	2016	F	16349
Wollondilly	2016	M	15828
Wollongong	2006	F	47173
Wollongong	2006	M	45398
Wollongong	2011	F	50296
Wollongong	2011	M	48751
Wollongong	2016	F	53923
Wollongong	2016	M	52214
Wyndham	2006	F	44992
Wyndham	2006	M	43970
Wyndham	2011	F	64118
Wyndham	2011	M	62832
Wyndham	2016	F	84206
Wyndham	2016	M	83092
Wynnum - Manly	2006	F	23741
Wynnum - Manly	2006	M	21801
Wynnum - Manly	2011	F	26526
Wynnum - Manly	2011	M	24684
Wynnum - Manly	2016	F	28262
Wynnum - Manly	2016	M	26181
Wyong	2006	F	57420
Wyong	2006	M	51924
Wyong	2011	F	62328
Wyong	2011	M	56536
Wyong	2016	F	67240
Wyong	2016	M	61265
Yarra	2006	F	31778
Yarra	2006	M	30496
Yarra	2011	F	33933
Yarra	2011	M	32008
Yarra	2016	F	40154
Yarra	2016	M	37514
Yarra Ranges	2006	F	55883
Yarra Ranges	2006	M	53937
Yarra Ranges	2011	F	58690
Yarra Ranges	2011	M	56368
Yarra Ranges	2016	F	61594
Yarra Ranges	2016	M	58867
Yorke Peninsula	2006	F	9433
Yorke Peninsula	2006	M	9287
Yorke Peninsula	2011	F	10128
Yorke Peninsula	2011	M	9961
Yorke Peninsula	2016	F	10723
Yorke Peninsula	2016	M	10751
Young - Yass	2006	F	12742
Young - Yass	2006	M	12347
Young - Yass	2011	F	13766
Young - Yass	2011	M	13257
Young - Yass	2016	F	14735
Young - Yass	2016	M	13956
