SA3_NAME16	Year	unemployment
Penrith	2016	5.3
Richmond - Windsor	2006	4.8
Richmond - Windsor	2011	5.4
Richmond - Windsor	2016	5
St Marys	2006	6.5
St Marys	2011	6.5
St Marys	2016	6.9
Auburn	2006	9.1
Auburn	2011	8.6
Auburn	2016	9.6
Carlingford	2006	4.8
Carlingford	2011	5.5
Carlingford	2016	6.4
Merrylands - Guildford	2006	8.4
Merrylands - Guildford	2011	8.3
Merrylands - Guildford	2016	9.2
Parramatta	2006	6.1
Parramatta	2011	6.6
Parramatta	2016	7.6
Pennant Hills - Epping	2006	3.7
Pennant Hills - Epping	2011	5.3
Pennant Hills - Epping	2016	5.9
Ryde - Hunters Hill	2006	4.5
Ryde - Hunters Hill	2011	5.5
Ryde - Hunters Hill	2016	6.1
Bringelly - Green Valley	2006	7.1
Bringelly - Green Valley	2011	7.1
Bringelly - Green Valley	2016	6.8
Fairfield	2006	10.4
Fairfield	2011	9.5
Fairfield	2016	10.4
Liverpool	2006	7
Liverpool	2011	6.9
Liverpool	2016	7.5
Cronulla - Miranda - Caringbah	2006	3
Cronulla - Miranda - Caringbah	2011	3.6
Cronulla - Miranda - Caringbah	2016	3.6
Sutherland - Menai - Heathcote	2006	2.8
Sutherland - Menai - Heathcote	2011	3.5
Sutherland - Menai - Heathcote	2016	3.5
Migratory - Offshore - Shipping (NSW)	2006	0
Migratory - Offshore - Shipping (NSW)	2011	0
Migratory - Offshore - Shipping (NSW)	2016	3.1
No usual address (NSW)	2006	20.9
No usual address (NSW)	2011	22.6
No usual address (NSW)	2016	22
Ballarat	2006	6.4
Ballarat	2011	5.8
Ballarat	2016	7
Creswick - Daylesford - Ballan	2006	6.1
Creswick - Daylesford - Ballan	2011	5
Creswick - Daylesford - Ballan	2016	5.2
Maryborough - Pyrenees	2006	8.7
Maryborough - Pyrenees	2011	6.7
Maryborough - Pyrenees	2016	7.7
Bendigo	2006	6.6
Bendigo	2011	5.3
Bendigo	2016	6.6
Heathcote - Castlemaine - Kyneton	2006	5.9
Heathcote - Castlemaine - Kyneton	2011	4.5
Heathcote - Castlemaine - Kyneton	2016	5
Loddon - Elmore	2006	5.7
Loddon - Elmore	2011	5.5
Loddon - Elmore	2016	5
Barwon - West	2006	4.2
Barwon - West	2011	3.8
Barwon - West	2016	3.9
Geelong	2006	6.5
Geelong	2011	5.7
Geelong	2016	6.6
Surf Coast - Bellarine Peninsula	2006	4.5
Surf Coast - Bellarine Peninsula	2011	4.4
Surf Coast - Bellarine Peninsula	2016	4.7
Upper Goulburn Valley	2006	4.7
Upper Goulburn Valley	2011	4.7
Upper Goulburn Valley	2016	5
Wangaratta - Benalla	2006	4.8
Wangaratta - Benalla	2011	4.7
Wangaratta - Benalla	2016	4.8
Wodonga - Alpine	2006	4.7
Wodonga - Alpine	2011	5
Wodonga - Alpine	2016	5.2
Baw Baw	2006	4.9
Baw Baw	2011	4.9
Baw Baw	2016	5.5
Gippsland - East	2006	6.2
Gippsland - East	2011	5.5
Gippsland - East	2016	6.4
Gippsland - South West	2006	5
Gippsland - South West	2011	4.2
Gippsland - South West	2016	5.7
Latrobe Valley	2006	8.4
Latrobe Valley	2011	7.9
Latrobe Valley	2016	9.7
Wellington	2006	5.9
Wellington	2011	5.2
Wellington	2016	6.3
Brunswick - Coburg	2006	5.6
Brunswick - Coburg	2011	5.7
Brunswick - Coburg	2016	6.3
Darebin - South	2006	4.8
Darebin - South	2011	4.5
Darebin - South	2016	5.1
Essendon	2006	5.3
Essendon	2011	5
Essendon	2016	6
Melbourne City	2006	7.6
Melbourne City	2011	8.2
Melbourne City	2016	10.9
Port Phillip	2006	4.4
Port Phillip	2011	4.3
Port Phillip	2016	5.1
Stonnington - West	2006	4.1
Stonnington - West	2011	4.3
Stonnington - West	2016	4.9
Yarra	2006	5.1
Yarra	2011	4.7
Yarra	2016	5.2
Boroondara	2006	3.9
Boroondara	2011	4.5
Boroondara	2016	5.6
Manningham - West	2006	4.5
Manningham - West	2011	5
Manningham - West	2016	6.6
Whitehorse - West	2006	5
Whitehorse - West	2011	5.8
Whitehorse - West	2016	7.6
Bayside	2006	3.3
Bayside	2011	3.8
Bayside	2016	4.6
Glen Eira	2006	4.1
Glen Eira	2011	4.7
Glen Eira	2016	5.8
Kingston	2006	4.1
Kingston	2011	4.2
Kingston	2016	5
Stonnington - East	2006	4.1
Stonnington - East	2011	4.6
Stonnington - East	2016	5.8
Banyule	2006	4.2
Banyule	2011	4.4
Banyule	2016	5.5
Darebin - North	2006	7.7
Darebin - North	2011	7.3
Darebin - North	2016	8.5
Nillumbik - Kinglake	2006	3.1
Nillumbik - Kinglake	2011	3.6
Nillumbik - Kinglake	2016	4.3
Whittlesea - Wallan	2006	5.7
Whittlesea - Wallan	2011	5.5
Whittlesea - Wallan	2016	7.1
Keilor	2006	4.3
Keilor	2011	4.2
Keilor	2016	5.1
Macedon Ranges	2006	3.1
Macedon Ranges	2011	3.4
Macedon Ranges	2016	4.4
Moreland - North	2006	6.7
Moreland - North	2011	6
Moreland - North	2016	7.7
Sunbury	2006	4.5
Sunbury	2011	4.4
Sunbury	2016	6.1
Tullamarine - Broadmeadows	2006	7.9
Tullamarine - Broadmeadows	2011	7.6
Tullamarine - Broadmeadows	2016	9.4
Knox	2006	4.2
Knox	2011	4.6
Knox	2016	5.6
Manningham - East	2006	3.3
Manningham - East	2011	3.7
Manningham - East	2016	4.4
Maroondah	2006	3.9
Maroondah	2011	4.3
Maroondah	2016	5.2
Whitehorse - East	2006	3.9
Whitehorse - East	2011	4.5
Whitehorse - East	2016	5.9
Yarra Ranges	2006	4.1
Yarra Ranges	2011	4
Yarra Ranges	2016	4.6
Cardinia	2006	4.3
Cardinia	2011	4.6
Cardinia	2016	5.5
Casey - North	2006	5.4
Casey - North	2011	5.8
Casey - North	2016	7.2
Casey - South	2006	5.3
Casey - South	2011	5.9
Casey - South	2016	7.1
Dandenong	2006	8.6
Dandenong	2011	8.2
Dandenong	2016	9.6
Monash	2006	5.6
Monash	2011	6.2
Monash	2016	8
Brimbank	2006	9.3
Brimbank	2011	8.5
Brimbank	2016	10.6
Hobsons Bay	2006	5.5
Hobsons Bay	2011	5.4
Hobsons Bay	2016	6.3
Maribyrnong	2006	8.5
Maribyrnong	2011	7
Maribyrnong	2016	8.3
Melton - Bacchus Marsh	2006	5.8
Melton - Bacchus Marsh	2011	5.9
Melton - Bacchus Marsh	2016	7.5
Wyndham	2006	5.6
Wyndham	2011	6.4
Wyndham	2016	8.3
Frankston	2006	6
Frankston	2011	5.7
Frankston	2016	6.4
Mornington Peninsula	2006	4.7
Mornington Peninsula	2011	4.5
Mornington Peninsula	2016	4.9
Grampians	2006	4.9
Grampians	2011	3.8
Grampians	2016	5
Mildura	2006	5.7
Mildura	2011	6.6
Mildura	2016	7.3
Murray River - Swan Hill	2006	4.2
Murray River - Swan Hill	2011	4.4
Murray River - Swan Hill	2016	4.8
Campaspe	2006	4.7
Campaspe	2011	4.4
Campaspe	2016	4.9
Moira	2006	4.7
Moira	2011	4.8
Moira	2016	5.1
Shepparton	2006	6.1
Shepparton	2011	5.5
Shepparton	2016	6.4
Glenelg - Southern Grampians	2006	5.3
Glenelg - Southern Grampians	2011	4.4
Glenelg - Southern Grampians	2016	5.2
Colac - Corangamite	2006	4.2
Colac - Corangamite	2011	3.4
Colac - Corangamite	2016	4
Warrnambool	2006	4.5
Warrnambool	2011	4.5
Warrnambool	2016	4.7
Migratory - Offshore - Shipping (Vic.)	2006	0
Migratory - Offshore - Shipping (Vic.)	2011	0
Migratory - Offshore - Shipping (Vic.)	2016	0
No usual address (Vic.)	2006	18.1
No usual address (Vic.)	2011	21.9
No usual address (Vic.)	2016	23.2
Capalaba	2006	3.9
Capalaba	2011	5.2
Capalaba	2016	6
Cleveland - Stradbroke	2006	4.2
Cleveland - Stradbroke	2011	5.4
Cleveland - Stradbroke	2016	6.1
Wynnum - Manly	2006	4
Wynnum - Manly	2011	4.9
Wynnum - Manly	2016	6
Bald Hills - Everton Park	2006	2.7
Bald Hills - Everton Park	2011	3.9
Bald Hills - Everton Park	2016	5.6
Chermside	2006	3.6
Chermside	2011	4.9
Chermside	2016	5.8
Nundah	2006	3.9
Nundah	2011	5.2
Nundah	2016	6.2
Sandgate	2006	4.1
Sandgate	2011	5.2
Sandgate	2016	6.8
Carindale	2006	3.1
Carindale	2011	4.1
Carindale	2016	5.2
Holland Park - Yeronga	2006	4
Holland Park - Yeronga	2011	5
Holland Park - Yeronga	2016	6.5
Mt Gravatt	2006	4.2
Mt Gravatt	2011	6
Mt Gravatt	2016	7.7
Nathan	2006	4.7
Nathan	2011	6.3
Nathan	2016	7.6
Rocklea - Acacia Ridge	2006	4.4
Rocklea - Acacia Ridge	2011	5.9
Rocklea - Acacia Ridge	2016	8.4
Sunnybank	2006	5.5
Sunnybank	2011	7.7
Sunnybank	2016	10
Centenary	2006	3.2
Centenary	2011	4.5
Centenary	2016	5.8
Kenmore - Brookfield - Moggill	2006	3
Kenmore - Brookfield - Moggill	2011	4
Kenmore - Brookfield - Moggill	2016	6
Sherwood - Indooroopilly	2006	4.9
Sherwood - Indooroopilly	2011	7.4
Sherwood - Indooroopilly	2016	9.3
The Gap - Enoggera	2006	3.2
The Gap - Enoggera	2011	4.2
The Gap - Enoggera	2016	5.9
Brisbane Inner	2006	5.1
Brisbane Inner	2011	6.3
Brisbane Inner	2016	7.8
Brisbane Inner - East	2006	3.3
Brisbane Inner - East	2011	4
Brisbane Inner - East	2016	4.8
Brisbane Inner - North	2006	3.3
Brisbane Inner - North	2011	4.5
Brisbane Inner - North	2016	5.8
Brisbane Inner - West	2006	3.6
Brisbane Inner - West	2011	4.5
Brisbane Inner - West	2016	5.9
Cairns - North	2006	3.6
Cairns - North	2011	5.3
Cairns - North	2016	6.2
Cairns - South	2006	4.7
Cairns - South	2011	7.5
Cairns - South	2016	8.6
Innisfail - Cassowary Coast	2006	4.7
Innisfail - Cassowary Coast	2011	8.9
Innisfail - Cassowary Coast	2016	9.4
Port Douglas - Daintree	2006	2.3
Port Douglas - Daintree	2011	5.1
Port Douglas - Daintree	2016	4.9
Tablelands (East) - Kuranda	2006	5.4
Tablelands (East) - Kuranda	2011	6.9
Tablelands (East) - Kuranda	2016	8
Darling Downs (West) - Maranoa	2006	3.4
Darling Downs (West) - Maranoa	2011	3.1
Darling Downs (West) - Maranoa	2016	4.6
Darling Downs - East	2006	4.3
Darling Downs - East	2011	3.8
Darling Downs - East	2016	5.9
Granite Belt	2006	5
Granite Belt	2011	5.1
Granite Belt	2016	6.1
Central Highlands (Qld)	2006	2.3
Central Highlands (Qld)	2011	2.9
Central Highlands (Qld)	2016	5.6
Rockhampton	2006	5.3
Rockhampton	2011	5.1
Rockhampton	2016	8.8
Biloela	2006	2.3
Biloela	2011	2.6
Biloela	2016	4
Gladstone	2006	5.3
Gladstone	2011	4.5
Gladstone	2016	11.1
Broadbeach - Burleigh	2006	4.9
Broadbeach - Burleigh	2011	6.6
Broadbeach - Burleigh	2016	5.7
Coolangatta	2006	5.7
Coolangatta	2011	7.9
Coolangatta	2016	6.4
Gold Coast - North	2006	5.9
Gold Coast - North	2011	8.1
Gold Coast - North	2016	8
Gold Coast Hinterland	2006	4.2
Gold Coast Hinterland	2011	6.1
Gold Coast Hinterland	2016	5.5
Mudgeeraba - Tallebudgera	2006	4.6
Mudgeeraba - Tallebudgera	2011	6.5
Mudgeeraba - Tallebudgera	2016	5.6
Nerang	2006	5.1
Nerang	2011	7.5
Nerang	2016	6.9
Ormeau - Oxenford	2006	4.6
Ormeau - Oxenford	2011	6.6
Ormeau - Oxenford	2016	6.8
Robina	2006	5.2
Robina	2011	7.5
Robina	2016	6.8
Southport	2006	5.8
Southport	2011	8.8
Southport	2016	8.9
Surfers Paradise	2006	5.3
Surfers Paradise	2011	8.1
Surfers Paradise	2016	7.8
Forest Lake - Oxley	2006	5.6
Forest Lake - Oxley	2011	7.6
Forest Lake - Oxley	2016	10
Ipswich Hinterland	2006	5
Ipswich Hinterland	2011	6.3
Ipswich Hinterland	2016	7.6
Ipswich Inner	2006	5.1
Ipswich Inner	2011	7.1
Ipswich Inner	2016	8.6
Springfield - Redbank	2006	5.2
Springfield - Redbank	2011	7.4
Springfield - Redbank	2016	9.4
Beaudesert	2006	4.5
Beaudesert	2011	6.7
Beaudesert	2016	7.7
Beenleigh	2006	6.2
Beenleigh	2011	8.2
Beenleigh	2016	10.2
Browns Plains	2006	5.7
Browns Plains	2011	7.2
Browns Plains	2016	9.2
Jimboomba	2006	3.6
Jimboomba	2011	5.4
Jimboomba	2016	6.1
Loganlea - Carbrook	2006	4.7
Loganlea - Carbrook	2011	6.3
Loganlea - Carbrook	2016	7.7
Springwood - Kingston	2006	6.5
Springwood - Kingston	2011	8.2
Springwood - Kingston	2016	10.7
Bowen Basin - North	2006	3
Bowen Basin - North	2011	2.9
Bowen Basin - North	2016	6.1
Mackay	2006	3.8
Mackay	2011	3.6
Mackay	2016	8.6
Whitsunday	2006	3.1
Whitsunday	2011	4.7
Whitsunday	2016	5.8
Bribie - Beachmere	2006	7.2
Bribie - Beachmere	2011	8.4
Bribie - Beachmere	2016	9.5
Caboolture	2006	6.7
Caboolture	2011	8.8
Caboolture	2016	10.7
Caboolture Hinterland	2006	4.6
Caboolture Hinterland	2011	5
Caboolture Hinterland	2016	6.4
Narangba - Burpengary	2006	5.2
Narangba - Burpengary	2011	6.6
Narangba - Burpengary	2016	8.2
Redcliffe	2006	6
Redcliffe	2011	7
Redcliffe	2016	8.4
The Hills District	2006	2.5
The Hills District	2011	3.9
The Hills District	2016	4.8
North Lakes	2006	3.9
North Lakes	2011	5.3
North Lakes	2016	7.6
Strathpine	2006	4.5
Strathpine	2011	6.2
Strathpine	2016	8.1
Far North	2006	4.4
Far North	2011	7.9
Far North	2016	12.4
Outback - North	2006	3.7
Outback - North	2011	4.7
Outback - North	2016	6.5
Outback - South	2006	3.3
Outback - South	2011	3.3
Outback - South	2016	4
Buderim	2006	5.3
Buderim	2011	6.6
Buderim	2016	7.4
Caloundra	2006	5.8
Caloundra	2011	7.1
Caloundra	2016	7
Maroochy	2006	6.2
Maroochy	2011	7.6
Maroochy	2016	7.1
Noosa	2006	5.8
Noosa	2011	7.1
Noosa	2016	6.4
Sunshine Coast Hinterland	2006	5.2
Sunshine Coast Hinterland	2011	6.4
Sunshine Coast Hinterland	2016	6.9
Nambour	2006	5.7
Nambour	2011	7.3
Nambour	2016	7.6
Noosa Hinterland	2006	6.7
Noosa Hinterland	2011	7.5
Noosa Hinterland	2016	6.9
Toowoomba	2006	4.5
Toowoomba	2011	5
Toowoomba	2016	7
Charters Towers - Ayr - Ingham	2006	4.5
Charters Towers - Ayr - Ingham	2011	5.2
Charters Towers - Ayr - Ingham	2016	7.5
Townsville	2006	4.4
Townsville	2011	5.1
Townsville	2016	8.9
Bundaberg	2006	7.6
Bundaberg	2011	8.8
Bundaberg	2016	10.4
Burnett	2006	5.7
Burnett	2011	6.9
Burnett	2016	8
Gympie - Cooloola	2006	7.7
Gympie - Cooloola	2011	7.7
Gympie - Cooloola	2016	9.7
Hervey Bay	2006	8.5
Hervey Bay	2011	11.4
Hervey Bay	2016	11.7
Maryborough	2006	8.3
Maryborough	2011	9.4
Maryborough	2016	12.5
Migratory - Offshore - Shipping (Qld)	2006	4.9
Migratory - Offshore - Shipping (Qld)	2011	2.4
Migratory - Offshore - Shipping (Qld)	2016	5.9
No usual address (Qld)	2006	17.8
No usual address (Qld)	2011	21.3
No usual address (Qld)	2016	24.2
Adelaide City	2006	7.9
Adelaide City	2011	9.1
Adelaide City	2016	11.9
Adelaide Hills	2006	3.4
Adelaide Hills	2011	4
Adelaide Hills	2016	4.8
Burnside	2006	3.6
Burnside	2011	4.4
Burnside	2016	5.9
Campbelltown (SA)	2006	4.5
Campbelltown (SA)	2011	5.2
Campbelltown (SA)	2016	6.9
Norwood - Payneham - St Peters	2006	4.4
Norwood - Payneham - St Peters	2011	5.2
Norwood - Payneham - St Peters	2016	6.7
Prospect - Walkerville	2006	4.2
Prospect - Walkerville	2011	4.5
Prospect - Walkerville	2016	6.3
Unley	2006	3.9
Unley	2011	4.7
Unley	2016	5.8
Gawler - Two Wells	2006	5
Gawler - Two Wells	2011	5.3
Gawler - Two Wells	2016	7.6
Playford	2006	8.5
Playford	2011	9.5
Playford	2016	12.7
Port Adelaide - East	2006	6.8
Port Adelaide - East	2011	6.8
Port Adelaide - East	2016	9.4
Salisbury	2006	5.8
Salisbury	2011	7.2
Salisbury	2016	10
Tea Tree Gully	2006	4
Tea Tree Gully	2011	4.7
Tea Tree Gully	2016	6.4
Holdfast Bay	2006	4.2
Holdfast Bay	2011	4.6
Holdfast Bay	2016	5.6
Marion	2006	5
Marion	2011	5.4
Marion	2016	7
Mitcham	2006	3.8
Mitcham	2011	4.4
Mitcham	2016	6
Onkaparinga	2006	5.6
Onkaparinga	2011	5.9
Onkaparinga	2016	7.6
Charles Sturt	2006	5.3
Charles Sturt	2011	5.6
Charles Sturt	2016	7.1
Port Adelaide - West	2006	6.9
Port Adelaide - West	2011	6.7
Port Adelaide - West	2016	9.3
West Torrens	2006	5.5
West Torrens	2011	5.7
West Torrens	2016	7.5
Barossa	2006	3.8
Barossa	2011	4
Barossa	2016	5
Lower North	2006	4
Lower North	2011	4.1
Lower North	2016	5.1
Mid North	2006	8.3
Mid North	2011	6.3
Mid North	2016	9
Yorke Peninsula	2006	7.1
Yorke Peninsula	2011	5.7
Yorke Peninsula	2016	7.4
Eyre Peninsula and South West	2006	5.9
Eyre Peninsula and South West	2011	5.8
Eyre Peninsula and South West	2016	7.7
Outback - North and East	2006	5.6
Outback - North and East	2011	5.1
Outback - North and East	2016	8.6
Fleurieu - Kangaroo Island	2006	5.2
Fleurieu - Kangaroo Island	2011	5.8
Fleurieu - Kangaroo Island	2016	6.1
Limestone Coast	2006	4.9
Limestone Coast	2011	5.3
Limestone Coast	2016	5.2
Murray and Mallee	2006	5.2
Murray and Mallee	2011	6.1
Murray and Mallee	2016	6.8
Migratory - Offshore - Shipping (SA)	2006	0
Migratory - Offshore - Shipping (SA)	2011	0
Migratory - Offshore - Shipping (SA)	2016	0
No usual address (SA)	2006	19.4
No usual address (SA)	2011	21.6
No usual address (SA)	2016	29
Augusta - Margaret River - Busselton	2006	3.3
Augusta - Margaret River - Busselton	2011	4.6
Augusta - Margaret River - Busselton	2016	5.4
Bunbury	2006	4
Bunbury	2011	4.8
Bunbury	2016	8.1
Manjimup	2006	3.3
Manjimup	2011	4.2
Manjimup	2016	5.7
Mandurah	2006	5.4
Mandurah	2011	6.9
Mandurah	2016	10.7
Cottesloe - Claremont	2006	3.2
Cottesloe - Claremont	2011	4
Cottesloe - Claremont	2016	6.3
Perth City	2006	3.5
Perth City	2011	4.1
Perth City	2016	6.7
Bayswater - Bassendean	2006	3.7
Bayswater - Bassendean	2011	4.6
Bayswater - Bassendean	2016	7.8
Mundaring	2006	3.3
Mundaring	2011	4.2
Mundaring	2016	7.3
Swan	2006	3.5
Swan	2011	4.7
Swan	2016	8.2
Joondalup	2006	2.9
Joondalup	2011	3.9
Joondalup	2016	6.9
Stirling	2006	3.6
Stirling	2011	4.4
Stirling	2016	7.3
Wanneroo	2006	4
Wanneroo	2011	4.9
Wanneroo	2016	8.5
Armadale	2006	4.4
Armadale	2011	5.4
Armadale	2016	9.2
Belmont - Victoria Park	2006	4.3
Belmont - Victoria Park	2011	5.1
Belmont - Victoria Park	2016	8.5
Canning	2006	4.2
Canning	2011	5.7
Canning	2016	10.3
Gosnells	2006	3.8
Gosnells	2011	5.5
Gosnells	2016	9.7
Kalamunda	2006	2.7
Kalamunda	2011	3.7
Kalamunda	2016	7.1
Serpentine - Jarrahdale	2006	2.5
Serpentine - Jarrahdale	2011	3.9
Serpentine - Jarrahdale	2016	7.1
South Perth	2006	3.8
South Perth	2011	4.6
South Perth	2016	7.2
Cockburn	2006	3.3
Cockburn	2011	4.3
Cockburn	2016	7.6
Fremantle	2006	4.1
Fremantle	2011	4.6
Fremantle	2016	7
Kwinana	2006	5.8
Kwinana	2011	6.7
Kwinana	2016	10.8
Melville	2006	3
Melville	2011	4.1
Melville	2016	6.8
Rockingham	2006	4.7
