SA3_NAME16	Year	Sex	labourForceParticipation
Mount Druitt	2011	M	65.6
Mount Druitt	2016	F	50.5
Mount Druitt	2016	M	64.9
Botany	2006	F	52.5
Botany	2006	M	65.9
Botany	2011	F	55.1
Botany	2011	M	65.7
Botany	2016	F	58.4
Botany	2016	M	67.2
Marrickville - Sydenham - Petersham	2006	F	59.9
Marrickville - Sydenham - Petersham	2006	M	66.6
Marrickville - Sydenham - Petersham	2011	F	64.2
Marrickville - Sydenham - Petersham	2011	M	68.6
Marrickville - Sydenham - Petersham	2016	F	66.1
Marrickville - Sydenham - Petersham	2016	M	69.5
Sydney Inner City	2006	F	54.8
Sydney Inner City	2006	M	58.3
Sydney Inner City	2011	F	63.2
Sydney Inner City	2011	M	67.9
Sydney Inner City	2016	F	62.2
Sydney Inner City	2016	M	66.8
Eastern Suburbs - North	2006	F	56.5
Eastern Suburbs - North	2006	M	65
Eastern Suburbs - North	2011	F	60.2
Eastern Suburbs - North	2011	M	69.7
Eastern Suburbs - North	2016	F	61.6
Eastern Suburbs - North	2016	M	70.5
Eastern Suburbs - South	2006	F	57.5
Eastern Suburbs - South	2006	M	63.6
Eastern Suburbs - South	2011	F	58.3
Eastern Suburbs - South	2011	M	63.5
Eastern Suburbs - South	2016	F	58.8
Eastern Suburbs - South	2016	M	62.1
Bankstown	2006	F	45.4
Bankstown	2006	M	62.5
Bankstown	2011	F	46.1
Bankstown	2011	M	61.5
Bankstown	2016	F	47.5
Bankstown	2016	M	61.5
Canterbury	2006	F	43.8
Canterbury	2006	M	61.2
Canterbury	2011	F	45.1
Canterbury	2011	M	61.7
Canterbury	2016	F	47.6
Canterbury	2016	M	63
Hurstville	2006	F	51.8
Hurstville	2006	M	65.8
Hurstville	2011	F	53.4
Hurstville	2011	M	65.6
Hurstville	2016	F	54
Hurstville	2016	M	65.1
Kogarah - Rockdale	2006	F	51.3
Kogarah - Rockdale	2006	M	64.5
Kogarah - Rockdale	2011	F	54
Kogarah - Rockdale	2011	M	66.4
Kogarah - Rockdale	2016	F	56.4
Kogarah - Rockdale	2016	M	67
Canada Bay	2006	F	58.6
Canada Bay	2006	M	69.4
Canada Bay	2011	F	59.5
Canada Bay	2011	M	69.5
Canada Bay	2016	F	59.2
Canada Bay	2016	M	68.9
Leichhardt	2006	F	67.7
Leichhardt	2006	M	73.2
Leichhardt	2011	F	69.4
Leichhardt	2011	M	74.9
Leichhardt	2016	F	67
Leichhardt	2016	M	72.3
Strathfield - Burwood - Ashfield	2006	F	54.3
Strathfield - Burwood - Ashfield	2006	M	64.6
Strathfield - Burwood - Ashfield	2011	F	57
Strathfield - Burwood - Ashfield	2011	M	66.9
Strathfield - Burwood - Ashfield	2016	F	58.3
Strathfield - Burwood - Ashfield	2016	M	67.4
Chatswood - Lane Cove	2006	F	58.6
Chatswood - Lane Cove	2006	M	70.8
Chatswood - Lane Cove	2011	F	60.4
Chatswood - Lane Cove	2011	M	72.5
Chatswood - Lane Cove	2016	F	60.8
Chatswood - Lane Cove	2016	M	71.1
Hornsby	2006	F	61
Hornsby	2006	M	73.5
Hornsby	2011	F	61.5
Hornsby	2011	M	73.2
Hornsby	2016	F	61.9
Hornsby	2016	M	71.7
Ku-ring-gai	2006	F	53.1
Ku-ring-gai	2006	M	69.2
Ku-ring-gai	2011	F	54.1
Ku-ring-gai	2011	M	68.1
Ku-ring-gai	2016	F	55.7
Ku-ring-gai	2016	M	67.4
North Sydney - Mosman	2006	F	61.6
North Sydney - Mosman	2006	M	73.1
North Sydney - Mosman	2011	F	63.3
North Sydney - Mosman	2011	M	73.9
North Sydney - Mosman	2016	F	64
North Sydney - Mosman	2016	M	73.3
Manly	2006	F	57.5
Manly	2006	M	69.3
Manly	2011	F	61.1
Manly	2011	M	72.4
Manly	2016	F	63.1
Manly	2016	M	72.6
Pittwater	2006	F	59
Pittwater	2006	M	70.5
Pittwater	2011	F	59.8
Pittwater	2011	M	70.6
Pittwater	2016	F	59.9
Pittwater	2016	M	68.7
Warringah	2006	F	60
Warringah	2006	M	71.8
Warringah	2011	F	61.3
Warringah	2011	M	72.3
Warringah	2016	F	62.4
Warringah	2016	M	71
Camden	2006	F	63.9
Camden	2006	M	79
Camden	2011	F	65.5
Camden	2011	M	78.2
Camden	2016	F	65.8
Camden	2016	M	76.8
Campbelltown (NSW)	2006	F	55.2
Campbelltown (NSW)	2006	M	70.3
Campbelltown (NSW)	2011	F	54.5
Campbelltown (NSW)	2011	M	68.9
Campbelltown (NSW)	2016	F	54.4
Campbelltown (NSW)	2016	M	66.9
Wollondilly	2006	F	59
Wollondilly	2006	M	72.6
Wollondilly	2011	F	60.3
Wollondilly	2011	M	71.5
Wollondilly	2016	F	60.8
Wollondilly	2016	M	70
Blue Mountains	2006	F	56.9
Blue Mountains	2006	M	69.1
Blue Mountains	2011	F	56.5
Blue Mountains	2011	M	66.7
Blue Mountains	2016	F	56.4
Blue Mountains	2016	M	63.9
Blue Mountains - South	2006	F	0
Blue Mountains - South	2006	M	0
Blue Mountains - South	2011	F	0
Blue Mountains - South	2011	M	0
Blue Mountains - South	2016	F	0
Blue Mountains - South	2016	M	0
Penrith	2006	F	60.6
Penrith	2006	M	75.2
Penrith	2011	F	61.1
Penrith	2011	M	73.7
Penrith	2016	F	61.5
Penrith	2016	M	71.9
Richmond - Windsor	2006	F	56.7
Richmond - Windsor	2006	M	69.6
Richmond - Windsor	2011	F	57.9
Richmond - Windsor	2011	M	69.1
Richmond - Windsor	2016	F	56.5
Richmond - Windsor	2016	M	65.9
St Marys	2006	F	57.5
St Marys	2006	M	73.1
St Marys	2011	F	58.3
St Marys	2011	M	71.3
St Marys	2016	F	57.3
St Marys	2016	M	69.4
Auburn	2006	F	42.5
Auburn	2006	M	56.2
Auburn	2011	F	46.1
Auburn	2011	M	60.1
Auburn	2016	F	49.5
Auburn	2016	M	63.1
Carlingford	2006	F	53.3
Carlingford	2006	M	65.5
Carlingford	2011	F	54.5
Carlingford	2011	M	65.3
Carlingford	2016	F	54.7
Carlingford	2016	M	65.6
Merrylands - Guildford	2006	F	44.9
Merrylands - Guildford	2006	M	61.1
Merrylands - Guildford	2011	F	45.2
Merrylands - Guildford	2011	M	61
Merrylands - Guildford	2016	F	45.9
Merrylands - Guildford	2016	M	60.4
Parramatta	2006	F	53.8
Parramatta	2006	M	67.5
Parramatta	2011	F	55.1
Parramatta	2011	M	68.7
Parramatta	2016	F	56
Parramatta	2016	M	69.8
Pennant Hills - Epping	2006	F	57.2
Pennant Hills - Epping	2006	M	69.3
Pennant Hills - Epping	2011	F	58
Pennant Hills - Epping	2011	M	69.9
Pennant Hills - Epping	2016	F	58.4
Pennant Hills - Epping	2016	M	68.4
Ryde - Hunters Hill	2006	F	54.8
Ryde - Hunters Hill	2006	M	65.8
Ryde - Hunters Hill	2011	F	56.3
Ryde - Hunters Hill	2011	M	67.2
Ryde - Hunters Hill	2016	F	57.5
Ryde - Hunters Hill	2016	M	67
Bringelly - Green Valley	2006	F	50.4
Bringelly - Green Valley	2006	M	68
Bringelly - Green Valley	2011	F	51.1
Bringelly - Green Valley	2011	M	66.6
Bringelly - Green Valley	2016	F	53.6
Bringelly - Green Valley	2016	M	66.5
Fairfield	2006	F	43.4
Fairfield	2006	M	61.9
Fairfield	2011	F	43.6
Fairfield	2011	M	59.5
Fairfield	2016	F	43.7
Fairfield	2016	M	57.6
Liverpool	2006	F	51.4
Liverpool	2006	M	67.4
Liverpool	2011	F	50.8
Liverpool	2011	M	65.3
Liverpool	2016	F	50.6
Liverpool	2016	M	63.7
Cronulla - Miranda - Caringbah	2006	F	57.5
Cronulla - Miranda - Caringbah	2006	M	69.7
Cronulla - Miranda - Caringbah	2011	F	60
Cronulla - Miranda - Caringbah	2011	M	70.5
Cronulla - Miranda - Caringbah	2016	F	59.9
Cronulla - Miranda - Caringbah	2016	M	69
Sutherland - Menai - Heathcote	2006	F	64.7
Sutherland - Menai - Heathcote	2006	M	76.3
Sutherland - Menai - Heathcote	2011	F	64.4
Sutherland - Menai - Heathcote	2011	M	74.4
Sutherland - Menai - Heathcote	2016	F	64.2
Sutherland - Menai - Heathcote	2016	M	72.1
Migratory - Offshore - Shipping (NSW)	2006	F	100
Migratory - Offshore - Shipping (NSW)	2006	M	89.2
Migratory - Offshore - Shipping (NSW)	2011	F	20
Migratory - Offshore - Shipping (NSW)	2011	M	47.1
Migratory - Offshore - Shipping (NSW)	2016	F	32.7
Migratory - Offshore - Shipping (NSW)	2016	M	38.9
No usual address (NSW)	2006	F	42.5
No usual address (NSW)	2006	M	51.7
No usual address (NSW)	2011	F	39
No usual address (NSW)	2011	M	41
No usual address (NSW)	2016	F	35.9
No usual address (NSW)	2016	M	37.7
Ballarat	2006	F	52.8
Ballarat	2006	M	65.8
Ballarat	2011	F	54.9
Ballarat	2011	M	65.4
Ballarat	2016	F	54.6
Ballarat	2016	M	63.3
Creswick - Daylesford - Ballan	2006	F	52.1
Creswick - Daylesford - Ballan	2006	M	64.7
Creswick - Daylesford - Ballan	2011	F	53.3
Creswick - Daylesford - Ballan	2011	M	64.1
Creswick - Daylesford - Ballan	2016	F	51.9
Creswick - Daylesford - Ballan	2016	M	60.1
Maryborough - Pyrenees	2006	F	42.6
Maryborough - Pyrenees	2006	M	55.4
Maryborough - Pyrenees	2011	F	44.8
Maryborough - Pyrenees	2011	M	53.6
Maryborough - Pyrenees	2016	F	44.1
Maryborough - Pyrenees	2016	M	49.5
Bendigo	2006	F	53.4
Bendigo	2006	M	65.4
Bendigo	2011	F	54.7
Bendigo	2011	M	65.6
Bendigo	2016	F	54.4
Bendigo	2016	M	62.8
Heathcote - Castlemaine - Kyneton	2006	F	51.6
Heathcote - Castlemaine - Kyneton	2006	M	61.7
Heathcote - Castlemaine - Kyneton	2011	F	53.2
Heathcote - Castlemaine - Kyneton	2011	M	60.9
Heathcote - Castlemaine - Kyneton	2016	F	52
Heathcote - Castlemaine - Kyneton	2016	M	57.2
Loddon - Elmore	2006	F	50.6
Loddon - Elmore	2006	M	63.4
Loddon - Elmore	2011	F	49
Loddon - Elmore	2011	M	58.8
Loddon - Elmore	2016	F	47.6
Loddon - Elmore	2016	M	54.8
Barwon - West	2006	F	57.7
Barwon - West	2006	M	72.9
Barwon - West	2011	F	59.2
Barwon - West	2011	M	72.1
Barwon - West	2016	F	59.5
Barwon - West	2016	M	69.1
Geelong	2006	F	51.5
Geelong	2006	M	65.5
Geelong	2011	F	54
Geelong	2011	M	65.1
Geelong	2016	F	54.4
Geelong	2016	M	62.7
Surf Coast - Bellarine Peninsula	2006	F	50.8
Surf Coast - Bellarine Peninsula	2006	M	63
Surf Coast - Bellarine Peninsula	2011	F	53.1
Surf Coast - Bellarine Peninsula	2011	M	63.7
Surf Coast - Bellarine Peninsula	2016	F	53.8
Surf Coast - Bellarine Peninsula	2016	M	61.4
Upper Goulburn Valley	2006	F	51.7
Upper Goulburn Valley	2006	M	63.4
Upper Goulburn Valley	2011	F	52.3
Upper Goulburn Valley	2011	M	62.8
Upper Goulburn Valley	2016	F	50.7
Upper Goulburn Valley	2016	M	58.4
Wangaratta - Benalla	2006	F	53.9
Wangaratta - Benalla	2006	M	67.5
Wangaratta - Benalla	2011	F	53.9
Wangaratta - Benalla	2011	M	65.2
Wangaratta - Benalla	2016	F	51.4
Wangaratta - Benalla	2016	M	59.5
Wodonga - Alpine	2006	F	56.6
Wodonga - Alpine	2006	M	69.4
Wodonga - Alpine	2011	F	57.2
Wodonga - Alpine	2011	M	67.6
Wodonga - Alpine	2016	F	56
Wodonga - Alpine	2016	M	63.8
Baw Baw	2006	F	53.8
Baw Baw	2006	M	68
Baw Baw	2011	F	54.5
Baw Baw	2011	M	67.5
Baw Baw	2016	F	52.3
Baw Baw	2016	M	62.8
Gippsland - East	2006	F	46.9
Gippsland - East	2006	M	56.9
Gippsland - East	2011	F	47.9
Gippsland - East	2011	M	55.6
Gippsland - East	2016	F	45.6
Gippsland - East	2016	M	50.4
Gippsland - South West	2006	F	47.3
Gippsland - South West	2006	M	59
Gippsland - South West	2011	F	49.4
Gippsland - South West	2011	M	61.3
Gippsland - South West	2016	F	47.3
Gippsland - South West	2016	M	55.7
Latrobe Valley	2006	F	49
Latrobe Valley	2006	M	64
Latrobe Valley	2011	F	50.4
Latrobe Valley	2011	M	62.6
Latrobe Valley	2016	F	49.9
Latrobe Valley	2016	M	59.3
Wellington	2006	F	51.4
Wellington	2006	M	61.4
Wellington	2011	F	51.7
Wellington	2011	M	60.7
Wellington	2016	F	51.3
Wellington	2016	M	57
Brunswick - Coburg	2006	F	57.3
Brunswick - Coburg	2006	M	65.2
Brunswick - Coburg	2011	F	62.1
Brunswick - Coburg	2011	M	68.7
Brunswick - Coburg	2016	F	65
Brunswick - Coburg	2016	M	70.9
Darebin - South	2006	F	59.9
Darebin - South	2006	M	66.8
Darebin - South	2011	F	64.5
Darebin - South	2011	M	70.1
Darebin - South	2016	F	66.3
Darebin - South	2016	M	70.7
Essendon	2006	F	57.6
Essendon	2006	M	66.8
Essendon	2011	F	61.1
Essendon	2011	M	70.1
Essendon	2016	F	62.4
Essendon	2016	M	69.9
Melbourne City	2006	F	55.7
Melbourne City	2006	M	59.3
Melbourne City	2011	F	58.7
Melbourne City	2011	M	63.4
Melbourne City	2016	F	54.6
Melbourne City	2016	M	60.5
Port Phillip	2006	F	63.3
Port Phillip	2006	M	67.3
Port Phillip	2011	F	68.6
Port Phillip	2011	M	72.7
Port Phillip	2016	F	66
Port Phillip	2016	M	70.6
Stonnington - West	2006	F	59.2
Stonnington - West	2006	M	68.1
Stonnington - West	2011	F	61.7
Stonnington - West	2011	M	71.3
Stonnington - West	2016	F	62.8
Stonnington - West	2016	M	71.3
Yarra	2006	F	63.9
Yarra	2006	M	67.7
Yarra	2011	F	66.9
Yarra	2011	M	71.6
Yarra	2016	F	67.3
Yarra	2016	M	72.1
Boroondara	2006	F	57.5
Boroondara	2006	M	69.8
Boroondara	2011	F	58.6
Boroondara	2011	M	69.9
Boroondara	2016	F	58.3
Boroondara	2016	M	68.1
Manningham - West	2006	F	52.6
Manningham - West	2006	M	65.6
Manningham - West	2011	F	52.3
Manningham - West	2011	M	64.5
Manningham - West	2016	F	50.8
Manningham - West	2016	M	62.1
Whitehorse - West	2006	F	53.3
Whitehorse - West	2006	M	66
Whitehorse - West	2011	F	53.8
Whitehorse - West	2011	M	64.7
Whitehorse - West	2016	F	54.1
Whitehorse - West	2016	M	63.5
Bayside	2006	F	53.7
Bayside	2006	M	69
Bayside	2011	F	55.3
Bayside	2011	M	68.7
Bayside	2016	F	56.1
Bayside	2016	M	67.1
Glen Eira	2006	F	56.1
Glen Eira	2006	M	67.5
Glen Eira	2011	F	59.3
Glen Eira	2011	M	70
Glen Eira	2016	F	59.7
Glen Eira	2016	M	69.3
Kingston	2006	F	55.4
Kingston	2006	M	68.8
Kingston	2011	F	58.5
Kingston	2011	M	69.8
Kingston	2016	F	59.7
Kingston	2016	M	69.1
Stonnington - East	2006	F	56.6
Stonnington - East	2006	M	69.2
Stonnington - East	2011	F	59.9
Stonnington - East	2011	M	70.7
Stonnington - East	2016	F	58.7
Stonnington - East	2016	M	69
Banyule	2006	F	56.3
Banyule	2006	M	68.4
Banyule	2011	F	58
Banyule	2011	M	68.7
Banyule	2016	F	58
Banyule	2016	M	67.2
Darebin - North	2006	F	45.4
Darebin - North	2006	M	58.5
Darebin - North	2011	F	49.8
Darebin - North	2011	M	61.1
Darebin - North	2016	F	53.1
Darebin - North	2016	M	62.5
Nillumbik - Kinglake	2006	F	66.4
Nillumbik - Kinglake	2006	M	77.1
Nillumbik - Kinglake	2011	F	66.4
Nillumbik - Kinglake	2011	M	76.6
Nillumbik - Kinglake	2016	F	65.1
Nillumbik - Kinglake	2016	M	72.7
Whittlesea - Wallan	2006	F	53.2
Whittlesea - Wallan	2006	M	68.5
Whittlesea - Wallan	2011	F	55.7
Whittlesea - Wallan	2011	M	68.9
Whittlesea - Wallan	2016	F	55.8
Whittlesea - Wallan	2016	M	68
Keilor	2006	F	51.9
Keilor	2006	M	64.9
Keilor	2011	F	53.5
Keilor	2011	M	65.1
Keilor	2016	F	54.4
Keilor	2016	M	64.1
