SA3_NAME16	Year	Sex	labourForceParticipation
Port Adelaide - West	2016	F	53.1
Port Adelaide - West	2016	M	60.5
West Torrens	2006	F	52.4
West Torrens	2006	M	62.2
West Torrens	2011	F	56
West Torrens	2011	M	65.2
West Torrens	2016	F	57.1
West Torrens	2016	M	65.1
Barossa	2006	F	56.7
Barossa	2006	M	70.4
Barossa	2011	F	57.9
Barossa	2011	M	69.5
Barossa	2016	F	56.4
Barossa	2016	M	66.5
Lower North	2006	F	51
Lower North	2006	M	63.9
Lower North	2011	F	51.5
Lower North	2011	M	62.7
Lower North	2016	F	49.8
Lower North	2016	M	59
Mid North	2006	F	46
Mid North	2006	M	57.8
Mid North	2011	F	48.2
Mid North	2011	M	57.5
Mid North	2016	F	47.9
Mid North	2016	M	55.6
Yorke Peninsula	2006	F	42
Yorke Peninsula	2006	M	51.9
Yorke Peninsula	2011	F	43.4
Yorke Peninsula	2011	M	52.1
Yorke Peninsula	2016	F	41.9
Yorke Peninsula	2016	M	48.8
Eyre Peninsula and South West	2006	F	52.6
Eyre Peninsula and South West	2006	M	65.7
Eyre Peninsula and South West	2011	F	54.2
Eyre Peninsula and South West	2011	M	65.4
Eyre Peninsula and South West	2016	F	52.6
Eyre Peninsula and South West	2016	M	60.7
Outback - North and East	2006	F	55.7
Outback - North and East	2006	M	62.7
Outback - North and East	2011	F	56.2
Outback - North and East	2011	M	62.7
Outback - North and East	2016	F	53.3
Outback - North and East	2016	M	57.9
Fleurieu - Kangaroo Island	2006	F	44.4
Fleurieu - Kangaroo Island	2006	M	54.6
Fleurieu - Kangaroo Island	2011	F	46.4
Fleurieu - Kangaroo Island	2011	M	54.9
Fleurieu - Kangaroo Island	2016	F	43.9
Fleurieu - Kangaroo Island	2016	M	49.9
Limestone Coast	2006	F	56.8
Limestone Coast	2006	M	71.6
Limestone Coast	2011	F	57.4
Limestone Coast	2011	M	69.4
Limestone Coast	2016	F	55.8
Limestone Coast	2016	M	64.3
Murray and Mallee	2006	F	52.7
Murray and Mallee	2006	M	63.7
Murray and Mallee	2011	F	51.2
Murray and Mallee	2011	M	60.3
Murray and Mallee	2016	F	50
Murray and Mallee	2016	M	57.3
Migratory - Offshore - Shipping (SA)	2006	F	0
Migratory - Offshore - Shipping (SA)	2006	M	85.7
Migratory - Offshore - Shipping (SA)	2011	F	0
Migratory - Offshore - Shipping (SA)	2011	M	100
Migratory - Offshore - Shipping (SA)	2016	F	0
Migratory - Offshore - Shipping (SA)	2016	M	100
No usual address (SA)	2006	F	43.4
No usual address (SA)	2006	M	52.9
No usual address (SA)	2011	F	36.2
No usual address (SA)	2011	M	45.9
No usual address (SA)	2016	F	36.1
No usual address (SA)	2016	M	41.1
Augusta - Margaret River - Busselton	2006	F	56.2
Augusta - Margaret River - Busselton	2006	M	69.1
Augusta - Margaret River - Busselton	2011	F	56.1
Augusta - Margaret River - Busselton	2011	M	68
Augusta - Margaret River - Busselton	2016	F	55.9
Augusta - Margaret River - Busselton	2016	M	64.6
Bunbury	2006	F	54.1
Bunbury	2006	M	69.8
Bunbury	2011	F	55.7
Bunbury	2011	M	70
Bunbury	2016	F	54.7
Bunbury	2016	M	64.9
Manjimup	2006	F	54.9
Manjimup	2006	M	68.2
Manjimup	2011	F	55.6
Manjimup	2011	M	66
Manjimup	2016	F	51.9
Manjimup	2016	M	60.8
Mandurah	2006	F	42.4
Mandurah	2006	M	56.8
Mandurah	2011	F	46.7
Mandurah	2011	M	59.4
Mandurah	2016	F	47.7
Mandurah	2016	M	57.7
Cottesloe - Claremont	2006	F	51.9
Cottesloe - Claremont	2006	M	65.4
Cottesloe - Claremont	2011	F	53.3
Cottesloe - Claremont	2011	M	66.8
Cottesloe - Claremont	2016	F	53.7
Cottesloe - Claremont	2016	M	64.9
Perth City	2006	F	58.8
Perth City	2006	M	66
Perth City	2011	F	62.8
Perth City	2011	M	71.5
Perth City	2016	F	62.5
Perth City	2016	M	70.2
Bayswater - Bassendean	2006	F	56.3
Bayswater - Bassendean	2006	M	68.2
Bayswater - Bassendean	2011	F	59.1
Bayswater - Bassendean	2011	M	70
Bayswater - Bassendean	2016	F	59.5
Bayswater - Bassendean	2016	M	69
Mundaring	2006	F	57.6
Mundaring	2006	M	67
Mundaring	2011	F	59
Mundaring	2011	M	64.8
Mundaring	2016	F	57.9
Mundaring	2016	M	60.1
Swan	2006	F	57.7
Swan	2006	M	72.4
Swan	2011	F	60.6
Swan	2011	M	73.7
Swan	2016	F	61
Swan	2016	M	71.8
Joondalup	2006	F	64.2
Joondalup	2006	M	76.7
Joondalup	2011	F	64.6
Joondalup	2011	M	76.1
Joondalup	2016	F	63.5
Joondalup	2016	M	72.4
Stirling	2006	F	54.4
Stirling	2006	M	67.1
Stirling	2011	F	57.4
Stirling	2011	M	69
Stirling	2016	F	58.6
Stirling	2016	M	68.7
Wanneroo	2006	F	56.4
Wanneroo	2006	M	72
Wanneroo	2011	F	60.4
Wanneroo	2011	M	74
Wanneroo	2016	F	61.7
Wanneroo	2016	M	72.9
Armadale	2006	F	52.8
Armadale	2006	M	69.6
Armadale	2011	F	57.2
Armadale	2011	M	71.6
Armadale	2016	F	58.5
Armadale	2016	M	70.8
Belmont - Victoria Park	2006	F	54.9
Belmont - Victoria Park	2006	M	66
Belmont - Victoria Park	2011	F	58.9
Belmont - Victoria Park	2011	M	69.7
Belmont - Victoria Park	2016	F	59.3
Belmont - Victoria Park	2016	M	68.3
Canning	2006	F	55.5
Canning	2006	M	68.4
Canning	2011	F	56.5
Canning	2011	M	69.4
Canning	2016	F	56.1
Canning	2016	M	67.6
Gosnells	2006	F	56.4
Gosnells	2006	M	71.7
Gosnells	2011	F	57.9
Gosnells	2011	M	70.8
Gosnells	2016	F	56.6
Gosnells	2016	M	68.9
Kalamunda	2006	F	58.9
Kalamunda	2006	M	73.3
Kalamunda	2011	F	59.2
Kalamunda	2011	M	72.1
Kalamunda	2016	F	57.9
Kalamunda	2016	M	69
Serpentine - Jarrahdale	2006	F	59.3
Serpentine - Jarrahdale	2006	M	72.3
Serpentine - Jarrahdale	2011	F	62
Serpentine - Jarrahdale	2011	M	73
Serpentine - Jarrahdale	2016	F	63.3
Serpentine - Jarrahdale	2016	M	72.1
South Perth	2006	F	56.5
South Perth	2006	M	67.4
South Perth	2011	F	58.9
South Perth	2011	M	69.4
South Perth	2016	F	57.7
South Perth	2016	M	67.1
Cockburn	2006	F	57.6
Cockburn	2006	M	71.4
Cockburn	2011	F	61.7
Cockburn	2011	M	74.3
Cockburn	2016	F	62.3
Cockburn	2016	M	72.1
Fremantle	2006	F	56
Fremantle	2006	M	64
Fremantle	2011	F	59
Fremantle	2011	M	66.7
Fremantle	2016	F	58.4
Fremantle	2016	M	64.7
Kwinana	2006	F	48.1
Kwinana	2006	M	61.7
Kwinana	2011	F	55.8
Kwinana	2011	M	65.3
Kwinana	2016	F	58.6
Kwinana	2016	M	65.8
Melville	2006	F	55.7
Melville	2006	M	69
Melville	2011	F	57.9
Melville	2011	M	70.3
Melville	2016	F	56.7
Melville	2016	M	67.4
Rockingham	2006	F	50.5
Rockingham	2006	M	67.4
Rockingham	2011	F	56.4
Rockingham	2011	M	70.9
Rockingham	2016	F	56.9
Rockingham	2016	M	68.4
Albany	2006	F	53.7
Albany	2006	M	66.1
Albany	2011	F	54.4
Albany	2011	M	64.9
Albany	2016	F	52.7
Albany	2016	M	60.7
Wheat Belt - North	2006	F	53.2
Wheat Belt - North	2006	M	67.7
Wheat Belt - North	2011	F	54.1
Wheat Belt - North	2011	M	65.6
Wheat Belt - North	2016	F	51.6
Wheat Belt - North	2016	M	59.8
Wheat Belt - South	2006	F	57.4
Wheat Belt - South	2006	M	73.6
Wheat Belt - South	2011	F	57.8
Wheat Belt - South	2011	M	70.2
Wheat Belt - South	2016	F	53.4
Wheat Belt - South	2016	M	64.8
Kimberley	2006	F	57.8
Kimberley	2006	M	65.2
Kimberley	2011	F	58
Kimberley	2011	M	58
Kimberley	2016	F	55.2
Kimberley	2016	M	59.8
East Pilbara	2006	F	54.3
East Pilbara	2006	M	66.7
East Pilbara	2011	F	60.8
East Pilbara	2011	M	71.3
East Pilbara	2016	F	61.4
East Pilbara	2016	M	71.7
West Pilbara	2006	F	63.5
West Pilbara	2006	M	75.8
West Pilbara	2011	F	65
West Pilbara	2011	M	72.2
West Pilbara	2016	F	66.3
West Pilbara	2016	M	75.6
Esperance	2006	F	57.4
Esperance	2006	M	72.7
Esperance	2011	F	57.4
Esperance	2011	M	70.3
Esperance	2016	F	53.4
Esperance	2016	M	64.3
Gascoyne	2006	F	59.8
Gascoyne	2006	M	67.6
Gascoyne	2011	F	58.7
Gascoyne	2011	M	65.2
Gascoyne	2016	F	58.4
Gascoyne	2016	M	61.2
Goldfields	2006	F	59.4
Goldfields	2006	M	74.6
Goldfields	2011	F	59.8
Goldfields	2011	M	72.8
Goldfields	2016	F	59.6
Goldfields	2016	M	69.5
Mid West	2006	F	54.2
Mid West	2006	M	66.3
Mid West	2011	F	56.8
Mid West	2011	M	67.7
Mid West	2016	F	54.8
Mid West	2016	M	62.2
Migratory - Offshore - Shipping (WA)	2006	F	80.8
Migratory - Offshore - Shipping (WA)	2006	M	88.5
Migratory - Offshore - Shipping (WA)	2011	F	63.6
Migratory - Offshore - Shipping (WA)	2011	M	82.9
Migratory - Offshore - Shipping (WA)	2016	F	65.4
Migratory - Offshore - Shipping (WA)	2016	M	78.9
No usual address (WA)	2006	F	41.7
No usual address (WA)	2006	M	52.4
No usual address (WA)	2011	F	42.6
No usual address (WA)	2011	M	47.9
No usual address (WA)	2016	F	35.7
No usual address (WA)	2016	M	42.8
Brighton	2006	F	49.9
Brighton	2006	M	63.4
Brighton	2011	F	52
Brighton	2011	M	63.3
Brighton	2016	F	53.4
Brighton	2016	M	61.4
Hobart - North East	2006	F	53.6
Hobart - North East	2006	M	63.1
Hobart - North East	2011	F	55.7
Hobart - North East	2011	M	62.8
Hobart - North East	2016	F	55.5
Hobart - North East	2016	M	59.7
Hobart - North West	2006	F	48.8
Hobart - North West	2006	M	60.4
Hobart - North West	2011	F	51.4
Hobart - North West	2011	M	61.3
Hobart - North West	2016	F	50.6
Hobart - North West	2016	M	59.1
Hobart - South and West	2006	F	57.8
Hobart - South and West	2006	M	68.3
Hobart - South and West	2011	F	59.6
Hobart - South and West	2011	M	68
Hobart - South and West	2016	F	57.8
Hobart - South and West	2016	M	64.7
Hobart Inner	2006	F	59.3
Hobart Inner	2006	M	64.8
Hobart Inner	2011	F	59.7
Hobart Inner	2011	M	65.2
Hobart Inner	2016	F	57.9
Hobart Inner	2016	M	62.7
Sorell - Dodges Ferry	2006	F	54.9
Sorell - Dodges Ferry	2006	M	64.4
Sorell - Dodges Ferry	2011	F	57.3
Sorell - Dodges Ferry	2011	M	63.9
Sorell - Dodges Ferry	2016	F	55.1
Sorell - Dodges Ferry	2016	M	60.9
Launceston	2006	F	52.6
Launceston	2006	M	64.6
Launceston	2011	F	54.5
Launceston	2011	M	64.7
Launceston	2016	F	53.1
Launceston	2016	M	60.8
Meander Valley - West Tamar	2006	F	48.8
Meander Valley - West Tamar	2006	M	63.2
Meander Valley - West Tamar	2011	F	51.4
Meander Valley - West Tamar	2011	M	60.9
Meander Valley - West Tamar	2016	F	49.1
Meander Valley - West Tamar	2016	M	56.5
North East	2006	F	47.8
North East	2006	M	60.8
North East	2011	F	49.3
North East	2011	M	58.7
North East	2016	F	47.3
North East	2016	M	54.4
Central Highlands (Tas.)	2006	F	49.1
Central Highlands (Tas.)	2006	M	61.5
Central Highlands (Tas.)	2011	F	51.2
Central Highlands (Tas.)	2011	M	59.2
Central Highlands (Tas.)	2016	F	50.9
Central Highlands (Tas.)	2016	M	56.9
Huon - Bruny Island	2006	F	49.7
Huon - Bruny Island	2006	M	58.7
Huon - Bruny Island	2011	F	50.8
Huon - Bruny Island	2011	M	58.1
Huon - Bruny Island	2016	F	48.2
Huon - Bruny Island	2016	M	53.5
South East Coast	2006	F	46.4
South East Coast	2006	M	54.6
South East Coast	2011	F	44.8
South East Coast	2011	M	51.9
South East Coast	2016	F	41.5
South East Coast	2016	M	46.1
Burnie - Ulverstone	2006	F	47.3
Burnie - Ulverstone	2006	M	61.8
Burnie - Ulverstone	2011	F	49.2
Burnie - Ulverstone	2011	M	60.5
Burnie - Ulverstone	2016	F	48.6
Burnie - Ulverstone	2016	M	57
Devonport	2006	F	49.6
Devonport	2006	M	63.1
Devonport	2011	F	50.2
Devonport	2011	M	61.3
Devonport	2016	F	49
Devonport	2016	M	57.4
West Coast	2006	F	55
West Coast	2006	M	68.8
West Coast	2011	F	55.1
West Coast	2011	M	67.2
West Coast	2016	F	53.2
West Coast	2016	M	61.5
Migratory - Offshore - Shipping (Tas.)	2006	F	110
Migratory - Offshore - Shipping (Tas.)	2006	M	84.6
Migratory - Offshore - Shipping (Tas.)	2011	F	72.4
Migratory - Offshore - Shipping (Tas.)	2011	M	76.8
Migratory - Offshore - Shipping (Tas.)	2016	F	83.3
Migratory - Offshore - Shipping (Tas.)	2016	M	77.6
No usual address (Tas.)	2006	F	45.6
No usual address (Tas.)	2006	M	54.8
No usual address (Tas.)	2011	F	39.9
No usual address (Tas.)	2011	M	44.9
No usual address (Tas.)	2016	F	38.9
No usual address (Tas.)	2016	M	42.4
Darwin City	2006	F	66.6
Darwin City	2006	M	70.7
Darwin City	2011	F	69.3
Darwin City	2011	M	70.5
Darwin City	2016	F	67.8
Darwin City	2016	M	73.8
Darwin Suburbs	2006	F	65.5
Darwin Suburbs	2006	M	70.2
Darwin Suburbs	2011	F	65.3
Darwin Suburbs	2011	M	66.9
Darwin Suburbs	2016	F	64.4
Darwin Suburbs	2016	M	70.2
Litchfield	2006	F	64.7
Litchfield	2006	M	70.7
Litchfield	2011	F	65
Litchfield	2011	M	70.4
Litchfield	2016	F	65.9
Litchfield	2016	M	59.8
Palmerston	2006	F	64.7
Palmerston	2006	M	74.4
Palmerston	2011	F	69
Palmerston	2011	M	77.3
Palmerston	2016	F	67.8
Palmerston	2016	M	77.8
Alice Springs	2006	F	57.5
Alice Springs	2006	M	63.8
Alice Springs	2011	F	58.9
Alice Springs	2011	M	63.8
Alice Springs	2016	F	58.2
Alice Springs	2016	M	61.7
Barkly	2006	F	43.2
Barkly	2006	M	50.6
Barkly	2011	F	44.5
Barkly	2011	M	51.1
Barkly	2016	F	46.6
Barkly	2016	M	51.9
Daly - Tiwi - West Arnhem	2006	F	42
Daly - Tiwi - West Arnhem	2006	M	51.5
Daly - Tiwi - West Arnhem	2011	F	46.1
Daly - Tiwi - West Arnhem	2011	M	55.9
Daly - Tiwi - West Arnhem	2016	F	39.4
Daly - Tiwi - West Arnhem	2016	M	44.3
East Arnhem	2006	F	47.5
East Arnhem	2006	M	61.9
East Arnhem	2011	F	49.1
East Arnhem	2011	M	62.2
East Arnhem	2016	F	41.9
East Arnhem	2016	M	46.5
Katherine	2006	F	51
Katherine	2006	M	60.1
Katherine	2011	F	56
Katherine	2011	M	62.2
Katherine	2016	F	46
Katherine	2016	M	50.7
Migratory - Offshore - Shipping (NT)	2006	F	58.8
Migratory - Offshore - Shipping (NT)	2006	M	80.8
Migratory - Offshore - Shipping (NT)	2011	F	42.1
Migratory - Offshore - Shipping (NT)	2011	M	84.4
Migratory - Offshore - Shipping (NT)	2016	F	77.8
Migratory - Offshore - Shipping (NT)	2016	M	36.1
No usual address (NT)	2006	F	35.4
No usual address (NT)	2006	M	41.8
No usual address (NT)	2011	F	37.5
No usual address (NT)	2011	M	40.9
No usual address (NT)	2016	F	26.8
No usual address (NT)	2016	M	29.8
Belconnen	2006	F	66
Belconnen	2006	M	73.3
Belconnen	2011	F	64.6
Belconnen	2011	M	72
Belconnen	2016	F	61.6
Belconnen	2016	M	68.4
Canberra East	2006	F	58.5
Canberra East	2006	M	66.9
Canberra East	2011	F	57.3
Canberra East	2011	M	43.1
Canberra East	2016	F	48.8
Canberra East	2016	M	32.9
Gungahlin	2006	F	71.7
Gungahlin	2006	M	81.7
Gungahlin	2011	F	73.5
Gungahlin	2011	M	82.2
Gungahlin	2016	F	71.4
Gungahlin	2016	M	79.3
North Canberra	2006	F	61.4
North Canberra	2006	M	67.3
North Canberra	2011	F	63.6
North Canberra	2011	M	67.6
North Canberra	2016	F	62.2
North Canberra	2016	M	66.3
South Canberra	2006	F	61.6
South Canberra	2006	M	69.3
South Canberra	2011	F	63.1
South Canberra	2011	M	71.3
South Canberra	2016	F	61.5
South Canberra	2016	M	68.2
Tuggeranong	2006	F	70.6
Tuggeranong	2006	M	78.6
Tuggeranong	2011	F	71
Tuggeranong	2011	M	77.9
Tuggeranong	2016	F	65.5
Tuggeranong	2016	M	71.8
Weston Creek	2006	F	63.3
Weston Creek	2006	M	71.4
Weston Creek	2011	F	61.7
Weston Creek	2011	M	70
Weston Creek	2016	F	58.2
Weston Creek	2016	M	64
Woden Valley	2006	F	59.7
Woden Valley	2006	M	68
Woden Valley	2011	F	61.6
Woden Valley	2011	M	69.1
Woden Valley	2016	F	58.6
Woden Valley	2016	M	65.7
Molonglo	2006	F	0
Molonglo	2006	M	0
Molonglo	2011	F	75
Molonglo	2011	M	100
Molonglo	2016	F	77.9
Molonglo	2016	M	83.2
Urriarra - Namadgi	2006	F	78
Urriarra - Namadgi	2006	M	83.9
Urriarra - Namadgi	2011	F	77
Urriarra - Namadgi	2011	M	82.5
Urriarra - Namadgi	2016	F	69.4
Urriarra - Namadgi	2016	M	75.7
Migratory - Offshore - Shipping (ACT)	2006	F	0
Migratory - Offshore - Shipping (ACT)	2006	M	0
Migratory - Offshore - Shipping (ACT)	2011	F	0
Migratory - Offshore - Shipping (ACT)	2011	M	0
Migratory - Offshore - Shipping (ACT)	2016	F	0
Migratory - Offshore - Shipping (ACT)	2016	M	0
No usual address (ACT)	2006	F	56.8
No usual address (ACT)	2006	M	63.3
No usual address (ACT)	2011	F	60.3
No usual address (ACT)	2011	M	54.5
No usual address (ACT)	2016	F	55
No usual address (ACT)	2016	M	44.8
Christmas Island	2006	F	60.4
Christmas Island	2006	M	74.7
Christmas Island	2011	F	69.1
Christmas Island	2011	M	36.6
Christmas Island	2016	F	57.9
Christmas Island	2016	M	53.3
Cocos (Keeling) Islands	2006	F	42.1
Cocos (Keeling) Islands	2006	M	71.8
Cocos (Keeling) Islands	2011	F	48.3
Cocos (Keeling) Islands	2011	M	64.7
Cocos (Keeling) Islands	2016	F	46.8
Cocos (Keeling) Islands	2016	M	62.6
Jervis Bay	2006	F	48.8
Jervis Bay	2006	M	72.8
Jervis Bay	2011	F	41.8
Jervis Bay	2011	M	64.1
Jervis Bay	2016	F	37.1
Jervis Bay	2016	M	53.7
Norfolk Island	2006	F	0
Norfolk Island	2006	M	0
Norfolk Island	2011	F	0
Norfolk Island	2011	M	0
Norfolk Island	2016	F	66.1
Norfolk Island	2016	M	69.8
Migratory - Offshore - Shipping (OT)	2006	F	0
Migratory - Offshore - Shipping (OT)	2006	M	0
Migratory - Offshore - Shipping (OT)	2011	F	0
Migratory - Offshore - Shipping (OT)	2011	M	0
Migratory - Offshore - Shipping (OT)	2016	F	0
Migratory - Offshore - Shipping (OT)	2016	M	100
No usual address (OT)	2006	F	100
No usual address (OT)	2006	M	54.5
No usual address (OT)	2011	F	68.4
No usual address (OT)	2011	M	140
No usual address (OT)	2016	F	36.7
No usual address (OT)	2016	M	33.3
