SA3_NAME16	Year	NonSchoolQualification	persons
Eyre Peninsula and South West	2011	Certificate I and II Level	819
Eyre Peninsula and South West	2011	Certificate III and IV Level	8416
Eyre Peninsula and South West	2011	Advanced Diploma and Diploma	2273
Eyre Peninsula and South West	2011	Bachelor	2961
Eyre Peninsula and South West	2011	Graduate Diploma and Graduate Certificate	362
Eyre Peninsula and South West	2011	Postgraduate	343
Eyre Peninsula and South West	2016		38773
Eyre Peninsula and South West	2016	Certificate nfd	888
Eyre Peninsula and South West	2016	Certificate I and II Level	812
Eyre Peninsula and South West	2016	Certificate III and IV Level	9203
Eyre Peninsula and South West	2016	Advanced Diploma and Diploma	2771
Eyre Peninsula and South West	2016	Bachelor	3270
Eyre Peninsula and South West	2016	Graduate Diploma and Graduate Certificate	454
Eyre Peninsula and South West	2016	Postgraduate	442
Outback - North and East	2006		20662
Outback - North and East	2006	Certificate nfd	288
Outback - North and East	2006	Certificate I and II Level	314
Outback - North and East	2006	Certificate III and IV Level	3426
Outback - North and East	2006	Advanced Diploma and Diploma	832
Outback - North and East	2006	Bachelor	1165
Outback - North and East	2006	Graduate Diploma and Graduate Certificate	169
Outback - North and East	2006	Postgraduate	109
Outback - North and East	2011		20579
Outback - North and East	2011	Certificate nfd	254
Outback - North and East	2011	Certificate I and II Level	350
Outback - North and East	2011	Certificate III and IV Level	4125
Outback - North and East	2011	Advanced Diploma and Diploma	1040
Outback - North and East	2011	Bachelor	1421
Outback - North and East	2011	Graduate Diploma and Graduate Certificate	225
Outback - North and East	2011	Postgraduate	202
Outback - North and East	2016		18408
Outback - North and East	2016	Certificate nfd	356
Outback - North and East	2016	Certificate I and II Level	345
Outback - North and East	2016	Certificate III and IV Level	4081
Outback - North and East	2016	Advanced Diploma and Diploma	1117
Outback - North and East	2016	Bachelor	1410
Outback - North and East	2016	Graduate Diploma and Graduate Certificate	228
Outback - North and East	2016	Postgraduate	258
Fleurieu - Kangaroo Island	2006		29375
Fleurieu - Kangaroo Island	2006	Certificate nfd	663
Fleurieu - Kangaroo Island	2006	Certificate I and II Level	421
Fleurieu - Kangaroo Island	2006	Certificate III and IV Level	5389
Fleurieu - Kangaroo Island	2006	Advanced Diploma and Diploma	2324
Fleurieu - Kangaroo Island	2006	Bachelor	2238
Fleurieu - Kangaroo Island	2006	Graduate Diploma and Graduate Certificate	369
Fleurieu - Kangaroo Island	2006	Postgraduate	364
Fleurieu - Kangaroo Island	2011		30553
Fleurieu - Kangaroo Island	2011	Certificate nfd	795
Fleurieu - Kangaroo Island	2011	Certificate I and II Level	585
Fleurieu - Kangaroo Island	2011	Certificate III and IV Level	7061
Fleurieu - Kangaroo Island	2011	Advanced Diploma and Diploma	3148
Fleurieu - Kangaroo Island	2011	Bachelor	3099
Fleurieu - Kangaroo Island	2011	Graduate Diploma and Graduate Certificate	524
Fleurieu - Kangaroo Island	2011	Postgraduate	583
Fleurieu - Kangaroo Island	2016		31089
Fleurieu - Kangaroo Island	2016	Certificate nfd	1097
Fleurieu - Kangaroo Island	2016	Certificate I and II Level	696
Fleurieu - Kangaroo Island	2016	Certificate III and IV Level	8322
Fleurieu - Kangaroo Island	2016	Advanced Diploma and Diploma	3905
Fleurieu - Kangaroo Island	2016	Bachelor	3853
Fleurieu - Kangaroo Island	2016	Graduate Diploma and Graduate Certificate	672
Fleurieu - Kangaroo Island	2016	Postgraduate	763
Limestone Coast	2006		47607
Limestone Coast	2006	Certificate nfd	756
Limestone Coast	2006	Certificate I and II Level	821
Limestone Coast	2006	Certificate III and IV Level	7370
Limestone Coast	2006	Advanced Diploma and Diploma	2368
Limestone Coast	2006	Bachelor	2706
Limestone Coast	2006	Graduate Diploma and Graduate Certificate	366
Limestone Coast	2006	Postgraduate	224
Limestone Coast	2011		45572
Limestone Coast	2011	Certificate nfd	843
Limestone Coast	2011	Certificate I and II Level	990
Limestone Coast	2011	Certificate III and IV Level	8932
Limestone Coast	2011	Advanced Diploma and Diploma	2660
Limestone Coast	2011	Bachelor	3274
Limestone Coast	2011	Graduate Diploma and Graduate Certificate	462
Limestone Coast	2011	Postgraduate	346
Limestone Coast	2016		44355
Limestone Coast	2016	Certificate nfd	1167
Limestone Coast	2016	Certificate I and II Level	990
Limestone Coast	2016	Certificate III and IV Level	10235
Limestone Coast	2016	Advanced Diploma and Diploma	3309
Limestone Coast	2016	Bachelor	3648
Limestone Coast	2016	Graduate Diploma and Graduate Certificate	565
Limestone Coast	2016	Postgraduate	519
Murray and Mallee	2006		52814
Murray and Mallee	2006	Certificate nfd	791
Murray and Mallee	2006	Certificate I and II Level	673
Murray and Mallee	2006	Certificate III and IV Level	7382
Murray and Mallee	2006	Advanced Diploma and Diploma	2259
Murray and Mallee	2006	Bachelor	2322
Murray and Mallee	2006	Graduate Diploma and Graduate Certificate	322
Murray and Mallee	2006	Postgraduate	199
Murray and Mallee	2011		50749
Murray and Mallee	2011	Certificate nfd	844
Murray and Mallee	2011	Certificate I and II Level	980
Murray and Mallee	2011	Certificate III and IV Level	8821
Murray and Mallee	2011	Advanced Diploma and Diploma	2774
Murray and Mallee	2011	Bachelor	2852
Murray and Mallee	2011	Graduate Diploma and Graduate Certificate	397
Murray and Mallee	2011	Postgraduate	309
Murray and Mallee	2016		49026
Murray and Mallee	2016	Certificate nfd	1185
Murray and Mallee	2016	Certificate I and II Level	987
Murray and Mallee	2016	Certificate III and IV Level	10373
Murray and Mallee	2016	Advanced Diploma and Diploma	3652
Murray and Mallee	2016	Bachelor	3345
Murray and Mallee	2016	Graduate Diploma and Graduate Certificate	512
Murray and Mallee	2016	Postgraduate	474
Migratory - Offshore - Shipping (SA)	2006		6
Migratory - Offshore - Shipping (SA)	2006	Certificate nfd	0
Migratory - Offshore - Shipping (SA)	2006	Certificate I and II Level	0
Migratory - Offshore - Shipping (SA)	2006	Certificate III and IV Level	0
Migratory - Offshore - Shipping (SA)	2006	Advanced Diploma and Diploma	0
Migratory - Offshore - Shipping (SA)	2006	Bachelor	0
Migratory - Offshore - Shipping (SA)	2006	Graduate Diploma and Graduate Certificate	0
Migratory - Offshore - Shipping (SA)	2006	Postgraduate	0
Migratory - Offshore - Shipping (SA)	2011		5
Migratory - Offshore - Shipping (SA)	2011	Certificate nfd	0
Migratory - Offshore - Shipping (SA)	2011	Certificate I and II Level	0
Migratory - Offshore - Shipping (SA)	2011	Certificate III and IV Level	0
Migratory - Offshore - Shipping (SA)	2011	Advanced Diploma and Diploma	0
Migratory - Offshore - Shipping (SA)	2011	Bachelor	0
Migratory - Offshore - Shipping (SA)	2011	Graduate Diploma and Graduate Certificate	0
Migratory - Offshore - Shipping (SA)	2011	Postgraduate	0
Migratory - Offshore - Shipping (SA)	2016		3
Migratory - Offshore - Shipping (SA)	2016	Certificate nfd	0
Migratory - Offshore - Shipping (SA)	2016	Certificate I and II Level	0
Migratory - Offshore - Shipping (SA)	2016	Certificate III and IV Level	0
Migratory - Offshore - Shipping (SA)	2016	Advanced Diploma and Diploma	0
Migratory - Offshore - Shipping (SA)	2016	Bachelor	0
Migratory - Offshore - Shipping (SA)	2016	Graduate Diploma and Graduate Certificate	0
Migratory - Offshore - Shipping (SA)	2016	Postgraduate	0
No usual address (SA)	2006		1777
No usual address (SA)	2006	Certificate nfd	34
No usual address (SA)	2006	Certificate I and II Level	32
No usual address (SA)	2006	Certificate III and IV Level	352
No usual address (SA)	2006	Advanced Diploma and Diploma	128
No usual address (SA)	2006	Bachelor	231
No usual address (SA)	2006	Graduate Diploma and Graduate Certificate	15
No usual address (SA)	2006	Postgraduate	49
No usual address (SA)	2011		2094
No usual address (SA)	2011	Certificate nfd	57
No usual address (SA)	2011	Certificate I and II Level	48
No usual address (SA)	2011	Certificate III and IV Level	396
No usual address (SA)	2011	Advanced Diploma and Diploma	147
No usual address (SA)	2011	Bachelor	239
No usual address (SA)	2011	Graduate Diploma and Graduate Certificate	22
No usual address (SA)	2011	Postgraduate	66
No usual address (SA)	2016		1942
No usual address (SA)	2016	Certificate nfd	47
No usual address (SA)	2016	Certificate I and II Level	25
No usual address (SA)	2016	Certificate III and IV Level	402
No usual address (SA)	2016	Advanced Diploma and Diploma	145
No usual address (SA)	2016	Bachelor	219
No usual address (SA)	2016	Graduate Diploma and Graduate Certificate	24
No usual address (SA)	2016	Postgraduate	59
Augusta - Margaret River - Busselton	2006		24736
Augusta - Margaret River - Busselton	2006	Certificate nfd	563
Augusta - Margaret River - Busselton	2006	Certificate I and II Level	354
Augusta - Margaret River - Busselton	2006	Certificate III and IV Level	4756
Augusta - Margaret River - Busselton	2006	Advanced Diploma and Diploma	2097
Augusta - Margaret River - Busselton	2006	Bachelor	2574
Augusta - Margaret River - Busselton	2006	Graduate Diploma and Graduate Certificate	381
Augusta - Margaret River - Busselton	2006	Postgraduate	244
Augusta - Margaret River - Busselton	2011		27151
Augusta - Margaret River - Busselton	2011	Certificate nfd	621
Augusta - Margaret River - Busselton	2011	Certificate I and II Level	501
Augusta - Margaret River - Busselton	2011	Certificate III and IV Level	6453
Augusta - Margaret River - Busselton	2011	Advanced Diploma and Diploma	2778
Augusta - Margaret River - Busselton	2011	Bachelor	3644
Augusta - Margaret River - Busselton	2011	Graduate Diploma and Graduate Certificate	492
Augusta - Margaret River - Busselton	2011	Postgraduate	406
Augusta - Margaret River - Busselton	2016		30839
Augusta - Margaret River - Busselton	2016	Certificate nfd	959
Augusta - Margaret River - Busselton	2016	Certificate I and II Level	612
Augusta - Margaret River - Busselton	2016	Certificate III and IV Level	8333
Augusta - Margaret River - Busselton	2016	Advanced Diploma and Diploma	3696
Augusta - Margaret River - Busselton	2016	Bachelor	5002
Augusta - Margaret River - Busselton	2016	Graduate Diploma and Graduate Certificate	710
Augusta - Margaret River - Busselton	2016	Postgraduate	724
Bunbury	2006		59400
Bunbury	2006	Certificate nfd	1211
Bunbury	2006	Certificate I and II Level	883
Bunbury	2006	Certificate III and IV Level	11305
Bunbury	2006	Advanced Diploma and Diploma	3664
Bunbury	2006	Bachelor	4359
Bunbury	2006	Graduate Diploma and Graduate Certificate	562
Bunbury	2006	Postgraduate	475
Bunbury	2011		62465
Bunbury	2011	Certificate nfd	1316
Bunbury	2011	Certificate I and II Level	1140
Bunbury	2011	Certificate III and IV Level	17275
Bunbury	2011	Advanced Diploma and Diploma	4832
Bunbury	2011	Bachelor	5833
Bunbury	2011	Graduate Diploma and Graduate Certificate	794
Bunbury	2011	Postgraduate	727
Bunbury	2016		65992
Bunbury	2016	Certificate nfd	1833
Bunbury	2016	Certificate I and II Level	1460
Bunbury	2016	Certificate III and IV Level	17816
Bunbury	2016	Advanced Diploma and Diploma	6170
Bunbury	2016	Bachelor	7163
Bunbury	2016	Graduate Diploma and Graduate Certificate	1079
Bunbury	2016	Postgraduate	1131
Manjimup	2006		15245
Manjimup	2006	Certificate nfd	317
Manjimup	2006	Certificate I and II Level	210
Manjimup	2006	Certificate III and IV Level	2407
Manjimup	2006	Advanced Diploma and Diploma	1008
Manjimup	2006	Bachelor	1126
Manjimup	2006	Graduate Diploma and Graduate Certificate	171
Manjimup	2006	Postgraduate	129
Manjimup	2011		15013
Manjimup	2011	Certificate nfd	289
Manjimup	2011	Certificate I and II Level	277
Manjimup	2011	Certificate III and IV Level	3054
Manjimup	2011	Advanced Diploma and Diploma	1237
Manjimup	2011	Bachelor	1403
Manjimup	2011	Graduate Diploma and Graduate Certificate	206
Manjimup	2011	Postgraduate	192
Manjimup	2016		15080
Manjimup	2016	Certificate nfd	430
Manjimup	2016	Certificate I and II Level	285
Manjimup	2016	Certificate III and IV Level	3501
Manjimup	2016	Advanced Diploma and Diploma	1420
Manjimup	2016	Bachelor	1587
Manjimup	2016	Graduate Diploma and Graduate Certificate	263
Manjimup	2016	Postgraduate	249
Mandurah	2006		49372
Mandurah	2006	Certificate nfd	900
Mandurah	2006	Certificate I and II Level	585
Mandurah	2006	Certificate III and IV Level	9364
Mandurah	2006	Advanced Diploma and Diploma	3168
Mandurah	2006	Bachelor	2815
Mandurah	2006	Graduate Diploma and Graduate Certificate	340
Mandurah	2006	Postgraduate	310
Mandurah	2011		57824
Mandurah	2011	Certificate nfd	1155
Mandurah	2011	Certificate I and II Level	909
Mandurah	2011	Certificate III and IV Level	13381
Mandurah	2011	Advanced Diploma and Diploma	4609
Mandurah	2011	Bachelor	4247
Mandurah	2011	Graduate Diploma and Graduate Certificate	577
Mandurah	2011	Postgraduate	593
Mandurah	2016		62335
Mandurah	2016	Certificate nfd	1877
Mandurah	2016	Certificate I and II Level	1158
Mandurah	2016	Certificate III and IV Level	16862
Mandurah	2016	Advanced Diploma and Diploma	6524
Mandurah	2016	Bachelor	6000
Mandurah	2016	Graduate Diploma and Graduate Certificate	915
Mandurah	2016	Postgraduate	1065
Cottesloe - Claremont	2006		35114
Cottesloe - Claremont	2006	Certificate nfd	631
Cottesloe - Claremont	2006	Certificate I and II Level	239
Cottesloe - Claremont	2006	Certificate III and IV Level	2591
Cottesloe - Claremont	2006	Advanced Diploma and Diploma	4742
Cottesloe - Claremont	2006	Bachelor	13422
Cottesloe - Claremont	2006	Graduate Diploma and Graduate Certificate	1361
Cottesloe - Claremont	2006	Postgraduate	4278
Cottesloe - Claremont	2011		33363
Cottesloe - Claremont	2011	Certificate nfd	585
Cottesloe - Claremont	2011	Certificate I and II Level	255
Cottesloe - Claremont	2011	Certificate III and IV Level	2783
Cottesloe - Claremont	2011	Advanced Diploma and Diploma	4715
Cottesloe - Claremont	2011	Bachelor	15193
Cottesloe - Claremont	2011	Graduate Diploma and Graduate Certificate	1776
Cottesloe - Claremont	2011	Postgraduate	5464
Cottesloe - Claremont	2016		32667
Cottesloe - Claremont	2016	Certificate nfd	720
Cottesloe - Claremont	2016	Certificate I and II Level	280
Cottesloe - Claremont	2016	Certificate III and IV Level	2740
Cottesloe - Claremont	2016	Advanced Diploma and Diploma	4666
Cottesloe - Claremont	2016	Bachelor	17742
Cottesloe - Claremont	2016	Graduate Diploma and Graduate Certificate	2030
Cottesloe - Claremont	2016	Postgraduate	6789
Perth City	2006		44914
Perth City	2006	Certificate nfd	1005
Perth City	2006	Certificate I and II Level	533
Perth City	2006	Certificate III and IV Level	5664
Perth City	2006	Advanced Diploma and Diploma	5923
Perth City	2006	Bachelor	15783
Perth City	2006	Graduate Diploma and Graduate Certificate	1916
Perth City	2006	Postgraduate	4023
Perth City	2011		45927
Perth City	2011	Certificate nfd	909
Perth City	2011	Certificate I and II Level	589
Perth City	2011	Certificate III and IV Level	7045
Perth City	2011	Advanced Diploma and Diploma	7174
Perth City	2011	Bachelor	21554
Perth City	2011	Graduate Diploma and Graduate Certificate	2637
Perth City	2011	Postgraduate	6382
Perth City	2016		47256
Perth City	2016	Certificate nfd	1250
Perth City	2016	Certificate I and II Level	572
Perth City	2016	Certificate III and IV Level	7470
Perth City	2016	Advanced Diploma and Diploma	8023
Perth City	2016	Bachelor	25255
Perth City	2016	Graduate Diploma and Graduate Certificate	3140
Perth City	2016	Postgraduate	8700
Bayswater - Bassendean	2006		46331
Bayswater - Bassendean	2006	Certificate nfd	1009
Bayswater - Bassendean	2006	Certificate I and II Level	602
Bayswater - Bassendean	2006	Certificate III and IV Level	8341
Bayswater - Bassendean	2006	Advanced Diploma and Diploma	4538
Bayswater - Bassendean	2006	Bachelor	7123
Bayswater - Bassendean	2006	Graduate Diploma and Graduate Certificate	854
Bayswater - Bassendean	2006	Postgraduate	1069
Bayswater - Bassendean	2011		46487
Bayswater - Bassendean	2011	Certificate nfd	983
Bayswater - Bassendean	2011	Certificate I and II Level	677
Bayswater - Bassendean	2011	Certificate III and IV Level	9647
Bayswater - Bassendean	2011	Advanced Diploma and Diploma	5626
Bayswater - Bassendean	2011	Bachelor	9645
Bayswater - Bassendean	2011	Graduate Diploma and Graduate Certificate	1229
Bayswater - Bassendean	2011	Postgraduate	2045
Bayswater - Bassendean	2016		45133
Bayswater - Bassendean	2016	Certificate nfd	1251
Bayswater - Bassendean	2016	Certificate I and II Level	703
Bayswater - Bassendean	2016	Certificate III and IV Level	10263
Bayswater - Bassendean	2016	Advanced Diploma and Diploma	6365
Bayswater - Bassendean	2016	Bachelor	12032
Bayswater - Bassendean	2016	Graduate Diploma and Graduate Certificate	1600
Bayswater - Bassendean	2016	Postgraduate	3096
Mundaring	2006		26071
Mundaring	2006	Certificate nfd	574
Mundaring	2006	Certificate I and II Level	317
Mundaring	2006	Certificate III and IV Level	5086
Mundaring	2006	Advanced Diploma and Diploma	2511
Mundaring	2006	Bachelor	2939
Mundaring	2006	Graduate Diploma and Graduate Certificate	459
Mundaring	2006	Postgraduate	547
Mundaring	2011		26057
Mundaring	2011	Certificate nfd	579
Mundaring	2011	Certificate I and II Level	386
Mundaring	2011	Certificate III and IV Level	5946
Mundaring	2011	Advanced Diploma and Diploma	2785
Mundaring	2011	Bachelor	3410
Mundaring	2011	Graduate Diploma and Graduate Certificate	557
Mundaring	2011	Postgraduate	692
Mundaring	2016		25533
Mundaring	2016	Certificate nfd	750
Mundaring	2016	Certificate I and II Level	389
Mundaring	2016	Certificate III and IV Level	6588
Mundaring	2016	Advanced Diploma and Diploma	3191
Mundaring	2016	Bachelor	3962
Mundaring	2016	Graduate Diploma and Graduate Certificate	742
Mundaring	2016	Postgraduate	877
Swan	2006		65032
Swan	2006	Certificate nfd	1172
Swan	2006	Certificate I and II Level	786
Swan	2006	Certificate III and IV Level	10921
Swan	2006	Advanced Diploma and Diploma	4491
Swan	2006	Bachelor	4915
Swan	2006	Graduate Diploma and Graduate Certificate	538
Swan	2006	Postgraduate	623
Swan	2011		71352
Swan	2011	Certificate nfd	1370
Swan	2011	Certificate I and II Level	1019
Swan	2011	Certificate III and IV Level	14632
Swan	2011	Advanced Diploma and Diploma	6085
Swan	2011	Bachelor	6782
Swan	2011	Graduate Diploma and Graduate Certificate	832
Swan	2011	Postgraduate	1066
Swan	2016		82239
Swan	2016	Certificate nfd	2059
Swan	2016	Certificate I and II Level	1496
Swan	2016	Certificate III and IV Level	19592
Swan	2016	Advanced Diploma and Diploma	9038
Swan	2016	Bachelor	10633
Swan	2016	Graduate Diploma and Graduate Certificate	1290
Swan	2016	Postgraduate	2193
Joondalup	2006		96141
Joondalup	2006	Certificate nfd	2316
Joondalup	2006	Certificate I and II Level	1335
Joondalup	2006	Certificate III and IV Level	19851
Joondalup	2006	Advanced Diploma and Diploma	11207
Joondalup	2006	Bachelor	14756
Joondalup	2006	Graduate Diploma and Graduate Certificate	1797
Joondalup	2006	Postgraduate	2272
Joondalup	2011		89948
Joondalup	2011	Certificate nfd	2210
Joondalup	2011	Certificate I and II Level	1480
Joondalup	2011	Certificate III and IV Level	22082
Joondalup	2011	Advanced Diploma and Diploma	12652
Joondalup	2011	Bachelor	18130
Joondalup	2011	Graduate Diploma and Graduate Certificate	2449
Joondalup	2011	Postgraduate	3472
Joondalup	2016		84690
Joondalup	2016	Certificate nfd	2809
Joondalup	2016	Certificate I and II Level	1406
Joondalup	2016	Certificate III and IV Level	22638
Joondalup	2016	Advanced Diploma and Diploma	13734
Joondalup	2016	Bachelor	21581
Joondalup	2016	Graduate Diploma and Graduate Certificate	3091
Joondalup	2016	Postgraduate	4781
Stirling	2006		103846
Stirling	2006	Certificate nfd	2281
Stirling	2006	Certificate I and II Level	1250
Stirling	2006	Certificate III and IV Level	16537
Stirling	2006	Advanced Diploma and Diploma	11311
Stirling	2006	Bachelor	19548
Stirling	2006	Graduate Diploma and Graduate Certificate	2335
Stirling	2006	Postgraduate	3345
Stirling	2011		107148
Stirling	2011	Certificate nfd	2287
Stirling	2011	Certificate I and II Level	1379
Stirling	2011	Certificate III and IV Level	19067
Stirling	2011	Advanced Diploma and Diploma	13592
Stirling	2011	Bachelor	25948
Stirling	2011	Graduate Diploma and Graduate Certificate	3195
Stirling	2011	Postgraduate	5816
Stirling	2016		106222
Stirling	2016	Certificate nfd	3102
Stirling	2016	Certificate I and II Level	1491
Stirling	2016	Certificate III and IV Level	21150
Stirling	2016	Advanced Diploma and Diploma	15684
Stirling	2016	Bachelor	32338
Stirling	2016	Graduate Diploma and Graduate Certificate	4100
Stirling	2016	Postgraduate	8338
Wanneroo	2006		80730
Wanneroo	2006	Certificate nfd	1465
Wanneroo	2006	Certificate I and II Level	994
Wanneroo	2006	Certificate III and IV Level	14607
Wanneroo	2006	Advanced Diploma and Diploma	5946
Wanneroo	2006	Bachelor	5918
Wanneroo	2006	Graduate Diploma and Graduate Certificate	599
Wanneroo	2006	Postgraduate	682
Wanneroo	2011		102303
Wanneroo	2011	Certificate nfd	1937
Wanneroo	2011	Certificate I and II Level	1534
Wanneroo	2011	Certificate III and IV Level	23079
Wanneroo	2011	Advanced Diploma and Diploma	9604
Wanneroo	2011	Bachelor	10847
Wanneroo	2011	Graduate Diploma and Graduate Certificate	1237
Wanneroo	2011	Postgraduate	1563
Wanneroo	2016		118429
Wanneroo	2016	Certificate nfd	3205
Wanneroo	2016	Certificate I and II Level	2046
Wanneroo	2016	Certificate III and IV Level	29142
Wanneroo	2016	Advanced Diploma and Diploma	13836
Wanneroo	2016	Bachelor	16203
Wanneroo	2016	Graduate Diploma and Graduate Certificate	1922
Wanneroo	2016	Postgraduate	3177
Armadale	2006		36894
Armadale	2006	Certificate nfd	648
Armadale	2006	Certificate I and II Level	498
Armadale	2006	Certificate III and IV Level	7009
Armadale	2006	Advanced Diploma and Diploma	2444
Armadale	2006	Bachelor	2425
Armadale	2006	Graduate Diploma and Graduate Certificate	306
Armadale	2006	Postgraduate	313
Armadale	2011		41734
Armadale	2011	Certificate nfd	886
Armadale	2011	Certificate I and II Level	725
Armadale	2011	Certificate III and IV Level	10138
Armadale	2011	Advanced Diploma and Diploma	3609
Armadale	2011	Bachelor	3966
Armadale	2011	Graduate Diploma and Graduate Certificate	532
Armadale	2011	Postgraduate	707
Armadale	2016		49478
Armadale	2016	Certificate nfd	1346
Armadale	2016	Certificate I and II Level	934
Armadale	2016	Certificate III and IV Level	12313
Armadale	2016	Advanced Diploma and Diploma	5643
Armadale	2016	Bachelor	7194
Armadale	2016	Graduate Diploma and Graduate Certificate	837
Armadale	2016	Postgraduate	1857
Belmont - Victoria Park	2006		36462
Belmont - Victoria Park	2006	Certificate nfd	738
Belmont - Victoria Park	2006	Certificate I and II Level	449
Belmont - Victoria Park	2006	Certificate III and IV Level	6030
Belmont - Victoria Park	2006	Advanced Diploma and Diploma	3533
Belmont - Victoria Park	2006	Bachelor	5874
Belmont - Victoria Park	2006	Graduate Diploma and Graduate Certificate	646
Belmont - Victoria Park	2006	Postgraduate	1049
Belmont - Victoria Park	2011		38306
Belmont - Victoria Park	2011	Certificate nfd	747
Belmont - Victoria Park	2011	Certificate I and II Level	565
Belmont - Victoria Park	2011	Certificate III and IV Level	7432
Belmont - Victoria Park	2011	Advanced Diploma and Diploma	4721
Belmont - Victoria Park	2011	Bachelor	8701
Belmont - Victoria Park	2011	Graduate Diploma and Graduate Certificate	991
Belmont - Victoria Park	2011	Postgraduate	2341
Belmont - Victoria Park	2016		39668
Belmont - Victoria Park	2016	Certificate nfd	985
Belmont - Victoria Park	2016	Certificate I and II Level	554
Belmont - Victoria Park	2016	Certificate III and IV Level	8272
Belmont - Victoria Park	2016	Advanced Diploma and Diploma	5498
Belmont - Victoria Park	2016	Bachelor	11129
Belmont - Victoria Park	2016	Graduate Diploma and Graduate Certificate	1263
Belmont - Victoria Park	2016	Postgraduate	3349
Canning	2006		52476
Canning	2006	Certificate nfd	1090
Canning	2006	Certificate I and II Level	609
Canning	2006	Certificate III and IV Level	8534
Canning	2006	Advanced Diploma and Diploma	5729
Canning	2006	Bachelor	9179
Canning	2006	Graduate Diploma and Graduate Certificate	935
Canning	2006	Postgraduate	1871
Canning	2011		53362
Canning	2011	Certificate nfd	1054
Canning	2011	Certificate I and II Level	651
Canning	2011	Certificate III and IV Level	9318
Canning	2011	Advanced Diploma and Diploma	6703
Canning	2011	Bachelor	12988
Canning	2011	Graduate Diploma and Graduate Certificate	1291
Canning	2011	Postgraduate	3397
Canning	2016		52392
Canning	2016	Certificate nfd	1311
Canning	2016	Certificate I and II Level	763
Canning	2016	Certificate III and IV Level	9434
Canning	2016	Advanced Diploma and Diploma	7354
Canning	2016	Bachelor	15642
Canning	2016	Graduate Diploma and Graduate Certificate	1649
Canning	2016	Postgraduate	5052
Gosnells	2006		66782
Gosnells	2006	Certificate nfd	1272
Gosnells	2006	Certificate I and II Level	876
Gosnells	2006	Certificate III and IV Level	11868
Gosnells	2006	Advanced Diploma and Diploma	4663
Gosnells	2006	Bachelor	4923
Gosnells	2006	Graduate Diploma and Graduate Certificate	515
Gosnells	2006	Postgraduate	683
Gosnells	2011		71710
Gosnells	2011	Certificate nfd	1362
Gosnells	2011	Certificate I and II Level	1123
Gosnells	2011	Certificate III and IV Level	15569
Gosnells	2011	Advanced Diploma and Diploma	6296
Gosnells	2011	Bachelor	8068
Gosnells	2011	Graduate Diploma and Graduate Certificate	790
Gosnells	2011	Postgraduate	1666
Gosnells	2016		75173
Gosnells	2016	Certificate nfd	1788
Gosnells	2016	Certificate I and II Level	1298
Gosnells	2016	Certificate III and IV Level	15790
Gosnells	2016	Advanced Diploma and Diploma	7855
Gosnells	2016	Bachelor	11701
Gosnells	2016	Graduate Diploma and Graduate Certificate	1091
Gosnells	2016	Postgraduate	3377
Kalamunda	2006		33410
Kalamunda	2006	Certificate nfd	745
Kalamunda	2006	Certificate I and II Level	411
Kalamunda	2006	Certificate III and IV Level	6789
Kalamunda	2006	Advanced Diploma and Diploma	3303
Kalamunda	2006	Bachelor	3757
Kalamunda	2006	Graduate Diploma and Graduate Certificate	494
Kalamunda	2006	Postgraduate	625
Kalamunda	2011		34486
Kalamunda	2011	Certificate nfd	793
Kalamunda	2011	Certificate I and II Level	521
Kalamunda	2011	Certificate III and IV Level	7927
Kalamunda	2011	Advanced Diploma and Diploma	3777
Kalamunda	2011	Bachelor	4565
Kalamunda	2011	Graduate Diploma and Graduate Certificate	655
Kalamunda	2011	Postgraduate	839
Kalamunda	2016		34595
Kalamunda	2016	Certificate nfd	1020
Kalamunda	2016	Certificate I and II Level	567
Kalamunda	2016	Certificate III and IV Level	9038
Kalamunda	2016	Advanced Diploma and Diploma	4379
Kalamunda	2016	Bachelor	5711
Kalamunda	2016	Graduate Diploma and Graduate Certificate	852
Kalamunda	2016	Postgraduate	1287
Serpentine - Jarrahdale	2006		9351
Serpentine - Jarrahdale	2006	Certificate nfd	171
Serpentine - Jarrahdale	2006	Certificate I and II Level	128
Serpentine - Jarrahdale	2006	Certificate III and IV Level	1978
Serpentine - Jarrahdale	2006	Advanced Diploma and Diploma	661
Serpentine - Jarrahdale	2006	Bachelor	610
Serpentine - Jarrahdale	2006	Graduate Diploma and Graduate Certificate	77
Serpentine - Jarrahdale	2006	Postgraduate	85
Serpentine - Jarrahdale	2011		12113
Serpentine - Jarrahdale	2011	Certificate nfd	235
Serpentine - Jarrahdale	2011	Certificate I and II Level	194
Serpentine - Jarrahdale	2011	Certificate III and IV Level	3062
Serpentine - Jarrahdale	2011	Advanced Diploma and Diploma	992
Serpentine - Jarrahdale	2011	Bachelor	937
Serpentine - Jarrahdale	2011	Graduate Diploma and Graduate Certificate	137
Serpentine - Jarrahdale	2011	Postgraduate	135
Serpentine - Jarrahdale	2016		17079
Serpentine - Jarrahdale	2016	Certificate nfd	440
Serpentine - Jarrahdale	2016	Certificate I and II Level	322
Serpentine - Jarrahdale	2016	Certificate III and IV Level	4935
Serpentine - Jarrahdale	2016	Advanced Diploma and Diploma	1795
Serpentine - Jarrahdale	2016	Bachelor	1728
Serpentine - Jarrahdale	2016	Graduate Diploma and Graduate Certificate	245
Serpentine - Jarrahdale	2016	Postgraduate	329
South Perth	2006		22389
