SA3_NAME16	Year	BornAust	persons
Augusta - Margaret River - Busselton	2006	0	5639
Augusta - Margaret River - Busselton	2006	1	27730
Augusta - Margaret River - Busselton	2011	0	7618
Augusta - Margaret River - Busselton	2011	1	31985
Augusta - Margaret River - Busselton	2016	0	9689
Augusta - Margaret River - Busselton	2016	1	37059
Bunbury	2006	0	12666
Bunbury	2006	1	63666
Bunbury	2011	0	17714
Bunbury	2011	1	70975
Bunbury	2016	0	19400
Bunbury	2016	1	74998
Manjimup	2006	0	3473
Manjimup	2006	1	15918
Manjimup	2011	0	3933
Manjimup	2011	1	16783
Manjimup	2016	0	3969
Manjimup	2016	1	16537
Mandurah	2006	0	13945
Mandurah	2006	1	47291
Mandurah	2011	0	20159
Mandurah	2011	1	57686
Mandurah	2016	0	25129
Mandurah	2016	1	64509
Cottesloe - Claremont	2006	0	17419
Cottesloe - Claremont	2006	1	40362
Cottesloe - Claremont	2011	0	19973
Cottesloe - Claremont	2011	1	40655
Cottesloe - Claremont	2016	0	21379
Cottesloe - Claremont	2016	1	42305
Perth City	2006	0	25912
Perth City	2006	1	44434
Perth City	2011	0	34784
Perth City	2011	1	49121
Perth City	2016	0	39266
Perth City	2016	1	52505
Bayswater - Bassendean	2006	0	23005
Bayswater - Bassendean	2006	1	42108
Bayswater - Bassendean	2011	0	27811
Bayswater - Bassendean	2011	1	44187
Bayswater - Bassendean	2016	0	29959
Bayswater - Bassendean	2016	1	45265
Mundaring	2006	0	9241
Mundaring	2006	1	27124
Mundaring	2011	0	10859
Mundaring	2011	1	27407
Mundaring	2016	0	10166
Mundaring	2016	1	29428
Swan	2006	0	24535
Swan	2006	1	57417
Swan	2011	0	31279
Swan	2011	1	65948
Swan	2016	0	42552
Swan	2016	1	77141
Joondalup	2006	0	52145
Joondalup	2006	1	89846
Joondalup	2011	0	57434
Joondalup	2011	1	89360
Joondalup	2016	0	58564
Joondalup	2016	1	89658
Stirling	2006	0	51716
Stirling	2006	1	96919
Stirling	2011	0	63836
Stirling	2011	1	103100
Stirling	2016	0	72762
Stirling	2016	1	106746
Wanneroo	2006	0	39244
Wanneroo	2006	1	64321
Wanneroo	2011	0	60458
Wanneroo	2011	1	83498
Wanneroo	2016	0	77010
Wanneroo	2016	1	98960
Armadale	2006	0	14260
Armadale	2006	1	32742
Armadale	2011	0	18679
Armadale	2011	1	39617
Armadale	2016	0	27554
Armadale	2016	1	46722
Belmont - Victoria Park	2006	0	17224
Belmont - Victoria Park	2006	1	32206
Belmont - Victoria Park	2011	0	24676
Belmont - Victoria Park	2011	1	34082
Belmont - Victoria Park	2016	0	28561
Belmont - Victoria Park	2016	1	35307
Canning	2006	0	31040
Canning	2006	1	44249
Canning	2011	0	40632
Canning	2011	1	43598
Canning	2016	0	46671
Canning	2016	1	41983
Gosnells	2006	0	28927
Gosnells	2006	1	56749
Gosnells	2011	0	40225
Gosnells	2011	1	59557
Gosnells	2016	0	51096
Gosnells	2016	1	60443
Kalamunda	2006	0	13160
Kalamunda	2006	1	33501
Kalamunda	2011	0	14943
Kalamunda	2011	1	35803
Kalamunda	2016	0	16696
Kalamunda	2016	1	37263
Serpentine - Jarrahdale	2006	0	3066
Serpentine - Jarrahdale	2006	1	9397
Serpentine - Jarrahdale	2011	0	4302
Serpentine - Jarrahdale	2011	1	12686
Serpentine - Jarrahdale	2016	0	6799
Serpentine - Jarrahdale	2016	1	18357
South Perth	2006	0	12322
South Perth	2006	1	22860
South Perth	2011	0	14510
South Perth	2011	1	23670
South Perth	2016	0	15140
South Perth	2016	1	23984
Cockburn	2006	0	20577
Cockburn	2006	1	46445
Cockburn	2011	0	28209
Cockburn	2011	1	55016
Cockburn	2016	0	34865
Cockburn	2016	1	60572
Fremantle	2006	0	8980
Fremantle	2006	1	20102
Fremantle	2011	0	10112
Fremantle	2011	1	21496
Fremantle	2016	0	10503
Fremantle	2016	1	22726
Kwinana	2006	0	5932
Kwinana	2006	1	14950
Kwinana	2011	0	8639
Kwinana	2011	1	18244
Kwinana	2016	0	13387
Kwinana	2016	1	22541
Melville	2006	0	30458
Melville	2006	1	59711
Melville	2011	0	33691
Melville	2011	1	60325
Melville	2016	0	34830
Melville	2016	1	61094
Rockingham	2006	0	23775
Rockingham	2006	1	54012
Rockingham	2011	0	32732
Rockingham	2011	1	65429
Rockingham	2016	0	39655
Rockingham	2016	1	75785
Albany	2006	0	8838
Albany	2006	1	40336
Albany	2011	0	10484
Albany	2011	1	42325
Albany	2016	0	11000
Albany	2016	1	43109
Wheat Belt - North	2006	0	7240
Wheat Belt - North	2006	1	39451
Wheat Belt - North	2011	0	8697
Wheat Belt - North	2011	1	40931
Wheat Belt - North	2016	0	9763
Wheat Belt - North	2016	1	40123
Wheat Belt - South	2006	0	2227
Wheat Belt - South	2006	1	16477
Wheat Belt - South	2011	0	2685
Wheat Belt - South	2011	1	16794
Wheat Belt - South	2016	0	2563
Wheat Belt - South	2016	1	15365
Kimberley	2006	0	2302
Kimberley	2006	1	23135
Kimberley	2011	0	4937
Kimberley	2011	1	26652
Kimberley	2016	0	4155
Kimberley	2016	1	26212
East Pilbara	2006	0	2787
East Pilbara	2006	1	11377
East Pilbara	2011	0	5001
East Pilbara	2011	1	16625
East Pilbara	2016	0	5069
East Pilbara	2016	1	15581
West Pilbara	2006	0	3305
West Pilbara	2006	1	16184
West Pilbara	2011	0	6653
West Pilbara	2011	1	20186
West Pilbara	2016	0	7892
West Pilbara	2016	1	21621
Esperance	2006	0	1834
Esperance	2006	1	12096
Esperance	2011	0	2116
Esperance	2011	1	12428
Esperance	2016	0	2062
Esperance	2016	1	11903
Gascoyne	2006	0	1374
Gascoyne	2006	1	6660
Gascoyne	2011	0	1537
Gascoyne	2011	1	6831
Gascoyne	2016	0	1595
Gascoyne	2016	1	6511
Goldfields	2006	0	5867
Goldfields	2006	1	26925
Goldfields	2011	0	8828
Goldfields	2011	1	27919
Goldfields	2016	0	8594
Goldfields	2016	1	25953
Mid West	2006	0	5549
Mid West	2006	1	38699
Mid West	2011	0	7695
Mid West	2011	1	42405
Mid West	2016	0	7742
Mid West	2016	1	40891
Migratory - Offshore - Shipping (WA)	2006	0	114
Migratory - Offshore - Shipping (WA)	2006	1	200
Migratory - Offshore - Shipping (WA)	2011	0	112
Migratory - Offshore - Shipping (WA)	2011	1	239
Migratory - Offshore - Shipping (WA)	2016	0	168
Migratory - Offshore - Shipping (WA)	2016	1	193
No usual address (WA)	2006	0	1651
No usual address (WA)	2006	1	3622
No usual address (WA)	2011	0	2285
No usual address (WA)	2011	1	4239
No usual address (WA)	2016	0	1484
No usual address (WA)	2016	1	3512
Brighton	2006	0	710
Brighton	2006	1	12697
Brighton	2011	0	811
Brighton	2011	1	14099
Brighton	2016	0	841
Brighton	2016	1	14860
Hobart - North East	2006	0	4364
Hobart - North East	2006	1	40094
Hobart - North East	2011	0	4948
Hobart - North East	2011	1	42422
Hobart - North East	2016	0	5316
Hobart - North East	2016	1	44433
Hobart - North West	2006	0	4542
Hobart - North West	2006	1	41727
Hobart - North West	2011	0	5329
Hobart - North West	2011	1	43463
Hobart - North West	2016	0	6197
Hobart - North West	2016	1	42822
Hobart - South and West	2006	0	4500
Hobart - South and West	2006	1	22524
Hobart - South and West	2011	0	5299
Hobart - South and West	2011	1	24800
Hobart - South and West	2016	0	5383
Hobart - South and West	2016	1	25925
Hobart Inner	2006	0	8766
Hobart Inner	2006	1	35774
Hobart Inner	2011	0	10215
Hobart Inner	2011	1	36200
Hobart Inner	2016	0	11497
Hobart Inner	2016	1	35952
Sorell - Dodges Ferry	2006	0	1227
Sorell - Dodges Ferry	2006	1	11794
Sorell - Dodges Ferry	2011	0	1352
Sorell - Dodges Ferry	2011	1	12770
Sorell - Dodges Ferry	2016	0	1432
Sorell - Dodges Ferry	2016	1	13488
Launceston	2006	0	7915
Launceston	2006	1	63400
Launceston	2011	0	9391
Launceston	2011	1	66262
Launceston	2016	0	10192
Launceston	2016	1	64869
Meander Valley - West Tamar	2006	0	2488
Meander Valley - West Tamar	2006	1	17986
Meander Valley - West Tamar	2011	0	2673
Meander Valley - West Tamar	2011	1	18317
Meander Valley - West Tamar	2016	0	2622
Meander Valley - West Tamar	2016	1	17927
North East	2006	0	3251
North East	2006	1	30690
North East	2011	0	3534
North East	2011	1	31184
North East	2016	0	3526
North East	2016	1	30105
Central Highlands (Tas.)	2006	0	772
Central Highlands (Tas.)	2006	1	9338
Central Highlands (Tas.)	2011	0	850
Central Highlands (Tas.)	2011	1	9857
Central Highlands (Tas.)	2016	0	823
Central Highlands (Tas.)	2016	1	9323
Huon - Bruny Island	2006	0	2167
Huon - Bruny Island	2006	1	13434
Huon - Bruny Island	2011	0	2668
Huon - Bruny Island	2011	1	14517
Huon - Bruny Island	2016	0	2936
Huon - Bruny Island	2016	1	14607
South East Coast	2006	0	677
South East Coast	2006	1	5275
South East Coast	2011	0	746
South East Coast	2011	1	5452
South East Coast	2016	0	719
South East Coast	2016	1	5242
Burnie - Ulverstone	2006	0	3912
Burnie - Ulverstone	2006	1	40459
Burnie - Ulverstone	2011	0	4055
Burnie - Ulverstone	2011	1	41379
Burnie - Ulverstone	2016	0	3991
Burnie - Ulverstone	2016	1	40066
Devonport	2006	0	3471
Devonport	2006	1	35145
Devonport	2011	0	3875
Devonport	2011	1	37339
Devonport	2016	0	3984
Devonport	2016	1	37098
West Coast	2006	0	1619
West Coast	2006	1	15593
West Coast	2011	0	1709
West Coast	2011	1	15288
West Coast	2016	0	1627
West Coast	2016	1	14058
Migratory - Offshore - Shipping (Tas.)	2006	0	20
Migratory - Offshore - Shipping (Tas.)	2006	1	64
Migratory - Offshore - Shipping (Tas.)	2011	0	19
Migratory - Offshore - Shipping (Tas.)	2011	1	85
Migratory - Offshore - Shipping (Tas.)	2016	0	18
Migratory - Offshore - Shipping (Tas.)	2016	1	49
No usual address (Tas.)	2006	0	130
No usual address (Tas.)	2006	1	659
No usual address (Tas.)	2011	0	183
No usual address (Tas.)	2011	1	821
No usual address (Tas.)	2016	0	139
No usual address (Tas.)	2016	1	659
Darwin City	2006	0	3645
Darwin City	2006	1	13474
Darwin City	2011	0	5954
Darwin City	2011	1	14191
Darwin City	2016	0	8362
Darwin City	2016	1	14210
Darwin Suburbs	2006	0	10636
Darwin Suburbs	2006	1	32691
Darwin Suburbs	2011	0	13697
Darwin Suburbs	2011	1	32365
Darwin Suburbs	2016	0	16795
Darwin Suburbs	2016	1	31220
Litchfield	2006	0	2102
Litchfield	2006	1	11166
Litchfield	2011	0	2278
Litchfield	2011	1	13893
Litchfield	2016	0	2974
Litchfield	2016	1	16653
Palmerston	2006	0	3012
Palmerston	2006	1	17658
Palmerston	2011	0	4209
Palmerston	2011	1	20895
Palmerston	2016	0	6849
Palmerston	2016	1	23757
Alice Springs	2006	0	4157
Alice Springs	2006	1	28509
Alice Springs	2011	0	5434
Alice Springs	2011	1	27906
Alice Springs	2016	0	6368
Alice Springs	2016	1	25862
Barkly	2006	0	281
Barkly	2006	1	4523
Barkly	2011	0	379
Barkly	2011	1	4937
Barkly	2016	0	489
Barkly	2016	1	4555
Daly - Tiwi - West Arnhem	2006	0	543
Daly - Tiwi - West Arnhem	2006	1	12374
Daly - Tiwi - West Arnhem	2011	0	721
Daly - Tiwi - West Arnhem	2011	1	14337
Daly - Tiwi - West Arnhem	2016	0	896
Daly - Tiwi - West Arnhem	2016	1	13824
East Arnhem	2006	0	869
East Arnhem	2006	1	11798
East Arnhem	2011	0	876
East Arnhem	2011	1	12745
East Arnhem	2016	0	800
East Arnhem	2016	1	11436
Katherine	2006	0	915
Katherine	2006	1	14650
Katherine	2011	0	1143
Katherine	2011	1	15524
Katherine	2016	0	1424
Katherine	2016	1	14619
Migratory - Offshore - Shipping (NT)	2006	0	20
Migratory - Offshore - Shipping (NT)	2006	1	64
Migratory - Offshore - Shipping (NT)	2011	0	30
Migratory - Offshore - Shipping (NT)	2011	1	65
Migratory - Offshore - Shipping (NT)	2016	0	53
Migratory - Offshore - Shipping (NT)	2016	1	16
No usual address (NT)	2006	0	361
No usual address (NT)	2006	1	1275
No usual address (NT)	2011	0	455
No usual address (NT)	2011	1	1167
No usual address (NT)	2016	0	402
No usual address (NT)	2016	1	1379
Belconnen	2006	0	18673
Belconnen	2006	1	61753
Belconnen	2011	0	22023
Belconnen	2011	1	65816
Belconnen	2016	0	24909
Belconnen	2016	1	66157
Canberra East	2006	0	138
Canberra East	2006	1	845
Canberra East	2011	0	252
Canberra East	2011	1	1096
Canberra East	2016	0	278
Canberra East	2016	1	1096
Gungahlin	2006	0	7387
Gungahlin	2006	1	22660
Gungahlin	2011	0	13777
Gungahlin	2011	1	31958
Gungahlin	2016	0	23701
Gungahlin	2016	1	44250
North Canberra	2006	0	10545
North Canberra	2006	1	28286
North Canberra	2011	0	13580
North Canberra	2011	1	31194
North Canberra	2016	0	15812
North Canberra	2016	1	33288
South Canberra	2006	0	5051
South Canberra	2006	1	16064
South Canberra	2011	0	5847
South Canberra	2011	1	17031
South Canberra	2016	0	6865
South Canberra	2016	1	18023
Tuggeranong	2006	0	15672
Tuggeranong	2006	1	67470
Tuggeranong	2011	0	16342
Tuggeranong	2011	1	67560
Tuggeranong	2016	0	16722
Tuggeranong	2016	1	64381
Weston Creek	2006	0	4620
Weston Creek	2006	1	16583
Weston Creek	2011	0	4811
Weston Creek	2011	1	17207
Weston Creek	2016	0	4771
Weston Creek	2016	1	16920
Woden Valley	2006	0	8052
Woden Valley	2006	1	22059
Woden Valley	2011	0	9445
Woden Valley	2011	1	22361
Woden Valley	2016	0	10463
Woden Valley	2016	1	22319
Molonglo	2006	0	0
Molonglo	2006	1	0
Molonglo	2011	0	0
Molonglo	2011	1	6
Molonglo	2016	0	1449
Molonglo	2016	1	2788
Urriarra - Namadgi	2006	0	59
Urriarra - Namadgi	2006	1	257
Urriarra - Namadgi	2011	0	72
Urriarra - Namadgi	2011	1	396
Urriarra - Namadgi	2016	0	65
Urriarra - Namadgi	2016	1	482
Migratory - Offshore - Shipping (ACT)	2006	0	0
Migratory - Offshore - Shipping (ACT)	2006	1	0
Migratory - Offshore - Shipping (ACT)	2011	0	0
Migratory - Offshore - Shipping (ACT)	2011	1	0
Migratory - Offshore - Shipping (ACT)	2016	0	0
Migratory - Offshore - Shipping (ACT)	2016	1	0
No usual address (ACT)	2006	0	163
No usual address (ACT)	2006	1	481
No usual address (ACT)	2011	0	160
No usual address (ACT)	2011	1	435
No usual address (ACT)	2016	0	130
No usual address (ACT)	2016	1	351
Christmas Island	2006	0	601
Christmas Island	2006	1	609
Christmas Island	2011	0	1181
Christmas Island	2011	1	647
Christmas Island	2016	0	841
Christmas Island	2016	1	697
Cocos (Keeling) Islands	2006	0	41
Cocos (Keeling) Islands	2006	1	511
Cocos (Keeling) Islands	2011	0	58
Cocos (Keeling) Islands	2011	1	466
Cocos (Keeling) Islands	2016	0	44
Cocos (Keeling) Islands	2016	1	444
Jervis Bay	2006	0	21
Jervis Bay	2006	1	340
Jervis Bay	2011	0	21
Jervis Bay	2011	1	341
Jervis Bay	2016	0	30
Jervis Bay	2016	1	299
Norfolk Island	2006	0	0
Norfolk Island	2006	1	0
Norfolk Island	2011	0	0
Norfolk Island	2011	1	0
Norfolk Island	2016	0	540
Norfolk Island	2016	1	1069
Migratory - Offshore - Shipping (OT)	2006	0	0
Migratory - Offshore - Shipping (OT)	2006	1	0
Migratory - Offshore - Shipping (OT)	2011	0	0
Migratory - Offshore - Shipping (OT)	2011	1	0
Migratory - Offshore - Shipping (OT)	2016	0	0
Migratory - Offshore - Shipping (OT)	2016	1	4
No usual address (OT)	2006	0	5
No usual address (OT)	2006	1	16
No usual address (OT)	2011	0	5
No usual address (OT)	2011	1	19
No usual address (OT)	2016	0	22
No usual address (OT)	2016	1	24
