SA3_NAME16	Year	BornAust	persons
Wollongong	2006	0	23452
Wollongong	2006	1	82963
Wollongong	2011	0	26074
Wollongong	2011	1	88570
Wollongong	2016	0	28251
Wollongong	2016	1	92707
Great Lakes	2006	0	2690
Great Lakes	2006	1	24248
Great Lakes	2011	0	2931
Great Lakes	2011	1	24991
Great Lakes	2016	0	3157
Great Lakes	2016	1	25416
Kempsey - Nambucca	2006	0	3546
Kempsey - Nambucca	2006	1	38685
Kempsey - Nambucca	2011	0	3757
Kempsey - Nambucca	2011	1	40435
Kempsey - Nambucca	2016	0	3815
Kempsey - Nambucca	2016	1	39613
Lord Howe Island	2006	0	46
Lord Howe Island	2006	1	283
Lord Howe Island	2011	0	48
Lord Howe Island	2011	1	304
Lord Howe Island	2016	0	60
Lord Howe Island	2016	1	287
Port Macquarie	2006	0	7158
Port Macquarie	2006	1	57223
Port Macquarie	2011	0	8051
Port Macquarie	2011	1	61032
Port Macquarie	2016	0	8960
Port Macquarie	2016	1	63879
Taree - Gloucester	2006	0	3784
Taree - Gloucester	2006	1	43431
Taree - Gloucester	2011	0	4213
Taree - Gloucester	2011	1	44282
Taree - Gloucester	2016	0	4551
Taree - Gloucester	2016	1	44808
Albury	2006	0	4558
Albury	2006	1	48185
Albury	2011	0	5447
Albury	2011	1	49015
Albury	2016	0	6145
Albury	2016	1	50374
Lower Murray	2006	0	754
Lower Murray	2006	1	11476
Lower Murray	2011	0	749
Lower Murray	2011	1	10874
Lower Murray	2016	0	738
Lower Murray	2016	1	10276
Upper Murray exc. Albury	2006	0	2432
Upper Murray exc. Albury	2006	1	35860
Upper Murray exc. Albury	2011	0	2635
Upper Murray exc. Albury	2011	1	35523
Upper Murray exc. Albury	2016	0	2918
Upper Murray exc. Albury	2016	1	34660
Armidale	2006	0	2920
Armidale	2006	1	29958
Armidale	2011	0	3491
Armidale	2011	1	30327
Armidale	2016	0	4126
Armidale	2016	1	29801
Inverell - Tenterfield	2006	0	1911
Inverell - Tenterfield	2006	1	33534
Inverell - Tenterfield	2011	0	2296
Inverell - Tenterfield	2011	1	33564
Inverell - Tenterfield	2016	0	2386
Inverell - Tenterfield	2016	1	31786
Moree - Narrabri	2006	0	1090
Moree - Narrabri	2006	1	23073
Moree - Narrabri	2011	0	1133
Moree - Narrabri	2011	1	22541
Moree - Narrabri	2016	0	1231
Moree - Narrabri	2016	1	21028
Tamworth - Gunnedah	2006	0	3489
Tamworth - Gunnedah	2006	1	66330
Tamworth - Gunnedah	2011	0	3846
Tamworth - Gunnedah	2011	1	68514
Tamworth - Gunnedah	2016	0	4997
Tamworth - Gunnedah	2016	1	68292
Lake Macquarie - East	2006	0	10307
Lake Macquarie - East	2006	1	98429
Lake Macquarie - East	2011	0	11023
Lake Macquarie - East	2011	1	100909
Lake Macquarie - East	2016	0	11575
Lake Macquarie - East	2016	1	102871
Lake Macquarie - West	2006	0	6603
Lake Macquarie - West	2006	1	56627
Lake Macquarie - West	2011	0	7089
Lake Macquarie - West	2011	1	60158
Lake Macquarie - West	2016	0	7886
Lake Macquarie - West	2016	1	63556
Newcastle	2006	0	16698
Newcastle	2006	1	121779
Newcastle	2011	0	19141
Newcastle	2011	1	128311
Newcastle	2016	0	22471
Newcastle	2016	1	133460
Richmond Valley - Coastal	2006	0	8666
Richmond Valley - Coastal	2006	1	58484
Richmond Valley - Coastal	2011	0	9849
Richmond Valley - Coastal	2011	1	59341
Richmond Valley - Coastal	2016	0	10558
Richmond Valley - Coastal	2016	1	59678
Richmond Valley - Hinterland	2006	0	5161
Richmond Valley - Hinterland	2006	1	59264
Richmond Valley - Hinterland	2011	0	5751
Richmond Valley - Hinterland	2011	1	60013
Richmond Valley - Hinterland	2016	0	5878
Richmond Valley - Hinterland	2016	1	57784
Tweed Valley	2006	0	11311
Tweed Valley	2006	1	62563
Tweed Valley	2011	0	12782
Tweed Valley	2011	1	67476
Tweed Valley	2016	0	13348
Tweed Valley	2016	1	70497
Griffith - Murrumbidgee (West)	2006	0	5156
Griffith - Murrumbidgee (West)	2006	1	38391
Griffith - Murrumbidgee (West)	2011	0	5634
Griffith - Murrumbidgee (West)	2011	1	37798
Griffith - Murrumbidgee (West)	2016	0	6402
Griffith - Murrumbidgee (West)	2016	1	36556
Tumut - Tumbarumba	2006	0	1062
Tumut - Tumbarumba	2006	1	12540
Tumut - Tumbarumba	2011	0	1210
Tumut - Tumbarumba	2011	1	12363
Tumut - Tumbarumba	2016	0	1211
Tumut - Tumbarumba	2016	1	11736
Wagga Wagga	2006	0	5056
Wagga Wagga	2006	1	77643
Wagga Wagga	2011	0	6160
Wagga Wagga	2011	1	78893
Wagga Wagga	2016	0	7528
Wagga Wagga	2016	1	78907
Shoalhaven	2006	0	11160
Shoalhaven	2006	1	71791
Shoalhaven	2011	0	11730
Shoalhaven	2011	1	75068
Shoalhaven	2016	0	12759
Shoalhaven	2016	1	78609
Southern Highlands	2006	0	6185
Southern Highlands	2006	1	33540
Southern Highlands	2011	0	6745
Southern Highlands	2011	1	35555
Southern Highlands	2016	0	7606
Southern Highlands	2016	1	36885
Baulkham Hills	2006	0	40401
Baulkham Hills	2006	1	80703
Baulkham Hills	2011	0	46916
Baulkham Hills	2011	1	83253
Baulkham Hills	2016	0	55973
Baulkham Hills	2016	1	83642
Dural - Wisemans Ferry	2006	0	5195
Dural - Wisemans Ferry	2006	1	18255
Dural - Wisemans Ferry	2011	0	5435
Dural - Wisemans Ferry	2011	1	19075
Dural - Wisemans Ferry	2016	0	5629
Dural - Wisemans Ferry	2016	1	19281
Hawkesbury	2006	0	2915
Hawkesbury	2006	1	19028
Hawkesbury	2011	0	2862
Hawkesbury	2011	1	19675
Hawkesbury	2016	0	2785
Hawkesbury	2016	1	19981
Rouse Hill - McGraths Hill	2006	0	5723
Rouse Hill - McGraths Hill	2006	1	18614
Rouse Hill - McGraths Hill	2011	0	6290
Rouse Hill - McGraths Hill	2011	1	19815
Rouse Hill - McGraths Hill	2016	0	8566
Rouse Hill - McGraths Hill	2016	1	23303
Blacktown	2006	0	41627
Blacktown	2006	1	68231
Blacktown	2011	0	49124
Blacktown	2011	1	70170
Blacktown	2016	0	57716
Blacktown	2016	1	70076
Blacktown - North	2006	0	19209
Blacktown - North	2006	1	37659
Blacktown - North	2011	0	26844
Blacktown - North	2011	1	45600
Blacktown - North	2016	0	36460
Blacktown - North	2016	1	52649
Mount Druitt	2006	0	33099
Mount Druitt	2006	1	55818
Mount Druitt	2011	0	38385
Mount Druitt	2011	1	59178
Mount Druitt	2016	0	43593
Mount Druitt	2016	1	60504
Botany	2006	0	14954
Botany	2006	1	18170
Botany	2011	0	16603
Botany	2011	1	20240
Botany	2016	0	20695
Botany	2016	1	22699
Marrickville - Sydenham - Petersham	2006	0	17099
Marrickville - Sydenham - Petersham	2006	1	26078
Marrickville - Sydenham - Petersham	2011	0	17795
Marrickville - Sydenham - Petersham	2011	1	29167
Marrickville - Sydenham - Petersham	2016	0	18106
Marrickville - Sydenham - Petersham	2016	1	32078
Sydney Inner City	2006	0	55455
Sydney Inner City	2006	1	66234
Sydney Inner City	2011	0	73441
Sydney Inner City	2011	1	78135
Sydney Inner City	2016	0	101370
Sydney Inner City	2016	1	85971
Eastern Suburbs - North	2006	0	37842
Eastern Suburbs - North	2006	1	60010
Eastern Suburbs - North	2011	0	42048
Eastern Suburbs - North	2011	1	65207
Eastern Suburbs - North	2016	0	45365
Eastern Suburbs - North	2016	1	68093
Eastern Suburbs - South	2006	0	42857
Eastern Suburbs - South	2006	1	65544
Eastern Suburbs - South	2011	0	49646
Eastern Suburbs - South	2011	1	69557
Eastern Suburbs - South	2016	0	57596
Eastern Suburbs - South	2016	1	72374
Bankstown	2006	0	51565
Bankstown	2006	1	85026
Bankstown	2011	0	58516
Bankstown	2011	1	90622
Bankstown	2016	0	66789
Bankstown	2016	1	93909
Canterbury	2006	0	55995
Canterbury	2006	1	51281
Canterbury	2011	0	61220
Canterbury	2011	1	55238
Canterbury	2016	0	67640
Canterbury	2016	1	58709
Hurstville	2006	0	40726
Hurstville	2006	1	62650
Hurstville	2011	0	47776
Hurstville	2011	1	63311
Hurstville	2016	0	57806
Hurstville	2016	1	63403
Kogarah - Rockdale	2006	0	47832
Kogarah - Rockdale	2006	1	57573
Kogarah - Rockdale	2011	0	53906
Kogarah - Rockdale	2011	1	60782
Kogarah - Rockdale	2016	0	65119
Kogarah - Rockdale	2016	1	63538
Canada Bay	2006	0	19808
Canada Bay	2006	1	39476
Canada Bay	2011	0	25782
Canada Bay	2011	1	43695
Canada Bay	2016	0	33598
Canada Bay	2016	1	46493
Leichhardt	2006	0	13218
Leichhardt	2006	1	31133
Leichhardt	2011	0	14943
Leichhardt	2011	1	34098
Leichhardt	2016	0	15689
Leichhardt	2016	1	35911
Strathfield - Burwood - Ashfield	2006	0	58885
Strathfield - Burwood - Ashfield	2006	1	59825
Strathfield - Burwood - Ashfield	2011	0	64715
Strathfield - Burwood - Ashfield	2011	1	63342
Strathfield - Burwood - Ashfield	2016	0	75932
Strathfield - Burwood - Ashfield	2016	1	66316
Chatswood - Lane Cove	2006	0	34420
Chatswood - Lane Cove	2006	1	53449
Chatswood - Lane Cove	2011	0	39609
Chatswood - Lane Cove	2011	1	55960
Chatswood - Lane Cove	2016	0	47964
Chatswood - Lane Cove	2016	1	58601
Hornsby	2006	0	22118
Hornsby	2006	1	47485
Hornsby	2011	0	25985
Hornsby	2011	1	47931
Hornsby	2016	0	30131
Hornsby	2016	1	47504
Ku-ring-gai	2006	0	32972
Ku-ring-gai	2006	1	64523
Ku-ring-gai	2011	0	38885
Ku-ring-gai	2011	1	66687
Ku-ring-gai	2016	0	46037
Ku-ring-gai	2016	1	67912
North Sydney - Mosman	2006	0	26793
North Sydney - Mosman	2006	1	48159
North Sydney - Mosman	2011	0	30830
North Sydney - Mosman	2011	1	50188
North Sydney - Mosman	2016	0	34090
North Sydney - Mosman	2016	1	52929
Manly	2006	0	10993
Manly	2006	1	22796
Manly	2011	0	13219
Manly	2011	1	24077
Manly	2016	0	14408
Manly	2016	1	24874
Pittwater	2006	0	11509
Pittwater	2006	1	38925
Pittwater	2011	0	12968
Pittwater	2011	1	41670
Pittwater	2016	0	14066
Pittwater	2016	1	43428
Warringah	2006	0	35236
Warringah	2006	1	91005
Warringah	2011	0	39642
Warringah	2011	1	95341
Warringah	2016	0	44606
Warringah	2016	1	98191
Camden	2006	0	6409
Camden	2006	1	36196
Camden	2011	0	7898
Camden	2011	1	42656
Camden	2016	0	9863
Camden	2016	1	50203
Campbelltown (NSW)	2006	0	37796
Campbelltown (NSW)	2006	1	96457
Campbelltown (NSW)	2011	0	41439
Campbelltown (NSW)	2011	1	97117
Campbelltown (NSW)	2016	0	49649
Campbelltown (NSW)	2016	1	98186
Wollondilly	2006	0	4319
Wollondilly	2006	1	28473
Wollondilly	2011	0	4519
Wollondilly	2011	1	30195
Wollondilly	2016	0	4909
Wollondilly	2016	1	33580
Blue Mountains	2006	0	12190
Blue Mountains	2006	1	57920
Blue Mountains	2011	0	12534
Blue Mountains	2011	1	59117
Blue Mountains	2016	0	12923
Blue Mountains	2016	1	59916
Blue Mountains - South	2006	0	0
Blue Mountains - South	2006	1	0
Blue Mountains - South	2011	0	3
Blue Mountains - South	2011	1	3
Blue Mountains - South	2016	0	3
Blue Mountains - South	2016	1	0
Penrith	2006	0	21910
Penrith	2006	1	90916
Penrith	2011	0	23179
Penrith	2011	1	95855
Penrith	2016	0	27148
Penrith	2016	1	104815
Richmond - Windsor	2006	0	4715
Richmond - Windsor	2006	1	28302
Richmond - Windsor	2011	0	4863
Richmond - Windsor	2011	1	29169
Richmond - Windsor	2016	0	4913
Richmond - Windsor	2016	1	29300
St Marys	2006	0	12730
St Marys	2006	1	34767
St Marys	2011	0	13414
St Marys	2011	1	35912
St Marys	2016	0	14489
St Marys	2016	1	35867
Auburn	2006	0	35058
Auburn	2006	1	24303
Auburn	2011	0	42309
Auburn	2011	1	26727
Auburn	2016	0	53896
Auburn	2016	1	30080
Carlingford	2006	0	20086
Carlingford	2006	1	32486
Carlingford	2011	0	23909
Carlingford	2011	1	32944
Carlingford	2016	0	29922
Carlingford	2016	1	33844
Merrylands - Guildford	2006	0	48644
Merrylands - Guildford	2006	1	65157
Merrylands - Guildford	2011	0	56841
Merrylands - Guildford	2011	1	70159
Merrylands - Guildford	2016	0	67683
Merrylands - Guildford	2016	1	73491
Parramatta	2006	0	46313
Parramatta	2006	1	55205
Parramatta	2011	0	59011
Parramatta	2011	1	57887
Parramatta	2016	0	73699
Parramatta	2016	1	58196
Pennant Hills - Epping	2006	0	13989
Pennant Hills - Epping	2006	1	25245
Pennant Hills - Epping	2011	0	16408
Pennant Hills - Epping	2011	1	25483
Pennant Hills - Epping	2016	0	21135
Pennant Hills - Epping	2016	1	25084
Ryde - Hunters Hill	2006	0	41377
Ryde - Hunters Hill	2006	1	64554
Ryde - Hunters Hill	2011	0	48945
Ryde - Hunters Hill	2011	1	65417
Ryde - Hunters Hill	2016	0	60966
Ryde - Hunters Hill	2016	1	67440
Bringelly - Green Valley	2006	0	27373
Bringelly - Green Valley	2006	1	41368
Bringelly - Green Valley	2011	0	30160
Bringelly - Green Valley	2011	1	45144
Bringelly - Green Valley	2016	0	37933
Bringelly - Green Valley	2016	1	57637
Fairfield	2006	0	86842
Fairfield	2006	1	70548
Fairfield	2011	0	92180
Fairfield	2011	1	74626
Fairfield	2016	0	100141
Fairfield	2016	1	75730
Liverpool	2006	0	35651
Liverpool	2006	1	49801
Liverpool	2011	0	42403
Liverpool	2011	1	54850
Liverpool	2016	0	49040
Liverpool	2016	1	58835
Cronulla - Miranda - Caringbah	2006	0	17263
Cronulla - Miranda - Caringbah	2006	1	76952
Cronulla - Miranda - Caringbah	2011	0	18815
Cronulla - Miranda - Caringbah	2011	1	80975
Cronulla - Miranda - Caringbah	2016	0	20620
Cronulla - Miranda - Caringbah	2016	1	83554
Sutherland - Menai - Heathcote	2006	0	16640
Sutherland - Menai - Heathcote	2006	1	83123
Sutherland - Menai - Heathcote	2011	0	17646
Sutherland - Menai - Heathcote	2011	1	84675
Sutherland - Menai - Heathcote	2016	0	18762
Sutherland - Menai - Heathcote	2016	1	85657
Migratory - Offshore - Shipping (NSW)	2006	0	3
Migratory - Offshore - Shipping (NSW)	2006	1	42
Migratory - Offshore - Shipping (NSW)	2011	0	44
Migratory - Offshore - Shipping (NSW)	2011	1	63
Migratory - Offshore - Shipping (NSW)	2016	0	142
Migratory - Offshore - Shipping (NSW)	2016	1	232
No usual address (NSW)	2006	0	2677
No usual address (NSW)	2006	1	6403
No usual address (NSW)	2011	0	3121
No usual address (NSW)	2011	1	8280
No usual address (NSW)	2016	0	3012
No usual address (NSW)	2016	1	7028
Ballarat	2006	0	6842
Ballarat	2006	1	76051
Ballarat	2011	0	8264
Ballarat	2011	1	82580
Ballarat	2016	0	9811
Ballarat	2016	1	86934
Creswick - Daylesford - Ballan	2006	0	2854
Creswick - Daylesford - Ballan	2006	1	20585
Creswick - Daylesford - Ballan	2011	0	3258
Creswick - Daylesford - Ballan	2011	1	22148
Creswick - Daylesford - Ballan	2016	0	3465
Creswick - Daylesford - Ballan	2016	1	22083
Maryborough - Pyrenees	2006	0	1976
Maryborough - Pyrenees	2006	1	19770
Maryborough - Pyrenees	2011	0	2177
Maryborough - Pyrenees	2011	1	20500
Maryborough - Pyrenees	2016	0	2344
Maryborough - Pyrenees	2016	1	20728
Bendigo	2006	0	4451
Bendigo	2006	1	70514
Bendigo	2011	0	5820
Bendigo	2011	1	76339
Bendigo	2016	0	7565
Bendigo	2016	1	79897
Heathcote - Castlemaine - Kyneton	2006	0	4245
Heathcote - Castlemaine - Kyneton	2006	1	33951
Heathcote - Castlemaine - Kyneton	2011	0	4822
Heathcote - Castlemaine - Kyneton	2011	1	36292
Heathcote - Castlemaine - Kyneton	2016	0	5345
Heathcote - Castlemaine - Kyneton	2016	1	37542
Loddon - Elmore	2006	0	771
Loddon - Elmore	2006	1	11248
Loddon - Elmore	2011	0	785
Loddon - Elmore	2011	1	9728
Loddon - Elmore	2016	0	797
Loddon - Elmore	2016	1	9383
Barwon - West	2006	0	1459
Barwon - West	2006	1	11953
Barwon - West	2011	0	1728
Barwon - West	2011	1	14294
Barwon - West	2016	0	1811
Barwon - West	2016	1	15896
Geelong	2006	0	26725
Geelong	2006	1	127951
Geelong	2011	0	28693
Geelong	2011	1	136650
Geelong	2016	0	32151
Geelong	2016	1	143492
Surf Coast - Bellarine Peninsula	2006	0	6655
Surf Coast - Bellarine Peninsula	2006	1	44210
Surf Coast - Bellarine Peninsula	2011	0	7555
Surf Coast - Bellarine Peninsula	2011	1	50288
Surf Coast - Bellarine Peninsula	2016	0	8972
Surf Coast - Bellarine Peninsula	2016	1	58097
Upper Goulburn Valley	2006	0	4775
Upper Goulburn Valley	2006	1	38671
Upper Goulburn Valley	2011	0	5351
Upper Goulburn Valley	2011	1	41784
Upper Goulburn Valley	2016	0	5636
Upper Goulburn Valley	2016	1	42908
Wangaratta - Benalla	2006	0	3377
Wangaratta - Benalla	2006	1	38000
Wangaratta - Benalla	2011	0	3466
Wangaratta - Benalla	2011	1	38860
Wangaratta - Benalla	2016	0	3642
Wangaratta - Benalla	2016	1	38550
Wodonga - Alpine	2006	0	6292
Wodonga - Alpine	2006	1	53355
Wodonga - Alpine	2011	0	6745
Wodonga - Alpine	2011	1	55698
Wodonga - Alpine	2016	0	7308
Wodonga - Alpine	2016	1	57452
Baw Baw	2006	0	3690
Baw Baw	2006	1	32033
Baw Baw	2011	0	4476
Baw Baw	2011	1	36680
Baw Baw	2016	0	5276
Baw Baw	2016	1	39516
Gippsland - East	2006	0	4110
Gippsland - East	2006	1	33658
Gippsland - East	2011	0	4552
Gippsland - East	2011	1	35564
Gippsland - East	2016	0	4894
Gippsland - East	2016	1	35699
Gippsland - South West	2006	0	6566
Gippsland - South West	2006	1	41981
Gippsland - South West	2011	0	7480
Gippsland - South West	2011	1	46569
Gippsland - South West	2016	0	7910
Gippsland - South West	2016	1	48247
Latrobe Valley	2006	0	9109
Latrobe Valley	2006	1	55454
Latrobe Valley	2011	0	9913
Latrobe Valley	2011	1	58173
Latrobe Valley	2016	0	9091
Latrobe Valley	2016	1	57270
Wellington	2006	0	4012
Wellington	2006	1	33668
Wellington	2011	0	4302
Wellington	2011	1	34788
Wellington	2016	0	4541
Wellington	2016	1	34545
Brunswick - Coburg	2006	0	23145
Brunswick - Coburg	2006	1	44134
Brunswick - Coburg	2011	0	25280
Brunswick - Coburg	2011	1	49022
Brunswick - Coburg	2016	0	26611
Brunswick - Coburg	2016	1	54190
Darebin - South	2006	0	13003
Darebin - South	2006	1	29468
Darebin - South	2011	0	13535
Darebin - South	2011	1	32434
Darebin - South	2016	0	13364
Darebin - South	2016	1	35235
Essendon	2006	0	13875
Essendon	2006	1	38238
Essendon	2011	0	16041
Essendon	2011	1	41169
Essendon	2016	0	18357
Essendon	2016	1	43511
Melbourne City	2006	0	31738
Melbourne City	2006	1	33285
Melbourne City	2011	0	44528
Melbourne City	2011	1	38469
Melbourne City	2016	0	75805
Melbourne City	2016	1	44439
Port Phillip	2006	0	23087
Port Phillip	2006	1	50405
Port Phillip	2011	0	28475
Port Phillip	2011	1	55254
Port Phillip	2016	0	31878
Port Phillip	2016	1	58428
Stonnington - West	2006	0	14903
Stonnington - West	2006	1	30918
Stonnington - West	2011	0	16689
Stonnington - West	2011	1	32599
Stonnington - West	2016	0	20924
Stonnington - West	2016	1	35680
Yarra	2006	0	19360
Yarra	2006	1	43203
Yarra	2011	0	21743
Yarra	2011	1	47104
Yarra	2016	0	25350
Yarra	2016	1	53612
Boroondara	2006	0	39516
Boroondara	2006	1	106410
Boroondara	2011	0	45028
Boroondara	2011	1	107741
Boroondara	2016	0	51744
Boroondara	2016	1	107415
Manningham - West	2006	0	32089
Manningham - West	2006	1	48250
Manningham - West	2011	0	34979
Manningham - West	2011	1	47801
Manningham - West	2016	0	40154
Manningham - West	2016	1	46260
Whitehorse - West	2006	0	26982
Whitehorse - West	2006	1	58743
Whitehorse - West	2011	0	32884
Whitehorse - West	2011	1	57745
Whitehorse - West	2016	0	40777
Whitehorse - West	2016	1	56733
Bayside	2006	0	19682
Bayside	2006	1	63010
Bayside	2011	0	22478
Bayside	2011	1	65051
Bayside	2016	0	24830
Bayside	2016	1	66948
Glen Eira	2006	0	41795
Glen Eira	2006	1	79161
Glen Eira	2011	0	48610
Glen Eira	2011	1	82982
Glen Eira	2016	0	54827
Glen Eira	2016	1	86170
Kingston	2006	0	24292
Kingston	2006	1	70736
Kingston	2011	0	27920
Kingston	2011	1	75805
Kingston	2016	0	30998
Kingston	2016	1	79161
Stonnington - East	2006	0	9495
Stonnington - East	2006	1	26012
Stonnington - East	2011	0	10722
Stonnington - East	2011	1	26876
Stonnington - East	2016	0	11803
Stonnington - East	2016	1	27474
Banyule	2006	0	22699
Banyule	2006	1	86173
Banyule	2011	0	26186
Banyule	2011	1	87377
Banyule	2016	0	28609
Banyule	2016	1	87093
Darebin - North	2006	0	27991
Darebin - North	2006	1	47064
Darebin - North	2011	0	32546
Darebin - North	2011	1	49456
Darebin - North	2016	0	35480
Darebin - North	2016	1	51676
Nillumbik - Kinglake	2006	0	8951
Nillumbik - Kinglake	2006	1	52094
Nillumbik - Kinglake	2011	0	9371
Nillumbik - Kinglake	2011	1	52434
Nillumbik - Kinglake	2016	0	9934
Nillumbik - Kinglake	2016	1	52038
Whittlesea - Wallan	2006	0	41954
Whittlesea - Wallan	2006	1	85908
Whittlesea - Wallan	2011	0	53510
Whittlesea - Wallan	2011	1	105361
Whittlesea - Wallan	2016	0	72304
Whittlesea - Wallan	2016	1	127899
Keilor	2006	0	15245
Keilor	2006	1	35777
Keilor	2011	0	15562
Keilor	2011	1	37023
Keilor	2016	0	15967
Keilor	2016	1	39356
Macedon Ranges	2006	0	3036
Macedon Ranges	2006	1	19564
Macedon Ranges	2011	0	3445
Macedon Ranges	2011	1	22155
Macedon Ranges	2016	0	3561
Macedon Ranges	2016	1	23988
Moreland - North	2006	0	20460
Moreland - North	2006	1	37078
Moreland - North	2011	0	24263
Moreland - North	2011	1	38958
Moreland - North	2016	0	28402
Moreland - North	2016	1	41546
Sunbury	2006	0	5007
Sunbury	2006	1	27260
Sunbury	2011	0	5651
Sunbury	2011	1	29619
Sunbury	2016	0	6182
Sunbury	2016	1	30943
Tullamarine - Broadmeadows	2006	0	38420
Tullamarine - Broadmeadows	2006	1	68564
Tullamarine - Broadmeadows	2011	0	48588
Tullamarine - Broadmeadows	2011	1	75874
Tullamarine - Broadmeadows	2016	0	64736
Tullamarine - Broadmeadows	2016	1	84673
Knox	2006	0	36959
Knox	2006	1	103230
Knox	2011	0	41506
Knox	2011	1	103082
Knox	2016	0	46510
Knox	2016	1	100948
Manningham - East	2006	0	5356
Manningham - East	2006	1	18857
Manningham - East	2011	0	5680
Manningham - East	2011	1	19074
Manningham - East	2016	0	6201
Manningham - East	2016	1	18639
Maroondah	2006	0	18305
Maroondah	2006	1	75444
Maroondah	2011	0	21647
Maroondah	2011	1	78186
