SA3_NAME16	Year	SameAddress1YearAgo	persons
Coffs Harbour	2016		8475
Coffs Harbour	2016	0	12954
Coffs Harbour	2016	1	64592
Bourke - Cobar - Coonamble	2006		2049
Bourke - Cobar - Coonamble	2006	0	4164
Bourke - Cobar - Coonamble	2006	1	20421
Bourke - Cobar - Coonamble	2011		2307
Bourke - Cobar - Coonamble	2011	0	3464
Bourke - Cobar - Coonamble	2011	1	19521
Bourke - Cobar - Coonamble	2016		3794
Bourke - Cobar - Coonamble	2016	0	2668
Bourke - Cobar - Coonamble	2016	1	17690
Broken Hill and Far West	2006		1706
Broken Hill and Far West	2006	0	2659
Broken Hill and Far West	2006	1	17665
Broken Hill and Far West	2011		1641
Broken Hill and Far West	2011	0	2360
Broken Hill and Far West	2011	1	17201
Broken Hill and Far West	2016		2241
Broken Hill and Far West	2016	0	2171
Broken Hill and Far West	2016	1	15805
Dubbo	2006		4639
Dubbo	2006	0	10041
Dubbo	2006	1	51138
Dubbo	2011		4517
Dubbo	2011	0	9266
Dubbo	2011	1	53317
Dubbo	2016		8440
Dubbo	2016	0	9338
Dubbo	2016	1	51636
Lower Hunter	2006		4703
Lower Hunter	2006	0	10535
Lower Hunter	2006	1	61226
Lower Hunter	2011		5037
Lower Hunter	2011	0	10884
Lower Hunter	2011	1	66066
Lower Hunter	2016		9395
Lower Hunter	2016	0	11102
Lower Hunter	2016	1	67178
Maitland	2006		3299
Maitland	2006	0	8468
Maitland	2006	1	46594
Maitland	2011		3268
Maitland	2011	0	9067
Maitland	2011	1	51870
Maitland	2016		6122
Maitland	2016	0	10844
Maitland	2016	1	57196
Port Stephens	2006		3640
Port Stephens	2006	0	9639
Port Stephens	2006	1	49433
Port Stephens	2011		4179
Port Stephens	2011	0	9590
Port Stephens	2011	1	53732
Port Stephens	2016		6976
Port Stephens	2016	0	9963
Port Stephens	2016	1	54442
Upper Hunter	2006		1988
Upper Hunter	2006	0	4437
Upper Hunter	2006	1	21783
Upper Hunter	2011		2203
Upper Hunter	2011	0	4802
Upper Hunter	2011	1	22543
Upper Hunter	2016		3385
Upper Hunter	2016	0	4118
Upper Hunter	2016	1	22693
Dapto - Port Kembla	2006		4292
Dapto - Port Kembla	2006	0	7117
Dapto - Port Kembla	2006	1	59257
Dapto - Port Kembla	2011		3627
Dapto - Port Kembla	2011	0	7107
Dapto - Port Kembla	2011	1	61184
Dapto - Port Kembla	2016		5916
Dapto - Port Kembla	2016	0	7960
Dapto - Port Kembla	2016	1	61478
Illawarra Catchment Reserve	2006		0
Illawarra Catchment Reserve	2006	0	0
Illawarra Catchment Reserve	2006	1	0
Illawarra Catchment Reserve	2011		2
Illawarra Catchment Reserve	2011	0	0
Illawarra Catchment Reserve	2011	1	9
Illawarra Catchment Reserve	2016		1
Illawarra Catchment Reserve	2016	0	0
Illawarra Catchment Reserve	2016	1	7
Kiama - Shellharbour	2006		4302
Kiama - Shellharbour	2006	0	9670
Kiama - Shellharbour	2006	1	65351
Kiama - Shellharbour	2011		3576
Kiama - Shellharbour	2011	0	10174
Kiama - Shellharbour	2011	1	69780
Kiama - Shellharbour	2016		7547
Kiama - Shellharbour	2016	0	10716
Kiama - Shellharbour	2016	1	71574
Wollongong	2006		6903
Wollongong	2006	0	16470
Wollongong	2006	1	90173
Wollongong	2011		6442
Wollongong	2011	0	17366
Wollongong	2011	1	96716
Wollongong	2016		10615
Wollongong	2016	0	18635
Wollongong	2016	1	99051
Great Lakes	2006		1565
Great Lakes	2006	0	4153
Great Lakes	2006	1	23010
Great Lakes	2011		1801
Great Lakes	2011	0	4179
Great Lakes	2011	1	23869
Great Lakes	2016		3039
Great Lakes	2016	0	4407
Great Lakes	2016	1	23826
Kempsey - Nambucca	2006		3116
Kempsey - Nambucca	2006	0	6219
Kempsey - Nambucca	2006	1	35945
Kempsey - Nambucca	2011		3067
Kempsey - Nambucca	2011	0	5857
Kempsey - Nambucca	2011	1	37906
Kempsey - Nambucca	2016		5695
Kempsey - Nambucca	2016	0	5914
Kempsey - Nambucca	2016	1	36518
Lord Howe Island	2006		10
Lord Howe Island	2006	0	55
Lord Howe Island	2006	1	280
Lord Howe Island	2011		11
Lord Howe Island	2011	0	45
Lord Howe Island	2011	1	303
Lord Howe Island	2016		40
Lord Howe Island	2016	0	50
Lord Howe Island	2016	1	292
Port Macquarie	2006		3680
Port Macquarie	2006	0	10982
Port Macquarie	2006	1	53772
Port Macquarie	2011		3764
Port Macquarie	2011	0	11249
Port Macquarie	2011	1	57699
Port Macquarie	2016		7267
Port Macquarie	2016	0	11365
Port Macquarie	2016	1	59935
Taree - Gloucester	2006		2288
Taree - Gloucester	2006	0	6782
Taree - Gloucester	2006	1	40874
Taree - Gloucester	2011		2839
Taree - Gloucester	2011	0	7109
Taree - Gloucester	2011	1	41410
Taree - Gloucester	2016		4918
Taree - Gloucester	2016	0	7124
Taree - Gloucester	2016	1	41814
Albury	2006		3269
Albury	2006	0	9091
Albury	2006	1	43537
Albury	2011		3253
Albury	2011	0	8707
Albury	2011	1	45477
Albury	2016		6273
Albury	2016	0	9195
Albury	2016	1	45803
Lower Murray	2006		778
Lower Murray	2006	0	1614
Lower Murray	2006	1	10656
Lower Murray	2011		770
Lower Murray	2011	0	1495
Lower Murray	2011	1	10158
Lower Murray	2016		1562
Lower Murray	2016	0	1415
Lower Murray	2016	1	9570
Upper Murray exc. Albury	2006		2192
Upper Murray exc. Albury	2006	0	5933
Upper Murray exc. Albury	2006	1	32551
Upper Murray exc. Albury	2011		2260
Upper Murray exc. Albury	2011	0	5010
Upper Murray exc. Albury	2011	1	33188
Upper Murray exc. Albury	2016		4667
Upper Murray exc. Albury	2016	0	5178
Upper Murray exc. Albury	2016	1	32135
Armidale	2006		1915
Armidale	2006	0	6088
Armidale	2006	1	26772
Armidale	2011		2171
Armidale	2011	0	6115
Armidale	2011	1	27659
Armidale	2016		3821
Armidale	2016	0	6011
Armidale	2016	1	27258
Inverell - Tenterfield	2006		2007
Inverell - Tenterfield	2006	0	5340
Inverell - Tenterfield	2006	1	30017
Inverell - Tenterfield	2011		2034
Inverell - Tenterfield	2011	0	5047
Inverell - Tenterfield	2011	1	30678
Inverell - Tenterfield	2016		4515
Inverell - Tenterfield	2016	0	4788
Inverell - Tenterfield	2016	1	29042
Moree - Narrabri	2006		2298
Moree - Narrabri	2006	0	4034
Moree - Narrabri	2006	1	20064
Moree - Narrabri	2011		2208
Moree - Narrabri	2011	0	3469
Moree - Narrabri	2011	1	20009
Moree - Narrabri	2016		3653
Moree - Narrabri	2016	0	2883
Moree - Narrabri	2016	1	19086
Tamworth - Gunnedah	2006		4032
Tamworth - Gunnedah	2006	0	11192
Tamworth - Gunnedah	2006	1	58640
Tamworth - Gunnedah	2011		4872
Tamworth - Gunnedah	2011	0	11359
Tamworth - Gunnedah	2011	1	60573
Tamworth - Gunnedah	2016		8523
Tamworth - Gunnedah	2016	0	11526
Tamworth - Gunnedah	2016	1	60447
Lake Macquarie - East	2006		5572
Lake Macquarie - East	2006	0	13404
Lake Macquarie - East	2006	1	95715
Lake Macquarie - East	2011		5318
Lake Macquarie - East	2011	0	13615
Lake Macquarie - East	2011	1	97933
Lake Macquarie - East	2016		8726
Lake Macquarie - East	2016	0	13935
Lake Macquarie - East	2016	1	97353
Lake Macquarie - West	2006		3324
Lake Macquarie - West	2006	0	8277
Lake Macquarie - West	2006	1	55352
Lake Macquarie - West	2011		2985
Lake Macquarie - West	2011	0	8639
Lake Macquarie - West	2011	1	58382
Lake Macquarie - West	2016		5718
Lake Macquarie - West	2016	0	10146
Lake Macquarie - West	2016	1	59341
Newcastle	2006		9804
Newcastle	2006	0	24089
Newcastle	2006	1	114422
Newcastle	2011		9078
Newcastle	2011	0	24517
Newcastle	2011	1	122142
Newcastle	2016		12955
Newcastle	2016	0	27465
Newcastle	2016	1	123464
Richmond Valley - Coastal	2006		4887
Richmond Valley - Coastal	2006	0	12035
Richmond Valley - Coastal	2006	1	55214
Richmond Valley - Coastal	2011		3999
Richmond Valley - Coastal	2011	0	11341
Richmond Valley - Coastal	2011	1	57890
Richmond Valley - Coastal	2016		8981
Richmond Valley - Coastal	2016	0	11675
Richmond Valley - Coastal	2016	1	57624
Richmond Valley - Hinterland	2006		3424
Richmond Valley - Hinterland	2006	0	10620
Richmond Valley - Hinterland	2006	1	53829
Richmond Valley - Hinterland	2011		3788
Richmond Valley - Hinterland	2011	0	9605
Richmond Valley - Hinterland	2011	1	55894
Richmond Valley - Hinterland	2016		7400
Richmond Valley - Hinterland	2016	0	8758
Richmond Valley - Hinterland	2016	1	53792
Tweed Valley	2006		5202
Tweed Valley	2006	0	13035
Tweed Valley	2006	1	61083
Tweed Valley	2011		5004
Tweed Valley	2011	0	12263
Tweed Valley	2011	1	67840
Tweed Valley	2016		9168
Tweed Valley	2016	0	13446
Tweed Valley	2016	1	68757
Griffith - Murrumbidgee (West)	2006		3205
Griffith - Murrumbidgee (West)	2006	0	6500
Griffith - Murrumbidgee (West)	2006	1	37182
Griffith - Murrumbidgee (West)	2011		3316
Griffith - Murrumbidgee (West)	2011	0	5879
Griffith - Murrumbidgee (West)	2011	1	37400
Griffith - Murrumbidgee (West)	2016		5918
Griffith - Murrumbidgee (West)	2016	0	5993
Griffith - Murrumbidgee (West)	2016	1	36233
Tumut - Tumbarumba	2006		908
Tumut - Tumbarumba	2006	0	1843
Tumut - Tumbarumba	2006	1	11693
Tumut - Tumbarumba	2011		894
Tumut - Tumbarumba	2011	0	1758
Tumut - Tumbarumba	2011	1	11678
Tumut - Tumbarumba	2016		1758
Tumut - Tumbarumba	2016	0	1681
Tumut - Tumbarumba	2016	1	10998
Wagga Wagga	2006		4772
Wagga Wagga	2006	0	14215
Wagga Wagga	2006	1	67877
Wagga Wagga	2011		5146
Wagga Wagga	2011	0	13770
Wagga Wagga	2011	1	70277
Wagga Wagga	2016		9616
Wagga Wagga	2016	0	14139
Wagga Wagga	2016	1	69602
Shoalhaven	2006		5282
Shoalhaven	2006	0	12580
Shoalhaven	2006	1	70544
Shoalhaven	2011		6216
Shoalhaven	2011	0	12505
Shoalhaven	2011	1	73898
Shoalhaven	2016		10119
Shoalhaven	2016	0	13663
Shoalhaven	2016	1	75708
Southern Highlands	2006		2579
Southern Highlands	2006	0	5576
Southern Highlands	2006	1	34117
Southern Highlands	2011		2238
Southern Highlands	2011	0	5768
Southern Highlands	2011	1	36380
Southern Highlands	2016		4444
Southern Highlands	2016	0	6680
Southern Highlands	2016	1	36745
Baulkham Hills	2006		4825
Baulkham Hills	2006	0	14618
Baulkham Hills	2006	1	106316
Baulkham Hills	2011		4509
Baulkham Hills	2011	0	14398
Baulkham Hills	2011	1	114915
Baulkham Hills	2016		7526
Baulkham Hills	2016	0	16539
Baulkham Hills	2016	1	119673
Dural - Wisemans Ferry	2006		1163
Dural - Wisemans Ferry	2006	0	2468
Dural - Wisemans Ferry	2006	1	21005
Dural - Wisemans Ferry	2011		895
Dural - Wisemans Ferry	2011	0	2533
Dural - Wisemans Ferry	2011	1	21910
Dural - Wisemans Ferry	2016		1900
Dural - Wisemans Ferry	2016	0	2409
Dural - Wisemans Ferry	2016	1	21920
Hawkesbury	2006		1571
Hawkesbury	2006	0	2070
Hawkesbury	2006	1	19845
Hawkesbury	2011		1636
Hawkesbury	2011	0	2128
Hawkesbury	2011	1	20311
Hawkesbury	2016		2303
Hawkesbury	2016	0	2378
Hawkesbury	2016	1	19907
Rouse Hill - McGraths Hill	2006		1509
Rouse Hill - McGraths Hill	2006	0	2875
Rouse Hill - McGraths Hill	2006	1	21262
Rouse Hill - McGraths Hill	2011		1273
Rouse Hill - McGraths Hill	2011	0	2963
Rouse Hill - McGraths Hill	2011	1	22945
Rouse Hill - McGraths Hill	2016		2162
Rouse Hill - McGraths Hill	2016	0	4880
Rouse Hill - McGraths Hill	2016	1	26140
Blacktown	2006		7031
Blacktown	2006	0	13913
Blacktown	2006	1	96205
Blacktown	2011		6656
Blacktown	2011	0	14070
Blacktown	2011	1	104298
Blacktown	2016		10763
Blacktown	2016	0	16912
Blacktown	2016	1	107078
Blacktown - North	2006		4436
Blacktown - North	2006	0	8862
Blacktown - North	2006	1	46694
Blacktown - North	2011		3999
Blacktown - North	2011	0	10487
Blacktown - North	2011	1	60290
Blacktown - North	2016		7215
Blacktown - North	2016	0	13448
Blacktown - North	2016	1	72160
Mount Druitt	2006		7684
Mount Druitt	2006	0	11183
Mount Druitt	2006	1	77904
Mount Druitt	2011		6667
Mount Druitt	2011	0	11903
Mount Druitt	2011	1	85157
Mount Druitt	2016		10555
Mount Druitt	2016	0	13394
Mount Druitt	2016	1	88117
Botany	2006		2841
Botany	2006	0	5053
Botany	2006	1	28100
Botany	2011		2790
Botany	2011	0	4783
Botany	2011	1	31786
Botany	2016		4386
Botany	2016	0	7480
Botany	2016	1	34827
Marrickville - Sydenham - Petersham	2006		4793
Marrickville - Sydenham - Petersham	2006	0	8465
Marrickville - Sydenham - Petersham	2006	1	34548
Marrickville - Sydenham - Petersham	2011		3997
Marrickville - Sydenham - Petersham	2011	0	8104
Marrickville - Sydenham - Petersham	2011	1	38511
Marrickville - Sydenham - Petersham	2016		5902
Marrickville - Sydenham - Petersham	2016	0	9354
Marrickville - Sydenham - Petersham	2016	1	39353
Sydney Inner City	2006		39877
Sydney Inner City	2006	0	37485
Sydney Inner City	2006	1	83509
Sydney Inner City	2011		24263
Sydney Inner City	2011	0	42658
Sydney Inner City	2011	1	107652
Sydney Inner City	2016		32129
Sydney Inner City	2016	0	57985
Sydney Inner City	2016	1	124135
Eastern Suburbs - North	2006		18064
Eastern Suburbs - North	2006	0	20408
Eastern Suburbs - North	2006	1	77144
Eastern Suburbs - North	2011		14397
Eastern Suburbs - North	2011	0	21781
Eastern Suburbs - North	2011	1	84381
Eastern Suburbs - North	2016		16389
Eastern Suburbs - North	2016	0	23368
Eastern Suburbs - North	2016	1	86625
Eastern Suburbs - South	2006		12761
Eastern Suburbs - South	2006	0	21433
Eastern Suburbs - South	2006	1	85688
Eastern Suburbs - South	2011		12044
Eastern Suburbs - South	2011	0	22522
Eastern Suburbs - South	2011	1	94422
Eastern Suburbs - South	2016		15822
Eastern Suburbs - South	2016	0	26341
Eastern Suburbs - South	2016	1	98491
Bankstown	2006		10867
Bankstown	2006	0	15498
Bankstown	2006	1	121109
Bankstown	2011		10848
Bankstown	2011	0	15598
Bankstown	2011	1	132627
Bankstown	2016		14356
Bankstown	2016	0	19335
Bankstown	2016	1	137738
Canterbury	2006		10327
Canterbury	2006	0	13877
Canterbury	2006	1	93321
Canterbury	2011		9495
Canterbury	2011	0	14191
Canterbury	2011	1	101741
Canterbury	2016		11727
Canterbury	2016	0	17554
Canterbury	2016	1	105789
Hurstville	2006		6812
Hurstville	2006	0	13831
Hurstville	2006	1	89659
Hurstville	2011		6208
Hurstville	2011	0	14065
Hurstville	2011	1	96329
Hurstville	2016		8902
Hurstville	2016	0	18209
Hurstville	2016	1	100082
Kogarah - Rockdale	2006		10298
Kogarah - Rockdale	2006	0	15264
Kogarah - Rockdale	2006	1	90130
Kogarah - Rockdale	2011		8543
Kogarah - Rockdale	2011	0	15118
Kogarah - Rockdale	2011	1	98837
Kogarah - Rockdale	2016		12169
Kogarah - Rockdale	2016	0	21456
Kogarah - Rockdale	2016	1	104098
Canada Bay	2006		5461
Canada Bay	2006	0	9483
Canada Bay	2006	1	49583
Canada Bay	2011		5391
Canada Bay	2011	0	11054
Canada Bay	2011	1	57710
Canada Bay	2016		7540
Canada Bay	2016	0	13710
Canada Bay	2016	1	64106
Leichhardt	2006		4757
Leichhardt	2006	0	9231
Leichhardt	2006	1	34789
Leichhardt	2011		3842
Leichhardt	2011	0	9685
Leichhardt	2011	1	38671
Leichhardt	2016		6317
Leichhardt	2016	0	9633
Leichhardt	2016	1	40116
Strathfield - Burwood - Ashfield	2006		11236
Strathfield - Burwood - Ashfield	2006	0	20231
Strathfield - Burwood - Ashfield	2006	1	98334
Strathfield - Burwood - Ashfield	2011		10157
Strathfield - Burwood - Ashfield	2011	0	20609
Strathfield - Burwood - Ashfield	2011	1	106439
Strathfield - Burwood - Ashfield	2016		13056
Strathfield - Burwood - Ashfield	2016	0	27801
Strathfield - Burwood - Ashfield	2016	1	111016
Chatswood - Lane Cove	2006		7358
Chatswood - Lane Cove	2006	0	15712
Chatswood - Lane Cove	2006	1	71590
Chatswood - Lane Cove	2011		5531
Chatswood - Lane Cove	2011	0	16139
Chatswood - Lane Cove	2011	1	78530
Chatswood - Lane Cove	2016		8753
Chatswood - Lane Cove	2016	0	19987
Chatswood - Lane Cove	2016	1	83505
Hornsby	2006		3537
Hornsby	2006	0	9937
Hornsby	2006	1	59452
Hornsby	2011		3255
Hornsby	2011	0	9198
Hornsby	2011	1	64082
Hornsby	2016		5143
Hornsby	2016	0	10739
Hornsby	2016	1	64721
Ku-ring-gai	2006		3939
Ku-ring-gai	2006	0	11802
Ku-ring-gai	2006	1	85798
Ku-ring-gai	2011		4578
Ku-ring-gai	2011	0	14212
Ku-ring-gai	2011	1	90789
Ku-ring-gai	2016		7245
Ku-ring-gai	2016	0	15650
Ku-ring-gai	2016	1	95476
North Sydney - Mosman	2006		8978
North Sydney - Mosman	2006	0	17820
North Sydney - Mosman	2006	1	56608
North Sydney - Mosman	2011		8152
North Sydney - Mosman	2011	0	17779
North Sydney - Mosman	2011	1	62423
North Sydney - Mosman	2016		10202
North Sydney - Mosman	2016	0	17665
North Sydney - Mosman	2016	1	66272
Manly	2006		3633
Manly	2006	0	6867
Manly	2006	1	26614
Manly	2011		2977
Manly	2011	0	7336
Manly	2011	1	29435
Manly	2016		4071
Manly	2016	0	6935
Manly	2016	1	30882
Pittwater	2006		3813
Pittwater	2006	0	7020
Pittwater	2006	1	43325
Pittwater	2011		2822
Pittwater	2011	0	7468
Pittwater	2011	1	46864
Pittwater	2016		4801
Pittwater	2016	0	7258
Pittwater	2016	1	48379
Warringah	2006		8146
Warringah	2006	0	18897
Warringah	2006	1	106794
Warringah	2011		7088
Warringah	2011	0	19688
Warringah	2011	1	113963
Warringah	2016		12157
Warringah	2016	0	18845
Warringah	2016	1	119541
Camden	2006		2203
Camden	2006	0	6298
Camden	2006	1	35985
Camden	2011		2231
Camden	2011	0	7532
Camden	2011	1	42472
Camden	2016		4434
Camden	2016	0	8243
Camden	2016	1	49833
Campbelltown (NSW)	2006		10256
Campbelltown (NSW)	2006	0	16470
Campbelltown (NSW)	2006	1	117695
Campbelltown (NSW)	2011		9328
Campbelltown (NSW)	2011	0	16203
Campbelltown (NSW)	2011	1	121637
Campbelltown (NSW)	2016		14372
Campbelltown (NSW)	2016	0	20188
Campbelltown (NSW)	2016	1	123841
Wollondilly	2006		1965
Wollondilly	2006	0	3729
Wollondilly	2006	1	29063
Wollondilly	2011		1792
Wollondilly	2011	0	4064
Wollondilly	2011	1	30545
Wollondilly	2016		3145
Wollondilly	2016	0	4925
Wollondilly	2016	1	33082
Blue Mountains	2006		3893
Blue Mountains	2006	0	9155
Blue Mountains	2006	1	60800
Blue Mountains	2011		4261
Blue Mountains	2011	0	8394
Blue Mountains	2011	1	63044
Blue Mountains	2016		5947
Blue Mountains	2016	0	8383
Blue Mountains	2016	1	62364
Blue Mountains - South	2006		0
Blue Mountains - South	2006	0	0
Blue Mountains - South	2006	1	0
Blue Mountains - South	2011		0
Blue Mountains - South	2011	0	0
Blue Mountains - South	2011	1	8
Blue Mountains - South	2016		0
Blue Mountains - South	2016	0	0
Blue Mountains - South	2016	1	3
Penrith	2006		6835
Penrith	2006	0	15103
Penrith	2006	1	97215
Penrith	2011		6716
Penrith	2011	0	14258
Penrith	2011	1	103699
Penrith	2016		11997
Penrith	2016	0	18538
Penrith	2016	1	109157
Richmond - Windsor	2006		3138
Richmond - Windsor	2006	0	4821
Richmond - Windsor	2006	1	27230
Richmond - Windsor	2011		2747
Richmond - Windsor	2011	0	4594
Richmond - Windsor	2011	1	28410
Richmond - Windsor	2016		4241
Richmond - Windsor	2016	0	4474
Richmond - Windsor	2016	1	27832
St Marys	2006		3273
St Marys	2006	0	5786
St Marys	2006	1	41755
St Marys	2011		3045
St Marys	2011	0	5672
St Marys	2011	1	43349
St Marys	2016		5104
St Marys	2016	0	6485
St Marys	2016	1	42404
Auburn	2006		8903
Auburn	2006	0	9891
Auburn	2006	1	47322
Auburn	2011		7334
Auburn	2011	0	10989
Auburn	2011	1	56096
Auburn	2016		9594
Auburn	2016	0	15864
Auburn	2016	1	64212
Carlingford	2006		2950
Carlingford	2006	0	6561
Carlingford	2006	1	46160
Carlingford	2011		3066
Carlingford	2011	0	6695
Carlingford	2011	1	49837
Carlingford	2016		4466
Carlingford	2016	0	9108
Carlingford	2016	1	52996
Merrylands - Guildford	2006		9896
Merrylands - Guildford	2006	0	14651
Merrylands - Guildford	2006	1	99041
Merrylands - Guildford	2011		9923
Merrylands - Guildford	2011	0	15193
Merrylands - Guildford	2011	1	110800
Merrylands - Guildford	2016		13818
Merrylands - Guildford	2016	0	18629
Merrylands - Guildford	2016	1	118815
Parramatta	2006		9767
Parramatta	2006	0	18564
Parramatta	2006	1	82084
Parramatta	2011		9571
Parramatta	2011	0	19901
Parramatta	2011	1	95304
Parramatta	2016		13109
Parramatta	2016	0	25701
Parramatta	2016	1	102081
Pennant Hills - Epping	2006		1850
Pennant Hills - Epping	2006	0	5081
Pennant Hills - Epping	2006	1	34110
Pennant Hills - Epping	2011		1345
Pennant Hills - Epping	2011	0	5441
Pennant Hills - Epping	2011	1	36221
Pennant Hills - Epping	2016		2540
Pennant Hills - Epping	2016	0	6904
Pennant Hills - Epping	2016	1	38146
Ryde - Hunters Hill	2006		8255
Ryde - Hunters Hill	2006	0	15998
Ryde - Hunters Hill	2006	1	89766
Ryde - Hunters Hill	2011		6207
Ryde - Hunters Hill	2011	0	17391
Ryde - Hunters Hill	2011	1	96245
Ryde - Hunters Hill	2016		9706
Ryde - Hunters Hill	2016	0	22831
Ryde - Hunters Hill	2016	1	101991
Bringelly - Green Valley	2006		5976
Bringelly - Green Valley	2006	0	7190
Bringelly - Green Valley	2006	1	61612
Bringelly - Green Valley	2011		5237
Bringelly - Green Valley	2011	0	7932
Bringelly - Green Valley	2011	1	67170
Bringelly - Green Valley	2016		9048
Bringelly - Green Valley	2016	0	13380
Bringelly - Green Valley	2016	1	80383
Fairfield	2006		11248
Fairfield	2006	0	15999
Fairfield	2006	1	141838
Fairfield	2011		9091
Fairfield	2011	0	16620
Fairfield	2011	1	149926
Fairfield	2016		12534
Fairfield	2016	0	19721
Fairfield	2016	1	153547
Liverpool	2006		8385
Liverpool	2006	0	12367
Liverpool	2006	1	72837
Liverpool	2011		7781
Liverpool	2011	0	12919
Liverpool	2011	1	83487
Liverpool	2016		12119
Liverpool	2016	0	14795
Liverpool	2016	1	90442
Cronulla - Miranda - Caringbah	2006		6983
Cronulla - Miranda - Caringbah	2006	0	13393
Cronulla - Miranda - Caringbah	2006	1	80737
Cronulla - Miranda - Caringbah	2011		5265
Cronulla - Miranda - Caringbah	2011	0	13431
Cronulla - Miranda - Caringbah	2011	1	85671
Cronulla - Miranda - Caringbah	2016		8828
Cronulla - Miranda - Caringbah	2016	0	13112
Cronulla - Miranda - Caringbah	2016	1	87901
Sutherland - Menai - Heathcote	2006		4442
Sutherland - Menai - Heathcote	2006	0	10194
Sutherland - Menai - Heathcote	2006	1	89164
Sutherland - Menai - Heathcote	2011		4371
Sutherland - Menai - Heathcote	2011	0	10126
Sutherland - Menai - Heathcote	2011	1	91401
Sutherland - Menai - Heathcote	2016		6789
Sutherland - Menai - Heathcote	2016	0	9621
Sutherland - Menai - Heathcote	2016	1	91626
Migratory - Offshore - Shipping (NSW)	2006		7
Migratory - Offshore - Shipping (NSW)	2006	0	12
Migratory - Offshore - Shipping (NSW)	2006	1	31
Migratory - Offshore - Shipping (NSW)	2011		6
Migratory - Offshore - Shipping (NSW)	2011	0	13
Migratory - Offshore - Shipping (NSW)	2011	1	93
Migratory - Offshore - Shipping (NSW)	2016		47
Migratory - Offshore - Shipping (NSW)	2016	0	43
Migratory - Offshore - Shipping (NSW)	2016	1	322
No usual address (NSW)	2006		1427
No usual address (NSW)	2006	0	6948
No usual address (NSW)	2006	1	1800
No usual address (NSW)	2011		3029
