SA3_NAME16	Year	medianMortgageRepaymentMonthly
Ormeau - Oxenford	2006	1600
Robina	2006	1517
Southport	2006	1408
Surfers Paradise	2006	1733
Forest Lake - Oxley	2006	1250
Ipswich Hinterland	2006	1000
Ipswich Inner	2006	1083
Springfield - Redbank	2006	1213
Beaudesert	2006	1085
Beenleigh	2006	1170
Browns Plains	2006	1200
Jimboomba	2006	1400
Loganlea - Carbrook	2006	1300
Springwood - Kingston	2006	1083
Bowen Basin - North	2006	1018
Mackay	2006	1300
Whitsunday	2006	1300
Bribie - Beachmere	2006	1200
Caboolture	2006	1200
Caboolture Hinterland	2006	1000
Narangba - Burpengary	2006	1300
Redcliffe	2006	1213
The Hills District	2006	1457
North Lakes	2006	1324
Strathpine	2006	1196
Far North	2006	953
Outback - North	2006	1033
Outback - South	2006	650
Buderim	2006	1478
Caloundra	2006	1400
Maroochy	2006	1300
Noosa	2006	1400
Sunshine Coast Hinterland	2006	1200
Nambour	2006	1200
Noosa Hinterland	2006	1200
Toowoomba	2006	1083
Charters Towers - Ayr - Ingham	2006	867
Townsville	2006	1200
Bundaberg	2006	932
Burnett	2006	800
Gympie - Cooloola	2006	900
Hervey Bay	2006	1083
Maryborough	2006	867
Migratory - Offshore - Shipping (Qld)	2006	0
No usual address (Qld)	2006	0
Adelaide City	2006	1500
Adelaide Hills	2006	1127
Burnside	2006	1495
Campbelltown (SA)	2006	1087
Norwood - Payneham - St Peters	2006	1300
Prospect - Walkerville	2006	1300
Unley	2006	1343
Gawler - Two Wells	2006	1083
Playford	2006	867
Port Adelaide - East	2006	1083
Salisbury	2006	975
Tea Tree Gully	2006	1083
Holdfast Bay	2006	1278
Marion	2006	1083
Mitcham	2006	1208
Onkaparinga	2006	1000
Charles Sturt	2006	1100
Port Adelaide - West	2006	1083
West Torrens	2006	1148
Barossa	2006	1000
Lower North	2006	693
Mid North	2006	637
Yorke Peninsula	2006	700
Eyre Peninsula and South West	2006	802
Outback - North and East	2006	758
Fleurieu - Kangaroo Island	2006	970
Limestone Coast	2006	867
Murray and Mallee	2006	800
Migratory - Offshore - Shipping (SA)	2006	0
No usual address (SA)	2006	0
Augusta - Margaret River - Busselton	2006	1222
Bunbury	2006	1100
Manjimup	2006	867
Mandurah	2006	1200
Cottesloe - Claremont	2006	2000
Perth City	2006	1600
Bayswater - Bassendean	2006	1200
Mundaring	2006	1170
Swan	2006	1200
Joondalup	2006	1300
Stirling	2006	1300
Wanneroo	2006	1300
Armadale	2006	1040
Belmont - Victoria Park	2006	1300
Canning	2006	1200
Gosnells	2006	1100
Kalamunda	2006	1200
Serpentine - Jarrahdale	2006	1350
South Perth	2006	1517
Cockburn	2006	1300
Fremantle	2006	1451
Kwinana	2006	1083
Melville	2006	1408
Rockingham	2006	1240
Albany	2006	953
Wheat Belt - North	2006	867
Wheat Belt - South	2006	700
Kimberley	2006	1517
East Pilbara	2006	818
West Pilbara	2006	1500
Esperance	2006	1018
Gascoyne	2006	1000
Goldfields	2006	1125
Mid West	2006	1000
Migratory - Offshore - Shipping (WA)	2006	0
No usual address (WA)	2006	0
Brighton	2006	901
Hobart - North East	2006	953
Hobart - North West	2006	867
Hobart - South and West	2006	1083
Hobart Inner	2006	1138
Sorell - Dodges Ferry	2006	867
Launceston	2006	900
Meander Valley - West Tamar	2006	867
North East	2006	802
Central Highlands (Tas.)	2006	758
Huon - Bruny Island	2006	780
South East Coast	2006	693
Burnie - Ulverstone	2006	780
Devonport	2006	867
West Coast	2006	689
Migratory - Offshore - Shipping (Tas.)	2006	0
No usual address (Tas.)	2006	0
Darwin City	2006	1517
Darwin Suburbs	2006	1300
Litchfield	2006	1300
Palmerston	2006	1300
Alice Springs	2006	1300
Barkly	2006	650
Daly - Tiwi - West Arnhem	2006	867
East Arnhem	2006	1086
Katherine	2006	1083
Migratory - Offshore - Shipping (NT)	2006	0
No usual address (NT)	2006	0
Belconnen	2006	1400
Canberra East	2006	1230
Gungahlin	2006	1600
North Canberra	2006	1600
South Canberra	2006	1928
Tuggeranong	2006	1408
Weston Creek	2006	1470
Woden Valley	2006	1517
Molonglo	2006	0
Urriarra - Namadgi	2006	2000
Migratory - Offshore - Shipping (ACT)	2006	0
No usual address (ACT)	2006	0
Christmas Island	2006	1083
Cocos (Keeling) Islands	2006	568
Jervis Bay	2006	0
Norfolk Island	2006	0
Migratory - Offshore - Shipping (OT)	2006	0
No usual address (OT)	2006	0
Queanbeyan	2011	2060
Snowy Mountains	2011	1300
South Coast	2011	1335
Goulburn - Mulwaree	2011	1517
Young - Yass	2011	1560
Gosford	2011	1950
Wyong	2011	1733
Bathurst	2011	1612
Lachlan Valley	2011	1100
Lithgow - Mudgee	2011	1497
Orange	2011	1600
Clarence Valley	2011	1300
Coffs Harbour	2011	1517
Bourke - Cobar - Coonamble	2011	987
Broken Hill and Far West	2011	932
Dubbo	2011	1300
Lower Hunter	2011	1700
Maitland	2011	1742
Port Stephens	2011	1700
Upper Hunter	2011	1733
Dapto - Port Kembla	2011	1768
Illawarra Catchment Reserve	2011	0
Kiama - Shellharbour	2011	1911
Wollongong	2011	2058
Great Lakes	2011	1387
Kempsey - Nambucca	2011	1300
Lord Howe Island	2011	1354
Port Macquarie	2011	1647
Taree - Gloucester	2011	1300
Albury	2011	1408
Lower Murray	2011	1083
Upper Murray exc. Albury	2011	1192
Armidale	2011	1300
Inverell - Tenterfield	2011	1083
Moree - Narrabri	2011	1300
Tamworth - Gunnedah	2011	1369
Lake Macquarie - East	2011	1800
Lake Macquarie - West	2011	1733
Newcastle	2011	1750
Richmond Valley - Coastal	2011	1700
Richmond Valley - Hinterland	2011	1350
Tweed Valley	2011	1733
Griffith - Murrumbidgee (West)	2011	1300
Tumut - Tumbarumba	2011	1300
Wagga Wagga	2011	1408
Shoalhaven	2011	1500
Southern Highlands	2011	1844
Baulkham Hills	2011	2500
Dural - Wisemans Ferry	2011	2600
Hawkesbury	2011	2160
Rouse Hill - McGraths Hill	2011	2600
Blacktown	2011	2000
Blacktown - North	2011	2500
Mount Druitt	2011	1881
Botany	2011	2400
Marrickville - Sydenham - Petersham	2011	2500
Sydney Inner City	2011	2541
Eastern Suburbs - North	2011	3000
Eastern Suburbs - South	2011	2600
Bankstown	2011	2047
Canterbury	2011	2000
Hurstville	2011	2167
Kogarah - Rockdale	2011	2167
Canada Bay	2011	2666
Leichhardt	2011	3000
Strathfield - Burwood - Ashfield	2011	2167
Chatswood - Lane Cove	2011	2800
Hornsby	2011	2323
Ku-ring-gai	2011	3033
North Sydney - Mosman	2011	2900
Manly	2011	3033
Pittwater	2011	3000
Warringah	2011	2600
Camden	2011	2200
Campbelltown (NSW)	2011	1803
Wollondilly	2011	2100
Blue Mountains	2011	1842
Blue Mountains - South	2011	0
Penrith	2011	2000
Richmond - Windsor	2011	2000
St Marys	2011	1907
Auburn	2011	2000
Carlingford	2011	2300
Merrylands - Guildford	2011	2000
Parramatta	2011	2030
Pennant Hills - Epping	2011	2500
Ryde - Hunters Hill	2011	2383
Bringelly - Green Valley	2011	2167
Fairfield	2011	1800
Liverpool	2011	2162
Cronulla - Miranda - Caringbah	2011	2470
Sutherland - Menai - Heathcote	2011	2383
Migratory - Offshore - Shipping (NSW)	2011	0
No usual address (NSW)	2011	0
Ballarat	2011	1343
Creswick - Daylesford - Ballan	2011	1300
Maryborough - Pyrenees	2011	989
Bendigo	2011	1300
Heathcote - Castlemaine - Kyneton	2011	1317
Loddon - Elmore	2011	910
Barwon - West	2011	1517
Geelong	2011	1517
Surf Coast - Bellarine Peninsula	2011	1690
Upper Goulburn Valley	2011	1300
Wangaratta - Benalla	2011	1300
Wodonga - Alpine	2011	1400
Baw Baw	2011	1408
Gippsland - East	2011	1257
Gippsland - South West	2011	1300
Latrobe Valley	2011	1200
Wellington	2011	1213
Brunswick - Coburg	2011	2000
Darebin - South	2011	2000
Essendon	2011	2167
Melbourne City	2011	2167
Port Phillip	2011	2200
Stonnington - West	2011	2400
Yarra	2011	2252
Boroondara	2011	2400
Manningham - West	2011	2000
Whitehorse - West	2011	2000
Bayside	2011	2486
Glen Eira	2011	2105
Kingston	2011	2000
Stonnington - East	2011	2500
Banyule	2011	1900
Darebin - North	2011	1800
Nillumbik - Kinglake	2011	1950
Whittlesea - Wallan	2011	1842
Keilor	2011	1900
Macedon Ranges	2011	1733
Moreland - North	2011	1800
Sunbury	2011	1625
Tullamarine - Broadmeadows	2011	1733
Knox	2011	1733
Manningham - East	2011	2100
Maroondah	2011	1733
Whitehorse - East	2011	1900
Yarra Ranges	2011	1647
Cardinia	2011	1733
Casey - North	2011	1733
Casey - South	2011	1733
Dandenong	2011	1600
Monash	2011	2000
Brimbank	2011	1582
Hobsons Bay	2011	1814
Maribyrnong	2011	2000
Melton - Bacchus Marsh	2011	1733
Wyndham	2011	1785
Frankston	2011	1647
Mornington Peninsula	2011	1733
Grampians	2011	997
Mildura	2011	1262
Murray River - Swan Hill	2011	1040
Campaspe	2011	1300
Moira	2011	1200
Shepparton	2011	1300
Glenelg - Southern Grampians	2011	1100
Colac - Corangamite	2011	1170
Warrnambool	2011	1408
Migratory - Offshore - Shipping (Vic.)	2011	0
No usual address (Vic.)	2011	0
Capalaba	2011	1993
Cleveland - Stradbroke	2011	2080
Wynnum - Manly	2011	2167
Bald Hills - Everton Park	2011	2000
Chermside	2011	2058
Nundah	2011	2000
Sandgate	2011	1937
Carindale	2011	2167
Holland Park - Yeronga	2011	2150
Mt Gravatt	2011	2000
Nathan	2011	2000
Rocklea - Acacia Ridge	2011	2000
Sunnybank	2011	1900
Centenary	2011	2018
Kenmore - Brookfield - Moggill	2011	2300
Sherwood - Indooroopilly	2011	2167
The Gap - Enoggera	2011	2050
Brisbane Inner	2011	2200
Brisbane Inner - East	2011	2492
Brisbane Inner - North	2011	2300
Brisbane Inner - West	2011	2400
Cairns - North	2011	1842
Cairns - South	2011	1733
Innisfail - Cassowary Coast	2011	1322
Port Douglas - Daintree	2011	1647
Tablelands (East) - Kuranda	2011	1473
Darling Downs (West) - Maranoa	2011	1300
Darling Downs - East	2011	1300
Granite Belt	2011	1300
Central Highlands (Qld)	2011	2015
Rockhampton	2011	1677
Biloela	2011	1547
Gladstone	2011	2000
Broadbeach - Burleigh	2011	2000
Coolangatta	2011	1950
Gold Coast - North	2011	1950
Gold Coast Hinterland	2011	1900
Mudgeeraba - Tallebudgera	2011	2167
Nerang	2011	2080
Ormeau - Oxenford	2011	2250
Robina	2011	2000
Southport	2011	1926
Surfers Paradise	2011	2068
Forest Lake - Oxley	2011	1820
Ipswich Hinterland	2011	1517
Ipswich Inner	2011	1631
Springfield - Redbank	2011	1928
Beaudesert	2011	1681
Beenleigh	2011	1733
Browns Plains	2011	1754
Jimboomba	2011	2066
Loganlea - Carbrook	2011	1900
Springwood - Kingston	2011	1690
Bowen Basin - North	2011	1733
Mackay	2011	2156
Whitsunday	2011	1900
Bribie - Beachmere	2011	1733
Caboolture	2011	1733
Caboolture Hinterland	2011	1603
Narangba - Burpengary	2011	1928
Redcliffe	2011	1759
The Hills District	2011	2100
North Lakes	2011	2006
Strathpine	2011	1733
Far North	2011	1499
Outback - North	2011	1850
Outback - South	2011	1000
Buderim	2011	2000
Caloundra	2011	1990
Maroochy	2011	1820
Noosa	2011	1900
Sunshine Coast Hinterland	2011	1800
Nambour	2011	1733
Noosa Hinterland	2011	1700
Toowoomba	2011	1517
Charters Towers - Ayr - Ingham	2011	1300
Townsville	2011	1863
Bundaberg	2011	1400
Burnett	2011	1138
Gympie - Cooloola	2011	1343
Hervey Bay	2011	1523
Maryborough	2011	1300
Migratory - Offshore - Shipping (Qld)	2011	0
No usual address (Qld)	2011	0
Adelaide City	2011	1895
Adelaide Hills	2011	1664
Burnside	2011	2000
Campbelltown (SA)	2011	1600
Norwood - Payneham - St Peters	2011	1806
Prospect - Walkerville	2011	1820
Unley	2011	1950
Gawler - Two Wells	2011	1517
Playford	2011	1300
Port Adelaide - East	2011	1600
Salisbury	2011	1408
Tea Tree Gully	2011	1517
Holdfast Bay	2011	1800
Marion	2011	1622
Mitcham	2011	1769
Onkaparinga	2011	1473
Charles Sturt	2011	1690
Port Adelaide - West	2011	1517
West Torrens	2011	1700
Barossa	2011	1351
Lower North	2011	1062
Mid North	2011	950
Yorke Peninsula	2011	1083
Eyre Peninsula and South West	2011	1257
Outback - North and East	2011	1300
Fleurieu - Kangaroo Island	2011	1300
Limestone Coast	2011	1157
Murray and Mallee	2011	1083
Migratory - Offshore - Shipping (SA)	2011	0
No usual address (SA)	2011	0
Augusta - Margaret River - Busselton	2011	1800
Bunbury	2011	1733
Manjimup	2011	1343
Mandurah	2011	1950
Cottesloe - Claremont	2011	2900
Perth City	2011	2265
Bayswater - Bassendean	2011	1950
Mundaring	2011	1800
Swan	2011	1950
Joondalup	2011	2000
Stirling	2011	2000
Wanneroo	2011	2110
Armadale	2011	1842
Belmont - Victoria Park	2011	2038
Canning	2011	1931
Gosnells	2011	1800
Kalamunda	2011	1955
Serpentine - Jarrahdale	2011	2167
South Perth	2011	2167
Cockburn	2011	2000
Fremantle	2011	2167
Kwinana	2011	1777
Melville	2011	2100
Rockingham	2011	2000
Albany	2011	1400
Wheat Belt - North	2011	1300
Wheat Belt - South	2011	1083
Kimberley	2011	2383
East Pilbara	2011	1950
West Pilbara	2011	2817
Esperance	2011	1517
Gascoyne	2011	1733
Goldfields	2011	1842
Mid West	2011	1583
Migratory - Offshore - Shipping (WA)	2011	0
No usual address (WA)	2011	0
Brighton	2011	1300
Hobart - North East	2011	1500
Hobart - North West	2011	1300
Hobart - South and West	2011	1520
Hobart Inner	2011	1690
Sorell - Dodges Ferry	2011	1300
Launceston	2011	1300
Meander Valley - West Tamar	2011	1200
North East	2011	1127
Central Highlands (Tas.)	2011	1094
Huon - Bruny Island	2011	1200
South East Coast	2011	997
Burnie - Ulverstone	2011	1192
Devonport	2011	1244
West Coast	2011	1083
Migratory - Offshore - Shipping (Tas.)	2011	0
No usual address (Tas.)	2011	0
Darwin City	2011	2275
Darwin Suburbs	2011	2029
Litchfield	2011	2167
Palmerston	2011	2167
Alice Springs	2011	1950
Barkly	2011	934
Daly - Tiwi - West Arnhem	2011	1400
East Arnhem	2011	1101
Katherine	2011	1700
Migratory - Offshore - Shipping (NT)	2011	0
No usual address (NT)	2011	0
Belconnen	2011	2016
Canberra East	2011	1667
Gungahlin	2011	2297
North Canberra	2011	2181
South Canberra	2011	2500
Tuggeranong	2011	2000
Weston Creek	2011	2145
Woden Valley	2011	2167
Molonglo	2011	0
Urriarra - Namadgi	2011	2730
Migratory - Offshore - Shipping (ACT)	2011	0
No usual address (ACT)	2011	0
Christmas Island	2011	1509
Cocos (Keeling) Islands	2011	910
Jervis Bay	2011	0
Norfolk Island	2011	0
Migratory - Offshore - Shipping (OT)	2011	0
No usual address (OT)	2011	0
Queanbeyan	2016	2080
Snowy Mountains	2016	1300
South Coast	2016	1387
Goulburn - Mulwaree	2016	1517
Young - Yass	2016	1560
Gosford	2016	1900
Wyong	2016	1733
Bathurst	2016	1638
Lachlan Valley	2016	1108
Lithgow - Mudgee	2016	1517
Orange	2016	1603
Clarence Valley	2016	1300
Coffs Harbour	2016	1560
Bourke - Cobar - Coonamble	2016	1000
Broken Hill and Far West	2016	932
Dubbo	2016	1365
Lower Hunter	2016	1625
Maitland	2016	1733
Port Stephens	2016	1690
Upper Hunter	2016	1700
Dapto - Port Kembla	2016	1733
Illawarra Catchment Reserve	2016	0
Kiama - Shellharbour	2016	1907
Wollongong	2016	2093
Great Lakes	2016	1387
Kempsey - Nambucca	2016	1300
Lord Howe Island	2016	1867
Port Macquarie	2016	1670
Taree - Gloucester	2016	1300
Albury	2016	1387
Lower Murray	2016	1083
Upper Murray exc. Albury	2016	1200
Armidale	2016	1387
Inverell - Tenterfield	2016	1083
Moree - Narrabri	2016	1300
Tamworth - Gunnedah	2016	1463
Lake Macquarie - East	2016	1800
Lake Macquarie - West	2016	1733
Newcastle	2016	1750
Richmond Valley - Coastal	2016	1733
Richmond Valley - Hinterland	2016	1330
Tweed Valley	2016	1733
Griffith - Murrumbidgee (West)	2016	1300
Tumut - Tumbarumba	2016	1300
Wagga Wagga	2016	1408
Shoalhaven	2016	1517
Southern Highlands	2016	1842
Baulkham Hills	2016	2500
Dural - Wisemans Ferry	2016	2600
Hawkesbury	2016	2167
Rouse Hill - McGraths Hill	2016	2600
Blacktown	2016	2000
Blacktown - North	2016	2470
Mount Druitt	2016	1911
Botany	2016	2400
Marrickville - Sydenham - Petersham	2016	2500
Sydney Inner City	2016	2500
Eastern Suburbs - North	2016	3000
Eastern Suburbs - South	2016	2600
Bankstown	2016	2100
Canterbury	2016	2000
Hurstville	2016	2167
Kogarah - Rockdale	2016	2167
Canada Bay	2016	2500
Leichhardt	2016	3000
Strathfield - Burwood - Ashfield	2016	2167
Chatswood - Lane Cove	2016	2750
Hornsby	2016	2300
Ku-ring-gai	2016	3000
North Sydney - Mosman	2016	2700
Manly	2016	3033
Pittwater	2016	2817
Warringah	2016	2600
Camden	2016	2167
Campbelltown (NSW)	2016	1842
Wollondilly	2016	2167
Blue Mountains	2016	1842
Blue Mountains - South	2016	0
Penrith	2016	2000
Richmond - Windsor	2016	1950
St Marys	2016	1863
Auburn	2016	2000
Carlingford	2016	2167
Merrylands - Guildford	2016	2000
Parramatta	2016	2080
Pennant Hills - Epping	2016	2500
Ryde - Hunters Hill	2016	2300
Bringelly - Green Valley	2016	2167
Fairfield	2016	1820
Liverpool	2016	2100
Cronulla - Miranda - Caringbah	2016	2500
Sutherland - Menai - Heathcote	2016	2383
Migratory - Offshore - Shipping (NSW)	2016	0
No usual address (NSW)	2016	0
Ballarat	2016	1374
Creswick - Daylesford - Ballan	2016	1387
Maryborough - Pyrenees	2016	1083
Bendigo	2016	1387
Heathcote - Castlemaine - Kyneton	2016	1439
Loddon - Elmore	2016	1000
Barwon - West	2016	1650
Geelong	2016	1517
Surf Coast - Bellarine Peninsula	2016	1733
Upper Goulburn Valley	2016	1300
Wangaratta - Benalla	2016	1300
Wodonga - Alpine	2016	1387
Baw Baw	2016	1465
Gippsland - East	2016	1291
Gippsland - South West	2016	1300
Latrobe Valley	2016	1200
Wellington	2016	1300
Brunswick - Coburg	2016	2000
Darebin - South	2016	2058
Essendon	2016	2167
Melbourne City	2016	2000
Port Phillip	2016	2167
Stonnington - West	2016	2167
Yarra	2016	2167
Boroondara	2016	2500
Manningham - West	2016	2000
Whitehorse - West	2016	2000
Bayside	2016	2500
Glen Eira	2016	2117
Kingston	2016	2000
Stonnington - East	2016	2500
Banyule	2016	1950
Darebin - North	2016	1800
Nillumbik - Kinglake	2016	2000
Whittlesea - Wallan	2016	1778
Keilor	2016	2000
Macedon Ranges	2016	1842
Moreland - North	2016	1800
Sunbury	2016	1600
Tullamarine - Broadmeadows	2016	1681
Knox	2016	1733
Manningham - East	2016	2167
Maroondah	2016	1800
Whitehorse - East	2016	2000
Yarra Ranges	2016	1733
Cardinia	2016	1733
Casey - North	2016	1712
Casey - South	2016	1749
Dandenong	2016	1625
Monash	2016	2000
Brimbank	2016	1560
Hobsons Bay	2016	1950
Maribyrnong	2016	2000
Melton - Bacchus Marsh	2016	1700
Wyndham	2016	1733
Frankston	2016	1621
Mornington Peninsula	2016	1733
Grampians	2016	1000
Mildura	2016	1200
Murray River - Swan Hill	2016	1029
Campaspe	2016	1300
Moira	2016	1235
Shepparton	2016	1300
Glenelg - Southern Grampians	2016	1083
Colac - Corangamite	2016	1200
Warrnambool	2016	1400
Migratory - Offshore - Shipping (Vic.)	2016	0
No usual address (Vic.)	2016	0
Capalaba	2016	1950
Cleveland - Stradbroke	2016	2000
Wynnum - Manly	2016	2050
Bald Hills - Everton Park	2016	2000
Chermside	2016	2000
Nundah	2016	1950
Sandgate	2016	1800
Carindale	2016	2167
Holland Park - Yeronga	2016	2056
Mt Gravatt	2016	2000
Nathan	2016	2000
Rocklea - Acacia Ridge	2016	1863
Sunnybank	2016	1733
Centenary	2016	2000
Kenmore - Brookfield - Moggill	2016	2188
Sherwood - Indooroopilly	2016	2167
The Gap - Enoggera	2016	2068
Brisbane Inner	2016	2061
Brisbane Inner - East	2016	2400
Brisbane Inner - North	2016	2167
Brisbane Inner - West	2016	2383
Cairns - North	2016	1733
Cairns - South	2016	1599
Innisfail - Cassowary Coast	2016	1300
Port Douglas - Daintree	2016	1560
Tablelands (East) - Kuranda	2016	1430
Darling Downs (West) - Maranoa	2016	1300
Darling Downs - East	2016	1322
Granite Belt	2016	1300
Central Highlands (Qld)	2016	1842
Rockhampton	2016	1625
Biloela	2016	1517
Gladstone	2016	1950
Broadbeach - Burleigh	2016	1907
Coolangatta	2016	1860
Gold Coast - North	2016	1733
Gold Coast Hinterland	2016	1820
Mudgeeraba - Tallebudgera	2016	2000
Nerang	2016	1907
Ormeau - Oxenford	2016	2000
Robina	2016	1863
Southport	2016	1733
Surfers Paradise	2016	1950
Forest Lake - Oxley	2016	1733
Ipswich Hinterland	2016	1517
Ipswich Inner	2016	1517
Springfield - Redbank	2016	1733
Beaudesert	2016	1550
Beenleigh	2016	1560
Browns Plains	2016	1647
Jimboomba	2016	2000
Loganlea - Carbrook	2016	1733
Springwood - Kingston	2016	1603
Bowen Basin - North	2016	1579
Mackay	2016	1950
Whitsunday	2016	1733
Bribie - Beachmere	2016	1603
Caboolture	2016	1625
Caboolture Hinterland	2016	1625
Narangba - Burpengary	2016	1755
Redcliffe	2016	1690
The Hills District	2016	2035
North Lakes	2016	1900
Strathpine	2016	1690
Far North	2016	1600
Outback - North	2016	1768
Outback - South	2016	997
Buderim	2016	1950
Caloundra	2016	1928
Maroochy	2016	1733
Noosa	2016	1804
Sunshine Coast Hinterland	2016	1733
