SA3_NAME16	Year	EduInstitutionType	Sex	students
Bathurst	2006	University or other tertiary	F	1355
Bathurst	2006	University or other tertiary	M	846
Bathurst	2011		F	1588
Bathurst	2011		M	2271
Bathurst	2011	Infants/Primary	F	1794
Bathurst	2011	Infants/Primary	M	1962
Bathurst	2011	Pre-school	F	383
Bathurst	2011	Pre-school	M	452
Bathurst	2011	Secondary	F	1497
Bathurst	2011	Secondary	M	1684
Bathurst	2011	Technical or Further Educational Institution	F	564
Bathurst	2011	Technical or Further Educational Institution	M	553
Bathurst	2011	University or other tertiary	F	1385
Bathurst	2011	University or other tertiary	M	850
Bathurst	2016		F	2087
Bathurst	2016		M	2924
Bathurst	2016	Infants/Primary	F	1948
Bathurst	2016	Infants/Primary	M	2099
Bathurst	2016	Pre-school	F	404
Bathurst	2016	Pre-school	M	441
Bathurst	2016	Secondary	F	1573
Bathurst	2016	Secondary	M	1694
Bathurst	2016	Technical or Further Educational Institution	F	580
Bathurst	2016	Technical or Further Educational Institution	M	407
Bathurst	2016	University or other tertiary	F	1313
Bathurst	2016	University or other tertiary	M	839
Lachlan Valley	2006		F	1942
Lachlan Valley	2006		M	1884
Lachlan Valley	2006	Infants/Primary	F	2624
Lachlan Valley	2006	Infants/Primary	M	2783
Lachlan Valley	2006	Pre-school	F	502
Lachlan Valley	2006	Pre-school	M	586
Lachlan Valley	2006	Secondary	F	2004
Lachlan Valley	2006	Secondary	M	1975
Lachlan Valley	2006	Technical or Further Educational Institution	F	767
Lachlan Valley	2006	Technical or Further Educational Institution	M	538
Lachlan Valley	2006	University or other tertiary	F	351
Lachlan Valley	2006	University or other tertiary	M	199
Lachlan Valley	2011		F	2099
Lachlan Valley	2011		M	2127
Lachlan Valley	2011	Infants/Primary	F	2313
Lachlan Valley	2011	Infants/Primary	M	2406
Lachlan Valley	2011	Pre-school	F	549
Lachlan Valley	2011	Pre-school	M	585
Lachlan Valley	2011	Secondary	F	1911
Lachlan Valley	2011	Secondary	M	1907
Lachlan Valley	2011	Technical or Further Educational Institution	F	799
Lachlan Valley	2011	Technical or Further Educational Institution	M	544
Lachlan Valley	2011	University or other tertiary	F	470
Lachlan Valley	2011	University or other tertiary	M	180
Lachlan Valley	2016		F	3068
Lachlan Valley	2016		M	2879
Lachlan Valley	2016	Infants/Primary	F	2357
Lachlan Valley	2016	Infants/Primary	M	2436
Lachlan Valley	2016	Pre-school	F	520
Lachlan Valley	2016	Pre-school	M	512
Lachlan Valley	2016	Secondary	F	1693
Lachlan Valley	2016	Secondary	M	1651
Lachlan Valley	2016	Technical or Further Educational Institution	F	597
Lachlan Valley	2016	Technical or Further Educational Institution	M	346
Lachlan Valley	2016	University or other tertiary	F	518
Lachlan Valley	2016	University or other tertiary	M	236
Lithgow - Mudgee	2006		F	1673
Lithgow - Mudgee	2006		M	2010
Lithgow - Mudgee	2006	Infants/Primary	F	1820
Lithgow - Mudgee	2006	Infants/Primary	M	2008
Lithgow - Mudgee	2006	Pre-school	F	300
Lithgow - Mudgee	2006	Pre-school	M	395
Lithgow - Mudgee	2006	Secondary	F	1493
Lithgow - Mudgee	2006	Secondary	M	1495
Lithgow - Mudgee	2006	Technical or Further Educational Institution	F	593
Lithgow - Mudgee	2006	Technical or Further Educational Institution	M	562
Lithgow - Mudgee	2006	University or other tertiary	F	306
Lithgow - Mudgee	2006	University or other tertiary	M	151
Lithgow - Mudgee	2011		F	1715
Lithgow - Mudgee	2011		M	2211
Lithgow - Mudgee	2011	Infants/Primary	F	1604
Lithgow - Mudgee	2011	Infants/Primary	M	1823
Lithgow - Mudgee	2011	Pre-school	F	412
Lithgow - Mudgee	2011	Pre-school	M	397
Lithgow - Mudgee	2011	Secondary	F	1418
Lithgow - Mudgee	2011	Secondary	M	1420
Lithgow - Mudgee	2011	Technical or Further Educational Institution	F	625
Lithgow - Mudgee	2011	Technical or Further Educational Institution	M	512
Lithgow - Mudgee	2011	University or other tertiary	F	409
Lithgow - Mudgee	2011	University or other tertiary	M	201
Lithgow - Mudgee	2016		F	2721
Lithgow - Mudgee	2016		M	3127
Lithgow - Mudgee	2016	Infants/Primary	F	1798
Lithgow - Mudgee	2016	Infants/Primary	M	1882
Lithgow - Mudgee	2016	Pre-school	F	379
Lithgow - Mudgee	2016	Pre-school	M	384
Lithgow - Mudgee	2016	Secondary	F	1204
Lithgow - Mudgee	2016	Secondary	M	1370
Lithgow - Mudgee	2016	Technical or Further Educational Institution	F	585
Lithgow - Mudgee	2016	Technical or Further Educational Institution	M	396
Lithgow - Mudgee	2016	University or other tertiary	F	497
Lithgow - Mudgee	2016	University or other tertiary	M	224
Orange	2006		F	1883
Orange	2006		M	1856
Orange	2006	Infants/Primary	F	2455
Orange	2006	Infants/Primary	M	2492
Orange	2006	Pre-school	F	476
Orange	2006	Pre-school	M	480
Orange	2006	Secondary	F	1946
Orange	2006	Secondary	M	1890
Orange	2006	Technical or Further Educational Institution	F	703
Orange	2006	Technical or Further Educational Institution	M	590
Orange	2006	University or other tertiary	F	595
Orange	2006	University or other tertiary	M	391
Orange	2011		F	1909
Orange	2011		M	1936
Orange	2011	Infants/Primary	F	2390
Orange	2011	Infants/Primary	M	2468
Orange	2011	Pre-school	F	553
Orange	2011	Pre-school	M	584
Orange	2011	Secondary	F	2055
Orange	2011	Secondary	M	1971
Orange	2011	Technical or Further Educational Institution	F	766
Orange	2011	Technical or Further Educational Institution	M	616
Orange	2011	University or other tertiary	F	881
Orange	2011	University or other tertiary	M	494
Orange	2016		F	2371
Orange	2016		M	2274
Orange	2016	Infants/Primary	F	2617
Orange	2016	Infants/Primary	M	2799
Orange	2016	Pre-school	F	542
Orange	2016	Pre-school	M	593
Orange	2016	Secondary	F	2003
Orange	2016	Secondary	M	1956
Orange	2016	Technical or Further Educational Institution	F	771
Orange	2016	Technical or Further Educational Institution	M	638
Orange	2016	University or other tertiary	F	1049
Orange	2016	University or other tertiary	M	562
Clarence Valley	2006		F	1742
Clarence Valley	2006		M	1923
Clarence Valley	2006	Infants/Primary	F	2131
Clarence Valley	2006	Infants/Primary	M	2185
Clarence Valley	2006	Pre-school	F	375
Clarence Valley	2006	Pre-school	M	417
Clarence Valley	2006	Secondary	F	1765
Clarence Valley	2006	Secondary	M	1742
Clarence Valley	2006	Technical or Further Educational Institution	F	576
Clarence Valley	2006	Technical or Further Educational Institution	M	463
Clarence Valley	2006	University or other tertiary	F	292
Clarence Valley	2006	University or other tertiary	M	167
Clarence Valley	2011		F	1700
Clarence Valley	2011		M	1839
Clarence Valley	2011	Infants/Primary	F	1857
Clarence Valley	2011	Infants/Primary	M	1967
Clarence Valley	2011	Pre-school	F	399
Clarence Valley	2011	Pre-school	M	467
Clarence Valley	2011	Secondary	F	1740
Clarence Valley	2011	Secondary	M	1663
Clarence Valley	2011	Technical or Further Educational Institution	F	723
Clarence Valley	2011	Technical or Further Educational Institution	M	478
Clarence Valley	2011	University or other tertiary	F	493
Clarence Valley	2011	University or other tertiary	M	212
Clarence Valley	2016		F	2251
Clarence Valley	2016		M	2453
Clarence Valley	2016	Infants/Primary	F	1826
Clarence Valley	2016	Infants/Primary	M	1944
Clarence Valley	2016	Pre-school	F	358
Clarence Valley	2016	Pre-school	M	401
Clarence Valley	2016	Secondary	F	1408
Clarence Valley	2016	Secondary	M	1473
Clarence Valley	2016	Technical or Further Educational Institution	F	647
Clarence Valley	2016	Technical or Further Educational Institution	M	414
Clarence Valley	2016	University or other tertiary	F	446
Clarence Valley	2016	University or other tertiary	M	211
Coffs Harbour	2006		F	3057
Coffs Harbour	2006		M	2837
Coffs Harbour	2006	Infants/Primary	F	3462
Coffs Harbour	2006	Infants/Primary	M	3651
Coffs Harbour	2006	Pre-school	F	666
Coffs Harbour	2006	Pre-school	M	746
Coffs Harbour	2006	Secondary	F	3038
Coffs Harbour	2006	Secondary	M	3070
Coffs Harbour	2006	Technical or Further Educational Institution	F	1091
Coffs Harbour	2006	Technical or Further Educational Institution	M	829
Coffs Harbour	2006	University or other tertiary	F	1087
Coffs Harbour	2006	University or other tertiary	M	574
Coffs Harbour	2011		F	2934
Coffs Harbour	2011		M	2668
Coffs Harbour	2011	Infants/Primary	F	3241
Coffs Harbour	2011	Infants/Primary	M	3437
Coffs Harbour	2011	Pre-school	F	739
Coffs Harbour	2011	Pre-school	M	759
Coffs Harbour	2011	Secondary	F	2940
Coffs Harbour	2011	Secondary	M	2933
Coffs Harbour	2011	Technical or Further Educational Institution	F	1448
Coffs Harbour	2011	Technical or Further Educational Institution	M	1072
Coffs Harbour	2011	University or other tertiary	F	1294
Coffs Harbour	2011	University or other tertiary	M	673
Coffs Harbour	2016		F	3948
Coffs Harbour	2016		M	3520
Coffs Harbour	2016	Infants/Primary	F	3500
Coffs Harbour	2016	Infants/Primary	M	3568
Coffs Harbour	2016	Pre-school	F	758
Coffs Harbour	2016	Pre-school	M	845
Coffs Harbour	2016	Secondary	F	2684
Coffs Harbour	2016	Secondary	M	2734
Coffs Harbour	2016	Technical or Further Educational Institution	F	1170
Coffs Harbour	2016	Technical or Further Educational Institution	M	747
Coffs Harbour	2016	University or other tertiary	F	1304
Coffs Harbour	2016	University or other tertiary	M	638
Bourke - Cobar - Coonamble	2006		F	1156
Bourke - Cobar - Coonamble	2006		M	1422
Bourke - Cobar - Coonamble	2006	Infants/Primary	F	1330
Bourke - Cobar - Coonamble	2006	Infants/Primary	M	1378
Bourke - Cobar - Coonamble	2006	Pre-school	F	235
Bourke - Cobar - Coonamble	2006	Pre-school	M	281
Bourke - Cobar - Coonamble	2006	Secondary	F	671
Bourke - Cobar - Coonamble	2006	Secondary	M	657
Bourke - Cobar - Coonamble	2006	Technical or Further Educational Institution	F	300
Bourke - Cobar - Coonamble	2006	Technical or Further Educational Institution	M	196
Bourke - Cobar - Coonamble	2006	University or other tertiary	F	176
Bourke - Cobar - Coonamble	2006	University or other tertiary	M	86
Bourke - Cobar - Coonamble	2011		F	1263
Bourke - Cobar - Coonamble	2011		M	1455
Bourke - Cobar - Coonamble	2011	Infants/Primary	F	1102
Bourke - Cobar - Coonamble	2011	Infants/Primary	M	1144
Bourke - Cobar - Coonamble	2011	Pre-school	F	280
Bourke - Cobar - Coonamble	2011	Pre-school	M	274
Bourke - Cobar - Coonamble	2011	Secondary	F	664
Bourke - Cobar - Coonamble	2011	Secondary	M	594
Bourke - Cobar - Coonamble	2011	Technical or Further Educational Institution	F	293
Bourke - Cobar - Coonamble	2011	Technical or Further Educational Institution	M	214
Bourke - Cobar - Coonamble	2011	University or other tertiary	F	210
Bourke - Cobar - Coonamble	2011	University or other tertiary	M	82
Bourke - Cobar - Coonamble	2016		F	1719
Bourke - Cobar - Coonamble	2016		M	1819
Bourke - Cobar - Coonamble	2016	Infants/Primary	F	1042
Bourke - Cobar - Coonamble	2016	Infants/Primary	M	1052
Bourke - Cobar - Coonamble	2016	Pre-school	F	267
Bourke - Cobar - Coonamble	2016	Pre-school	M	246
Bourke - Cobar - Coonamble	2016	Secondary	F	570
Bourke - Cobar - Coonamble	2016	Secondary	M	562
Bourke - Cobar - Coonamble	2016	Technical or Further Educational Institution	F	243
Bourke - Cobar - Coonamble	2016	Technical or Further Educational Institution	M	124
Bourke - Cobar - Coonamble	2016	University or other tertiary	F	228
Bourke - Cobar - Coonamble	2016	University or other tertiary	M	84
Broken Hill and Far West	2006		F	1120
Broken Hill and Far West	2006		M	1125
Broken Hill and Far West	2006	Infants/Primary	F	910
Broken Hill and Far West	2006	Infants/Primary	M	921
Broken Hill and Far West	2006	Pre-school	F	177
Broken Hill and Far West	2006	Pre-school	M	207
Broken Hill and Far West	2006	Secondary	F	657
Broken Hill and Far West	2006	Secondary	M	620
Broken Hill and Far West	2006	Technical or Further Educational Institution	F	271
Broken Hill and Far West	2006	Technical or Further Educational Institution	M	251
Broken Hill and Far West	2006	University or other tertiary	F	158
Broken Hill and Far West	2006	University or other tertiary	M	96
Broken Hill and Far West	2011		F	1072
Broken Hill and Far West	2011		M	1075
Broken Hill and Far West	2011	Infants/Primary	F	761
Broken Hill and Far West	2011	Infants/Primary	M	814
Broken Hill and Far West	2011	Pre-school	F	181
Broken Hill and Far West	2011	Pre-school	M	162
Broken Hill and Far West	2011	Secondary	F	608
Broken Hill and Far West	2011	Secondary	M	632
Broken Hill and Far West	2011	Technical or Further Educational Institution	F	336
Broken Hill and Far West	2011	Technical or Further Educational Institution	M	253
Broken Hill and Far West	2011	University or other tertiary	F	194
Broken Hill and Far West	2011	University or other tertiary	M	68
Broken Hill and Far West	2016		F	1062
Broken Hill and Far West	2016		M	1098
Broken Hill and Far West	2016	Infants/Primary	F	711
Broken Hill and Far West	2016	Infants/Primary	M	698
Broken Hill and Far West	2016	Pre-school	F	158
Broken Hill and Far West	2016	Pre-school	M	187
Broken Hill and Far West	2016	Secondary	F	531
Broken Hill and Far West	2016	Secondary	M	533
Broken Hill and Far West	2016	Technical or Further Educational Institution	F	269
Broken Hill and Far West	2016	Technical or Further Educational Institution	M	178
Broken Hill and Far West	2016	University or other tertiary	F	204
Broken Hill and Far West	2016	University or other tertiary	M	80
Dubbo	2006		F	2942
Dubbo	2006		M	2829
Dubbo	2006	Infants/Primary	F	3240
Dubbo	2006	Infants/Primary	M	3418
Dubbo	2006	Pre-school	F	601
Dubbo	2006	Pre-school	M	654
Dubbo	2006	Secondary	F	2274
Dubbo	2006	Secondary	M	2301
Dubbo	2006	Technical or Further Educational Institution	F	932
Dubbo	2006	Technical or Further Educational Institution	M	683
Dubbo	2006	University or other tertiary	F	709
Dubbo	2006	University or other tertiary	M	294
Dubbo	2011		F	2585
Dubbo	2011		M	2911
Dubbo	2011	Infants/Primary	F	2993
Dubbo	2011	Infants/Primary	M	3097
Dubbo	2011	Pre-school	F	619
Dubbo	2011	Pre-school	M	722
Dubbo	2011	Secondary	F	2234
Dubbo	2011	Secondary	M	2334
Dubbo	2011	Technical or Further Educational Institution	F	1052
Dubbo	2011	Technical or Further Educational Institution	M	763
Dubbo	2011	University or other tertiary	F	807
Dubbo	2011	University or other tertiary	M	325
Dubbo	2016		F	3515
Dubbo	2016		M	3846
Dubbo	2016	Infants/Primary	F	2915
Dubbo	2016	Infants/Primary	M	3145
Dubbo	2016	Pre-school	F	700
Dubbo	2016	Pre-school	M	738
Dubbo	2016	Secondary	F	2120
Dubbo	2016	Secondary	M	2126
Dubbo	2016	Technical or Further Educational Institution	F	852
Dubbo	2016	Technical or Further Educational Institution	M	602
Dubbo	2016	University or other tertiary	F	858
Dubbo	2016	University or other tertiary	M	382
Lower Hunter	2006		F	2911
Lower Hunter	2006		M	3204
Lower Hunter	2006	Infants/Primary	F	3737
Lower Hunter	2006	Infants/Primary	M	3842
Lower Hunter	2006	Pre-school	F	727
Lower Hunter	2006	Pre-school	M	857
Lower Hunter	2006	Secondary	F	2585
Lower Hunter	2006	Secondary	M	2655
Lower Hunter	2006	Technical or Further Educational Institution	F	934
Lower Hunter	2006	Technical or Further Educational Institution	M	1065
Lower Hunter	2006	University or other tertiary	F	645
Lower Hunter	2006	University or other tertiary	M	342
Lower Hunter	2011		F	2874
Lower Hunter	2011		M	3333
Lower Hunter	2011	Infants/Primary	F	3481
Lower Hunter	2011	Infants/Primary	M	3703
Lower Hunter	2011	Pre-school	F	810
Lower Hunter	2011	Pre-school	M	896
Lower Hunter	2011	Secondary	F	2911
Lower Hunter	2011	Secondary	M	2751
Lower Hunter	2011	Technical or Further Educational Institution	F	1025
Lower Hunter	2011	Technical or Further Educational Institution	M	1046
Lower Hunter	2011	University or other tertiary	F	906
Lower Hunter	2011	University or other tertiary	M	460
Lower Hunter	2016		F	3872
Lower Hunter	2016		M	4381
Lower Hunter	2016	Infants/Primary	F	3818
Lower Hunter	2016	Infants/Primary	M	4010
Lower Hunter	2016	Pre-school	F	849
Lower Hunter	2016	Pre-school	M	878
Lower Hunter	2016	Secondary	F	2804
Lower Hunter	2016	Secondary	M	2789
Lower Hunter	2016	Technical or Further Educational Institution	F	928
Lower Hunter	2016	Technical or Further Educational Institution	M	696
Lower Hunter	2016	University or other tertiary	F	1082
Lower Hunter	2016	University or other tertiary	M	577
Maitland	2006		F	2183
Maitland	2006		M	2001
Maitland	2006	Infants/Primary	F	2816
Maitland	2006	Infants/Primary	M	2904
Maitland	2006	Pre-school	F	579
Maitland	2006	Pre-school	M	682
Maitland	2006	Secondary	F	2071
Maitland	2006	Secondary	M	2077
Maitland	2006	Technical or Further Educational Institution	F	802
