GCCSA_CODE_2016,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_T,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_T_T,C11_SDRTHT_0b_NPFH_2,C11_SDRTHT_0b_NPFH_3,C11_SDRTHT_0b_NPFH_4,C11_SDRTHT_0b_NPFH_5,C11_SDRTHT_0b_NPFH_6_mor,C11_SDRTHT_0bTotal,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_T,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_T_T,C11_FUA_0b_NPFH_2,C11_FUA_0b_NPFH_3,C11_FUA_0b_NPFH_4,C11_FUA_0b_NPFH_5,C11_FUA_0b_NPFH_6_mor,C11_FUA_0bTotal,C11_FUA_1b_NPFH_2,C11_FUA_1b_NPFH_3,C11_FUA_1b_NPFH_4,C11_FUA_1b_NPFH_5,C11_FUA_1b_NPFH_6_mor,C11_FUA_1b_Tot,C11_FUA_2b_NPFH_2,C11_FUA_2b_NPFH_3,C11_FUA_2b_NPFH_4,C11_FUA_2b_NPFH_5,C11_FUA_2b_NPFH_6_mor,C11_FUA_2b_Tot,C11_FUA_3b_NPFH_2,C11_FUA_3b_NPFH_3,C11_FUA_3b_NPFH_4,C11_FUA_3b_NPFH_5,C11_FUA_3b_NPFH_6_mor,C11_FUA_3b_Tot,C11_FUA_4mb_NPFH_2,C11_FUA_4mb_NPFH_3,C11_FUA_4mb_NPFH_4,C11_FUA_4mb_NPFH_5,C11_FUA_4mb_NPFH_6_mor,C11_FUA_4mb_Tot,C11_FUA_NB_NS_NPFH_2,C11_FUA_NB_NS_NPFH_3,C11_FUA_NB_NS_NPFH_4,C11_FUA_NB_NS_NPFH_5,C11_FUA_NB_NS_NPFH_6_mor,C11_FUA_NB_NS_T,C11_FUA_Tot_NPFH_2,C11_FUA_Tot_NPFH_3,C11_FUA_Tot_NPFH_4,C11_FUA_Tot_NPFH_5,C11_FUA_Tot_NPFH_6_mor,C11_FUA_T_T,C11_OD_0b_NPFH_2,C11_OD_0b_NPFH_3,C11_OD_0b_NPFH_4,C11_OD_0b_NPFH_5,C11_OD_0b_NPFH_6_mor,C11_OD_0bTotal,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_T,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_T_T,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_T,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_T_T,C16_SH_0b_NPFH_2,C16_SH_0b_NPFH_3,C16_SH_0b_NPFH_4,C16_SH_0b_NPFH_5,C16_SH_0b_NPFH_6_mor,C16_SH_0bTotal,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_T,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5
6RTAS,8299,2513,875,43373,6502,3650,4915,3116,1622,19809,403,103,72,37,14,634,36061,14333,13830,5781,2566,72571,0,0,0,0,0,0,93,12,0,0,0,105,875,152,36,7,0,1072,232,111,62,29,7,444,54,37,30,20,15,156,22,3,5,3,0,31,1284,309,130,62,24,1807,8,0,0,0,0,4,177,19,3,0,0,198,935,164,37,3,0,1144,173,73,43,8,7,307,24,13,3,6,3,44,28,8,3,0,0,43,1350,271,92,25,9,1744,15,6,0,0,0,27,83,3,0,0,0,87,92,23,14,0,0,131,61,24,21,6,5,120,28,5,10,6,4,47,15,3,0,0,0,24,284,71,54,13,9,432,15,12,13,3,0,41,38989,14996,14124,5876,2605,76595,46,21,13,3,7,85,602,61,54,14,6,736,6230,1222,488,121,40,8107,22264,8760,7297,2179,774,41269,7143,3893,4855,2789,1584,20258,556,159,130,61,34,929,36846,14113,12839,5161
6GHOB,5874,1665,578,29156,4554,3153,4281,2276,1150,15411,248,62,48,23,14,397,22920,11157,10579,4047,1763,50477,4,0,0,0,0,4,99,14,0,0,0,120,980,237,73,13,0,1306,338,176,113,30,7,668,34,24,43,14,17,135,14,3,3,0,0,20,1470,459,236,57,27,2253,11,0,0,0,0,8,292,30,9,0,0,326,1440,369,106,9,0,1926,314,169,102,25,9,621,34,35,34,18,18,132,32,8,8,0,0,46,2114,605,252,51,28,3050,3,0,0,0,0,3,16,0,0,0,0,24,31,10,7,7,3,57,18,21,9,4,3,56,11,7,10,7,6,35,0,0,0,0,0,5,83,38,31,12,7,178,12,7,10,0,0,30,26611,12263,11102,4175,1827,55982,31,8,7,5,0,45,259,47,24,5,7,344,4149,978,376,68,19,5589,14405,7018,5838,1623,570,29455,5073,3384,4519,2438,1148,16569,320,134,94,45,31,629,24236,11571,10865,4188
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5RWAU,9012,3046,1679,49153,18234,9964,13233,7294,3929,52656,558,182,189,119,118,1169,50352,21694,23165,10693,5885,111787,7,4,0,0,0,11,171,19,8,6,0,215,1158,260,87,25,19,1551,1202,525,279,97,59,2160,170,95,131,61,55,521,57,17,17,8,8,103,2767,922,527,198,140,4561,5,3,0,0,0,12,146,22,3,5,0,174,775,191,75,24,4,1076,523,207,119,55,22,937,58,27,29,18,11,142,29,6,3,0,4,50,1540,459,237,101,38,2381,244,39,28,4,8,311,663,57,18,5,0,752,301,101,55,20,5,488,265,48,55,14,13,394,130,33,32,24,15,228,133,23,9,0,0,170,1737,288,201,70,40,2337,135,43,21,15,12,221,56532,23408,24146,11077,6121,121285,93,23,14,6,3,142,719,126,63,20,26,948,5477,1239,665,219,129,7734,25502,9856,8308,2796,1449,47915,21048,11213,14500,7898,3979,58638,872,285,186,114,102,1566,53712,22743,23743,11046
5GPER,24870,6376,2321,133669,71726,49143,67564,31748,14573,234761,1621,599,537,304,265,3322,154949,84252,94376,38807,17293,389674,25,19,10,0,0,49,620,55,21,6,4,707,7051,1446,424,101,39,9068,13256,5499,3058,803,270,22889,1687,1092,1349,624,285,5035,283,101,54,24,19,482,22926,8203,4924,1563,614,38232,80,12,4,3,0,104,2503,299,61,3,3,2876,8146,1959,681,136,28,10942,4973,1904,1033,297,109,8316,316,188,196,91,48,841,203,66,31,18,9,322,16222,4430,2014,546,196,23404,50,9,7,0,0,56,227,11,3,3,0,246,337,31,12,3,0,381,108,35,21,11,4,175,23,5,15,15,5,71,37,9,0,0,0,40,780,93,55,26,7,966,86,34,21,10,0,154,194956,97012,101388,40955,18118,452423,86,43,46,22,36,231,859,179,105,61,47,1250,10627,2509,1269,300,124,14821,68633,32682,25692,6652,2399,136061,80609,56930,76199,35107,16644,265490,2189,934,719,371,351,4564,163016,93274,104026,42507
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RSAU,9038,2886,1015,53561,9381,5073,6979,4579,1989,28005,540,136,124,65,46,914,48356,16692,16679,7697,3110,92529,3,0,0,0,0,4,65,5,0,0,0,79,850,101,41,4,0,995,1424,575,336,152,52,2540,133,79,68,46,59,390,45,13,3,8,3,78,2526,776,448,217,115,4081,3,0,0,0,0,3,97,10,7,0,0,115,663,105,33,4,4,811,217,74,37,12,3,352,15,11,8,4,0,43,34,0,0,3,4,40,1029,206,83,29,11,1361,37,0,3,0,0,45,151,0,3,0,0,158,124,28,14,0,6,170,118,40,30,4,3,197,38,18,20,11,4,86,21,0,0,0,0,28,494,90,67,16,17,680,50,7,9,8,3,82,52455,17778,17289,7958,3249,98737,55,20,12,3,5,96,616,78,43,18,17,762,6698,1023,470,133,46,8361,29749,9556,7918,2538,834,50605,11025,5660,7272,4569,2124,30655,758,180,124,56,59,1176,48898,16519,15831,7321
4GADE,35436,8469,2726,166270,23248,17488,27105,15066,6570,89479,1315,436,335,166,161,2416,120441,61299,64513,24038,9578,279875,13,14,3,6,3,40,507,38,12,7,0,571,7523,1404,458,84,25,9492,8485,3808,2323,622,255,15495,505,413,503,292,199,1911,244,65,55,24,22,410,17286,5737,3355,1022,502,27910,45,19,3,3,0,70,1230,184,39,9,0,1454,8279,2554,993,179,35,12044,1876,803,396,130,42,3252,78,33,53,31,15,208,187,58,25,15,3,283,11686,3649,1509,367,96,17306,43,0,0,0,0,45,112,4,0,0,0,123,98,30,4,0,0,135,47,21,20,11,3,103,16,0,4,8,3,32,6,0,3,0,0,14,324,57,35,11,12,439,43,13,10,3,4,84,149792,70759,69424,25445,10195,325617,80,37,42,17,20,188,839,154,114,33,31,1180,12718,3046,1316,248,92,17411,77512,38413,34181,8181,2888,161168,26175,19311,29094,15611,7245,97434,1499,643,430,239,190,3003,118823,61596,65168,24329
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3RQLD,42800,13537,5715,229465,71738,44464,58650,32924,18937,226713,2696,912,699,416,382,5106,219958,102120,105270,47844,25476,500675,23,10,7,3,0,40,523,36,23,7,0,593,9609,2087,694,120,41,12549,10696,5323,3273,915,324,20535,1033,641,787,451,246,3161,322,89,61,25,13,508,22213,8186,4839,1518,630,37386,129,19,6,0,3,163,3080,312,52,14,10,3458,18418,4823,1630,388,135,25396,6385,2591,1546,448,168,11144,381,186,225,106,85,981,517,140,81,21,20,771,28920,8066,3534,976,412,41915,485,38,43,22,14,603,1688,100,39,10,7,1838,1298,281,110,39,19,1749,726,181,180,57,32,1170,288,61,77,69,48,539,219,19,15,9,4,265,4697,676,457,199,118,6155,336,82,71,38,16,535,276124,119133,114170,50579,26657,586664,412,122,92,34,40,706,3076,442,276,125,88,4010,23512,5141,2601,791,400,32443,115430,47980,39007,11855,4711,218982,83050,51382,65936,35454,20107,255935,3727,1388,1023,516,495,7151,229211,106455,108935,48775
3GBRI,39331,11577,4722,195752,65511,49490,68248,36582,20270,240104,1936,779,701,377,377,4161,177551,101876,110226,49049,25606,464310,31,14,9,3,0,65,585,60,19,3,0,663,7557,1715,494,106,34,9902,9728,5476,3098,931,340,19572,707,530,612,327,221,2399,237,90,55,39,17,438,18845,7890,4279,1407,619,33038,148,29,8,3,3,185,3280,263,52,6,0,3606,15842,3989,1378,236,62,21506,4782,2165,1168,296,101,8517,291,144,187,90,54,768,319,88,43,9,7,470,24672,6672,2836,643,232,35050,82,9,5,0,4,97,422,13,8,0,4,449,429,98,44,7,9,582,129,47,46,26,8,249,35,21,26,25,15,115,43,10,6,3,0,60,1139,194,130,57,29,1552,113,37,33,12,9,208,222317,116675,117512,51168,26492,534159,126,72,51,35,39,319,1140,247,175,90,75,1734,14536,3571,1695,433,183,20416,87714,45206,37714,10944,4424,186005,74520,56530,76402,39430,23179,270068,2445,1162,1062,554,620,5843,180480,106798,117110,51479
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RVIC,34706,10998,3668,188988,36522,20538,28060,19173,8984,113272,1974,540,439,213,170,3336,160391,65715,65164,30894,13010,335177,7,3,0,0,0,13,231,21,5,0,0,254,2951,502,154,26,7,3641,1779,633,467,136,24,3042,252,153,181,116,47,748,100,18,10,8,9,142,5331,1335,812,280,82,7839,17,8,0,4,0,33,610,64,17,7,0,697,4832,898,256,51,11,6045,1344,521,255,71,20,2214,103,43,59,29,15,258,169,41,7,6,3,233,7083,1577,595,164,53,9470,83,20,10,3,0,118,389,25,12,8,0,434,525,81,48,14,9,684,270,127,107,33,19,558,104,62,64,38,22,282,54,7,3,4,0,74,1429,324,238,97,51,2141,78,33,27,16,7,147,174309,68977,66826,31455,13206,354778,182,66,33,22,17,314,1538,224,127,62,26,1969,20751,4134,1874,478,148,27377,99414,38267,31664,9545,3144,182039,42954,23746,31945,20199,9000,127835,3002,792,583,324,226,4930,167838,67227,66224,30623
2GMEL,104654,27863,10411,424866,77678,65917,103940,62661,29814,340015,4061,1584,1383,858,777,8665,296608,184559,216076,92736,41513,831498,57,32,24,10,7,137,1749,154,39,13,6,1959,23962,6742,2620,454,135,33912,22035,13418,10475,2529,845,49294,2824,2648,3947,2149,1169,12732,588,180,135,57,49,1012,51211,23174,17241,5212,2201,99042,552,111,32,22,9,730,12183,1244,249,23,20,13709,38156,11518,4343,935,262,55216,10788,6734,4361,1348,703,23926,577,441,561,306,177,2062,803,307,156,80,58,1410,63051,20347,9704,2716,1232,97052,44,13,3,3,0,66,365,23,6,3,0,398,714,230,99,23,14,1076,220,207,188,59,37,713,47,32,51,32,25,181,27,5,11,7,0,52,1419,506,361,128,76,2483,163,59,68,18,9,324,412461,228654,243453,100809,45027,1030407,286,170,164,91,97,810,1745,405,327,136,98,2712,32168,10442,5600,1184,446,49830,166805,101104,99700,26741,10849,405202,88675,77036,119253,67019,34978,386960,5267,2493,2129,1100,1122,12117,294948,191662,227169,96271
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1RNSW,53065,17342,6001,289277,84636,45779,60482,37180,19267,247345,3440,999,742,392,342,5914,278833,118941,118763,56131,26049,598720,24,11,3,0,3,41,643,55,14,3,0,723,9962,2032,605,116,28,12737,9720,4110,2456,755,228,17259,1015,550,722,392,232,2918,338,90,33,15,12,488,21698,6848,3843,1279,501,34167,60,20,8,4,0,81,1525,156,35,6,4,1727,11460,2686,912,175,43,15280,4314,1700,954,294,98,7352,330,150,179,119,75,858,337,79,37,14,5,471,18028,4796,2124,608,223,25775,182,30,16,12,4,245,1042,54,24,5,3,1128,1774,290,105,37,8,2218,675,260,188,65,32,1221,204,89,93,63,76,525,165,20,24,0,3,210,4041,749,441,187,123,5543,306,114,75,42,26,562,322908,131456,125236,58246,26923,664768,396,139,93,37,30,696,3267,506,343,135,94,4345,34048,7936,3694,941,335,46947,144551,59375,48437,15342,5225,272936,94973,50852,66301,38761,20017,270905,4780,1556,1105,577,460,8479,282014,120366,119977,55805
1GSYD,82141,28317,12608,329197,85984,72871,113074,67373,39779,379086,3461,1334,1332,881,786,7792,247977,165442,203526,98637,54158,769749,117,34,39,16,17,223,2147,227,66,21,14,2474,19553,7426,3814,806,209,31809,27512,19553,17432,5525,2277,72300,4655,4653,6616,3738,2481,22139,730,292,210,126,101,1467,54715,32183,28172,10239,5105,130414,1491,218,133,33,17,1891,20660,2305,463,64,16,23506,76558,36873,18933,4377,1253,137994,15938,10311,8559,2781,1308,38894,811,632,815,480,263,3010,1473,611,419,146,96,2754,116939,50947,29324,7883,2961,208051,46,3,5,0,0,54,391,58,11,3,0,462,809,312,205,61,20,1409,291,235,219,84,66,897,81,58,98,47,76,355,32,20,20,4,3,78,1650,684,555,203,176,3260,567,257,203,95,38,1163,421838,249515,261780,117059,62437,1112635,203,112,139,81,89,629,1978,582,424,211,224,3412,23478,8820,5627,1666,777,40368,113453,71900,74682,25782,12382,298206,94783,80335,124537,73399,47453,420507,4070,2114,1919,1252,1378,10733,237968,163864,207329,102389
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
