GCCSA_CODE_2016,C06_SH_0b_NPGH_2,C06_SH_0b_NPGH_3,C06_SH_0b_NPGH_4,C06_SH_0b_NPGH_5,C06_SH_0b_NPGH_6_mor,C06_SH_0bTotal,C06_SH_1b_NPGH_2,C06_SH_1b_NPGH_3,C06_SH_1b_NPGH_4,C06_SH_1b_NPGH_5,C06_SH_1b_NPGH_6_mor,C06_SH_1b_Tot,C06_SH_2b_NPGH_2,C06_SH_2b_NPGH_3,C06_SH_2b_NPGH_4,C06_SH_2b_NPGH_5,C06_SH_2b_NPGH_6_mor,C06_SH_2b_Tot,C06_SH_3b_NPGH_2,C06_SH_3b_NPGH_3,C06_SH_3b_NPGH_4,C06_SH_3b_NPGH_5,C06_SH_3b_NPGH_6_mor,C06_SH_3b_Tot,C06_SH_4mb_NPGH_2,C06_SH_4mb_NPGH_3,C06_SH_4mb_NPGH_4,C06_SH_4mb_NPGH_5,C06_SH_4mb_NPGH_6_mor,C06_SH_4mb_Tot,C06_SH_NB_NS_NPGH_2,C06_SH_NB_NS_NPGH_3,C06_SH_NB_NS_NPGH_4,C06_SH_NB_NS_NPGH_5,C06_SH_NB_NS_NPGH_6_mor,C06_SH_NB_NS_T,C06_SH_Tot_NPGH_2,C06_SH_Tot_NPGH_3,C06_SH_Tot_NPGH_4,C06_SH_Tot_NPGH_5,C06_SH_Tot_NPGH_6_mor,C06_SH_T_T,C06_SDRTHT_0b_NPGH_2,C06_SDRTHT_0b_NPGH_3,C06_SDRTHT_0b_NPGH_4,C06_SDRTHT_0b_NPGH_5,C06_SDRTHT_0b_NPGH_6_mor,C06_SDRTHT_0bTotal,C06_SDRTHT_1b_NPGH_2,C06_SDRTHT_1b_NPGH_3,C06_SDRTHT_1b_NPGH_4,C06_SDRTHT_1b_NPGH_5,C06_SDRTHT_1b_NPGH_6_mor,C06_SDRTHT_1b_Tot,C06_SDRTHT_2b_NPGH_2,C06_SDRTHT_2b_NPGH_3,C06_SDRTHT_2b_NPGH_4,C06_SDRTHT_2b_NPGH_5,C06_SDRTHT_2b_NPGH_6_mor,C06_SDRTHT_2b_Tot,C06_SDRTHT_3b_NPGH_2,C06_SDRTHT_3b_NPGH_3,C06_SDRTHT_3b_NPGH_4,C06_SDRTHT_3b_NPGH_5,C06_SDRTHT_3b_NPGH_6_mor,C06_SDRTHT_3b_Tot,C06_SDRTHT_4mb_NPGH_2,C06_SDRTHT_4mb_NPGH_3,C06_SDRTHT_4mb_NPGH_4,C06_SDRTHT_4mb_NPGH_5,C06_SDRTHT_4mb_NPGH_6_mor,C06_SDRTHT_4mb_Tot,C06_SDRTHT_NB_NS_NPGH_2,C06_SDRTHT_NB_NS_NPGH_3,C06_SDRTHT_NB_NS_NPGH_4,C06_SDRTHT_NB_NS_NPGH_5,C06_SDRTHT_NB_NS_NPGH_6_mor,C06_SDRTHT_NB_NS_T,C06_SDRTHT_Tot_NPGH_2,C06_SDRTHT_Tot_NPGH_3,C06_SDRTHT_Tot_NPGH_4,C06_SDRTHT_Tot_NPGH_5,C06_SDRTHT_Tot_NPGH_6_mor,C06_SDRTHT_T_T,C06_FUA_0b_NPGH_2,C06_FUA_0b_NPGH_3,C06_FUA_0b_NPGH_4,C06_FUA_0b_NPGH_5,C06_FUA_0b_NPGH_6_mor,C06_FUA_0bTotal,C06_FUA_1b_NPGH_2,C06_FUA_1b_NPGH_3,C06_FUA_1b_NPGH_4,C06_FUA_1b_NPGH_5,C06_FUA_1b_NPGH_6_mor,C06_FUA_1b_Tot,C06_FUA_2b_NPGH_2,C06_FUA_2b_NPGH_3,C06_FUA_2b_NPGH_4,C06_FUA_2b_NPGH_5,C06_FUA_2b_NPGH_6_mor,C06_FUA_2b_Tot,C06_FUA_3b_NPGH_2,C06_FUA_3b_NPGH_3,C06_FUA_3b_NPGH_4,C06_FUA_3b_NPGH_5,C06_FUA_3b_NPGH_6_mor,C06_FUA_3b_Tot,C06_FUA_4mb_NPGH_2,C06_FUA_4mb_NPGH_3,C06_FUA_4mb_NPGH_4,C06_FUA_4mb_NPGH_5,C06_FUA_4mb_NPGH_6_mor,C06_FUA_4mb_Tot,C06_FUA_NB_NS_NPGH_2,C06_FUA_NB_NS_NPGH_3,C06_FUA_NB_NS_NPGH_4,C06_FUA_NB_NS_NPGH_5,C06_FUA_NB_NS_NPGH_6_mor,C06_FUA_NB_NS_T,C06_FUA_Tot_NPGH_2,C06_FUA_Tot_NPGH_3,C06_FUA_Tot_NPGH_4,C06_FUA_Tot_NPGH_5,C06_FUA_Tot_NPGH_6_mor,C06_FUA_T_T,C06_OD_0b_NPGH_2,C06_OD_0b_NPGH_3,C06_OD_0b_NPGH_4,C06_OD_0b_NPGH_5,C06_OD_0b_NPGH_6_mor,C06_OD_0bTotal,C06_OD_1b_NPGH_2,C06_OD_1b_NPGH_3,C06_OD_1b_NPGH_4,C06_OD_1b_NPGH_5,C06_OD_1b_NPGH_6_mor,C06_OD_1b_Tot,C06_OD_2b_NPGH_2,C06_OD_2b_NPGH_3,C06_OD_2b_NPGH_4,C06_OD_2b_NPGH_5,C06_OD_2b_NPGH_6_mor,C06_OD_2b_Tot,C06_OD_3b_NPGH_2,C06_OD_3b_NPGH_3,C06_OD_3b_NPGH_4,C06_OD_3b_NPGH_5,C06_OD_3b_NPGH_6_mor,C06_OD_3b_Tot,C06_OD_4mb_NPGH_2,C06_OD_4mb_NPGH_3,C06_OD_4mb_NPGH_4,C06_OD_4mb_NPGH_5,C06_OD_4mb_NPGH_6_mor,C06_OD_4mb_Tot,C06_OD_NB_NS_NPGH_2,C06_OD_NB_NS_NPGH_3,C06_OD_NB_NS_NPGH_4,C06_OD_NB_NS_NPGH_5,C06_OD_NB_NS_NPGH_6_mor,C06_OD_NB_NS_T,C06_OD_Tot_NPGH_2,C06_OD_Tot_NPGH_3,C06_OD_Tot_NPGH_4,C06_OD_Tot_NPGH_5,C06_OD_Tot_NPGH_6_mor,C06_OD_T_T,C06_DS_NS_NPGH_2,C06_DS_NS_NPGH_3,C06_DS_NS_NPGH_4,C06_DS_NS_NPGH_5,C06_DS_NS_NPGH_6_mor,C06_DS_NS_T,C06_Tot_NPGH_2,C06_Tot_NPGH_3,C06_Tot_NPGH_4,C06_Tot_NPGH_5,C06_Tot_NPGH_6_mor,C06_T_T,C11_SH_0b_NPGH_2,C11_SH_0b_NPGH_3,C11_SH_0b_NPGH_4,C11_SH_0b_NPGH_5,C11_SH_0b_NPGH_6_mor,C11_SH_0bTotal,C11_SH_1b_NPGH_2,C11_SH_1b_NPGH_3,C11_SH_1b_NPGH_4,C11_SH_1b_NPGH_5,C11_SH_1b_NPGH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPGH_2,C11_SH_2b_NPGH_3,C11_SH_2b_NPGH_4,C11_SH_2b_NPGH_5,C11_SH_2b_NPGH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPGH_2,C11_SH_3b_NPGH_3
6RTAS,8,0,0,0,0,8,14,0,0,0,0,18,472,16,13,0,0,504,1075,180,49,11,0,1325,224,69,70,21,12,399,57,4,0,0,0,63,1859,274,135,34,13,2312,0,0,0,0,0,0,7,0,0,0,0,7,69,4,0,0,0,75,25,4,3,0,0,32,3,3,4,0,0,13,0,0,0,0,0,4,105,15,6,0,0,131,0,0,0,0,0,0,25,0,0,0,0,29,200,12,0,3,0,210,30,16,3,0,0,45,3,4,9,0,6,19,9,0,0,0,0,11,269,27,12,7,6,311,0,0,0,0,0,0,5,0,0,0,0,5,20,0,0,0,0,20,3,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,3,33,3,0,0,0,40,0,0,0,0,0,0,2261,325,152,39,17,2801,11,0,0,0,0,11,31,0,0,0,0,32,518,22,3,0,0,543,1232,246
6GHOB,3,0,0,0,0,3,19,0,0,0,0,26,403,18,7,3,0,429,817,195,72,9,3,1103,145,82,109,58,16,417,33,8,9,3,0,57,1431,307,200,75,20,2031,0,0,0,0,0,0,15,0,0,0,0,16,188,7,3,0,0,190,58,55,17,3,0,132,4,6,19,10,0,43,5,3,0,0,0,3,271,76,40,11,3,392,3,0,0,0,0,3,49,0,0,0,0,49,330,15,12,0,0,356,38,37,11,3,0,85,6,3,10,3,0,24,10,3,0,0,0,17,433,60,32,10,0,533,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,13,0,0,0,0,0,0,2139,445,273,96,23,2970,4,0,0,0,0,7,13,0,0,0,0,15,356,21,4,0,0,385,860,255
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5RWAU,4,3,0,0,0,4,29,3,4,0,0,35,460,27,7,5,0,493,1607,188,64,20,7,1880,611,130,81,40,9,876,83,16,4,3,0,102,2783,366,162,66,18,3393,0,0,0,0,0,0,17,0,0,0,0,17,165,7,0,0,0,178,153,28,14,3,0,190,15,0,8,0,0,21,10,7,0,0,0,14,358,42,22,6,0,423,0,0,0,0,0,0,15,0,0,0,0,15,131,13,4,0,0,148,70,14,0,0,0,86,5,0,0,3,0,12,12,0,0,0,0,12,234,31,12,0,0,276,19,0,0,0,0,20,36,0,0,0,0,38,44,3,0,0,0,41,16,3,3,0,0,19,8,0,0,0,0,6,15,0,0,0,0,16,134,10,4,0,0,150,5,0,0,0,0,6,3506,444,196,73,20,4239,10,3,0,0,0,19,37,3,3,0,0,48,498,41,0,0,0,537,1703,331
5GPER,16,5,0,0,0,15,57,7,0,0,0,61,1433,78,24,3,0,1546,5588,1063,363,69,6,7100,2829,701,564,254,107,4456,224,54,22,14,6,326,10145,1908,974,343,127,13500,8,3,0,0,0,7,46,0,0,0,0,48,1134,59,13,0,0,1213,1671,472,148,17,3,2303,134,63,63,24,11,294,63,12,8,0,0,80,3052,603,233,45,19,3952,18,0,0,0,0,16,192,5,0,0,0,203,1746,104,36,0,0,1890,602,241,74,11,3,933,35,34,66,24,16,179,78,15,3,3,0,98,2674,410,180,37,20,3317,4,0,0,0,0,8,8,0,0,0,0,8,18,0,0,0,0,22,14,3,0,0,0,25,0,0,0,0,0,3,4,0,0,0,0,5,50,7,3,3,0,66,10,0,0,0,0,10,15928,2934,1387,430,167,20847,31,8,4,0,0,44,79,10,7,6,0,100,1483,94,23,0,0,1604,5942,1855
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RSAU,4,0,0,0,0,4,37,0,0,0,0,33,469,18,3,3,0,494,1280,122,46,5,0,1462,274,46,23,18,6,368,58,7,3,4,3,71,2126,198,77,26,5,2433,0,0,0,0,0,0,6,0,0,0,0,6,73,4,3,0,0,78,181,13,4,0,0,200,8,3,0,0,0,10,7,0,0,0,0,11,273,19,7,0,0,304,0,0,0,0,0,0,15,0,0,0,0,15,138,5,0,0,0,154,25,4,3,0,0,34,4,0,0,0,0,7,17,0,0,0,0,16,202,14,10,0,0,217,4,0,0,0,0,4,11,0,0,0,0,11,17,0,0,0,0,16,3,0,3,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,50,0,3,0,0,53,0,0,0,0,0,3,2649,230,99,26,8,3011,9,3,0,0,0,10,32,0,0,0,0,30,491,14,7,0,0,506,1495,197
4GADE,11,3,0,0,0,24,41,3,6,3,0,52,1687,64,24,8,3,1784,4890,1003,324,67,21,6307,775,310,318,143,70,1618,159,47,20,7,3,243,7569,1429,695,231,99,10017,3,0,0,0,0,9,39,0,0,0,0,39,1297,55,17,3,0,1372,791,274,90,12,4,1171,33,18,37,17,3,106,52,8,7,0,0,62,2210,367,151,31,17,2762,3,3,0,0,0,3,140,15,0,0,0,153,2169,170,58,18,5,2428,265,152,67,14,6,500,13,16,41,32,3,106,71,12,4,0,3,87,2656,368,175,66,12,3279,3,0,0,0,0,4,7,0,0,0,0,6,20,0,0,0,0,21,11,0,3,0,0,16,7,3,0,0,0,8,4,0,0,0,0,4,47,4,6,0,0,57,10,0,0,0,0,10,12483,2171,1023,321,126,16129,28,9,3,0,0,42,51,10,3,0,3,65,1541,93,13,3,0,1653,5383,1453
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3RQLD,48,15,3,0,0,63,170,13,8,0,0,188,2575,123,48,5,3,2756,8137,1509,504,89,20,10262,3076,914,683,290,101,5062,436,78,33,14,14,574,14436,2646,1275,399,142,18897,5,0,0,0,0,12,39,0,0,0,0,39,1476,65,23,6,0,1572,1409,448,152,16,3,2027,92,35,42,14,5,191,91,12,3,0,0,113,3118,567,216,42,11,3953,19,3,0,0,0,24,305,6,3,3,0,313,4443,297,82,17,3,4844,839,365,132,23,6,1361,52,26,25,11,9,118,153,24,6,5,0,194,5813,721,248,58,15,6852,54,11,0,0,0,62,84,5,0,0,0,86,205,9,3,0,0,210,68,11,0,0,0,78,19,8,3,0,6,33,58,11,4,0,0,71,476,46,15,0,9,546,27,3,0,0,0,32,23872,3982,1750,503,178,30286,60,16,0,0,0,78,197,16,3,0,0,221,2703,140,21,3,0,2864,8729,1766
3GBRI,10,3,0,4,3,20,78,10,4,3,0,100,2255,104,33,12,0,2410,8040,2030,650,110,18,10845,3069,1074,975,499,236,5860,332,80,55,21,13,510,13788,3304,1726,652,276,19740,4,0,0,0,0,4,31,0,0,0,0,31,1170,59,9,3,0,1243,1334,702,229,38,10,2312,47,25,38,10,9,133,51,14,12,0,0,83,2639,802,290,58,20,3797,27,3,3,0,0,33,336,17,12,0,0,361,5672,411,134,26,7,6244,777,771,213,32,9,1808,52,37,57,21,5,182,163,30,17,0,3,215,7028,1264,441,81,28,8843,15,0,0,0,0,15,28,0,0,0,0,28,83,3,0,0,0,85,26,8,3,0,0,34,8,0,0,0,0,6,8,0,0,0,0,10,157,12,4,3,0,174,11,3,4,0,0,20,23622,5386,2454,788,320,32580,35,15,7,0,7,65,110,21,10,7,0,141,2079,125,12,8,3,2234,8277,2724
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RVIC,15,4,0,0,3,17,69,0,0,0,0,74,2127,82,21,3,0,2234,5675,982,309,48,7,7018,1099,307,259,176,91,1927,239,35,9,3,4,297,9219,1405,603,234,106,11569,0,0,0,0,0,0,18,0,0,0,0,16,552,13,10,0,0,571,201,93,29,3,0,326,17,15,10,11,0,50,18,3,0,0,0,21,802,123,52,9,3,987,3,0,0,0,0,3,94,0,4,0,0,103,943,39,13,4,0,997,128,36,12,3,0,188,20,0,10,0,3,29,42,7,4,0,0,49,1229,85,38,11,5,1371,13,0,0,0,0,20,24,0,0,0,0,23,64,3,0,0,0,72,33,11,5,0,0,41,10,3,8,0,0,23,18,3,3,0,6,27,169,20,14,3,7,207,5,0,0,0,0,6,11423,1634,706,262,124,14144,22,3,3,0,0,28,87,12,8,0,0,105,2217,80,7,3,0,2307,6272,1282
2GMEL,32,9,6,0,3,51,108,8,5,3,3,135,4510,218,88,13,7,4836,11097,2720,934,220,75,15044,2528,895,1018,692,365,5502,528,101,78,55,30,792,18808,3953,2130,979,490,26363,7,4,0,0,3,16,100,5,5,0,0,110,4317,260,101,17,4,4697,2384,1800,654,96,22,4959,199,229,409,264,101,1200,165,49,21,11,5,247,7184,2340,1184,395,136,11235,76,6,7,0,0,94,1211,79,25,6,0,1326,11679,1160,410,89,32,13368,1599,1586,542,108,33,3864,85,80,147,55,21,389,342,109,50,16,4,514,14996,3012,1179,273,91,19556,13,0,0,0,0,13,35,0,0,0,0,35,156,4,4,0,0,168,59,36,25,6,0,121,15,5,16,4,4,52,12,4,0,0,0,17,280,57,43,16,5,399,12,3,0,0,0,16,41275,9370,4545,1656,718,57567,67,27,17,8,13,132,154,33,5,4,6,206,4490,336,72,13,8,4923,11898,4350
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1RNSW,48,3,0,0,0,49,189,11,3,0,0,203,3834,119,34,6,0,4002,8361,1295,381,85,10,10128,2679,634,553,271,100,4235,421,58,24,9,3,519,15526,2115,995,375,113,19131,10,0,0,0,0,10,59,0,0,0,0,56,1351,37,11,3,0,1404,900,304,94,17,3,1324,51,30,43,24,7,153,50,7,7,0,0,62,2422,375,152,42,8,3009,19,0,0,0,0,19,200,6,0,0,0,203,3141,143,33,14,0,3334,558,290,103,12,3,956,41,20,36,34,5,136,124,19,8,4,0,150,4078,482,176,56,7,4801,23,3,0,0,0,29,49,0,3,0,0,53,248,3,7,0,0,259,68,24,8,0,0,93,24,13,7,0,0,45,34,6,0,0,0,38,448,49,24,0,0,517,14,3,0,0,0,13,22486,3026,1346,481,140,27476,69,12,0,0,0,80,210,19,5,3,0,230,3897,137,16,3,0,4057,9102,1603
1GSYD,38,8,3,8,0,53,195,15,5,5,0,219,3484,177,78,23,8,3767,7779,1455,468,100,28,9828,2931,850,792,444,221,5246,422,97,57,23,16,614,14850,2595,1397,602,279,19721,22,3,3,0,3,29,127,9,3,0,0,140,2926,165,64,21,3,3179,2659,1283,461,80,24,4513,338,278,457,219,96,1385,151,46,22,6,11,236,6225,1773,1016,327,139,9486,194,12,9,0,0,215,1669,98,21,5,0,1789,18056,1973,974,252,95,21344,2060,1975,773,226,80,5120,103,106,145,109,40,509,529,137,78,34,9,795,22601,4300,2006,634,230,29779,8,0,0,0,0,8,31,3,0,0,0,38,238,13,4,3,3,264,64,48,16,3,0,131,13,6,10,9,5,51,25,4,3,3,0,37,386,84,38,11,7,529,54,25,19,4,4,101,44117,8781,4478,1583,655,59613,62,10,3,0,3,83,207,24,10,4,0,237,3134,203,36,11,3,3393,7450,1812
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
