GCCSA_CODE_2016,C11_Rel_NS_0_14,C11_Rel_NS_15_24,C11_Rel_NS_25_34,C11_Rel_NS_35_44,C11_Rel_NS_45_54,C11_Rel_NS_55_64,C11_Rel_NS_65_74,C11_Rel_NS_75_84,C11_Rel_NS_85ov,C11_Rel_NS_T,C11_Tot_0_14_yrs,C11_Tot_15_24_yrs,C11_Tot_25_34_yrs,C11_Tot_35_44_yrs,C11_Tot_45_54_yrs,C11_Tot_55_64_yrs,C11_Tot_65_74_yrs,C11_Tot_75_84_yrs,C11_Tot_85o,C11_T_T,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85oe,C16_Buddhism_Tot,C16_Christ_Angli_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Anglic_85oe,C16_Christ_Anglic_Tot,C16_Chr_Ass_Apo_0_14,C16_Chr_Ass_Apo_15_24,C16_Chr_Ass_Apo_25_34,C16_Chr_Ass_Apo_35_44,C16_Chr_Ass_Apo_45_54,C16_Chr_Ass_Apo_55_64,C16_Chr_Ass_Apo_65_74,C16_Chr_Ass_Apo_75_84,C16_Chr_Ass_Apo_85ov,C16_Chr_Ass_Apo_Tot,C16_Chr_Bapt_0_14,C16_Chr_Bapt_15_24,C16_Chr_Bapt_25_34,C16_Chr_Bapt_35_44,C16_Chr_Bapt_45_54,C16_Chr_Bapt_55_64,C16_Chr_Bapt_65_74,C16_Chr_Bapt_75_84,C16_Chr_Bapt_85ov,C16_Chr_Bapt_Tot,C16_Chr_Breth_0_14,C16_Chr_Bret_15_24,C16_Chr_Bret_25_34,C16_Chr_Bret_35_44,C16_Chr_Bret_45_54,C16_Chr_Bret_55_64,C16_Chr_Bret_65_74,C16_Chr_Bret_75_84,C16_Chr_Breth_85ov,C16_Chr_Bret_To,C16_Chr_Cath_0_14,C16_Chr_Cath_15_24,C16_Chr_Cath_25_34,C16_Chr_Cath_35_44,C16_Chr_Cath_45_54,C16_Chr_Cath_55_64,C16_Chr_Cath_65_74,C16_Chr_Cath_75_84,C16_Chr_Catho_85ov,C16_Chr_Catho_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_To,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot,C16_C_La_Da_Sai_0_14,C16_C_La_Da_Sa_15_24,C16_C_La_Da_Sa_25_34,C16_C_La_Da_Sa_35_44,C16_C_La_Da_Sa_45_54,C16_C_La_Da_Sa_55_64,C16_C_La_Da_Sa_65_74,C16_C_La_Da_Sa_75_84,C16_C_Lat_Da_Sa_85ov,C16_C_Lat_Da_Sa_Tot,C16_C_Luthe_0_14,C16_C_Luthe_15_24,C16_C_Luthe_25_34,C16_C_Luthe_35_44,C16_C_Luthe_45_54,C16_C_Luthe_55_64,C16_C_Luthe_65_74,C16_C_Luthe_75_84,C16_C_Luthe_85ov,C16_C_Luthe_Tot,C16_C_Ori_Orth_0_14,C16_C_Ori_Orth_15_24,C16_C_Ori_Orth_25_34,C16_C_Ori_Orth_35_44,C16_C_Ori_Orth_45_54,C16_C_Ori_Orth_55_64,C16_C_Ori_Orth_65_74,C16_C_Ori_Orth_75_84,C16_C_Ori_Orth_85ov,C16_C_Ori_Ort_To,C16_C_Oth_Pro_0_14,C16_C_Oth_Pro_15_24,C16_C_Oth_Pro_25_34,C16_C_Oth_Pro_35_44,C16_C_Oth_Pro_45_54,C16_C_Oth_Pro_55_64,C16_C_Oth_Pro_65_74,C16_C_Oth_Pro_75_84,C16_C_Oth_Pro_85ov,C16_C_Oth_Pro_Tot,C16_C_Pent_0_14,C16_C_Pent_15_24,C16_C_Pent_25_34,C16_C_Pent_35_44,C16_C_Pent_45_54,C16_C_Pent_55_64,C16_C_Pent_65_74,C16_C_Pent_75_84,C16_C_Pent_85ov,C16_C_Pent_Tot,C16_C_Pres_Ref_0_14,C16_C_Pres_Ref_15_24,C16_C_Pres_Ref_25_34,C16_C_Pres_Ref_35_44,C16_C_Pres_Ref_45_54,C16_C_Pres_Ref_55_64,C16_C_Pres_Ref_65_74,C16_C_Pres_Ref_75_84,C16_C_Pres_Ref_85ov,C16_C_Pres_Ref_Tot,C16_C_Sal_Army_0_14,C16_C_Sal_Army_15_24,C16_C_Sal_Army_25_34,C16_C_Sal_Army_35_44,C16_C_Sal_Army_45_54,C16_C_Sal_Army_55_64,C16_C_Sal_Army_65_74,C16_C_Sal_Army_75_84,C16_C_Sal_Army_85ov,C16_C_Sal_Army_Tot,C16_C_Sev_day_Adv_0_14,C16_C_Sev_day_Adv_15_24,C16_C_Sev_day_Adv_25_34,C16_C_Sev_day_Adv_35_44,C16_C_Sev_day_Adv_45_54,C16_C_Sev_day_Adv_55_64,C16_C_Sev_day_Adv_65_74,C16_C_Sev_day_Adv_75_84,C16_C_Sev_day_Adv_85ov,C16_C_Sev_day_Adv_Tot,C16_Chr_Unit_Ch_0_14,C16_Chr_Unit_Ch_15_24,C16_Chr_Unit_Ch_25_34,C16_Chr_Unit_Ch_35_44,C16_Chr_Unit_Ch_45_54,C16_Chr_Unit_Ch_55_64,C16_Chr_Unit_Ch_65_74,C16_Chr_Unit_Ch_75_84,C16_Chr_Unit_Ch_85ov,C16_Chr_Unit_Ch_Tot
6RTAS,6245,3587,2980,3495,3592,3228,2394,1499,697,27713,54001,33717,29056,36611,41389,39661,27441,14935,5691,282509,256,306,297,328,352,259,175,22,14,2005,5897,4486,3423,5658,9479,11605,10773,6064,2342,59731,0,0,0,0,0,0,0,0,0,0,804,518,422,551,839,967,992,559,204,5868,179,181,132,101,141,89,131,66,41,1074,6965,4640,3951,4708,6341,6363,5041,2598,859,41469,105,45,36,51,81,117,109,48,32,625,57,62,46,56,94,88,55,38,7,503,159,120,112,170,217,271,204,130,33,1419,261,99,106,106,106,112,89,36,22,944,71,41,33,77,107,134,146,84,29,728,14,12,17,14,11,4,3,0,0,68,167,115,98,128,168,256,231,146,74,1375,758,482,364,397,444,432,296,122,12,3305,611,415,374,477,892,1315,1421,867,372,6754,99,76,70,86,139,216,177,108,47,1015,79,52,61,61,77,118,102,51,15,613,1094,838,618,1097,1899,2778,2907,1690,746,13667
6GHOB,4144,2949,2698,2484,2453,2172,1433,1050,473,19856,39767,28329,25998,28053,29992,26989,17234,10735,4551,211655,204,304,413,358,290,277,146,29,7,2032,4464,3401,2957,4651,6740,7994,7418,4390,1959,43979,0,0,0,0,0,0,0,0,0,0,206,177,177,146,236,292,236,157,59,1698,44,46,27,34,35,34,18,17,13,274,6762,4356,3887,4517,5547,5471,4033,2370,944,37879,32,23,18,16,41,54,53,38,19,284,315,205,151,199,286,193,159,159,30,1694,73,48,67,91,99,99,54,67,28,625,165,67,68,68,65,86,67,32,9,622,61,29,28,69,73,99,80,101,54,605,38,22,29,13,19,9,5,0,0,132,104,81,57,87,95,154,113,73,47,825,463,277,241,291,268,257,150,59,18,2021,394,223,287,312,402,558,612,407,196,3391,52,37,36,41,82,98,80,60,22,508,46,47,44,39,52,65,43,31,21,387,421,403,325,479,762,1085,1111,735,342,5656
69799,0,0,3,7,5,0,3,0,0,21,3,14,27,21,21,16,8,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
69499,24,38,55,29,25,28,14,5,0,224,101,197,203,163,155,156,75,23,0,1072,0,4,7,3,3,4,3,0,0,14,12,12,16,10,19,20,20,5,3,119,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,16,14,18,22,11,3,3,0,89,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,0,0,0,0,0,0,0,5,0,0,3,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,3,5,0,0,21
5RWAU,14124,8997,11641,10770,9318,6450,3149,1706,668,66829,107055,59407,68676,75588,74053,59878,34264,17729,5949,502593,715,451,914,1033,941,677,258,57,13,5062,10362,5808,5962,9716,14561,15849,13720,7182,2588,85755,0,0,0,0,0,0,0,0,0,4,2094,982,1103,1204,1315,1182,850,400,151,9288,133,110,107,65,59,47,28,21,11,577,21562,10967,13158,14221,15119,12455,8267,3994,1366,101115,502,228,248,256,331,354,277,162,48,2408,167,78,153,205,201,201,132,86,19,1241,511,232,349,396,439,456,398,180,71,3027,400,220,168,191,194,157,103,38,15,1492,336,155,202,273,348,362,297,154,51,2176,19,14,24,15,4,11,0,0,0,93,736,414,463,464,662,607,419,193,78,4045,1177,576,585,631,614,482,287,110,26,4489,919,465,574,800,1464,1985,1571,804,264,8849,89,57,86,104,212,280,211,104,29,1181,562,243,290,318,322,287,277,158,64,2536,1843,1006,1120,1674,2519,3372,2940,1654,657,16778
5GPER,31771,25610,28329,23860,20008,15487,8941,6210,3656,163875,332409,246933,253729,251416,235005,193178,117656,70288,28253,1728865,6369,6038,9256,9134,6983,5686,2969,948,274,47666,33236,24015,19194,30272,44511,43458,40175,23370,10151,268381,0,11,0,3,8,10,0,0,0,29,6928,4444,4248,4489,4436,3579,2605,1500,533,32755,260,216,222,143,136,79,69,51,28,1210,85360,54147,56702,58743,59725,48862,35887,21081,7924,428418,760,487,416,555,677,676,819,481,194,5063,3704,2342,2791,3347,3368,2896,1975,1491,546,22464,1273,737,954,1102,1126,1151,925,525,219,8029,1299,812,719,682,599,556,373,172,70,5291,831,502,449,741,866,835,782,486,232,5723,731,337,456,495,279,176,91,54,10,2632,1605,1369,1553,1699,2026,1828,1282,719,357,12438,4981,3225,3291,3116,2798,2269,1322,535,132,21663,4125,2867,3078,3739,5483,6295,5553,3324,1363,35830,289,255,223,293,465,530,590,419,147,3198,947,591,652,599,559,473,400,253,99,4567,4732,3659,3150,4120,5507,6607,6427,3863,1685,39754
59799,0,8,39,20,5,4,3,0,0,87,0,44,150,104,69,33,6,7,0,417,0,0,7,3,6,0,0,0,0,17,0,3,6,9,13,10,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,22,28,20,8,3,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8
59499,117,216,381,327,271,243,92,26,0,1678,602,842,1548,1144,1095,1336,608,98,19,7299,3,6,36,19,13,6,3,0,0,88,22,36,57,69,95,176,131,19,3,611,0,0,0,0,0,0,0,0,0,0,10,4,6,6,11,11,15,3,0,62,0,0,0,0,0,0,0,0,0,0,44,66,150,104,116,147,104,13,9,747,6,3,3,0,3,0,0,0,0,18,0,0,4,0,3,0,3,0,0,8,3,4,9,7,5,3,3,0,0,31,0,15,0,3,4,3,0,0,0,26,3,3,0,3,3,5,6,0,0,21,0,0,0,0,0,0,0,0,0,5,0,9,3,3,3,7,8,0,0,34,12,5,9,0,3,7,7,0,0,42,0,3,11,12,12,39,22,4,0,106,0,3,0,0,0,4,0,0,0,9,4,3,0,0,4,0,0,0,0,7,9,3,14,21,22,30,38,13,0,145
4RSAU,8426,4835,4500,5269,5390,4789,3312,2086,834,39439,70002,40782,37815,46959,53440,51775,37419,21652,8415,368260,279,253,427,396,432,335,192,35,9,2355,4002,2418,2095,3287,6066,7914,8184,4660,1854,40486,0,0,0,0,0,0,0,0,0,0,722,419,376,437,556,757,712,367,156,4501,53,31,29,22,25,19,20,14,4,213,9990,5751,5606,6379,7978,7738,6575,3457,1230,54711,120,75,72,78,166,268,333,223,122,1459,406,238,178,309,457,339,309,288,77,2599,196,139,146,180,213,229,245,133,42,1511,89,62,60,69,80,87,95,30,12,591,4401,2285,1936,2491,3324,3832,3292,1956,918,24438,8,3,4,14,0,3,0,3,3,38,91,48,82,87,171,314,242,119,124,1278,879,470,454,475,534,641,519,237,61,4272,402,286,279,369,842,1398,1491,912,378,6354,110,86,63,103,179,280,277,151,51,1305,127,53,63,80,74,93,108,58,30,685,4814,3011,2365,3528,5804,8068,8310,4918,2288,43106
4GADE,21313,16754,15812,15315,14840,12302,7700,5800,3501,113330,216627,167628,163917,168938,171049,147401,95556,64457,29664,1225235,4174,4152,5104,5098,4354,3626,1647,514,211,28877,13370,10100,8015,11910,19314,21527,21541,13739,7452,126956,0,0,0,0,0,0,0,0,0,3,3676,2541,2482,2589,2870,2956,2571,1513,758,21951,140,98,92,72,74,43,48,30,15,605,42336,30301,26955,30453,36332,32073,24356,15978,7235,246021,283,191,158,233,330,619,774,517,305,3406,5830,4577,3851,4396,6673,4647,3718,3665,1234,38594,550,352,481,551,630,629,588,360,169,4308,537,376,332,303,289,346,251,115,44,2584,4236,3004,2328,3040,3789,4017,3380,2111,1299,27202,480,213,300,308,198,101,60,19,12,1690,587,488,515,489,744,864,785,430,391,5296,2934,2161,1864,1944,1939,1822,1318,546,198,14740,815,705,743,939,1447,2125,2409,1479,741,11403,305,175,181,264,374,453,540,317,181,2785,378,254,280,249,247,221,223,138,65,2055,7932,6281,4912,6587,9868,13140,13631,8017,4649,75009
49799,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,56,97,110,103,124,95,56,55,49,743,299,426,588,479,458,428,228,84,77,3069,4,11,14,10,8,3,0,0,0,48,10,10,17,26,29,49,39,20,4,209,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,3,0,0,27,0,0,0,0,0,0,0,0,0,0,17,45,58,41,47,38,33,16,4,295,0,0,0,0,0,0,0,0,0,3,0,0,4,3,6,4,0,0,0,23,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,14,0,4,12,9,15,12,4,3,0,57,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,3,6,3,6,0,5,0,0,22,0,3,0,0,3,8,11,3,0,23,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,17,3,16,21,27,27,7,3,121
3RQLD,48486,32611,32758,32197,30602,24895,16528,10367,5764,234214,460278,286110,278743,313566,315963,274814,186201,100598,37453,2253723,3548,2894,4598,5107,4477,3324,1711,384,91,26135,60537,36729,32997,48656,62668,64950,61981,33293,13158,414968,13,7,3,4,6,6,0,0,0,42,7828,4391,4318,4756,5379,4960,4000,1829,683,38148,471,311,252,194,233,148,121,105,37,1881,110730,64985,62405,67288,74691,65504,50312,26874,9477,532259,815,512,324,520,730,798,802,473,182,5162,1691,1107,1124,1411,1750,1386,1066,724,254,10518,2489,1554,1626,1963,2075,2006,1550,891,307,14465,2036,1020,936,1051,762,748,475,211,78,7318,5721,3114,2950,3711,4610,4778,4038,2686,941,32544,211,169,175,170,89,61,62,18,5,957,1495,970,892,1153,1649,1867,1545,832,389,10798,9330,5296,4692,4853,4783,4255,2680,1020,305,37210,6385,4351,4430,7153,12248,16307,15386,8424,3497,78181,930,604,528,774,924,1138,1088,585,236,6805,1736,925,921,1059,1118,1069,951,547,253,8569,18717,11833,10735,15241,20423,22016,20246,11059,4244,134514
3GBRI,38119,29405,30054,26574,21621,17521,10221,6915,4347,184773,414498,299944,306504,305571,273129,223556,134899,75601,32290,2065998,6162,6170,8149,8209,6675,5408,2592,836,282,44476,42910,29117,25795,39018,49107,45397,40890,21517,9320,303083,14,0,7,13,13,11,3,0,0,56,10104,6405,6412,6683,6730,5771,4379,2012,842,49340,239,173,154,149,108,108,126,88,66,1207,102511,64766,61127,66973,68708,54676,40208,21225,8369,488563,417,331,269,306,471,517,481,282,126,3194,3722,2634,2530,2940,3384,2664,1993,1341,542,21752,1795,1077,1372,1552,1482,1425,953,570,212,10451,3982,2288,1870,1679,1358,1060,602,260,84,13179,4181,2594,2184,3037,3425,3280,2697,1652,752,23804,578,271,346,391,204,113,48,18,6,1974,2181,1611,1563,1622,2067,1862,1253,674,294,13122,8039,5235,5362,4780,4459,3874,2299,859,240,35147,6321,4579,4740,6794,9445,11030,9661,5101,2435,60099,677,490,442,627,860,939,804,518,226,5580,1927,1283,1138,1189,1087,928,697,427,168,8845,14713,10451,8862,12636,15548,15658,14505,7544,3414,103332
39799,3,12,11,16,23,14,15,0,0,88,22,70,66,59,79,70,57,42,6,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,7,7,7,7,10,4,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4
39499,213,410,448,371,351,441,188,61,10,2492,1059,1637,2100,1555,1711,2644,1483,292,51,12543,8,21,59,20,24,27,18,0,0,179,69,71,98,129,234,473,462,77,8,1639,0,0,0,0,0,0,0,0,0,0,17,9,18,16,15,31,31,14,0,149,0,0,0,0,0,0,0,3,0,3,91,184,284,189,229,337,274,50,9,1651,0,0,0,0,0,8,4,3,0,19,3,8,3,0,6,10,6,0,0,37,11,0,11,14,5,8,3,0,0,61,7,20,9,0,0,0,0,0,0,41,9,4,7,7,12,30,23,3,0,86,0,0,0,0,0,0,0,0,0,0,3,6,10,3,4,19,10,3,0,61,12,20,15,15,17,23,22,3,0,118,7,11,18,13,39,108,110,28,0,329,0,0,0,3,5,20,8,3,0,41,8,9,7,3,4,7,3,3,0,44,26,17,43,37,48,135,140,19,0,462
2RVIC,26804,17368,14580,16623,16790,16042,11016,7386,3274,129888,258576,165968,140914,171952,190127,181652,126246,78583,31704,1345717,1552,1397,2044,1934,1836,1532,731,174,43,11232,20623,14370,11338,18222,28201,33996,33990,20209,9319,190261,0,0,0,3,0,3,0,0,0,5,3417,1971,1883,1919,2343,2693,2576,1261,567,18623,424,351,325,199,228,137,85,80,39,1878,64827,39155,32749,37832,45882,43018,34912,19849,7647,325868,513,330,243,336,480,656,730,476,221,3988,1466,941,824,1208,1557,1246,1191,779,226,9445,699,347,426,562,631,689,544,321,147,4357,410,227,200,229,252,267,201,105,32,1933,2080,1092,1032,1292,1791,1983,1768,1230,581,12859,141,48,132,88,40,22,12,9,0,491,478,286,292,355,515,624,651,358,269,3826,2229,1409,1118,1246,1414,1486,1144,482,131,10670,2780,2293,1879,2995,6537,10115,10670,6466,3137,46869,551,331,273,404,574,763,731,445,185,4264,431,283,250,302,312,300,338,200,84,2503,9109,6685,5052,7670,12754,17322,17113,11719,5864,93299
2GMEL,64955,52978,58827,50210,43570,34593,21576,15165,9039,350905,739184,552942,617962,601245,535332,428841,275585,175660,73236,3999981,24453,25281,31700,29929,25726,19785,8891,3421,1362,170553,38891,28741,25905,38030,53970,53857,52208,31447,16973,340028,565,416,393,364,414,330,152,74,19,2729,11246,7388,7861,8111,7823,6787,5191,3055,1327,58780,443,282,350,202,195,146,123,88,58,1895,196962,131227,130070,141075,152096,122006,92500,59706,24670,1050312,888,629,619,711,841,1024,1074,731,364,6879,32525,20687,18484,27591,32756,20066,20472,17614,4857,195052,1412,999,1333,1578,1455,1389,1130,673,277,10254,2596,1746,1431,1223,1130,834,492,228,82,9756,1818,1218,1206,1752,2228,2109,1933,1860,896,15019,3555,1903,2431,2423,1965,1502,963,452,144,15339,2617,2197,2523,2438,2463,2242,1747,994,625,17849,9341,6543,6833,6392,5740,4282,2371,796,243,42540,5875,4903,5129,6311,9305,12890,13117,8097,4411,70046,600,517,446,560,832,1013,998,710,333,6007,1530,1111,1130,1113,1062,852,649,429,216,8082,11654,9327,8230,10785,14957,17143,15724,10465,5849,104138
29799,0,0,0,0,3,0,0,0,0,6,0,0,10,3,14,11,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,264,417,518,425,295,132,71,19,8,2154,1040,1536,2000,1415,1010,748,394,112,55,8307,8,31,53,26,16,16,3,0,0,156,24,34,44,56,65,91,75,21,6,416,0,0,0,0,0,0,0,0,0,3,5,3,11,16,5,7,11,3,0,62,4,0,3,0,0,0,0,0,0,3,85,128,230,135,125,127,89,25,10,947,0,3,0,0,3,0,3,0,0,11,18,10,13,13,14,10,3,3,0,90,0,0,0,6,3,3,0,0,0,14,7,9,0,3,7,0,0,0,0,20,0,3,3,4,4,7,4,0,0,23,3,0,3,0,0,0,0,0,0,8,0,6,8,0,8,4,3,0,0,27,25,9,11,8,11,4,3,3,0,69,10,6,15,10,19,26,22,8,0,122,0,0,3,0,3,0,4,0,0,9,6,3,5,3,0,0,0,0,0,19,8,5,20,14,16,39,11,11,3,125
1RNSW,43382,28565,24321,25936,27332,24826,17461,12378,6065,210261,488111,307981,261942,316022,353569,332977,242552,151252,58543,2512952,2867,2401,3225,3916,3706,3480,1660,355,90,21692,79980,51035,44273,62649,82089,93435,90059,53153,23393,580065,7,3,8,6,13,9,0,0,0,39,6163,3393,3321,3929,4542,5134,4611,2602,1019,34710,819,652,547,384,345,219,157,135,59,3316,126432,77162,64733,71607,86077,82682,67933,39961,14973,631564,262,152,145,157,268,414,390,211,110,2112,3714,2249,2208,3154,3342,2891,2718,1883,588,22751,1766,930,1095,1356,1493,1701,1456,786,292,10876,931,466,457,461,471,458,389,188,95,3915,1303,853,726,1017,1533,1782,1659,1235,585,10688,308,92,247,201,116,68,55,21,3,1111,1198,679,772,889,1234,1428,1335,847,475,8843,5732,3276,3110,2969,3166,3350,1933,753,209,24498,7663,5334,5145,8042,13596,18083,18103,11482,5332,92787,1197,876,729,944,1231,1613,1420,835,348,9200,2087,1315,1151,1224,1363,1391,1285,948,497,11261,13515,10095,8594,10905,16413,20908,20415,13003,5965,119807
1GSYD,65089,50936,64059,51168,44624,35313,21976,15154,8927,357250,843216,583046,676894,653487,594980,475608,298141,185238,81066,4391673,22448,23184,34738,31716,29492,25401,11960,5008,2089,186037,84733,54866,53039,74108,85594,83818,75823,44280,24072,580341,2158,1343,1632,1450,1535,1359,835,470,142,10922,10321,7116,8024,8044,8161,8103,5719,2984,1369,59845,812,523,559,378,320,229,178,132,78,3212,245334,154049,156308,166187,165500,136167,102784,60357,26431,1213126,772,449,633,598,569,654,468,265,113,4502,29464,18346,16932,23877,25790,17065,16458,13404,4283,165600,1705,1249,1556,1822,1683,1595,1203,718,281,11812,3410,2197,1831,1631,1402,1024,601,250,84,12434,862,581,787,1114,1491,1373,1541,1333,648,9733,5153,3152,3894,3678,3071,3006,2143,1210,363,25673,3663,2996,3246,3092,3515,3130,2075,1150,644,23519,11546,8615,8583,7868,7170,5292,2614,915,222,52819,11246,8125,9068,11787,14385,15257,13130,8009,4287,95299,764,543,538,631,808,956,911,601,243,5991,2185,1482,1513,1563,1585,1284,975,523,251,11362,13711,10768,9403,10770,13423,14308,12557,7742,4467,97150
19799,0,0,0,0,3,0,0,3,0,11,5,3,3,10,14,27,26,27,0,112,0,0,0,3,0,3,0,3,0,17,9,3,0,7,12,13,18,11,3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,7,4,10,6,21,21,36,7,3,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,7,3,18
