GCCSA_CODE_2016,C06_0_4_Need_asst_M,C06_0_4_Need_asst_F,C06_0_4_No_need_asst_M,C06_0_4_No_need_asst_F,C06_0_4_Need_asst_ns_M,C06_0_4_Need_asst_ns_F,C06_0_4_T_M,C06_0_4_T_F,C06_0_4_T_P,C06_5_14_Need_asst_M,C06_5_14_Need_asst_F,C06_5_14_No_need_asst_M,C06_5_14_No_need_asst_F,C06_5_14_Need_asst_ns_M,C06_5_14_Need_asst_ns_F,C06_5_14_T_M,C06_5_14_T_F,C06_5_14_T_P,C06_15_19_Need_asst_M,C06_15_19_Need_asst_F,C06_15_19_No_need_asst_M,C06_15_19_No_need_asst_F,C06_15_19_Need_asst_ns_M,C06_15_19_Need_asst_ns_F,C06_15_19_T_M,C06_15_19_T_F,C06_15_19_T_P,C06_20_24_Need_asst_M,C06_20_24_Need_asst_F,C06_20_24_No_need_asst_M,C06_20_24_No_need_asst_F,C06_20_24_Need_asst_ns_M,C06_20_24_Need_asst_ns_F,C06_20_24_T_M,C06_20_24_T_F,C06_20_24_T_P,C06_25_34_Need_asst_M,C06_25_34_Need_asst_F,C06_25_34_No_need_asst_M,C06_25_34_No_need_asst_F,C06_25_34_Need_asst_ns_M,C06_25_34_Need_asst_ns_F,C06_25_34_T_M,C06_25_34_T_F,C06_25_34_T_P,C06_35_44_Need_asst_M,C06_35_44_Need_asst_F,C06_35_44_No_need_asst_M,C06_35_44_No_need_asst_F,C06_35_44_Need_asst_ns_M,C06_35_44_Need_asst_ns_F,C06_35_44_T_M,C06_35_44_T_F,C06_35_44_T_P,C06_45_54_Need_asst_M,C06_45_54_Need_asst_F,C06_45_54_No_need_asst_M,C06_45_54_No_need_asst_F,C06_45_54_Need_asst_ns_M,C06_45_54_Need_asst_ns_F,C06_45_54_T_M,C06_45_54_T_F,C06_45_54_T_P,C06_55_64_Need_asst_M,C06_55_64_Need_asst_F,C06_55_64_No_need_asst_M,C06_55_64_No_need_asst_F,C06_55_64_Need_asst_ns_M,C06_55_64_Need_asst_ns_F,C06_55_64_T_M,C06_55_64_T_F,C06_55_64_T_P,C06_65_74_Need_asst_M,C06_65_74_Need_asst_F,C06_65_74_No_need_asst_M,C06_65_74_No_need_asst_F,C06_65_74_Need_asst_ns_M,C06_65_74_Need_asst_ns_F,C06_65_74_T_M,C06_65_74_T_F,C06_65_74_T_P,C06_75_84_Need_asst_M,C06_75_84_Need_asst_F,C06_75_84_No_need_asst_M,C06_75_84_No_need_asst_F,C06_75_84_Need_asst_ns_M,C06_75_84_Need_asst_ns_F,C06_75_84_T_M,C06_75_84_T_F,C06_75_84_T_P,C06_85o_Need_asst_M,C06_85o_Need_asst_F,C06_85o_No_need_asst_M,C06_85o_No_need_asst_F,C06_85o_Need_asst_ns_M,C06_85o_Need_asst_ns_F,C06_85o_T_M,C06_85o_T_F,C06_85o_T_P,C06_Total_Need_asst_M,C06_Total_Need_asst_F,C06_Total_No_need_asst_M,C06_Total_No_need_asst_F,C06_Total_Need_asst_ns_M,C06_Total_Need_asst_ns_F,C06_Total_T_M,C06_Total_T_F,C06_Total_T_P,C11_0_4_Need_asst_M,C11_0_4_Need_asst_F,C11_0_4_No_need_asst_M,C11_0_4_No_need_asst_F,C11_0_4_Need_asst_ns_M,C11_0_4_Need_asst_ns_F,C11_0_4_T_M,C11_0_4_T_F,C11_0_4_T_P,C11_5_14_Need_asst_M,C11_5_14_Need_asst_F,C11_5_14_No_need_asst_M,C11_5_14_No_need_asst_F,C11_5_14_Need_asst_ns_M,C11_5_14_Need_asst_ns_F,C11_5_14_T_M,C11_5_14_T_F,C11_5_14_T_P,C11_15_19_Need_asst_M,C11_15_19_Need_asst_F,C11_15_19_No_need_asst_M,C11_15_19_No_need_asst_F,C11_15_19_Need_asst_ns_M,C11_15_19_Need_asst_ns_F,C11_15_19_T_M,C11_15_19_T_F,C11_15_19_T_P,C11_20_24_Need_asst_M,C11_20_24_Need_asst_F,C11_20_24_No_need_asst_M,C11_20_24_No_need_asst_F,C11_20_24_Need_asst_ns_M,C11_20_24_Need_asst_ns_F,C11_20_24_T_M,C11_20_24_T_F,C11_20_24_T_P,C11_25_34_Need_asst_M,C11_25_34_Need_asst_F,C11_25_34_No_need_asst_M,C11_25_34_No_need_asst_F,C11_25_34_Need_asst_ns_M,C11_25_34_Need_asst_ns_F,C11_25_34_T_M,C11_25_34_T_F,C11_25_34_T_P,C11_35_44_Need_asst_M,C11_35_44_Need_asst_F,C11_35_44_No_need_asst_M,C11_35_44_No_need_asst_F,C11_35_44_Need_asst_ns_M,C11_35_44_Need_asst_ns_F,C11_35_44_T_M,C11_35_44_T_F,C11_35_44_T_P,C11_45_54_Need_asst_M,C11_45_54_Need_asst_F,C11_45_54_No_need_asst_M,C11_45_54_No_need_asst_F,C11_45_54_Need_asst_ns_M,C11_45_54_Need_asst_ns_F,C11_45_54_T_M,C11_45_54_T_F,C11_45_54_T_P,C11_55_64_Need_asst_M,C11_55_64_Need_asst_F,C11_55_64_No_need_asst_M,C11_55_64_No_need_asst_F,C11_55_64_Need_asst_ns_M,C11_55_64_Need_asst_ns_F,C11_55_64_T_M,C11_55_64_T_F,C11_55_64_T_P,C11_65_74_Need_asst_M,C11_65_74_Need_asst_F,C11_65_74_No_need_asst_M,C11_65_74_No_need_asst_F,C11_65_74_Need_asst_ns_M,C11_65_74_Need_asst_ns_F,C11_65_74_T_M,C11_65_74_T_F,C11_65_74_T_P,C11_75_84_Need_asst_M,C11_75_84_Need_asst_F,C11_75_84_No_need_asst_M,C11_75_84_No_need_asst_F,C11_75_84_Need_asst_ns_M,C11_75_84_Need_asst_ns_F,C11_75_84_T_M,C11_75_84_T_F,C11_75_84_T_P,C11_85o_Need_asst_M,C11_85o_Need_asst_F
6RTAS,95,54,7736,7378,617,564,8447,7999,16443,526,262,18513,17657,988,945,20027,18860,38885,186,124,8835,8307,470,394,9497,8827,18328,145,92,6888,7012,385,323,7410,7431,14843,297,288,13240,14453,748,658,14281,15400,29684,569,515,17257,18539,918,748,18742,19800,38547,846,797,18236,18898,868,686,19949,20374,40325,1324,1006,15658,15791,758,686,17742,17484,35223,836,864,9811,9923,611,630,11256,11414,22672,1001,1722,4774,5649,486,650,6259,8013,14271,582,1626,769,1209,177,374,1532,3203,4736,6404,7354,121724,124809,7024,6650,135147,138808,273961,142,70,8346,7916,561,539,9049,8525,17573,700,348,17088,16762,768,764,18553,17875,36428,272,152,9119,8526,395,346,9779,9025,18800,167,131,7015,6952,352,290,7535,7379,14918,338,307,12909,14302,654,546,13898,15159,29056,589,589,16202,17793,769,671,17561,19054,36611,986,956,18468,19454,869,657,20319,21072,41389,1629,1412,17249,17856,847,669,19723,19934,39661,1362,1198,11807,11849,625,594,13804,13641,27441,1240,1744,5203,5834,436,480,6885,8055,14935,775,2027
6GHOB,70,43,5716,5285,553,511,6340,5836,12171,340,149,12381,11915,825,804,13548,12868,26414,141,85,6750,6706,434,314,7329,7103,14433,111,83,6378,6538,526,370,7017,6989,14002,223,206,10638,11631,788,651,11649,12484,24140,381,346,12363,13629,775,701,13522,14675,28197,542,518,13005,14191,716,594,14267,15304,29568,713,649,10052,10719,586,517,11353,11882,23239,522,627,6011,6748,412,421,6941,7797,14741,824,1419,3432,4403,331,457,4590,6275,10868,456,1400,582,974,109,262,1150,2639,3786,4325,5528,87315,92733,6061,5598,97699,103858,201557,86,65,6422,6143,436,413,6948,6617,13569,489,213,12442,11904,599,554,13535,12670,26201,181,107,6534,6391,305,272,7014,6763,13784,136,90,6714,6787,480,341,7326,7220,14547,271,226,11654,12518,767,563,12692,13304,25998,348,451,12402,13621,688,537,13437,14612,28053,604,590,13158,14445,650,555,14407,15587,29992,828,851,11687,12502,612,508,13117,13866,26989,765,764,7085,7840,388,391,8233,8998,17234,823,1382,3558,4332,264,378,4648,6093,10735,627,1614
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,3,0,0,19,3,18,0,0,30,4,4,0,31,4,32,0,0,13,4,0,0,15,4,23,0,0,13,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,10,4,0,78,10,89,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,3,3,6,0,0,16,10,0,0,16,10,27,0,0,9,3,4,3,20,10,21,0,0,20,3,0,0,22,3,21,0,0,13,5,0,0,13,4,16,0,0,3,3,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,15,28,3,0,21,24,48,0,0,34,26,3,0,31,26,62,0,0,24,30,3,0,30,27,65,0,0,48,38,3,3,54,41,94,3,0,94,87,10,3,105,90,196,3,0,62,45,0,5,72,47,119,3,6,56,39,3,3,63,58,120,4,3,35,48,3,5,50,59,106,0,0,20,16,5,0,21,19,41,0,0,8,7,3,0,8,6,16,0,10,0,3,0,0,3,10,16,18,25,395,365,45,27,460,413,872,0,0,19,14,3,3,22,21,40,0,0,26,28,5,3,28,30,58,3,0,35,43,6,6,44,52,92,3,0,47,34,11,4,59,43,103,0,0,96,62,31,11,133,71,203,8,3,74,49,24,3,103,56,163,6,8,63,56,14,0,87,64,155,7,3,70,61,9,6,89,72,156,5,8,36,27,4,0,41,35,75,4,0,6,6,0,3,9,12,23,0,0
5RWAU,139,83,14258,13817,1718,1694,16116,15597,31711,727,386,31990,30259,3125,2897,35841,33542,69385,214,145,13694,12521,1229,1087,15138,13752,28890,153,132,10929,10726,1407,1017,12492,11876,24371,296,267,25170,25757,3239,2410,28709,28437,57147,531,475,30940,30876,3487,2647,34956,33989,68947,745,730,29862,28371,2986,2041,33586,31146,64730,1285,882,22053,20073,1974,1405,25311,22354,47668,950,840,12334,11532,1068,829,14351,13202,27553,1145,1642,5533,5754,684,750,7363,8144,15507,611,1606,830,1172,213,303,1653,3084,4743,6798,7188,197595,190848,21142,17091,225528,215130,440658,176,101,16729,15740,1743,1697,18648,17536,36183,899,439,32640,31484,2740,2673,36280,34592,70878,312,167,14385,13035,1362,969,16055,14170,30223,236,149,13202,12117,2359,1120,15798,13379,29183,341,348,30407,29285,5682,2609,36429,32245,68676,549,564,34261,32591,5038,2594,39843,35749,75588,895,909,34430,31361,4254,2195,39586,34468,74053,1441,1255,27702,25227,2691,1553,31840,28034,59878,1379,1142,15459,14350,1123,808,17964,16301,34264,1363,1839,6591,6735,593,605,8545,9181,17729,843,1949
5GPER,507,287,42899,40929,4262,4010,47661,45227,92888,2542,1302,94139,90350,7076,6561,103752,98210,201960,862,532,51854,50512,3896,3205,56614,54249,110867,638,499,51054,50154,5155,3488,56850,54137,110988,1231,1054,90552,94584,8978,6552,100763,102189,202950,1828,1576,100707,107469,8533,6546,111068,115588,226654,2354,2470,94812,101733,7080,5540,104245,109738,213985,3714,2929,73685,75013,5150,4083,82546,82027,164576,3099,3420,41424,44877,3126,3011,47648,51304,98951,4567,7950,21580,26146,2378,2942,28523,37044,65567,2722,8151,3671,5841,779,1557,7168,15552,22727,24061,30174,666368,687607,56405,47487,746839,765266,1512105,651,394,54181,51412,4255,3936,59080,55739,114820,3081,1495,102475,98823,6069,5653,111620,105966,217588,1107,656,55787,53911,3399,2891,60287,57460,117749,793,539,59847,59097,5377,3522,66024,63158,129180,1331,1139,115985,116679,11160,7431,128476,125250,253729,1767,1808,113522,118862,9077,6386,124362,127056,251416,2401,2784,105816,111467,7253,5284,115468,119537,235005,3838,3732,85439,90394,5443,4340,94722,98456,193178,4094,4137,50341,53207,3048,2833,57483,60180,117656,4941,8100,24032,28429,2119,2665,31096,39193,70288,3577,9222
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,3,9,0,0,27,0,3,0,35,0,38,0,0,88,11,6,0,93,9,107,0,0,91,3,8,0,96,3,105,0,0,48,3,3,0,58,3,63,0,0,17,0,0,0,13,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,282,22,32,3,314,26,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,28,5,9,0,30,5,37,0,0,117,4,24,3,143,13,150,0,0,83,4,12,0,100,4,104,0,0,57,3,7,0,68,3,69,0,0,24,0,3,0,32,0,33,0,0,0,3,0,0,4,3,6,0,0,0,0,0,0,3,0,7,0,0
59499,0,0,88,101,12,11,99,111,216,3,0,118,117,14,18,134,134,271,4,0,99,91,16,10,120,102,226,0,4,298,242,51,23,353,273,629,8,0,656,432,109,36,771,471,1240,11,6,499,278,86,52,602,334,930,18,15,417,372,65,31,505,420,921,53,21,434,426,65,52,551,498,1046,15,6,229,141,25,18,271,165,434,3,0,32,13,10,3,37,21,57,0,3,3,3,0,3,4,12,12,116,64,2869,2218,453,261,3442,2541,5986,0,0,114,115,18,17,125,134,260,0,0,150,137,25,27,179,167,342,0,0,89,83,37,25,119,111,231,3,0,270,235,67,34,335,274,611,9,8,709,534,204,93,920,629,1548,16,10,546,319,176,86,730,413,1144,17,15,491,343,176,59,678,411,1095,53,22,563,536,113,55,726,613,1336,20,11,322,195,44,22,388,219,608,4,3,44,20,20,3,65,33,98,3,0
4RSAU,104,80,10021,9679,829,807,10946,10561,21507,688,350,23554,22873,1362,1340,25602,24555,50160,258,167,11015,9614,651,483,11923,10265,22189,171,122,8239,7601,662,370,9076,8096,17168,340,276,16863,17543,1406,911,18612,18736,37352,678,564,22955,23302,1615,1123,25243,24991,50231,912,774,24278,23601,1455,988,26635,25359,51997,1552,1056,20647,20570,1089,936,23287,22563,45854,1074,1100,13711,13457,866,757,15654,15312,30967,1455,2223,7181,8124,729,871,9366,11214,20582,866,2410,1140,1751,223,363,2226,4519,6748,8097,9124,159611,158116,10877,8936,178579,176179,354758,153,88,10709,10114,709,672,11576,10877,22448,945,447,22177,21677,1203,1095,24330,23227,47551,328,225,11032,10146,603,450,11969,10821,22786,273,169,8648,7834,673,400,9595,8406,17999,426,322,17099,17736,1392,840,18919,18895,37815,711,701,21212,21859,1561,924,23481,23477,46959,1107,1034,24518,24290,1533,962,27155,26285,53440,1800,1447,23286,22994,1311,940,26396,25379,51775,1635,1389,16344,16363,902,783,18879,18539,37419,1643,2321,7954,8429,598,706,10196,11455,21652,1103,2881
4GADE,482,300,30847,29229,2540,2301,33864,31832,65697,2317,1210,67295,65052,3826,3486,73441,69749,143186,810,536,37237,36233,1945,1640,39992,38403,78398,651,468,38548,38597,2494,1876,41687,40944,82630,1234,1039,68662,69440,4194,3301,74082,73786,147870,2025,1935,76527,80120,4331,3461,82877,85515,168387,2634,2655,73670,78944,3686,2968,79982,84562,164546,3546,2988,57867,62130,2655,2429,64069,67554,131616,2808,3551,34744,39014,1854,2006,39411,44572,83980,4879,8628,21343,27429,1868,2655,28092,38712,66807,2939,8435,3982,6437,704,1339,7626,16208,23829,24330,31735,510701,532629,30098,27459,565131,591827,1156957,637,352,34650,33558,2207,2156,37499,36057,73556,3137,1442,67162,65310,3121,2906,73420,69656,143074,1014,622,38242,37205,1785,1457,41041,39281,80320,776,559,41025,40769,2432,1743,44230,43070,87304,1421,1264,76160,77261,4453,3350,82044,81873,163917,2041,2008,77609,80207,3934,3132,83585,85348,168938,3008,3227,77086,81089,3681,2961,83774,87281,171049,4042,3964,64273,69841,2764,2518,71077,76325,147401,3698,4179,39552,44360,1850,1910,45102,50453,95556,5094,8704,21655,25698,1457,1855,28206,36248,64457,4130,10479
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,59,52,3,8,68,63,127,3,0,65,64,5,4,74,67,147,3,0,73,82,6,5,81,88,168,7,0,154,128,8,8,173,133,305,6,0,273,197,33,13,310,208,524,7,3,266,131,19,12,287,145,441,12,4,160,128,22,17,193,145,342,23,14,144,144,17,11,185,170,357,9,7,78,53,7,9,87,66,149,5,0,16,11,0,3,25,23,40,6,10,0,3,0,3,10,13,26,75,40,1288,990,134,95,1494,1125,2618,0,0,64,60,4,4,68,64,132,4,3,78,78,3,5,81,83,169,0,0,64,61,11,9,74,69,145,6,0,126,122,20,11,154,132,287,3,7,290,216,57,23,350,236,588,10,11,239,147,56,19,304,171,479,11,11,190,154,68,27,265,194,458,23,17,190,129,50,16,261,165,428,13,10,109,63,20,17,140,89,228,10,11,12,4,25,25,42,41,84,13,7
3RQLD,632,456,61687,58579,6079,5684,68389,64722,133109,3770,1962,137331,131512,9972,9315,151079,142789,293868,1352,825,64516,61947,4909,3935,70777,66714,137487,1021,717,56740,57097,6186,4292,63947,62102,126056,1994,1501,112590,119122,11339,8226,125924,128848,254769,3164,2622,129593,140361,11150,8675,143904,151656,295561,4573,4004,127481,132830,10475,7570,142525,144400,286931,7742,5040,105932,106101,7980,6185,121647,117325,238977,5609,5034,64913,64197,5279,4621,75794,73852,149652,7268,10544,31466,34913,3863,4701,42593,50157,92751,4130,9787,5153,7081,1380,2424,10664,19301,29965,41254,42501,897394,913731,78611,65629,1017264,1021871,2039128,920,549,71851,68269,6050,5581,78825,74393,153224,5270,2651,142783,138328,9396,8630,157448,149611,307060,1966,1211,70411,67558,4920,3983,77296,72743,150045,1341,900,60943,62313,6181,4394,68465,67605,136068,2359,1863,122383,131040,12443,8651,137178,141564,278743,3441,3251,138070,148092,12113,8600,153625,159940,313566,5424,5341,138776,146992,11319,8111,155517,160448,315963,8749,7034,120250,123281,8918,6583,137920,136894,274814,8835,7269,79207,80310,5753,4838,93796,92410,186201,8179,11274,35424,37836,3708,4175,47313,53282,100598,5431,11672
3GBRI,681,423,57923,54901,4896,4629,63506,59954,123454,3850,1857,118883,115669,7522,7099,130250,124624,254878,1317,791,61991,61044,3834,3297,67138,65133,132271,973,727,63883,65973,5680,4306,70537,71005,141542,1817,1534,119539,126363,9839,7516,131184,135414,266599,2565,2370,124214,133539,8626,6972,135398,142882,278282,3391,3273,111769,119283,6984,5614,122145,128170,250316,5226,4193,87281,89476,5407,4492,97915,98159,196080,4029,4301,45605,48520,3206,2945,52838,55771,108608,5599,9314,23085,29626,2680,3543,31366,42487,73851,3230,9022,4127,6684,1129,2433,8490,18138,26625,32675,37809,818291,851082,59801,52843,910766,941733,1852501,891,573,68540,65093,4705,4370,74139,70035,144169,5018,2282,126848,122997,6910,6271,138775,131552,270326,1885,1102,67257,66298,3705,3086,72847,70486,143337,1211,858,71621,73308,5668,3940,78501,78112,156611,2173,1858,139327,144843,10629,7669,152132,154369,306504,2852,2952,137787,146402,8809,6760,149447,156121,305571,3818,4332,122759,129525,7185,5502,133763,139362,273129,6037,5625,98392,103728,5390,4387,109814,113743,223556,6041,5849,56907,59999,3164,2942,66110,68791,134899,6118,9624,24982,29983,2151,2746,33259,42348,75601,4311,11042
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,11,5,0,0,11,5,12,0,0,18,0,0,0,14,0,16,0,0,11,0,0,0,18,0,15,0,0,20,0,0,0,22,3,24,0,0,16,3,3,0,15,3,23,0,0,7,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,12,6,0,83,11,99,0,0,0,3,0,0,0,3,0,0,0,9,3,0,4,13,5,22,0,0,8,7,0,0,14,5,18,0,0,31,12,4,0,37,18,56,0,0,38,16,8,3,50,13,66,0,0,35,19,9,4,42,23,59,0,0,32,26,18,3,45,31,79,0,0,34,27,3,9,41,35,70,0,0,18,25,3,8,19,34,57,3,4,11,22,3,3,17,27,42,0,0
39499,0,0,232,209,41,27,273,233,510,5,3,322,293,56,31,381,329,713,3,3,206,251,39,29,253,283,535,11,6,640,495,101,52,750,548,1295,14,11,1080,817,186,102,1279,926,2209,23,16,904,517,170,79,1093,617,1706,60,44,820,728,179,83,1059,860,1918,89,62,1048,1049,132,94,1273,1206,2473,36,25,632,364,73,29,739,423,1162,17,14,100,53,14,6,137,76,209,8,20,17,9,4,14,28,46,67,269,197,6006,4791,993,553,7268,5542,12806,0,0,230,204,29,30,260,231,494,10,3,232,242,43,40,285,284,563,5,0,200,198,57,48,269,252,520,7,3,445,475,117,71,572,543,1119,22,17,968,765,227,95,1218,882,2100,35,13,718,487,217,87,967,587,1555,51,52,731,602,203,73,984,730,1711,128,89,1136,1026,178,94,1440,1207,2644,72,44,759,468,103,44,929,551,1483,26,19,150,56,29,14,201,94,292,10,11
2RVIC,434,283,36146,34874,2570,2610,39155,37772,76930,2767,1373,86507,82993,4324,4188,93600,88553,182151,1061,575,43292,41371,1956,1724,46309,43675,89982,730,554,32413,31810,2060,1438,35196,33801,68994,1399,1128,61054,65531,4120,2968,66578,69625,136211,2161,1991,78070,85285,4534,3467,84765,90745,175506,2999,2959,84012,87530,4260,3143,91268,93628,184902,4644,3543,69807,71501,3594,2977,78045,78023,156072,3880,3752,45636,47945,2887,2993,52407,54691,107096,5397,8557,25187,30590,2596,3472,33181,42628,75808,3330,8693,4005,6647,900,1743,8232,17083,25314,28793,33422,566140,586076,33805,30724,628734,650228,1278965,622,322,40252,38236,2731,2491,43611,41048,84656,3809,1730,81300,79243,4018,3819,89124,84797,173921,1483,818,43758,41746,2072,1878,47312,44438,91749,958,632,34812,34091,2212,1512,37978,36236,74215,1638,1424,62617,67895,4361,2975,68618,72298,140914,2418,2279,75940,83120,4752,3438,83109,88838,171952,3661,3787,84418,90114,4599,3553,92672,97451,190127,5621,5017,80343,83044,4155,3471,90117,91527,181652,5494,4877,53642,56106,3227,2897,62362,63878,126246,5953,8652,27316,31480,2330,2859,35595,42986,78583,4236,10689
2GMEL,1228,696,106134,101470,9956,9173,117314,111335,228652,5778,2879,217450,209011,13841,12959,237069,224842,461916,1882,1268,115899,112212,7277,6251,125058,119736,244793,1455,1188,123244,123956,10773,8219,135470,133364,268828,3137,2693,243304,254620,19775,16441,266224,273751,539975,4565,4394,252913,270626,17380,14912,274849,289930,564780,5848,6588,222026,234014,13737,11738,241612,252344,493955,8979,8847,165781,174299,10480,9462,185246,192605,377848,9064,11431,97372,105842,7148,7328,113576,124597,238177,13373,23015,53184,65372,6228,8411,72788,96801,169584,7244,20243,9305,14634,2275,4796,18830,39671,58500,62553,83235,1606613,1666054,118874,109689,1788040,1858982,3647019,1612,895,122754,117161,8895,8313,133263,126368,259633,8061,3673,226413,218636,11795,10978,246263,233288,479551,2799,1647,120537,116693,6129,5286,129460,123628,253091,1927,1391,140165,138623,10086,7668,152174,147683,299849,3563,3144,283328,291221,20472,16234,307358,310600,617962,5102,5399,272220,289373,15751,13407,293067,308176,601245,6872,8311,242043,254027,12969,11100,261890,273444,535332,10374,11828,187382,200431,9939,8889,207697,221146,428841,12100,13976,113456,122399,6730,6917,132290,143294,275585,15495,25416,57174,66383,5031,6158,77703,97964,175660,10160,25260
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,4,0,0,0,4,0,4,0,0,17,0,0,0,17,0,17,0,0,8,0,0,0,6,0,6,0,0,10,0,0,0,8,0,11,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,3,3,49,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,10,0,0,3,0,0,0,3,0,3,0,0,8,0,0,0,8,0,14,0,0,10,0,0,0,11,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,4,3,165,139,22,17,193,157,353,7,0,176,171,10,26,190,192,385,0,3,184,173,21,22,206,194,402,7,5,412,385,50,34,465,422,882,17,16,853,622,110,64,983,710,1692,34,17,572,321,67,36,669,374,1045,11,4,336,232,40,23,389,262,653,16,10,247,231,29,21,290,264,557,12,3,112,88,15,17,137,108,247,9,16,40,35,8,5,56,59,117,3,30,3,10,9,5,15,45,56,120,105,3095,2421,379,271,3598,2798,6394,4,3,198,186,30,27,232,220,448,15,9,203,189,93,80,307,281,588,11,6,169,194,61,56,232,258,492,10,4,413,415,113,87,532,507,1037,32,17,798,765,264,122,1093,905,2000,27,27,599,403,267,93,898,522,1415,26,38,433,270,166,74,630,381,1010,34,27,287,292,77,27,401,345,748,22,9,185,114,43,15,250,147,394,12,14,41,23,22,4,71,39,112,7,19
1RNSW,972,525,70216,66740,5417,5305,76609,72570,149173,4863,2449,161834,156392,9259,8964,175957,167805,343756,1737,1116,79955,76340,4221,3569,85913,81029,166947,1260,897,62259,60963,4728,3043,68249,64905,133151,2574,2017,116058,123712,8704,6032,127337,131760,259094,4375,3748,144676,157242,9274,7093,158326,168080,326401,6630,5886,156229,162163,8668,6554,171533,174596,346124,9903,7301,131613,134663,6978,5694,148495,147656,296149,7911,7656,89473,94268,5183,5104,102563,107035,209597,11232,17211,48387,57261,4234,5528,63853,79999,143855,6053,16480,7594,11737,1284,2382,14929,30593,45519,57505,65281,1068294,1101475,67954,59256,1193752,1226014,2419769,1183,635,74991,71971,5373,5125,81546,77732,159284,6615,2988,153672,149117,8452,7991,168731,160096,328824,2453,1395,79153,75972,4311,3587,85914,80956,166873,1647,1191,65165,64749,5062,3299,71870,69238,141115,2886,2372,117084,124616,9024,5952,129000,132943,261942,4363,4137,139482,151993,9251,6806,153093,162928,316022,7243,7075,157080,165821,9315,7036,173640,179930,353569,11459,9667,146485,150640,8173,6555,166117,166864,332977,10956,9779,102799,107665,5901,5451,119663,122891,242552,11954,17108,52665,60058,4256,5214,68880,82374,151252,8294,19959
1GSYD,1409,793,124855,117773,13420,12561,139686,131130,270816,5836,3021,250496,239147,18527,17190,274854,259362,534217,2012,1250,128406,124155,8926,7588,139346,132990,272336,1536,1136,133243,135574,14515,11548,149293,148259,297556,3201,2667,276451,292057,30234,24965,309888,319693,629576,4686,4199,280320,295552,24485,20440,309497,320189,629686,6492,7046,247739,260765,19026,15771,273255,283583,556842,9986,9121,186845,190187,14150,11892,210987,211200,422184,9590,11684,104314,112330,8690,8553,122594,132574,255171,13865,24710,57720,73214,6660,8573,78249,106492,184736,7866,22891,10956,17782,2260,4320,21077,44996,66072,66471,88515,1801355,1858548,160901,143398,2028727,2090459,4119190,1725,1056,140579,134097,11179,10260,153486,145416,298898,8297,3862,256938,246888,14934,13396,280166,264144,544314,2825,1682,131383,125845,7714,6333,141924,133858,275789,2095,1426,140458,141999,11827,9459,154382,152879,307257,3810,3320,303669,318036,26328,21723,333809,343086,676894,5311,5326,293632,311436,20388,17397,319329,334160,653487,8152,9637,267143,278554,17048,14447,292338,302638,594980,12203,13120,207955,218113,12888,11331,233046,242564,475608,13098,14611,123356,130959,8343,7768,144795,153343,298141,15572,25982,60667,70826,5427,6763,81667,103569,185238,11007,28204
