GCCSA_CODE_2016,C11_C_Lat_Da_Saint_0_14,C11_C_Lat_Da_Saint_15_24,C11_C_Lat_Da_Saint_25_34,C11_C_Lat_Da_Saint_35_44,C11_C_Lat_Da_Saint_45_54,C11_C_Lat_Da_Saint_55_64,C11_C_Lat_Da_Saint_65_74,C11_C_Lat_Da_Saint_75_84,C11_C_Lat_Da_Saint_85ov,C11_C_Lat_Da_Saint_Tot,C11_C_Luthe_0_14,C11_C_Luthe_15_24,C11_C_Luthe_25_34,C11_C_Luthe_35_44,C11_C_Luthe_45_54,C11_C_Luthe_55_64,C11_C_Luthe_65_74,C11_C_Luthe_75_84,C11_C_Luthe_85ov,C11_C_Luthe_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_To,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Sev_day_Adv_0_14,C11_C_Sev_day_Adv_15_24,C11_C_Sev_day_Adv_25_34,C11_C_Sev_day_Adv_35_44,C11_C_Sev_day_Adv_45_54,C11_C_Sev_day_Adv_55_64,C11_C_Sev_day_Adv_65_74,C11_C_Sev_day_Adv_75_84,C11_C_Sev_day_Adv_85oe,C11_C_Sev_day_Adv_Tot,C11_C_Unit_Chur_0_14,C11_C_Unit_Chur_15_24,C11_C_Unit_Chur_25_34,C11_C_Unit_Chur_35_44,C11_C_Unit_Chur_45_54,C11_C_Unit_Chur_55_64,C11_C_Unit_Chur_65_74,C11_C_Unit_Chur_75_84,C11_C_Unit_Chur_85ov,C11_C_Unit_Chur_Tot,C11_C_Christi_nfd_0_14,C11_C_Christi_nfd_15_24,C11_C_Christi_nfd_25_34,C11_C_Christi_nfd_35_44,C11_C_Christi_nfd_45_54,C11_C_Christi_nfd_55_64,C11_C_Christi_nfd_65_74,C11_C_Christi_nfd_75_84,C11_C_Christi_nfd_85ov,C11_C_Christi_nfd_Tot,C11_C_Oth_Chris_0_14,C11_C_Oth_Chris_15_24,C11_C_Oth_Chris_25_34,C11_C_Oth_Chris_35_44,C11_C_Oth_Chris_45_54,C11_C_Oth_Chris_55_64,C11_C_Oth_Chris_65_74,C11_C_Oth_Chris_75_84,C11_C_Oth_Chris_85ov,C11_C_Oth_Chris_Tot,C11_Christia_Tot_0_14,C11_Christia_Tot_15_24,C11_Christia_Tot_25_34,C11_Christia_Tot_35_44,C11_Christia_Tot_45_54,C11_Christia_Tot_55_64,C11_Christia_Tot_65_74,C11_Christia_Tot_75_84,C11_Christia_Tot_85ov,C11_Christ_T_T,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_AusAborTrad_0_14,C11_OR_AusAborTrad15_24,C11_OR_AusAborTrad25_34,C11_OR_AusAborTrad35_44,C11_OR_AusAborTrad45_54,C11_OR_AusAborTrad55_64,C11_OR_AusAborTrad65_74,C11_OR_AusAborTrad75_84,C11_OR_AusAborTrad85oe,C11_OR_AusAborTrade_Tot,C11_OR_Sikh_0_14,C11_OR_Sikh_15_24,C11_OR_Sikh_25_34,C11_OR_Sikh_35_44,C11_OR_Sikh_45_54,C11_OR_Sikh_55_64,C11_OR_Sikh_65_74,C11_OR_Sikh_75_84,C11_OR_Sikh_85oe,C11_OR_Sikh_Tot,C11_OR_Ot_Re_Gr_0_14,C11_OR_Ot_Re_Gr_15_24,C11_OR_Ot_Re_Gr_25_34,C11_OR_Ot_Re_Gr_35_44,C11_OR_Ot_Re_Gr_45_54,C11_OR_Ot_Re_Gr_55_64,C11_OR_Ot_Re_Gr_65_74,C11_OR_Ot_Re_Gr_75_84,C11_OR_Ot_Re_Gr_85ov,C11_OR_Ot_Re_Gr_Tot,C11_OthRel_T_0_14,C11_OthRel_T_15_24,C11_OthRel_T_25_34,C11_OthRel_T_35_44,C11_OthRel_T_45_54,C11_OthRel_T_55_64,C11_OthRel_T_65_74,C11_OthRel_T_75_84,C11_OthRel_T_85ov,C11_OthRel_T_T,C11_SBOSB_N_RA_0_14,C11_SBOSB_N_RA_15_24,C11_SBOSB_N_RA_25_34,C11_SBOSB_N_RA_35_44,C11_SBOSB_N_RA_45_54,C11_SBOSB_N_RA_55_64,C11_SBOSB_N_RA_65_74,C11_SBOSB_N_RA_75_84,C11_SBOSB_N_RA_85ov,C11_SBOSB_N_RA_Tot
6RTAS,239,124,125,110,105,104,87,48,14,957,146,95,100,139,173,233,198,111,46,1249,20,20,11,13,9,3,0,0,0,88,80,50,41,84,91,53,40,29,8,478,736,448,273,373,436,315,211,62,13,2866,774,561,455,735,1226,1625,1426,865,370,8039,159,113,101,159,226,252,161,111,38,1312,105,58,81,61,103,101,73,44,30,649,1509,1197,917,1687,2774,3468,2760,1718,738,16764,1988,1058,926,1062,1135,968,534,229,63,7972,84,43,39,55,57,79,57,32,10,447,24765,16732,13813,21222,27656,28470,21295,12157,4561,170682,159,106,180,117,69,39,18,10,0,708,136,98,123,96,39,29,9,3,0,539,12,9,7,16,19,15,16,0,3,99,10,0,12,7,7,0,0,0,0,37,11,12,23,9,6,9,0,0,0,72,114,126,165,205,184,152,66,23,7,1033,133,143,195,218,196,157,74,21,3,1138,22351,12762,11485,11130,9499,7456,3535,1224,423,79870
6GHOB,140,86,93,79,73,84,60,28,11,641,80,57,76,114,146,137,134,170,36,950,55,36,28,24,17,7,3,0,0,162,47,39,39,39,40,53,24,11,12,310,452,308,251,281,259,213,103,46,10,1924,495,323,323,429,551,720,561,430,210,4030,69,67,57,72,106,99,88,61,14,627,62,62,54,49,71,48,39,42,25,459,665,605,441,749,1129,1433,1079,769,337,7212,977,585,551,576,578,411,234,97,50,4057,41,38,30,33,66,63,58,24,12,371,19187,13473,11946,16004,19547,18639,13295,8519,3591,124194,199,130,217,146,98,66,34,13,4,910,291,272,272,124,102,59,31,3,3,1158,12,15,18,23,17,30,22,4,5,148,0,0,0,0,3,0,3,0,0,11,36,23,54,27,10,3,4,0,0,152,74,119,174,160,148,115,30,12,9,838,108,145,227,183,157,118,37,15,9,1002,15671,11002,10243,8798,7336,5658,2310,1110,455,62575
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,15,16,6,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,15,6,3,3,0,0,0,33
69499,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,8,3,3,4,0,5,3,9,3,0,24,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,3,0,11,8,4,0,0,23,0,7,9,3,6,10,0,0,0,33,0,0,0,0,0,3,0,0,0,3,31,64,62,75,74,82,49,15,0,441,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,8,0,0,3,3,6,0,0,0,0,12,49,87,74,52,47,46,12,0,0,367
5RWAU,447,191,200,211,198,156,77,32,10,1527,606,319,412,576,574,525,352,192,62,3622,14,6,17,6,8,4,0,0,0,56,840,437,430,405,408,276,140,76,28,3036,1215,578,596,593,637,437,216,89,19,4376,1133,519,681,1225,1920,2084,1293,722,198,9787,181,116,127,178,276,306,202,89,36,1516,648,315,304,363,315,293,216,166,41,2663,2598,1534,1702,2511,3821,4080,2936,1816,624,21622,3807,1945,1955,2144,1966,1509,772,311,78,14478,200,114,106,159,158,94,51,26,11,909,53787,28290,31255,41946,46178,41023,26074,14167,4797,287519,244,87,395,254,117,52,17,0,0,1175,658,406,508,398,330,200,105,23,3,2631,28,17,32,40,48,47,13,4,0,234,256,160,129,115,85,32,27,12,4,821,31,32,70,14,7,4,0,0,0,155,203,198,325,387,308,219,84,25,4,1751,490,388,531,517,409,257,106,39,8,2732,37155,20755,23496,20737,16852,11228,4676,1748,467,137115
5GPER,1315,817,775,650,593,543,297,141,52,5179,1477,984,1058,1403,1399,1258,1016,587,288,9467,443,261,297,287,216,110,67,25,10,1712,830,749,816,864,877,611,385,181,98,5417,4470,3358,2861,2776,2970,2141,1022,436,111,20138,4318,3399,3297,4627,6738,6927,5003,3195,1348,38856,468,365,314,491,564,700,522,400,159,3985,864,583,598,546,472,490,333,235,128,4260,6757,5502,4672,6213,8131,8753,6312,4180,1957,52474,10785,8060,7873,6777,6251,4806,2330,961,322,48166,698,455,461,542,500,371,255,140,51,3476,177493,123380,116024,142466,149746,132957,89870,55581,21744,1009266,3866,2884,6729,3270,1711,852,340,138,34,19824,10772,6700,7469,5465,3368,1663,714,236,49,36439,900,660,518,717,803,937,504,341,221,5609,56,49,37,40,23,21,5,0,0,230,693,1052,1926,464,283,200,87,35,9,4751,911,1192,1720,1513,1457,956,429,196,61,8432,1658,2293,3686,2010,1760,1170,518,231,74,13406,100067,78740,82527,66234,51069,34914,14899,6815,2283,437546
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,55,46,38,19,3,7,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,20,50,31,17,7,3,0,0,120
59499,8,17,3,7,3,0,0,0,0,38,3,0,6,8,12,13,3,0,0,55,0,0,3,0,0,0,0,0,0,3,0,3,4,0,0,6,0,0,0,16,12,9,13,7,8,14,4,0,0,68,21,3,21,23,25,75,32,3,3,203,0,3,5,4,3,6,0,0,0,24,0,0,0,0,0,5,3,0,0,9,6,17,32,19,40,86,54,3,0,264,10,23,34,22,34,38,18,0,0,177,0,3,3,3,3,0,0,0,0,10,272,273,547,438,506,773,409,54,12,3280,0,5,9,4,3,0,0,0,0,27,4,11,9,10,9,4,0,0,0,42,0,0,5,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,6,13,7,10,7,0,0,0,43,5,4,16,12,10,7,0,0,0,49,191,318,552,342,273,298,94,18,0,2084
4RSAU,129,74,58,80,81,75,70,30,8,600,6659,3537,3236,4132,4662,4505,3108,2081,902,32818,5,0,10,8,6,0,3,0,3,37,71,48,45,65,77,81,58,30,12,491,891,549,446,494,661,616,398,171,36,4261,489,378,354,605,1250,1589,1357,864,345,7226,161,124,100,151,252,302,269,177,43,1588,95,57,60,80,68,115,77,57,31,638,6072,3464,2851,4967,7574,9332,7783,5058,2263,49370,1783,1017,822,1001,1174,1100,781,307,73,8060,137,77,72,93,78,73,66,28,17,635,33902,19507,17400,25456,33595,35997,28653,17293,6774,218590,115,32,186,99,36,21,6,3,0,499,262,187,217,218,100,80,25,12,0,1092,4,5,7,16,20,26,10,6,0,93,266,233,182,125,84,47,22,13,8,977,152,106,190,94,69,55,15,0,4,695,107,117,160,264,199,166,45,22,8,1082,523,448,530,481,357,265,88,41,23,2750,26539,15607,14654,15020,13617,10342,5222,2194,782,103974
4GADE,610,429,360,316,331,344,208,126,42,2769,6769,4726,4238,4914,5481,5070,3360,2720,1264,38532,266,163,207,195,120,69,29,22,5,1070,378,327,329,380,351,306,187,136,98,2484,3098,2223,2036,1976,2161,1931,1006,502,127,15058,947,856,875,1244,2107,2716,2122,1507,699,13072,390,312,261,365,550,576,495,357,175,3479,314,289,238,229,280,233,201,124,57,1956,10823,8571,6715,9968,13868,16592,12705,8730,4958,92942,6183,4321,4203,3957,3861,3226,1689,750,343,28525,660,480,454,461,440,394,334,171,97,3492,107760,79355,69402,89243,104823,97886,71824,50994,22875,694151,2662,1588,5098,2180,820,443,223,76,20,13103,5159,3662,4250,2818,1379,709,282,97,30,18383,130,103,105,130,132,181,95,67,51,990,29,24,18,22,28,14,3,0,0,141,676,952,2237,447,126,80,49,22,0,4587,706,824,1152,1108,1108,728,317,165,65,6177,1407,1794,3415,1578,1260,824,366,183,63,10903,74007,59772,60733,53058,43765,32059,14090,6787,2978,347251
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7
49499,0,5,0,0,0,0,3,0,0,8,3,9,15,14,16,9,3,3,4,72,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,0,0,0,0,8,3,3,5,10,3,4,3,3,0,28,0,0,4,4,6,14,13,0,0,36,0,0,4,0,3,0,4,0,0,11,0,0,6,0,0,0,0,0,0,8,8,6,9,21,27,35,17,4,3,120,16,20,23,14,21,6,10,3,0,112,0,0,4,0,0,0,0,0,0,4,95,125,200,192,200,207,120,22,23,1179,0,3,9,0,3,0,0,0,0,23,9,12,5,8,0,0,0,0,0,40,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,5,4,0,0,0,0,0,5,0,0,8,6,3,4,0,0,0,28,0,4,14,15,3,4,0,0,0,37,135,173,245,153,123,111,42,0,6,993
3RQLD,1930,1007,957,877,741,644,383,166,61,6763,8597,5156,4849,5762,6419,5680,4704,2837,889,44903,97,102,97,77,66,61,32,10,3,550,1206,756,703,830,806,696,504,264,83,5847,8213,4975,3988,4457,4659,3629,1848,787,187,32742,7448,5069,5485,10263,15291,17786,12960,7885,3051,85230,1210,752,750,975,1159,1243,920,552,190,7737,1849,1054,1016,1097,1127,1037,783,501,194,8653,22847,14585,13871,19526,24000,24150,18020,10160,3887,151042,16260,9606,8537,8491,8812,6873,4064,1593,510,64746,897,489,500,634,642,607,421,299,83,4567,275169,167695,156483,201643,219928,203027,146605,81032,28760,1480332,1359,1026,2338,1200,682,374,146,66,4,7195,2315,1426,2054,1496,880,442,271,78,7,8980,266,227,210,274,327,391,272,165,86,2210,145,87,70,102,66,41,11,3,0,529,357,507,905,236,148,81,41,24,4,2294,1085,1073,1313,1504,1391,1015,411,152,38,7980,1594,1662,2287,1843,1605,1137,464,177,42,10802,127915,78638,78250,70265,57885,41513,20837,8445,2709,486451
3GBRI,3952,2231,1891,1574,1267,882,422,215,52,12492,6562,4288,3962,4856,4687,4101,3012,1917,722,34121,328,181,242,183,144,83,25,12,4,1204,1282,1046,1013,899,914,679,413,241,95,6585,7446,5491,4768,4457,4406,3320,1593,678,164,32326,7109,5281,5730,9050,11618,12365,8102,5085,2352,66686,936,727,660,862,1019,1038,768,463,178,6657,1964,1259,1184,1183,1045,917,598,369,173,8690,19245,14276,12849,17032,18848,18423,13025,7472,3503,124676,13866,9441,8744,8025,7413,5604,2816,1170,440,57522,1312,829,857,877,835,734,520,316,126,6403,242822,164725,156969,189249,187851,163082,106734,61223,25329,1297982,3976,2954,6983,3403,2154,1191,483,209,43,21395,7087,4563,5550,3686,2197,1232,491,151,32,24990,324,284,296,292,337,365,175,90,46,2221,70,40,38,34,27,21,5,0,0,237,965,1751,3107,654,291,212,90,40,20,7130,1100,1326,1800,1683,1373,874,380,154,41,8737,2139,3114,4941,2378,1698,1106,469,198,60,16109,113856,88209,93189,72631,50884,34500,14646,6150,2244,476306
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,4,5,9,3,3,7,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,26,29,34,38,46,41,37,5,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,25,14,15,13,4,0,0,111
39499,4,32,5,7,0,5,0,0,0,54,3,12,28,16,18,46,21,3,0,154,0,0,0,0,0,0,0,0,0,3,8,5,5,9,7,14,5,0,0,52,31,15,22,12,17,38,17,8,0,154,19,21,36,41,49,137,93,10,0,410,0,0,3,7,10,24,11,4,0,53,0,0,6,3,3,0,3,3,0,30,29,25,49,55,104,189,87,16,5,560,58,48,67,57,58,55,45,10,0,398,0,0,3,0,6,4,7,3,0,21,415,607,836,703,908,1608,1008,188,39,6315,8,3,24,4,8,0,0,0,0,47,12,12,29,15,3,3,0,0,0,78,0,0,0,3,0,4,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,8,5,15,23,10,13,11,4,0,0,75,5,21,25,7,13,11,4,0,0,86,395,561,694,418,409,553,265,41,4,3338
2RVIC,483,311,255,246,299,256,157,95,23,2127,3015,1847,1645,2089,2577,2439,2015,1489,612,17743,79,33,87,53,43,20,14,6,0,333,387,262,211,294,327,311,208,127,67,2195,2153,1376,1032,1246,1503,1405,912,402,125,10158,4158,3338,2632,5302,9474,12168,9856,6744,2929,56608,808,464,364,611,780,892,700,496,161,5271,521,282,254,333,320,349,306,192,85,2635,13787,9779,7089,11709,18094,20175,16848,12294,5717,115483,6116,3555,2986,3324,3580,3251,1860,835,247,25765,147,118,83,142,157,179,149,85,27,1082,138015,90155,71363,101961,126627,127826,97904,63976,25930,843748,605,440,1106,546,280,190,86,16,5,3267,2219,1405,1379,1214,909,414,260,76,9,7887,68,63,53,83,92,133,66,25,12,593,53,34,28,32,26,14,8,0,0,193,276,307,664,144,76,52,10,9,3,1541,421,574,675,764,760,539,206,65,12,4014,750,908,1371,936,867,608,224,67,12,5747,88784,54276,49430,48732,42801,35140,16265,6941,2441,344807
2GMEL,2494,1564,1243,1176,1067,743,361,206,72,8926,2948,2161,2507,3322,3468,2971,2997,2349,978,23704,2560,1652,1990,1699,1640,1178,719,350,110,11891,1751,1755,1763,1659,1641,1208,707,514,280,11285,8000,5938,5476,5572,5190,3624,1641,681,186,36305,7194,6471,6300,9097,13805,16609,12696,8864,4398,85436,1010,740,723,875,1086,1241,973,719,311,7673,1481,1044,1118,1066,1000,821,599,404,191,7724,17577,14201,12103,16331,20515,20897,15760,11721,6138,135240,16044,11902,11802,11029,9699,7606,3816,1750,599,74260,852,611,634,730,750,594,448,296,148,5082,382714,265820,262295,326901,323006,276184,203324,136054,54507,2230820,14776,10431,31249,11827,5925,3483,1404,570,123,79792,41490,25830,29462,21033,13982,7679,3693,1214,271,144650,8568,4693,5368,5652,5150,6793,3739,2737,1826,44541,63,34,35,65,29,16,8,0,0,245,4259,5808,13102,2407,1081,742,308,128,51,27874,1800,2258,3396,3017,2420,1672,675,292,98,15622,6114,8093,16531,5486,3526,2430,991,418,149,43740,195146,159519,183779,152919,115817,81822,35044,16411,6397,946868
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,10
29499,4,16,5,3,3,3,0,0,0,37,3,6,9,3,9,4,11,3,0,49,7,0,6,3,4,0,0,0,0,19,6,0,5,9,3,3,0,0,0,22,6,10,17,9,8,4,3,0,0,64,5,19,17,23,28,47,20,3,7,177,0,6,3,3,0,8,3,0,0,23,8,3,0,0,3,0,0,0,0,10,14,29,33,31,36,34,22,7,3,207,36,29,59,45,14,22,7,7,0,208,0,0,0,0,0,0,3,0,0,3,352,476,603,512,421,412,245,84,39,3131,9,13,37,15,3,0,0,0,0,80,67,46,56,41,19,8,3,0,0,233,0,3,5,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,8,10,0,0,0,0,0,0,26,3,14,23,20,12,8,3,0,0,80,3,25,32,22,13,7,3,0,0,109,314,526,679,366,231,174,74,12,8,2380
1RNSW,916,510,478,517,536,446,342,193,68,3998,2202,1438,1242,1874,2456,2454,2194,1619,583,16065,209,106,147,102,93,63,27,7,3,771,930,552,577,565,601,508,378,221,111,4446,5426,3532,2774,2841,3501,2836,1451,627,147,23135,9587,6975,6424,11612,17575,20266,16967,11643,4884,105933,1800,1298,924,1270,1662,1710,1385,837,297,11182,2210,1494,1227,1383,1530,1465,1174,888,358,11722,19453,14466,10920,15570,22470,24053,19998,13679,5903,146509,11677,7020,5520,6148,6913,5904,3452,1592,555,48792,482,299,271,374,408,428,306,173,62,2810,313843,197862,163094,220043,260593,253404,198691,127470,48550,1783562,1347,648,1780,1119,722,478,213,60,11,6381,2947,1663,2590,1717,989,590,362,91,18,10972,257,133,138,251,258,314,205,95,45,1696,169,108,100,121,119,63,17,3,3,712,601,444,807,382,276,217,84,67,18,2894,954,997,1291,1606,1566,1129,401,151,34,8132,1731,1555,2206,2107,1959,1408,504,218,54,11739,121843,75060,64803,61036,57836,48820,24163,10679,3742,467982
1GSYD,3635,2116,1872,1609,1397,988,437,231,69,12352,1643,1251,1927,2394,2467,2393,2427,1673,784,16967,4578,3162,3671,2879,3087,2619,1775,921,238,22922,2717,2232,2220,1941,2076,1463,806,486,226,14170,11007,8401,8028,7299,6632,4406,1661,654,143,48228,12156,9443,10715,14734,17289,16699,12016,8347,4310,105715,1147,830,801,929,1095,1143,866,609,263,7686,2405,1532,1671,1635,1579,1310,836,482,243,11701,19345,15442,12905,15435,17948,17145,12545,8746,4703,124213,16621,11769,12171,10741,10273,7296,3505,1695,684,74757,1076,786,836,928,980,810,480,285,133,6312,498811,325882,335156,388020,375188,320594,222815,143502,62602,2672562,22336,14460,35810,18441,11448,6501,2795,1240,291,113325,62964,34566,42452,29267,20208,11624,5095,1626,344,208149,6789,3894,4180,5035,4905,5534,3501,2384,1786,38004,65,70,66,55,73,33,8,3,0,374,3747,3091,6607,2499,1433,844,373,177,34,18801,3184,2848,3997,3548,3226,2218,964,368,117,20468,6996,6006,10667,6105,4728,3092,1348,546,147,39643,154009,122932,151981,124557,102679,72084,32375,16135,5570,782325
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,24,22,17,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,7,3,0,0,22
