GCCSA_CODE_2016,C06_0_4_Indig_M,C06_0_4_Indig_F,C06_0_4_Indig_P,C06_0_4_NonInd_M,C06_0_4_NonInd_F,C06_0_4_NonInd_P,C06_0_4_Indig_st_ns_M,C06_0_4_Indig_st_ns_F,C06_0_4_Indig_st_ns_P,C06_0_4_T_M,C06_0_4_T_F,C06_0_4_T_P,C06_5_9_Indig_M,C06_5_9_Indig_F,C06_5_9_Indig_P,C06_5_9_NonInd_M,C06_5_9_NonInd_F,C06_5_9_NonInd_P,C06_5_9_Indig_st_ns_M,C06_5_9_Indig_st_ns_F,C06_5_9_Indig_st_ns_P,C06_5_9_T_M,C06_5_9_T_F,C06_5_9_T_P,C06_10_14_Indigen_M,C06_10_14_Indigen_F,C06_10_14_Indigen_P,C06_10_14_NonInd_M,C06_10_14_NonInd_F,C06_10_14_NonInd_P,C06_10_14_Ind_st_ns_M,C06_10_14_Ind_st_ns_F,C06_10_14_Ind_st_ns_P,C06_10_14_T_M,C06_10_14_T_F,C06_10_14_T_P,C06_15_19_Indigen_M,C06_15_19_Indigen_F,C06_15_19_Indigen_P,C06_15_19_NonInd_M,C06_15_19_NonInd_F,C06_15_19_NonInd_P,C06_15_19_Ind_st_ns_M,C06_15_19_Ind_st_ns_F,C06_15_19_Ind_st_ns_P,C06_15_19_T_M,C06_15_19_T_F,C06_15_19_T_P,C06_20_24_Indigen_M,C06_20_24_Indigen_F,C06_20_24_Indigen_P,C06_20_24_NonInd_M,C06_20_24_NonInd_F,C06_20_24_NonInd_P,C06_20_24_Ind_st_ns_M,C06_20_24_Ind_st_ns_F,C06_20_24_Ind_st_ns_P,C06_20_24_T_M,C06_20_24_T_F,C06_20_24_T_P,C06_25_29_Indigen_M,C06_25_29_Indigen_F,C06_25_29_Indigen_P,C06_25_29_NonInd_M,C06_25_29_NonInd_F,C06_25_29_NonInd_P,C06_25_29_Ind_st_ns_M,C06_25_29_Ind_st_ns_F,C06_25_29_Ind_st_ns_P,C06_25_29_T_M,C06_25_29_T_F,C06_25_29_T_P,C06_30_34_Indigen_M,C06_30_34_Indigen_F,C06_30_34_Indigen_P,C06_30_34_NonInd_M,C06_30_34_NonInd_F,C06_30_34_NonInd_P,C06_30_34_Ind_st_ns_M,C06_30_34_Ind_st_ns_F,C06_30_34_Ind_st_ns_P,C06_30_34_T_M,C06_30_34_T_F,C06_30_34_T_P,C06_35_39_Indigen_M,C06_35_39_Indigen_F,C06_35_39_Indigen_P,C06_35_39_NonInd_M,C06_35_39_NonInd_F,C06_35_39_NonInd_P,C06_35_39_Ind_st_ns_M,C06_35_39_Ind_st_ns_F,C06_35_39_Ind_st_ns_P,C06_35_39_T_M,C06_35_39_T_F,C06_35_39_T_P,C06_40_44_Indigen_M,C06_40_44_Indigen_F,C06_40_44_Indigen_P,C06_40_44_NonInd_M,C06_40_44_NonInd_F,C06_40_44_NonInd_P,C06_40_44_Ind_st_ns_M,C06_40_44_Ind_st_ns_F,C06_40_44_Ind_st_ns_P,C06_40_44_T_M,C06_40_44_T_F,C06_40_44_T_P,C06_45_49_Indigen_M,C06_45_49_Indigen_F,C06_45_49_Indigen_P,C06_45_49_NonInd_M,C06_45_49_NonInd_F,C06_45_49_NonInd_P,C06_45_49_Ind_st_ns_M,C06_45_49_Ind_st_ns_F,C06_45_49_Ind_st_ns_P,C06_45_49_T_M,C06_45_49_T_F,C06_45_49_T_P,C06_50_54_Indigen_M,C06_50_54_Indigen_F,C06_50_54_Indigen_P,C06_50_54_NonInd_M,C06_50_54_NonInd_F,C06_50_54_NonInd_P,C06_50_54_Ind_st_ns_M,C06_50_54_Ind_st_ns_F,C06_50_54_Ind_st_ns_P,C06_50_54_T_M,C06_50_54_T_F,C06_50_54_T_P,C06_55_59_Indigen_M,C06_55_59_Indigen_F,C06_55_59_Indigen_P,C06_55_59_NonInd_M,C06_55_59_NonInd_F,C06_55_59_NonInd_P,C06_55_59_Ind_st_ns_M,C06_55_59_Ind_st_ns_F,C06_55_59_Ind_st_ns_P,C06_55_59_T_M,C06_55_59_T_F,C06_55_59_T_P,C06_60_64_Indigen_M,C06_60_64_Indigen_F,C06_60_64_Indigen_P,C06_60_64_NonInd_M,C06_60_64_NonInd_F,C06_60_64_NonInd_P,C06_60_64_Ind_st_ns_M,C06_60_64_Ind_st_ns_F,C06_60_64_Ind_st_ns_P,C06_60_64_T_M,C06_60_64_T_F,C06_60_64_T_P,C06_65_over_Indigen_M,C06_65_over_Indigen_F,C06_65_over_Indigen_P,C06_65ove_NonInd_M,C06_65ove_NonInd_F,C06_65ove_NonInd_P,C06_65ove_Indig_st_ns_M,C06_65ove_Indig_st_ns_F,C06_65ove_Indig_st_ns_P,C06_65_over_T_M,C06_65_over_T_F,C06_65_over_T_P,C06_Tot_Indig_M,C06_Tot_Indig_F,C06_Tot_Indig_P,C06_Tot_NonInd_M,C06_Tot_NonInd_F,C06_Tot_NonInd_P,C06_Tot_Indig_st_ns_M,C06_Tot_Indig_st_ns_F,C06_Tot_Indig_st_ns_P,C06_Tot_T_M,C06_Tot_T_F,C06_Tot_T_P,C11_0_4_Indig_M,C11_0_4_Indig_F,C11_0_4_Indig_P,C11_0_4_NonInd_M,C11_0_4_NonInd_F,C11_0_4_NonInd_P,C11_0_4_Indig_st_ns_M,C11_0_4_Indig_st_ns_F,C11_0_4_Indig_st_ns_P,C11_0_4_T_M,C11_0_4_T_F,C11_0_4_T_P,C11_5_9_Indig_M,C11_5_9_Indig_F,C11_5_9_Indig_P,C11_5_9_NonInd_M,C11_5_9_NonInd_F,C11_5_9_NonInd_P,C11_5_9_Indig_st_ns_M,C11_5_9_Indig_st_ns_F
6RTAS,628,595,1231,7407,7051,14454,412,348,762,8447,7999,16443,688,651,1341,8399,8029,16433,494,416,907,9582,9100,18688,714,719,1430,9293,8603,17893,433,442,877,10439,9759,20201,673,583,1256,8414,7892,16299,412,357,768,9497,8827,18328,394,451,850,6677,6716,13389,337,261,601,7410,7431,14843,314,346,669,5995,6472,12464,275,235,510,6581,7055,13640,283,348,634,7093,7699,14796,323,294,618,7699,8346,16044,323,404,734,8298,8986,17284,378,328,708,8999,9722,18720,296,390,684,9051,9351,18401,390,341,736,9744,10080,19824,271,333,605,9512,9922,19436,432,326,763,10217,10585,20797,249,213,459,9093,9274,18363,396,313,711,9737,9794,19527,196,185,385,9103,9157,18265,405,328,737,9707,9674,19386,154,115,271,7525,7357,14880,351,344,694,8029,7812,15839,172,217,391,17613,20701,38317,1262,1711,2973,19047,22636,41676,5379,5555,10930,123471,127205,250677,6299,6056,12353,135147,138808,273961,760,777,1530,7940,7395,15334,347,356,704,9049,8525,17573,723,668,1398,7782,7535,15315,334,331
6GHOB,331,315,651,5626,5169,10791,381,350,734,6340,5836,12171,365,304,668,5917,5591,11503,352,365,722,6637,6257,12894,379,363,748,6180,5885,12061,346,364,713,6908,6610,13518,377,357,731,6540,6442,12981,410,307,723,7329,7103,14433,283,285,566,6341,6405,12742,397,297,695,7017,6989,14002,174,187,358,5158,5461,10623,289,245,535,5616,5894,11513,161,187,348,5601,6138,11735,272,270,540,6034,6590,12626,184,198,386,6151,6698,12842,299,297,600,6635,7190,13827,152,165,310,6422,7020,13439,312,300,617,6879,7489,14366,162,170,331,6873,7458,14335,363,302,662,7399,7931,15334,115,126,240,6462,6956,13411,291,292,586,6867,7372,14237,91,86,181,6081,6373,12455,298,294,590,6473,6753,13224,46,44,87,4580,4838,9418,257,244,504,4883,5133,10012,85,93,174,11692,15253,26940,902,1372,2273,12681,16708,29395,2899,2890,5788,89618,95668,185286,5177,5308,10482,97699,103858,201557,432,435,870,6218,5892,12113,298,291,590,6948,6617,13569,405,374,780,6008,5497,11505,283,255
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,7,0,0,0,8,3,7,0,0,0,6,3,12,0,0,0,9,3,11,0,0,0,16,4,18,0,0,0,16,4,21,0,0,0,10,3,12,0,0,0,15,3,13,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,11,3,12,0,0,0,11,3,10,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,4,0,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,10,81,4,0,4,78,10,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,3,3,19,19,42,0,0,3,21,24,48,0,0,0,21,17,37,0,0,0,19,14,39,3,0,5,10,6,19,0,0,0,12,10,26,4,3,7,28,29,54,3,0,3,30,27,65,3,4,3,49,36,87,3,3,5,54,41,94,5,0,5,37,44,88,3,3,5,45,49,94,5,0,10,45,35,88,6,3,11,59,47,103,3,0,3,37,26,60,3,0,5,41,32,71,0,0,3,24,15,47,0,0,0,26,23,45,0,0,3,27,23,56,4,0,7,31,25,59,3,0,3,26,26,51,3,3,5,32,27,57,0,3,3,22,29,54,0,0,0,25,32,61,0,0,0,21,25,46,3,0,3,22,25,44,0,0,0,28,33,63,3,3,5,36,32,69,26,23,51,395,365,767,37,23,63,460,413,872,7,0,5,21,17,32,0,0,0,22,21,40,3,0,4,9,15,28,0,3
5RWAU,2106,2069,4177,12703,12240,24942,1305,1291,2597,16116,15597,31711,2429,2309,4738,14104,13301,27400,1415,1364,2781,17942,16978,34922,2247,2084,4337,14263,13215,27479,1385,1265,2651,17901,16566,34465,1808,1763,3579,12215,11051,23263,1116,937,2053,15138,13752,28890,1458,1552,3015,9919,9483,19401,1120,836,1954,12492,11876,24371,1302,1387,2692,10789,10663,21453,1210,922,2126,13295,12975,26273,1269,1297,2569,12779,13101,25881,1361,1060,2424,15413,15464,30872,1191,1334,2520,14496,14514,29011,1489,1197,2679,17169,17042,34214,1050,1091,2141,15223,14684,29903,1516,1175,2688,17787,16947,34733,884,925,1809,15219,14554,29769,1481,1025,2504,17582,16501,34087,709,760,1469,13969,12972,26944,1325,909,2233,16002,14646,30647,484,525,1008,12959,11482,24440,1123,799,1920,14567,12805,27367,326,406,731,9592,8519,18118,831,626,1448,10750,9552,20304,608,807,1412,20895,21804,42693,1874,1828,3698,23370,24433,47802,17868,18322,36192,189127,181574,370698,18542,15227,33768,225528,215130,440658,2488,2413,4904,14771,13799,28566,1389,1320,2711,18648,17536,36183,2480,2547,5022,14255,13641,27895,1230,1217
5GPER,1360,1401,2765,43107,40967,84080,3192,2855,6049,47661,45227,92888,1468,1329,2795,45164,42929,88091,3213,2981,6197,49847,47238,97081,1431,1412,2839,49088,46532,95623,3389,3033,6420,53909,50971,104882,1337,1280,2615,51735,50026,101757,3546,2949,6493,56614,54249,110867,978,930,1912,51415,50027,101440,4455,3185,7634,56850,54137,110988,804,747,1552,44446,45211,89659,3794,2824,6617,49042,48782,97831,803,812,1619,47419,49833,97256,3488,2760,6247,51716,53404,105121,700,825,1524,51234,53744,104981,3717,2887,6601,55649,57454,113101,596,697,1291,51294,54582,105869,3525,2856,6384,55413,58138,113551,518,601,1117,50334,53730,104058,3420,2757,6182,54272,57085,111356,367,466,833,46380,49660,96043,3230,2527,5755,49972,52654,102624,262,324,592,44242,44816,89061,2821,2378,5195,47326,47520,94847,165,182,342,32858,32484,65341,2199,1847,4044,35217,34511,69730,206,289,497,77267,96374,173643,5865,7239,13102,83339,103903,187244,11001,11289,22293,685990,710905,1396900,49847,43066,92917,746839,765266,1512105,1689,1629,3316,54255,51170,105424,3141,2940,6083,59080,55739,114820,1605,1571,3183,50634,48027,98663,2779,2573
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,3,3,0,0,0,7,3,9,0,0,0,27,0,31,3,0,3,35,0,38,0,0,0,45,4,53,0,0,5,50,7,54,0,0,0,40,5,49,3,0,3,45,5,48,0,0,0,41,0,42,7,0,7,52,0,52,0,0,0,44,5,46,3,0,6,46,8,50,0,0,0,25,3,31,7,0,7,31,3,36,0,0,0,22,3,29,0,0,0,27,3,31,0,0,0,8,0,10,0,0,0,7,0,14,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,274,26,302,27,0,30,314,26,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,10,9,22,80,92,177,8,7,15,99,111,216,5,9,18,71,68,133,8,4,13,76,83,160,9,3,9,41,42,86,5,6,15,57,54,109,3,12,15,107,83,188,16,10,19,120,102,226,11,8,19,298,240,543,46,27,66,353,273,629,8,8,14,353,232,584,47,18,63,403,259,663,8,9,20,310,184,497,47,16,57,365,206,575,16,8,23,278,145,422,44,17,61,339,172,505,22,8,27,209,136,345,39,16,49,265,161,425,13,7,15,213,172,381,37,7,41,258,188,445,7,8,14,212,207,418,25,16,41,247,235,474,3,4,12,259,254,514,33,31,59,295,291,588,4,0,4,216,186,401,32,25,52,249,204,457,0,3,6,291,174,464,22,23,43,311,195,513,116,104,220,2930,2217,5149,394,218,611,3442,2541,5986,3,7,17,111,108,218,10,16,27,125,134,260,5,7,18,91,82,167,14,9
4RSAU,717,722,1445,9692,9329,19017,540,506,1045,10946,10561,21507,778,753,1529,10966,10528,21496,619,552,1169,12362,11832,24191,721,756,1481,11912,11386,23299,602,590,1188,13237,12730,25968,678,645,1325,10683,9188,19863,567,437,1001,11923,10265,22189,536,525,1060,8044,7269,15312,495,305,800,9076,8096,17168,406,464,863,7833,7781,15612,438,296,741,8675,8540,17214,458,481,944,8979,9330,18312,498,381,880,9935,10197,20133,415,456,874,11092,11222,22312,588,469,1063,12096,12146,24242,400,406,806,12107,11968,24079,640,462,1109,13151,12844,25991,324,319,643,12728,12318,25048,674,480,1153,13720,13115,26844,251,269,523,12032,11523,23556,634,448,1087,12915,12243,25159,179,199,378,11887,11475,23365,552,487,1036,12622,12165,24788,135,144,275,10006,9763,19774,526,493,1019,10664,10401,21064,209,296,503,25243,28594,53831,1791,2163,3950,27241,31049,58294,6196,6443,12636,163208,161670,324882,9171,8065,17237,178579,176179,354758,828,842,1672,10270,9588,19858,474,448,927,11576,10877,22448,860,816,1673,10404,9925,20333,517,449
4GADE,800,729,1530,31388,29674,61065,1683,1428,3112,33864,31832,65697,834,817,1651,32949,31618,64567,1646,1497,3146,35433,33926,69356,841,816,1655,35474,33444,68913,1695,1568,3260,38004,35822,73830,735,758,1491,37432,36147,73577,1835,1496,3326,39992,38403,78398,547,590,1136,38864,38746,77617,2282,1605,3884,41687,40944,82630,409,456,871,33814,33540,67356,1816,1325,3138,36041,35326,71363,406,446,849,36020,36631,72656,1613,1383,2996,38045,38462,76505,388,466,851,38883,40204,79084,1852,1421,3277,41122,42090,83210,325,411,739,39603,41552,81157,1820,1453,3277,41756,43422,85178,268,352,622,39699,42016,81717,1833,1520,3352,41804,43894,85693,261,241,501,36280,39063,75345,1643,1363,3002,38181,40670,78855,143,164,309,34825,36893,71719,1552,1390,2938,36522,38445,74966,92,134,229,26278,27762,54038,1178,1210,2384,27547,29101,56651,160,241,397,70626,92834,163456,4350,6413,10764,75126,99491,174618,6202,6622,12827,532130,560136,1092266,26796,25069,51862,565131,591827,1156957,1004,903,1904,35033,33739,68774,1469,1417,2886,37499,36057,73556,933,855,1786,33764,31862,65633,1387,1315
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,4,3,8,50,51,101,10,12,14,68,63,127,3,0,3,36,24,57,0,3,3,35,28,63,0,0,0,37,39,70,3,3,5,38,42,79,5,3,9,75,78,151,5,5,11,81,88,168,3,6,12,159,120,280,8,6,16,173,133,305,3,3,4,143,105,248,17,3,16,158,112,270,7,7,15,131,89,219,16,6,22,156,102,253,5,4,15,122,61,186,7,6,16,140,77,212,7,3,12,132,64,198,18,0,22,151,70,227,3,0,3,65,49,122,11,8,16,78,56,141,3,3,4,99,76,168,17,13,25,116,85,204,0,0,0,73,81,152,10,5,14,86,87,167,3,0,3,88,80,170,13,6,16,105,82,183,0,0,4,104,86,193,13,13,24,119,95,216,49,42,88,1316,998,2313,133,85,217,1494,1125,2618,4,5,12,57,59,120,6,3,6,68,64,132,0,0,4,50,51,101,0,4
3RQLD,6053,6116,12169,58058,54650,112706,4275,3958,8234,68389,64722,133109,6313,6042,12353,62470,59311,121778,4523,4190,8715,73304,69539,142846,6277,5869,12142,66848,63159,130000,4657,4228,8881,77779,73245,151022,5006,4699,9708,61362,58442,119804,4406,3567,7976,70777,66714,137487,3578,3738,7313,55093,54607,109701,5282,3757,9042,63947,62102,126056,3054,3266,6320,51747,53336,105083,4705,3375,8080,59508,59972,119482,3110,3433,6542,58715,61889,120606,4587,3556,8144,66414,68874,135289,2934,3394,6330,63050,67059,130113,4714,3787,8503,70701,74243,144937,2592,2932,5527,65665,70589,136258,4946,3894,8843,73211,77415,150622,2166,2341,4510,67117,69842,136963,5116,3737,8855,74406,75915,150320,1720,1856,3577,61811,63204,125016,4590,3432,8020,68123,68485,136608,1271,1456,2726,61437,60178,121607,4261,3247,7512,66971,64877,131841,835,981,1815,50396,48685,99082,3455,2785,6238,54684,52453,107134,1283,1748,3028,118250,130923,249178,9522,10629,20153,129050,143308,272360,46200,47864,94058,902015,915875,1817889,69049,58131,127180,1017264,1021871,2039128,7690,7249,14941,66705,63033,129737,4435,4112,8547,78825,74393,153224,7128,7027,14155,66171,62382,128560,4316,3912
3GBRI,2219,2019,4240,57868,54661,112534,3416,3272,6685,63506,59954,123454,2108,2135,4240,58271,55523,113791,3325,3293,6620,63704,60946,124649,2212,2151,4358,60840,58373,119210,3497,3155,6656,66550,63673,130224,1817,1810,3631,61828,60341,122167,3494,2981,6474,67138,65133,132271,1442,1410,2851,64250,65702,129952,4845,3893,8740,70537,71005,141542,1114,1180,2300,58527,60144,118676,4073,3208,7274,63721,64536,128250,1140,1227,2370,62674,66560,129227,3652,3097,6754,67468,70882,138350,1071,1196,2267,63982,68593,132580,3471,2971,6442,68529,72761,141292,906,988,1888,62457,66184,128641,3502,2957,6458,66866,70125,136991,675,808,1485,59614,63796,123415,3176,2686,5862,63465,67295,130760,514,689,1205,55142,57647,112788,3020,2543,5567,58676,60876,119558,413,454,873,52602,53721,106324,2862,2420,5283,55876,56601,112481,236,299,530,39660,39401,79060,2143,1858,4007,42041,41560,83595,317,470,786,86557,108240,194799,5817,7680,13493,92691,116389,209081,16191,16822,33018,844274,878890,1723164,50304,46014,96323,910766,941733,1852501,2756,2623,5384,67991,64170,132166,3383,3243,6625,74139,70035,144169,2617,2414,5027,64098,60547,124645,3089,2948
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,4,0,3,0,0,0,10,5,10,0,0,0,11,5,12,3,0,3,6,0,10,0,0,0,11,0,6,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,4,0,10,0,0,0,9,0,12,0,0,0,9,0,9,0,0,0,10,0,10,0,0,0,5,3,8,0,0,0,11,3,7,0,0,0,8,0,8,0,0,0,9,0,9,0,0,0,11,3,9,0,0,0,14,3,14,0,0,0,3,0,5,0,0,0,6,0,9,0,0,0,4,0,4,3,0,3,4,0,4,8,0,10,68,14,82,6,0,6,83,11,99,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,3,8,0,3
39499,29,23,57,207,186,396,33,23,55,273,233,510,16,21,41,168,156,329,32,23,52,218,203,417,18,10,30,125,112,231,19,9,31,166,127,295,27,26,44,195,239,434,30,23,53,253,283,535,37,26,61,616,483,1098,99,43,140,750,548,1295,29,15,44,548,456,1003,96,60,154,677,525,1206,23,19,40,504,344,849,80,36,117,604,398,1008,29,13,45,466,278,737,76,40,113,574,331,902,29,14,41,423,250,675,64,24,96,520,284,803,15,14,23,414,303,719,82,36,114,511,349,855,15,11,25,460,452,906,85,46,132,552,505,1061,12,7,22,632,630,1261,69,48,118,714,690,1405,5,8,14,503,477,974,46,31,82,562,512,1072,11,3,9,799,490,1288,96,44,145,904,536,1443,296,204,495,6057,4852,10905,918,487,1404,7268,5542,12806,26,35,62,215,179,392,19,21,40,260,231,494,12,24,37,143,131,274,14,16
2RVIC,975,980,1957,36560,35087,71651,1622,1703,3324,39155,37772,76930,1025,1064,2092,41701,39243,80940,1910,1861,3775,44637,42161,86801,1069,1046,2110,45843,43384,89226,2045,1965,4013,48958,46390,95352,810,843,1655,43746,41197,84948,1758,1629,3385,46309,43675,89982,606,632,1237,32994,31951,64944,1598,1210,2813,35196,33801,68994,444,480,926,29178,30266,59443,1248,1023,2272,30873,31772,62641,425,510,936,33862,36142,70007,1418,1210,2629,35710,37855,73566,420,528,940,38594,41755,80347,1561,1340,2909,40574,43621,84193,405,476,881,42030,45140,87167,1753,1508,3260,44187,47126,91315,362,387,747,44199,46348,90551,1890,1493,3380,46453,48229,94678,293,317,609,42715,43578,86298,1813,1511,3321,44822,45405,90223,240,264,505,41272,41383,82652,1849,1576,3431,43365,43223,86589,155,185,338,33022,33202,66220,1500,1422,2925,34681,34803,69480,291,362,658,87981,106574,194554,5548,7460,13010,93817,114403,208216,7513,8065,15582,593696,615246,1208946,27527,26915,54435,628734,650228,1278965,1380,1296,2672,40449,37984,78436,1776,1772,3552,43611,41048,84656,1217,1198,2417,39886,38065,77954,1804,1748
2GMEL,793,826,1617,109486,103929,213413,7034,6588,13621,117314,111335,228652,832,874,1706,109379,103609,212985,6753,6377,13125,116971,110852,227818,856,769,1627,112602,106923,219524,6642,6299,12947,120102,113991,234095,750,770,1520,117027,112749,229775,7281,6220,13497,125058,119736,244793,642,591,1231,124625,124883,249505,10204,7891,18091,135470,133364,268828,532,556,1081,119839,122511,242352,9486,7373,16857,129855,130436,260290,509,551,1063,127387,135437,262823,8470,7322,15798,136367,143315,279678,541,543,1082,132021,142029,274046,8089,7021,15110,140646,149596,290240,445,455,897,126306,133647,259949,7458,6231,13693,134206,140335,274544,352,377,730,120652,127164,247811,6940,5971,12907,127939,133511,261448,324,299,624,107131,113036,220167,6218,5503,11713,113675,118829,232503,215,228,444,98168,104205,202372,5783,5368,11149,104164,109803,213967,144,146,287,76187,78227,154419,4751,4431,9180,81079,82805,163885,229,326,550,190411,241995,432412,14553,18746,33298,205192,261066,466258,7167,7307,14471,1671215,1750341,3421559,109658,101330,210983,1788040,1858982,3647019,991,1002,1987,125590,119268,244852,6681,6102,12789,133263,126368,259633,960,890,1848,117284,111447,228730,5952,5398
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,5,0,5,0,0,0,6,0,6,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,8,0,6,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,6,0,0,0,41,4,42,3,0,4,49,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,7,5,13,165,145,311,20,17,36,193,157,353,0,0,6,87,93,184,13,10,20,104,100,206,3,4,4,82,83,159,5,11,12,92,93,178,7,7,9,180,169,354,17,19,40,206,194,402,12,3,13,418,390,800,38,35,68,465,422,882,8,3,7,441,365,810,41,36,78,489,400,894,6,0,7,431,277,710,54,29,87,492,306,800,4,0,3,334,206,538,39,20,60,378,222,604,7,0,12,257,137,391,24,14,41,290,150,445,3,4,9,197,128,320,23,15,40,222,147,369,3,0,3,159,107,260,15,10,23,170,118,289,0,0,3,142,145,289,18,11,28,161,155,323,0,0,0,111,100,209,14,10,24,126,108,231,3,0,3,186,180,364,23,38,57,209,222,425,62,31,90,3189,2506,5700,342,258,599,3598,2798,6394,13,16,25,201,183,386,20,16,35,232,220,448,3,5,13,111,116,228,14,9
1RNSW,6145,5888,12033,66856,63119,129976,3606,3559,7168,76609,72570,149173,6398,6107,12508,74421,70559,144975,4026,3956,7985,84847,80616,165462,6524,6201,12728,80337,76924,157267,4246,4053,8304,91108,87188,178297,5237,4940,10172,76757,72696,149454,3929,3394,7317,85913,81029,166947,3707,3463,7166,61040,58859,119898,3506,2590,6090,68249,64905,133151,2709,2775,5481,53781,54910,108692,2791,2185,4973,59280,59866,119151,2736,3111,5852,62302,66235,128538,3013,2542,5555,68056,71893,139945,2751,3289,6044,69170,74391,143557,3241,2897,6139,75162,80580,155743,2567,3020,5588,76837,81316,158151,3755,3173,6923,83159,87501,170663,2268,2548,4823,82024,85238,167264,4035,3298,7335,88326,91092,179416,1872,1994,3863,77651,78580,156231,3675,2927,6606,83201,83504,166704,1428,1476,2901,76103,75535,151638,3655,2959,6612,81180,79965,161148,1013,1037,2058,63333,63847,127181,2967,2796,5764,67313,67686,135001,1473,1865,3342,169838,202702,372536,10030,13056,23082,181343,217626,398969,46824,47719,94547,1090449,1124905,2215359,56475,53385,109860,1193752,1226014,2419769,7568,7446,15012,70384,66735,137119,3595,3556,7151,81546,77732,159284,7222,6962,14184,71064,67178,138242,3620,3520
1GSYD,2712,2424,5136,127099,119477,246580,9877,9223,19101,139686,131130,270816,2688,2479,5174,124993,118353,243343,9059,8577,17635,136748,129407,266147,2794,2721,5510,126607,119513,246123,8703,7728,16430,138107,129952,268067,2507,2180,4684,128031,123187,251220,8810,7624,16430,139346,132990,272336,1789,1874,3659,134255,135465,269724,13256,10920,24179,149293,148259,297556,1360,1569,2929,134951,140086,275034,14128,11670,25800,150433,153332,303769,1379,1655,3031,145156,153637,298796,12917,11069,23990,159451,166355,325813,1390,1599,2993,142655,151479,294133,11241,9622,20861,155286,162706,317988,1159,1441,2595,142587,147317,289902,10462,8729,19192,154207,157482,311694,1039,1177,2221,134556,140861,275413,9607,7926,17538,145208,149963,295173,843,907,1750,119070,125400,244471,8134,7311,15444,128049,133621,261670,633,772,1402,110987,113231,224221,7780,6661,14434,119399,120659,240057,434,449,883,85001,84761,169766,6149,5323,11474,91587,90540,182126,667,883,1546,204298,262176,466476,16951,20997,37954,221917,284059,505979,21390,22131,43519,1860261,1934942,3795208,147075,133391,280469,2028727,2090459,4119190,3235,3070,6307,141853,134750,276606,8396,7597,15988,153486,145416,298898,3269,2893,6165,131080,123587,254665,7265,6621
