GCCSA_CODE_2016,C11_F_65_69_Tot_LF,C11_F_65_69_Notin_LF,C11_F_65_69_LF_NS,C11_F_65_69_Tot,C11_F_70_74_Em_FT,C11_F_70_74_Em_PT,C11_F_70_74_Em_AFW,C11_F_70_74_Em_Hrs_NS,C11_F_70_74_Em_Tot,C11_F_70_74_Unem_Look_FT,C11_F_70_74_Unem_Look_PT,C11_F_70_74_Unem_Tot,C11_F_70_74_Tot_LF,C11_F_70_74_Notin_LF,C11_F_70_74_LF_NS,C11_F_70_74_Tot,C11_F_75ov_Em_FT,C11_F_75ov_Em_PT,C11_F_75ov_Emp_A_fr_wo,C11_F_75ov_Em_Hou_wor_ns,C11_F_75over_Em_Tot,C11_F_75ov_Unem_Lo_ft_wor,C11_F_75ov_Unem_Lo_pt_wor,C11_F_75over_Unem_Tot,C11_F_75ov_Tot_LF,C11_F_75over_N_lab_forc,C11_F_75ov_LF_NS,C11_F_75andOver_Tot,C11_F_Tot_Em_FT,C11_F_Tot_Em_PT,C11_F_Tot_Em_AFW,C11_F_Tot_Em_Hrs_NS,C11_F_Tot_Em_Tot,C11_F_Tot_Unem_Look_FT,C11_F_Tot_Unem_Look_PT,C11_F_Tot_Unem_Tot,C11_F_T_T_labo_for,C11_F_Tot_Notin_LF,C11_F_Tot_LF_NS,C11_F_T_T,C16_F_15_19_Em_FT,C16_F_15_19_Em_PT,C16_F_15_19_Em_AFW,C16_F_15_19_Em_Hrs_NS,C16_F_15_19_Em_Tot,C16_F_15_19_Unem_Look_FT,C16_F_15_19_Unem_Look_PT,C16_F_15_19_Unem_Tot,C16_F_15_19_Tot_LF,C16_F_15_19_Notin_LF,C16_F_15_19_LF_NS,C16_F_15_19_Tot,C16_F_20_24_Em_FT,C16_F_20_24_Em_PT,C16_F_20_24_Em_AFW,C16_F_20_24_Em_Hrs_NS,C16_F_20_24_Em_Tot,C16_F_20_24_Unem_Look_FT,C16_F_20_24_Unem_Look_PT,C16_F_20_24_Unem_Tot,C16_F_20_24_Tot_LF,C16_F_20_24_Notin_LF,C16_F_20_24_LF_NS,C16_F_20_24_Tot,C16_F_25_29_Em_FT,C16_F_25_29_Em_PT,C16_F_25_29_Em_AFW,C16_F_25_29_Em_Hrs_NS,C16_F_25_29_Em_Tot,C16_F_25_29_Unem_Look_FT,C16_F_25_29_Unem_Look_PT,C16_F_25_29_Unem_Tot,C16_F_25_29_Tot_LF,C16_F_25_29_Notin_LF,C16_F_25_29_LF_NS,C16_F_25_29_Tot,C16_F_30_34_Em_FT,C16_F_30_34_Em_PT,C16_F_30_34_Em_AFW,C16_F_30_34_Em_Hrs_NS,C16_F_30_34_Em_Tot,C16_F_30_34_Unem_Look_FT,C16_F_30_34_Unem_Look_PT,C16_F_30_34_Unem_Tot,C16_F_30_34_Tot_LF,C16_F_30_34_Notin_LF,C16_F_30_34_LF_NS,C16_F_30_34_Tot,C16_F_35_39_Em_FT,C16_F_35_39_Em_PT,C16_F_35_39_Em_AFW,C16_F_35_39_Em_Hrs_NS,C16_F_35_39_Em_Tot,C16_F_35_39_Unem_Look_FT,C16_F_35_39_Unem_Look_PT,C16_F_35_39_Unem_Tot,C16_F_35_39_Tot_LF,C16_F_35_39_Notin_LF,C16_F_35_39_LF_NS,C16_F_35_39_Tot,C16_F_40_44_Em_FT,C16_F_40_44_Em_PT,C16_F_40_44_Em_AFW,C16_F_40_44_Em_Hrs_NS,C16_F_40_44_Em_Tot,C16_F_40_44_Unem_Look_FT,C16_F_40_44_Unem_Look_PT,C16_F_40_44_Unem_Tot,C16_F_40_44_Tot_LF,C16_F_40_44_Notin_LF,C16_F_40_44_LF_NS,C16_F_40_44_Tot,C16_F_45_49_Em_FT,C16_F_45_49_Em_PT,C16_F_45_49_Em_AFW,C16_F_45_49_Em_Hrs_NS,C16_F_45_49_Em_Tot,C16_F_45_49_Unem_Look_FT,C16_F_45_49_Unem_Look_PT,C16_F_45_49_Unem_Tot,C16_F_45_49_Tot_LF,C16_F_45_49_Notin_LF,C16_F_45_49_LF_NS,C16_F_45_49_Tot,C16_F_50_54_Em_FT,C16_F_50_54_Em_PT,C16_F_50_54_Em_AFW,C16_F_50_54_Em_Hrs_NS,C16_F_50_54_Em_Tot,C16_F_50_54_Unem_Look_FT,C16_F_50_54_Unem_Look_PT,C16_F_50_54_Unem_Tot,C16_F_50_54_Tot_LF,C16_F_50_54_Notin_LF,C16_F_50_54_LF_NS,C16_F_50_54_Tot,C16_F_55_59_Em_FT,C16_F_55_59_Em_PT,C16_F_55_59_Em_AFW,C16_F_55_59_Em_Hrs_NS,C16_F_55_59_Em_Tot,C16_F_55_59_Unem_Look_FT,C16_F_55_59_Unem_Look_PT,C16_F_55_59_Unem_Tot,C16_F_55_59_Tot_LF,C16_F_55_59_Notin_LF,C16_F_55_59_LF_NS,C16_F_55_59_Tot,C16_F_60_64_Em_FT,C16_F_60_64_Em_PT,C16_F_60_64_Em_AFW,C16_F_60_64_Em_Hrs_NS,C16_F_60_64_Em_Tot,C16_F_60_64_Unem_Look_FT,C16_F_60_64_Unem_Look_PT,C16_F_60_64_Unem_Tot,C16_F_60_64_Tot_LF,C16_F_60_64_Notin_LF,C16_F_60_64_LF_NS,C16_F_60_64_Tot,C16_F_65_69_Em_FT,C16_F_65_69_Em_PT,C16_F_65_69_Em_AFW,C16_F_65_69_Em_Hrs_NS,C16_F_65_69_Em_Tot,C16_F_65_69_Unem_Look_FT,C16_F_65_69_Unem_Look_PT,C16_F_65_69_Unem_Tot,C16_F_65_69_Tot_LF,C16_F_65_69_Notin_LF,C16_F_65_69_LF_NS,C16_F_65_69_Tot,C16_F_70_74_Em_FT,C16_F_70_74_Em_PT,C16_F_70_74_Em_AFW,C16_F_70_74_Em_Hrs_NS,C16_F_70_74_Em_Tot,C16_F_70_74_Unem_Look_FT,C16_F_70_74_Unem_Look_PT,C16_F_70_74_Unem_Tot,C16_F_70_74_Tot_LF,C16_F_70_74_Notin_LF,C16_F_70_74_LF_NS,C16_F_70_74_Tot,C16_F_75ov_Em_FT,C16_F_75ov_Em_PT,C16_F_75ov_Emp_Aw_fr_w,C16_F_75ov_Emp_Hou_w_ns,C16_F_75over_Em_Tot,C16_F_75ov_Unem_Lo_ft_wor,C16_F_75ov_Unem_Lo_pt_wor,C16_F_75ov_Unemp_Tot,C16_F_75ov_Tot_lab_for,C16_F_75ov_N_lab_forc,C16_F_75ov_LF_NS,C16_F_75ov_yr_Tot,C16_F_Tot_Em_FT,C16_F_Tot_Em_PT,C16_F_Tot_Em_AFW,C16_F_Tot_Em_Hrs_NS
6RTAS,1077,6253,390,7725,70,221,21,9,323,0,3,3,321,5233,363,5922,26,68,11,21,128,0,4,7,133,10416,1207,11754,23138,29156,3154,961,56409,1922,1887,3806,60215,51804,4995,117014,506,2796,148,109,3562,236,490,722,4281,3674,441,8395,1982,2427,201,94,4704,324,250,575,5280,1849,455,7579,2186,2027,316,66,4595,172,184,357,4955,1953,457,7362,1861,2606,399,57,4922,143,178,316,5240,2032,455,7725,1822,2970,270,70,5134,151,148,302,5439,1954,462,7851,2512,3387,217,89,6202,191,184,378,6574,1836,499,8914,3269,3575,267,125,7232,219,176,389,7624,2041,550,10212,3280,3423,308,96,7108,226,165,386,7490,2428,636,10558,2763,3352,401,98,6617,153,135,291,6902,3589,706,11196,1454,2360,278,69,4167,92,138,227,4394,5348,725,10475,437,992,118,49,1591,9,16,30,1624,7752,769,10145,111,329,30,38,503,0,3,3,512,6378,626,7517,54,158,16,42,267,3,3,9,276,11594,1398,13271,22242,30410,2974,987
6GHOB,758,3987,230,4964,36,160,17,13,224,0,0,0,225,3564,245,4034,15,63,16,4,98,0,0,0,98,8159,872,9125,21094,23335,2546,712,47679,1174,1290,2464,50145,35526,3809,89482,279,2365,131,71,2847,121,479,601,3443,2919,320,6684,1763,2424,208,62,4455,205,261,463,4916,1669,372,6952,2570,1922,307,69,4874,183,181,363,5241,1605,371,7212,2252,2370,458,64,5143,123,138,262,5403,1559,366,7327,1987,2657,303,49,4985,101,136,230,5220,1380,326,6924,2539,2858,206,51,5658,97,116,212,5871,1255,355,7482,2818,2675,170,56,5719,101,96,199,5917,1358,343,7623,2914,2476,224,66,5676,91,92,184,5865,1445,385,7689,2443,2430,231,59,5165,66,111,179,5341,2300,440,8083,1204,1777,183,35,3195,41,85,121,3313,3577,386,7280,297,772,66,21,1156,4,27,29,1181,5033,382,6594,63,259,18,9,353,0,0,3,356,4288,365,5006,19,113,9,19,162,0,4,6,170,8941,957,10068,21149,25089,2518,623
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,15,3,0,3,21,10,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
69499,0,21,0,24,0,0,0,0,0,0,0,0,0,13,4,15,0,0,0,0,0,0,0,0,0,12,3,14,58,38,9,4,114,28,14,44,163,221,35,409,0,4,0,0,9,4,0,5,11,19,3,33,3,3,0,0,3,3,3,4,15,12,7,29,12,6,0,0,21,3,4,3,21,11,4,38,6,0,4,0,6,3,3,5,11,9,3,29,6,7,0,0,15,3,0,3,16,12,0,30,3,5,0,0,10,4,0,4,10,10,0,24,7,3,0,0,11,0,3,3,8,12,9,29,6,4,0,0,13,0,0,3,14,12,6,36,3,3,0,0,5,0,0,3,10,18,3,25,0,3,0,0,3,0,3,3,4,16,3,30,0,0,0,0,0,0,0,0,0,25,6,31,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,5,0,8,48,44,5,0
5RWAU,1980,6765,517,9261,182,430,67,32,723,3,6,9,731,5846,469,7045,95,202,34,40,372,0,3,3,378,11092,1434,12911,49005,44595,5892,2034,101533,2664,2313,4974,106507,67590,13158,187255,1308,4290,198,172,5965,371,579,949,6914,6065,1106,14085,4367,2772,322,179,7637,515,269,786,8429,2814,1197,12444,5654,3227,647,169,9698,394,322,722,10413,4115,1650,16181,4882,4945,849,167,10840,352,406,753,11595,4761,1658,18012,4494,5471,553,173,10691,349,335,684,11374,3889,1437,16706,5523,5937,382,187,12022,411,339,747,12773,3171,1430,17375,6388,5756,457,219,12814,390,270,655,13472,3050,1560,18083,6255,5145,573,212,12195,378,229,612,12800,3444,1544,17783,5227,4884,664,188,10960,276,250,530,11490,4478,1528,17496,2904,3713,473,116,7207,141,189,338,7546,6447,1334,15326,920,1713,230,61,2929,10,43,57,2986,8844,1211,13039,295,697,81,50,1120,7,13,20,1140,7199,890,9230,141,331,46,70,588,4,6,12,598,13117,2175,15889,48364,48876,5468,1968
5GPER,6658,24984,1685,33336,306,1222,101,55,1689,11,15,22,1715,23420,1714,26846,105,440,74,72,697,5,24,24,722,50336,6700,57757,189641,178861,19550,6567,394616,9134,11395,20536,415150,256092,37613,708859,2729,20422,772,550,24475,1413,4957,6363,30841,25354,2541,58729,18963,22206,1362,902,43430,2447,2795,5242,48672,12437,3973,65083,31791,16548,2456,818,51623,2313,2015,4328,55949,14381,5117,75449,26467,20278,3686,702,51124,1990,2010,4003,55129,18068,4843,78040,20024,22072,2361,563,45009,1703,1985,3691,48703,16468,3697,68877,21786,23466,1388,608,47250,1732,1927,3661,50910,13751,3593,68258,24768,22431,1296,631,49119,1779,1473,3254,52374,11922,3417,67715,23362,19483,1430,541,44814,1492,1160,2654,47470,12194,3252,62922,18207,17107,1481,441,37235,1041,988,2026,39261,15641,3159,58065,10029,13165,1187,292,24667,580,719,1297,25971,22920,2873,51757,2979,6329,576,160,10036,62,184,245,10288,32598,2761,45643,531,2044,173,81,2830,21,63,82,2910,27450,2381,32742,199,801,69,104,1176,26,27,52,1228,57188,8451,66875,201826,206352,18226,6392
59799,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,18,0,0,0,21,0,0,0,21,5,5,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,4,0,0,0,4,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,4,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0
59499,12,145,15,166,0,0,0,0,0,0,0,0,0,52,5,59,0,0,0,0,0,0,0,0,0,25,10,37,569,300,85,21,973,129,49,179,1154,1174,385,2711,6,10,0,3,18,4,4,11,27,21,16,65,68,25,3,4,101,19,4,19,118,63,62,242,82,40,12,3,132,21,12,24,161,70,75,309,55,25,9,0,84,12,3,15,99,56,71,230,28,16,6,3,51,9,0,13,64,45,48,155,27,5,5,0,45,8,3,9,53,45,47,147,19,19,0,3,42,8,0,7,52,34,49,137,24,17,3,0,48,14,3,13,67,76,49,185,38,22,9,0,64,8,5,11,81,93,44,216,23,18,8,0,43,4,6,11,57,133,28,218,3,5,0,0,7,0,0,0,7,141,31,176,0,4,0,0,4,0,0,0,4,61,18,83,0,0,0,0,0,0,0,0,0,42,8,52,364,206,56,15
4RSAU,1818,8137,459,10414,171,387,76,32,670,3,8,10,674,6979,467,8126,84,178,37,43,347,4,9,10,351,14817,1763,16940,30242,38056,4024,1381,73702,2147,1883,4029,77732,64115,6887,148734,564,3482,166,126,4342,241,488,730,5068,4583,545,10195,2440,2727,276,117,5561,405,235,633,6195,1846,588,8629,2929,2505,456,101,6001,255,203,454,6452,2384,580,9415,2301,3510,525,114,6448,194,212,402,6848,2526,594,9978,2355,3754,315,87,6509,231,196,423,6930,2283,551,9763,3371,4221,276,114,7986,247,207,448,8435,2055,614,11099,4123,4621,274,113,9136,258,187,445,9580,2316,749,12640,4218,4552,355,137,9261,255,181,438,9696,2773,827,13304,3623,4543,441,124,8731,189,178,368,9093,4031,924,14052,2178,3270,383,103,5938,114,123,241,6178,6453,851,13492,755,1486,196,70,2501,9,29,37,2542,9829,880,13245,236,587,56,59,928,0,8,12,945,8645,791,10384,158,295,45,75,572,8,7,13,581,16447,2059,19091,29256,39557,3762,1331
4GADE,4492,22212,1177,27879,220,756,81,42,1098,8,12,19,1122,20176,1282,22582,73,322,62,84,544,4,10,13,552,49883,5441,55873,124646,131040,13914,4456,274056,7256,8696,15953,290012,208139,21358,519510,1205,13559,533,334,15630,766,3370,4135,19767,17694,1433,38894,10024,16030,992,517,27570,1604,2040,3645,31210,10892,1930,44039,17121,10881,1708,495,30210,1402,1151,2552,32761,9451,2105,44324,14853,13401,2769,412,31439,1102,937,2038,33479,10362,2074,45916,12232,14642,1702,335,28910,1019,1048,2065,30979,9124,1749,41853,13875,15579,919,349,30729,885,886,1769,32498,8263,1662,42425,16310,15496,836,375,33017,950,859,1806,34827,8079,1790,44698,16100,14126,1008,328,31566,787,694,1477,33049,9092,1802,43942,13300,12854,1117,263,27532,590,578,1163,28704,12488,1908,43097,7427,9424,860,212,17924,298,444,744,18668,18546,1734,38948,2090,4397,410,119,7013,27,84,103,7118,27387,1815,36325,413,1418,119,68,2015,7,26,36,2051,23805,1624,27481,151,526,56,119,850,11,24,33,888,53804,5149,59842,125112,142343,13030,3930
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,46,8,56,0,0,0,0,0,0,0,0,0,28,3,31,0,0,0,0,0,0,0,0,0,65,17,85,163,127,24,6,317,64,33,90,413,595,128,1142,3,3,0,0,9,5,15,15,25,33,10,80,14,15,3,0,36,11,8,18,53,32,19,99,36,14,8,0,58,8,4,12,64,31,21,118,13,12,0,0,27,6,3,9,37,38,17,93,9,12,0,0,19,9,5,12,31,30,20,80,8,11,3,0,15,3,6,4,21,21,21,61,12,14,0,0,28,4,0,9,32,28,37,96,11,14,3,0,28,9,0,5,34,48,11,91,14,7,0,0,25,4,3,6,34,38,14,81,8,8,0,0,15,7,0,7,23,49,16,82,0,3,4,0,3,0,0,0,3,60,6,68,0,0,0,0,0,0,0,0,0,21,5,27,0,0,0,0,0,0,0,0,0,26,7,31,131,107,21,3
3RQLD,8934,40724,3021,52682,797,1611,163,148,2721,21,40,54,2774,33995,2956,39724,373,668,126,187,1363,10,20,29,1391,65264,10229,76882,230190,216896,21694,9511,478291,16367,15614,31988,510277,343515,54689,908486,5364,26967,1126,921,34380,2378,4907,7283,41659,26555,4607,72830,22804,20583,1581,916,45886,3077,2447,5518,51402,14595,5794,71787,27764,17870,2899,828,49366,2232,1788,4025,53384,16119,5997,75497,24113,22399,3621,767,50897,1906,1893,3801,54696,17844,5614,78159,23121,24707,2190,729,50744,1762,1803,3559,54308,16047,5120,75472,28883,27233,1538,958,58607,2027,1830,3850,62459,14979,5480,82915,32388,26170,1529,874,60962,2129,1610,3733,64698,14782,5815,85294,30706,24489,1913,781,57881,2097,1370,3463,61350,16918,5838,84100,24735,21961,1923,701,49323,1619,1313,2930,52249,23758,5756,81760,13576,15918,1559,533,31585,916,1072,1988,33568,34622,5350,73541,4473,7589,663,313,13042,84,231,315,13359,50022,5279,68658,1268,2782,233,203,4493,21,89,111,4603,43442,4423,52467,583,1170,132,302,2180,23,31,52,2238,78347,11775,92359,239777,239832,20912,8817
3GBRI,7115,30595,1842,39556,375,1158,109,78,1725,6,22,29,1754,25703,1777,29232,134,464,65,111,777,10,19,28,805,55618,7448,63867,246358,201198,22342,8121,478029,14542,15152,29692,507716,297533,39607,844853,3932,26527,972,766,32200,2040,6136,8172,40371,28470,3213,72056,24780,27335,1688,1008,54809,3427,3548,6972,61788,18411,5011,85209,36434,19155,2867,973,59432,2715,2132,4852,64281,16736,5477,86492,33040,22085,4610,808,60537,2145,1846,3988,64528,18087,5066,87680,28442,23869,2983,712,56008,1671,1731,3407,59409,16571,4062,80046,31807,25299,1565,776,59441,1846,1702,3550,62993,14987,4042,82021,33233,23457,1398,740,58830,1801,1380,3175,62007,13913,3936,79858,30065,19836,1557,659,52116,1494,1118,2609,54724,14740,3738,73211,22786,17182,1652,489,42108,1145,901,2048,44157,19498,3448,67104,12064,12387,1200,340,25993,628,717,1341,27333,28322,3287,58942,3470,6037,523,187,10211,57,173,225,10435,39719,3158,53313,696,1997,136,110,2931,17,57,75,3003,33196,2552,38754,214,704,59,151,1128,30,18,48,1175,62262,8886,72325,260960,225863,21219,7720
39799,3,8,5,13,0,0,0,0,0,0,0,0,0,17,3,19,0,0,0,0,0,0,0,0,0,23,8,28,35,28,10,3,82,3,0,3,87,66,30,187,0,0,0,0,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,3,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,0,4,0,0,0,7,4,3,14,0,0,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,5,4,12,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,9,0,14,11,11,12,0
39499,28,331,24,389,0,3,0,0,3,0,0,0,3,143,16,166,0,0,0,0,0,0,0,0,0,100,20,118,714,526,121,33,1391,281,122,397,1787,2548,538,4879,13,30,4,8,50,22,17,42,89,81,29,203,133,107,6,4,252,41,14,53,305,148,118,576,165,103,14,13,300,44,16,57,355,142,137,627,75,62,7,4,146,27,4,34,184,113,74,374,27,32,9,10,73,21,8,30,104,94,59,261,27,36,6,3,75,23,3,26,96,94,67,256,52,29,3,7,94,25,6,33,123,110,67,298,44,49,15,0,109,23,8,31,134,175,75,393,60,51,17,3,133,25,11,35,173,323,101,592,35,40,9,8,83,20,11,28,110,434,88,639,4,14,0,0,19,3,7,5,23,443,69,539,3,0,0,0,4,0,0,0,5,222,31,254,0,0,0,0,0,0,0,0,0,127,38,172,640,552,91,56
2RVIC,5936,27671,1836,35445,503,1189,147,137,1979,9,16,28,2002,24591,1845,28439,322,591,132,179,1222,7,7,14,1241,55414,7137,63788,115894,144084,15172,5553,280701,6993,8090,15082,295784,236041,26638,558463,2110,15136,804,673,18727,856,2339,3194,21923,17678,2445,42043,10712,12878,1152,658,25392,1387,1274,2665,28055,7952,2604,38606,14210,10072,1766,423,26478,885,828,1718,28195,8567,2555,39310,10651,13290,2422,386,26746,703,796,1503,28246,10040,2580,40864,10126,15197,1545,397,27274,631,781,1411,28680,9178,2427,40290,13250,17281,1093,480,32106,807,891,1699,33803,8539,2734,45080,15950,17726,1102,489,35255,819,765,1584,36841,8588,3034,48463,16552,17303,1512,499,35861,776,666,1444,37310,10150,3234,50695,14048,16704,1725,520,32997,634,651,1287,34288,14429,3425,52136,7683,12545,1440,409,22070,395,604,999,23068,23450,3576,50095,2469,5595,720,234,9021,27,120,144,9168,34762,3638,47572,684,1880,218,177,2959,7,39,45,3000,29667,3161,35831,461,959,145,231,1794,26,25,49,1844,61133,9019,71992,118914,156564,15638,5562
2GMEL,13965,60967,4428,79365,697,2633,248,185,3764,16,46,60,3828,55736,4369,63926,294,1104,204,236,1843,27,42,69,1908,127368,16580,145854,443864,395019,41148,17344,897372,23819,29729,53552,950922,638742,84160,1673822,3247,40451,1555,1266,46521,1776,10740,12514,59037,67444,5793,132275,38878,55557,2909,2365,99704,5030,8442,13474,113178,42539,9289,165007,81388,38342,4930,2346,127007,5222,4206,9427,136436,35821,11692,183944,72428,43766,9250,1990,127430,4162,3553,7721,135151,40830,11132,187112,53850,48944,6461,1560,110814,3112,3430,6539,117354,37566,8645,163566,54376,53264,3154,1591,112383,3150,3707,6860,119247,33264,8019,160525,57896,51237,2550,1670,113348,2872,3122,5992,119342,31463,7830,158634,52256,42862,2623,1451,99193,2541,2351,4888,104078,31613,7206,142906,39838,37153,2776,1096,80863,1882,2028,3912,84776,40454,6890,132121,21104,26926,2270,750,51048,944,1400,2348,53397,55552,6229,115182,6358,13271,1066,420,21112,98,361,462,21573,75773,6261,103599,1379,4399,377,220,6373,30,115,146,6518,65753,5298,77568,514,1726,188,326,2755,37,80,117,2868,144478,16565,163908,483498,457903,40097,17045
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,8,76,4,93,0,0,0,0,0,0,0,0,0,41,6,51,0,0,0,0,0,0,0,0,0,56,16,75,534,421,51,34,1043,185,114,295,1336,1299,495,3136,8,20,0,3,25,3,15,20,52,90,38,178,58,72,6,11,142,22,29,55,191,157,102,453,110,66,10,7,192,36,15,49,238,123,89,450,70,28,7,4,113,21,11,29,144,111,90,345,37,21,6,3,65,15,7,17,81,93,80,253,35,18,3,0,58,10,16,24,86,79,68,229,18,24,5,0,52,3,9,8,61,67,47,170,30,19,3,4,53,11,0,16,69,61,44,177,11,29,9,0,53,7,3,8,58,85,37,188,5,16,3,0,27,9,7,10,38,92,35,169,3,7,3,0,16,0,0,0,12,104,21,141,0,0,0,0,0,0,0,0,0,48,9,62,0,0,0,0,0,0,0,0,0,64,17,74,384,326,50,35
1RNSW,10157,54290,3343,67784,947,2092,253,179,3476,8,28,36,3511,48226,3368,55109,550,1048,234,265,2093,9,25,37,2136,105490,12731,120354,222341,245708,25552,9587,503185,15046,16389,31437,534624,450958,50528,1036112,4841,26679,1476,1076,34072,2087,4565,6647,40723,32650,4319,77694,20646,22449,1897,1064,46056,2714,2613,5324,51379,16041,4681,72109,25917,18383,3117,777,48192,1860,1676,3536,51725,16235,4670,72628,21209,23644,4048,710,49613,1454,1617,3068,52679,17255,4587,74519,21037,26227,2501,745,50509,1484,1562,3045,53552,15730,4221,73506,27943,29034,1693,865,59529,1551,1576,3129,62657,15361,4878,82902,32088,28584,1706,888,63260,1646,1381,3025,66289,15792,5298,87382,31915,28365,2065,879,63233,1538,1317,2857,66094,19477,5719,91280,27336,27246,2597,821,58007,1184,1301,2491,60495,29300,6106,95897,14476,19598,1992,614,36685,697,1012,1706,38395,45212,6032,89638,4592,8945,914,377,14821,60,198,255,15078,63968,6267,85317,1364,3219,326,265,5174,17,66,85,5256,56802,5571,67630,801,1532,189,462,2991,30,39,66,3054,114125,17972,135145,234162,263912,24521,9542
1GSYD,16684,64131,4844,85659,1038,3135,302,180,4652,16,70,77,4728,58368,4585,67688,367,1413,213,261,2253,18,66,81,2334,137688,17340,157366,513275,384391,43045,18560,959273,27798,31488,59292,1018564,699168,102157,1819896,6367,40293,2015,1308,49981,1987,8709,10691,60679,73686,6024,140387,48013,51999,2949,2684,105648,4447,6702,11150,116794,41517,10139,168451,89613,36456,5129,2608,133809,4733,3883,8616,142427,37740,13137,193306,81277,42949,9362,2270,135858,3933,3593,7526,143380,43663,12349,199397,65534,47544,6436,1788,121294,3130,3570,6698,127999,40598,9919,178510,66428,50207,3091,1710,121442,2891,3613,6503,127941,36392,8727,173063,66577,45917,2264,1659,116412,2950,3113,6062,122473,34485,8188,165145,61446,40381,2561,1586,105968,2775,2638,5417,111379,35900,7765,155048,48230,35468,2643,1218,87568,2106,2343,4444,92009,45249,7430,144692,25763,26204,2138,841,54937,1145,1601,2750,57691,61368,6647,125704,8342,14013,1102,437,23890,123,368,487,24378,79552,6491,110423,1906,5237,385,231,7758,29,133,165,7919,69284,5437,82644,611,2127,180,303,3213,52,84,141,3353,151651,17611,172617,570101,438797,40250,18637
