GCCSA_CODE_2016,C06_C_Tot_0_14,C06_C_Tot_15_24,C06_C_Tot_25_34,C06_C_Tot_35_44,C06_C_Tot_45_54,C06_C_Tot_55_64,C06_C_Tot_65_74,C06_C_Tot_75_84,C06_C_Tot_85ov,C06_C_T_T,C06_Hinduism_0_14,C06_Hinduism_15_24,C06_Hinduism_25_34,C06_Hinduism_35_44,C06_Hinduism_45_54,C06_Hinduism_55_64,C06_Hinduism_65_74,C06_Hinduism_75_84,C06_Hinduism_85ov,C06_Hinduism_Tot,C06_Islam_0_14,C06_Islam_15_24,C06_Islam_25_34,C06_Islam_35_44,C06_Islam_45_54,C06_Islam_55_64,C06_Islam_65_74,C06_Islam_75_84,C06_Islam_85ov,C06_Islam_Tot,C06_Judaism_0_14,C06_Judaism_15_24,C06_Judaism_25_34,C06_Judaism_35_44,C06_Judaism_45_54,C06_Judaism_55_64,C06_Judaism_65_74,C06_Judaism_75_84,C06_Judaism_85ov,C06_Judaism_Tot,C06_OR_Au_Ab_Tr_R_0_14,C06_OR_Au_Ab_Tr_R_15_24,C06_OR_Au_Ab_Tr_R_25_34,C06_OR_Au_Ab_Tr_R_35_44,C06_OR_Au_Ab_Tr_R_45_54,C06_OR_Au_Ab_Tr_R_55_64,C06_OR_Au_Ab_Tr_R_65_74,C06_OR_Au_Ab_Tr_R_75_84,C06_OR_A_Ab_Tr_Re_85oe,C06_OR_Au_Ab_Tr_Re_Tot,C06_OR_Sikhism_0_14,C06_OR_Sikhism_15_24,C06_OR_Sikhism_25_34,C06_OR_Sikhism_35_44,C06_OR_Sikhism_45_54,C06_OR_Sikhism_55_64,C06_OR_Sikhism_65_74,C06_OR_Sikhism_75_84,C06_OR_Sikhism_85oe,C06_OR_Sikhism_Tot,C06_OR_OR_0_14,C06_OR_OR_15_24,C06_OR_OR_25_34,C06_OR_OR_35_44,C06_OR_OR_45_54,C06_OR_OR_55_64,C06_OR_OR_65_74,C06_OR_OR_75_84,C06_OR_OR_85oe,C06_OR_OR_Tot,C06_OR_Tot_0_14,C06_OR_Tot_15_24,C06_OR_Tot_25_34,C06_OR_Tot_35_44,C06_OR_Tot_45_54,C06_OR_Tot_55_64,C06_OR_Tot_65_74,C06_OR_Tot_75_84,C06_OR_Tot_85ov,C06_OR_T_T,C06_SBOSB_No_RA_0_14,C06_SBOSB_No_RA_15_24,C06_SBOSB_No_RA_25_34,C06_SBOSB_No_RA_35_44,C06_SBOSB_No_RA_45_54,C06_SBOSB_No_RA_55_64,C06_SBOSB_No_RA_65_74,C06_SBOSB_No_RA_75_84,C06_SBOSB_No_RA_85ov,C06_SBOSB_No_RA_Tot,C06_Rel_aff_ns_0_14,C06_Rel_aff_ns_15_24,C06_Rel_aff_ns_25_34,C06_Rel_aff_ns_35_44,C06_Rel_aff_ns_45_54,C06_Rel_aff_ns_55_64,C06_Rel_aff_ns_65_74,C06_Rel_aff_ns_75_84,C06_Rel_aff_ns_85ov,C06_Rel_aff_NS_T,C06_Tot_0_14_yrs,C06_Tot_15_24_yrs,C06_Tot_25_34_yrs,C06_Tot_35_44_yrs,C06_Tot_45_54_yrs,C06_Tot_55_64_yrs,C06_Tot_65_74_yrs,C06_Tot_75_84_yrs,C06_Tot_85o,C06_T_T,C11_Buddhism_0_14_yrs,C11_Buddhism_15_24,C11_Buddhism_25_34,C11_Buddhism_35_44,C11_Buddhism_45_54,C11_Buddhism_55_64,C11_Buddhism_65_74,C11_Buddhism_75_84,C11_Buddhism_85ov,C11_Buddhism_Tot,C11_Christ_Angl_0_14,C11_Christ_Angl_15_24,C11_Christ_Angl_25_34,C11_Christ_Angl_35_44,C11_Christ_Angl_45_54,C11_Christ_Angl_55_64,C11_Christ_Angl_65_74,C11_Christ_Angl_75_84,C11_Christ_Angl_85ov,C11_Christ_Angl_Tot,C11_C_Assyr_Apo_0_14,C11_C_Assyr_Apo_15_24,C11_C_Assyr_Apo_25_34,C11_C_Assyr_Apo_35_44,C11_C_Assyr_Apo_45_54,C11_C_Assyr_Apo_55_64,C11_C_Assyr_Apo_65_74,C11_C_Assyr_Apo_75_84,C11_C_Assyr_Apo_85ov,C11_C_Assyr_Apo_Tot,C11_C_Baptist_0_14,C11_C_Baptist_15_24,C11_C_Baptist_25_34,C11_C_Baptist_35_44,C11_C_Baptist_45_54,C11_C_Baptist_55_64,C11_C_Baptist_65_74,C11_C_Baptist_75_84,C11_C_Baptist_85ov,C11_C_Baptist_Tot,C11_Christ_Breth_0_14,C11_Christ_Breth_15_24,C11_Christ_Breth_25_34,C11_Christ_Breth_35_44,C11_Christ_Breth_45_54,C11_Christ_Breth_55_64,C11_Christ_Breth_65_74,C11_Christ_Breth_75_84,C11_Christ_Breth_85ov,C11_Christ_Breth_To,C11_Ch_Catholic_0_14,C11_Ch_Catholic_15_24,C11_Ch_Catholic_25_34,C11_Ch_Catholic_35_44,C11_Ch_Catholic_45_54,C11_Ch_Catholic_55_64,C11_Ch_Catholic_65_74,C11_Ch_Catholic_75_84,C11_Ch_Catholic_85ov,C11_C_Catholic_Tot,C11_C_Chur_Christ_0_14,C11_C_Chur_Christ_15_24,C11_C_Chur_Christ_25_34,C11_C_Chur_Christ_35_44,C11_C_Chur_Christ_45_54,C11_C_Chur_Christ_55_64,C11_C_Chur_Christ_65_74,C11_C_Chur_Christ_75_84,C11_C_Chur_Christ_85ov,C11_C_Chur_Christ_Tot,C11_C_East_Ortho_0_14,C11_C_East_Ortho_15_24,C11_C_East_Ortho_25_34,C11_C_East_Ortho_35_44,C11_C_East_Ortho_45_54,C11_C_East_Ortho_55_64,C11_C_East_Ortho_65_74,C11_C_East_Ortho_75_84,C11_C_East_Ortho_85ov,C11_C_East_Ortho_To,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot
6RTAS,28493,18524,16506,24871,28266,26461,18204,11731,3875,176939,74,40,58,73,40,21,6,0,0,319,140,81,81,78,34,24,11,7,6,457,14,3,12,11,23,19,4,3,3,90,3,3,3,3,0,0,0,0,0,19,3,3,4,3,0,0,3,0,0,15,97,98,143,177,136,99,38,8,3,799,102,108,148,179,137,96,39,13,3,829,17530,9497,8666,8327,7108,4789,2008,920,253,59087,8867,4764,4067,4770,4464,3639,2333,1584,594,35099,55331,33164,29684,38547,40325,35223,22672,14271,4736,273961,185,286,273,327,319,272,90,19,4,1767,8855,6224,5179,9248,12421,13127,9952,5826,2212,73038,0,0,0,0,0,0,0,0,0,0,939,631,551,790,1028,1145,859,504,189,6631,291,236,132,162,186,164,167,91,58,1477,8425,5614,4626,6200,7179,6344,4445,2269,710,45802,137,93,65,93,139,177,84,74,26,889,90,64,61,83,89,71,68,38,8,562,197,113,150,176,263,247,178,118,25,1460
6GHOB,20775,15797,13320,17962,20257,17021,11701,8778,3062,128657,69,84,95,74,73,40,18,6,0,462,143,141,113,79,71,29,11,7,0,588,26,18,23,23,12,20,9,11,0,145,0,0,0,0,0,0,0,0,0,5,15,6,10,9,4,3,3,0,0,51,80,174,154,145,145,71,27,6,3,819,102,185,166,160,152,74,33,12,3,877,11456,7878,6885,6332,5539,3417,1310,810,217,43857,5921,3977,3261,3353,3205,2479,1609,1224,491,25515,38583,28438,24140,28197,29568,23239,14741,10868,3786,201557,156,350,373,286,287,254,80,21,7,1816,6904,5050,4704,7227,9245,9338,6734,4306,1959,55469,0,0,0,0,0,0,0,0,0,0,289,253,179,246,302,279,236,129,44,1946,61,52,35,41,42,29,23,29,11,321,8376,5628,4788,5664,6517,5381,3572,2172,787,42885,35,37,17,31,67,70,58,29,20,359,331,180,173,279,251,165,214,116,27,1731,108,74,108,83,93,113,77,50,23,726
69799,0,3,11,14,13,8,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,8,6,0,0,0,35,0,0,3,7,4,0,0,0,0,12,0,4,18,32,23,10,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,43,59,81,61,66,58,29,16,12,422,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,45,58,63,34,32,33,6,0,0,265,24,36,38,26,13,12,6,3,4,160,109,161,196,119,120,106,41,16,16,872,0,3,8,4,0,0,0,0,0,18,13,28,12,30,28,32,24,5,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10,21,28,26,13,20,12,4,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5
5RWAU,48589,25784,28005,39848,40953,33509,21153,12267,3699,253818,88,28,126,103,56,36,10,0,0,449,505,293,290,312,264,160,67,9,11,1913,35,7,17,26,31,33,9,4,0,164,176,122,83,83,45,29,16,6,9,570,9,0,6,8,5,3,0,0,0,35,262,198,330,334,262,149,70,26,7,1653,443,319,425,431,309,185,88,38,17,2253,33610,17615,17952,16872,13284,7295,2854,1277,319,111078,17470,8978,9893,10812,9259,6160,3295,1891,689,68438,101097,53256,57147,68947,64730,47668,27553,15507,4743,440658,569,455,822,933,800,616,129,34,3,4363,14305,7303,8396,14833,17949,17337,11771,6481,2331,100703,0,0,0,0,0,0,0,0,0,0,2206,1115,1151,1404,1389,1202,654,324,127,9572,142,122,88,63,55,56,24,26,13,584,23921,12820,14130,16136,15345,11574,6657,3470,1114,105155,768,398,356,467,460,429,304,129,49,3369,186,142,213,218,251,230,119,76,25,1452,576,319,388,468,448,429,288,143,37,3099
5GPER,154203,114956,101384,134753,136913,116712,76816,52162,17631,905537,1408,1497,1564,1325,1062,518,200,95,12,7678,6777,4420,3819,3417,2110,1047,450,136,48,22226,831,679,489,624,879,714,363,365,165,5114,21,13,17,8,9,6,0,5,0,85,258,264,225,198,206,114,66,24,3,1359,815,1264,1499,1389,1173,690,298,158,43,7329,1093,1545,1738,1600,1393,806,364,181,48,8776,84864,61668,59302,51706,41034,23946,9486,5037,1511,338551,41008,31378,29122,27973,25063,17733,10030,7035,3153,192502,294849,221855,202950,226654,213985,164576,98951,65567,22727,1512105,5876,6666,8444,7387,6538,5181,1866,734,202,42900,45209,30591,27440,45636,51909,50025,36350,22688,9372,319236,0,3,0,0,3,3,0,0,0,8,6933,4666,3999,4642,4351,3495,2182,1262,453,31999,345,274,217,148,158,130,103,70,34,1480,85677,58693,56155,60912,58708,47228,30133,18726,6485,422712,1147,700,636,836,879,1028,838,454,201,6726,4410,3059,3437,4051,3824,3172,1968,1438,513,25873,1345,846,1109,1068,1208,1172,742,451,158,8096
59799,0,19,46,53,31,15,0,0,0,163,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,46,28,24,5,0,0,0,101,0,12,13,20,11,0,0,0,0,57,0,49,107,105,63,18,0,0,0,339,0,0,3,5,0,0,0,0,0,8,0,0,7,18,19,9,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,40,28,12,6,4,3,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,208,314,480,445,496,641,281,35,8,2916,3,8,5,5,0,0,0,0,0,28,9,8,5,12,9,0,0,0,0,44,0,3,3,3,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,7,5,4,0,0,0,41,0,9,17,7,5,9,0,0,0,45,150,329,447,249,237,218,72,9,4,1712,102,176,252,201,153,171,78,10,4,1149,488,857,1240,930,921,1046,434,57,12,5986,16,18,36,19,21,14,6,0,0,126,82,55,133,148,175,300,178,27,4,1099,0,0,0,0,0,0,0,0,0,0,18,7,12,13,20,13,17,0,0,102,0,0,0,0,0,0,0,0,0,0,98,131,274,174,172,197,88,11,0,1140,4,0,0,0,4,3,3,0,0,16,0,3,5,4,0,0,0,0,0,20,0,3,7,8,5,8,4,0,0,33
4RSAU,35816,19988,18268,28846,34051,33144,24187,16486,5426,216203,50,16,52,45,29,19,0,3,0,211,249,105,138,132,85,41,31,9,0,792,11,5,15,6,13,9,6,3,3,66,18,17,16,10,13,4,3,0,0,86,134,40,70,68,62,38,4,7,0,417,84,111,176,230,199,104,39,25,4,968,233,171,256,306,277,141,47,36,9,1468,23850,13016,12798,13694,11125,7285,3411,1765,440,87382,11332,5940,5638,6951,6195,5052,3252,2277,865,47495,71671,39364,37352,50231,51997,45854,30967,20582,6748,354758,233,165,333,399,315,262,97,16,3,1818,4962,2828,2628,4965,7565,8829,7484,4424,1758,45444,0,0,0,0,0,0,0,0,0,0,703,434,395,499,635,791,606,330,119,4518,91,50,42,43,49,34,26,17,4,351,10704,6295,5764,7473,8538,7621,5685,3088,971,56150,178,118,103,128,227,357,333,259,108,1816,535,276,220,458,440,330,372,262,40,2941,240,181,183,222,255,246,183,119,32,1651
4GADE,107177,80989,70525,96651,103034,91758,65725,53460,19110,688413,815,1019,1484,752,409,245,109,42,10,4888,2713,1949,2024,1454,856,432,182,70,14,9696,120,120,109,116,157,171,72,76,40,982,25,13,11,21,13,3,3,0,0,87,101,242,215,82,73,48,30,14,3,806,834,1094,1219,1335,1073,577,254,137,50,6572,958,1339,1454,1434,1161,628,292,145,54,7467,63492,49251,48968,43648,36286,22917,9091,5876,1874,281404,29814,22238,19577,20611,19005,13607,7865,6750,2603,142072,208881,161028,147870,168387,164546,131616,83980,66807,23829,1156957,4193,4601,5091,4611,4037,3006,984,452,147,27125,18447,13290,11222,18745,25080,25845,20267,14718,7095,154700,0,0,0,0,0,0,0,0,0,3,3612,2816,2580,2770,3161,3295,2274,1405,716,22637,167,147,135,80,98,92,73,35,11,843,47022,34793,30408,36256,38942,31397,21332,15372,5887,261414,377,270,240,342,569,783,766,593,318,4253,7060,4890,4276,6461,6721,4335,4307,3383,846,42290,630,459,634,579,701,675,473,341,134,4631
49799,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,110,175,206,198,169,224,96,29,14,1226,0,6,9,4,0,3,0,0,0,16,5,9,4,4,5,3,0,0,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,3,14,3,0,3,0,0,0,0,21,3,12,0,3,3,0,0,0,0,28,84,176,193,143,92,83,32,10,7,806,61,94,94,81,71,36,23,8,3,466,271,472,524,441,342,357,149,40,26,2618,7,6,9,7,4,3,0,0,0,50,15,23,40,38,57,72,46,8,4,292,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,3,0,0,0,25,0,0,0,0,0,0,0,0,0,4,33,56,79,78,63,54,30,8,3,393,0,0,0,0,0,0,0,0,0,3,3,3,6,7,3,8,0,0,0,29,0,0,6,0,3,3,3,0,0,16
3RQLD,259110,162165,153690,198217,201221,178231,118123,74278,23343,1368370,607,595,799,574,455,180,85,24,3,3320,1325,940,1062,906,622,393,166,61,16,5490,229,181,171,217,301,293,177,184,72,1824,89,46,42,47,45,23,3,5,0,306,193,137,128,140,96,56,32,13,10,800,941,992,1198,1190,1098,671,256,110,34,6481,1224,1173,1368,1379,1242,747,290,120,37,7579,104158,59699,59963,54630,45678,30422,13809,6770,1816,376942,58421,36794,35069,36618,34553,27065,16459,11131,4620,260718,426982,263545,254769,295561,286931,238977,149652,92751,29965,2039128,3173,2836,4365,4639,4063,3035,1077,279,73,23538,74769,44363,43177,63913,70681,70265,53427,29763,11435,461785,13,5,0,4,10,4,0,0,0,33,8313,4797,4557,5258,5594,4933,3170,1487,530,38629,742,440,308,309,339,221,231,119,48,2754,114953,71043,64140,74514,74878,61085,41993,22880,7001,532486,1060,576,467,744,857,900,729,406,181,5912,1923,1281,1263,1813,1734,1310,1094,651,193,11262,2854,1636,1841,2099,2123,1897,1328,676,233,14689
3GBRI,228403,163159,153226,183211,173786,145744,86397,59634,20581,1214160,2106,1809,2321,1889,1479,646,325,115,22,10707,4172,2970,2864,2265,1452,679,267,103,12,14777,316,241,266,288,311,252,103,86,33,1893,43,29,34,30,20,4,3,0,3,156,434,286,395,305,205,126,51,25,10,1833,988,1337,1732,1381,1040,629,251,95,23,7477,1458,1647,2158,1714,1268,751,308,122,42,9470,90068,63131,65917,52686,40214,24827,9295,4957,1562,352659,46629,35034,33839,30658,26442,20385,10850,8319,4211,216364,378330,273810,266599,278282,250316,196080,108608,73851,26625,1852501,6174,6692,8518,7354,6392,4559,1682,661,190,42228,55775,36816,36413,54075,54853,51073,35584,20399,8877,353867,10,14,10,4,8,4,0,0,0,51,9903,6793,6542,6930,6919,5470,3411,1676,801,48444,385,243,235,186,195,234,173,138,77,1869,106048,71031,67039,73455,67949,53658,33040,19048,7055,498322,641,456,371,492,571,582,432,247,122,3919,4123,2982,2879,3575,3600,2599,2006,1271,422,23453,1928,1328,1571,1535,1549,1323,798,503,164,10695
39799,0,7,9,3,10,11,7,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,3,0,0,0,28,0,0,0,3,0,3,0,0,0,11,0,13,16,15,24,23,8,0,0,99,0,3,0,0,0,0,0,0,0,4,3,8,10,9,13,22,14,12,7,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,12,13,9,9,18,3,11,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,562,813,972,840,1025,1531,798,148,40,6725,8,8,7,4,0,0,0,0,0,27,0,11,20,11,5,3,0,0,0,50,3,3,5,3,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,4,11,16,24,20,13,5,5,0,0,97,15,16,28,22,13,5,5,0,0,105,347,598,691,425,422,509,186,29,10,3210,278,351,446,375,413,412,166,31,19,2507,1220,1835,2209,1706,1918,2473,1162,209,67,12806,16,25,46,31,23,24,14,0,0,177,94,128,198,207,295,626,439,74,17,2077,0,0,0,0,0,0,0,0,0,0,22,15,22,21,26,37,37,3,0,192,0,0,0,0,3,6,0,0,0,4,138,295,370,254,284,412,224,46,11,2036,0,0,0,3,3,6,12,3,0,29,5,4,8,7,5,3,9,8,0,46,6,10,6,6,15,3,0,0,0,44
2RVIC,144176,90792,74420,112097,125531,115704,86136,62331,20804,831987,276,245,355,285,218,107,40,17,3,1548,1770,886,954,1023,609,395,190,50,12,5880,66,59,57,58,91,94,41,21,9,496,21,14,14,11,13,3,3,0,0,74,89,110,88,62,61,23,9,6,0,444,354,518,634,693,582,339,128,48,7,3295,464,639,731,760,654,367,137,56,7,3811,76363,44629,41275,39441,35556,22396,9591,5202,1396,275847,35138,20813,17498,20663,20950,16315,10761,8055,3071,153270,259078,158980,136211,175506,184902,156072,107096,75808,25314,1278965,1329,1352,1641,1857,1755,1300,426,90,29,9778,28849,19274,15886,26996,35365,38974,30370,20385,8530,224625,3,0,0,3,0,0,0,0,0,11,3492,2269,1887,2270,2747,2731,2035,1160,527,19123,564,436,269,244,259,137,123,104,36,2165,70240,44820,34780,44472,48114,41553,30064,18070,6352,338463,709,428,324,441,691,924,719,466,195,4900,1726,1132,1014,1631,1613,1411,1141,720,170,10557,791,415,578,546,664,654,443,298,110,4503
2GMEL,370491,262572,267421,330214,302040,259943,183532,130982,43464,2150665,7210,8176,11781,6121,4270,1906,817,332,93,40695,30452,19706,19332,15361,9687,5525,2259,833,173,103331,7030,4919,4962,4533,5754,5496,3033,3296,1546,40564,41,18,29,36,22,11,4,0,0,162,1459,2405,2410,994,723,345,175,79,23,8607,1556,2284,3220,2635,2144,1148,493,183,50,13714,3054,4708,5654,3662,2893,1500,672,263,71,22482,163197,125316,140370,118278,94215,55135,21865,13293,4147,735821,85923,66859,67919,63788,55162,39137,21845,18213,8275,427131,690571,513626,539975,564780,493955,377848,238177,169584,58500,3647019,25416,25573,30457,27213,24344,15850,5812,3086,926,158664,56141,40318,39726,61446,67715,66383,49247,33514,16865,431355,398,276,238,281,258,159,90,44,14,1748,10870,7909,7912,8262,8301,6739,4556,2756,1317,58625,511,443,320,221,287,223,195,135,63,2402,210951,143927,141425,162198,154213,118895,82451,55610,19318,1088992,1281,906,846,1023,1234,1416,1189,780,393,9061,39068,22895,24576,39302,29659,23406,23915,14731,2899,220454,1589,1095,1593,1620,1480,1457,956,626,224,10652
29799,0,0,3,9,3,8,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,5,0,0,0,13,0,0,0,0,3,0,4,0,0,11,0,3,4,17,6,11,6,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,300,478,702,475,321,332,163,85,31,2892,3,24,33,3,3,0,0,0,0,69,30,37,33,23,18,5,0,0,0,150,3,6,15,5,3,4,0,3,0,45,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,3,0,17,0,15,22,10,3,6,0,0,0,63,0,27,30,12,7,6,0,3,0,81,223,453,538,295,176,117,45,9,12,1855,153,228,288,189,97,87,36,20,11,1112,736,1288,1692,1045,653,557,247,117,56,6394,21,37,66,38,21,20,6,0,0,196,76,84,94,123,102,117,78,29,10,720,0,0,0,0,0,0,0,0,0,0,11,19,27,18,8,24,8,0,0,110,0,0,0,0,0,0,0,0,0,0,146,228,304,203,172,127,86,28,10,1301,3,0,0,6,6,0,3,0,0,19,12,22,17,31,20,14,3,0,4,126,3,3,9,3,6,5,0,0,0,25
1RNSW,335040,206606,176984,240802,259660,235090,176253,122399,38458,1791285,691,450,690,676,600,309,139,41,4,3596,1972,1318,1333,1227,756,534,195,65,14,7408,209,146,143,197,262,229,107,87,39,1415,110,61,72,82,65,39,5,0,0,437,429,291,259,272,252,130,79,35,11,1761,925,1016,1223,1431,1332,702,255,98,29,7020,1467,1365,1558,1791,1653,868,343,137,35,9220,97563,55622,48353,47207,47006,31538,14716,8176,2245,352427,54069,32752,27898,31697,32962,25822,17403,12772,4682,240047,492932,300097,259094,326401,346124,296149,209597,143855,45519,2419769,2761,2509,3013,3812,3876,3132,956,259,54,20366,104748,64417,57504,84087,98223,102299,82177,53473,21490,668417,4,0,9,3,4,3,4,0,0,29,6534,3995,3536,4371,5051,5139,3914,2236,894,35669,1008,728,472,379,375,230,208,148,73,3622,139628,86766,66471,83086,93429,79730,60256,37388,12272,659028,377,289,178,294,459,469,421,271,107,2873,4669,2844,3091,4171,3707,3773,2932,1839,492,27513,1991,1126,1328,1393,1596,1636,1107,631,257,11054
1GSYD,497489,338448,355163,392068,361633,301871,195047,144854,51120,2637695,14308,10996,17468,12281,8400,3921,1849,780,156,70161,50034,29981,30278,23130,15167,8069,3099,1144,256,161166,6081,4096,4336,4387,5086,4614,2624,2699,1333,35254,45,38,31,40,37,20,4,0,0,208,2234,1867,2340,1575,1050,421,274,97,22,9870,2591,2892,3490,3212,2758,1444,599,293,83,17356,4869,4789,5858,4827,3840,1886,880,385,103,27438,121114,92910,111300,97598,79357,47408,21295,12409,3638,587033,85400,66565,78748,66828,56592,41631,23991,18907,8369,447044,805028,569897,629576,629686,556842,422184,255171,184736,66072,4119190,26226,24366,32584,30898,31192,20871,8224,4649,1408,180420,112169,72276,76958,102612,103350,98974,70438,46702,24489,707963,1679,1269,1281,1169,1339,954,581,332,74,8674,11588,8452,8854,8917,9621,7707,4751,2773,1377,64042,852,657,512,385,420,351,255,216,103,3747,259028,164551,166016,180254,168930,134464,89507,56901,21547,1241197,854,595,606,658,786,696,447,252,134,5024,34245,19684,22161,31469,24106,19561,18382,11609,2831,184045,2066,1426,1944,2038,1824,1617,1099,604,238,12859
19799,0,8,9,6,3,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,13,0,4,0,3,0,0,0,0,0,10,0,11,22,6,3,4,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,10,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
