GCCSA_CODE_2016,C06_M_NatPhy_sci_15_19,C06_M_NatPhy_sci_20_24,C06_M_NatPhy_sci_25_34,C06_M_NatPhy_sci_35_44,C06_M_NatPhy_sci_45_54,C06_M_NatPhy_sci_55_64,C06_M_NatPhy_sci_65_74,C06_M_NatPhy_sci_75_84,C06_M_NatPhy_sci_85_ov,C06_M_NatPhy_sci_Tot,C06_M_InfTec_15_19,C06_M_InfTec_20_24,C06_M_InfTec_25_34,C06_M_InfTec_35_44,C06_M_InfTec_45_54,C06_M_InfTec_55_64,C06_M_InfTec_65_74,C06_M_InfTec_75_84,C06_M_InfTec_85_ov,C06_M_InfTec_Tot,C06_M_EngRT_15_19,C06_M_EngRT_20_24,C06_M_EngRT_25_34,C06_M_EngRT_35_44,C06_M_EngRT_45_54,C06_M_EngRT_55_64,C06_M_EngRT_65_74,C06_M_EngRT_75_84,C06_M_EngRT_85_ov,C06_M_EngRT_Tot,C06_M_ArchBuild_15_19,C06_M_ArchBuild_20_24,C06_M_ArchBuild_25_34,C06_M_ArchBuild_35_44,C06_M_ArchBuild_45_54,C06_M_ArchBuild_55_64,C06_M_ArchBuild_65_74,C06_M_ArchBuild_75_84,C06_M_ArchBuild_85o,C06_M_Arch_building_Tot,C06_M_AgEnv_RS_15_19,C06_M_AgEnv_RS_20_24,C06_M_AgEnv_RS_25_34,C06_M_AgEnv_RS_35_44,C06_M_AgEnv_RS_45_54,C06_M_AgEnv_RS_55_64,C06_M_AgEnv_RS_65_74,C06_M_AgEnv_RS_75_84,C06_M_AgEnv_RS_85_ov,C06_M_AgEnv_RS_Tot,C06_M_Health_15_19,C06_M_Health_20_24,C06_M_Health_25_34,C06_M_Health_35_44,C06_M_Health_45_54,C06_M_Health_55_64,C06_M_Health_65_74,C06_M_Health_75_84,C06_M_Health_85o,C06_M_Healt_To,C06_M_Educ_15_19,C06_M_Educ_20_24,C06_M_Educ_25_34,C06_M_Educ_35_44,C06_M_Educ_45_54,C06_M_Educ_55_64,C06_M_Educ_65_74,C06_M_Educ_75_84,C06_M_Educ_85o,C06_M_Educ_Tot,C06_M_MngtCom_15_19,C06_M_MngtCom_20_24,C06_M_MngtCom_25_34,C06_M_MngtCom_35_44,C06_M_MngtCom_45_54,C06_M_MngtCom_55_64,C06_M_MngtCom_65_74,C06_M_MngtCom_75_84,C06_M_MngtCom_85o,C06_M_MngtCom_Tot,C06_M_Soc_cult_15_19,C06_M_Soc_cult_20_24,C06_M_Soc_cult_25_34,C06_M_Soc_cult_35_44,C06_M_Soc_cult_45_54,C06_M_Soc_cult_55_64,C06_M_Soc_cult_65_74,C06_M_Soc_cult_75_84,C06_M_Soc_cult_85o,C06_M_Soc_cult_Tot,C06_M_Creative_art_15_19,C06_M_Creative_art_20_24,C06_M_Creative_art_25_34,C06_M_Creative_art_35_44,C06_M_Creative_art_45_54,C06_M_Creative_art_55_64,C06_M_Creative_art_65_74,C06_M_Creative_art_75_84,C06_M_Creat_arts_85o,C06_M_Creative_arts_Tot,C06_M_FoodHos_PS_15_19,C06_M_FoodHos_PS_20_24,C06_M_FoodHos_PS_25_34,C06_M_FoodHos_PS_35_44,C06_M_FoodHos_PS_45_54,C06_M_FoodHos_PS_55_64,C06_M_FoodHos_PS_65_74,C06_M_FoodHos_PS_75_84,C06_M_FoodHos_PS_85o,C06_M_FoodHos_PS_Tot,C06_M_MixFld_pr_15_19,C06_M_MixFld_pr_20_24,C06_M_MixFld_pr_25_34,C06_M_MixFld_pr_35_44,C06_M_MixFld_pr_45_54,C06_M_MixFld_pr_55_64,C06_M_MixFld_pr_65_74,C06_M_MixFld_pr_75_84,C06_M_MixFld_pr_85_ov,C06_M_MixFld_pr_Tot,C06_M_FldStu_ID_15_19,C06_M_FldStu_ID_20_24,C06_M_FldStu_ID_25_34,C06_M_FldStu_ID_35_44,C06_M_FldStu_ID_45_54,C06_M_FldStu_ID_55_64,C06_M_FldStu_ID_65_74,C06_M_FldStu_ID_75_84,C06_M_FldStu_ID_85o,C06_M_FldStu_ID_Tot,C06_M_FldStu_NS_15_19,C06_M_FldStu_NS_20_24,C06_M_FldStu_NS_25_34,C06_M_FldStu_NS_35_44,C06_M_FldStu_NS_45_54,C06_M_FldStu_NS_55_64,C06_M_FldStu_NS_65_74,C06_M_FldStu_NS_75_84,C06_M_FldStu_NS_85o,C06_M_FldStu_NS_T,C06_M_Tot_15_19,C06_M_Tot_20_24,C06_M_Tot_25_34,C06_M_Tot_35_44,C06_M_Tot_45_54,C06_M_Tot_55_64,C06_M_Tot_65_74,C06_M_Tot_75_84,C06_M_Tot_85o,C06_M_T_T,C11_M_NatPhy_sci_15_19,C11_M_NatPhy_sci_20_24,C11_M_NatPhy_sci_25_34,C11_M_NatPhy_sci_35_44,C11_M_NatPhy_sci_45_54,C11_M_NatPhy_sci_55_64,C11_M_NatPhy_sci_65_74,C11_M_NatPhy_sci_75_84,C11_M_NatPhy_sci_85_ov,C11_M_NatPhy_sci_Tot,C11_M_InfTec_15_19,C11_M_InfTec_20_24,C11_M_InfTec_25_34,C11_M_InfTec_35_44,C11_M_InfTec_45_54,C11_M_InfTec_55_64,C11_M_InfTec_65_74,C11_M_InfTec_75_84,C11_M_InfTec_85_ov,C11_M_InfTec_Tot,C11_M_EngRT_15_19,C11_M_EngRT_20_24,C11_M_EngRT_25_34,C11_M_EngRT_35_44,C11_M_EngRT_45_54,C11_M_EngRT_55_64,C11_M_EngRT_65_74,C11_M_EngRT_75_84,C11_M_EngRT_85_ov,C11_M_EngRT_Tot,C11_M_ArchBuild_15_19,C11_M_ArchBuild_20_24,C11_M_ArchBuild_25_34,C11_M_ArchBuild_35_44,C11_M_ArchBuild_45_54,C11_M_ArchBuild_55_64,C11_M_ArchBuild_65_74,C11_M_ArchBuild_75_84,C11_M_ArchBuild_85o,C11_M_Arch_building_Tot,C11_M_AgEnv_RS_15_19,C11_M_AgEnv_RS_20_24,C11_M_AgEnv_RS_25_34,C11_M_AgEnv_RS_35_44,C11_M_AgEnv_RS_45_54,C11_M_AgEnv_RS_55_64,C11_M_AgEnv_RS_65_74,C11_M_AgEnv_RS_75_84,C11_M_AgEnv_RS_85o,C11_M_AgEnv_RS_Tot
6RTAS,5,42,145,195,234,245,102,52,7,1024,41,254,276,201,147,61,15,3,0,1002,165,855,2646,3724,3809,2906,1765,810,147,16821,78,300,840,1284,1507,1129,646,282,54,6114,61,280,669,706,500,324,167,84,12,2801,3,57,230,347,495,299,172,92,18,1715,4,61,272,358,613,519,236,83,18,2167,49,311,685,887,902,737,285,127,23,4014,12,83,271,407,537,417,208,46,18,1999,7,83,157,159,183,170,69,31,9,852,59,227,516,555,419,299,128,32,12,2252,7,6,4,8,16,12,4,4,0,51,7,32,87,119,133,110,45,25,0,558,1144,620,1129,1555,1660,1579,1666,1504,447,11313,1652,3202,7930,10501,11146,8803,5505,3171,773,52681,3,34,144,232,245,276,186,58,14,1183,42,160,417,230,212,109,31,3,0,1196,211,1076,2650,3476,4083,3532,2320,998,252,18603,115,645,956,1290,1561,1315,833,399,82,7196,70,217,666,750,665,448,228,94,24,3174
6GHOB,3,99,356,442,420,300,113,69,17,1817,33,316,472,289,183,70,7,3,0,1377,80,509,1733,2271,2428,1901,1225,721,135,11003,70,249,729,1019,1133,713,471,257,51,4681,17,98,316,299,250,130,65,44,9,1231,4,67,283,378,444,292,170,101,27,1778,3,33,214,277,517,465,206,92,22,1831,54,391,878,1034,1101,795,338,218,50,4845,20,197,559,662,767,563,205,131,16,3113,27,110,236,212,203,183,59,22,5,1065,41,255,479,435,276,185,77,33,9,1782,11,5,0,4,11,4,3,3,3,44,10,45,95,117,118,108,49,38,3,580,955,730,1066,1142,1223,1078,990,983,338,8501,1324,3111,7419,8580,9077,6790,3962,2715,680,43659,3,105,361,474,445,398,187,84,28,2090,47,240,709,402,246,111,19,3,0,1785,90,623,1714,2230,2516,2226,1531,810,234,11975,105,527,934,1065,1229,825,578,292,91,5649,12,92,306,358,338,175,87,63,14,1450
69799,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,16,5,3,0,0,0,32,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,9,0,0,18,26,14,10,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,0,19,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
69499,0,0,7,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,6,16,6,6,3,0,0,0,41,0,0,3,8,4,0,0,0,0,20,0,3,4,0,3,0,3,0,0,11,0,0,3,4,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,6,0,0,9,3,0,0,0,0,0,9,0,0,3,3,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,5,3,4,4,3,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,5,11,8,10,10,5,5,7,3,63,11,19,57,44,35,22,13,4,3,210,0,0,0,0,0,4,0,0,0,6,0,0,3,0,0,0,0,0,0,4,0,3,19,13,19,8,8,0,0,76,0,0,9,8,0,3,3,0,0,23,0,0,0,4,0,0,0,0,0,9
5RWAU,11,77,427,418,342,259,82,38,7,1663,76,220,255,185,126,46,8,0,0,920,408,2026,6445,7745,7073,4528,2111,805,130,31270,129,546,1547,1945,2008,1350,859,304,48,8739,190,476,1203,1309,1104,706,382,139,25,5521,8,50,319,555,605,348,163,85,7,2137,4,89,432,673,936,629,238,72,9,3088,80,309,1015,1287,1285,943,343,141,21,5417,38,122,569,608,631,476,192,75,10,2718,23,94,215,185,211,159,61,21,3,984,68,265,876,946,569,348,145,64,11,3289,16,8,9,14,16,7,6,0,3,80,28,37,143,192,210,151,59,30,18,866,2181,1819,3983,4557,4108,3021,2234,1743,484,24132,3260,6147,17425,20625,19221,12964,6894,3521,773,90829,12,112,499,569,401,323,168,47,10,2137,106,181,435,285,172,101,27,0,0,1307,564,3284,8970,9371,8945,6400,3052,1085,227,41895,265,1147,2385,2320,2461,1939,1055,425,74,12085,166,417,1303,1385,1289,950,473,190,26,6202
5GPER,45,771,2763,2948,2643,1970,681,319,65,12210,384,2272,4159,2809,1437,462,66,14,0,11603,1066,6314,19678,25149,25402,18637,9795,4528,858,111427,475,1910,5378,6688,6683,5359,3503,1548,293,31834,146,673,1701,1618,1278,928,462,222,42,7070,47,610,2500,3001,2830,1918,959,524,106,12502,45,290,1429,2229,3295,2496,1248,522,106,11658,505,3712,8734,9882,8843,6539,2606,1167,325,42315,256,1471,4021,4225,4253,3106,1279,585,129,19322,232,1318,2182,1522,1282,751,309,165,32,7783,251,1101,2896,2814,2018,1333,636,287,61,11397,51,55,61,67,56,53,40,29,7,417,79,202,603,808,733,601,279,190,61,3562,7130,6685,11131,11323,10367,8404,6619,6145,2057,69859,10704,27379,67234,75085,71136,52560,28480,16234,4143,352957,32,963,3343,3524,3144,2473,1194,404,109,15192,483,1487,6057,3921,2166,877,185,16,0,15194,1461,8960,26179,28024,28678,22865,12498,5567,1391,135620,857,3953,8092,7840,7693,6193,4015,1983,471,41083,114,588,1977,1909,1532,1080,678,308,69,8268
59799,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,10,32,31,22,6,0,0,0,102,0,0,0,3,4,0,0,0,0,11,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,7,17,5,0,0,0,0,36,0,21,59,71,42,16,0,0,0,203,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,38,33,31,13,3,0,0,127,0,0,11,10,4,0,0,0,0,29,0,0,3,0,0,0,0,0,0,3
59499,0,6,13,10,7,8,0,0,0,51,0,3,25,13,0,0,0,0,0,45,3,37,144,123,111,116,61,4,3,611,3,5,42,22,35,35,14,0,0,157,0,13,30,3,14,9,0,0,0,72,0,4,14,15,12,7,7,0,0,54,0,0,8,8,3,8,0,0,0,28,3,11,29,20,20,15,7,3,0,111,0,10,21,14,11,15,5,0,0,73,0,3,8,5,3,6,0,0,0,26,4,3,20,19,19,13,3,0,0,82,0,0,0,0,0,0,0,0,0,3,0,0,4,6,4,7,0,0,0,23,21,61,118,109,83,92,49,9,0,557,38,174,481,372,316,330,152,24,4,1888,0,13,18,21,14,7,3,0,0,69,0,10,25,9,4,3,0,0,0,48,7,46,183,142,128,150,89,3,0,753,3,36,63,41,29,46,24,7,0,249,0,5,16,11,14,14,0,0,0,63
4RSAU,4,45,210,253,264,240,82,44,9,1151,38,124,160,126,106,46,7,0,0,608,201,1311,3589,4852,4963,3984,2494,1070,176,22640,89,367,730,1134,1269,1071,740,352,41,5788,112,516,1231,1222,864,573,200,133,15,4868,6,44,186,366,486,285,169,80,18,1648,3,69,360,371,732,666,206,76,17,2504,57,232,702,922,1063,877,394,151,29,4435,26,124,333,477,572,485,192,99,17,2319,11,57,116,98,118,111,56,37,3,604,77,263,637,653,482,357,162,66,15,2712,5,10,4,5,7,17,7,7,4,73,21,47,95,107,129,110,70,32,6,619,1462,991,1897,2388,2272,1994,1996,1988,614,15602,2128,4184,10249,12971,13340,10825,6774,4129,969,65567,0,43,207,212,237,300,153,40,3,1209,29,101,242,167,107,93,17,3,0,762,226,1566,3829,4712,5240,4749,3317,1418,331,25394,121,593,1043,1113,1388,1259,901,431,112,6956,114,415,1185,1347,1047,781,339,124,32,5385
4GADE,11,541,1704,1807,1823,1463,585,303,57,8300,188,1466,3086,2066,1293,436,56,8,6,8605,527,4143,13042,16786,15927,13381,7993,4782,988,77565,319,1248,3331,4218,4433,3445,2352,1313,281,20939,92,467,1305,1277,1055,619,282,192,50,5342,26,408,2043,2440,2633,1756,831,611,97,10850,13,211,1070,1519,3036,2761,923,387,91,10011,293,2500,6450,6984,6897,4971,2050,1171,334,31648,177,1178,3340,3330,3722,2966,1105,580,128,16535,99,936,1691,1223,1010,632,261,121,33,5998,276,1132,2310,2028,1363,961,439,187,45,8737,41,51,34,33,27,35,34,31,12,295,49,239,557,588,617,465,235,121,56,2931,4347,3711,5878,6453,6200,5042,4582,5295,1863,43384,6462,18223,45841,50755,50039,38951,21721,15095,4031,251123,24,609,2048,2099,1840,1726,921,326,102,9699,154,904,4156,2618,1632,811,158,15,3,10447,530,4353,13454,16107,16825,14733,9215,5074,1533,81825,429,2154,4356,4601,4474,3727,2615,1454,419,24225,82,537,1469,1460,1304,837,390,207,65,6356
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,3,0,3,6,0,0,0,18,0,3,6,0,0,0,0,0,0,15,0,16,47,40,32,33,12,8,0,191,0,9,12,19,5,12,4,0,0,60,0,4,4,7,6,3,0,0,0,29,0,0,8,7,0,3,0,0,0,20,0,0,0,5,0,7,0,0,0,21,0,9,14,12,9,3,3,0,0,62,0,4,10,17,3,9,0,0,0,34,0,3,6,0,0,0,0,0,0,16,0,3,14,7,3,3,0,0,0,31,3,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,0,0,0,8,9,22,40,31,33,24,9,3,5,178,18,73,171,149,105,111,41,12,3,682,0,4,9,3,0,3,5,0,0,20,0,0,7,3,0,3,0,0,0,16,3,11,52,31,49,46,33,0,0,228,0,8,17,16,10,16,6,0,0,72,0,3,14,3,0,0,0,0,0,23
3RQLD,12,441,1368,1511,1510,1347,593,283,35,7099,374,1334,2208,1519,988,440,96,21,7,6988,1279,7740,23741,29850,29547,23227,13538,6171,1034,136123,547,2915,9413,11189,12641,9169,5236,2103,377,53583,496,1490,3506,3650,2828,1751,869,366,85,15045,40,512,2347,3384,3462,2163,1213,635,122,13874,31,488,2221,3088,4202,3243,1396,528,106,15298,517,2748,6859,7517,7103,5746,2588,1227,266,34572,222,1210,3383,3739,3583,3079,1328,521,109,17170,174,840,1502,1153,1116,853,413,168,31,6248,590,1979,5097,4471,3154,2173,998,351,96,18904,50,62,49,78,69,53,62,45,3,463,85,316,830,1078,1064,823,435,215,74,4918,9562,8126,14510,15530,15114,12935,10983,9577,3367,99690,13970,30192,77035,87758,86365,67002,39746,22197,5699,429965,28,542,1479,1725,1634,1644,981,310,89,8433,568,1143,3000,2179,1403,793,209,40,0,9339,1793,9874,27407,31311,33670,28020,17784,7534,1768,159159,827,4677,11412,13474,13544,11394,6742,2809,589,65478,464,1137,3628,4340,3652,2305,1278,491,105,17399
3GBRI,26,1054,2677,2717,2297,1805,635,283,45,11533,401,2734,6162,4130,2105,692,90,15,7,16336,885,6179,21109,26756,26114,20368,10613,5143,974,118149,453,2578,8230,9045,8680,6750,3840,1738,348,41664,186,770,2275,2020,1518,1013,486,203,52,8524,60,750,3450,3812,3299,2223,1144,658,116,15506,20,394,2101,2829,3587,3041,1335,478,117,13910,638,4693,12339,12491,10700,7038,2408,1170,274,51752,288,2166,6100,5777,5078,3633,1457,595,136,25222,247,1744,3072,2038,1372,872,362,153,33,9886,397,1554,3957,3078,1988,1492,628,265,68,13424,67,97,73,72,73,52,43,16,9,513,86,413,1015,1189,1076,832,366,171,41,5185,7789,7488,12636,12061,10760,9025,6958,6570,2569,75843,11536,32613,85193,88008,78637,58823,30378,17472,4793,407455,54,1254,3346,3211,2672,2191,1069,383,73,14260,861,1962,8270,6078,3187,1238,223,16,6,21846,1118,7861,25135,28402,29044,23624,13796,6124,1568,136668,733,4259,10641,10581,9454,7798,4760,2029,512,50771,206,600,2262,2449,1955,1244,711,252,64,9740
39799,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7,3,3,0,0,35,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,9,0,3,14,8,16,9,8,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,9,13,8,10,4,0,62,0,3,3,0,3,3,0,3,0,20,0,0,0,0,3,0,0,0,0,4
39499,0,5,21,16,13,13,4,0,0,79,0,14,33,16,5,0,3,0,0,78,4,86,205,196,183,245,153,13,0,1087,5,27,77,58,81,95,43,6,3,399,8,16,35,18,10,19,8,3,0,123,0,7,25,18,17,14,12,0,0,92,0,3,17,10,6,27,9,0,0,69,0,39,72,51,42,37,21,3,0,261,0,13,41,18,23,19,13,4,0,141,0,11,23,14,13,8,7,0,0,79,4,21,43,27,16,30,8,3,0,146,0,0,0,0,0,0,0,0,0,6,3,9,11,14,9,11,8,3,0,69,44,124,228,201,223,166,111,36,11,1135,79,374,821,658,650,701,394,70,17,3768,0,8,28,16,4,19,8,3,0,81,3,4,25,8,11,10,0,0,0,60,9,62,180,148,135,295,187,30,0,1047,3,27,87,50,58,113,55,17,0,416,3,10,25,21,16,23,9,4,0,117
2RVIC,8,145,794,926,1082,917,395,177,35,4482,220,910,1353,969,713,300,37,15,0,4516,661,4126,11891,17210,17098,13551,7867,4068,696,77170,559,2460,5428,6215,6469,4241,2853,1323,251,29810,267,1224,3525,4118,3188,1895,952,461,82,15706,35,303,1249,2054,2658,1527,703,412,76,9018,10,265,1377,1957,3842,3669,1582,589,102,13384,228,1502,3809,4314,4671,3318,1361,680,154,20049,137,633,1630,2140,2544,2008,909,355,67,10416,154,544,924,770,838,665,249,113,22,4279,290,1104,2463,2412,1797,1255,647,287,62,10321,22,38,26,30,36,25,15,23,10,226,34,201,513,613,769,526,241,156,35,3083,5037,3266,5830,7408,7730,7275,7570,7730,2444,54282,7667,16720,40813,51128,53454,41172,25365,16377,4040,256737,3,264,789,1079,1079,1268,672,228,66,5436,172,737,1879,1244,891,528,131,16,3,5599,791,4732,12052,16041,18104,16335,10484,4791,1218,84548,659,3535,6780,6856,6901,5342,3429,1655,390,35552,236,1039,3342,4095,3972,2625,1310,569,140,17330
2GMEL,55,1572,5781,6332,5851,4389,1671,925,194,26768,477,6651,18389,10539,5169,1601,195,48,14,43078,1298,10048,40587,52359,47677,35492,19858,11056,2181,220546,1034,5803,15581,16589,13543,9297,6082,2765,553,71244,167,1301,3948,3592,2450,1318,611,353,87,13826,80,1312,6348,6967,6429,4001,2087,1323,281,28838,49,633,4072,5377,7974,6407,2868,1235,254,28857,853,11196,32376,29598,23479,15078,5880,3154,840,122451,407,3712,12492,12098,11550,7935,3161,1429,337,53125,474,3936,8536,5307,3586,1991,789,414,125,25161,609,3047,7255,6150,3809,2329,1289,575,154,25212,140,245,135,112,129,103,94,69,22,1050,133,943,2665,2670,2373,1453,634,454,121,11444,16063,15076,25845,25454,22399,18806,15958,15107,5543,160261,21841,65472,184009,183152,156412,110195,61177,38902,10709,831868,51,1980,6417,7105,6620,5246,2841,1042,358,31656,419,4091,24697,15432,7727,3064,499,62,6,55997,1318,12286,43730,51099,52169,40487,24982,12461,3665,242190,1501,8578,19955,19123,15040,10780,6870,3433,857,86142,164,1292,4331,4044,3096,1799,874,407,95,16100
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,3,8,3,3,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,15,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
29499,0,6,29,23,4,3,0,0,0,64,0,22,30,14,11,0,0,0,0,73,3,41,130,102,59,47,19,10,0,411,7,17,54,34,22,22,8,0,0,160,0,9,22,10,4,9,0,0,0,49,0,7,15,14,5,3,6,0,0,53,0,0,4,16,6,7,0,3,0,45,3,30,66,29,18,18,3,0,0,175,0,14,59,25,17,4,4,0,0,123,6,15,30,12,0,0,0,0,0,67,5,12,36,18,8,4,5,0,0,87,0,0,0,3,0,0,0,0,0,7,0,3,8,4,4,0,0,0,0,24,28,61,131,83,56,42,22,13,3,442,51,233,616,392,218,172,68,26,11,1785,0,8,27,16,7,3,3,0,0,61,0,10,36,21,9,0,0,0,0,77,9,35,124,105,76,54,42,8,3,452,3,21,46,51,32,21,17,4,0,207,4,6,21,15,5,9,0,0,0,59
1RNSW,20,439,1508,1821,2263,2083,929,461,78,9599,374,1785,2521,1953,1498,618,128,28,3,8898,1415,7984,24874,34904,36222,29240,18441,9779,1684,164545,676,3547,9961,12590,13288,9572,6538,3173,536,59891,417,1872,4980,5885,5252,3756,1867,825,167,25017,123,585,2477,3894,4789,2897,1557,913,174,17409,51,413,2349,3412,7151,5143,2454,1009,166,22152,511,3102,7237,8797,9389,7676,3568,1732,371,42379,192,1207,4019,5234,5465,4216,2027,957,162,23476,155,929,1654,1418,1667,1196,480,271,41,7810,499,2152,4621,4084,3309,2497,1396,599,132,19289,42,70,44,52,78,80,46,40,18,468,108,315,867,1135,1241,946,482,317,85,5499,10223,6847,12232,14584,14875,13483,13361,13017,3713,102344,14797,31242,79344,99759,106492,83406,53274,33124,7334,508790,20,471,1537,2048,2111,2498,1536,570,156,10945,368,1452,3523,2379,1804,1113,303,64,8,11006,1421,9944,25442,31669,38135,34181,23126,11150,3018,178089,789,4497,10540,12435,14032,11761,7514,3816,891,66281,394,1543,4778,6186,6013,4660,2640,1113,242,27574
1GSYD,75,1677,6284,7220,6293,4732,1921,987,203,29393,649,7642,20380,11975,5655,1626,241,50,26,48241,1333,11045,44758,56733,53114,40440,22281,13093,2626,245423,836,5683,19108,19696,15275,11589,6859,3450,750,83246,159,1258,4075,3774,2828,1598,892,420,105,15116,127,1445,7420,7815,7369,4890,2929,1848,360,34215,56,721,4368,5627,8355,5954,2689,1171,299,29236,1237,13741,41400,39753,31500,20771,7751,3942,1001,161090,445,4381,16782,16785,14748,10217,4240,2001,493,70095,407,3998,9320,6170,4220,2424,1039,493,120,28188,602,3062,7795,6446,4163,2961,1420,632,176,27262,189,251,192,204,198,157,100,67,30,1392,154,858,2496,2735,2362,1452,728,452,159,11395,18672,19258,37333,33502,28738,23187,17421,15513,5631,199249,24931,75019,221695,218449,184816,131996,70513,44115,11987,983522,61,2039,6528,7507,6991,5513,3204,1191,339,33368,560,4622,27160,17446,8766,3112,523,74,16,62272,1191,11784,43052,53146,57912,44974,27755,13974,4219,258002,856,6516,19219,21177,17454,12901,7946,4008,1140,91216,188,1237,4139,4176,3534,2054,1046,526,149,17059
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,7,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,8,12,7,0,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,3,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
