GCCSA_CODE_2016,C06_CFNC_BF_N,C06_CFNC_BF_1_149,C06_CFNC_BF_150_299,C06_CFNC_BF_300_399,C06_CFNC_BF_400_499,C06_CFNC_BF_500_649,C06_CFNC_BF_650_799,C06_CFNC_BF_800_999,C06_CFNC_BF_1000_1499,C06_CFNC_BF_1500_1999,C06_CFNC_BF_2000_2499,C06_CFNC_BF_2500_2999,C06_CFNC_BF_3000_3999,C06_CFNC_BF_4000m,C06_CFNC_BF_Ns,C06_CFNC_BF_T,C06_CFNC_BPT_N,C06_CFNC_BPT_1_149,C06_CFNC_BPT_150_299,C06_CFNC_BPT_300_399,C06_CFNC_BPT_400_499,C06_CFNC_BPT_500_649,C06_CFNC_BPT_650_799,C06_CFNC_BPT_800_999,C06_CFNC_BPT_1000_1499,C06_CFNC_BPT_1500_1999,C06_CFNC_BPT_2000_2499,C06_CFNC_BPT_2500_2999,C06_CFNC_BPT_3000_3999,C06_CFNC_BPT_4000m,C06_CFNC_BPT_Ns,C06_CFNC_BPT_T,C06_CFNC_1F1P_N,C06_CFNC_1F1P_1_149,C06_CFNC_1F1P_150_299,C06_CFNC_1F1P_300_399,C06_CFNC_1F1P_400_499,C06_CFNC_1F1P_500_649,C06_CFNC_1F1P_650_799,C06_CFNC_1F1P_800_999,C06_CFNC_1F1P_1000_1499,C06_CFNC_1F1P_1500_1999,C06_CFNC_1F1P_2000_2499,C06_CFNC_1F1P_2500_2999,C06_CFNC_1F1P_3000_3999,C06_CFNC_1F1P_4000m,C06_CFNC_1F1P_Ns,C06_CFNC_1F1P_T,C06_CFNC_1E1A_N,C06_CFNC_1E1A_1_149,C06_CFNC_1E1A_150_299,C06_CFNC_1E1A_300_399,C06_CFNC_1E1A_400_499,C06_CFNC_1E1A_500_649,C06_CFNC_1E1A_650_799,C06_CFNC_1E1A_800_999,C06_CFNC_1E1A_1000_1499,C06_CFNC_1E1A_1500_1999,C06_CFNC_1E1A_2000_2499,C06_CFNC_1E1A_2500_2999,C06_CFNC_1E1A_3000_3999,C06_CFNC_1E1A_4000m,C06_CFNC_1E1A_Ns,C06_CFNC_1E1A_T,C06_CFNC_1F1NW_N,C06_CFNC_1F1NW_1_149,C06_CFNC_1F1NW_150_299,C06_CFNC_1F1NW_300_399,C06_CFNC_1F1NW_400_499,C06_CFNC_1F1NW_500_649,C06_CFNC_1F1NW_650_799,C06_CFNC_1F1NW_800_999,C06_CFNC_1F1NW_1000_1499,C06_CFNC_1F1NW_1500_1999,C06_CFNC_1F1NW_2000_2499,C06_CFNC_1F1NW_2500_2999,C06_CFNC_1F1NW_3000_3999,C06_CFNC_1F1NW_4000m,C06_CFNC_1F1NW_Ns,C06_CFNC_1F1NW_T,C06_CFNC_1P1NW_N,C06_CFNC_1P1NW_1_149,C06_CFNC_1P1NW_150_299,C06_CFNC_1P1NW_300_399,C06_CFNC_1P1NW_400_499,C06_CFNC_1P1NW_500_649,C06_CFNC_1P1NW_650_799,C06_CFNC_1P1NW_800_999,C06_CFNC_1P1NW_1000_1499,C06_CFNC_1P1NW_1500_1999,C06_CFNC_1P1NW_2000_2499,C06_CFNC_1P1NW_2500_2999,C06_CFNC_1P1NW_3000_3999,C06_CFNC_1P1NW_4000m,C06_CFNC_1P1NW_Ns,C06_CFNC_1P1NW_T,C06_CFNC_1A1NW_N,C06_CFNC_1A1NW_1_149,C06_CFNC_1A1NW_150_299,C06_CFNC_1A1NW_300_399,C06_CFNC_1A1NW_400_499,C06_CFNC_1A1NW_500_649,C06_CFNC_1A1NW_650_799,C06_CFNC_1A1NW_800_999,C06_CFNC_1A1NW_1000_1499,C06_CFNC_1A1NW_1500_1999,C06_CFNC_1A1NW_2000_2499,C06_CFNC_1A1NW_2500_2999,C06_CFNC_1A1NW_3000_3999,C06_CFNC_1A1NW_4000_m,C06_CFNC_1A1NW_Ns,C06_CFNC_1A1NW_T,C06_CFNC_BA_N,C06_CFNC_BA_1_149,C06_CFNC_BA_150_299,C06_CFNC_BA_300_399,C06_CFNC_BA_400_499,C06_CFNC_BA_500_649,C06_CFNC_BA_650_799,C06_CFNC_BA_800_999,C06_CFNC_BA_1000_1499,C06_CFNC_BA_1500_1999,C06_CFNC_BA_2000_2499,C06_CFNC_BA_2500_2999,C06_CFNC_BA_3000_3999,C06_CFNC_BA_4000_m,C06_CFNC_BA_Ns,C06_CFNC_BA_T,C06_CFNC_BNW_N,C06_CFNC_BNW_1_149,C06_CFNC_BNW_150_299,C06_CFNC_BNW_300_399,C06_CFNC_BNW_400_499,C06_CFNC_BNW_500_649,C06_CFNC_BNW_650_799,C06_CFNC_BNW_800_999,C06_CFNC_BNW_1000_1499,C06_CFNC_BNW_1500_1999,C06_CFNC_BNW_2000_2499,C06_CFNC_BNW_2500_2999,C06_CFNC_BNW_3000_3999,C06_CFNC_BNW_4000m,C06_CFNC_BNW_Ns,C06_CFNC_BNW_T,C06_CFNC_LFns_N,C06_CFNC_LFns_1_149,C06_CFNC_LFns_150_299,C06_CFNC_LFns_300_399,C06_CFNC_LFns_400_499,C06_CFNC_LFns_500_649,C06_CFNC_LFns_650_799,C06_CFNC_LFns_800_999,C06_CFNC_LFns_1000_1499,C06_CFNC_LFns_1500_1999,C06_CFNC_LFns_2000_2499,C06_CFNC_LFns_2500_2999,C06_CFNC_LFns_3000_3999,C06_CFNC_LFns_4000m,C06_CFNC_LFns_Ns,C06_CFNC_LFns_T,C06_CFNC_T_N,C06_CFNC_T_1_149,C06_CFNC_T_150_299,C06_CFNC_T_300_399,C06_CFNC_T_400_499,C06_CFNC_T_500_649,C06_CFNC_T_650_799,C06_CFNC_T_800_999,C06_CFNC_T_1000_1499,C06_CFNC_T_1500_1999,C06_CFNC_T_2000_2499,C06_CFNC_T_2500_2999,C06_CFNC_T_3000_3999,C06_CFNC_T_4000_m,C06_CFNC_T_Ns,C06_CFNC_T_T,C06_CF_BFT_N,C06_CF_BFT_1_149,C06_CF_BFT_150_299,C06_CF_BFT_300_399,C06_CF_BFT_400_499,C06_CF_BFT_500_649,C06_CF_BFT_650_799,C06_CF_BFT_800_999,C06_CF_BFT_1000_1499,C06_CF_BFT_1500_1999,C06_CF_BFT_2000_2499,C06_CF_BFT_2500_2999,C06_CF_BFT_3000_3999,C06_CF_BFT_4000m,C06_CF_BFT_Ns,C06_CF_BFT_T,C06_CF_BPT_N,C06_CF_BPT_1_149,C06_CF_BPT_150_299,C06_CF_BPT_300_399,C06_CF_BPT_400_499,C06_CF_BPT_500_649,C06_CF_BPT_650_799,C06_CF_BPT_800_999
6RTAS,36,32,12,9,57,179,54,149,2142,1284,866,296,184,66,88,5453,5,13,17,18,81,259,79,167,375,77,42,19,19,8,21,1217,14,12,9,20,30,246,230,465,1882,692,276,89,101,30,97,4204,3,4,6,13,12,61,46,79,322,141,79,33,18,3,26,849,12,17,22,51,44,387,600,485,796,165,63,95,29,11,157,2942,12,47,68,129,264,643,234,153,314,47,18,15,12,8,66,2020,3,8,8,17,21,70,46,44,98,17,10,6,3,0,29,376,3,6,0,3,16,23,3,16,124,51,22,11,10,6,27,329,155,411,157,108,5524,2819,545,524,1283,123,54,33,24,33,431,12238,14,18,0,8,181,71,21,24,55,15,0,3,0,6,1845,2269,265,574,307,372,6223,4771,1859,2109,7412,2613,1431,598,396,173,2794,31889,9,16,10,10,24,99,69,139,1203,1137,842,407,238,90,695,5004,3,3,7,8,34,122,81,149
6GHOB,12,3,3,3,22,53,14,71,1290,1165,837,386,261,55,42,4231,3,4,7,9,32,104,40,92,259,90,50,16,18,6,16,744,7,0,3,11,11,72,93,231,1139,525,264,120,113,27,50,2672,0,0,4,3,3,19,25,29,188,104,71,30,26,8,27,537,8,5,5,13,13,184,300,266,537,166,61,104,38,15,85,1791,9,8,27,41,140,332,136,129,297,62,30,20,15,3,26,1283,0,3,3,9,13,39,33,27,52,19,4,6,4,0,20,225,0,0,0,0,7,6,4,7,52,33,24,10,9,4,15,171,64,167,68,57,2448,1696,519,515,1047,167,72,47,46,32,295,7236,4,10,0,4,90,58,18,10,46,0,3,3,3,0,1138,1386,104,202,127,151,2790,2566,1179,1379,4898,2327,1407,750,528,150,1708,20272,16,3,6,3,10,35,18,51,687,860,884,539,358,148,523,4151,3,0,5,3,18,75,40,74
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5RWAU,179,66,24,27,142,384,91,255,3196,2527,2046,1002,1018,306,280,11545,33,44,16,23,171,339,89,186,578,210,89,59,46,29,55,1959,44,31,20,28,66,314,255,517,2576,1315,649,355,286,87,161,6691,11,12,3,4,20,77,49,96,437,291,172,94,85,21,89,1465,37,25,25,54,59,387,588,537,1367,471,127,359,67,22,230,4348,12,51,99,108,285,629,259,194,366,103,28,31,13,10,99,2276,5,7,9,11,34,83,64,80,163,62,20,41,10,0,63,654,16,10,0,3,21,45,11,28,201,108,76,34,48,12,64,681,270,443,177,152,4669,2546,508,508,1561,215,93,82,38,61,455,11783,23,30,3,8,125,80,18,18,86,18,12,8,9,4,3877,4316,633,716,377,418,5607,4882,1937,2404,10530,5311,3310,2064,1604,555,5372,45720,83,49,21,33,66,218,112,193,1609,1592,1564,1012,903,346,1352,9152,10,26,23,21,125,206,107,216
5GPER,79,33,11,5,65,281,111,363,8215,9345,8433,4159,3867,1182,543,36696,25,69,69,64,205,756,228,516,1655,595,376,191,197,104,110,5173,47,14,22,37,47,447,492,1282,7640,4452,2327,1218,1436,299,364,20131,14,7,8,14,24,135,94,184,1186,826,714,362,336,98,167,4164,76,35,47,134,85,1066,1908,2043,4773,1662,476,1618,372,100,686,15061,30,105,211,362,609,1779,817,749,1490,384,165,211,173,78,239,7412,13,21,27,32,61,216,223,216,426,158,63,130,32,14,138,1771,19,8,4,0,24,75,20,47,444,316,242,137,147,52,134,1677,992,1511,533,504,15797,10992,2610,2683,6524,958,538,337,283,252,1788,46308,45,67,14,21,453,281,75,74,258,58,27,34,9,14,10771,12197,1340,1864,945,1178,17376,16035,6589,8161,32611,18766,13356,8399,6859,2189,14924,150594,83,45,33,23,46,178,145,301,4166,5789,6213,4408,4134,1920,3720,31206,22,20,28,48,61,351,229,471
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RSAU,144,81,20,36,155,442,89,271,3069,1810,1167,490,284,127,205,8387,17,31,17,23,137,358,103,190,554,132,72,40,30,22,44,1760,48,25,18,21,76,368,347,605,2738,932,394,174,130,50,115,6044,13,5,3,10,18,86,39,80,410,152,79,31,23,8,40,1008,41,24,29,80,69,481,625,503,1031,220,71,124,30,17,151,3483,15,57,99,151,352,759,246,177,374,66,20,15,10,6,70,2419,11,15,10,19,43,90,69,64,127,32,10,12,0,3,37,534,11,3,7,4,24,43,12,31,183,76,39,14,10,5,28,489,222,568,202,154,7186,3769,740,643,1766,172,95,49,23,49,551,16201,23,32,3,9,230,124,26,24,73,15,9,0,4,3,2539,3106,527,844,420,502,8287,6512,2303,2579,10328,3602,1950,952,544,298,3786,43436,67,48,38,29,87,220,123,220,1774,1697,1183,547,367,144,932,7473,3,13,12,16,66,186,101,185
4GADE,69,39,10,7,68,271,96,338,7243,7086,5638,2495,1682,501,365,25893,19,46,50,54,165,597,188,425,1351,408,215,102,115,62,65,3852,31,17,19,30,51,445,503,1198,6618,3305,1485,678,741,149,253,15530,8,9,3,3,23,104,68,161,1053,671,364,169,131,35,136,2943,22,20,20,102,68,987,1755,1655,3441,1098,339,689,225,69,442,10924,24,113,175,274,517,1603,740,666,1292,366,122,124,89,40,174,6315,9,13,21,30,47,190,149,168,303,95,24,44,28,3,92,1221,7,3,8,3,28,45,14,28,292,200,130,66,60,14,68,967,606,1355,489,413,16335,10863,2478,2468,5677,798,421,214,209,192,1524,44041,41,61,18,16,459,311,61,60,191,45,27,12,15,10,6467,7788,830,1680,805,930,17749,15404,6046,7175,27471,14063,8766,4601,3282,1081,9586,119473,42,35,22,13,55,210,146,262,3977,5382,5181,3201,2511,1121,2675,24832,9,28,33,36,82,371,200,420
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3RQLD,461,255,88,98,515,1448,372,1050,17344,12016,8426,3344,2890,1037,1075,50416,81,105,73,100,469,1411,349,868,2712,740,420,206,162,169,189,8049,145,99,63,122,204,1326,1136,2741,12708,5364,2437,1135,1107,320,617,29521,26,30,26,44,70,255,193,331,1905,1033,650,277,237,71,323,5474,138,97,111,303,250,2330,3453,2925,6030,1869,572,1293,272,79,1080,20810,71,201,375,659,1184,3105,1221,1115,1942,447,159,176,111,57,368,11189,34,25,46,82,119,392,285,240,670,200,49,138,30,14,247,2562,49,26,12,15,72,127,37,104,729,343,254,124,98,51,289,2347,1577,2461,1019,797,28716,16988,3254,3601,10550,1512,848,486,391,418,2948,75567,80,86,27,36,847,496,123,100,423,97,52,37,18,23,15929,18380,2659,3398,1836,2259,32454,27880,10425,13074,55015,23613,13872,7214,5315,2240,23075,224307,229,162,87,107,220,749,441,938,10006,10364,8581,4434,3448,1412,5137,46310,28,35,54,73,154,646,462,839
3GBRI,141,72,24,31,141,478,193,612,13397,12862,10877,5304,4222,1452,794,50594,26,61,57,85,269,829,239,547,1967,626,358,164,175,99,122,5611,62,41,28,65,92,628,714,1837,9971,5101,2553,1309,1275,298,425,24404,17,16,11,28,32,168,104,243,1521,1031,734,362,298,68,255,4881,60,38,48,191,119,1620,2738,2773,5864,1890,562,1441,385,116,805,18645,50,152,228,423,624,1995,971,873,1646,420,180,188,127,77,257,8201,29,19,29,48,68,230,251,231,511,149,55,103,35,11,153,1915,12,13,9,7,38,83,33,50,464,323,277,115,104,43,159,1736,1067,1643,723,588,18365,11979,2694,3021,7308,1076,602,340,284,277,1924,51880,49,72,17,26,491,319,98,72,244,63,34,19,15,13,10134,11667,1509,2123,1166,1473,20250,18336,8021,10267,42889,23536,16241,9347,6914,2458,15022,179543,96,79,39,44,90,363,237,531,8029,10405,9638,6208,5412,2478,4570,48217,28,33,30,36,82,387,257,562
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RVIC,270,227,65,69,454,1147,274,685,10140,6605,4165,1655,1123,393,638,27922,38,90,52,84,337,1064,308,559,1863,464,213,86,87,62,132,5440,100,81,56,102,216,1032,920,1878,8282,3202,1376,638,602,155,459,19106,22,19,22,32,59,241,164,271,1322,671,377,143,91,26,185,3661,78,73,73,190,196,1656,2125,1791,3457,962,260,603,151,53,693,12353,32,148,262,445,868,2337,968,806,1336,279,72,79,60,18,273,7972,18,22,42,37,128,344,237,209,417,90,23,62,17,3,151,1785,30,21,10,13,65,147,45,77,488,256,109,56,49,27,128,1513,789,1790,656,554,20348,11954,2354,2329,6022,707,316,173,144,131,2191,50458,66,84,27,24,718,407,90,97,306,61,20,26,10,15,7947,9898,1446,2560,1251,1554,23389,20325,7487,8694,33634,13307,6944,3518,2332,877,12792,140114,154,115,78,72,216,717,394,633,6029,5756,4472,2309,1625,647,3593,26821,14,32,33,48,96,482,303,571
2GMEL,257,104,49,43,196,812,264,885,19017,20225,19076,10254,9474,3753,1424,85831,77,150,120,157,428,1601,491,1040,3558,1168,657,346,408,224,223,10644,107,54,51,103,138,1077,1232,2810,14954,8167,4385,2381,2829,611,890,39792,36,25,22,44,78,282,226,426,2255,1602,1227,713,611,225,393,8156,159,85,101,372,182,3088,4623,4671,9361,3145,1038,2976,910,319,1566,32586,101,387,582,934,1109,3696,1683,1672,3230,949,414,468,367,197,591,16371,42,37,65,99,129,516,388,341,737,237,101,144,63,41,333,3276,28,23,8,3,66,143,48,102,808,545,438,243,260,132,273,3128,3093,4851,1547,1136,38880,21257,4391,4895,13277,2333,1360,838,685,687,4184,103425,158,220,57,46,1188,666,213,189,583,134,74,46,49,29,17905,21573,4058,5944,2607,2946,42390,33140,13557,17021,67781,38505,28782,18408,15657,6212,27777,324778,270,158,82,68,208,773,471,1044,13591,16518,16207,10880,11052,5873,10268,87463,47,77,79,128,254,928,675,1192
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1RNSW,554,331,123,118,649,1757,403,1142,15331,10138,7642,3755,2752,854,922,46479,90,173,101,151,617,1723,519,1018,3148,883,463,227,192,119,219,9649,165,118,94,186,303,1623,1364,2879,13039,5509,2721,1309,1227,318,647,31500,53,44,40,55,107,377,228,393,1938,989,652,370,240,67,292,5842,172,110,130,350,295,2673,3729,3224,6626,2218,686,1289,340,90,1110,23039,63,251,485,805,1509,4123,1819,1484,2681,622,273,212,135,69,457,14985,31,38,58,114,190,511,371,333,760,223,76,113,36,16,242,3113,54,24,5,15,110,197,60,115,728,327,240,129,101,41,243,2406,1708,3724,1509,1204,44419,25695,5093,5161,13709,1749,850,469,367,364,3953,109961,114,175,51,45,1279,736,178,163,547,95,46,31,19,32,15378,18889,3010,4995,2589,3042,49477,39423,13764,15916,58499,22757,13653,7909,5405,1974,23461,265868,248,177,127,118,332,1007,539,1074,10540,10626,8858,5650,4216,1556,6484,51545,27,61,67,88,169,934,561,1157
1GSYD,290,89,32,32,174,717,267,806,17928,19755,21141,13959,14936,7434,1385,98947,61,143,109,153,441,1533,441,1063,3701,1325,849,497,585,299,225,11425,124,56,51,89,117,814,1027,2453,13343,8016,5046,3234,3983,972,702,40028,48,26,24,48,46,275,181,372,2210,1559,1310,892,927,345,415,8672,187,82,110,357,209,3232,4803,4675,10203,3975,1382,3968,1350,498,1530,36559,125,363,618,1075,912,3471,1770,1660,3777,1253,546,591,545,298,565,17583,55,50,76,112,109,487,406,374,852,295,159,209,119,50,329,3676,40,25,6,7,56,152,34,105,751,502,466,327,398,192,273,3347,4163,4984,1873,1245,37353,21423,4490,5213,15009,3108,1721,1309,1045,1035,4114,108086,164,190,66,67,1167,675,217,183,592,171,85,59,59,42,20656,24394,5265,6013,2966,3184,40579,32773,13630,16908,68372,39968,32713,25043,23941,11170,30198,352719,307,200,87,79,248,896,442,1056,14999,18478,19617,14897,16632,10629,11631,110199,78,73,80,143,235,978,606,1190
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
