GCCSA_CODE_2016,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_BP_B_OS,C06_Pol_Fa_O_B_OS,C06_Pol_Mo_O_B_OS,C06_Pol_BP_B_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_BP_B_OS,C06_Rus_Fa_O_B_OS,C06_Rus_Mo_O_B_OS,C06_Rus_BP_B_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_SAf_BP_B_OS,C06_SAf_Fa_O_B_OS,C06_SAf_Mo_O_B_OS,C06_SAf_BP_B_Aus,C06_SAf_Bplace_NS,C06_SAf_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinha_Fa_O_B_OS,C06_Sinha_Mo_O_B_OS,C06_Sinha_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Wel_BP_B_OS,C06_Wel_Fa_O_B_OS,C06_Wel_Mo_O_B_OS,C06_Wel_BP_B_Aus,C06_Wel_Bplace_NS,C06_Wel_Tot_resp,C06_Oth_BP_B_OS,C06_Oth_Fa_O_B_OS,C06_Oth_Mo_O_B_OS,C06_Oth_BP_B_Aus,C06_Oth_Bplace_NS,C06_Oth_Tot_resp,C06_Anc_ns_BP_B_OS,C06_Anc_ns_Fa_O_B_OS,C06_Anc_ns_Mo_O_B_OS,C06_Anc_ns_BP_B_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS
6RTAS,668,7341,5440,117806,3335,134594,3,18,22,631,35,705,821,61,62,830,47,1822,139,74,3,47,7,267,2781,811,596,1556,84,5829,15365,6212,4599,80382,2991,109551,510,14,161,25,27,734,254,49,22,398,14,740,1875,672,341,5515,185,8584,214,110,18,132,9,488,237,108,16,63,14,429,435,58,48,58,16,612,2100,1044,590,20024,576,24339,856,484,106,1337,68,2856,179,0,3,8,3,194,35,10,9,33,6,90,18,3,0,3,0,30,149,51,18,108,4,333,254,113,62,86,14,532,612,268,217,134,30,1262,559,173,46,321,19,1130,184,37,20,72,5,321,3416,1479,975,14515,424,20805,149,53,10,32,7,255,302,49,33,17,3,401,167,17,15,200,12,409,105,11,23,14,6,152,27,4,3,3,0,45,42,11,3,3,0,61,587,128,82,489,14,1308,3728,910,535,1645,205,7017,583,261,170,7519,10725,19255,31537,12560,8668,203732,17457,273961,656,7283
6GHOB,620,6952,4618,78759,2281,93228,4,14,4,354,10,380,1673,104,62,242,52,2137,324,109,22,76,8,542,1801,575,349,963,45,3726,12037,5922,4074,54039,2234,78301,386,10,124,21,25,565,272,71,41,369,11,771,1868,589,316,3978,156,6915,835,208,52,402,36,1538,234,83,19,106,3,445,588,68,62,84,14,812,1825,1110,638,15514,466,19560,1324,511,146,1149,80,3207,211,5,13,9,0,248,88,25,7,37,5,168,31,7,0,4,0,44,97,68,9,66,9,248,158,86,31,52,8,339,502,232,180,84,17,1021,1169,313,93,455,30,2061,204,40,25,67,9,347,2630,1316,867,9724,272,14804,197,50,5,48,6,309,298,55,32,24,3,405,229,20,20,143,15,434,154,15,3,11,0,182,53,14,8,4,0,76,90,8,12,3,0,111,481,135,79,440,11,1151,4656,1095,607,1496,213,8067,586,246,145,4778,9695,15460,29954,12126,7654,137243,14572,201557,641,7068
69799,0,3,0,21,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,19,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,4,24,6,6,47,8,89,0,3
69499,3,38,18,330,19,410,0,0,0,4,0,4,8,3,0,3,0,9,0,0,0,0,0,0,10,0,4,0,0,16,77,22,19,187,11,305,0,0,0,0,0,0,3,0,0,0,0,3,9,0,3,22,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,3,3,61,0,75,4,6,0,8,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,6,0,3,0,0,0,6,3,0,0,0,0,5,0,0,0,0,0,0,15,10,3,40,0,71,0,0,0,0,0,0,3,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,24,12,4,6,4,45,8,0,0,27,57,88,148,59,32,554,84,872,0,21
5RWAU,2675,19059,14862,152734,5366,194693,31,175,41,13651,232,14126,1176,132,120,592,48,2074,608,175,85,425,25,1322,4122,1307,845,1801,110,8187,42076,16789,13152,88185,4237,164441,1429,20,297,53,69,1866,643,138,93,548,25,1452,3534,1085,891,7575,303,13390,392,203,89,547,32,1262,348,89,44,94,19,603,880,124,112,131,11,1268,6225,2621,1840,22553,800,34037,5012,2121,731,7511,367,15747,129,0,6,9,3,144,138,32,14,25,0,207,336,52,46,122,10,572,179,109,31,118,7,442,2707,328,273,125,158,3583,2787,924,662,185,111,4664,1659,333,213,675,50,2925,328,59,51,152,12,594,8767,3447,2575,18214,636,33632,568,156,62,290,25,1100,1667,149,130,47,25,2020,401,69,49,420,13,946,164,40,31,17,0,252,37,5,0,18,0,67,415,12,12,3,17,455,1356,379,254,944,42,2972,8935,1791,1432,3245,448,15853,1833,762,576,8301,33106,44577,83855,32477,24173,256661,43488,440658,2871,19805
5GPER,14146,74517,54369,351011,13274,507311,85,206,92,2623,194,3201,48997,990,1390,1344,1014,53737,8626,1736,737,2915,240,14256,17934,4866,2902,5598,550,31858,239999,61200,46536,202966,13522,564214,6123,161,804,61,219,7369,5315,618,531,1822,188,8481,16250,3820,2680,16483,877,40109,6109,1618,722,3221,261,11920,2548,432,204,382,52,3618,18136,1047,728,568,395,20875,39262,10285,6914,61383,2767,120612,42737,11728,4698,25016,1939,86122,2165,36,55,51,57,2364,1476,254,102,199,86,2119,5478,570,286,962,175,7469,1857,551,225,571,83,3280,7074,757,502,222,351,8904,10870,2958,1879,509,405,16621,10398,1187,820,1959,257,14621,2194,280,226,441,53,3202,49361,12527,8932,46073,2569,119469,6577,736,320,1060,151,8848,12236,772,621,183,220,14046,3730,443,321,1098,147,5735,3588,253,161,114,79,4186,1159,98,34,30,55,1370,10681,104,157,55,389,11378,8283,1341,931,2627,231,13410,91676,9862,7230,8615,3311,120693,14210,2743,2098,15075,89222,123348,603139,126833,89626,568660,123848,1512105,15448,77663
59799,8,7,10,65,3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,56,10,8,55,4,130,5,0,0,0,0,5,0,0,0,0,0,4,11,0,0,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,10,4,0,17,0,32,0,3,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,8,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,3,21,4,0,9,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,26,3,0,9,0,39,0,0,0,3,21,29,133,20,13,133,37,339,3,10
59499,28,230,180,1569,60,2067,0,0,0,30,3,35,77,6,4,8,8,99,9,3,0,4,0,19,81,21,11,12,0,125,929,198,169,902,42,2234,17,0,0,0,0,19,28,0,0,10,0,34,94,15,17,122,3,245,6,0,3,4,0,16,7,0,0,0,0,10,31,3,7,3,0,46,175,28,30,302,9,544,44,13,14,65,3,143,13,0,0,0,0,12,12,0,0,0,0,13,6,0,0,0,0,8,7,4,3,0,0,18,51,4,3,3,0,62,72,15,12,3,3,100,18,6,4,7,0,37,13,0,0,3,0,16,192,37,27,225,10,488,9,3,0,5,0,12,37,3,3,0,3,44,5,0,0,3,0,17,3,0,0,0,0,3,0,0,0,0,0,0,7,3,0,0,0,12,35,3,0,12,0,57,258,46,17,49,9,382,43,12,3,64,649,777,1933,393,287,2608,762,5986,31,227
4RSAU,1177,9897,7387,139941,3894,162292,13,61,31,4306,122,4530,635,38,44,311,34,1062,699,122,42,185,27,1077,3093,864,566,1225,113,5866,22937,8991,7328,87853,3135,130248,712,15,183,16,21,949,385,76,63,666,16,1205,3666,1724,1100,30525,697,37710,1717,314,89,847,71,3038,411,110,23,122,8,680,593,51,32,81,23,772,2661,1245,830,19411,539,24683,2946,947,336,2923,182,7325,102,3,7,11,9,131,85,32,8,120,8,242,34,3,5,13,0,58,241,116,35,182,19,587,519,134,52,71,36,808,583,301,186,117,28,1218,855,205,88,698,34,1872,202,40,32,102,17,387,4895,1854,1429,17950,539,26667,466,107,23,99,15,710,350,42,32,36,0,463,320,66,23,192,15,610,71,16,5,26,3,126,193,31,13,22,4,262,139,23,6,3,15,183,732,195,124,844,35,1935,4347,1014,544,2344,219,8464,961,421,359,8033,16243,26015,48722,17847,12855,251210,24129,354758,1155,9580
4GADE,7276,44762,32166,324773,10073,419040,55,148,86,2004,138,2435,21795,514,528,872,539,24246,4693,605,266,767,136,6469,11006,3258,1956,3624,354,20190,122890,39590,30953,207185,9709,410330,5292,159,748,67,210,6481,2016,445,282,2133,88,4970,17378,5945,3708,49089,1491,77611,21525,3360,1358,7208,728,34182,3238,591,205,625,86,4749,7409,359,250,224,185,8429,17063,6198,4031,54511,1730,83523,44965,9171,3351,20291,1817,79586,1715,26,39,114,40,1935,2630,575,224,713,156,4298,935,116,71,207,39,1368,3042,789,445,1283,132,5685,1027,341,173,183,55,1779,2704,1039,702,252,108,4804,11171,1414,695,2575,284,16133,3509,353,230,531,81,4703,24177,7918,5936,44194,1599,83826,5846,635,256,530,154,7425,2432,198,224,94,50,2989,2083,254,180,560,105,3179,1494,123,82,79,22,1805,499,74,14,27,9,629,11273,300,165,97,458,12300,4046,878,628,2632,89,8281,47253,5936,3636,8199,1890,66914,8650,1660,1219,15410,46506,73440,369512,84578,57617,572812,72444,1156957,7576,43484
49799,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,6,0,0
49499,19,89,57,708,31,910,0,0,0,22,0,20,50,0,0,4,0,58,3,3,0,0,0,11,30,5,3,7,0,49,302,65,62,434,30,896,12,0,0,5,0,15,8,0,0,4,0,10,48,9,10,123,3,191,15,4,3,3,0,22,3,0,0,4,0,10,25,0,0,3,0,32,52,10,10,137,5,221,38,9,10,39,0,98,14,0,0,0,0,14,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,8,14,0,0,3,0,14,29,5,0,0,0,35,17,0,0,3,0,19,3,0,0,5,0,10,65,17,4,94,3,183,6,0,0,0,0,10,6,0,3,0,0,7,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,5,6,0,0,0,0,9,11,4,4,3,0,23,113,21,14,30,13,191,10,4,0,44,211,272,773,154,119,1285,286,2618,21,100
3RQLD,9979,67411,51475,716133,21583,866580,79,414,159,22047,724,23417,11531,926,965,5658,456,19536,3092,512,163,652,105,4527,15553,4436,2789,6667,499,29949,152770,55892,42276,457758,17501,726202,8539,224,2103,275,356,11492,4833,871,647,4031,219,10602,21001,7545,5137,94169,2424,130278,3668,1439,476,3380,237,9200,3031,633,167,578,78,4484,5109,400,290,625,124,6552,25005,11620,7819,159180,4312,207927,19060,7413,2691,27706,1262,58133,2807,14,48,54,87,3016,845,311,133,851,49,2189,421,88,21,110,27,672,3787,1339,714,3544,181,9568,9850,1397,1063,799,508,13627,15818,3977,2984,1116,544,24446,4783,949,540,2479,164,8910,2203,479,277,1221,94,4272,34900,14001,9875,115293,3342,177423,2635,499,159,547,83,3925,5485,452,368,243,65,6612,3333,580,355,2255,163,6682,1127,149,88,199,19,1582,848,97,46,49,27,1071,1059,48,59,19,39,1225,4194,1247,779,4958,208,11381,54081,10256,7797,33296,3091,108534,8629,2862,2527,43042,123734,180792,361976,122559,89216,1295832,169547,2039128,10996,69985
3GBRI,12242,75051,53694,564014,16527,721529,108,295,127,3657,184,4371,43814,1426,1637,3672,897,51434,3825,635,248,583,92,5378,16282,5344,3072,6517,514,31728,162989,61182,43770,366644,14602,649180,11416,329,2050,188,465,14450,5103,1011,645,3757,173,10684,19101,7764,4762,76155,1890,109674,7688,2358,819,5224,307,16384,3525,693,269,704,92,5282,16966,837,608,590,441,19446,29881,13856,8948,148093,3834,204616,17481,6420,2228,18230,980,45332,4985,26,76,101,114,5310,1853,497,167,1083,105,3702,923,86,47,74,26,1148,2236,848,451,1574,112,5220,13381,1546,1156,588,658,17333,16391,4216,3135,996,577,25319,7535,1340,793,2866,186,12713,3624,652,369,1340,107,6083,38709,15167,10588,100506,2881,167844,4833,568,209,477,138,6225,7543,624,472,263,118,9012,5309,590,402,1610,204,8119,3888,279,194,153,76,4590,951,135,32,45,32,1197,13570,196,225,84,490,14555,4822,1289,851,4928,172,12063,85632,11564,8386,17864,3267,126710,12738,2920,2400,28540,95173,141776,483852,133298,92674,1008319,134349,1852501,13908,78219
39799,0,0,0,23,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,19,4,0,8,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,12,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,0,0,0,0,5,6,35,3,3,40,10,99,3,11
39499,59,418,282,3647,155,4556,0,6,0,77,10,98,120,4,8,25,6,168,23,5,0,4,0,31,147,34,18,37,0,230,1461,353,257,2425,101,4602,56,0,10,0,0,65,47,4,3,34,0,86,194,42,24,418,7,693,10,12,0,4,0,24,17,0,0,6,0,28,42,3,0,0,5,51,299,75,45,828,25,1280,91,35,13,100,10,243,36,0,0,0,0,36,14,0,0,8,0,22,0,0,0,0,0,0,14,8,0,5,0,24,101,6,10,3,0,119,151,19,20,7,3,204,37,7,3,11,0,58,28,3,3,8,0,40,371,107,69,630,15,1187,12,4,0,0,0,25,33,5,0,0,0,44,24,3,4,12,0,40,8,0,0,0,0,8,4,5,0,0,0,10,18,0,0,0,0,24,46,8,3,34,0,93,470,68,44,150,35,770,74,20,21,182,1421,1713,3271,754,510,6538,1737,12806,59,339
2RVIC,4060,37677,26087,504856,13723,586409,28,82,36,1705,108,1962,4081,343,292,2450,182,7346,4443,657,269,791,139,6300,13761,4520,2636,7549,520,28982,56540,31973,23025,334598,11696,457832,2716,59,728,65,120,3687,1148,308,197,2641,114,4414,11217,3652,2238,37555,1134,55799,3711,891,302,1965,212,7091,1988,409,150,594,51,3193,2332,258,116,227,61,3000,10031,7119,4249,120634,3105,145133,18072,4964,1650,19233,1050,44965,286,8,8,20,3,323,416,123,43,309,28,916,1586,193,54,256,56,2146,3054,939,390,1473,119,5981,1394,332,265,274,86,2346,3022,1399,979,522,120,6039,4239,766,385,1662,131,7183,1103,185,117,425,51,1879,14608,8649,5889,88992,2197,120334,2789,384,171,416,71,3834,1158,218,153,159,20,1708,1158,259,194,996,56,2669,780,155,77,110,22,1154,1688,170,52,58,66,2039,735,30,46,26,40,874,1943,698,382,3226,96,6345,20786,4472,2829,9227,1072,38391,4346,1708,1218,31512,51497,90284,171657,69712,46078,910815,80689,1278965,4117,37045
2GMEL,30078,123439,83605,838266,26374,1101768,200,174,68,1723,104,2265,168323,2760,3317,4685,3718,182802,25627,2632,1075,2623,670,32622,32893,9859,5641,12309,1059,61767,225282,92651,65867,528597,23517,935920,28317,398,2259,221,1076,32270,10356,1572,1049,5889,440,19307,40657,10976,6631,50897,2243,111409,105479,12490,5176,22867,3715,149726,13544,1904,899,1859,298,18511,62528,1797,1274,677,1291,67569,46216,22308,13777,216819,6370,305503,155507,28868,11261,61273,6523,263441,6192,34,107,88,146,6566,26187,3139,1145,1983,1343,33799,28530,2397,922,2475,947,35274,37604,6640,3605,9924,1423,59188,9207,915,756,451,555,11888,14422,4140,3084,1155,444,23244,32275,3989,2416,5495,688,44864,14054,1235,785,1780,347,18201,54139,22569,16319,145790,4396,243219,21520,1703,765,1209,528,25730,11639,1159,853,390,211,14253,12005,1008,718,2042,498,16275,32172,1547,1057,648,771,36195,25168,1781,787,657,1057,29444,59013,418,606,357,2308,62708,6649,1898,1231,6528,249,16555,249653,22611,14936,24039,9243,320484,49674,6317,4587,43417,191356,295364,1461381,245539,158058,1506885,275147,3647019,32253,124343
29799,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,19,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,13,0,0,25,6,51,0,3
29499,63,236,182,1573,73,2125,0,0,0,10,0,18,198,3,3,11,0,215,26,5,4,0,0,37,71,28,16,35,6,154,536,220,137,1056,53,2001,12,0,0,0,0,12,19,0,0,8,0,30,95,22,25,124,4,270,49,10,5,18,5,94,20,0,0,5,0,28,115,0,0,0,4,122,110,44,27,403,17,603,84,20,12,67,10,194,14,0,0,0,0,14,34,0,0,0,0,33,19,0,0,3,0,20,24,11,3,8,0,41,28,4,0,0,0,33,55,15,7,3,0,82,34,4,7,8,3,64,20,0,5,3,0,25,136,60,34,300,16,546,25,5,0,0,0,37,24,0,3,0,0,29,8,0,0,3,0,18,48,0,0,0,0,48,29,0,0,0,0,34,59,0,0,0,0,59,12,3,0,6,0,24,432,50,35,63,32,612,61,8,7,90,557,715,2047,446,311,2851,744,6394,48,233
1RNSW,8373,76997,54217,990617,29221,1159419,69,355,137,12853,563,13978,9908,774,719,4019,387,15802,4569,821,278,951,155,6779,14504,4730,2896,7670,484,30280,116714,64972,46277,633414,23126,884513,5519,196,1690,168,274,7849,2910,806,518,5325,191,9749,19600,6586,4124,62337,1993,94636,6510,1856,564,4111,350,13393,3036,714,226,844,95,4916,5230,496,415,601,164,6906,18859,12729,8058,208048,5466,253162,22902,7083,2348,23427,1272,57037,938,31,62,123,39,1188,2265,632,270,1398,167,4729,9737,887,295,1004,298,12223,4608,1422,750,2717,246,9740,3702,1107,733,962,231,6735,6580,3214,2383,1438,331,13937,7376,1465,793,2970,210,12808,2191,465,316,1041,72,4076,29697,16836,11837,145520,3975,207861,5153,697,245,685,170,6944,2501,455,363,288,52,3656,3949,601,400,2074,193,7222,1143,162,79,133,48,1564,1733,191,61,65,87,2135,1638,76,56,30,54,1851,4742,1842,1061,6859,251,14764,43893,10432,6652,17427,1967,80367,7754,3188,2374,56939,103973,174222,321447,136468,92581,1707382,161894,2419769,8030,74202
1GSYD,43687,140250,94623,903709,30603,1212874,318,478,168,5066,342,6373,269882,4252,5436,6445,6323,292337,25927,2640,1183,3417,763,33930,22992,7029,3910,7869,673,42476,264560,102807,69362,550583,26289,1013597,60572,850,3591,374,2168,67562,12882,2013,1355,6361,434,23044,38336,9487,5819,45897,2046,101581,72783,10024,4156,19725,2737,109432,13625,2046,861,1821,276,18625,86699,1821,1393,760,1985,92659,57303,24395,14956,221372,6876,324896,97847,21592,8101,41980,4257,173770,36469,159,433,227,925,38206,97451,11897,4499,9173,4897,127913,18258,1424,567,1230,589,22066,29964,6501,3254,10900,1135,51752,18210,1804,1198,746,1027,22988,20875,5784,4212,1856,787,33516,24306,2976,1825,4057,586,33750,16229,1466,984,2189,428,21301,58596,24276,16340,137473,4337,241029,23189,1771,731,1421,618,27733,18856,1629,1123,462,396,22457,23759,1468,1134,2066,809,29232,18178,562,380,205,415,19745,17811,1161,569,417,665,20635,60311,339,642,357,2306,63960,8179,2372,1419,7234,308,19517,360643,28643,19242,24377,12646,445552,59577,6777,5029,42757,262037,376177,1764776,267552,171787,1555472,359607,4119190,45233,138654
19799,0,3,0,12,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,3,15,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,3,23,5,50,6,0
