GCCSA_CODE_2016,C06_CF_BPT_1000_1499,C06_CF_BPT_1500_1999,C06_CF_BPT_2000_2499,C06_CF_BPT_2500_2999,C06_CF_BPT_3000_3999,C06_CF_BPT_4000m,C06_CF_BPT_Ns,C06_CF_BPT_T,C06_CF_1F1P_N,C06_CF_1F1P_1_149,C06_CF_1F1P_150_299,C06_CF_1F1P_300_399,C06_CF_1F1P_400_499,C06_CF_1F1P_500_649,C06_CF_1F1P_650_799,C06_CF_1F1P_800_999,C06_CF_1F1P_1000_1499,C06_CF_1F1P_1500_1999,C06_CF_1F1P_2000_2499,C06_CF_1F1P_2500_2999,C06_CF_1F1P_3000_3999,C06_CF_1F1P_4000m,C06_CF_1F1P_Ns,C06_CF_1F1P_T,C06_CF_1E1A_N,C06_CF_1E1A_1_149,C06_CF_1E1A_150_299,C06_CF_1E1A_300_399,C06_CF_1E1A_400_499,C06_CF_1E1A_500_649,C06_CF_1E1A_650_799,C06_CF_1E1A_800_999,C06_CF_1E1A_1000_1499,C06_CF_1E1A_1500_1999,C06_CF_1E1A_2000_2499,C06_CF_1E1A_2500_2999,C06_CF_1E1A_3000_3999,C06_CF_1E1A_4000_mr,C06_CF_1E1A_Ns,C06_CF_1E1A_T,C06_CF_1F1NW_N,C06_CF_1F1NW_1_149,C06_CF_1F1NW_150_299,C06_CF_1F1NW_300_399,C06_CF_1F1NW_400_499,C06_CF_1F1NW_500_649,C06_CF_1F1NW_650_799,C06_CF_1F1NW_800_999,C06_CF_1F1NW_1000_1499,C06_CF_1F1NW_1500_1999,C06_CF_1F1NW_2000_2499,C06_CF_1F1NW_2500_2999,C06_CF_1F1NW_3000_3999,C06_CF_1F1NW_4000mo,C06_CF_1F1NW_Ns,C06_CF_1F1NW_Tot,C06_CF_1P1NW_N,C06_CF_1P1NW_1_149,C06_CF_1P1NW_150_299,C06_CF_1P1NW_300_399,C06_CF_1P1NW_400_499,C06_CF_1P1NW_500_649,C06_CF_1P1NW_650_799,C06_CF_1P1NW_800_999,C06_CF_1P1NW_1000_1499,C06_CF_1P1NW_1500_1999,C06_CF_1P1NW_2000_2499,C06_CF_1P1NW_2500_2999,C06_CF_1P1NW_3000_3999,C06_CF_1P1NW_4000_mr,C06_CF_1P1NW_Ns,C06_CF_1P1NW_T,C06_CF_1A1NW_N,C06_CF_1A1NW_1_149,C06_CF_1A1NW_150_299,C06_CF_1A1NW_300_399,C06_CF_1A1NW_400_499,C06_CF_1A1NW_500_649,C06_CF_1A1NW_650_799,C06_CF_1A1NW_800_999,C06_CF_1A1NW_1000_1499,C06_CF_1A1NW_1500_1999,C06_CF_1A1NW_2000_2499,C06_CF_1A1NW_2500_2999,C06_CF_1A1NW_3000_3999,C06_CF_1A1NW_4000m,C06_CF_1A1NW_Ns,C06_CF_1A1NW_T,C06_CF_BA_N,C06_CF_BA_1_149,C06_CF_BA_150_299,C06_CF_BA_300_399,C06_CF_BA_400_499,C06_CF_BA_500_649,C06_CF_BA_650_799,C06_CF_BA_800_999,C06_CF_BA_1000_1499,C06_CF_BA_1500_1999,C06_CF_BA_2000_2499,C06_CF_BA_2500_2999,C06_CF_BA_3000_3999,C06_CF_BA_4000_more,C06_CF_BA_Ns,C06_fc_BA_Tot,C06_CF_BNW_N,C06_CF_BNW_1_149,C06_CF_BNW_150_299,C06_CF_BNW_300_399,C06_CF_BNW_400_499,C06_CF_BNW_500_649,C06_CF_BNW_650_799,C06_CF_BNW_800_999,C06_CF_BNW_1000_1499,C06_CF_BNW_1500_1999,C06_CF_BNW_2000_2499,C06_CF_BNW_2500_2999,C06_CF_BNW_3000_3999,C06_CF_BNW_4000_more,C06_CF_BNW_Ns,C06_CF_BNW_Tot,C06_CF_LFns_N,C06_CF_LFns_1_149,C06_CF_LFns_150_299,C06_CF_LFns_300_399,C06_CF_LFns_400_499,C06_CF_LFns_500_649,C06_CF_LFns_650_799,C06_CF_LFns_800_999,C06_CF_LFns_1000_1499,C06_CF_LFns_1500_1999,C06_CF_LFns_2000_2499,C06_CF_LFns_2500_2999,C06_CF_LFns_3000_3999,C06_CF_LFns_4000_more,C06_CF_LFns_Ns,C06_CF_LFns_Tot,C06_CF_Tot_N,C06_CF_Tot_1_149,C06_CF_Tot_150_299,C06_CF_Tot_300_399,C06_CF_Tot_400_499,C06_CF_Tot_500_649,C06_CF_Tot_650_799,C06_CF_Tot_800_999,C06_CF_Tot_1000_1499,C06_CF_Tot_1500_1999,C06_CF_Tot_2000_2499,C06_CF_Tot_2500_2999,C06_CF_Tot_3000_3999,C06_CF_Tot_4000_more,C06_CF_TFI_Ns,C06_CF_T_T,C06_1PF_F_N,C06_1PF_F_1_149,C06_1PF_F_150_299,C06_1PF_F_300_399,C06_1PF_F_400_499,C06_1PF_F_500_649,C06_1PF_F_650_799,C06_1PF_F_800_999,C06_1PF_F_1000_1499,C06_1PF_F_1500_1999,C06_1PF_F_2000_2499,C06_1PF_F_2500_2999,C06_1PF_F_3000_3999,C06_1PF_F_4000_more,C06_1PF_F_Ns,C06_1PF_F_T,C06_1PF_P_N,C06_1PF_P_1_149,C06_1PF_P_150_299,C06_1PF_P_300_399,C06_1PF_P_400_499,C06_1PF_P_500_649,C06_1PF_P_650_799,C06_1PF_P_800_999,C06_1PF_P_1000_1499,C06_1PF_P_1500_1999,C06_1PF_P_2000_2499,C06_1PF_P_2500_2999,C06_1PF_P_3000_3999,C06_1PF_P_4000_more,C06_1PF_P_Ns,C06_1PF_P_T,C06_1PF_A_N,C06_1PF_A_1_149,C06_1PF_A_150_299,C06_1PF_A_300_399,C06_1PF_A_400_499,C06_1PF_A_500_649,C06_1PF_A_650_799,C06_1PF_A_800_999,C06_1PF_A_1000_1499,C06_1PF_A_1500_1999,C06_1PF_A_2000_2499,C06_1PF_A_2500_2999,C06_1PF_A_3000_3999,C06_1PF_A_4000_more,C06_1PF_A_Ns,C06_1PF_A_T
6RTAS,410,153,47,29,15,9,114,1191,12,25,14,15,25,215,277,658,3406,1916,808,326,270,81,825,8878,4,0,5,5,3,35,71,122,442,268,165,71,40,7,161,1396,17,20,17,53,35,404,814,1207,2293,579,161,204,57,30,527,6413,0,15,25,55,101,376,261,269,353,81,23,16,13,3,176,1748,0,3,7,14,23,74,69,135,206,59,14,8,4,0,108,727,0,0,3,0,3,9,8,16,92,69,33,16,9,0,64,333,15,45,71,53,553,768,344,374,432,133,34,11,8,7,410,3254,0,0,4,0,3,22,17,22,52,15,3,3,3,3,1674,1816,55,136,160,216,797,2136,2009,3089,8889,4412,2137,1099,657,224,4756,30764,11,12,21,82,8,315,377,348,706,161,39,35,8,0,330,2451,8,13,101,504,38,936,357,215,239,36,5,6,0,0,277,2742,0,3,14,38,11,87,30,35,38,8,3,4,0,0,61,334
6GHOB,330,170,78,37,34,12,84,962,5,4,3,10,6,78,125,362,2199,1790,926,433,424,112,630,7121,0,0,0,3,3,33,26,62,281,253,179,73,75,18,122,1134,8,15,10,14,18,167,386,606,1427,467,156,220,68,26,328,3922,10,9,18,27,37,231,160,171,291,91,29,16,8,5,124,1205,0,3,3,0,12,42,40,64,115,38,10,8,3,3,64,400,0,0,0,0,3,8,7,7,72,48,46,27,11,3,53,295,15,25,44,33,236,397,225,232,337,136,42,16,11,8,271,2038,0,0,0,4,0,7,10,11,35,12,3,4,7,0,1194,1291,53,64,89,97,341,1079,1040,1646,5776,3852,2354,1378,998,336,3402,22520,6,9,14,42,9,219,330,361,808,230,85,63,17,0,349,2538,3,22,62,333,21,786,384,213,281,55,8,11,3,3,248,2435,0,0,7,27,0,47,34,25,40,15,3,4,0,0,47,261
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5RWAU,492,214,117,58,48,28,213,1891,42,35,42,36,77,333,330,777,4226,2983,1701,1059,771,206,1277,13899,5,13,3,4,16,61,73,106,531,454,302,204,120,47,314,2260,35,32,30,58,48,445,850,1296,3616,1618,375,1218,195,55,852,10740,9,20,33,58,157,380,255,263,440,155,37,53,10,8,204,2084,5,12,7,7,20,92,103,140,362,189,27,96,24,4,191,1278,3,14,8,4,22,29,19,39,180,121,98,57,33,27,167,813,36,71,78,69,388,555,243,292,421,167,50,33,10,10,373,2799,8,3,3,4,8,22,13,22,60,38,10,24,4,3,4143,4364,241,272,257,296,929,2342,2104,3347,11922,7538,4278,3815,2128,722,9086,49280,22,16,39,104,7,418,510,447,994,351,132,125,56,13,519,3754,5,47,222,609,59,1218,497,327,345,87,16,14,9,0,397,3855,0,11,29,56,7,114,48,50,90,24,5,13,4,0,112,564
5GPER,1618,1044,592,345,310,128,597,5867,62,65,34,53,69,504,651,1751,13078,12341,7554,5361,5389,1511,4342,52762,9,19,11,13,23,96,165,286,1695,1645,1225,921,779,258,989,8142,100,113,69,160,85,1255,2675,4322,13420,6074,1811,6173,1525,583,3522,41882,26,58,123,220,228,1088,711,873,1769,722,324,335,173,66,795,7508,12,15,28,50,27,212,269,438,1180,493,164,458,97,42,582,4067,15,11,0,6,8,36,38,77,468,409,325,245,232,97,456,2424,304,242,282,285,1196,1590,857,1232,2270,1153,462,263,148,96,1694,12064,16,13,11,18,24,62,65,91,215,127,61,67,32,20,14743,15540,640,587,626,869,1761,5380,5811,9846,39873,29797,18731,18571,12820,4717,31437,181458,43,51,65,207,27,1247,1981,2144,5371,2293,847,832,249,44,2303,17701,24,165,518,1788,128,4265,2273,1515,2050,543,150,129,48,5,1423,15041,22,25,57,157,11,315,200,175,362,139,59,59,25,3,316,1910
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RSAU,462,165,87,34,28,14,159,1528,59,41,41,40,62,370,388,931,4573,2464,1099,466,304,104,997,11933,4,5,3,14,19,75,60,118,635,348,146,85,52,10,182,1765,33,35,39,67,62,506,880,1138,2418,715,158,272,68,19,555,6977,3,20,49,61,122,385,254,266,369,104,30,9,6,4,161,1847,5,5,8,7,20,70,94,98,199,70,14,17,6,4,96,721,3,10,0,3,13,26,22,28,156,93,61,18,15,12,104,568,43,64,93,76,488,690,325,354,445,129,39,17,11,4,346,3126,3,3,3,7,14,32,23,24,49,15,3,9,0,3,2369,2556,238,240,295,314,939,2565,2280,3357,11082,5809,2817,1479,847,322,5900,38490,17,20,28,99,17,396,445,377,722,187,47,49,19,3,354,2781,3,36,178,540,47,1118,438,233,268,36,11,7,5,0,259,3173,0,6,18,59,6,92,49,37,61,18,3,4,0,0,64,412
4GADE,1481,780,402,176,170,81,456,4718,39,56,41,58,64,481,691,1815,12515,10174,5642,2956,2970,734,3289,41529,12,9,7,18,9,110,139,258,1722,1423,836,544,421,115,618,6242,60,70,52,122,93,1122,2376,3613,8864,3303,1095,2148,628,211,2179,25946,13,66,110,188,279,1069,788,840,1388,531,204,146,88,38,618,6371,9,13,21,39,39,184,228,297,717,255,93,109,28,8,333,2373,3,8,3,5,7,40,30,51,370,336,223,125,109,34,264,1607,253,239,310,246,1502,1927,1051,1469,2394,1096,328,162,103,62,1540,12679,14,6,12,11,23,76,74,88,172,79,40,34,8,10,6967,7615,449,529,614,737,2155,5592,5723,9127,33593,23354,14046,9610,7044,2410,18937,133917,30,38,67,178,25,1137,1826,1823,4274,1542,530,439,133,12,1821,13877,24,96,390,1435,121,3697,1897,1141,1577,358,87,67,24,0,1175,12098,16,17,42,133,20,303,193,145,265,96,29,17,10,0,248,1545
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3RQLD,2566,1191,581,278,223,130,699,7972,123,154,90,136,188,1225,1456,3458,20399,14062,6964,3791,3188,848,4855,60940,20,21,21,26,32,244,282,522,2547,1911,1205,717,464,136,1065,9212,127,128,154,261,191,2316,4367,6594,16435,6241,1447,3631,765,251,3688,46599,37,77,192,336,448,1851,1304,1477,2407,733,211,256,76,50,1032,10479,16,32,28,48,57,302,422,563,1257,495,124,271,49,28,699,4388,17,23,14,6,29,86,57,126,626,444,288,179,136,44,604,2684,331,328,428,398,1895,3178,1601,2118,2966,1127,355,184,104,102,2219,17341,18,4,21,19,44,137,126,135,346,134,60,73,24,17,17818,18975,954,955,1086,1404,3262,10721,10523,16773,59555,36703,19810,13821,8488,3023,37814,224891,97,87,149,545,61,2789,3631,2968,6004,1794,622,544,193,47,2555,22088,55,227,776,2800,188,6752,2994,1802,2160,435,102,83,35,12,1794,20219,24,38,111,287,30,575,303,220,407,125,32,33,14,6,463,2654
3GBRI,1961,1244,686,332,326,125,582,6663,69,93,52,74,79,594,913,2382,17134,15099,8849,5581,5746,1518,4483,62669,21,15,8,19,21,141,183,389,2336,2219,1649,1014,850,237,1010,10107,92,104,97,184,114,1592,3620,5859,16443,6759,1990,5434,1423,482,3774,47969,27,61,131,268,266,1295,952,1122,2281,834,312,306,167,59,840,8922,12,18,29,27,29,236,336,502,1221,469,175,286,90,26,641,4103,13,9,6,7,13,48,36,83,531,474,357,233,174,93,445,2528,339,298,390,332,1564,2433,1429,1830,3325,1626,580,267,194,123,2081,16821,12,12,11,20,20,100,89,141,272,143,61,57,26,18,12853,13838,716,721,796,1010,2284,7197,8054,13403,53536,39267,24307,19720,14405,5155,31273,221848,63,86,92,350,37,2093,3290,3273,7259,2809,1002,833,252,36,2583,24052,36,134,501,1896,134,4971,2711,1611,2387,627,166,127,47,8,1383,16738,19,37,69,189,18,420,300,219,470,165,55,33,12,0,410,2418
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RVIC,1630,753,270,125,115,44,506,5027,78,108,83,110,188,1136,1389,3061,16187,10135,4567,2190,1722,413,4337,45714,21,16,19,33,44,190,237,434,1926,1365,752,358,231,53,861,6548,82,95,114,180,133,1638,3200,4584,10271,3268,874,1530,376,111,2446,28902,23,56,116,182,322,1211,889,919,1407,403,126,99,33,17,669,6475,14,8,27,32,54,245,280,367,854,268,84,94,23,7,428,2769,15,10,6,8,24,81,49,96,467,328,169,110,74,23,411,1871,129,226,301,255,1452,2318,1142,1413,1898,658,171,98,55,42,1516,11665,5,14,19,19,33,99,84,108,209,87,31,26,15,6,7401,8151,541,667,800,937,2557,8122,7969,12181,40880,23026,11521,6931,4264,1365,22168,143941,44,54,105,326,47,1401,1793,1625,3114,869,242,223,64,11,1659,11567,27,108,507,2012,141,4259,1892,1114,1245,227,49,36,3,5,1282,12920,15,20,67,175,26,356,185,148,236,71,17,22,3,3,285,1623
2GMEL,4027,2305,1284,686,695,302,1484,14158,200,203,150,227,247,1659,2084,5132,33316,28539,17318,12277,13510,3365,11500,129730,47,31,22,49,54,383,387,754,4314,3986,2906,2021,1885,636,2374,19833,266,320,340,665,369,4877,8375,11857,30838,13724,4412,13530,3486,1230,9325,103625,74,260,533,879,906,3425,2152,2254,4286,2001,806,847,476,181,2426,21497,55,71,117,136,148,671,783,925,2210,932,325,601,209,72,1584,8838,53,18,12,17,36,113,91,198,1068,925,704,415,441,178,1117,5387,1031,1151,1336,1027,4751,5627,3048,4819,8866,4761,1935,953,578,309,6424,46625,59,55,48,66,87,255,252,318,711,371,160,171,85,42,22740,25415,2107,2327,2721,3265,7064,18712,18319,28488,103234,74060,46061,42372,32410,12183,69252,462578,124,139,173,539,89,2984,4473,4707,11850,4928,1900,1919,670,80,5254,39821,79,384,1140,3477,331,8127,4512,2868,4395,1287,399,311,104,28,3315,30753,33,46,135,320,34,648,402,375,798,311,134,89,28,7,736,4099
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1RNSW,3210,1509,741,403,273,98,1062,10343,143,157,135,189,246,1587,1984,4608,25459,17882,9193,4917,4107,936,7034,78573,35,40,37,39,56,334,352,651,3339,2528,1625,963,664,162,1418,12239,127,124,184,313,233,2743,5064,7247,17309,6808,1828,3520,906,256,4628,51281,35,102,227,424,676,2586,1740,1881,2895,947,328,232,108,46,1421,13660,22,36,40,64,96,468,517,708,1395,548,145,240,59,20,732,5090,27,9,19,16,37,110,69,165,774,584,361,228,180,55,621,3253,282,446,696,605,3279,5336,2535,3140,4132,1585,477,212,114,71,3314,26220,24,17,31,31,58,166,128,175,349,170,67,52,27,17,15340,16664,973,1161,1552,1888,5193,15272,13490,20806,69394,43185,23623,16414,10652,3207,42056,268868,94,110,180,557,73,2624,3485,3175,6721,2115,590,517,156,27,3005,23436,43,237,954,3838,292,7974,3549,1916,2516,501,120,101,30,4,2434,24494,17,36,120,315,32,596,331,251,449,120,39,27,15,4,525,2872
1GSYD,4134,2672,1691,1079,1119,552,1737,16374,226,220,143,188,205,1432,1768,4221,27914,26985,18715,15234,18666,5644,11285,132839,74,45,31,47,47,317,364,677,4058,3806,3407,2784,2973,1286,2385,22317,309,344,384,915,504,5386,8633,11341,30339,14684,5196,18723,5017,2158,9869,113802,114,297,657,1166,983,4226,2563,2636,4920,2420,1169,1196,787,381,2850,26367,88,82,142,208,169,873,864,999,2323,1023,410,878,288,117,1793,10262,44,19,16,19,39,162,98,183,1064,984,781,604,643,334,1263,6261,1340,1300,1578,1333,5324,6365,3605,4954,9463,5764,2629,1559,1078,610,7405,54299,68,57,75,72,150,387,289,318,770,379,212,209,106,65,27948,31101,2640,2634,3193,4162,7899,21022,19244,27566,99989,77199,53837,57169,47316,21786,78166,523813,161,142,184,587,95,3258,4773,5138,13176,6187,2732,2935,1030,205,5712,46313,96,364,1058,3351,284,7566,4315,2771,4853,1674,644,473,196,41,3151,30845,57,64,137,358,41,669,403,407,869,388,167,151,72,16,847,4641
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
