GCCSA_CODE_2016,C16_SH_Tot_NPGH_6_mor,C16_SH_T_T,C16_SDRTHT_0b_NPGH_2,C16_SDRTHT_0b_NPGH_3,C16_SDRTHT_0b_NPGH_4,C16_SDRTHT_0b_NPGH_5,C16_SDRTHT_0b_NPGH_6_mor,C16_SDRTHT_0bTotal,C16_SDRTHT_1b_NPGH_2,C16_SDRTHT_1b_NPGH_3,C16_SDRTHT_1b_NPGH_4,C16_SDRTHT_1b_NPGH_5,C16_SDRTHT_1b_NPGH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPGH_2,C16_SDRTHT_2b_NPGH_3,C16_SDRTHT_2b_NPGH_4,C16_SDRTHT_2b_NPGH_5,C16_SDRTHT_2b_NPGH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPGH_2,C16_SDRTHT_3b_NPGH_3,C16_SDRTHT_3b_NPGH_4,C16_SDRTHT_3b_NPGH_5,C16_SDRTHT_3b_NPGH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPGH_2,C16_SDRTHT_4mb_NPGH_3,C16_SDRTHT_4mb_NPGH_4,C16_SDRTHT_4mb_NPGH_5,C16_SDRTHT_4mb_NPGH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPGH_2,C16_SDRTHT_NB_NS_NPGH_3,C16_SDRTHT_NB_NS_NPGH_4,C16_SDRTHT_NB_NS_NPGH_5,C16_SDRTHT_NB_NS_NPGH_6_mor,C16_SDRTHT_NB_NS_T,C16_SDRTHT_Tot_NPGH_2,C16_SDRTHT_Tot_NPGH_3,C16_SDRTHT_Tot_NPGH_4,C16_SDRTHT_Tot_NPGH_5,C16_SDRTHT_Tot_NPGH_6_mor,C16_SDRTHT_T_T,C16_FUA_0b_NPGH_2,C16_FUA_0b_NPGH_3,C16_FUA_0b_NPGH_4,C16_FUA_0b_NPGH_5,C16_FUA_0b_NPGH_6_mor,C16_FUA_0bTotal,C16_FUA_1b_NPGH_2,C16_FUA_1b_NPGH_3,C16_FUA_1b_NPGH_4,C16_FUA_1b_NPGH_5,C16_FUA_1b_NPGH_6_mor,C16_FUA_1b_Tot,C16_FUA_2b_NPGH_2,C16_FUA_2b_NPGH_3,C16_FUA_2b_NPGH_4,C16_FUA_2b_NPGH_5,C16_FUA_2b_NPGH_6_mor,C16_FUA_2b_Tot,C16_FUA_3b_NPGH_2,C16_FUA_3b_NPGH_3,C16_FUA_3b_NPGH_4,C16_FUA_3b_NPGH_5,C16_FUA_3b_NPGH_6_mor,C16_FUA_3b_Tot,C16_FUA_4mb_NPGH_2,C16_FUA_4mb_NPGH_3,C16_FUA_4mb_NPGH_4,C16_FUA_4mb_NPGH_5,C16_FUA_4mb_NPGH_6_mor,C16_FUA_4mb_Tot,C16_FUA_NB_NS_NPGH_2,C16_FUA_NB_NS_NPGH_3,C16_FUA_NB_NS_NPGH_4,C16_FUA_NB_NS_NPGH_5,C16_FUA_NB_NS_NPGH_6_mor,C16_FUA_NB_NS_T,C16_FUA_Tot_NPGH_2,C16_FUA_Tot_NPGH_3,C16_FUA_Tot_NPGH_4,C16_FUA_Tot_NPGH_5,C16_FUA_Tot_NPGH_6_mor,C16_FUA_T_T,C16_OD_0b_NPGH_2,C16_OD_0b_NPGH_3,C16_OD_0b_NPGH_4,C16_OD_0b_NPGH_5,C16_OD_0b_NPGH_6_mor,C16_OD_0bTotal,C16_OD_1b_NPGH_2,C16_OD_1b_NPGH_3,C16_OD_1b_NPGH_4,C16_OD_1b_NPGH_5,C16_OD_1b_NPGH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPGH_2,C16_OD_2b_NPGH_3,C16_OD_2b_NPGH_4,C16_OD_2b_NPGH_5,C16_OD_2b_NPGH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPGH_2,C16_OD_3b_NPGH_3,C16_OD_3b_NPGH_4,C16_OD_3b_NPGH_5,C16_OD_3b_NPGH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPGH_2,C16_OD_4mb_NPGH_3,C16_OD_4mb_NPGH_4,C16_OD_4mb_NPGH_5,C16_OD_4mb_NPGH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPGH_2,C16_OD_NB_NS_NPGH_3,C16_OD_NB_NS_NPGH_4,C16_OD_NB_NS_NPGH_5,C16_OD_NB_NS_NPGH_6_mor,C16_OD_NB_NS_T,C16_OD_Tot_NPGH_2,C16_OD_Tot_NPGH_3,C16_OD_Tot_NPGH_4,C16_OD_Tot_NPGH_5,C16_OD_Tot_NPGH_6_mor,C16_OD_T_T,C16_DS_NS_NPGH_2,C16_DS_NS_NPGH_3,C16_DS_NS_NPGH_4,C16_DS_NS_NPGH_5,C16_DS_NS_NPGH_6_mor,C16_DS_NS_T,C16_Tot_NPGH_2,C16_Tot_NPGH_3,C16_Tot_NPGH_4,C16_Tot_NPGH_5,C16_Tot_NPGH_6_mor,C16_T_T
6RTAS,18,2614,0,0,0,0,0,0,13,0,0,0,0,13,154,8,3,0,0,160,35,23,0,3,0,69,8,3,3,6,0,21,14,0,0,0,0,10,222,34,7,9,0,273,0,0,0,0,0,0,21,0,0,0,0,26,90,10,0,0,0,104,8,8,0,0,0,21,3,3,0,0,0,6,6,0,0,0,0,6,139,24,3,4,0,169,6,0,0,0,0,7,3,0,0,0,0,3,14,0,0,0,0,16,9,7,0,0,0,10,4,0,0,0,0,7,3,0,0,0,0,3,33,7,4,0,0,40,16,3,0,0,0,26,2584,358,116,38,18,3120
6GHOB,44,2357,0,0,0,0,0,0,12,0,0,0,0,16,171,15,0,0,0,195,60,48,5,0,0,113,6,18,10,14,5,47,6,3,0,0,0,11,260,87,21,12,4,390,5,0,0,0,0,5,37,3,0,0,0,40,320,28,5,0,0,347,53,69,9,0,0,129,12,11,19,6,0,47,8,3,3,0,0,22,432,114,26,11,0,586,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,3,6,0,0,0,6,0,0,0,0,0,3,3,0,0,0,0,3,17,7,0,0,0,20,13,6,0,0,0,20,2337,660,249,77,45,3371
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5RWAU,46,4251,0,0,0,0,0,0,20,0,0,0,0,20,189,6,0,0,0,193,181,41,4,0,3,228,22,6,5,0,0,31,15,3,0,0,0,17,418,59,9,3,3,487,0,0,0,0,0,4,15,0,0,0,0,14,80,4,0,0,0,86,35,9,0,0,0,46,6,0,0,0,0,6,10,0,0,3,0,12,139,18,0,7,0,162,21,3,0,0,0,22,18,0,0,0,0,20,31,0,0,0,0,31,14,3,0,0,0,14,4,5,0,0,0,12,6,3,3,0,3,14,90,11,9,0,3,112,21,5,0,0,3,36,3977,736,222,67,52,5050
5GPER,330,17429,9,0,0,0,0,11,113,3,3,3,0,125,1396,96,13,0,3,1504,2456,1137,200,47,13,3856,276,183,228,97,59,845,152,49,21,11,9,249,4403,1475,461,157,88,6588,8,0,0,0,0,8,262,10,3,0,0,283,1949,233,43,9,7,2238,369,247,73,24,11,724,14,16,14,8,8,57,87,28,3,5,0,130,2695,538,142,42,29,3441,5,0,0,0,0,5,18,0,0,0,0,18,17,0,0,0,0,24,14,4,0,0,0,19,3,5,5,0,0,9,11,0,0,0,0,13,65,11,7,0,0,83,54,24,17,5,0,98,18768,5432,2186,815,450,27644
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RSAU,37,2856,3,0,0,0,0,3,4,0,0,0,0,3,88,5,0,0,0,91,202,20,4,5,0,232,20,0,0,0,6,30,19,0,0,0,0,20,332,33,12,3,6,379,0,0,0,0,0,0,9,0,0,0,0,6,68,0,8,0,0,74,17,5,0,0,0,22,0,0,0,0,0,0,4,0,0,0,0,4,91,11,8,0,0,106,5,0,0,0,0,5,9,0,0,0,0,9,24,0,0,0,0,24,10,0,0,0,0,13,3,0,0,0,0,3,8,0,0,0,0,3,44,5,0,0,0,50,17,4,0,0,0,19,2924,318,99,37,40,3418
4GADE,220,11635,5,3,0,0,0,9,72,6,3,0,0,83,1607,89,21,3,0,1718,1461,825,131,33,10,2456,88,78,116,37,13,329,127,37,19,0,0,181,3356,1036,289,76,30,4779,16,0,0,0,0,16,126,3,0,0,0,134,1852,205,48,8,5,2122,205,189,46,8,0,454,7,14,23,3,8,56,71,20,3,0,0,94,2285,427,124,24,12,2872,0,0,0,0,0,0,14,0,0,0,0,14,16,0,0,0,0,21,12,4,3,0,0,24,7,3,5,0,0,15,7,0,0,0,0,5,54,9,5,3,4,74,46,13,9,0,0,72,13706,3671,1367,436,258,19439
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3RQLD,200,22588,8,0,0,0,0,11,85,3,0,0,0,89,2081,120,23,6,3,2232,2027,673,96,15,15,2822,136,99,76,24,6,340,151,29,8,3,3,193,4485,928,211,47,26,5694,22,7,3,0,0,24,359,19,6,0,0,384,4305,426,111,23,9,4868,865,558,99,36,27,1585,49,47,38,12,9,156,219,42,14,10,4,295,5807,1106,273,80,49,7315,38,6,6,0,0,43,85,5,4,0,0,98,155,8,3,0,0,164,53,8,4,0,5,66,25,15,5,4,6,53,36,12,5,0,3,53,388,57,23,3,8,486,161,25,8,6,6,215,28159,5613,1745,486,289,36293
3GBRI,480,23393,9,0,5,0,0,11,59,4,0,0,0,64,1423,92,22,10,0,1549,2069,1328,250,49,32,3730,130,87,126,50,20,408,135,46,14,6,10,208,3825,1558,423,114,59,5974,39,3,0,0,4,48,525,31,4,3,0,563,6826,740,260,64,24,7912,937,1353,244,62,35,2638,60,75,117,30,26,305,238,82,27,13,12,365,8630,2291,649,168,101,11838,12,0,0,0,0,12,32,0,0,0,0,32,69,0,0,0,0,70,24,10,0,0,0,38,13,6,0,3,0,20,11,3,0,0,0,15,157,22,9,3,0,186,142,48,20,7,6,214,27892,8612,3282,1180,644,41605
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RVIC,209,13918,8,0,0,0,0,8,73,3,6,0,0,81,820,38,14,3,3,876,401,186,35,0,3,630,42,40,48,9,5,146,60,14,3,0,0,73,1397,290,102,14,15,1816,5,0,0,0,0,5,54,10,0,0,0,62,362,23,14,0,0,406,98,44,0,0,0,141,12,4,4,0,3,24,30,3,3,3,0,34,557,81,25,3,3,670,10,0,0,0,0,9,21,0,3,0,0,25,51,0,3,0,0,55,30,4,3,0,0,42,4,0,8,4,0,17,11,0,3,4,0,11,124,6,20,7,3,161,86,19,3,0,0,105,13004,2267,845,324,235,16673
2GMEL,1070,31848,19,6,7,6,0,44,225,23,8,3,3,261,5772,575,135,24,12,6520,3530,3583,718,139,72,8046,407,496,1020,418,176,2514,387,158,67,36,24,668,10346,4842,1958,633,284,18060,163,17,13,0,3,198,2126,145,45,10,4,2330,16406,2519,739,198,83,19950,1318,2258,437,128,67,4206,99,128,221,74,32,548,556,213,79,34,19,903,20669,5272,1535,440,213,28129,8,0,0,0,0,8,35,0,3,0,0,38,181,15,0,3,0,203,55,82,13,10,3,166,11,13,24,13,3,70,12,9,3,0,0,27,304,123,43,23,9,503,231,85,28,20,12,375,50885,16837,7022,2577,1592,78913
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1RNSW,237,22992,15,0,0,0,0,15,130,8,4,0,0,139,1800,84,5,0,4,1897,1273,535,107,11,3,1927,91,63,85,24,12,268,117,24,3,3,0,152,3421,714,200,40,17,4391,19,0,0,0,0,16,222,10,0,0,0,237,2348,188,25,4,3,2571,481,354,66,10,7,916,43,27,34,14,7,123,127,23,17,3,0,167,3227,610,146,33,21,4031,23,0,0,0,0,23,53,6,0,0,0,56,227,10,0,0,0,238,75,10,4,3,3,95,29,8,5,0,3,41,45,9,4,3,0,65,443,46,10,7,6,513,230,32,9,5,10,285,25395,4523,1517,491,286,32214
