GCCSA_CODE_2016,C11_AP_45_49_NCB_2,C11_AP_45_49_NCB_3,C11_AP_45_49_NCB_4,C11_AP_45_49_NCB_5,C11_AP_45_49_NCB_6m,C11_AP_45_49_NCB_NS,C11_AP_45_49_Tot,C11_AP_50_54_NCB_0,C11_AP_50_54_NCB_1,C11_AP_50_54_NCB_2,C11_AP_50_54_NCB_3,C11_AP_50_54_NCB_4,C11_AP_50_54_NCB_5,C11_AP_50_54_NCB_6m,C11_AP_50_54_NCB_NS,C11_AP_50_54_Tot,C11_AP_55_59_NCB_0,C11_AP_55_59_NCB_1,C11_AP_55_59_NCB_2,C11_AP_55_59_NCB_3,C11_AP_55_59_NCB_4,C11_AP_55_59_NCB_5,C11_AP_55_59_NCB_6m,C11_AP_55_59_NCB_NS,C11_AP_55_59_Tot,C11_AP_60_64_NCB_0,C11_AP_60_64_NCB_1,C11_AP_60_64_NCB_2,C11_AP_60_64_NCB_3,C11_AP_60_64_NCB_4,C11_AP_60_64_NCB_5,C11_AP_60_64_NCB_6m,C11_AP_60_64_NCB_NS,C11_AP_60_64_Tot,C11_AP_65_69_NCB_0,C11_AP_65_69_NCB_1,C11_AP_65_69_NCB_2,C11_AP_65_69_NCB_3,C11_AP_65_69_NCB_4,C11_AP_65_69_NCB_5,C11_AP_65_69_NCB_6m,C11_AP_65_69_NCB_NS,C11_AP_65_69_Tot,C11_AP_70_74_NCB_0,C11_AP_70_74_NCB_1,C11_AP_70_74_NCB_2,C11_AP_70_74_NCB_3,C11_AP_70_74_NCB_4,C11_AP_70_74_NCB_5,C11_AP_70_74_NCB_6m,C11_AP_70_74_NCB_NS,C11_AP_70_74_Tot,C11_AP_75_79_NCB_0,C11_AP_75_79_NCB_1,C11_AP_75_79_NCB_2,C11_AP_75_79_NCB_3,C11_AP_75_79_NCB_4,C11_AP_75_79_NCB_5,C11_AP_75_79_NCB_6m,C11_AP_75_79_NCB_NS,C11_AP_75_79_Tot,C11_AP_80_84_NCB_0,C11_AP_80_84_NCB_1,C11_AP_80_84_NCB_2,C11_AP_80_84_NCB_3,C11_AP_80_84_NCB_4,C11_AP_80_84_NCB_5,C11_AP_80_84_NCB_6m,C11_AP_80_84_NCB_NS,C11_AP_80_84_Tot,C11_AP_85andover_N_c_b_0,C11_AP_85andover_N_c_b_1,C11_AP_85andover_N_c_b_2,C11_AP_85andover_N_c_b_3,C11_AP_85andover_N_c_b_4,C11_AP_85andover_N_c_b_5,C11_AP_85ov_N_c_b_6mor,C11_AP_85andover_N_c_b_NS,C11_AP_85_andover_Tot,C11_AP_Tot_NCB_0,C11_AP_Tot_NCB_1,C11_AP_Tot_NCB_2,C11_AP_Tot_NCB_3,C11_AP_Tot_NCB_4,C11_AP_Tot_NCB_5,C11_AP_Tot_N_c_b_6mor,C11_AP_Tot_NCB_NS,C11_AP_T_T,C16_AP_15_19_NCB_0,C16_AP_15_19_NCB_1,C16_AP_15_19_NCB_2,C16_AP_15_19_NCB_3,C16_AP_15_19_NCB_4,C16_AP_15_19_NCB_5,C16_AP_15_19_NCB_6m,C16_AP_15_19_NCB_NS,C16_AP_15_19_Tot,C16_AP_20_24_NCB_0,C16_AP_20_24_NCB_1,C16_AP_20_24_NCB_2,C16_AP_20_24_NCB_3,C16_AP_20_24_NCB_4,C16_AP_20_24_NCB_5,C16_AP_20_24_NCB_6m,C16_AP_20_24_NCB_NS,C16_AP_20_24_Tot,C16_AP_25_29_NCB_0,C16_AP_25_29_NCB_1,C16_AP_25_29_NCB_2,C16_AP_25_29_NCB_3,C16_AP_25_29_NCB_4,C16_AP_25_29_NCB_5,C16_AP_25_29_NCB_6m,C16_AP_25_29_NCB_NS,C16_AP_25_29_Tot,C16_AP_30_34_NCB_0,C16_AP_30_34_NCB_1,C16_AP_30_34_NCB_2,C16_AP_30_34_NCB_3,C16_AP_30_34_NCB_4,C16_AP_30_34_NCB_5,C16_AP_30_34_NCB_6m,C16_AP_30_34_NCB_NS,C16_AP_30_34_Tot,C16_AP_35_39_NCB_0,C16_AP_35_39_NCB_1,C16_AP_35_39_NCB_2,C16_AP_35_39_NCB_3,C16_AP_35_39_NCB_4,C16_AP_35_39_NCB_5,C16_AP_35_39_NCB_6m,C16_AP_35_39_NCB_NS,C16_AP_35_39_Tot,C16_AP_40_44_NCB_0,C16_AP_40_44_NCB_1,C16_AP_40_44_NCB_2,C16_AP_40_44_NCB_3,C16_AP_40_44_NCB_4,C16_AP_40_44_NCB_5,C16_AP_40_44_NCB_6m,C16_AP_40_44_NCB_NS,C16_AP_40_44_Tot,C16_AP_45_49_NCB_0,C16_AP_45_49_NCB_1,C16_AP_45_49_NCB_2,C16_AP_45_49_NCB_3,C16_AP_45_49_NCB_4,C16_AP_45_49_NCB_5,C16_AP_45_49_NCB_6m,C16_AP_45_49_NCB_NS,C16_AP_45_49_Tot,C16_AP_50_54_NCB_0,C16_AP_50_54_NCB_1,C16_AP_50_54_NCB_2,C16_AP_50_54_NCB_3,C16_AP_50_54_NCB_4,C16_AP_50_54_NCB_5,C16_AP_50_54_NCB_6m,C16_AP_50_54_NCB_NS,C16_AP_50_54_Tot,C16_AP_55_59_NCB_0,C16_AP_55_59_NCB_1,C16_AP_55_59_NCB_2,C16_AP_55_59_NCB_3,C16_AP_55_59_NCB_4,C16_AP_55_59_NCB_5,C16_AP_55_59_NCB_6m,C16_AP_55_59_NCB_NS,C16_AP_55_59_Tot,C16_AP_60_64_NCB_0,C16_AP_60_64_NCB_1,C16_AP_60_64_NCB_2,C16_AP_60_64_NCB_3,C16_AP_60_64_NCB_4,C16_AP_60_64_NCB_5,C16_AP_60_64_NCB_6m,C16_AP_60_64_NCB_NS,C16_AP_60_64_Tot,C16_AP_65_69_NCB_0,C16_AP_65_69_NCB_1,C16_AP_65_69_NCB_2,C16_AP_65_69_NCB_3,C16_AP_65_69_NCB_4,C16_AP_65_69_NCB_5,C16_AP_65_69_NCB_6m,C16_AP_65_69_NCB_NS,C16_AP_65_69_Tot,C16_AP_70_74_NCB_0,C16_AP_70_74_NCB_1,C16_AP_70_74_NCB_2,C16_AP_70_74_NCB_3,C16_AP_70_74_NCB_4,C16_AP_70_74_NCB_5,C16_AP_70_74_NCB_6m,C16_AP_70_74_NCB_NS,C16_AP_70_74_Tot,C16_AP_75_79_NCB_0,C16_AP_75_79_NCB_1,C16_AP_75_79_NCB_2,C16_AP_75_79_NCB_3
6RTAS,3776,2292,855,311,192,315,10328,1449,1082,3828,2538,1005,299,177,362,10746,1153,1009,3590,2477,1027,309,144,358,10064,1037,885,3432,2543,1091,340,167,362,9870,753,548,2378,2021,1052,374,246,364,7725,471,380,1361,1505,1027,465,372,343,5922,344,321,911,1048,790,417,378,321,4538,308,276,689,724,533,309,369,323,3515,349,381,787,732,439,237,301,481,3697,28823,12957,32003,21524,9864,3687,2755,5398,117014,7233,146,18,3,0,0,3,993,8395,5440,956,434,94,19,0,10,629,7579,3523,1392,1245,470,130,47,19,525,7362,1911,1461,2179,1118,362,122,71,501,7725,1273,1136,2681,1404,547,190,125,498,7851,1254,1155,3123,1759,634,254,180,556,8914,1399,1324,3585,2100,765,267,173,597,10212,1452,1179,3668,2203,844,302,198,701,10558,1516,1104,3740,2528,1037,310,179,777,11196,1189,1000,3555,2424,1046,314,173,775,10475,1030,888,3337,2439,1069,360,177,842,10145,675,502,2189,1919,972,385,231,652,7517,424,309,1132,1369
6GHOB,2847,1482,519,172,109,267,7583,1150,1007,2927,1682,623,209,110,296,8007,974,829,2646,1677,626,153,101,295,7293,743,660,2449,1609,584,185,94,261,6578,511,444,1668,1260,551,169,127,235,4964,352,296,1117,1048,541,252,192,231,4034,263,197,759,789,554,284,204,242,3295,247,223,602,617,440,212,223,226,2801,307,313,671,597,390,190,193,372,3037,26235,10933,23758,14294,6018,2253,1602,4385,89482,5852,95,14,0,0,0,0,720,6684,5469,604,243,64,11,3,3,571,6952,4349,1141,835,299,84,24,10,471,7212,2490,1560,1791,714,239,59,39,435,7327,1419,1238,2332,1005,366,122,83,371,6924,1278,1103,2699,1285,462,161,97,394,7482,1216,1078,2774,1391,503,167,103,403,7623,1158,1025,2790,1472,504,171,123,448,7689,1138,997,2821,1689,625,203,112,495,8083,940,825,2559,1621,604,172,103,455,7280,728,633,2384,1541,567,185,99,451,6594,477,437,1611,1243,553,164,116,400,5006,291,261,1042,974
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,5,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
69499,7,5,3,0,0,0,38,7,3,13,7,3,0,3,0,33,7,3,12,4,3,3,0,0,30,4,7,13,4,3,0,0,9,44,3,0,5,5,0,0,0,0,24,0,3,0,0,0,0,3,7,15,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,166,47,76,47,24,4,9,38,409,22,0,0,0,0,0,0,3,33,14,3,4,0,0,0,0,8,29,29,4,0,0,0,0,0,4,38,10,3,5,0,0,0,0,3,29,14,3,7,5,0,0,0,3,30,8,4,0,3,0,0,0,3,24,4,8,4,3,4,0,0,9,29,7,0,7,4,3,0,0,10,36,3,0,6,3,0,0,0,3,25,7,3,6,10,4,0,0,3,30,4,3,11,7,0,0,0,7,31,3,0,3,3,3,0,0,0,13,0,0,0,0
5RWAU,5814,4110,1657,530,345,1158,17356,1774,1431,5750,4261,1860,575,364,1102,17118,1394,1164,5160,3926,1708,501,327,910,15088,986,863,4446,3530,1607,481,275,764,12948,661,527,2768,2612,1389,444,318,538,9261,395,329,1505,1979,1352,576,452,460,7045,268,209,840,1284,1112,603,465,439,5226,196,201,640,853,793,438,451,388,3960,248,242,683,742,608,324,358,515,3727,45358,18965,48166,34206,16165,5784,4297,14320,187255,11543,274,38,8,3,4,3,2206,14085,8302,1661,760,187,45,9,13,1472,12444,7555,2807,2504,1033,305,89,37,1855,16181,4805,3129,4726,2379,779,206,144,1845,18012,2599,2164,5369,3185,1186,374,263,1555,16706,2152,1956,6023,3510,1353,442,373,1563,17375,2191,1982,6002,3732,1553,523,402,1707,18083,2070,1687,5697,3986,1670,563,394,1718,17783,1699,1422,5624,4185,1886,610,390,1685,17496,1327,1180,4993,3888,1637,543,345,1415,15326,928,834,4309,3390,1530,464,290,1300,13039,579,522,2630,2451,1329,487,295,939,9230,330,299,1349,1754
5GPER,23922,12807,4167,1131,715,2719,61833,7275,6430,22060,13046,4476,1196,642,2583,57708,5804,5467,19942,12259,4329,1085,637,2397,51916,4346,4397,18366,11375,4122,1070,586,2284,46543,2697,2676,11939,8825,3735,1092,631,1741,33336,1974,1835,7525,7401,4040,1407,970,1695,26846,1515,1344,5062,5489,3581,1570,1228,1730,21512,1231,1216,4011,4085,2802,1275,1231,1838,17682,1390,1720,4213,3600,2387,1098,1121,3033,18560,224330,80774,187448,108188,42445,13448,9451,42760,708859,52009,490,61,13,3,9,13,6139,58729,52388,4408,1666,320,71,15,27,6177,65083,47427,11352,7028,2200,555,134,83,6668,75449,29620,17228,17355,5711,1637,478,244,5762,78040,14566,12408,23790,9796,2781,801,525,4204,68877,10475,9913,26110,12100,3708,1125,792,4034,68258,9573,9328,26356,12630,3953,1132,844,3894,67715,8298,7747,23859,12927,4377,1194,829,3681,62922,6807,6432,21711,13051,4570,1257,703,3534,58065,5344,5481,19395,12064,4395,1127,696,3250,51757,3852,4162,17614,11004,4130,1153,641,3085,45643,2454,2519,11244,8552,3628,1087,690,2575,32742,1660,1644,6925,6875
59799,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,4,3,0,0,5,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,48,24,9,4,0,32,177,41,22,80,41,10,7,3,31,235,41,24,121,72,32,4,4,41,337,20,23,106,77,24,3,0,22,282,8,13,60,44,19,3,4,11,166,8,0,16,14,7,3,0,6,59,0,3,0,3,4,0,3,3,24,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,6,977,229,578,341,134,38,20,400,2711,45,3,0,0,0,0,0,20,65,156,9,6,0,3,0,0,71,242,184,15,8,9,3,3,3,87,309,108,8,22,11,3,0,0,78,230,55,12,16,17,7,0,0,47,155,44,7,24,10,4,3,0,53,147,33,14,20,8,4,3,0,50,137,29,13,52,32,8,3,3,48,185,37,19,65,38,12,11,0,40,216,33,14,56,57,14,6,4,33,218,14,13,67,29,16,8,0,29,176,6,3,23,14,10,3,3,20,83,0,3,3,3
4RSAU,4675,3166,1150,372,218,474,12936,1441,1279,4996,3328,1225,368,201,505,13343,1268,1148,4835,3196,1245,314,141,488,12641,1017,1023,4941,3394,1279,360,181,550,12739,782,652,3451,2942,1390,438,272,485,10414,523,429,2026,2253,1436,591,429,449,8126,378,301,1170,1580,1239,577,511,422,6184,314,326,1026,1145,956,497,545,466,5270,418,415,1193,1145,790,430,453,630,5484,32048,14913,42567,30110,13337,4703,3449,7617,148734,8687,143,22,6,3,0,0,1330,10195,6157,1043,533,94,30,3,7,766,8629,4357,1746,1706,629,200,50,23,700,9415,2258,1817,2973,1524,500,155,89,659,9978,1311,1216,3343,2195,714,231,142,615,9763,1284,1236,3967,2519,934,288,193,686,11099,1480,1363,4380,2935,1074,325,237,841,12640,1607,1368,4567,3114,1092,395,217,936,13304,1521,1295,5041,3292,1296,386,228,994,14052,1345,1147,5020,3245,1301,320,190,930,13492,1046,1001,4950,3381,1317,371,206,978,13245,751,624,3302,2854,1313,416,289,834,10384,452,376,1774,2024
4GADE,17374,8024,2609,735,480,1513,44003,6627,5441,17144,8574,2837,778,413,1473,43272,5361,4741,16080,8170,2654,665,371,1366,39408,4160,3950,15460,8239,2639,684,357,1433,36916,2614,2414,10959,7078,2478,723,437,1176,27879,1773,1627,6992,6078,3052,1092,712,1259,22582,1352,1407,4985,4788,2895,1203,1004,1273,18914,1342,1487,4319,3928,2429,1179,1079,1571,17340,1663,2053,4890,3840,2233,1061,980,2905,19621,161693,63003,145726,77703,29257,9703,6891,25539,519510,34671,309,57,20,4,3,12,3820,38894,36802,2502,1039,198,39,5,13,3435,44039,28766,6794,4167,1213,319,79,54,2931,44324,16993,10664,10827,3381,980,319,201,2551,45916,8824,7760,14824,5787,1666,529,391,2069,41853,6837,6684,16594,6999,2155,684,512,1953,42425,6940,6551,17482,7964,2383,658,555,2166,44698,6882,5957,16934,7996,2696,784,538,2156,43942,6189,5411,16724,8402,2852,764,489,2269,43097,5031,4750,15450,7953,2658,709,390,2009,38948,3869,3827,14842,8004,2647,683,413,2039,36325,2419,2293,10459,6845,2492,764,464,1750,27481,1557,1444,6500,5711
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,13,7,0,0,3,14,73,25,12,30,32,14,4,0,13,117,15,11,24,19,10,0,0,8,84,6,4,33,16,8,0,0,8,86,4,0,12,19,6,3,0,6,56,3,3,6,3,4,3,3,8,31,3,0,0,0,0,0,0,16,21,0,0,3,0,3,0,0,13,21,0,0,0,0,0,0,0,34,40,411,106,199,126,54,21,13,200,1142,54,10,0,0,0,0,0,15,80,60,5,7,0,0,0,0,18,99,71,10,3,0,0,0,0,27,118,46,11,9,8,0,0,0,14,93,30,3,13,4,3,3,0,20,80,13,7,7,9,0,0,0,23,61,24,12,16,6,5,3,3,35,96,21,9,23,16,6,3,0,14,91,22,5,19,9,9,0,0,13,81,9,10,32,20,4,0,0,13,82,8,4,28,9,3,3,0,5,68,0,0,5,7,0,0,0,6,27,3,0,3,3
3RQLD,28462,17458,7081,2227,1450,4238,81512,9747,8502,27040,18345,7519,2233,1389,4157,78933,7935,7141,24548,16925,6903,2112,1300,3678,70535,6582,6180,23470,16158,7013,2140,1294,3519,66354,4990,4305,16536,13277,6494,2378,1614,3082,52682,3433,2795,9973,9888,6086,2690,2101,2746,39724,2339,2007,6105,6709,4845,2469,2325,2648,29449,1987,1888,4838,4823,3467,1947,2067,2816,23838,1900,2309,4777,4060,2762,1491,1689,4615,23597,243066,103828,235171,152949,68685,25133,19052,60610,908486,62408,1137,173,31,20,7,19,9023,72830,52541,7305,3386,853,161,25,49,7467,71787,39316,12934,10507,3973,1191,325,150,7111,75497,22764,15151,20140,9134,3041,1008,632,6294,78159,13035,11329,24859,12900,4897,1623,1225,5595,75472,11162,11043,28770,16011,6192,2087,1631,6015,82915,11404,10874,29530,16736,6482,2170,1698,6391,85294,10987,9946,28386,17423,7113,2286,1529,6435,84100,9828,8497,27148,18461,7653,2326,1466,6393,81760,7920,7204,24785,17092,7187,2191,1340,5817,73541,6473,6143,23287,16360,7098,2287,1374,5644,68658,4533,4096,15910,12950,6388,2335,1578,4672,52467,3003,2491,9089,8996
3GBRI,26391,14720,5213,1702,1172,2883,72268,9015,7788,23873,15166,5774,1685,1049,2744,67095,7294,6255,21147,13887,5677,1631,958,2519,59365,5683,5167,19551,13376,5539,1598,1063,2397,54377,3887,3426,12849,10042,4645,1684,1083,1943,39556,2778,2064,7483,7245,4448,1934,1534,1744,29232,2117,1616,4924,5169,3539,1814,1843,1763,22789,1771,1545,4106,4068,2849,1535,1689,2001,19555,2002,2053,4514,3848,2524,1336,1457,3788,21519,279692,98523,208386,125461,53065,18935,14667,46127,844853,64094,804,109,21,7,0,16,7003,72056,68388,5966,2624,603,140,21,46,7424,85209,53728,12603,8699,3064,944,264,141,7046,86492,33084,18394,19354,7172,2439,782,526,5921,87680,17624,13820,26231,11507,3954,1325,984,4601,80046,13620,11965,29432,14482,4964,1664,1376,4508,82021,12120,11074,28891,14878,5297,1732,1369,4501,79858,10420,9236,26076,14756,5381,1792,1296,4242,73211,8444,7661,23419,14952,5776,1763,1159,3931,67104,6691,6272,20467,13559,5599,1653,1031,3678,58942,5138,4958,18640,12877,5517,1699,1054,3426,53313,3550,3195,12275,9674,4528,1643,1151,2731,38754,2376,1821,6954,6717
39799,3,3,3,3,0,0,13,6,0,6,0,4,0,0,0,22,0,0,7,0,0,0,0,7,16,0,0,4,4,0,0,0,4,21,0,5,6,0,0,0,0,5,13,0,3,8,6,0,0,0,3,19,3,0,3,6,0,0,0,3,14,0,0,3,3,0,0,4,0,13,0,3,0,0,0,0,0,0,3,47,17,44,24,13,6,6,30,187,4,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,3,0,0,5,8,0,0,0,3,14,0,0,4,0,0,0,0,0,3,3,0,3,3,4,0,0,4,12,0,0,0,3,0,0,0,0,9,0,3,0,0
39499,77,48,20,12,4,32,301,56,40,155,81,39,7,4,48,433,68,55,190,131,55,7,9,49,560,53,49,235,171,57,26,4,60,646,23,24,119,105,46,23,17,28,389,12,5,42,40,31,5,10,21,166,9,0,12,14,11,6,10,10,72,0,0,3,5,5,3,0,3,22,0,3,3,0,7,4,4,8,27,1622,442,1035,707,312,107,72,570,4879,157,0,0,0,0,0,0,33,203,412,17,15,4,3,0,0,118,576,436,23,21,7,7,0,0,138,627,198,33,32,9,11,0,3,83,374,78,31,45,22,15,3,3,65,261,70,33,35,28,6,5,5,68,256,66,39,59,33,14,9,7,72,298,87,32,104,60,20,12,7,84,393,91,56,166,112,48,12,14,100,592,53,47,207,154,64,14,10,91,639,42,35,175,129,56,16,5,82,539,20,20,60,65,38,14,9,33,254,5,6,29,23
2RVIC,16921,11948,4646,1306,779,1868,48398,5946,4495,16519,12811,5279,1398,786,1812,49052,4989,3892,16272,12376,5159,1397,723,1812,46620,4075,3262,15434,12215,5418,1659,848,2005,44913,2864,2222,10442,9802,5155,1876,1257,1828,35445,2192,1499,6424,7385,5040,2244,1951,1703,28439,1632,1210,4362,5376,4266,2191,2256,1774,23069,1473,1309,3833,4230,3393,1773,1978,1926,19920,1779,1721,4486,4124,2856,1458,1653,2716,20800,141053,53942,143580,107749,50701,18013,13866,29568,558463,35945,448,75,13,8,3,15,5530,42043,29460,3500,1546,349,74,20,23,3637,38606,21310,6859,5351,1929,530,117,69,3146,39310,11641,8052,11003,4991,1572,430,242,2939,40864,6820,5731,13307,7807,2708,760,512,2643,40290,6163,5277,15427,9906,3537,1079,708,2990,45080,6215,5280,16665,10841,4136,1168,815,3352,48463,6463,4853,16888,11933,4718,1381,842,3610,50695,6218,4617,16728,12964,5396,1525,854,3832,52136,5197,4019,16575,12714,5394,1500,800,3893,50095,4134,3267,15622,12400,5512,1765,927,3934,47572,2747,2124,10053,9415,5031,1872,1280,3309,35831,1869,1311,5839,6779
2GMEL,54179,27722,8177,2109,1380,5916,141682,19853,16303,49458,27857,8912,2232,1438,5712,131764,15509,13482,43408,25704,8657,2362,1363,5121,115601,11588,10655,40346,25090,9018,2512,1463,4870,105543,7344,6815,28520,19812,8109,2637,1764,4358,79365,5202,4847,19547,16156,8237,3116,2606,4225,63926,4199,4163,14186,12560,7239,3095,3288,4032,52776,3848,4067,11371,9665,5727,2751,3197,4563,45190,4511,5248,12083,8698,4831,2323,2674,7523,47893,581867,195069,428394,235358,85735,27716,22091,97584,1673822,115951,572,92,17,12,5,29,15595,132275,139606,6510,2276,461,80,14,46,16008,165007,128912,22959,11358,3243,828,193,122,16337,183944,81427,42454,35389,10129,2808,831,480,13600,187112,41030,30735,54376,19525,5253,1517,1081,10060,163566,29543,24619,59831,26256,7332,2142,1573,9227,160525,26051,22657,60586,28097,8208,2334,1672,9026,158634,21677,19632,53564,27567,8394,2222,1550,8307,142906,18231,16893,48289,27446,9198,2464,1613,7990,132121,14141,14132,42032,24943,8809,2475,1525,7127,115182,10288,10421,38703,23996,8888,2584,1644,7069,103599,6454,6368,27298,19197,8058,2635,1886,5668,77568,4458,4537,18210,15113
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,38,22,11,8,5,46,198,35,16,48,31,7,7,0,37,182,33,11,51,41,12,3,5,15,180,19,18,44,44,15,7,3,11,167,11,7,25,23,12,5,0,9,93,11,5,8,13,6,4,0,10,51,0,3,3,3,5,0,0,4,18,3,0,4,8,4,0,4,4,21,4,3,3,0,7,3,0,9,32,1434,299,394,275,111,58,46,512,3136,120,13,0,0,0,0,0,50,178,297,29,13,3,0,0,0,112,453,279,43,15,5,3,3,0,104,450,161,32,28,20,3,0,3,92,345,78,23,27,17,7,7,4,78,253,69,23,27,22,11,4,7,67,229,43,14,23,27,11,5,3,48,170,47,21,36,15,10,3,0,47,177,31,9,47,32,15,9,3,41,188,24,13,35,32,8,3,3,35,169,22,11,34,32,18,0,3,17,141,6,0,18,9,10,10,0,17,62,5,3,6,8
1RNSW,31597,20728,8011,2330,1493,3452,88144,10703,9225,32253,22783,9150,2564,1333,3776,91780,9228,7996,29856,21885,8802,2363,1198,3525,84850,7941,6898,29472,21319,8853,2534,1367,3617,82010,5971,5125,22175,17956,8575,2785,1755,3438,67784,4603,3470,14659,14318,8764,3438,2701,3162,55109,3565,2873,10041,10870,7360,3494,3252,3393,44855,2989,2871,8334,8283,5739,2878,2870,3560,37522,3246,3735,8746,7357,4696,2333,2448,5415,37979,253188,108346,280558,196552,88230,30218,22062,56961,1036112,66678,1207,155,37,16,9,27,9564,77694,53631,7344,3543,851,146,38,41,6520,72109,37130,13140,10968,4091,1143,341,166,5650,72628,19876,14543,20497,9728,3207,992,533,5150,74519,11379,10341,24766,14339,5293,1648,1091,4643,73506,9991,9852,29267,18018,6739,2119,1506,5405,82902,10698,9911,30730,19076,7255,2287,1500,5929,87382,11158,9884,31335,20586,8017,2455,1526,6318,91280,11044,9363,32315,22869,9345,2653,1410,6896,95897,9388,8077,30232,22364,9077,2509,1320,6672,89638,7724,6850,29591,21169,9003,2705,1478,6791,85317,5623,4896,21158,17367,8271,2710,1694,5912,67630,3956,2950,12907,13015
1GSYD,57174,28879,9751,2859,1843,7685,156086,22614,20448,51779,29007,10358,3071,1997,7290,146554,18207,16533,45119,26800,10030,3059,1940,6611,128290,14203,12736,41760,25314,9489,2925,1898,5946,114269,9573,8310,29739,19868,8328,2779,2047,5025,85659,6650,5826,20566,16095,7883,3153,2883,4632,67688,5343,4766,14562,12349,7069,3163,3471,4374,55081,4977,4594,12217,9741,5773,2787,3460,4956,48487,5839,6407,13430,9094,5032,2440,3069,8484,53794,618071,225878,453701,248629,95712,32635,26495,118775,1819896,123160,825,153,35,12,5,37,16165,140387,139943,7716,2877,597,109,27,57,17129,168451,131857,24054,13552,4203,1075,256,144,18164,193306,84188,43893,38224,12657,3722,1039,559,15109,199397,42652,33503,57302,22981,7149,2111,1268,11547,178510,30422,26236,63120,29191,9412,2809,1827,10061,173063,26391,24861,60280,29494,9651,2985,1934,9546,165145,23595,22589,56144,28719,9896,2988,2005,9122,155048,20459,21202,50306,28303,10325,3269,2121,8706,144692,16315,17620,43143,25865,9837,3098,2098,7732,125704,12413,12651,39478,24179,9341,2978,2024,7360,110423,8332,7839,28473,18996,8076,2726,2138,6062,82644,5498,5212,18945,14978
