GCCSA_CODE_2016,C06_15_19_Married_M,C06_15_19_Married_F,C06_15_19_Sep_M,C06_15_19_Sep_F,C06_15_19_Div_M,C06_15_19_Div_F,C06_15_19_Wid_M,C06_15_19_Wid_F,C06_15_19_Nvr_marrd_M,C06_15_19_Nvr_marrd_F,C06_15_19_T_M,C06_15_19_T_F,C06_15_19_T_P,C06_20_24_Married_M,C06_20_24_Married_F,C06_20_24_Sep_M,C06_20_24_Sep_F,C06_20_24_Div_M,C06_20_24_Div_F,C06_20_24_Wid_M,C06_20_24_Wid_F,C06_20_24_Nvr_marrd_M,C06_20_24_Nvr_marrd_F,C06_20_24_T_M,C06_20_24_T_F,C06_20_24_T_P,C06_25_29_Married_M,C06_25_29_Married_F,C06_25_29_Sep_M,C06_25_29_Sep_F,C06_25_29_Div_M,C06_25_29_Div_F,C06_25_29_Wid_M,C06_25_29_Wid_F,C06_25_29_Nvr_marrd_M,C06_25_29_Nvr_marrd_F,C06_25_29_T_M,C06_25_29_T_F,C06_25_29_T_P,C06_30_34_Married_M,C06_30_34_Married_F,C06_30_34_Sep_M,C06_30_34_Sep_F,C06_30_34_Div_M,C06_30_34_Div_F,C06_30_34_Wid_M,C06_30_34_Wid_F,C06_30_34_Nvr_marrd_M,C06_30_34_Nvr_marrd_F,C06_30_34_T_M,C06_30_34_T_F,C06_30_34_T_P,C06_35_39_Married_M,C06_35_39_Married_F,C06_35_39_Sep_M,C06_35_39_Sep_F,C06_35_39_Div_M,C06_35_39_Div_F,C06_35_39_Wid_M,C06_35_39_Wid_F,C06_35_39_Nvr_marrd_M,C06_35_39_Nvr_marrd_F,C06_35_39_T_M,C06_35_39_T_F,C06_35_39_T_P,C06_40_44_Married_M,C06_40_44_Married_F,C06_40_44_Sep_M,C06_40_44_Sep_F,C06_40_44_Div_M,C06_40_44_Div_F,C06_40_44_Wid_M,C06_40_44_Wid_F,C06_40_44_Nvr_marrd_M,C06_40_44_Nvr_marrd_F,C06_40_44_T_M,C06_40_44_T_F,C06_40_44_T_P,C06_45_49_Married_M,C06_45_49_Married_F,C06_45_49_Sep_M,C06_45_49_Sep_F,C06_45_49_Div_M,C06_45_49_Div_F,C06_45_49_Wid_M,C06_45_49_Wid_F,C06_45_49_Nvr_marrd_M,C06_45_49_Nvr_marrd_F,C06_45_49_T_M,C06_45_49_T_F,C06_45_49_T_P,C06_50_54_Married_M,C06_50_54_Married_F,C06_50_54_Sep_M,C06_50_54_Sep_F,C06_50_54_Div_M,C06_50_54_Div_F,C06_50_54_Wid_M,C06_50_54_Wid_F,C06_50_54_Nvr_marrd_M,C06_50_54_Nvr_marrd_F,C06_50_54_T_M,C06_50_54_T_F,C06_50_54_T_P,C06_55_59_Married_M,C06_55_59_Married_F,C06_55_59_Sep_M,C06_55_59_Sep_F,C06_55_59_Div_M,C06_55_59_Div_F,C06_55_59_Wid_M,C06_55_59_Wid_F,C06_55_59_Nvr_marrd_M,C06_55_59_Nvr_marrd_F,C06_55_59_T_M,C06_55_59_T_F,C06_55_59_T_P,C06_60_64_Married_M,C06_60_64_Married_F,C06_60_64_Sep_M,C06_60_64_Sep_F,C06_60_64_Div_M,C06_60_64_Div_F,C06_60_64_Wid_M,C06_60_64_Wid_F,C06_60_64_Nvr_marrd_M,C06_60_64_Nvr_marrd_F,C06_60_64_T_M,C06_60_64_T_F,C06_60_64_T_P,C06_65_69_Married_M,C06_65_69_Married_F,C06_65_69_Sep_M,C06_65_69_Sep_F,C06_65_69_Div_M,C06_65_69_Div_F,C06_65_69_Wid_M,C06_65_69_Wid_F,C06_65_69_Nvr_marrd_M,C06_65_69_Nvr_marrd_F,C06_65_69_T_M,C06_65_69_T_F,C06_65_69_T_P,C06_70_74_Married_M,C06_70_74_Married_F,C06_70_74_Sep_M,C06_70_74_Sep_F,C06_70_74_Div_M,C06_70_74_Div_F,C06_70_74_Wid_M,C06_70_74_Wid_F,C06_70_74_Nvr_marrd_M,C06_70_74_Nvr_marrd_F,C06_70_74_T_M,C06_70_74_T_F,C06_70_74_T_P,C06_75_79_Married_M,C06_75_79_Married_F,C06_75_79_Sep_M,C06_75_79_Sep_F,C06_75_79_Div_M,C06_75_79_Div_F,C06_75_79_Wid_M,C06_75_79_Wid_F,C06_75_79_Nvr_marrd_M,C06_75_79_Nvr_marrd_F,C06_75_79_T_M,C06_75_79_T_F,C06_75_79_T_P,C06_80_84_Married_M,C06_80_84_Married_F,C06_80_84_Sep_M,C06_80_84_Sep_F,C06_80_84_Div_M,C06_80_84_Div_F,C06_80_84_Wid_M,C06_80_84_Wid_F,C06_80_84_Nvr_marrd_M,C06_80_84_Nvr_marrd_F,C06_80_84_T_M,C06_80_84_T_F,C06_80_84_T_P,C06_85o_Married_M,C06_85o_Married_F,C06_85o_Seprtd_M,C06_85o_Seprtd_F,C06_85o_Divorce_M,C06_85o_Divorce_F,C06_85o_Wid_M,C06_85o_Wid_F,C06_85o_Nvr_mard_M,C06_85o_Nvr_mard_F,C06_85o_T_M,C06_85o_T_F,C06_85o_T_P,C06_T_Married_M,C06_T_Married_F,C06_Tot_Sep_M,C06_Tot_Sep_F,C06_Tot_Div_M
6RTAS,26,34,8,3,9,6,13,13,9439,8770,9497,8827,18328,341,782,31,68,9,22,7,12,7025,6549,7410,7431,14843,1691,2513,75,191,66,159,12,24,4735,4172,6581,7055,13640,3493,4433,201,353,304,511,10,42,3694,3012,7699,8346,16044,5194,5957,327,519,674,1035,25,72,2786,2138,8999,9722,18720,5864,6360,479,575,1149,1512,48,138,2202,1499,9744,10080,19824,6613,6929,503,606,1488,1784,61,232,1547,1035,10217,10585,20797,6503,6747,503,455,1547,1653,108,334,1077,607,9737,9794,19527,6981,6819,425,370,1410,1523,153,562,739,400,9707,9674,19386,5980,5406,269,205,1040,1045,286,871,455,277,8029,7812,15839,4798,4107,198,134,657,678,320,1220,377,201,6350,6338,12691,3623,2837,122,101,426,393,455,1582,284,168,4907,5079,9979,2715,1868,88,50,253,236,523,2078,216,165,3796,4398,8194,1602,1064,36,26,94,126,599,2292,132,110,2466,3615,6082,777,383,26,16,46,65,607,2569,77,165,1532,3203,4736,56227,56221,3276,3684,9176
6GHOB,19,21,10,4,9,11,13,12,7279,7061,7329,7103,14433,239,438,12,35,9,11,11,11,6739,6493,7017,6989,14002,1148,1688,59,130,72,99,3,17,4336,3960,5616,5894,11513,2606,3300,152,266,204,357,8,24,3060,2638,6034,6590,12626,3556,4010,263,390,469,827,19,52,2329,1907,6635,7190,13827,4047,4405,322,500,801,1186,29,109,1678,1286,6879,7489,14366,4628,4811,379,504,1053,1449,51,144,1291,1022,7399,7931,15334,4510,4663,337,369,1090,1487,90,239,836,618,6867,7372,14237,4541,4332,289,312,1008,1332,121,372,509,402,6473,6753,13224,3501,3243,191,165,733,922,150,571,311,232,4883,5133,10012,2886,2516,104,115,458,599,190,823,222,167,3870,4223,8089,2245,1912,91,80,281,362,280,1103,176,124,3074,3574,6651,1975,1373,74,36,145,234,380,1620,121,134,2694,3401,6098,1262,854,28,20,83,136,419,1734,97,129,1889,2875,4764,587,332,17,11,42,85,443,2062,64,142,1150,2639,3786,37748,37893,2344,2937,6463
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,8,3,7,0,0,0,0,0,0,0,0,9,0,9,3,11,3,0,0,0,0,0,0,0,8,0,16,4,21,3,0,0,0,5,0,0,0,10,0,15,3,13,3,0,3,0,0,0,0,0,0,0,3,0,4,9,3,0,0,0,0,0,0,3,0,11,3,10,4,0,0,0,0,0,0,0,0,0,7,0,7,3,0,0,0,3,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,9,0,11
69499,0,0,0,0,0,0,0,0,30,26,30,27,65,0,0,0,0,0,0,0,0,55,41,54,41,94,3,12,3,5,0,3,0,0,36,36,45,49,94,10,12,5,0,3,0,0,0,36,31,59,47,103,3,10,5,3,5,6,0,0,24,11,41,32,71,3,3,5,3,9,0,0,0,12,10,26,23,45,11,10,6,5,5,9,3,0,8,8,31,25,59,4,5,15,0,9,15,0,0,5,8,32,27,57,8,17,3,4,6,6,0,3,7,3,25,32,61,5,10,3,0,5,6,0,3,3,3,22,25,44,4,3,0,3,5,3,3,0,0,0,15,8,28,8,3,0,0,0,0,0,3,0,0,7,7,11,0,0,0,0,3,0,0,3,0,0,5,4,9,4,0,0,0,0,0,0,4,0,0,3,4,8,0,3,0,0,0,0,0,9,0,3,3,10,16,74,88,43,26,55
5RWAU,83,135,11,9,19,5,3,6,15028,13595,15138,13752,28890,688,1413,45,118,14,22,9,15,11733,10304,12492,11876,24371,3357,4655,179,288,129,243,15,26,9616,7764,13295,12975,26273,6963,8593,382,523,485,667,37,63,7545,5624,15413,15464,30872,9630,10501,638,813,1084,1470,45,86,5778,4175,17169,17042,34214,10731,10962,798,878,1704,2112,80,208,4475,2789,17787,16947,34733,11055,10957,957,923,2418,2512,126,307,3027,1799,17582,16501,34087,10556,10095,894,764,2376,2236,189,466,1986,1085,16002,14646,30647,10105,9161,759,526,2225,1903,236,648,1242,565,14567,12805,27367,7748,6771,484,331,1479,1187,300,920,735,340,10750,9552,20304,6029,5002,357,212,1022,790,386,1300,549,205,8337,7497,15834,4361,3412,200,117,579,434,482,1571,391,175,6011,5703,11716,3283,2196,140,59,306,274,622,2078,286,139,4633,4745,9377,1757,995,62,21,156,136,586,2159,173,95,2727,3402,6132,821,377,27,27,59,62,611,2518,129,98,1653,3084,4743,87174,85220,5930,5595,14054
5GPER,118,228,28,38,33,36,19,26,56413,53912,56614,54249,110867,2062,4363,125,320,82,133,34,47,54540,49276,56850,54137,110988,10866,16466,515,1024,462,983,31,75,37169,30227,49042,48782,97831,24154,29789,1167,1875,1777,2956,63,170,24557,18624,51716,53404,105121,32856,36562,1778,2633,3807,5552,123,323,17087,12377,55649,57454,113101,35784,38167,2272,3211,5624,7919,187,616,11554,8226,55413,58138,113551,36208,37968,2640,3340,6871,9164,326,1029,8230,5590,54272,57085,111356,34586,35371,2462,2676,7203,9471,512,1514,5214,3619,49972,52654,102624,34328,32206,2063,2169,6849,8486,686,2425,3396,2238,47326,47520,94847,26327,23046,1362,1309,4570,5689,848,3158,2110,1311,35217,34511,69730,20591,17768,874,828,2998,3872,1009,4613,1397,938,26865,28026,54891,15808,13037,594,506,1925,2438,1458,6622,988,686,20777,23278,44059,12784,9243,418,310,1229,1594,2016,8988,760,585,17214,20722,37935,7824,4881,220,169,585,885,2253,9854,439,535,11310,16317,27635,3958,2175,111,65,285,489,2512,12204,307,624,7168,15552,22727,298254,301267,16631,20475,44308
59799,0,0,0,0,0,0,0,0,8,3,7,3,9,0,0,0,0,0,0,0,0,34,0,35,0,38,6,0,0,0,0,0,0,0,46,4,50,7,54,12,0,0,0,3,0,0,0,30,5,45,5,48,22,0,6,0,6,0,0,0,23,0,52,0,52,31,0,0,0,3,0,0,0,15,5,46,8,50,13,0,0,0,7,0,0,0,4,0,31,3,36,10,0,3,0,10,3,0,0,3,0,27,3,31,8,0,0,0,0,0,0,0,0,0,7,0,14,7,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,7,11,0,31
59499,0,0,0,0,0,0,0,0,120,102,120,102,226,8,18,0,0,0,0,0,0,346,258,353,273,629,51,59,5,14,3,0,0,0,345,188,403,259,663,72,90,26,10,15,7,0,0,255,104,365,206,575,92,59,34,7,34,26,3,3,173,75,339,172,505,62,61,31,17,63,33,0,0,107,51,265,161,425,90,84,27,20,60,47,0,10,82,31,258,188,445,103,142,37,15,54,43,0,9,46,20,247,235,474,172,195,23,18,64,60,5,16,34,8,295,291,588,168,158,23,8,49,25,7,8,11,3,249,204,457,119,91,4,0,38,13,3,15,6,6,172,125,297,62,28,4,0,23,8,9,12,7,3,93,47,139,17,9,4,0,6,0,3,3,0,0,29,16,51,6,0,0,0,3,0,4,4,0,0,9,6,10,3,3,0,0,0,0,3,7,0,0,4,12,12,1013,995,218,114,415
4RSAU,46,68,18,12,9,5,11,13,11841,10169,11923,10265,22189,486,1039,33,71,9,15,7,10,8540,6955,9076,8096,17168,2383,3450,102,195,95,158,7,29,6090,4709,8675,8540,17214,4636,5742,280,401,334,547,19,46,4669,3453,9935,10197,20133,6779,7624,441,625,812,1084,26,104,4037,2708,12096,12146,24242,7792,8354,597,692,1357,1674,51,171,3352,1945,13151,12844,25991,8656,8974,710,705,1910,1928,85,272,2358,1235,13720,13115,26844,8746,8774,643,536,1946,1830,181,406,1398,695,12915,12243,25159,9106,8980,542,431,1827,1571,228,753,910,421,12622,12165,24788,8063,7601,449,296,1267,1111,318,1110,567,275,10664,10401,21064,6728,5986,292,162,872,665,387,1492,520,178,8794,8477,17270,5167,4184,177,112,602,433,557,1966,358,139,6855,6840,13695,4212,2838,140,64,366,310,731,2936,347,125,5792,6268,12066,2422,1561,49,42,162,134,762,3069,173,141,3568,4948,8520,1092,579,27,10,68,85,907,3696,126,144,2226,4519,6748,76309,75770,4514,4363,11635
4GADE,67,140,9,24,42,28,14,24,39854,38198,39992,38403,78398,1470,3125,85,226,49,88,20,44,40068,37456,41687,40944,82630,8025,11897,402,738,359,711,16,77,27233,21898,36041,35326,71363,17172,20835,881,1445,1405,2320,42,135,18537,13730,38045,38462,76505,22880,25283,1351,2025,3064,4390,64,282,13766,10118,41122,42090,83210,25290,26749,1817,2468,4446,6361,183,479,10021,7362,41756,43422,85178,26471,27431,1986,2371,5766,7912,295,830,7289,5349,41804,43894,85693,25389,25906,1768,2158,5959,7894,378,1272,4689,3442,38181,40670,78855,26019,25493,1568,1534,5458,7148,592,2189,2892,2087,36522,38445,74966,20727,19323,870,920,3613,4808,704,2835,1634,1223,27547,29101,56651,16532,15169,623,593,2269,2928,889,4306,1004,768,21309,23769,45083,14183,11573,391,399,1461,2120,1277,6094,783,615,18099,20799,38896,12235,9144,316,277,995,1412,2125,9257,746,689,16412,20777,37192,7976,5344,223,158,535,887,2509,10969,445,574,11683,17933,29615,4074,2163,97,65,238,480,2920,12731,295,766,7626,16208,23829,228501,229565,12386,15411,35649
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
49499,0,3,0,0,0,0,0,0,81,80,81,88,168,5,6,7,4,5,0,0,0,158,123,173,133,305,11,23,8,3,3,3,0,0,138,80,158,112,270,29,36,8,6,3,12,0,0,112,53,156,102,253,27,30,23,4,18,5,0,0,67,31,140,77,212,31,19,35,8,32,20,0,0,50,20,151,70,227,16,21,9,5,18,19,0,4,33,13,78,56,141,31,40,25,13,35,24,3,3,17,5,116,85,204,38,58,17,7,22,18,3,0,10,3,86,87,167,64,55,11,6,19,10,3,13,3,0,105,82,183,27,29,8,0,22,8,5,3,8,0,64,40,101,14,6,3,0,3,4,0,3,0,0,27,23,51,3,5,3,0,0,0,3,8,0,0,8,11,23,7,3,3,0,0,0,3,3,0,0,13,5,18,0,0,0,0,0,0,3,12,3,0,10,13,26,303,334,150,53,183
3RQLD,169,285,41,39,72,60,32,44,70463,66276,70777,66714,137487,3274,6569,210,479,120,169,48,83,60298,54808,63947,62102,126056,15105,21777,807,1476,701,1299,43,128,42851,35292,59508,59972,119482,30963,37679,1754,2848,2671,4326,77,215,30944,23810,66414,68874,135289,40078,45131,2658,3957,5333,7761,149,458,22478,16935,70701,74243,144937,44596,48888,3321,4673,7975,11125,294,906,17023,11823,73211,77415,150622,47076,48838,3890,4530,10509,13066,478,1464,12455,8023,74406,75915,150320,45026,45544,3552,3547,10801,12319,718,2367,8026,4705,68123,68485,136608,46216,44286,3189,2870,10896,11213,1135,3758,5529,2750,66971,64877,131841,39169,35633,2311,1934,7997,7838,1516,5397,3692,1649,54684,52453,107134,31314,26633,1545,1284,5430,5060,2008,7077,2617,1234,42917,41288,84196,23891,18539,1072,694,3325,3029,2549,9368,2049,938,32880,32570,65452,18288,12870,696,448,2102,1955,3243,12427,1635,874,25962,28578,54533,10926,6680,349,191,995,970,3430,13070,931,669,16632,21578,38216,5509,2826,184,120,445,563,3896,15044,632,750,10664,19301,29965,401594,402191,25578,29083,69373
3GBRI,143,292,40,38,47,42,20,35,66890,64724,67138,65133,132271,3216,6421,174,489,98,172,26,59,67016,63864,70537,71005,141542,15531,22143,825,1562,722,1412,46,108,46594,39305,63721,64536,128250,32530,38889,1745,2838,2715,4411,74,221,30399,24527,67468,70882,138350,40703,45322,2580,3650,5027,7506,145,419,20075,15863,68529,72761,141292,42866,45034,3081,4138,6940,10012,228,703,13762,10239,66866,70125,136991,42466,44238,3155,3947,8360,11138,339,1223,9142,6757,63465,67295,130760,40673,40223,2907,3166,8395,11094,579,1853,6124,4544,58676,60876,119558,39997,37687,2522,2598,8147,10198,937,3109,4272,3012,55876,56601,112481,31027,26939,1693,1624,5680,7048,1061,4131,2579,1821,42041,41560,83595,22611,18994,1128,923,3530,4223,1332,5455,1816,1394,30425,30986,61408,16419,13163,656,542,2170,2558,1723,7359,1449,1164,22418,24785,47199,13311,9719,450,362,1303,1751,2403,10329,1120,1029,18598,23198,41790,8371,5423,269,192,669,970,2718,11760,737,948,12767,19292,32060,4493,2507,135,93,274,530,3127,14008,466,1000,8490,18138,26625,354372,356990,21360,26145,54087
39799,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,0,0,11,5,11,5,12,3,0,0,0,0,0,0,0,3,0,11,0,6,3,0,0,0,0,0,0,0,4,0,8,0,8,3,0,0,0,3,0,0,0,4,0,9,0,12,3,0,0,0,0,0,0,0,3,0,10,0,10,4,0,0,0,3,3,0,0,0,0,11,3,7,3,0,3,0,3,0,0,0,0,0,9,0,9,10,0,0,0,3,0,0,0,0,0,14,3,14,3,0,0,0,3,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3,0,19
39499,0,4,0,0,0,0,3,0,245,280,253,283,535,24,30,12,8,0,3,0,0,710,506,750,548,1295,87,122,21,10,4,13,3,0,559,383,677,525,1206,151,139,46,8,35,36,0,3,374,213,604,398,1008,143,140,59,29,55,47,0,4,312,111,574,331,902,138,135,58,44,97,38,0,4,221,67,520,284,803,140,163,74,27,147,100,5,3,141,54,511,349,855,230,309,78,44,146,110,12,15,90,32,552,505,1061,414,471,63,38,161,125,15,37,54,25,714,690,1405,349,390,39,6,127,80,18,28,29,7,562,512,1072,318,226,45,6,91,42,33,31,10,9,496,314,811,141,68,14,0,46,9,37,25,7,3,245,107,347,36,24,8,0,21,4,14,18,9,3,95,54,146,10,12,3,0,5,0,15,9,3,4,38,23,63,6,9,0,0,0,3,8,24,10,3,28,46,67,2198,2235,520,216,943
2RVIC,72,147,24,38,44,30,16,41,46147,43418,46309,43675,89982,1281,2736,89,214,59,85,27,55,33739,30714,35196,33801,68994,7828,11656,406,791,269,569,32,96,22324,18665,30873,31772,62641,17609,21499,988,1613,1175,1945,44,143,15890,12660,35710,37855,73566,24331,27468,1581,2426,2632,4178,84,296,11945,9251,40574,43621,84193,28115,30696,2062,2798,4279,6252,198,541,9531,6834,44187,47126,91315,30665,31915,2462,2853,5696,7486,316,951,7315,5018,46453,48229,94678,30690,31232,2277,2339,6224,7199,505,1511,5120,3127,44822,45405,90223,31418,30659,1964,1735,5737,6449,731,2440,3524,1946,43365,43223,86589,25811,24538,1372,1124,4113,4409,981,3488,2401,1246,34681,34803,69480,21927,19578,906,732,2880,2912,1389,5196,1794,1005,28890,29426,58318,17697,14609,672,435,1799,1744,1942,7668,1411,802,23519,25263,48776,14569,10629,460,305,1141,1125,2718,10747,1171,825,20059,23632,43694,8721,5721,232,147,479,623,2960,11820,719,683,13118,18998,32112,4204,2328,114,66,181,322,3214,13511,516,861,8232,17083,25314,264949,265401,15614,17619,36717
2GMEL,256,625,62,52,75,73,44,75,124623,118912,125058,119736,244793,4254,10719,220,652,184,326,76,123,130742,121536,135470,133364,268828,29363,43155,1155,2324,1029,2221,74,182,98229,82551,129855,130436,260290,65837,78519,2838,4770,4077,7034,144,423,63469,52569,136367,143315,279678,84703,94340,4382,6710,8543,13195,266,812,42749,34543,140646,149596,290240,88565,92332,5213,7404,11895,16978,420,1335,28114,22285,134206,140335,274544,87281,88295,5722,7274,13979,19653,742,2425,20215,15863,127939,133511,261448,79773,79364,5145,5929,14308,19232,1130,3667,13311,10631,113675,118829,232503,76560,74055,4366,4810,12864,18021,1604,6267,8773,6649,104164,109803,213967,61508,55291,3026,3070,9245,12063,1945,8481,5353,3905,81079,82805,163885,48814,42267,2108,1942,5769,7654,2588,12388,3691,2648,62976,66897,129870,39097,31848,1387,1229,3623,4989,3710,17434,2792,2189,50604,57697,108304,32069,22996,1016,778,2387,3300,5526,24010,2444,2183,43438,53257,96696,19968,12793,509,397,1145,1943,6316,26466,1410,1942,29345,43544,72890,10076,5379,253,177,539,1116,6936,30746,1024,2253,18830,39671,58500,728116,731976,37389,47520,89671
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,3,0,3,4,0,0,0,0,0,0,0,0,0,4,0,4,8,0,0,0,0,0,0,0,3,0,9,0,9,3,0,0,0,0,0,0,0,3,0,6,0,6,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,3,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,9,0,8
29499,0,3,0,0,0,0,0,0,208,186,206,194,402,3,25,8,10,0,0,0,0,446,386,465,422,882,53,71,16,15,5,4,0,0,409,309,489,400,894,122,106,45,16,34,10,0,7,293,162,492,306,800,84,67,63,20,37,29,3,5,193,105,378,222,604,54,53,57,17,59,38,3,4,117,47,290,150,445,57,52,37,22,58,34,3,3,63,37,222,147,369,46,51,34,17,47,34,3,10,37,13,170,118,289,75,87,31,16,42,38,3,17,17,6,161,155,323,57,64,22,5,32,30,3,5,12,7,126,108,231,43,29,14,5,24,19,8,13,3,3,88,68,155,18,17,3,6,16,8,4,19,8,0,48,45,96,12,11,4,0,4,0,10,20,3,0,31,29,62,4,10,0,0,3,3,13,14,3,0,27,34,56,5,3,0,0,0,0,4,36,0,9,15,45,56,650,639,331,144,357
1RNSW,186,284,48,54,88,58,57,79,85544,80550,85913,81029,166947,2930,6101,211,499,114,194,57,113,64943,58000,68249,64905,133151,15450,22596,830,1632,611,1219,72,145,42324,34276,59280,59866,119151,33295,40511,1902,3184,2428,4191,89,254,30342,23747,68056,71893,139945,43262,49563,2966,4500,5193,7893,142,623,23601,17991,75162,80580,155743,50489,55143,3922,5351,8293,11922,360,1054,20098,14036,83159,87501,170663,55907,58344,4629,5575,11628,14924,604,1786,15563,10459,88326,91092,179416,54784,55579,4381,4359,12532,14255,885,2862,10622,6452,83201,83504,166704,56777,54888,3878,3421,12103,13056,1502,4688,6915,3911,81180,79965,161148,49008,46305,2603,2337,9024,9459,2022,7129,4667,2456,67313,67686,135001,41494,37438,1998,1490,6488,6383,2883,10469,3466,1900,56323,57683,114008,34135,28158,1386,972,4060,4024,3858,14581,2799,1611,46237,49351,95587,27741,20210,899,595,2617,2634,5320,20127,2173,1408,38747,44967,83718,16750,10676,437,282,1204,1462,5530,21460,1178,1156,25101,35034,60141,7713,4069,244,138,519,749,5715,24361,742,1274,14929,30593,45519,489925,489872,30324,34387,76894
1GSYD,328,1021,70,88,70,75,45,74,138837,131739,139346,132990,272336,6521,16237,347,1003,239,495,73,133,142112,130391,149293,148259,297556,37921,57037,1636,3346,1443,3035,107,242,109324,89668,150433,153332,303769,79797,95529,3536,5772,4983,8402,157,496,70968,56155,159451,166355,325813,95211,105309,4770,7436,9147,14234,221,864,45935,34853,155286,162706,317988,102192,104909,5753,8111,12794,18327,472,1617,32997,24523,154207,157482,311694,99278,99838,6107,8088,15011,21381,776,2772,24031,17885,145208,149963,295173,89758,88637,5695,6677,15385,21457,1183,4526,16023,12320,128049,133621,261670,85925,79537,4992,5211,15038,20232,1922,7109,11528,8570,119399,120659,240057,67325,58001,3450,3492,10991,14152,2235,9734,7583,5157,91587,90540,182126,51114,43313,2480,2189,6890,8979,2922,13608,5007,3555,68416,71645,140061,40255,32036,1623,1433,4336,5934,4051,18708,3923,2817,54182,60928,115105,33215,23717,1116,937,2874,4315,5938,26031,3148,2949,46300,57951,104247,21188,13635,554,437,1555,2739,6827,29182,1832,2542,31946,48540,80490,11256,5927,301,228,697,1590,7608,34486,1212,2765,21077,44996,66072,821284,824688,42432,54437,101453
19799,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,6,0,8,0,8,0,0,0,0,0,0,0,0,3,3,5,3,7,0,0,0,0,0,0,0,0,7,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,8,0,8,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,3
