GCCSA_CODE_2016,C16_M_FoodHos_PS_15_19,C16_M_FoodHos_PS_20_24,C16_M_FoodHos_PS_25_34,C16_M_FoodHos_PS_35_44,C16_M_FoodHos_PS_45_54,C16_M_FoodHos_PS_55_64,C16_M_FoodHos_PS_65_74,C16_M_FoodHos_PS_75_84,C16_M_FoodHos_PS_85o,C16_M_Foo_hos_pers_S_Tot,C16_M_MixFld_pr_15_19,C16_M_MixFld_pr_20_24,C16_M_MixFld_pr_25_34,C16_M_MixFld_pr_35_44,C16_M_MixFld_pr_45_54,C16_M_MixFld_pr_55_64,C16_M_MixFld_pr_65_74,C16_M_MixFld_pr_75_84,C16_M_MixFld_pr_85_ov,C16_M_MixFld_pr_Tot,C16_M_FldStu_ID_15_19,C16_M_FldStu_ID_20_24,C16_M_FldStu_ID_25_34,C16_M_FldStu_ID_35_44,C16_M_FldStu_ID_45_54,C16_M_FldStu_ID_55_64,C16_M_FldStu_ID_65_74,C16_M_FldStu_ID_75_84,C16_M_FldStu_ID_85o,C16_M_FldStu_ID_Tot,C16_M_FldStu_NS_15_19,C16_M_FldStu_NS_20_24,C16_M_FldStu_NS_25_34,C16_M_FldStu_NS_35_44,C16_M_FldStu_NS_45_54,C16_M_FldStu_NS_55_64,C16_M_FldStu_NS_65_74,C16_M_FldStu_NS_75_84,C16_M_FldStu_NS_85o,C16_M_FldStu_NS_T,C16_M_Tot_15_19,C16_M_Tot_20_24,C16_M_Tot_25_34,C16_M_Tot_35_44,C16_M_Tot_45_54,C16_M_Tot_55_64,C16_M_Tot_65_74,C16_M_Tot_75_84,C16_M_Tot_85o,C16_M_T_T,C06_F_NatPhy_sci_15_19,C06_F_NatPhy_sci_20_24,C06_F_NatPhy_sci_25_34,C06_F_NatPhy_sci_35_44,C06_F_NatPhy_sci_45_54,C06_F_NatPhy_sci_55_64,C06_F_NatPhy_sci_65_74,C06_F_NatPhy_sci_75_84,C06_F_NatPhy_sci_85O,C06_F_NatPhy_sci_T,C06_F_InfTec_15_19,C06_F_InfTec_20_24,C06_F_InfTec_25_34,C06_F_InfTec_35_44,C06_F_InfTec_45_54,C06_F_InfTec_55_64,C06_F_InfTec_65_74,C06_F_InfTec_75_84,C06_F_InfTec_85O,C06_F_InfTec_T,C06_F_EngRT_15_19,C06_F_EngRT_20_24,C06_F_EngRT_25_34,C06_F_EngRT_35_44,C06_F_EngRT_45_54,C06_F_EngRT_55_64,C06_F_EngRT_65_74,C06_F_EngRT_75_84,C06_F_EngRT_85_ov,C06_F_EngRT_Tot,C06_F_ArchBuild_15_19,C06_F_ArchBuild_20_24,C06_F_ArchBuild_25_34,C06_F_ArchBuild_35_44,C06_F_ArchBuild_45_54,C06_F_ArchBuild_55_64,C06_F_ArchBuild_65_74,C06_F_ArchBuild_75_84,C06_F_ArchBuild_85o,C06_F_Arch_building_Tot,C06_F_AgEnv_RS_15_19,C06_F_AgEnv_RS_20_24,C06_F_AgEnv_RS_25_34,C06_F_AgEnv_RS_35_44,C06_F_AgEnv_RS_45_54,C06_F_AgEnv_RS_55_64,C06_F_AgEnv_RS_65_74,C06_F_AgEnv_RS_75_84,C06_F_AgEnv_RS_85o,C06_F_AgEnv_RS_T,C06_F_Health_15_19,C06_F_Health_20_24,C06_F_Health_25_34,C06_F_Health_35_44,C06_F_Health_45_54,C06_F_Health_55_64,C06_F_Health_65_74,C06_F_Health_75_84,C06_F_Health_85o,C06_F_Healt_T,C06_F_Educ_15_19,C06_F_Educ_20_24,C06_F_Educ_25_34,C06_F_Educ_35_44,C06_F_Educ_45_54,C06_F_Educ_55_64,C06_F_Educ_65_74,C06_F_Educ_75_84,C06_F_Educ_85o,C06_F_Educ_T,C06_F_MngtCom_15_19,C06_F_MngtCom_20_24,C06_F_MngtCom_25_34,C06_F_MngtCom_35_44,C06_F_MngtCom_45_54,C06_F_MngtCom_55_64,C06_F_MngtCom_65_74,C06_F_MngtCom_75_84,C06_F_MngtCom_85o,C06_F_MngtCom_T,C06_F_Soc_cult_15_19,C06_F_Soc_cult_20_24,C06_F_Soc_cult_25_34,C06_F_Soc_cult_35_44,C06_F_Soc_cult_45_54,C06_F_Soc_cult_55_64,C06_F_Soc_cult_65_74,C06_F_Soc_cult_75_84,C06_F_Soc_cult_85o,C06_F_Soc_cult_T,C06_F_Creative_art_15_19,C06_F_Creative_art_20_24,C06_F_Creative_art_25_34,C06_F_Creative_art_35_44,C06_F_Creative_art_45_54,C06_F_Creative_art_55_64,C06_F_Creative_art_65_74,C06_F_Creative_art_75_84,C06_F_Create_art_850,C06_F_Creative_arts_T,C06_F_FoodHos_PS_15_19,C06_F_FoodHos_PS_20_24,C06_F_FoodHos_PS_25_34,C06_F_FoodHos_PS_35_44,C06_F_FoodHos_PS_45_54,C06_F_FoodHos_PS_55_64,C06_F_FoodHos_PS_65_74,C06_F_FoodHos_PS_75_84,C06_F_FoodHos_PS_85o,C06_F_FoodHos_PS_T,C06_F_MixFld_pr_15_19,C06_F_MixFld_pr_20_24,C06_F_MixFld_pr_25_34,C06_F_MixFld_pr_35_44,C06_F_MixFld_pr_45_54,C06_F_MixFld_pr_55_64,C06_F_MixFld_pr_65_74,C06_F_MixFld_pr_75_84,C06_F_MixFld_pr_85o,C06_F_MixFld_pr_T,C06_F_FldStu_ID_15_19,C06_F_FldStu_ID_20_24,C06_F_FldStu_ID_25_34,C06_F_FldStu_ID_35_44,C06_F_FldStu_ID_45_54,C06_F_FldStu_ID_55_64,C06_F_FldStu_ID_65_74,C06_F_FldStu_ID_75_84,C06_F_FldStu_ID_85o,C06_F_FldStu_ID_T,C06_F_FldStu_NS_15_19,C06_F_FldStu_NS_20_24,C06_F_FldStu_NS_25_34,C06_F_FldStu_NS_35_44,C06_F_FldStu_NS_45_54,C06_F_FldStu_NS_55_64,C06_F_FldStu_NS_65_74,C06_F_FldStu_NS_75_84,C06_F_FldStu_NS_85o,C06_F_FldStu_NS_T,C06_F_Tot_15_19,C06_F_Tot_20_24,C06_F_Tot_25_34,C06_F_Tot_35_44,C06_F_Tot_45_54,C06_F_Tot_55_64,C06_F_Tot_65_74,C06_F_Tot_75_84,C06_F_Tot_85o,C06_F_T_T
6RTAS,81,234,536,603,524,433,292,124,18,2842,9,16,13,15,12,44,42,25,13,191,10,31,108,122,189,175,132,50,16,828,1009,713,1268,1344,1868,1989,2015,1260,471,11936,1586,3779,9342,10032,11906,12472,9539,4427,1242,64331,0,63,191,157,133,100,36,16,0,690,14,49,85,96,97,47,7,0,0,399,14,63,192,226,204,138,99,47,18,989,0,36,54,57,36,23,3,0,3,214,15,71,287,234,133,64,21,9,0,827,14,274,819,1400,1962,1315,666,308,107,6875,9,231,855,1105,1582,1236,789,273,93,6178,243,1005,1806,1744,1545,852,310,207,41,7760,91,443,1142,1392,1474,745,191,68,9,5561,11,121,290,313,267,197,89,48,12,1332,207,562,949,748,481,371,92,49,18,3474,6,3,10,11,12,17,15,3,0,83,9,32,77,104,110,60,23,16,10,433,962,471,937,1347,1294,1525,1860,2083,959,11434,1599,3428,7678,8930,9325,6695,4193,3126,1275,46248
6GHOB,43,187,559,530,395,272,141,60,16,2205,8,20,23,14,18,22,28,16,8,162,6,38,114,170,153,144,86,50,24,787,546,564,1192,1057,1146,1150,1009,738,288,7695,902,3137,9949,9432,9620,9247,6544,3242,1125,53202,0,133,377,318,208,108,42,30,10,1220,0,56,124,75,61,37,12,0,0,368,6,59,170,160,143,105,91,70,13,819,0,18,66,56,52,14,3,3,0,215,10,38,168,153,93,36,14,5,0,518,10,253,885,1389,1530,1047,536,295,69,6011,9,101,629,867,1514,1011,526,256,93,5005,165,1041,1753,1466,1185,654,298,238,66,6868,71,546,1367,1434,1391,785,229,104,21,5948,27,152,316,317,252,162,88,58,18,1388,118,400,638,558,368,218,80,37,15,2440,5,10,6,11,4,5,10,5,8,63,3,59,112,116,99,67,20,19,3,502,745,479,842,1057,1076,1089,1197,1566,779,8831,1179,3341,7454,7984,7976,5340,3156,2688,1085,40209
69799,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,17,6,5,3,4,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,8
69499,3,3,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,19,31,34,22,10,8,6,0,128,13,38,80,59,47,35,30,8,0,308,0,0,4,3,0,3,0,0,0,4,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8,3,9,9,0,0,0,31,0,0,0,4,0,8,0,0,0,14,3,3,9,3,3,0,0,0,0,29,0,5,9,6,5,0,0,0,0,23,0,0,4,0,3,0,0,0,0,11,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,7,10,4,4,3,32,3,16,48,27,25,25,9,3,6,164
5RWAU,64,260,948,1103,990,607,359,118,29,4474,24,26,31,35,31,37,56,35,12,294,14,60,256,322,351,268,121,68,15,1461,2259,2051,6211,5715,5557,4640,3158,1838,719,32146,3760,7680,26355,26209,25268,21433,13306,5491,1549,131058,4,104,507,356,242,85,23,14,3,1342,16,52,138,131,108,70,8,3,0,529,29,131,382,352,225,130,110,76,22,1447,4,45,79,112,57,22,6,10,0,336,79,262,707,544,267,94,20,11,5,1986,51,430,1712,2559,3090,2038,959,329,82,11249,31,603,2177,2676,2782,1513,594,225,69,10674,553,1475,3132,2974,2160,1183,478,193,37,12176,195,672,1729,1693,1619,901,262,65,7,7155,41,190,482,445,320,218,109,28,10,1836,249,693,1510,1272,749,466,123,60,15,5130,12,11,18,26,23,18,3,3,4,111,11,30,107,152,123,71,31,13,3,540,1967,1261,2853,3538,3025,2437,2061,2110,952,20196,3251,5948,15533,16819,14776,9240,4788,3136,1220,74704
5GPER,260,1290,4997,3782,3106,1976,1178,482,119,17189,145,156,157,142,134,126,138,128,44,1181,62,313,1217,1272,1301,880,526,289,112,5970,4441,5825,15210,12220,10869,8511,6732,5141,2650,71614,9470,34288,114013,102086,91570,71403,47595,22851,7357,500624,31,1251,3001,2326,1609,668,205,108,22,9217,63,412,1066,1042,640,208,44,10,3,3486,86,547,1715,1563,1150,751,681,479,186,7174,23,299,746,613,379,158,37,19,3,2276,102,489,1165,743,437,175,63,22,9,3195,234,2726,8250,10468,10900,6595,3350,1540,493,44559,237,1461,6289,8817,10328,6025,2562,1042,386,37146,1559,7510,16652,14851,10829,6546,2991,1650,389,62986,878,3950,9695,8964,8218,4679,1490,631,118,38630,295,1956,3377,2344,1508,1013,487,259,95,11324,1028,3029,5267,4822,2986,2069,636,354,132,20327,74,61,78,83,93,78,41,45,11,556,53,214,668,775,666,403,196,100,38,3109,6135,4596,7964,9288,8743,7739,7692,8882,4764,65802,10795,28503,65925,66692,58505,37106,20478,15136,6648,309786
59799,0,0,5,6,4,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,27,22,17,8,0,0,0,77,0,7,100,95,77,33,4,3,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,4,3,0,0,0,0,15
59499,0,3,18,15,14,8,3,0,0,67,0,0,3,0,0,0,0,0,0,3,0,4,5,7,11,4,4,3,0,37,26,67,232,221,250,133,77,14,3,1018,35,155,588,450,459,369,233,35,4,2331,0,10,23,7,8,4,0,0,0,48,0,4,4,0,3,4,0,0,0,14,0,6,8,4,4,8,3,0,0,36,0,0,3,3,3,0,0,0,0,11,0,9,16,9,5,3,0,0,0,29,3,11,46,23,52,36,11,0,0,185,0,9,20,19,16,27,10,0,0,97,5,36,76,45,42,35,11,0,0,243,0,17,37,22,19,20,5,0,0,132,0,8,22,6,0,8,0,0,0,40,5,26,34,13,18,11,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,15,9,30,42,50,42,62,36,3,5,279,26,162,325,204,211,217,66,10,7,1231
4RSAU,73,261,687,688,602,499,334,123,28,3301,9,14,26,19,27,35,36,32,24,216,14,50,130,143,219,170,163,72,25,990,1285,1072,2412,2435,2799,2751,2587,1716,786,17846,2091,4680,12972,13374,14904,15342,12321,5636,1850,83163,3,61,225,178,116,96,32,20,0,731,20,32,92,89,57,36,8,0,0,328,13,67,194,249,158,138,132,99,28,1073,3,25,43,60,38,18,11,5,0,202,35,174,510,378,209,96,16,11,0,1424,54,358,1223,2224,3034,1632,787,378,104,9798,3,334,1231,1292,1862,1548,583,270,87,7197,265,1074,2334,1890,1385,832,347,165,23,8315,102,419,1203,1451,1362,888,205,71,12,5713,14,108,242,190,172,115,81,32,9,962,191,580,1141,918,591,433,147,66,25,4090,16,5,16,35,24,21,8,11,4,140,6,17,70,103,63,56,26,17,8,360,1180,558,1219,1684,1647,1900,2097,2655,1270,14207,1903,3801,9723,10737,10716,7813,4458,3801,1587,54537
4GADE,217,1112,2976,2379,1948,1286,856,324,95,11196,62,88,73,79,70,82,90,108,42,694,59,202,816,899,821,671,453,229,97,4253,2621,2852,6162,5605,5804,5184,4330,3396,1985,37937,5439,19447,62690,59211,56227,48837,35449,17319,6641,311269,8,837,1874,1504,1112,536,191,117,32,6200,39,305,908,767,431,161,26,4,3,2639,29,315,1047,1116,758,616,649,559,167,5265,12,169,525,451,298,152,40,29,4,1686,47,293,689,573,324,139,44,20,9,2130,125,2191,6876,8698,10027,5253,2430,1399,549,37543,23,726,3660,4538,7122,5365,1874,1044,458,24811,878,5534,11806,9417,6622,3812,1482,1062,283,40897,387,3227,7744,6993,6577,3947,1228,479,106,30691,93,1155,2270,1635,1074,692,355,233,83,7584,833,2316,3975,3395,2136,1518,542,308,91,15118,46,63,59,87,86,57,40,50,28,512,38,261,624,587,494,327,130,95,33,2579,3891,2592,4409,5307,5349,5173,5986,8291,4307,45306,6449,19975,46467,45073,42409,27747,15002,13690,6142,222956
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,3,14,7,0,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,19,16,40,68,90,100,66,35,6,3,414,23,88,236,165,190,151,111,20,11,994,0,4,9,3,5,0,0,0,0,21,0,0,4,0,0,3,0,0,0,6,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,9,0,4,21,15,12,14,3,0,0,69,0,0,4,3,3,14,3,0,0,28,5,23,26,14,6,7,3,0,0,96,3,11,20,15,10,9,0,0,0,67,0,10,13,8,4,0,0,0,0,33,0,3,14,8,8,11,0,0,0,38,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,11,11,10,19,23,15,17,7,6,116,21,69,136,81,72,75,26,8,6,506
3RQLD,861,2196,5480,5418,4621,3132,2163,760,166,24795,166,142,163,111,149,207,225,188,77,1424,182,345,1141,1442,1683,1231,818,437,134,7420,8184,8340,17414,16478,17353,15704,13457,8536,3807,109265,15745,37032,103736,107362,107835,96093,70320,32454,9588,580153,23,646,1743,1412,1113,579,220,95,16,5841,111,302,754,748,561,227,60,14,5,2772,77,438,1358,1426,1097,857,729,433,141,6569,23,210,539,580,338,171,72,33,3,1965,237,809,1738,1214,748,260,106,32,7,5136,196,2271,8166,12195,13394,8222,4210,1975,503,51142,81,2342,8921,11199,11719,7204,3226,1251,288,46225,2366,8866,17348,14824,11420,6777,2728,1417,299,66034,655,3929,10022,8912,8238,4749,1324,417,89,38352,174,1292,2743,2203,1539,1012,556,263,89,9886,1608,3987,8052,6893,3982,2854,821,395,128,28728,47,61,78,94,100,74,72,49,13,591,45,236,669,857,753,482,220,103,29,3380,8080,5428,10398,12340,11722,11074,11479,12878,6582,89978,13729,30818,72530,74896,66719,44543,25825,19348,8196,356606
3GBRI,832,2053,5141,4235,3067,1890,1307,444,115,19077,202,256,232,125,118,140,156,134,55,1425,121,409,1475,1732,1579,1176,740,303,124,7674,5565,7027,15004,12767,11714,9307,7550,5040,2716,76699,13440,41890,123282,116040,102241,79234,53143,23819,7818,560897,32,1457,3084,2373,1555,763,255,122,25,9661,104,593,1739,1437,820,224,45,6,0,4975,71,585,1846,1637,1256,785,668,409,143,7408,27,469,1021,812,450,189,58,32,6,3053,92,468,1266,878,453,204,58,27,3,3442,229,2983,10227,12680,11998,7316,3351,1690,527,51013,68,1868,8257,10315,11335,7229,2679,1183,431,43365,2122,10374,22885,18128,12304,6174,2094,1240,347,75670,717,5559,13781,10632,9177,5284,1385,547,113,47191,290,2597,4607,3132,1724,938,496,285,103,14175,1251,3546,6560,5109,3054,2046,608,318,108,22592,78,110,85,81,86,86,56,36,20,631,63,469,1180,1120,939,536,196,122,44,4663,6718,5587,9377,10095,9091,8264,7659,9877,6062,72729,11859,36668,85912,78427,64251,40035,19611,15876,7920,360563
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,3,3,8,3,3,10,5,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
39499,5,9,36,25,17,27,21,0,0,142,0,0,3,0,0,3,0,0,0,9,0,9,3,6,3,12,10,3,0,48,45,118,355,336,299,265,187,54,9,1657,79,312,925,669,647,771,673,135,14,4223,0,10,32,8,3,4,0,0,0,58,0,5,6,6,7,4,0,0,0,31,0,4,11,6,3,7,7,0,0,44,0,0,13,3,0,4,0,0,0,23,3,5,20,11,7,3,0,0,0,41,0,25,71,55,90,84,28,3,0,363,3,10,45,32,32,66,16,0,0,207,15,75,120,59,70,87,23,5,0,445,6,33,101,42,41,44,6,0,0,278,0,21,31,11,6,15,0,0,0,90,12,41,44,25,21,25,3,0,0,179,0,0,3,0,0,0,0,0,0,3,0,3,7,0,9,4,3,0,0,29,40,53,122,90,114,134,64,22,16,651,85,286,626,357,404,489,152,29,18,2445
2RVIC,208,1107,2991,2665,2362,1839,1178,508,138,13007,41,81,87,54,91,87,143,116,51,765,39,180,643,967,954,900,631,270,115,4703,4955,4069,8197,8312,9723,9954,9708,6803,3101,64818,7833,20640,55725,56796,60709,60614,46461,21630,7280,337677,4,332,1150,905,803,303,93,74,15,3665,49,159,492,560,515,213,35,12,0,2033,59,253,847,1005,616,494,501,358,111,4240,18,124,354,380,207,99,25,10,8,1216,145,572,1609,1203,674,282,99,46,8,4629,150,2013,6152,9414,11270,6775,3622,1735,514,41641,38,1007,4449,5841,8796,6738,2793,1322,351,31340,783,4496,9134,7517,5616,3314,1429,1009,251,33544,387,2275,6004,6186,6696,3938,1003,351,67,26912,132,753,1568,1402,1083,660,357,234,80,6258,1043,2832,4531,3712,2381,1805,661,319,82,17378,34,48,25,41,34,23,26,23,15,268,25,190,556,607,534,329,134,80,34,2494,4547,2140,4003,6018,6182,6677,8858,11198,5387,55024,7419,17189,40869,44780,45406,31650,19627,16773,6919,230634
2GMEL,574,3472,13278,8415,6125,3521,1984,973,273,38620,321,453,467,284,280,314,307,286,81,2793,156,1055,3780,3899,3378,2363,1397,647,296,16969,9627,12620,29404,23557,20932,17180,14528,10962,5609,144414,17521,81060,276711,236790,197121,150305,97982,48156,17471,1123109,54,2920,8582,6373,3967,1786,575,340,94,24692,109,1833,6249,4416,2307,676,122,36,10,15752,110,1245,4949,4468,3056,2134,2027,1322,421,19740,42,902,2550,2036,1053,456,138,69,23,7271,97,838,2338,1667,948,314,117,66,23,6406,283,6475,22282,23771,21959,13077,6799,3472,1068,99191,97,2582,15046,19407,23441,15972,6147,2533,851,86070,1859,18411,50155,37961,23162,12497,4908,3642,994,153588,765,9507,29863,24452,19972,11312,3403,1458,353,101092,432,5441,12122,7741,4308,2206,1011,713,248,34224,1907,6989,12342,10648,5949,4443,1438,874,240,44840,137,235,155,165,191,146,93,73,29,1221,109,1322,3907,3458,2466,1317,568,350,91,13582,14018,11432,20773,22360,20131,18681,18456,23294,13154,162298,20019,70138,191313,168922,132908,85007,45803,38226,17600,769951
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,3,5,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
29499,0,12,19,20,18,9,0,0,0,73,0,0,0,0,0,0,0,0,0,3,0,3,6,10,6,3,0,0,0,35,43,126,314,350,244,145,70,16,3,1329,58,236,769,620,444,313,166,39,3,2654,0,12,28,10,3,0,0,0,0,54,0,0,11,7,0,0,0,0,0,18,3,3,27,9,3,5,4,0,0,54,0,0,6,3,0,0,0,0,0,14,0,7,13,0,4,0,0,0,0,32,0,23,58,25,20,18,3,3,0,150,0,3,32,27,22,24,3,6,0,111,4,36,110,51,23,25,8,0,0,250,0,30,59,35,27,18,0,0,0,179,0,23,43,12,8,0,0,0,0,88,8,36,38,8,3,4,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,16,27,44,80,45,29,34,31,27,16,339,50,225,514,232,150,132,55,35,23,1398
1RNSW,507,1995,5261,5069,4043,3290,2482,1039,271,23947,142,165,153,129,148,189,249,225,99,1496,102,348,963,1382,1618,1421,1029,533,200,7590,8732,7707,15259,14950,17163,17667,16932,12425,5869,116713,13531,35817,100827,105924,114237,115988,90186,44623,14919,636044,32,557,1835,1927,1725,940,329,145,25,7509,104,394,1038,1443,1279,632,150,24,5,5075,68,405,1450,1895,1449,1152,1194,926,259,8797,19,181,520,650,438,227,89,37,12,2164,212,825,2331,2130,1364,582,217,57,18,7742,350,3023,10688,15979,20485,11754,6327,3028,841,72469,92,1845,8881,11063,16610,10434,4683,1949,537,56098,2221,9266,20370,21885,18966,12170,5235,2897,669,93689,772,4298,10896,11085,10594,6279,2046,723,143,46837,169,1384,3101,3084,2351,1599,850,440,149,13127,1599,4414,7813,6723,4307,2917,988,665,161,29598,42,71,51,108,123,57,51,46,20,581,75,218,761,922,826,505,281,146,52,3788,8872,4426,8753,12095,12116,12593,15678,18641,8235,101404,14624,31321,78506,90995,92621,61849,38118,29724,11132,448878
1GSYD,576,2985,11498,8643,6239,3650,2391,1086,287,37345,335,492,533,376,363,367,358,265,84,3185,160,893,3148,3581,3279,2372,1455,662,308,15853,10385,13778,33845,27017,23115,18897,15317,10910,6325,159599,17054,79804,288236,262271,218447,169909,111443,53565,20045,1220774,66,2571,8111,7253,5214,2562,921,430,89,27209,191,2198,7311,5435,2907,931,174,34,6,19188,110,1149,4715,5864,4278,2458,2122,1606,597,22902,49,780,2681,2236,1291,510,191,90,23,7836,108,655,2033,1487,1000,480,186,70,28,6041,389,5973,22431,24339,24305,14010,6917,3831,1278,103479,146,3654,18405,19943,24289,15617,6669,3065,1051,92838,2982,23798,68294,56808,38165,22169,8040,5362,1622,227231,1104,10629,32531,26073,20039,11739,3822,1766,410,108102,525,6324,15184,10240,5520,2887,1287,841,338,43140,2075,6778,13276,10386,6015,4108,1301,896,308,45150,181,276,196,287,294,207,133,113,38,1728,164,1039,3282,3073,2274,1384,539,349,128,12231,16582,15240,31029,29788,25776,21584,19829,23965,13102,196899,24669,81066,229470,203199,161358,100647,52138,42416,19017,913978
19799,0,0,0,3,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,10,6,0,29,0,3,11,12,11,12,34,13,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4
