GCCSA_CODE_2016,C11_P_AdD_DL_15_19,C11_P_AdD_DL_20_24,C11_P_AdD_DL_25_34,C11_P_AdD_DL_35_44,C11_P_AdD_DL_45_54,C11_P_AdD_DL_55_64,C11_P_AdD_DL_65_74,C11_P_AdD_DL_75_84,C11_P_AdD_DL_85o,C11_P_AdD_DL_Tot,C11_P_CL_C_III_IV_15_19,C11_P_CL_C_III_IV_20_24,C11_P_CL_C_III_IV_25_34,C11_P_CL_C_III_IV_35_44,C11_P_CL_C_III_IV_45_54,C11_P_CL_C_III_IV_55_64,C11_P_CL_C_III_IV_65_74,C11_P_CL_C_III_IV_75_84,C11_P_CL_C_III_IV_85_ov,C11_P_CL_C_III_IV_Tot,C11_P_CL_C_I_II_15_19,C11_P_CL_C_I_II_20_24,C11_P_CL_C_I_II_25_34,C11_P_CL_C_I_II_35_44,C11_P_CL_C_I_II_45_54,C11_P_CL_C_I_II_55_64,C11_P_CL_C_I_II_65_74,C11_P_CL_C_I_II_75_84,C11_P_CL_C_I_II_85_ov,C11_P_CL_C_I_II_Tot,C11_P_CL_CL_nfd_15_19,C11_P_CL_CL_nfd_20_24,C11_P_CL_CL_nfd_25_34,C11_P_CL_CL_nfd_35_44,C11_P_CL_CL_nfd_45_54,C11_P_CL_CL_nfd_55_64,C11_P_CL_CL_nfd_65_74,C11_P_CL_CL_nfd_75_84,C11_P_CL_CL_nfd_85_ov,C11_P_CL_CL_nfd_Tot,C11_P_CL_T_15_19,C11_P_CL_T_20_24,C11_P_CL_T_25_34,C11_P_CL_T_35_44,C11_P_CL_T_45_54,C11_P_CL_T_55_64,C11_P_CL_T_65_74,C11_P_CL_T_75_84,C11_P_CL_T_85_ov,C11_P_CL_T_Tot,C11_P_LE_ID_15_19,C11_P_LE_ID_20_24,C11_P_LE_ID_25_34,C11_P_LE_ID_35_44,C11_P_LE_ID_45_54,C11_P_LE_ID_55_64,C11_P_LE_ID_65_74,C11_P_LE_ID_75_84,C11_P_LE_ID_85o,C11_P_LE_ID_Tot,C11_P_LE_NS_15_19,C11_P_LE_NS_20_24,C11_P_LE_NS_25_34,C11_P_LE_NS_35_44,C11_P_LE_NS_45_54,C11_P_LE_NS_55_64,C11_P_LE_NS_65_74,C11_P_LE_NS_75_84,C11_P_LE_NS_85_ov,C11_P_LE_NS_T,C11_P_Tot_15_19_yrs,C11_P_Tot_20_24_yrs,C11_P_Tot_25_34_yrs,C11_P_Tot_35_44_yrs,C11_P_Tot_45_54_yrs,C11_P_Tot_55_64_yrs,C11_P_Tot_65_74_yrs,C11_P_Tot_75_84_yrs,C11_P_Tot_85o,C11_P_T_T,C16_P_Post_Deg_15_19_yrs,C16_P_Post_Deg_20_24_yrs,C16_P_Post_Deg_25_34_yrs,C16_P_Post_Deg_35_44_yrs,C16_P_Post_Deg_45_54_yrs,C16_P_Post_Deg_55_64_yrs,C16_P_Post_Deg_65_74_yrs,C16_P_Post_Deg_75_84_yrs,C16_P_Post_Deg_85o,C16_P_Post_Deg_Tot,C16_P_GrDip_GrCe_15_19,C16_P_GrDip_GrCe_20_24,C16_P_GrDip_GrCe_25_34,C16_P_GrDip_GrCe_35_44,C16_P_GrDip_GrCe_45_54,C16_P_GrDip_GrCe_55_64,C16_P_GrDip_GrCe_65_74,C16_P_GrDip_GrCe_75_84,C16_P_GrDip_GrCe_85ov,C16_P_GrDip_GrCe_Tot,C16_P_BD_15_19,C16_P_BD_20_24,C16_P_BD_25_34,C16_P_BD_35_44,C16_P_BD_45_54,C16_P_BD_55_64,C16_P_BD_65_74,C16_P_BD_75_84,C16_P_BD_85o,C16_P_BD_Tot,C16_P_AdD_DL_15_19,C16_P_AdD_DL_20_24,C16_P_AdD_DL_25_34,C16_P_AdD_DL_35_44,C16_P_AdD_DL_45_54,C16_P_AdD_DL_55_64,C16_P_AdD_DL_65_74,C16_P_AdD_DL_75_84,C16_P_AdD_DL_85o,C16_P_AdD_DL_Tot,C16_P_CL_C_III_IV_15_19,C16_P_CL_C_III_IV_20_24,C16_P_CL_C_III_IV_25_34,C16_P_CL_C_III_IV_35_44,C16_P_CL_C_III_IV_45_54,C16_P_CL_C_III_IV_55_64,C16_P_CL_C_III_IV_65_74,C16_P_CL_C_III_IV_75_84,C16_P_CL_C_III_IV_85_ov,C16_P_CL_C_III_IV_Tot,C16_P_CL_C_I_II_15_19,C16_P_CL_C_I_II_20_24,C16_P_CL_C_I_II_25_34,C16_P_CL_C_I_II_35_44,C16_P_CL_C_I_II_45_54,C16_P_CL_C_I_II_55_64,C16_P_CL_C_I_II_65_74,C16_P_CL_C_I_II_75_84,C16_P_CL_C_I_II_85_ov,C16_P_CL_C_I_II_Tot,C16_P_CL_CL_nfd_15_19,C16_P_CL_CL_nfd_20_24,C16_P_CL_CL_nfd_25_34,C16_P_CL_CL_nfd_35_44,C16_P_CL_CL_nfd_45_54,C16_P_CL_CL_nfd_55_64,C16_P_CL_CL_nfd_65_74,C16_P_CL_CL_nfd_75_84,C16_P_CL_CL_nfd_85_ov,C16_P_CL_CL_nfd_Tot,C16_P_CL_T_15_19,C16_P_CL_T_20_24,C16_P_CL_T_25_34,C16_P_CL_T_35_44,C16_P_CL_T_45_54,C16_P_CL_T_55_64,C16_P_CL_T_65_74,C16_P_CL_T_75_84,C16_P_CL_T_85_ov,C16_P_CL_T_Tot,C16_P_LE_ID_15_19,C16_P_LE_ID_20_24,C16_P_LE_ID_25_34,C16_P_LE_ID_35_44,C16_P_LE_ID_45_54,C16_P_LE_ID_55_64,C16_P_LE_ID_65_74,C16_P_LE_ID_75_84,C16_P_LE_ID_85o,C16_P_LE_ID_Tot,C16_P_LE_NS_15_19,C16_P_LE_NS_20_24,C16_P_LE_NS_25_34,C16_P_LE_NS_35_44,C16_P_LE_NS_45_54,C16_P_LE_NS_55_64,C16_P_LE_NS_65_74,C16_P_LE_NS_75_84,C16_P_LE_NS_85_ov,C16_P_LE_NS_T,C16_P_Tot_15_19_yrs,C16_P_Tot_20_24_yrs,C16_P_Tot_25_34_yrs,C16_P_Tot_35_44_yrs,C16_P_Tot_45_54_yrs,C16_P_Tot_55_64_yrs,C16_P_Tot_65_74_yrs,C16_P_Tot_75_84_yrs,C16_P_Tot_85o,C16_P_T_T
6RTAS,26,397,1640,2940,3374,3179,1827,680,197,14259,910,3650,7630,8475,8943,6765,3583,1456,362,41770,414,658,947,619,546,346,143,39,11,3708,56,167,377,561,671,656,342,135,49,3011,1381,4476,8948,9644,10163,7758,4068,1628,421,48492,44,97,292,343,473,539,351,191,47,2367,1710,901,1654,2299,2790,3285,3593,3272,1497,20995,3166,6852,17418,20648,22227,19589,12054,6464,2339,110756,0,46,695,907,1007,1077,788,182,31,4730,11,40,411,560,742,795,454,101,22,3146,3,968,4158,4355,3981,4077,2547,789,231,21116,37,495,1930,2911,3801,3845,2704,1068,255,17053,723,3626,8194,7812,8726,8018,4767,1993,481,44347,393,761,926,660,588,424,221,63,21,4053,124,297,599,821,1002,1069,764,339,92,5103,1243,4679,9723,9285,10310,9518,5750,2396,599,53503,13,53,160,177,218,265,305,208,69,1473,1921,1295,2401,2586,3587,4234,4754,3324,1474,25566,3226,7578,19474,20787,23651,23809,17295,8072,2687,126584
6GHOB,37,472,1627,2560,2779,2491,1399,678,223,12273,561,2739,5611,5448,5500,3931,2243,1075,307,27420,303,523,698,367,363,195,97,57,21,2623,41,136,289,395,495,459,262,120,49,2242,905,3402,6603,6204,6360,4585,2597,1250,379,32283,32,95,209,281,329,365,248,159,61,1777,1246,1028,1734,1788,2089,2331,2300,2159,1138,15806,2221,6744,17564,18182,18312,15258,8809,5179,2108,94383,3,99,2025,2011,1785,1470,903,276,87,8647,3,89,755,912,1079,916,484,118,27,4376,11,1564,6119,5704,4429,4194,2501,869,347,25733,36,496,1959,2640,3078,2859,2060,936,315,14376,441,2591,6408,5388,5592,4910,2695,1349,414,29781,228,491,650,404,320,280,156,42,21,2599,70,196,449,550,634,743,495,253,124,3511,739,3278,7506,6343,6538,5932,3345,1651,561,35889,21,58,163,153,206,236,287,193,70,1379,1107,1005,2101,1949,2211,2502,2491,1996,1041,16413,1918,6584,20624,19713,19325,18103,12072,6043,2445,106815
69799,0,3,3,0,4,0,0,0,0,14,0,3,12,3,10,4,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,3,10,6,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,3,7,5,3,3,0,0,17,0,8,22,17,13,10,3,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,3,0,0,0,4,0,0,10,0,4,11,3,3,7,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,7,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,9,0,6,19,6,5,5,7,0,0,44
69499,0,0,6,17,14,16,4,3,0,63,6,14,30,30,27,17,8,0,0,136,0,3,8,3,0,0,0,0,0,13,0,0,3,3,3,3,0,0,0,19,6,14,37,39,30,24,14,0,0,167,0,0,4,4,0,0,0,0,0,8,13,17,46,34,24,26,18,5,0,178,19,41,150,101,91,94,42,11,0,540,0,3,11,5,7,5,3,0,0,31,0,0,4,3,0,0,0,0,0,6,0,3,31,16,5,15,8,0,0,77,0,0,11,13,12,9,7,0,0,59,8,16,22,17,17,22,9,3,0,120,4,0,3,3,0,0,0,0,0,16,0,0,4,0,4,4,3,0,0,13,11,16,33,23,25,25,13,3,0,152,0,0,0,0,0,3,0,0,0,4,7,25,46,36,35,18,15,3,0,190,20,51,127,93,80,78,50,10,0,517
5RWAU,158,1093,4115,5880,6165,4846,2222,748,172,25393,2060,7166,16917,16824,15790,10692,4912,2070,596,77023,921,1057,1509,1086,823,508,185,47,11,6151,180,415,1126,1455,1299,1028,450,173,40,6165,3163,8642,19546,19369,17912,12221,5549,2288,646,89340,115,313,900,1132,1425,1486,993,458,137,6969,3642,3958,9088,8914,8041,5970,3922,2928,1201,47680,7083,15809,44176,46166,41560,30438,15208,7176,2313,209924,0,37,1269,1563,1267,1083,657,158,28,6061,5,115,1048,1406,1265,1177,470,99,8,5607,19,1493,9439,9486,6939,5411,2968,1029,227,37007,155,1060,5073,6230,6747,6211,3541,1223,294,30524,1747,6615,19177,17498,16913,13134,6727,2349,539,84691,1089,1133,1595,1179,939,704,315,87,13,7059,205,498,1237,1733,1745,1736,1122,376,104,8757,3042,8247,22002,20407,19593,15575,8174,2811,651,100507,38,117,394,423,443,478,451,243,71,2667,4081,3484,10134,9318,9688,8864,6989,4481,2084,59118,7340,14554,49371,48832,45940,38800,23237,10054,3361,241489
5GPER,1112,8791,23093,26440,25850,19717,10056,4170,1174,120403,6537,22231,45524,44556,43422,31450,17211,8274,2239,221449,1920,2581,3726,2797,2252,1542,630,237,68,15749,562,1684,3619,4639,4581,3812,2027,839,261,22025,9025,26501,52868,51988,50255,36809,19871,9345,2567,259214,416,1599,3936,4638,5179,5214,4085,2295,917,28282,10111,10296,20688,18493,16422,14998,12612,12616,7548,123781,20790,66125,180306,170041,149074,111282,60985,33549,13501,805649,11,951,19028,20155,14247,9347,4927,1480,327,70476,22,769,7031,8216,7831,5859,2436,628,139,32920,137,20641,78365,62782,43247,28855,15972,5842,1614,257460,1307,8872,30073,30818,30018,23721,14442,5840,1663,146738,5685,22981,58517,48483,48498,37072,22135,10305,2717,256410,2881,2897,3907,2962,2446,1806,1002,303,112,18307,608,1678,4522,5887,6369,5562,4122,1817,615,31179,9177,27555,66943,57332,57318,44441,27253,12429,3448,305893,232,752,2545,2396,2368,2197,2008,1038,417,13955,8418,10645,26962,21647,20274,18274,16739,14290,9511,146755,19297,70182,230955,203347,175294,132687,83771,41545,17115,974194
59799,0,0,14,6,5,0,0,0,0,28,0,13,43,40,27,6,4,0,0,134,0,3,4,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,10,46,40,30,13,4,0,0,150,0,4,9,3,5,6,0,0,0,24,0,8,27,19,8,9,3,0,0,70,0,23,104,75,59,25,4,0,0,300,0,0,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,10,8,5,0,0,3,0,31,0,0,13,20,17,9,0,0,0,55,0,0,41,39,32,11,0,0,0,134,0,0,3,3,0,0,0,0,0,5,0,0,4,3,3,0,0,0,0,13,0,6,49,46,34,10,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,7,29,20,24,9,0,0,0,87,0,11,106,100,83,31,4,3,0,338
59499,3,30,108,65,89,113,46,4,0,459,18,106,300,205,199,237,136,12,3,1221,6,16,26,13,9,16,3,0,0,87,0,3,17,16,19,19,9,0,0,84,24,131,340,228,228,276,149,12,5,1391,0,12,37,23,24,40,19,3,0,159,60,108,303,286,254,197,79,39,4,1327,90,379,1160,811,715,766,322,54,12,4303,0,8,53,24,17,15,12,0,0,117,0,0,15,5,6,16,6,3,0,48,0,54,227,89,47,63,35,10,0,522,0,21,73,35,51,77,42,3,0,308,8,68,227,166,169,202,103,17,3,969,7,10,16,13,9,12,5,0,0,65,0,6,29,11,15,29,19,0,0,114,16,87,273,191,197,236,123,14,3,1147,0,9,9,5,3,5,7,4,0,43,43,130,385,315,357,222,142,26,5,1633,66,310,1033,673,680,633,368,58,13,3820
4RSAU,43,451,1970,3431,4155,4033,2043,680,175,16979,950,4292,9618,10544,11128,8528,4924,2075,490,52559,517,789,1435,956,710,403,169,32,8,5015,101,302,833,1111,970,891,445,158,41,4844,1565,5379,11888,12606,12809,9822,5535,2266,541,62419,44,110,356,547,587,583,406,259,83,2973,2283,1422,2927,3688,4160,4531,4577,4322,2041,29957,3943,8476,22792,25726,26318,23575,14806,8181,3022,136838,0,51,634,717,642,696,513,130,20,3392,0,57,434,587,774,994,511,116,13,3484,12,1081,5085,4909,3678,3793,2582,828,218,22186,69,595,2545,3554,4728,5006,3388,1005,294,21190,1110,4455,11143,10532,11675,10508,6776,2789,743,59736,407,765,1268,1026,766,616,350,83,27,5316,154,349,852,1201,1327,1317,1007,349,101,6656,1677,5573,13260,12759,13768,12438,8139,3217,872,71708,33,74,230,268,301,385,390,209,104,1985,2462,1825,3933,4056,5145,5600,5843,4264,2485,35610,4257,9254,26117,26842,29030,28921,21363,9766,4009,159554
4GADE,246,4374,13310,17310,17735,14621,7073,2877,1029,78566,2788,13702,30704,30799,30211,22689,12800,7081,2115,152890,1472,2410,3563,2345,1764,1092,450,172,49,13318,403,1288,2824,3421,3238,2991,1539,673,227,16616,4667,17399,37096,36562,35212,26771,14792,7932,2397,182830,202,649,1620,1932,2015,1871,1332,818,343,10775,6820,5709,10210,10362,11222,10941,10720,11958,7999,85938,12012,40136,113382,108905,100355,81187,45109,27676,12958,541733,11,655,12925,12654,8878,6808,4015,1297,301,47543,9,392,3607,4879,4840,4725,2488,569,118,21617,82,12164,44628,37311,25331,20312,12392,4192,1569,157982,320,4341,16145,18538,20501,17562,10954,3935,1469,93765,3720,14193,35723,30588,32903,26400,16770,8388,2812,171499,1292,2412,3472,2550,2002,1481,782,227,70,14287,452,1079,2646,3565,3971,3868,3055,1319,551,20520,5465,17684,41833,36700,38884,31758,20607,9943,3430,206310,144,468,1356,1346,1430,1397,1435,842,409,8823,5130,5303,11223,10112,11027,11086,11123,9553,6680,81233,11159,41001,131717,121543,110892,93644,63012,30330,13966,617270
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
49499,0,10,36,33,38,23,10,0,0,147,6,38,96,63,75,82,34,3,0,396,4,13,12,8,7,9,0,0,0,48,5,9,6,14,10,4,4,0,0,57,18,55,122,78,90,95,41,3,0,505,0,5,9,3,4,10,0,0,3,36,19,36,92,91,110,83,55,66,64,619,35,134,403,279,281,243,123,66,66,1634,0,0,23,14,7,15,4,0,0,59,0,0,8,3,6,7,0,0,0,24,0,31,92,38,20,19,16,0,0,219,0,15,27,22,40,16,23,3,0,145,12,23,97,50,70,79,57,11,5,402,6,4,6,4,4,0,0,0,0,25,0,4,9,3,12,15,3,0,0,47,16,32,115,57,88,91,66,11,5,482,0,6,9,0,3,3,5,0,0,27,33,50,122,129,152,93,54,15,6,651,49,128,393,264,317,247,159,30,10,1595
3RQLD,922,6216,21335,30633,29405,22135,11408,4244,1008,127313,8535,28988,66870,69501,67934,50481,27475,10956,2544,333279,4364,4314,5950,4293,3422,2170,825,218,51,25601,1006,2092,4466,5848,5426,4568,2381,780,222,26781,13909,35389,77286,79641,76780,57210,30680,11955,2821,385672,443,1047,2754,3445,4276,4309,3180,1664,508,21631,15659,13133,25875,27477,28266,26285,24654,21269,11402,194027,31074,68211,180580,194564,181736,142108,84626,43695,16845,943442,7,604,8819,10936,9800,7887,4548,1295,206,44113,34,693,4681,6113,6710,5883,2804,741,105,27763,160,13342,51027,48290,36275,28169,17008,5946,1520,201725,1622,7848,26828,34016,36698,29754,17807,6411,1703,162678,10318,31293,77631,74415,74493,62057,38018,15106,3699,387034,3964,4488,5226,4071,3484,2767,1501,394,76,25981,1157,2310,5287,6755,7547,7218,5509,2237,593,38621,15443,38094,88153,85245,85525,72043,45025,17731,4370,451634,264,611,1712,1952,2263,2421,2496,1436,467,13634,15587,15103,31196,29981,33212,32616,30845,22087,12204,222837,33117,76295,212410,216546,210481,178773,120546,55642,20575,1124382
3GBRI,1415,10027,27033,31583,28033,20262,9697,3650,1009,132715,7111,24327,54706,52651,48881,36044,19256,8517,2212,253719,3672,3691,5126,3486,2526,1706,596,179,44,21030,808,2057,4513,5234,4755,4053,1845,725,250,24244,11596,30070,64347,61378,56165,41803,21700,9424,2504,298992,350,1143,2834,3250,3404,3146,2176,1246,412,17951,12533,11828,22085,20739,19282,17537,15281,14321,9090,142703,26090,76745,215381,203444,167630,122763,64656,33904,14352,924973,14,1253,23908,25207,18722,12401,6260,1693,401,89862,41,987,7933,9818,9262,6806,3065,815,140,38864,187,25567,85800,72381,48799,31749,17662,5812,1594,289552,2212,12882,33652,36236,35378,25522,14488,5303,1480,167153,10109,27844,65962,57888,55251,42929,25735,10729,3022,299466,3372,3889,4308,3253,2657,1952,1138,262,85,20924,1079,2294,5064,6151,6195,5814,4093,1561,586,32842,14564,34028,75335,67299,64103,50696,30967,12550,3692,353230,291,876,2318,2201,2260,2119,1939,1069,416,13487,10422,12959,27188,22740,22061,19674,18219,14087,9758,157121,27741,88553,256134,235871,200591,148977,92602,41329,17476,1109268
39799,0,0,8,4,9,4,3,0,0,28,3,11,18,12,19,13,9,9,0,90,0,0,3,3,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,9,3,13,19,14,21,14,5,11,0,106,0,0,0,0,0,0,0,0,0,6,4,6,13,12,25,16,7,7,6,103,4,33,52,41,64,33,24,22,9,273,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,3,0,0,3,3,0,0,12,0,4,3,3,6,0,0,4,0,18,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,8,6,3,0,4,0,26,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,9,0,3,23,3,4,11,12,8,15,15,6,3,71
39499,0,48,125,115,138,204,73,13,0,719,36,155,333,269,300,503,266,53,3,1915,24,23,26,12,19,29,10,0,0,138,3,17,31,25,27,48,22,6,0,171,66,191,391,302,350,576,289,56,0,2230,0,5,33,21,28,34,29,7,5,165,133,211,375,346,323,379,224,72,17,2075,197,633,1447,1016,1022,1421,713,170,27,6639,0,10,106,41,38,38,25,3,0,266,0,4,23,12,19,36,19,0,0,118,3,194,451,125,104,130,115,21,3,1147,11,78,128,95,109,218,128,18,0,779,41,110,340,256,316,418,356,61,8,1898,13,17,17,16,13,24,16,0,0,113,4,19,42,19,24,60,37,4,0,202,54,145,398,300,349,497,411,64,9,2221,3,10,24,9,18,19,20,7,0,113,87,244,585,474,448,481,334,102,17,2765,159,682,1709,1058,1085,1426,1050,215,24,7409
2RVIC,237,3746,11687,16136,16956,16255,8940,3587,945,78486,4111,17703,36605,39968,41451,30452,16601,7459,1844,196194,1535,2178,3307,2509,2225,1566,546,135,52,14053,403,1217,2381,2858,3092,2898,1461,568,197,15069,6048,21093,42289,45338,46768,34918,18609,8160,2095,225319,163,491,1185,1587,2135,2430,1847,1075,378,11288,8847,5235,9782,12083,14394,16247,17047,16934,8811,109378,15346,36981,94905,106785,108330,94801,57082,33172,13052,560453,9,505,4791,5900,5326,5090,3191,799,141,25751,19,359,3817,5287,5579,5760,3002,640,101,24568,52,6713,27955,27667,20287,19779,12226,4056,1142,119877,404,4617,15418,18300,20346,19842,13926,5143,1608,99599,3981,18880,43391,39451,43849,37811,23271,9622,2796,223051,1167,2009,2898,2529,2333,2119,1119,228,82,14474,403,1237,2811,3431,3885,4206,3274,1180,450,20885,5549,22128,49093,45415,50066,44139,27667,11030,3329,258412,79,316,865,898,1042,1292,1459,853,364,7157,9587,7202,14335,14839,18467,21429,22941,17548,9778,136118,15695,41830,116274,118303,121121,117330,84407,40072,16459,671490
2GMEL,1483,26411,66188,64858,53200,40375,21219,9330,2785,285847,8809,38359,86420,89105,82334,55848,32160,16338,4728,414093,2834,4015,7123,5779,4789,3149,1110,420,119,29347,1041,3364,7528,9733,9473,7188,3674,1665,659,44319,12676,45737,101069,104618,96598,66179,36950,18425,5503,487759,448,2111,5848,6232,6371,5584,3945,2439,1019,33999,23894,23434,45748,41123,39700,37696,35209,33785,20553,301149,38828,150633,465231,411952,330405,238266,132915,76772,33425,1878420,43,5190,78335,65707,40134,26155,13677,3880,921,234048,105,1958,20120,23590,21359,17292,7821,1919,404,94567,406,61851,217305,165113,106081,70869,37646,13832,4495,677594,2253,26994,81387,75316,66468,48300,29747,12270,4275,347014,8981,40011,102704,90079,93924,68044,39934,20077,6545,470297,2136,4056,5987,5721,5172,3690,2009,556,165,29489,1033,3630,8924,10775,12249,10563,7449,3221,1458,59301,12149,47690,117611,106564,111343,82295,49392,23861,8171,559093,502,1886,5813,5223,4708,4379,3924,2175,1000,29604,19179,23968,55585,43913,41420,38368,36971,29729,18906,308049,34638,169539,576154,485427,391515,287668,179183,87676,38164,2249964
29799,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,15,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,6,5,4,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,3,5,10,0,0,0,25
29499,4,60,147,80,58,52,17,7,0,428,20,110,224,183,159,111,62,8,4,887,12,20,28,14,11,11,0,0,0,103,8,20,14,22,12,16,3,4,0,104,41,151,271,227,183,135,69,16,4,1097,0,3,19,13,12,9,5,0,0,62,130,224,412,403,296,142,87,46,17,1760,179,578,1466,999,677,433,200,73,25,4637,0,11,115,63,20,20,14,0,0,238,0,0,36,18,19,14,3,0,0,91,0,124,360,126,75,68,33,4,3,792,6,57,119,74,59,51,22,9,0,404,18,89,219,155,124,108,52,11,0,777,3,14,14,12,5,3,3,0,0,60,0,7,24,18,14,16,9,5,0,101,19,111,255,188,152,125,61,12,0,932,0,3,8,10,0,3,8,0,0,42,87,224,513,497,343,235,114,29,13,2076,114,530,1413,971,670,526,263,61,19,4580
1RNSW,590,6486,20196,30879,32883,28213,15444,6536,1662,142893,6685,31191,67846,74621,81240,60560,35547,17173,4393,379258,2674,4442,6519,5753,5495,3742,1508,469,110,30717,819,2186,4415,6588,8170,8089,4549,1880,572,37264,10181,37824,78789,86958,94902,72388,41609,19524,5077,447243,398,1143,2419,3767,6316,6631,4529,2336,828,28366,16693,11026,19489,23886,28396,30215,31650,30784,15503,207643,27936,67343,173060,203803,214701,184656,114163,66493,24954,1077109,11,442,10077,12699,11874,11331,7115,2038,431,56011,40,457,4607,6399,6994,8894,4446,1061,206,33097,77,11425,50360,50591,39078,37580,23198,8214,2306,222826,851,7176,25823,33174,37883,36528,23298,9095,2638,176459,6940,33488,78841,75087,82407,73450,47124,21139,6136,424613,2394,4301,5692,5159,5346,4766,2731,719,182,31288,956,2533,5111,6987,10212,11842,9687,3972,1266,52561,10291,40321,89644,87234,97960,90055,59548,25828,7580,508464,240,654,1668,1808,2410,3451,3602,1828,735,16392,16722,13365,26366,26475,32656,37403,39791,32313,19146,244234,28230,73832,208548,218373,228847,225242,160991,80369,33044,1257485
1GSYD,2081,26157,70768,77171,62855,43966,22144,10143,3225,318513,7823,38843,90553,92910,87017,61546,36072,18486,5797,439051,2492,4611,8628,8041,7021,4625,1810,645,215,38085,1020,3552,8481,12333,13441,11591,6299,2726,1048,60493,11332,47002,107663,113291,107482,77766,44176,21861,7058,537630,938,3901,10673,12324,14593,13215,8660,5235,2217,71753,26363,25832,54870,47438,45034,40523,35197,32539,20643,328437,41175,156600,508018,467345,386703,278604,151429,85124,37432,2112432,51,5292,89568,82541,52196,34406,17666,5155,1228,288103,104,1428,14093,17387,15018,13316,6655,1746,382,70126,567,64651,234896,180578,121434,84138,44803,16524,5182,752774,2560,24718,79064,81689,75101,54062,31234,12911,4655,365989,7842,37846,97709,92818,92706,70322,44331,21851,7542,472968,2139,3846,6494,7002,6754,5231,2866,853,313,35504,1214,3985,9694,13649,17200,16639,12552,5084,2193,82214,11197,45670,113892,113473,116659,92193,59749,27790,10047,590682,572,2248,7114,7068,7361,7337,5869,3015,1314,41899,19965,26064,63299,49767,45186,41339,37699,29991,21776,335080,35013,170068,601925,532508,432951,326789,203675,97132,44595,2444653
19799,0,0,0,0,0,3,3,0,0,6,0,0,3,4,4,5,4,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,11,4,5,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,3,9,0,21,0,0,3,7,7,12,15,14,0,63,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,6,5,3,7,3,0,3,35,0,0,8,0,3,6,13,3,0,31,0,3,4,9,11,8,20,3,3,61,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,4,0,0,0,8,3,3,4,7,11,11,23,3,3,74,0,0,0,0,0,0,0,0,0,3,0,3,7,6,6,13,21,14,0,69,4,3,30,15,24,43,60,25,3,212
