GCCSA_CODE_2016,C11_CFNC_BA_1000_1499,C11_CFNC_BA_1500_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000_3999,C11_CFNC_BA_4000_mr,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_Ne_Nil,C11_CFNC_BNW_1_149,C11_CFNC_BNW_150_299,C11_CFNC_BNW_300_399,C11_CFNC_BNW_400_499,C11_CFNC_BNW_500_649,C11_CFNC_BNW_650_799,C11_CFNC_BNW_800_999,C11_CFNC_BNW_1000_1499,C11_CFNC_BNW_1500_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000_3999,C11_CFNC_BNW_4000mr,C11_CFNC_BNW_Ns,C11_CFNC_BNW_T,C11_CFNC_LFns_N,C11_CFNC_LFns_1_149,C11_CFNC_LFns_150_299,C11_CFNC_LFns_300_399,C11_CFNC_LFns_400_499,C11_CFNC_LFns_500_649,C11_CFNC_LFns_650_799,C11_CFNC_LFns_800_999,C11_CFNC_LFns_1000_1499,C11_CFNC_LFns_1500_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000_3999,C11_CFNC_LFns_4000m,C11_CFNC_LFns_Ns,C11_CFNC_LFns_T,C11_CFNC_T_N,C11_CFNC_T_1_149,C11_CFNC_T_150_299,C11_CFNC_T_300_399,C11_CFNC_T_400_499,C11_CFNC_T_500_649,C11_CFNC_T_650_799,C11_CFNC_T_800_999,C11_CFNC_T_1000_1499,C11_CFNC_T_1500_1999,C11_CFNC_T_2000_2499,C11_CFNC_T_2500_2999,C11_CFNC_T_3000_3999,C11_CFNC_T_4000m,C11_CFNC_T_Ns,C11_CFNC_T_T,C11_CFC_BFT_N,C11_CFC_BFT_1_149,C11_CFC_BFT_150_299,C11_CFC_BFT_300_399,C11_CFC_BFT_400_499,C11_CFC_BFT_500_649,C11_CFC_BFT_650_799,C11_CFC_BFT_800_999,C11_CFC_BFT_1000_1499,C11_CFC_BFT_1500_1999,C11_CFC_BFT_2000_2499,C11_CFC_BFT_2500_2999,C11_CFC_BFT_3000_3999,C11_CFC_BFT_4000_mr,C11_CFC_BFT_Ns,C11_CFC_BFT_Tot,C11_CFC_BPT_N,C11_CFC_BPT_1_149,C11_CFC_BPT_150_299,C11_CFC_BPT_300_399,C11_CFC_BPT_400_499,C11_CFC_BPT_500_649,C11_CFC_BPT_650_799,C11_CFC_BPT_800_999,C11_CFC_BPT_1000_1499,C11_CFC_BPT_1500_1999,C11_CFC_BPT_2000_2499,C11_CFC_BPT_2500_2999,C11_CFC_BPT_3000_3999,C11_CFC_BPT_4000m,C11_CFC_BPT_Ns,C11_CFC_BPT_T,C11_CFC_1F1P_N,C11_CFC_1F1P_1_149,C11_CFC_1F1P_150_299,C11_CFC_1F1P_300_399,C11_CFC_1F1P_400_499,C11_CFC_1F1P_500_649,C11_CFC_1F1P_650_799,C11_CFC_1F1P_800_999,C11_CFC_1F1P_1000_1499,C11_CFC_1F1P_1500_1999,C11_CFC_1F1P_2000_2499,C11_CFC_1F1P_2500_2999,C11_CFC_1F1P_3000_3999,C11_CFC_1F1P_4000m,C11_CFC_1F1P_Ns,C11_CFC_1F1P_Tot,C11_CF_1E1A_N,C11_CF_1E1A_1_149,C11_CF_1E1A_150_299,C11_CF_1E1A_300_399,C11_CF_1E1A_400_499,C11_CF_1E1A_500_649,C11_CF_1E1A_650_799,C11_CF_1E1A_800_999,C11_CF_1E1A_1000_1499,C11_CF_1E1A_1500_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_3999,C11_CF_1E1A_4000m,C11_CF_1E1A_Ns,C11_CF_1E1A_T,C11_CF_1F1NW_N,C11_CF_1F1NW_1_149,C11_CF_1F1NW_150_299,C11_CF_1F1NW_300_399,C11_CF_1F1NW_400_499,C11_CF_1F1NW_500_649,C11_CF_1F1NW_650_799,C11_CF_1F1NW_800_999,C11_CF_1F1NW_1000_1499,C11_CF_1F1NW_1500_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000_3999,C11_CF_1F1NW_4000mo,C11_CF_1F1NW_Ns,C11_CF_1F1NW_T,C11_CF_1P1NW_N,C11_CF_1P1NW_1_149,C11_CF_1P1NW_150_299,C11_CF_1P1NW_300_399,C11_CF_1P1NW_400_499,C11_CF_1P1NW_500_649,C11_CF_1P1NW_650_799,C11_CF_1P1NW_800_999,C11_CF_1P1NW_1000_1499,C11_CF_1P1NW_1500_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_3999,C11_CF_1P1NW_4000_mr,C11_CF_1P1NW_Ns,C11_CF_1P1NW_Tot,C11_CF_1A1NW_N,C11_CF_1A1NW_1_149,C11_CF_1A1NW_150_299,C11_CF_1A1NW_300_399,C11_CF_1A1NW_400_499,C11_CF_1A1NW_500_649,C11_CF_1A1NW_650_799,C11_CF_1A1NW_800_999,C11_CF_1A1NW_1000_1499,C11_CF_1A1NW_1500_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000_3999,C11_CF_1A1NW_4000m,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_N,C11_CF_BA_1_149,C11_CF_BA_150_299,C11_CF_BA_300_399,C11_CF_BA_400_499,C11_CF_BA_500_649,C11_CF_BA_650_799,C11_CF_BA_800_999,C11_CF_BA_1000_1499,C11_CF_BA_1500_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_3999,C11_CF_BA_4000_more,C11_CF_BA_Ns,C11_CF_BA_Tot,C11_CF_BNW_N,C11_CF_BNW_1_149,C11_CF_BNW_150_299,C11_CF_BNW_300_399,C11_CF_BNW_400_499,C11_CF_BNW_500_649,C11_CF_BNW_650_799,C11_CF_BNW_800_999,C11_CF_BNW_1000_1499,C11_CF_BNW_1500_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_3999,C11_CF_BNW_4000_more,C11_CF_BNW_Ns,C11_CF_BNW_Tot
6RTAS,59,52,35,18,19,10,23,309,201,46,551,216,137,5834,2020,1972,920,265,120,59,55,46,393,12832,8,0,21,13,5,159,42,67,27,25,8,16,4,8,2083,2490,306,85,749,439,475,7187,3582,4150,5378,3606,2559,1182,1029,318,2910,33950,8,3,11,3,3,33,47,107,549,845,1090,590,669,229,596,4797,3,0,7,3,6,50,82,206,416,256,153,57,47,14,114,1422,14,21,22,11,11,55,154,439,2215,2260,1612,756,680,199,737,9166,5,0,0,0,5,20,34,92,341,347,246,123,124,37,144,1515,8,11,13,21,37,92,379,686,1953,1053,294,445,102,36,420,5547,6,3,22,46,56,220,264,286,465,157,69,46,16,7,174,1838,0,5,9,6,11,29,63,79,131,81,22,34,16,7,62,549,0,0,0,0,0,4,11,20,45,53,33,22,24,4,57,286,39,15,102,78,81,601,486,397,610,184,71,34,23,13,321,3051
6GHOB,30,30,30,11,22,11,9,169,110,12,232,82,82,2658,1219,1374,958,266,129,49,72,40,259,7550,8,0,6,0,3,74,20,36,17,9,3,8,8,0,1352,1536,164,27,321,177,231,3233,1980,2500,3758,2806,2466,1254,1317,410,1841,22484,11,3,3,6,0,10,17,44,298,591,893,577,880,441,470,4238,0,3,5,4,0,38,45,101,301,254,205,83,97,31,87,1254,3,8,9,8,10,26,75,202,1310,1623,1626,840,1016,269,554,7576,4,3,4,0,0,11,19,55,220,232,259,146,164,53,87,1247,7,6,17,8,22,46,199,370,1102,733,229,467,145,48,262,3658,4,4,7,27,38,116,147,196,318,145,76,40,33,9,101,1257,5,0,0,3,3,22,18,45,88,42,15,16,8,7,51,333,0,0,0,0,0,0,3,10,40,38,41,27,37,13,42,257,20,9,47,28,45,347,245,234,414,185,65,40,26,13,202,1930
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5RWAU,151,88,89,73,113,49,72,770,365,38,668,228,158,5174,1971,2068,1166,346,210,116,86,92,525,13217,19,4,25,12,10,123,49,54,29,12,10,14,4,5,4728,5097,778,97,1014,525,538,6555,3724,4764,6867,5620,5252,3525,4547,1894,6222,51918,87,13,44,26,23,58,97,184,684,1040,1547,1144,2019,1353,1245,9569,14,0,25,9,14,72,84,163,440,295,223,144,121,47,178,1836,60,18,40,38,43,115,214,495,2220,2879,2504,1938,2356,632,1186,14734,10,3,4,6,3,35,37,57,327,399,409,385,459,173,267,2572,49,34,46,40,81,142,432,720,2564,2290,596,2733,540,219,807,11303,10,9,31,48,66,210,220,297,436,239,88,153,51,17,206,2092,13,7,10,13,11,34,52,87,232,211,65,255,49,20,168,1216,5,0,0,9,3,12,9,19,101,98,106,76,100,56,143,741,42,18,137,91,98,557,391,340,548,233,84,62,42,19,416,3081
5GPER,226,252,383,205,358,172,147,1934,1501,164,2146,718,603,16739,7784,8198,4851,1596,890,545,473,474,1669,48369,58,3,62,18,25,394,132,167,121,43,39,31,21,19,13988,15124,2037,301,2711,1271,1613,19539,12202,14866,22156,19274,20509,14722,17685,8116,17952,174960,115,28,40,20,16,63,102,320,1512,3500,6289,4958,9105,7119,3616,36809,34,10,21,29,35,134,253,531,1357,1192,1020,640,834,489,627,7203,108,56,64,41,38,135,328,956,6481,10538,11339,9116,13493,4853,4327,61870,26,13,12,12,7,39,67,177,861,1377,1681,1462,2066,1034,878,9701,168,101,105,68,221,276,1276,2581,9517,9019,2770,13183,3293,1662,2981,47218,46,54,125,160,284,498,748,921,1803,1182,602,805,437,213,818,8693,24,18,24,38,31,74,171,216,744,622,225,815,247,111,527,3872,16,3,3,0,3,16,17,55,221,318,382,325,481,263,471,2573,382,111,428,249,303,1256,1079,1142,2341,1398,736,570,447,230,1565,12239
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RSAU,112,102,73,34,38,12,48,542,298,53,704,228,186,7572,2894,2806,1221,320,171,76,70,71,595,17276,18,3,24,8,11,176,54,69,36,6,4,3,3,5,2871,3284,558,109,1048,508,571,9353,5008,5968,7351,4889,3560,1592,1507,585,4167,46774,47,18,35,19,19,99,107,221,909,1219,1419,849,832,365,799,6948,0,4,18,6,13,63,94,208,450,265,151,75,43,14,155,1555,35,14,46,31,38,157,256,669,2990,2925,2062,962,935,227,909,12257,5,0,5,7,11,24,56,109,420,384,308,169,162,42,154,1846,21,19,34,25,65,154,429,807,2149,1123,331,604,133,53,403,6354,4,11,33,33,57,228,268,293,463,165,60,28,25,4,156,1831,5,3,6,3,12,41,59,92,139,95,28,40,13,0,89,616,11,0,4,4,5,16,16,28,83,80,74,38,48,9,97,506,38,16,117,66,86,570,472,384,592,172,54,31,28,6,328,2960
4GADE,177,188,229,98,146,57,83,1141,915,111,1621,529,443,16793,7494,7805,4426,1328,685,334,322,297,1410,44501,35,3,64,17,14,382,167,141,93,45,10,8,9,8,6868,7864,1249,224,2100,986,1231,19555,11856,14199,19671,15383,14251,7209,7538,2745,9691,127894,70,21,44,19,10,67,131,301,1739,3690,5485,3769,5340,3114,2406,26204,14,13,34,27,28,204,273,584,1407,1085,725,341,412,168,466,5779,61,46,56,25,44,142,406,1171,7377,9652,8985,5017,6633,1992,2917,44524,15,8,16,4,18,42,86,219,1136,1324,1482,859,1071,375,583,7240,68,63,69,61,208,299,1450,2386,7380,5112,1656,3856,1226,495,1736,26056,38,42,110,159,275,593,848,988,1606,803,422,291,187,77,616,7050,11,13,22,26,39,88,171,218,544,316,121,192,81,26,265,2142,8,3,3,3,0,9,16,52,218,275,278,149,217,108,221,1568,289,77,428,232,309,1680,1346,1288,2706,1368,573,275,213,96,1344,12226
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3RQLD,399,356,365,184,246,105,327,2463,2079,305,3491,1241,1004,31533,12893,13141,7608,2292,1268,751,653,559,3115,81915,86,4,90,25,32,720,249,289,164,87,27,38,13,25,19221,21089,3403,566,4830,2372,2860,38090,22041,26903,38064,28582,24097,12908,13897,4928,26829,250365,261,81,174,54,114,281,450,1089,4572,7656,10534,6618,9261,4610,5032,50792,30,9,59,52,58,298,392,1002,2223,1596,1119,566,553,239,706,8904,147,98,174,104,123,450,908,2320,12788,14852,12360,7404,8677,2268,4598,67268,34,16,35,18,18,83,170,409,1720,2030,2145,1319,1620,491,968,11074,148,106,185,134,309,630,2380,4365,13595,9477,2813,7821,1793,654,3255,47668,53,34,134,207,386,994,1347,1698,2874,1324,528,505,206,69,974,11345,23,9,37,34,60,132,237,430,1082,746,210,537,152,51,651,4400,31,3,10,8,8,27,40,92,401,427,387,231,323,118,606,2694,438,118,614,436,500,2680,2379,2235,4034,1524,675,338,213,134,2061,18379
3GBRI,256,288,339,169,256,102,166,1834,1666,238,2390,900,747,20036,9247,9517,5689,1763,948,492,421,396,1881,56336,66,8,54,19,29,422,190,190,122,58,22,22,17,12,11790,13026,2279,419,3106,1705,2077,23780,15379,18649,29805,25005,25328,14705,16791,7152,16555,202739,125,56,83,13,40,112,230,575,3306,6977,11504,7833,11879,7896,4269,54897,33,5,43,34,54,210,306,686,1723,1344,1217,621,733,359,616,7976,99,58,102,47,75,215,513,1430,9547,13565,13646,9176,13208,4006,4185,69866,23,14,13,9,19,51,110,297,1382,2077,2555,1662,2389,930,920,12457,121,86,125,100,270,396,2037,3779,13233,10246,3239,10489,2925,1199,3180,51417,43,48,165,202,385,742,1052,1371,2526,1343,655,549,363,155,868,10464,22,13,34,41,62,78,244,368,943,601,234,442,163,55,564,3877,14,3,13,6,3,24,22,65,284,367,464,286,352,187,466,2563,443,123,574,352,459,1996,1799,1843,3838,2068,1046,585,419,229,1953,17723
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RVIC,333,251,221,90,131,45,182,1652,1011,161,2285,785,647,21886,8784,9107,4493,1190,629,271,253,228,2307,54034,77,0,97,22,27,579,210,209,107,53,22,17,8,3,8807,10239,1726,289,3380,1585,1934,26917,15617,18994,24339,16568,13040,5718,5817,1964,13788,151679,125,43,106,56,60,219,363,743,2965,4370,5378,3267,3658,1734,3188,26275,19,10,44,28,31,225,314,671,1541,953,625,295,246,84,571,5655,108,67,127,89,105,341,855,2065,10733,11227,8561,4212,4489,1065,4023,48061,20,13,18,21,23,68,156,358,1496,1440,1345,665,751,191,723,7271,83,68,98,113,223,522,1704,3060,8771,5159,1509,3021,806,280,2105,27529,26,18,74,105,199,662,856,1058,1609,686,279,199,114,35,675,6597,17,8,19,15,47,98,194,290,621,362,132,218,64,18,397,2501,19,0,10,7,3,22,45,94,262,302,261,126,160,64,378,1749,167,56,389,236,280,1610,1502,1309,2330,945,359,170,109,58,1315,10834
2GMEL,493,454,636,288,451,251,344,3395,4858,544,6047,1495,1292,40670,16149,17144,10148,3575,2107,1171,1145,1018,4357,111712,166,23,187,64,74,1028,398,428,261,118,61,67,28,35,19509,22434,6180,1012,7662,3275,4236,47621,27687,33972,50614,41580,42770,25346,30351,14920,29621,366856,319,86,175,60,60,251,433,1262,6529,11823,17787,12335,19290,15413,9332,95152,73,22,118,100,112,609,835,1629,3665,2874,2197,1252,1556,778,1609,17422,261,132,216,127,199,649,1482,3907,20712,27445,26394,18269,26991,9434,11001,147212,63,35,41,41,55,164,327,665,2782,3737,4140,2799,3951,1963,2174,22929,387,262,388,390,1059,1522,5533,9101,26655,20295,6727,21425,6413,3050,8359,111570,156,168,527,702,1174,1966,2629,3048,5119,2984,1517,1436,1021,454,2405,25309,98,46,92,121,188,301,548,738,1716,1215,464,886,332,160,1417,8313,45,9,22,5,18,66,90,161,645,799,819,539,790,485,1131,5627,1319,416,1858,998,1117,4961,4149,3875,9591,5615,2820,1604,1425,610,5520,45894
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1RNSW,406,353,308,177,230,90,255,2423,1863,308,4428,1508,1289,45564,18043,18708,10554,3011,1477,702,570,468,4245,112757,82,13,133,40,41,1037,336,389,190,89,36,25,18,16,16795,19250,3099,558,6064,2864,3503,54020,28946,34406,43071,28880,22561,12222,13136,4787,25177,283300,254,71,156,74,82,310,510,1224,5167,7882,10382,6714,9625,4994,6046,53503,27,11,67,54,77,326,502,1148,2652,1795,1253,553,660,245,963,10325,160,96,173,112,151,543,1206,3125,15613,17389,15062,8506,10245,2533,6467,81389,33,15,34,23,39,123,236,495,2167,2504,2508,1466,1813,608,1220,13274,136,100,177,159,346,723,2539,4636,13610,9703,3050,6917,1964,689,3685,48433,38,40,153,205,424,1223,1576,2115,3078,1448,630,522,270,96,1255,13082,41,16,39,41,63,192,314,469,1042,664,247,365,132,56,662,4344,23,7,10,3,12,51,66,95,439,441,457,304,392,169,604,3067,314,108,704,445,591,3310,3025,2751,5293,2114,882,415,303,145,2898,23300
1GSYD,436,413,518,299,537,389,341,3351,5986,604,6430,1813,1436,39396,15495,17003,11698,4578,2732,1514,1609,1355,4223,115872,162,15,170,54,63,931,355,360,284,116,65,61,35,33,21585,24304,7236,1015,8005,3564,4636,45688,26804,33302,50997,41352,42284,28162,38624,23060,30993,385713,366,108,173,55,55,206,434,1435,7039,12763,20648,15145,26662,24380,10288,119746,73,33,103,108,114,574,805,1647,3484,2788,2340,1375,1887,1144,1706,18181,265,163,241,99,153,541,1247,3450,17678,23549,24822,19035,31541,12764,10287,145846,91,25,53,26,55,145,311,646,2574,3398,4281,3207,5112,3210,2062,25193,412,272,453,462,1430,1813,6254,9474,26308,20762,7714,26689,8094,4452,8281,122870,145,194,586,881,1406,2437,3229,3506,5464,3289,1907,1838,1421,757,2692,29757,97,48,135,156,265,347,622,857,1858,1144,580,1064,442,233,1574,9424,44,18,24,11,17,56,85,193,600,686,841,578,923,676,1162,5908,1679,495,2095,1323,1502,6215,5065,4724,10689,6705,3700,2273,2310,1119,6396,56304
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
