GCCSA_CODE_2016,C06_0_74_REA,C06_0_74_ST_HA,C06_0_74_Per_no_sa_ho,C06_0_74_Ho_co_op_c_c_g,C06_0_74_Oth_land_typ,C06_0_74_LLT_NS,C06_0_74_Tot,C06_75_99_REA,C06_75_99_ST_HA,C06_75_99_Pe_no_sa_ho,C06_75_99_H_c_op_c_c_gr,C06_75_99_Oth_lan_typ,C06_75_99_Lan_type_ns,C06_75_99_Tot,C06_100_149_REA,C06_100_149_ST_HA,C06_100_149_Pe_no_sa_ho,C06_100_149_H_c_o_c_c_g,C06_100_149_Ot_lan_ty,C06_100_149_Lan_typ_ns,C06_100_149_Tot,C06_150_199_REA,C06_150_199_ST_HA,C06_150_199_Pe_no_sa_ho,C06_150_199_H_c_o_c_c_g,C06_150_199_Ot_lan_ty,C06_150_199_Lan_ty_ns,C06_150_199_Tot,C06_200_224_REA,C06_200_224_ST_HA,C06_200_224_Pe_no_sa_ho,C06_200_224_H_c_o_c_c_g,C06_200_224_Ot_lan_ty,C06_200_224_Lan_ty_ns,C06_200_224_Tot,C06_225_274_REA,C06_225_274_ST_HA,C06_225_274_Pe_no_sa_ho,C06_225_274_H_c_o_c_c_g,C06_225_274_Ot_la_typ,C06_225_274_Lan_ty_ns,C06_225_274_Tot,C06_275_349_REA,C06_275_349_ST_HA,C06_275_349_Pe_no_sa_ho,C06_275_349_H_c_o_c_c_g,C06_275_349_Ot_lan_ty,C06_275_349_Lan_ty_ns,C06_275_349_Tot,C06_350_449_REA,C06_350_449_ST_HA,C06_350_449_Pe_no_sa_ho,C06_350_449_H_c_o_c_c_g,C06_350_449_Ot_lan_ty,C06_350_449_Lan_ty_ns,C06_350_449_Tot,C06_450_549_REA,C06_450_549_ST_HA,C06_450_549_Pe_no_sa_ho,C06_450_549_H_c_o_c_c_g,C06_450_549_Oth_lan_typ,C06_450_549_Lan_ty_ns,C06_450_549_Tot,C06_550_649_REA,C06_550_649_ST_HA,C06_550_649_Pe_no_sa_ho,C06_550_649_H_c_o_c_c_g,C06_550_649_Ot_lan_ty,C06_550_649_Lan_ty_ns,C06_550_649_Tot,C06_650_749_REA,C06_650_749_ST_HA,C06_650_749_Pe_no_sa_ho,C06_650_749_H_co_op_c_ch_gr,C06_650_749_Oth_lan_typ,C06_650_749_LLT_NS,C06_650_749_Tot,C06_750_849_REA,C06_750_849_ST_HA,C06_750_849_Pe_no_sa_ho,C06_750_849_H_co_op_c_ch_gr,C06_750_849_Oth_lan_typ,C06_750_849_LLT_NS,C06_750_849_Tot,C06_850_950_REA,C06_850_949_ST_HA,C06_850_949_Pe_no_sa_ho,C06_850_949_H_co_op_c_ch_gr,C06_850_949_Oth_lan_typ,C06_850_949_LLT_NS,C06_850_949_Tot,C06_950_over_REA,C06_950_over_ST_HA,C06_950over_Pe_no_sa_ho,C06_950ov_H_co_op_c_ch_gr,C06_950over_Oth_lan_typ,C06_950over_LLT_NS,C06_950_over_Tot,C06_R_NS_REA,C06_R_NS_ST_HA,C06_R_NS_Pe_no_sa_ho,C06_R_NS_H_co_op_c_ch_gr,C06_R_NS_Oth_lan_typ,C06_R_NS_Land_typ_ns,C06_Rent_not_statd_Tot,C06_Tot_REA,C06_Tot_ST_HA,C06_T_Pe_no_sa_ho,C06_Tot_Ho_co_op_co_ch_gr,C06_Tot_Oth_lan_typ,C06_Tot_LLT_NS,C06_T_T,C11_0_74_REA,C11_0_74_ST_HA,C11_0_74_Per_no_sa_ho,C11_0_74_Ho_co_op_c_c_g,C11_0_74_Oth_land_typ,C11_0_74_LLT_NS,C11_0_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Pe_no_sa_ho,C11_75_99_H_c_op_c_c_gr,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Pe_no_sa_ho,C11_100_149_H_c_o_c_c_g,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Pe_no_sa_ho,C11_150_199_H_c_o_c_c_g,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Pe_no_sa_ho,C11_200_224_H_c_o_c_c_g,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Pe_no_sa_ho,C11_225_274_H_c_o_c_c_g,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Pe_no_sa_ho,C11_275_349_H_c_o_c_c_g,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Pe_no_sa_ho,C11_350_449_H_c_o_c_c_g,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Pe_no_sa_ho,C11_450_549_H_c_o_c_c_g,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Pe_no_sa_ho,C11_550_649_H_co_op_c_ch_gr,C11_550_649_Oth_lan_typ,C11_550_649_LLT_NS,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Pe_no_sa_ho,C11_650_749_H_co_op_c_ch_gr,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Pe_no_sa_ho,C11_750_849_H_co_op_c_ch_gr,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Pe_no_sa_ho,C11_850_949_H_co_op_c_ch_gr
6RTAS,91,2479,1079,226,789,955,5623,304,1223,682,106,161,44,2516,2333,1359,3385,163,493,97,7824,3191,77,2442,27,233,35,6001,839,16,624,3,50,9,1536,623,20,325,3,23,9,1001,210,3,143,5,14,4,380,64,3,43,3,3,0,115,8,7,15,0,11,0,39,4,4,9,0,9,0,28,3,0,11,0,0,0,13,4,6,4,0,3,0,14,0,0,3,0,0,0,3,22,83,37,3,15,7,165,106,241,286,24,193,74,924,7799,5517,9088,559,2006,1228,26191,51,645,902,139,640,754,3126,62,1899,256,150,106,36,2514,780,1311,1514,248,353,58,4264,2386,983,2264,118,317,52,6121,1641,223,1422,36,161,30,3512,2732,145,1529,25,153,43,4629,1765,29,829,33,87,15,2760,444,9,170,3,14,6,647,79,3,38,0,5,3,129,23,0,12,3,3,0,43,6,3,9,0,4,3,22,3,8,9,0,3,0,23,3,0,3,0
6GHOB,44,2081,389,149,83,382,3129,120,779,260,131,39,30,1359,1034,1549,1603,137,172,66,4562,2069,139,2010,33,192,29,4467,844,19,923,12,66,3,1860,1212,20,942,13,64,6,2260,671,3,475,17,30,3,1201,280,12,143,7,11,5,456,82,9,55,9,12,3,163,28,3,4,0,7,0,44,0,3,11,4,0,3,16,3,0,7,0,0,0,16,0,3,0,0,0,0,6,16,72,19,7,4,0,116,89,252,185,29,40,40,628,6500,4940,7029,548,712,572,20295,26,464,351,63,64,284,1251,22,1670,95,112,32,22,1950,238,1148,622,214,76,18,2308,844,678,1102,138,125,24,2920,649,313,892,20,92,17,1981,1921,256,1535,28,165,16,3921,2590,95,1738,41,147,23,4634,1439,21,844,10,53,9,2371,396,8,176,4,12,3,604,106,9,54,3,0,3,180,31,3,9,3,3,0,51,16,10,23,0,0,0,51,4,0,3,0
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5RWAU,232,2994,1760,1850,4882,2485,14195,333,2022,600,340,1006,38,4335,2170,2624,3418,349,1999,102,10658,4363,651,3045,52,818,57,8985,1847,133,1128,21,247,9,3391,2223,115,847,11,176,16,3389,1132,41,438,3,168,17,1804,583,15,197,3,148,0,944,246,13,98,3,94,3,465,120,17,48,3,77,3,261,77,4,30,5,65,3,180,44,3,28,18,49,0,138,24,6,19,0,28,0,76,59,142,92,20,112,12,434,377,668,564,225,1017,129,2983,13839,9442,12307,2914,10884,2869,52256,247,2110,1632,1090,5585,2168,12827,62,2145,257,303,630,38,3434,534,3023,1543,507,2166,93,7864,1492,1809,1966,153,1433,48,6900,1296,519,1601,59,612,25,4121,3388,384,2080,51,586,33,6520,4948,228,2378,35,438,35,8063,3202,113,1097,16,276,26,4736,738,53,317,7,150,9,1273,384,21,130,3,89,0,624,227,13,83,3,79,4,414,107,8,73,4,40,0,233,72,0,41,0
5GPER,284,8134,2942,739,386,2363,14848,497,3701,959,476,203,122,5958,7273,4159,8543,493,1205,226,21897,20439,1463,15877,150,1440,240,39610,10395,155,7116,34,433,125,18253,13254,85,6224,42,356,104,20056,7757,33,3220,20,180,39,11261,3075,19,1183,11,97,21,4403,1005,19,424,3,58,6,1526,425,37,179,10,31,11,690,256,18,80,4,21,8,386,152,26,78,0,12,3,270,86,20,47,0,10,5,166,293,435,175,20,48,14,985,939,1157,1478,254,333,264,4425,66137,19455,48519,2255,4800,3553,144722,248,3345,3245,344,445,1994,9625,54,6084,291,370,88,61,6951,529,4987,2305,909,442,106,9270,1777,2585,3737,426,571,92,9188,2285,916,3826,93,592,53,7775,7821,928,6624,140,716,102,16328,24018,455,13864,148,1304,204,39988,30224,166,13344,74,1026,194,45028,10189,52,3903,21,247,52,14463,3687,32,1226,15,81,17,5061,1664,46,538,5,55,6,2308,952,37,352,7,53,9,1415,525,25,175,0
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RSAU,134,3445,1849,784,1546,1634,9388,589,1496,830,196,545,46,3698,3533,2882,3571,221,1200,100,11503,3736,546,2094,51,355,41,6832,791,44,425,16,79,6,1363,552,24,182,23,53,6,835,230,8,95,3,70,3,407,111,5,64,5,60,5,255,8,9,30,0,40,3,96,4,11,25,6,24,0,68,5,3,20,0,16,0,50,0,3,7,0,7,0,20,0,3,13,0,5,0,21,29,187,71,9,32,10,332,173,527,456,162,479,88,1895,9904,9203,9738,1467,4506,1943,36762,76,1418,1501,490,1312,1266,6062,132,2363,405,331,292,40,3557,1623,2320,2304,276,1026,73,7635,4046,1464,2701,160,764,63,9204,2048,257,1351,43,205,19,3917,3041,115,1035,29,155,24,4402,1637,39,573,5,95,4,2351,448,29,162,13,71,8,728,125,10,51,0,59,0,246,53,13,30,0,43,0,134,12,6,24,0,30,0,78,8,19,16,3,14,0,57,4,5,9,3
4GADE,210,12295,2029,1847,313,1846,18533,285,4762,826,822,156,101,6956,4934,7000,6500,1037,918,204,20598,13274,3835,11633,475,1151,266,30625,6769,616,5838,102,434,103,13867,7870,219,4817,133,307,83,13435,4006,47,2193,39,144,31,6460,1471,24,788,17,69,15,2389,436,27,213,7,27,5,718,153,58,91,3,16,5,332,71,21,67,5,8,3,174,35,9,22,7,11,0,81,7,10,13,4,3,0,51,122,647,99,33,30,29,951,599,1694,1075,433,269,273,4352,40237,31271,36204,4974,3868,2975,119526,158,4166,1862,716,240,1385,8518,72,9072,338,1144,127,93,10856,814,7009,2300,1455,356,115,12048,3397,3423,4597,717,674,121,12935,3994,1358,4624,253,729,77,11042,12609,1772,8418,334,946,150,24236,18924,627,9485,223,887,165,30315,9672,111,4047,58,312,66,14259,2374,28,872,11,68,17,3373,793,57,299,4,34,7,1198,323,31,124,17,16,0,510,153,51,82,9,17,8,320,66,30,35,3
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3RQLD,624,7857,5464,2609,8621,7081,32266,781,3771,1949,1063,1504,164,9232,11076,6054,11871,1793,4257,463,35507,24313,2507,13504,514,3113,289,44238,13803,525,7228,139,910,144,22748,24294,380,9240,249,1177,259,35600,23248,92,7138,160,1028,241,31911,9038,24,3014,58,590,126,12850,2187,18,1287,22,447,52,4015,784,33,680,24,327,40,1889,374,14,563,14,186,24,1177,235,15,478,10,139,16,889,135,7,243,10,82,18,494,786,317,1395,48,468,85,3102,2120,1298,2949,513,2460,789,10129,113808,22910,67012,7217,25328,9785,246054,550,5903,5053,1144,8412,5765,26822,213,5542,752,718,1320,94,8636,2332,7492,5140,1498,2324,247,19026,10139,3592,8242,954,2610,274,25808,9257,1037,6610,290,2051,145,19389,23335,930,9747,289,1864,244,36408,38523,526,13374,383,1851,377,55024,40447,156,10881,241,1386,273,53391,12149,36,3137,41,504,82,15948,3553,32,1022,21,260,29,4922,1427,47,486,14,209,9,2194,583,27,238,6,118,12,981,294,5,124,0
3GBRI,346,8347,2589,400,632,2497,14816,243,3873,751,362,292,115,5640,4958,6307,6098,836,1891,260,20348,19182,3568,11783,463,2002,285,37279,15517,883,8257,214,804,189,25861,34433,458,11372,313,1114,334,48034,23573,96,6507,144,516,182,31020,8443,32,2605,66,194,92,11431,2063,22,811,30,104,28,3061,765,48,341,6,50,19,1227,263,12,150,3,22,3,453,147,9,90,4,23,0,277,63,9,59,0,11,6,146,405,387,267,14,72,41,1176,1624,1285,1618,241,567,438,5769,112038,25318,53303,3101,8292,4495,206546,329,5635,2619,246,551,2025,11399,77,5919,294,287,124,56,6769,758,6777,2214,726,755,102,11328,3003,3670,4148,822,1401,139,13183,3701,1120,3961,319,1507,107,10718,13878,1196,6702,333,1131,162,23410,44873,739,13616,371,1510,390,61499,52438,232,12404,305,1120,296,66797,14968,51,3752,84,280,68,19210,5097,37,1488,28,125,16,6795,2154,58,614,13,51,6,2893,941,30,336,5,34,9,1350,436,16,167,4
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RVIC,468,6626,4535,848,2158,4124,18763,1940,3464,2000,548,630,131,8712,12122,4699,9438,644,1831,254,28983,19458,1658,8012,380,1151,169,30823,6469,211,2410,33,212,34,9381,5455,88,1390,45,158,25,7164,1979,28,596,16,131,10,2758,493,14,232,6,85,7,830,86,4,98,3,49,3,237,25,51,60,9,32,6,176,19,12,54,4,20,3,112,18,17,34,0,17,3,96,8,13,27,4,4,0,58,248,320,354,19,85,25,1046,794,1152,1498,167,759,277,4641,49586,18356,30730,2722,7318,5073,113789,256,2009,3946,454,1774,3337,11772,477,5243,977,445,394,72,7612,5832,4774,5805,845,1393,182,18836,14451,3444,7325,800,1321,189,27535,8790,744,4396,200,764,68,14959,15222,425,4116,100,604,115,20585,10977,144,2553,74,378,79,14199,4325,40,912,25,172,31,5505,881,19,254,8,92,11,1260,195,16,82,9,70,3,376,83,25,74,4,32,3,218,41,45,61,3,24,3,174,20,9,37,0
2GMEL,928,12791,5982,1252,783,5545,27281,647,5972,1454,946,334,146,9495,13912,8376,9164,983,1557,387,34378,52005,4213,18120,513,2795,522,78166,31601,1191,9463,221,744,232,43459,43095,538,9142,213,608,237,53828,31769,180,6699,133,397,158,39346,16589,97,3398,57,208,85,20441,5049,51,1303,23,83,37,6543,1937,79,521,11,45,21,2614,1068,39,283,9,36,6,1444,740,26,223,10,22,4,1021,472,18,139,8,12,3,647,1716,584,558,38,78,39,3009,4001,2468,3203,499,795,646,11624,205537,36612,69651,4912,8497,8075,333286,792,3570,6641,602,703,4702,17011,245,10942,707,667,237,105,12905,1736,7951,4488,1413,784,216,16588,8113,4838,7434,947,1319,208,22871,10964,1859,6375,412,1064,135,20812,37548,3034,11369,523,1429,291,54204,81174,1610,16479,393,1784,437,101878,65085,365,10503,194,703,248,77100,24807,125,4621,80,276,108,30010,10169,52,1974,37,124,42,12402,4765,45,990,20,51,20,5888,2321,93,543,6,54,16,3033,1346,33,293,8
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1RNSW,840,13395,7001,2413,4712,7965,36337,2467,6613,2696,1398,1207,246,14625,19981,10551,13630,1868,4046,597,50671,34330,4506,14063,435,2924,376,56626,17513,1297,7016,131,746,146,26846,22385,595,5898,114,627,135,29757,11720,119,2897,43,364,58,15197,3651,48,1022,10,239,20,4993,683,30,335,10,130,14,1204,219,109,121,7,76,11,544,111,35,74,0,43,3,261,53,20,64,3,24,3,163,18,22,44,0,16,0,100,477,768,348,62,130,51,1830,1689,2301,2405,545,1635,516,9093,116130,40401,57618,7047,16916,10143,248258,509,4105,6412,1051,4106,6177,22366,649,10640,1354,956,691,166,14451,8196,9915,8018,2379,2591,361,31455,19941,6761,11055,1284,2629,337,42013,13201,2321,7538,364,1689,137,25258,26232,2443,8966,362,1515,199,39716,32940,1027,9209,207,1163,179,44721,20975,212,4944,79,563,96,26872,5203,54,1310,19,226,27,6832,1436,43,466,13,124,9,2095,527,26,217,0,77,4,866,235,90,143,12,44,4,529,121,28,65,3
1GSYD,869,24196,5319,2132,984,6164,39666,405,9191,638,1311,254,261,12058,5580,15515,4351,1692,2065,498,29705,31781,7246,9611,688,2596,450,52375,31739,2949,9636,316,1005,304,45943,62672,2594,12456,351,1257,423,79757,63278,1070,12105,210,860,328,77856,45076,369,9021,159,487,219,55329,17760,107,3939,63,190,84,22143,7462,171,1809,32,84,62,9629,3452,40,940,32,49,29,4545,1822,33,518,22,36,17,2448,1025,42,288,8,30,10,1405,2760,1201,1022,57,115,88,5246,4418,4362,3107,705,880,803,14278,280115,69090,74768,7780,10899,9751,452397,860,8057,6262,1043,930,4526,21681,182,19981,354,982,237,144,21873,1295,14082,2585,2404,809,200,21377,4510,9715,4465,1735,1245,196,21869,6196,3382,4846,674,1590,136,16828,20618,3898,7880,852,1381,192,34821,58951,3405,14249,691,1710,416,79414,88645,1457,16414,353,1691,446,109010,53499,374,9610,138,664,238,64529,28612,192,5301,91,308,111,34613,14768,105,2873,48,167,54,18013,7858,191,1812,38,96,43,10035,4339,50,986,24
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
