GCCSA_CODE_2016,C11_M_Health_15_19,C11_M_Health_20_24,C11_M_Health_25_34,C11_M_Health_35_44,C11_M_Health_45_54,C11_M_Health_55_64,C11_M_Health_65_74,C11_M_Health_75_84,C11_M_Health_85o,C11_M_Healt_To,C11_M_Educ_15_19,C11_M_Educ_20_24,C11_M_Educ_25_34,C11_M_Educ_35_44,C11_M_Educ_45_54,C11_M_Educ_55_64,C11_M_Educ_65_74,C11_M_Educ_75_84,C11_M_Educ_85o,C11_M_Educ_Tot,C11_M_MngtCom_15_19,C11_M_MngtCom_20_24,C11_M_MngtCom_25_34,C11_M_MngtCom_35_44,C11_M_MngtCom_45_54,C11_M_MngtCom_55_64,C11_M_MngtCom_65_74,C11_M_MngtCom_75_84,C11_M_MngtCom_85o,C11_M_MngtCom_Tot,C11_M_Soc_cult_15_19,C11_M_Soc_cult_20_24,C11_M_Soc_cult_25_34,C11_M_Soc_cult_35_44,C11_M_Soc_cult_45_54,C11_M_Soc_cult_55_64,C11_M_Soc_cult_65_74,C11_M_Soc_cult_75_84,C11_M_Soc_cult_85o,C11_M_Society_cultur_Tot,C11_M_Creative_art_15_19,C11_M_Creative_art_20_24,C11_M_Creative_art_25_34,C11_M_Creative_art_35_44,C11_M_Creative_art_45_54,C11_M_Creative_art_55_64,C11_M_Creative_art_65_74,C11_M_Creative_art_75_84,C11_M_Creat_art_85andOve,C11_M_Creative_arts_Tot,C11_M_FoodHos_PS_15_19,C11_M_FoodHos_PS_20_24,C11_M_FoodHos_PS_25_34,C11_M_FoodHos_PS_35_44,C11_M_FoodHos_PS_45_54,C11_M_FoodHos_PS_55_64,C11_M_FoodHos_PS_65_74,C11_M_FoodHos_PS_75_84,C11_M_FoodHos_PS_85o,C11_M_Foo_hos_pers_S_Tot,C11_M_MixFld_pr_15_19,C11_M_MixFld_pr_20_24,C11_M_MixFld_pr_25_34,C11_M_MixFld_pr_35_44,C11_M_MixFld_pr_45_54,C11_M_MixFld_pr_55_64,C11_M_MixFld_pr_65_74,C11_M_MixFld_pr_75_84,C11_M_MixFld_pr_85_ov,C11_M_MixFld_pr_Tot,C11_M_FldStu_ID_15_19,C11_M_FldStu_ID_20_24,C11_M_FldStu_ID_25_34,C11_M_FldStu_ID_35_44,C11_M_FldStu_ID_45_54,C11_M_FldStu_ID_55_64,C11_M_FldStu_ID_65_74,C11_M_FldStu_ID_75_84,C11_M_FldStu_ID_85o,C11_M_FldStu_ID_Tot,C11_M_FldStu_NS_15_19,C11_M_FldStu_NS_20_24,C11_M_FldStu_NS_25_34,C11_M_FldStu_NS_35_44,C11_M_FldStu_NS_45_54,C11_M_FldStu_NS_55_64,C11_M_FldStu_NS_65_74,C11_M_FldStu_NS_75_84,C11_M_FldStu_NS_85o,C11_M_FldStu_NS_T,C11_M_Tot_15_19,C11_M_Tot_20_24,C11_M_Tot_25_34,C11_M_Tot_35_44,C11_M_Tot_45_54,C11_M_Tot_55_64,C11_M_Tot_65_74,C11_M_Tot_75_84,C11_M_Tot_85o,C11_M_T_T,C16_M_NatPhy_sci_15_19,C16_M_NatPhy_sci_20_24,C16_M_NatPhy_sci_25_34,C16_M_NatPhy_sci_35_44,C16_M_NatPhy_sci_45_54,C16_M_NatPhy_sci_55_64,C16_M_NatPhy_sci_65_74,C16_M_NatPhy_sci_75_84,C16_M_NatPhy_sci_85_ov,C16_M_NatPhy_sci_Tot,C16_M_InfTec_15_19,C16_M_InfTec_20_24,C16_M_InfTec_25_34,C16_M_InfTec_35_44,C16_M_InfTec_45_54,C16_M_InfTec_55_64,C16_M_InfTec_65_74,C16_M_InfTec_75_84,C16_M_InfTec_85_ov,C16_M_InfTec_Tot,C16_M_EngRT_15_19,C16_M_EngRT_20_24,C16_M_EngRT_25_34,C16_M_EngRT_35_44,C16_M_EngRT_45_54,C16_M_EngRT_55_64,C16_M_EngRT_65_74,C16_M_EngRT_75_84,C16_M_EngRT_85_ov,C16_M_EngRT_Tot,C16_M_ArchBuild_15_19,C16_M_ArchBuild_20_24,C16_M_ArchBuild_25_34,C16_M_ArchBuild_35_44,C16_M_ArchBuild_45_54,C16_M_ArchBuild_55_64,C16_M_ArchBuild_65_74,C16_M_ArchBuild_75_84,C16_M_ArchBuild_85o,C16_M_Arch_building_Tot,C16_M_AgEnv_RS_15_19,C16_M_AgEnv_RS_20_24,C16_M_AgEnv_RS_25_34,C16_M_AgEnv_RS_35_44,C16_M_AgEnv_RS_45_54,C16_M_AgEnv_RS_55_64,C16_M_AgEnv_RS_65_74,C16_M_AgEnv_RS_75_84,C16_M_AgEnv_RS_85o,C16_M_AgEnv_RS_Tot,C16_M_Health_15_19,C16_M_Health_20_24,C16_M_Health_25_34,C16_M_Health_35_44,C16_M_Health_45_54,C16_M_Health_55_64,C16_M_Health_65_74,C16_M_Health_75_84,C16_M_Health_85o,C16_M_Healt_To,C16_M_Educ_15_19,C16_M_Educ_20_24,C16_M_Educ_25_34,C16_M_Educ_35_44,C16_M_Educ_45_54,C16_M_Educ_55_64,C16_M_Educ_65_74,C16_M_Educ_75_84,C16_M_Educ_85o,C16_M_Educ_Tot,C16_M_MngtCom_15_19,C16_M_MngtCom_20_24,C16_M_MngtCom_25_34,C16_M_MngtCom_35_44,C16_M_MngtCom_45_54,C16_M_MngtCom_55_64,C16_M_MngtCom_65_74,C16_M_MngtCom_75_84,C16_M_MngtCom_85o,C16_M_MngtCom_Tot,C16_M_Soc_cult_15_19,C16_M_Soc_cult_20_24,C16_M_Soc_cult_25_34,C16_M_Soc_cult_35_44,C16_M_Soc_cult_45_54,C16_M_Soc_cult_55_64,C16_M_Soc_cult_65_74,C16_M_Soc_cult_75_84,C16_M_Soc_cult_85o,C16_M_Society_cultur_Tot,C16_M_Creative_art_15_19,C16_M_Creative_art_20_24,C16_M_Creative_art_25_34,C16_M_Creative_art_35_44,C16_M_Creative_art_45_54,C16_M_Creative_art_55_64,C16_M_Creative_art_65_74,C16_M_Creative_art_75_84,C16_M_Create_art_85andOv,C16_M_Creative_arts_Tot
6RTAS,4,84,310,422,529,428,221,83,28,2124,3,42,307,364,504,661,357,114,32,2389,54,234,813,1035,1061,997,443,160,26,4830,24,144,341,506,570,618,313,95,22,2639,17,84,212,205,173,207,115,42,14,1068,85,242,561,577,494,370,201,64,12,2613,9,3,3,3,7,5,10,5,7,53,10,27,94,115,156,162,88,44,9,703,937,535,908,1224,1434,1532,1514,1292,515,9899,1589,3525,8390,10426,11713,10676,6854,3460,1038,57675,0,38,145,200,253,285,270,89,22,1315,33,161,397,302,237,151,68,17,0,1359,164,1055,2734,3003,3710,3992,2979,1380,368,19387,101,568,1338,1033,1374,1556,1034,543,108,7657,58,243,663,751,769,552,336,156,35,3566,8,96,357,434,516,620,320,135,42,2536,3,48,279,391,473,675,541,179,41,2639,52,280,869,1056,1148,1101,758,232,66,5551,37,201,417,527,653,670,536,174,33,3252,16,98,220,249,178,222,208,70,18,1270
6GHOB,6,72,350,428,469,432,216,116,30,2121,3,28,262,311,433,562,293,127,28,2054,57,402,1213,1199,1211,1050,500,228,56,5916,23,209,703,771,764,780,338,118,34,3740,10,126,291,277,232,214,94,41,9,1296,47,219,575,477,332,228,128,27,11,2040,3,10,10,4,5,7,6,3,4,51,9,34,119,137,104,103,61,32,18,620,653,612,994,967,1040,1027,957,754,348,7364,1072,3295,8533,9110,9376,8155,5003,2698,907,48145,3,115,429,480,474,430,303,102,42,2373,28,230,791,504,304,188,64,11,4,2122,64,555,1847,1965,2336,2392,1856,1006,316,12333,63,448,1314,973,1102,1082,665,372,128,6149,21,77,292,388,360,290,121,57,22,1615,7,86,479,492,494,484,279,135,56,2524,0,32,304,368,347,537,443,164,42,2234,51,373,1394,1328,1389,1197,784,305,108,6923,38,298,846,848,849,854,600,170,57,4551,17,112,375,308,259,210,170,55,16,1526
69799,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,3,3,0,0,13,0,3,14,17,10,13,7,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,3,0,0,0,8,0,0,3,0,0,3,0,0,0,7,0,0,7,10,3,4,0,0,0,24,0,0,4,3,3,8,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,9,8,5,34,23,16,11,9,4,0,115,5,23,97,64,57,46,28,7,0,319,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,3,3,17,11,8,9,7,0,0,57,0,0,3,6,0,3,4,0,0,22,0,5,3,0,3,0,0,0,0,10,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,4,0,0,0,15,0,0,3,3,3,3,3,0,0,16,0,0,3,0,3,0,0,0,0,9
5RWAU,16,82,479,809,829,548,259,93,18,3135,16,65,495,693,817,933,383,98,22,3531,103,315,1373,1837,1643,1312,587,162,39,7379,72,229,668,811,752,667,278,111,15,3601,36,116,278,268,244,236,95,34,0,1312,84,276,1020,1141,855,448,246,92,12,4172,23,17,24,20,19,22,14,3,3,140,24,57,186,286,277,188,106,40,17,1181,2217,2776,6347,6013,5425,3748,2164,1495,551,30736,3701,9075,24463,25808,24128,17825,8916,3878,1010,118807,16,102,522,597,438,391,297,86,23,2465,85,192,429,374,235,122,57,13,0,1508,539,2878,10110,9560,9208,7574,4526,1627,359,46392,229,873,2777,2310,2311,2182,1337,594,130,12739,163,385,1128,1439,1365,1155,731,317,71,6761,25,92,711,872,936,815,380,127,38,4004,11,80,551,762,904,1098,631,208,31,4281,146,305,1485,1919,1832,1513,975,267,66,8508,139,241,864,913,875,786,520,146,42,4527,50,138,329,285,238,240,168,47,13,1497
5GPER,69,921,3779,3915,3507,2430,1363,647,175,16797,45,333,1769,2298,2991,3069,1728,720,174,13141,483,4137,13255,13050,11062,8263,3954,1462,458,56126,397,2011,5449,5349,4612,3986,1934,719,179,24633,356,1483,3127,1941,1281,1012,437,158,49,9835,268,1516,3929,3243,2599,1556,859,310,78,14357,62,95,63,77,75,60,51,33,10,518,61,268,872,1024,960,701,380,205,83,4552,5822,6537,13159,11418,9923,8302,6172,5313,2439,69078,10512,33244,91049,87537,80212,62872,35452,17833,5679,424392,43,1324,3870,3749,3555,2717,1896,587,173,17926,411,1527,5968,5711,3010,1378,408,45,8,18461,1312,9737,33468,31733,30691,25433,17039,7698,1960,159060,700,3721,11940,8897,8539,6738,4793,2735,684,48736,105,517,1997,2085,1842,1349,908,416,110,9334,99,1168,5283,4968,4393,3222,1858,833,284,22102,75,387,2151,2604,2976,3509,2291,1020,278,15286,726,4156,16844,16115,14182,9761,6192,2178,576,70725,655,2445,7257,6343,5390,4601,2958,1026,271,30955,444,1722,3669,2466,1574,1199,669,262,76,12086
59799,0,0,3,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,6,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,8,27,17,9,5,0,0,0,62,0,21,95,70,57,20,4,3,0,276,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,43,49,38,16,3,0,0,156,0,0,15,0,3,3,0,0,0,22,0,0,0,3,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
59499,0,4,10,10,10,14,3,0,0,53,0,0,3,5,7,11,12,0,0,46,0,15,43,38,24,37,11,0,0,159,0,9,27,17,25,15,0,0,0,96,0,8,17,13,7,7,7,0,0,62,0,3,33,8,13,11,3,0,0,81,0,0,3,0,0,0,0,0,0,5,0,0,3,3,6,7,7,0,0,22,37,73,226,193,191,132,52,25,3,929,53,216,675,516,464,457,219,40,6,2645,0,4,10,13,6,7,0,0,0,38,0,3,15,8,3,5,3,0,0,37,0,32,144,79,107,106,73,9,3,556,4,10,54,44,17,36,17,0,0,184,0,5,11,10,5,14,11,0,0,59,0,0,15,6,5,9,6,0,0,49,0,3,8,4,3,13,3,0,0,37,3,3,30,26,18,17,17,4,0,126,4,12,32,10,14,9,5,0,0,83,0,6,10,7,3,3,4,0,0,35
4RSAU,5,44,261,426,546,463,205,106,25,2081,4,73,361,400,474,865,433,102,25,2732,104,212,883,1209,1172,1207,613,204,58,5663,54,186,491,520,588,674,353,111,15,2978,12,60,141,128,152,148,103,43,6,793,65,260,684,695,532,396,243,77,12,2963,6,8,10,19,9,7,10,10,4,77,18,39,123,168,160,149,93,55,22,828,1234,914,1814,2173,2325,2199,2018,1731,659,15067,1990,4512,11278,13286,13978,13291,8811,4453,1299,72890,3,32,234,254,246,293,278,68,17,1411,41,95,254,215,155,122,62,9,0,944,250,1538,4274,4320,5164,5332,4311,1996,515,27706,112,524,1304,1028,1251,1435,1194,580,148,7571,133,365,1133,1437,1259,936,585,205,88,6131,11,96,331,435,540,636,334,115,43,2543,3,79,444,434,456,806,719,174,43,3170,66,290,938,1201,1357,1370,1002,308,89,6628,57,196,658,629,692,791,567,182,40,3808,24,65,153,136,141,168,136,49,14,894
4GADE,53,625,2931,2976,2938,2305,1161,621,188,13806,24,259,1362,1640,2189,3240,1677,513,116,11013,323,2681,9096,9151,8041,6315,2922,1239,426,40192,226,1613,4492,4279,3978,3825,1793,686,176,21063,118,1060,2275,1553,1085,799,377,127,43,7441,245,1204,2629,2223,1652,1089,592,220,72,9925,38,66,57,44,45,28,27,19,11,332,52,200,780,796,711,573,273,178,66,3631,3655,3304,5888,5611,5929,4919,4340,4525,2271,40442,5955,19555,54986,55153,52657,44934,26448,15207,5493,280397,14,603,2169,2196,1985,1818,1375,517,141,10823,201,936,3999,3679,2035,1199,381,48,8,12485,591,4293,14935,14965,16902,14876,11895,6305,2159,86935,511,2280,5970,4469,4753,4292,3119,1872,615,27884,83,510,1593,1584,1491,1123,617,240,95,7332,64,843,3664,3526,3139,2798,1646,683,306,16673,25,350,1832,1902,1986,3087,2533,758,217,12692,348,2636,10571,11023,9418,7247,4675,1701,537,48166,415,1742,5415,5088,4639,4197,2906,936,293,25621,226,1004,2515,1816,1228,974,570,197,56,8581
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,7,9,7,0,0,0,0,29,0,0,10,3,4,4,3,0,0,22,0,12,16,23,9,19,6,0,0,81,0,0,13,20,8,12,0,0,4,50,0,0,6,6,6,3,0,0,0,22,4,4,13,3,7,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,9,26,66,62,74,55,30,30,19,372,17,69,227,174,173,162,84,30,32,960,0,0,4,0,5,3,0,0,0,14,0,0,5,3,0,0,0,0,0,9,8,15,56,32,28,40,39,10,5,220,0,3,21,10,14,10,13,3,0,75,0,0,6,7,7,4,8,0,0,31,0,3,9,0,8,6,0,0,0,19,0,0,5,3,6,3,7,0,0,25,0,7,23,6,9,7,5,0,3,66,0,6,18,8,7,8,4,0,0,50,0,7,3,6,5,0,3,0,0,24
3RQLD,89,828,3538,4534,4482,3175,1584,741,190,19169,45,402,2502,3233,3705,4162,2306,744,153,17248,870,2712,8881,10474,9353,7836,4004,1481,382,46002,520,1627,4295,5056,4329,3923,2129,680,158,22718,295,940,2034,1644,1242,1108,594,220,61,8135,693,2090,5403,5471,3828,2682,1422,450,97,22134,100,86,96,64,80,80,68,39,15,630,101,297,894,1313,1272,1007,595,282,78,5840,8676,7854,15281,15859,15682,13403,11134,8783,3706,100381,15069,34222,89854,100682,97870,81525,50846,24596,7391,502049,66,559,1674,1887,1771,1747,1501,551,129,9893,451,1283,3046,2921,1799,1194,517,84,6,11303,1859,10087,31115,31728,34198,31600,24240,10963,2718,178503,754,3878,13517,13720,13439,13333,9041,4096,914,72691,344,1108,3342,4393,4233,3250,1832,803,202,19503,146,1278,5036,5323,5371,4392,2335,1029,303,25214,63,408,2736,3706,4172,4756,3345,1189,251,20621,1208,3583,10883,12289,11983,9512,6425,2234,563,58673,1013,2624,5779,6006,5602,4779,3453,1221,234,30716,458,1200,2422,1941,1456,1258,961,362,83,10137
3GBRI,89,1058,4661,5072,4269,2926,1531,775,193,20571,42,387,2496,3064,3258,3472,2076,648,172,15618,910,5344,17239,17340,13848,9652,3952,1360,395,70048,662,2844,7957,7657,5967,4905,2260,818,176,33244,515,2045,4214,2641,1612,1100,501,204,46,12876,502,2127,4773,3790,2377,1665,891,294,68,16497,100,154,111,85,66,50,55,33,19,682,93,339,1228,1474,1192,918,463,214,72,5997,6866,7108,13006,11697,10386,8625,6681,5593,2618,72573,12759,37329,105342,103527,89288,69415,38976,18752,5992,481392,83,1349,3675,3455,3143,2437,1758,588,156,16646,618,2456,8065,8259,4511,1950,567,69,8,26496,1350,7961,28717,28547,29503,25688,18297,8394,2278,150732,700,3839,13269,11338,10168,8504,5939,2856,784,57399,180,685,2082,2618,2273,1634,980,412,101,10962,150,1538,6220,5884,5186,3744,2141,962,318,26147,55,490,2717,3444,3555,3639,2765,1087,239,17999,1551,7057,21637,21257,17882,12038,6578,1976,545,90522,1303,4013,9883,9124,7490,5735,3619,1241,296,42696,712,2754,5162,3264,2058,1347,733,312,79,16433
39799,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,8,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,9,12,17,8,3,3,0,60,4,22,36,31,40,26,17,11,3,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,6,23,22,24,19,13,0,0,108,0,3,12,8,17,29,17,3,0,85,3,23,85,33,41,61,32,4,0,285,0,19,39,26,28,33,19,3,0,163,0,3,44,16,12,15,5,0,0,94,3,17,31,26,19,24,16,3,0,142,0,0,0,0,0,0,0,0,0,3,0,3,12,12,8,18,5,3,0,60,75,131,255,247,232,221,135,46,10,1352,107,318,834,631,612,880,512,120,10,4024,0,6,28,7,3,7,16,0,0,73,3,4,13,9,15,9,6,0,0,57,8,38,164,106,146,212,207,43,7,930,3,19,79,52,53,81,86,18,0,387,0,8,26,17,18,18,17,3,0,111,0,12,35,21,21,23,8,0,0,115,0,0,9,3,10,29,24,9,0,87,4,41,74,45,45,60,50,6,0,331,3,28,55,28,21,24,33,3,0,194,0,9,37,15,7,8,5,0,0,81
2RVIC,60,422,1721,2277,2828,2258,973,444,120,11108,24,318,1656,2052,2857,4298,2545,850,147,14757,290,1451,4829,5795,5486,4889,2174,821,228,25977,261,868,1991,2738,2735,2906,1457,496,120,13579,143,627,1293,1047,797,860,438,123,36,5355,342,1130,2729,2621,2139,1532,864,365,67,11782,24,43,38,31,36,20,26,21,11,261,49,186,593,856,861,750,425,173,76,3969,4778,3260,5875,6941,7699,7646,7376,6773,2714,53066,7835,18611,45585,53674,56392,51266,32307,17327,5333,288323,16,380,912,1191,1138,1312,1139,333,82,6495,137,602,2084,1735,1088,800,344,38,4,6833,702,4823,14001,14484,18207,18089,14544,6350,1910,93100,555,3496,8945,7003,6829,6836,4534,2275,628,41094,241,1050,3359,4219,4439,3452,2070,858,249,19928,69,606,2525,2518,2669,2959,1514,560,181,13604,40,396,2074,2500,2583,4102,3651,1288,276,16921,234,1678,5493,6566,6330,5859,3814,1194,333,31508,340,1432,2922,3207,3383,3448,2460,823,150,18162,252,729,1496,1364,917,987,733,212,54,6743
2GMEL,107,2051,8551,8426,7546,5432,2741,1543,460,36862,53,762,4951,5626,6938,7454,4216,1657,384,32038,1107,13620,45366,39207,29278,19838,8986,3522,1181,162104,753,4989,16052,15206,12420,10452,4917,1848,458,67096,549,4824,12110,7372,4287,2658,1184,438,158,33588,664,4796,11288,7289,5000,2732,1628,676,170,34244,148,251,226,144,150,112,83,69,26,1201,110,950,3335,3269,2670,1958,900,505,191,13894,12778,13495,25707,22086,20411,17216,14686,13048,5915,145335,19721,73976,226714,205426,173352,129232,75400,40711,13918,958452,111,3609,7892,7568,7116,6052,4213,1521,524,38616,437,4944,25745,24525,10809,4956,1386,172,25,73001,1427,13114,51136,49987,53488,44949,31522,15857,5333,266813,1478,9154,27801,20469,18298,12959,8134,4742,1345,104384,160,1299,4632,4441,3740,2394,1265,553,169,18656,224,2690,12319,10214,8628,6760,3829,1821,668,47142,91,1047,6569,6375,6383,7764,5608,2320,610,36763,1123,14937,57680,49698,37315,25159,14104,4956,1586,206544,1076,6935,20581,17734,15220,12493,7826,2667,735,85266,716,5730,15434,9613,5414,3444,1882,679,213,43122
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,5,4,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,5,15,13,12,13,3,0,0,61,0,3,16,12,8,8,3,0,0,53,3,41,85,48,27,24,11,5,0,237,3,15,55,29,24,10,3,0,0,133,0,12,44,18,12,4,0,3,0,93,0,11,26,14,16,3,3,0,0,74,0,3,0,0,0,0,0,0,0,6,0,5,5,3,4,3,3,0,0,23,65,132,282,296,204,87,54,28,10,1152,82,305,777,643,435,247,143,45,15,2697,0,3,21,8,12,4,7,3,0,58,0,8,28,11,6,3,3,0,0,58,5,25,111,54,54,48,38,10,0,348,7,16,59,38,29,21,9,4,0,175,0,0,19,13,7,9,3,0,0,50,0,5,31,18,7,7,0,0,0,70,0,4,11,9,7,19,6,0,0,53,0,31,80,49,30,18,13,3,0,223,0,7,41,22,18,24,9,0,0,128,0,3,28,20,13,3,0,0,0,63
1RNSW,105,767,3171,4563,4991,4224,2042,1055,303,21220,32,504,2541,3824,5113,7279,3446,1427,280,24443,542,2918,8781,10878,10846,9846,5514,2101,579,51999,271,1522,4652,6534,5936,6015,3037,1252,283,29500,214,984,2107,1812,1710,1589,791,312,71,9593,451,1959,4901,4740,3773,2775,1907,751,162,21415,77,111,68,58,75,79,36,40,14,569,85,266,839,1211,1346,1122,639,348,128,5988,9058,6726,11736,13355,14870,13967,13365,12308,4708,100096,13841,33666,84614,101698,110751,101104,65899,36304,10845,558724,27,586,1935,2173,2187,2556,2321,797,227,12807,262,1277,3617,3120,2156,1561,712,96,14,12805,1116,9899,29488,30163,36104,37031,30017,14473,4225,192532,861,4586,12680,12599,13648,13572,9670,4964,1305,73893,341,1589,4768,5977,6217,5457,3749,1622,404,30129,155,911,4568,5058,5109,5415,2913,1247,446,25817,47,487,3265,4065,4484,7570,5205,1940,500,27557,579,3037,10191,12071,12373,11456,8597,3022,771,62096,423,2062,6093,6985,7211,6942,5014,1777,449,36959,237,1177,2585,2180,1789,1860,1299,454,138,11714
1GSYD,186,2266,8943,9295,8319,6240,3610,2073,645,41569,49,934,4869,5840,7067,7889,3738,1647,405,32435,1151,15286,56472,49526,37936,26430,11796,4528,1407,204540,657,5733,19382,20014,16172,13179,6164,2506,713,84518,480,4576,12216,8047,5176,3145,1378,563,163,35736,521,4144,10292,7614,5202,3245,1880,743,222,33876,195,274,213,199,217,174,124,58,26,1489,128,776,2674,3064,2695,1890,882,472,214,12796,14476,15024,31682,26497,24700,20214,16269,13176,6065,168111,20711,75212,246840,233547,202143,150963,86323,45517,15731,1076997,106,2779,7796,7577,7638,6257,4492,1792,538,38980,528,5288,27098,27591,11930,5155,1381,181,40,79177,984,12579,49718,51407,55726,49497,34922,17514,5948,278288,1159,7405,23333,22703,20461,14360,9628,5212,1513,105774,166,1227,4059,4475,3947,2883,1430,735,226,19138,210,2898,12609,10581,9104,7530,4530,2449,973,50887,78,1129,6125,6042,6265,7927,5167,2140,632,35509,1140,16325,70100,60469,45467,31709,18645,6314,1909,252082,637,6886,24001,21645,18784,15293,9589,3472,1014,101325,584,5147,14377,10163,6133,4003,2131,838,240,43628
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,0,0,3,5,5,6,9,6,0,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,15,5,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
